Delivery day;Period number;Period;Buy Orders (MW);Sell Orders (MW);Buy trades (MW);Sell trades (MW);Traded Quantity Difference (MW);Weighted average price of all trades (EUR/MWh);Total Traded Quantity (MW)
1.2.2026;73;18:00 - 18:15;2,287.0;1,626.6;22.9;13.9;9.0;131.43;36.8
1.2.2026;74;18:15 - 18:30;3,797.2;595.9;22.3;15.0;7.3;137.74;37.3
1.2.2026;75;18:30 - 18:45;1,965.3;559.8;29.8;23.9;5.9;153.09;53.7
1.2.2026;76;18:45 - 19:00;4,184.5;554.2;27.3;41.9;-14.6;145.77;69.2
1.2.2026;77;19:00 - 19:15;1,346.9;763.4;13.8;18.7;-4.9;142.00;32.5
1.2.2026;78;19:15 - 19:30;2,799.8;773.6;9.5;18.5;-9.0;139.05;28.0
1.2.2026;79;19:30 - 19:45;1,091.9;641.9;25.3;29.9;-4.6;139.48;55.2
1.2.2026;80;19:45 - 20:00;716.2;1,232.2;18.3;24.0;-5.7;138.75;42.3
1.2.2026;81;20:00 - 20:15;2,768.5;1,383.7;42.8;26.9;15.9;132.06;69.7
1.2.2026;82;20:15 - 20:30;5,660.8;1,795.1;30.2;43.0;-12.8;135.56;73.2
1.2.2026;83;20:30 - 20:45;1,751.4;1,866.1;23.7;25.7;-2.0;124.28;49.4
1.2.2026;84;20:45 - 21:00;293.9;1,245.3;33.4;63.4;-30.0;117.05;96.8
1.2.2026;85;21:00 - 21:15;2,570.2;1,630.6;63.9;74.4;-10.5;135.46;138.3
1.2.2026;86;21:15 - 21:30;1,192.8;998.0;68.3;67.1;1.2;125.99;135.4
1.2.2026;87;21:30 - 21:45;9,544.2;2,674.0;73.0;81.4;-8.4;120.56;154.4
1.2.2026;88;21:45 - 22:00;698.1;1,725.7;66.7;57.7;9.0;105.64;124.4
1.2.2026;89;22:00 - 22:15;4,490.3;1,668.7;80.3;75.3;5.0;139.01;155.6
1.2.2026;90;22:15 - 22:30;8,966.3;1,613.6;96.8;127.0;-30.2;127.92;223.8
1.2.2026;91;22:30 - 22:45;4,026.0;1,146.0;63.2;86.5;-23.3;123.53;149.7
1.2.2026;92;22:45 - 23:00;729.2;1,880.2;53.8;79.7;-25.9;110.22;133.5
1.2.2026;93;23:00 - 23:15;1,722.9;4,139.8;79.2;62.4;16.8;116.99;141.6
1.2.2026;94;23:15 - 23:30;2,476.6;2,574.1;54.6;34.3;20.3;104.22;88.9
1.2.2026;95;23:30 - 23:45;2,007.7;424.3;36.3;35.1;1.2;99.99;71.4
1.2.2026;96;23:45 - 00:00;1,849.0;1,031.5;69.8;55.0;14.8;93.64;124.8
2.2.2026;1;00:00 - 00:15;183.5;134.9;39.8;8.2;31.6;111.88;48.0
2.2.2026;2;00:15 - 00:30;118.8;109.8;30.2;0.2;30.0;101.40;30.4
2.2.2026;3;00:30 - 00:45;91.5;121.0;2.2;2.2;0.0;100.07;4.4
2.2.2026;4;00:45 - 01:00;138.8;157.4;9.7;11.1;-1.4;100.63;20.8
2.2.2026;5;01:00 - 01:15;38.8;105.1;2.2;9.6;-7.4;107.92;11.8
2.2.2026;6;01:15 - 01:30;37.1;172.0;1.5;12.4;-10.9;101.42;13.9
2.2.2026;7;01:30 - 01:45;66.6;95.1;11.0;1.4;9.6;105.13;12.4
2.2.2026;8;01:45 - 02:00;97.5;111.3;9.0;11.7;-2.7;104.59;20.7
2.2.2026;9;02:00 - 02:15;140.1;62.4;12.8;8.5;4.3;104.44;21.3
2.2.2026;10;02:15 - 02:30;175.6;71.9;22.0;9.4;12.6;105.33;31.4
2.2.2026;11;02:30 - 02:45;330.5;88.8;27.5;2.8;24.7;102.89;30.3
2.2.2026;12;02:45 - 03:00;91.9;197.4;11.3;5.8;5.5;102.15;17.1
2.2.2026;13;03:00 - 03:15;172.2;127.6;19.6;15.5;4.1;104.86;35.1
2.2.2026;14;03:15 - 03:30;130.9;103.1;16.1;11.7;4.4;106.08;27.8
2.2.2026;15;03:30 - 03:45;141.3;75.4;14.6;6.4;8.2;104.64;21.0
2.2.2026;16;03:45 - 04:00;132.2;143.3;16.3;9.4;6.9;102.67;25.7
2.2.2026;17;04:00 - 04:15;61.9;140.3;14.2;11.9;2.3;104.64;26.1
2.2.2026;18;04:15 - 04:30;172.1;124.2;28.1;16.4;11.7;106.69;44.5
2.2.2026;19;04:30 - 04:45;91.3;147.8;25.2;8.2;17.0;111.21;33.4
2.2.2026;20;04:45 - 05:00;409.9;141.7;53.2;14.2;39.0;110.42;67.4
2.2.2026;21;05:00 - 05:15;116.2;452.9;7.5;73.9;-66.4;99.10;81.4
2.2.2026;22;05:15 - 05:30;136.2;115.2;9.7;9.9;-0.2;103.48;19.6
2.2.2026;23;05:30 - 05:45;155.3;68.2;16.2;13.9;2.3;103.66;30.1
2.2.2026;24;05:45 - 06:00;270.9;254.1;49.5;42.4;7.1;122.70;91.9
2.2.2026;25;06:00 - 06:15;1,155.6;154.1;28.0;14.8;13.2;118.12;42.8
2.2.2026;26;06:15 - 06:30;2,479.0;313.4;30.8;12.1;18.7;153.98;42.9
2.2.2026;27;06:30 - 06:45;2,042.4;253.0;28.1;8.2;19.9;199.75;36.3
2.2.2026;28;06:45 - 07:00;7,852.6;408.3;68.3;134.1;-65.8;267.52;202.4
2.2.2026;29;07:00 - 07:15;463.2;1,345.0;21.3;5.7;15.6;176.11;27.0
2.2.2026;30;07:15 - 07:30;1,029.9;1,004.1;31.7;26.4;5.3;162.41;58.1
2.2.2026;31;07:30 - 07:45;6,965.9;766.2;38.7;45.8;-7.1;169.97;84.5
2.2.2026;32;07:45 - 08:00;8,381.5;1,388.4;18.0;42.1;-24.1;174.43;60.1
2.2.2026;33;08:00 - 08:15;808.9;1,297.8;31.4;30.2;1.2;165.45;61.6
2.2.2026;34;08:15 - 08:30;2,086.8;1,192.8;44.8;79.9;-35.1;170.02;124.7
2.2.2026;35;08:30 - 08:45;940.4;830.4;14.3;48.7;-34.4;173.51;63.0
2.2.2026;36;08:45 - 09:00;1,833.8;1,549.4;35.9;70.1;-34.2;159.89;106.0
2.2.2026;37;09:00 - 09:15;616.3;1,626.9;14.3;54.0;-39.7;181.17;68.3
2.2.2026;38;09:15 - 09:30;514.0;1,361.7;34.8;79.4;-44.6;197.33;114.2
2.2.2026;39;09:30 - 09:45;3,286.9;524.0;33.5;80.7;-47.2;184.06;114.2
2.2.2026;40;09:45 - 10:00;821.3;1,557.9;32.9;70.3;-37.4;171.13;103.2
2.2.2026;41;10:00 - 10:15;2,904.4;2,960.2;48.7;41.1;7.6;162.38;89.8
2.2.2026;42;10:15 - 10:30;2,942.7;1,589.9;16.3;32.4;-16.1;174.82;48.7
2.2.2026;43;10:30 - 10:45;689.2;1,094.6;31.6;41.3;-9.7;173.29;72.9
2.2.2026;44;10:45 - 11:00;963.7;1,115.8;36.9;49.7;-12.8;172.78;86.6
2.2.2026;45;11:00 - 11:15;708.7;827.1;47.2;73.3;-26.1;160.25;120.5
2.2.2026;46;11:15 - 11:30;1,024.8;1,588.2;65.5;45.0;20.5;174.21;110.5
2.2.2026;47;11:30 - 11:45;1,240.5;1,333.9;104.8;78.4;26.4;165.20;183.2
2.2.2026;48;11:45 - 12:00;2,387.0;3,570.4;105.3;87.9;17.4;164.38;193.2
2.2.2026;49;12:00 - 12:15;3,494.8;5,405.8;88.9;73.1;15.8;152.43;162.0
2.2.2026;50;12:15 - 12:30;2,746.7;4,627.3;76.3;76.5;-0.2;157.60;152.8
2.2.2026;51;12:30 - 12:45;2,746.5;1,780.4;109.1;90.4;18.7;148.98;199.5
2.2.2026;52;12:45 - 13:00;1,509.2;5,028.1;120.9;116.8;4.1;159.56;237.7
2.2.2026;53;13:00 - 13:15;2,310.5;1,252.4;133.1;75.6;57.5;159.85;208.7
2.2.2026;54;13:15 - 13:30;843.9;805.9;79.7;38.8;40.9;153.47;118.5
2.2.2026;55;13:30 - 13:45;1,356.5;616.5;108.0;69.4;38.6;149.76;177.4
2.2.2026;56;13:45 - 14:00;1,685.8;2,040.5;132.0;101.8;30.2;150.83;233.8
2.2.2026;57;14:00 - 14:15;2,351.4;579.4;86.8;40.5;46.3;150.25;127.3
2.2.2026;58;14:15 - 14:30;1,868.2;1,010.2;96.6;45.9;50.7;162.73;142.5
2.2.2026;59;14:30 - 14:45;412.4;408.2;111.4;33.5;77.9;150.50;144.9
2.2.2026;60;14:45 - 15:00;1,098.1;2,039.2;130.4;75.7;54.7;209.06;206.1
2.2.2026;61;15:00 - 15:15;3,203.7;567.8;53.4;37.5;15.9;232.61;90.9
2.2.2026;62;15:15 - 15:30;2,937.2;1,727.8;99.7;61.4;38.3;248.94;161.1
2.2.2026;63;15:30 - 15:45;781.5;1,623.8;60.7;51.1;9.6;308.27;111.8
2.2.2026;64;15:45 - 16:00;899.7;1,659.6;41.9;54.0;-12.1;299.96;95.9
2.2.2026;65;16:00 - 16:15;5,165.7;393.5;127.3;101.7;25.6;200.93;229.0
2.2.2026;66;16:15 - 16:30;3,606.6;366.4;48.9;127.4;-78.5;235.93;176.3
2.2.2026;67;16:30 - 16:45;876.6;238.9;0.0;52.9;-52.9;240.61;52.9
2.2.2026;68;16:45 - 17:00;2,871.3;640.8;21.4;61.4;-40.0;274.38;82.8
2.2.2026;69;17:00 - 17:15;3,728.6;167.9;21.8;22.7;-0.9;289.34;44.5
2.2.2026;70;17:15 - 17:30;3,183.4;195.9;27.5;18.7;8.8;301.42;46.2
2.2.2026;71;17:30 - 17:45;272.8;293.7;10.8;1.7;9.1;316.80;12.5
2.2.2026;72;17:45 - 18:00;230.9;293.4;26.1;11.4;14.7;291.15;37.5
2.2.2026;73;18:00 - 18:15;1,466.6;637.0;2.0;2.2;-0.2;227.27;4.2
2.2.2026;74;18:15 - 18:30;572.1;673.4;35.1;23.8;11.3;257.84;58.9
2.2.2026;75;18:30 - 18:45;2,066.1;648.1;8.0;8.2;-0.2;242.88;16.2
2.2.2026;76;18:45 - 19:00;480.6;4,760.1;42.0;33.1;8.9;198.06;75.1
2.2.2026;77;19:00 - 19:15;4,987.6;1,416.2;37.2;23.7;13.5;256.95;60.9
2.2.2026;78;19:15 - 19:30;9,053.9;951.1;48.5;48.0;0.5;245.31;96.5
2.2.2026;79;19:30 - 19:45;3,439.7;1,149.4;64.6;61.6;3.0;231.67;126.2
2.2.2026;80;19:45 - 20:00;810.1;3,196.6;35.4;41.2;-5.8;208.41;76.6
2.2.2026;81;20:00 - 20:15;487.5;1,527.4;31.5;40.3;-8.8;213.87;71.8
2.2.2026;82;20:15 - 20:30;2,152.7;842.4;51.2;49.5;1.7;200.34;100.7
2.2.2026;83;20:30 - 20:45;2,467.2;880.8;42.6;40.2;2.4;174.32;82.8
2.2.2026;84;20:45 - 21:00;1,152.2;2,412.5;47.6;81.4;-33.8;171.08;129.0
2.2.2026;85;21:00 - 21:15;2,222.2;1,430.7;46.4;54.9;-8.5;153.83;101.3
2.2.2026;86;21:15 - 21:30;444.8;7,798.4;39.2;81.1;-41.9;124.89;120.3
2.2.2026;87;21:30 - 21:45;2,196.2;1,901.1;33.5;47.1;-13.6;132.23;80.6
2.2.2026;88;21:45 - 22:00;2,274.0;1,179.2;67.3;168.8;-101.5;117.89;236.1
2.2.2026;89;22:00 - 22:15;2,128.4;571.4;68.5;44.9;23.6;120.50;113.4
2.2.2026;90;22:15 - 22:30;2,131.3;855.2;47.2;22.4;24.8;116.32;69.6
2.2.2026;91;22:30 - 22:45;397.6;554.4;51.7;80.8;-29.1;109.83;132.5
2.2.2026;92;22:45 - 23:00;460.3;582.4;55.3;88.8;-33.5;106.78;144.1
2.2.2026;93;23:00 - 23:15;1,204.0;1,451.1;46.2;35.5;10.7;122.79;81.7
2.2.2026;94;23:15 - 23:30;398.8;156.3;22.4;16.1;6.3;110.25;38.5
2.2.2026;95;23:30 - 23:45;759.8;483.9;23.6;65.0;-41.4;100.29;88.6
2.2.2026;96;23:45 - 00:00;8,547.5;2,591.4;49.3;42.5;6.8;95.00;91.8
3.2.2026;1;00:00 - 00:15;108.8;99.4;9.9;0.2;9.7;106.31;10.1
3.2.2026;2;00:15 - 00:30;86.5;59.6;13.1;2.2;10.9;102.20;15.3
3.2.2026;3;00:30 - 00:45;94.2;63.2;13.5;2.6;10.9;96.21;16.1
3.2.2026;4;00:45 - 01:00;117.7;110.6;13.4;6.6;6.8;93.78;20.0
3.2.2026;5;01:00 - 01:15;100.1;73.2;21.5;2.7;18.8;94.70;24.2
3.2.2026;6;01:15 - 01:30;84.0;43.8;6.0;10.2;-4.2;92.28;16.2
3.2.2026;7;01:30 - 01:45;107.2;48.7;24.1;3.2;20.9;91.62;27.3
3.2.2026;8;01:45 - 02:00;139.5;111.3;10.3;16.2;-5.9;85.35;26.5
3.2.2026;9;02:00 - 02:15;60.6;48.4;8.9;3.0;5.9;92.55;11.9
3.2.2026;10;02:15 - 02:30;123.1;78.5;10.6;3.0;7.6;92.88;13.6
3.2.2026;11;02:30 - 02:45;159.4;101.8;22.4;10.6;11.8;87.97;33.0
3.2.2026;12;02:45 - 03:00;98.4;118.9;21.3;3.5;17.8;90.33;24.8
3.2.2026;13;03:00 - 03:15;82.6;84.9;7.1;14.8;-7.7;89.34;21.9
3.2.2026;14;03:15 - 03:30;89.8;82.5;14.9;4.3;10.6;90.65;19.2
3.2.2026;15;03:30 - 03:45;89.3;92.0;9.9;14.1;-4.2;90.08;24.0
3.2.2026;16;03:45 - 04:00;98.9;214.5;12.8;8.3;4.5;87.54;21.1
3.2.2026;17;04:00 - 04:15;105.3;88.1;16.4;17.7;-1.3;87.94;34.1
3.2.2026;18;04:15 - 04:30;74.6;73.1;9.1;27.7;-18.6;90.30;36.8
3.2.2026;19;04:30 - 04:45;94.4;126.9;14.1;37.2;-23.1;90.32;51.3
3.2.2026;20;04:45 - 05:00;66.9;125.5;12.5;19.8;-7.3;95.34;32.3
3.2.2026;21;05:00 - 05:15;47.7;91.0;15.1;19.2;-4.1;89.58;34.3
3.2.2026;22;05:15 - 05:30;44.6;94.4;13.0;24.8;-11.8;106.52;37.8
3.2.2026;23;05:30 - 05:45;301.4;107.4;22.2;25.8;-3.6;112.22;48.0
3.2.2026;24;05:45 - 06:00;86.5;97.4;27.9;22.8;5.1;123.29;50.7
3.2.2026;25;06:00 - 06:15;75.0;73.2;3.5;12.2;-8.7;111.53;15.7
3.2.2026;26;06:15 - 06:30;95.7;72.0;0.0;0.2;-0.2;112.85;0.2
3.2.2026;27;06:30 - 06:45;60.0;96.1;1.0;0.2;0.8;129.85;1.2
3.2.2026;28;06:45 - 07:00;89.5;139.8;5.6;8.8;-3.2;156.98;14.4
3.2.2026;29;07:00 - 07:15;45.0;52.6;0.3;4.9;-4.6;194.27;5.2
3.2.2026;30;07:15 - 07:30;48.1;72.0;6.1;12.3;-6.2;197.54;18.4
3.2.2026;31;07:30 - 07:45;369.5;63.0;12.0;12.8;-0.8;211.40;24.8
3.2.2026;32;07:45 - 08:00;1,732.8;108.3;5.3;23.3;-18.0;238.85;28.6
3.2.2026;33;08:00 - 08:15;1,506.8;237.1;11.1;21.7;-10.6;243.04;32.8
3.2.2026;34;08:15 - 08:30;3,520.4;204.8;15.0;38.4;-23.4;230.08;53.4
3.2.2026;35;08:30 - 08:45;3,479.6;502.7;22.6;18.1;4.5;213.95;40.7
3.2.2026;36;08:45 - 09:00;6,171.7;2,914.4;37.0;53.0;-16.0;206.32;90.0
3.2.2026;37;09:00 - 09:15;6,930.0;1,860.6;69.9;79.8;-9.9;211.14;149.7
3.2.2026;38;09:15 - 09:30;453.0;725.1;77.2;83.5;-6.3;206.68;160.7
3.2.2026;39;09:30 - 09:45;1,158.6;675.4;80.6;53.9;26.7;189.40;134.5
3.2.2026;40;09:45 - 10:00;1,711.1;735.1;96.3;52.2;44.1;155.42;148.5
3.2.2026;41;10:00 - 10:15;1,723.5;319.5;91.3;54.2;37.1;224.15;145.5
3.2.2026;42;10:15 - 10:30;3,187.3;419.5;77.6;36.7;40.9;169.75;114.3
3.2.2026;43;10:30 - 10:45;4,752.3;751.2;120.3;56.0;64.3;184.77;176.3
3.2.2026;44;10:45 - 11:00;5,300.6;1,960.1;109.1;48.4;60.7;174.25;157.5
3.2.2026;45;11:00 - 11:15;667.9;1,106.0;82.7;31.5;51.2;225.06;114.2
3.2.2026;46;11:15 - 11:30;1,503.9;3,088.8;90.1;25.7;64.4;209.98;115.8
3.2.2026;47;11:30 - 11:45;1,378.5;7,793.5;107.9;21.6;86.3;172.88;129.5
3.2.2026;48;11:45 - 12:00;1,305.9;2,844.6;129.1;44.3;84.8;157.06;173.4
3.2.2026;49;12:00 - 12:15;1,692.5;2,809.8;155.5;63.2;92.3;170.74;218.7
3.2.2026;50;12:15 - 12:30;967.6;3,182.2;108.4;69.6;38.8;157.23;178.0
3.2.2026;51;12:30 - 12:45;1,378.6;2,716.3;108.8;40.1;68.7;150.05;148.9
3.2.2026;52;12:45 - 13:00;706.3;1,329.3;122.3;69.6;52.7;155.08;191.9
3.2.2026;53;13:00 - 13:15;538.0;2,881.7;147.4;37.5;109.9;148.59;184.9
3.2.2026;54;13:15 - 13:30;589.2;1,642.5;45.1;25.2;19.9;144.85;70.3
3.2.2026;55;13:30 - 13:45;777.2;4,243.7;221.6;122.7;98.9;163.09;344.3
3.2.2026;56;13:45 - 14:00;1,197.9;2,344.9;81.2;84.8;-3.6;246.07;166.0
3.2.2026;57;14:00 - 14:15;1,517.6;2,082.4;160.7;49.9;110.8;159.07;210.6
3.2.2026;58;14:15 - 14:30;1,779.9;650.8;195.1;60.5;134.6;160.21;255.6
3.2.2026;59;14:30 - 14:45;657.0;695.5;178.4;45.8;132.6;168.67;224.2
3.2.2026;60;14:45 - 15:00;624.4;1,419.1;204.5;79.4;125.1;200.91;283.9
3.2.2026;61;15:00 - 15:15;640.9;1,910.8;113.2;6.2;107.0;151.27;119.4
3.2.2026;62;15:15 - 15:30;243.3;122.7;98.7;6.1;92.6;173.74;104.8
3.2.2026;63;15:30 - 15:45;835.0;620.7;75.3;16.1;59.2;189.80;91.4
3.2.2026;64;15:45 - 16:00;264.4;5,319.1;28.2;30.1;-1.9;195.46;58.3
3.2.2026;65;16:00 - 16:15;439.7;406.2;34.7;37.4;-2.7;162.15;72.1
3.2.2026;66;16:15 - 16:30;395.0;467.3;6.2;24.5;-18.3;174.49;30.7
3.2.2026;67;16:30 - 16:45;239.7;323.3;20.9;16.9;4.0;158.72;37.8
3.2.2026;68;16:45 - 17:00;336.5;220.7;35.4;36.9;-1.5;161.77;72.3
3.2.2026;69;17:00 - 17:15;76.7;308.2;17.0;4.0;13.0;163.34;21.0
3.2.2026;70;17:15 - 17:30;95.1;595.0;16.0;9.0;7.0;152.55;25.0
3.2.2026;71;17:30 - 17:45;86.9;292.8;13.0;19.2;-6.2;149.95;32.2
3.2.2026;72;17:45 - 18:00;58.4;132.4;11.0;38.0;-27.0;141.27;49.0
3.2.2026;73;18:00 - 18:15;230.8;519.0;44.3;58.5;-14.2;192.39;102.8
3.2.2026;74;18:15 - 18:30;93.6;1,208.4;18.0;42.2;-24.2;138.21;60.2
3.2.2026;75;18:30 - 18:45;142.7;199.9;35.0;53.7;-18.7;162.16;88.7
3.2.2026;76;18:45 - 19:00;73.5;320.1;12.0;44.3;-32.3;133.56;56.3
3.2.2026;77;19:00 - 19:15;82.0;572.7;22.0;54.0;-32.0;154.55;76.0
3.2.2026;78;19:15 - 19:30;81.0;312.4;20.0;45.8;-25.8;156.27;65.8
3.2.2026;79;19:30 - 19:45;81.3;220.7;12.0;43.5;-31.5;154.15;55.5
3.2.2026;80;19:45 - 20:00;105.1;187.4;31.0;44.2;-13.2;172.28;75.2
3.2.2026;81;20:00 - 20:15;46.9;40.3;0.0;1.9;-1.9;142.49;1.9
3.2.2026;82;20:15 - 20:30;74.4;59.9;1.7;1.9;-0.2;140.38;3.6
3.2.2026;83;20:30 - 20:45;86.6;50.7;0.0;2.0;-2.0;137.40;2.0
3.2.2026;84;20:45 - 21:00;36.8;71.2;0.0;11.8;-11.8;128.24;11.8
3.2.2026;85;21:00 - 21:15;75.1;1,333.7;9.1;33.7;-24.6;138.53;42.8
3.2.2026;86;21:15 - 21:30;53.1;85.3;8.1;33.5;-25.4;143.90;41.6
3.2.2026;87;21:30 - 21:45;132.9;156.8;4.8;39.4;-34.6;128.03;44.2
3.2.2026;88;21:45 - 22:00;144.9;105.0;12.1;52.4;-40.3;116.14;64.5
3.2.2026;89;22:00 - 22:15;142.4;193.1;5.0;3.9;1.1;125.09;8.9
