datetime,direction,pred,target,size,pnl,spread,thresh_s,thresh_d,scale_s,scale_d,month,week
2026-02-02 01:00:00,deficit,-5.112254512752519,-15.345,5.0,9.970093749999993,0.9099999999999966,3.0,3.0,1.0,1.0,2026-02,2026-02-02/2026-02-08
2026-02-02 03:15:00,deficit,-3.6021598973249764,-7.771,3.6021598973249764,15.869540562658761,2.0400000000000063,3.0,3.0,1.0,1.0,2026-02,2026-02-02/2026-02-08
2026-02-02 09:00:00,deficit,-4.176646576761297,-11.192,4.176646576761297,34.569686051195575,8.819999999999993,3.0,3.0,1.0,1.0,2026-02,2026-02-02/2026-02-08
2026-02-02 10:00:00,deficit,-4.878767582519657,-3.229,4.878767582519657,19.839660835803127,2.8799999999999955,3.0,3.0,1.0,1.0,2026-02,2026-02-02/2026-02-08
2026-02-02 10:15:00,deficit,-4.069756719788442,-4.226,4.069756719788442,15.613748835365852,6.689999999999998,3.0,3.0,1.0,1.0,2026-02,2026-02-02/2026-02-08
2026-02-02 11:00:00,deficit,-3.4285549826188926,-17.793,3.4285549826188926,26.050653612717092,3.710000000000008,3.0,3.0,1.0,1.0,2026-02,2026-02-02/2026-02-08
2026-02-02 12:30:00,deficit,-8.21940607140683,-12.314,5.0,24.845437500000003,1.9799999999999898,3.0,3.0,1.0,1.0,2026-02,2026-02-02/2026-02-08
2026-02-02 13:30:00,deficit,-12.925798547729565,-5.338,5.0,33.73100000000001,3.0500000000000114,3.0,3.0,1.0,1.0,2026-02,2026-02-02/2026-02-08
2026-02-02 14:00:00,deficit,-13.168149105911986,-4.998,5.0,64.31012500000001,7.329999999999984,3.0,3.0,1.0,1.0,2026-02,2026-02-02/2026-02-08
2026-02-02 14:15:00,deficit,-13.08757494629134,-1.174,5.0,70.94762500000002,5.579999999999984,3.0,3.0,1.0,1.0,2026-02,2026-02-02/2026-02-08
2026-02-02 14:30:00,deficit,-12.476783774324563,-1.856,5.0,59.46012500000002,6.340000000000003,3.0,3.0,1.0,1.0,2026-02,2026-02-02/2026-02-08
2026-02-02 21:30:00,deficit,-4.8856005778375176,-6.134,4.8856005778375176,11.262225382023834,5.700000000000003,3.0,3.0,1.0,1.0,2026-02,2026-02-02/2026-02-08
2026-02-02 21:45:00,deficit,-3.889356443125997,-1.542,3.889356443125997,13.885731756292907,3.730000000000004,3.0,3.0,1.0,1.0,2026-02,2026-02-02/2026-02-08
2026-02-02 22:45:00,deficit,-4.889690918484612,-6.608,4.889690918484612,10.865046023714013,2.510000000000005,3.0,3.0,1.0,1.0,2026-02,2026-02-02/2026-02-08
2026-02-02 23:00:00,deficit,-5.892014641358056,-4.278,5.0,-22.822843750000015,3.990000000000009,3.0,3.0,1.0,1.0,2026-02,2026-02-02/2026-02-08
2026-02-02 23:15:00,deficit,-3.1101708008568654,-1.876,3.732204961028238,1.6437796962418667,1.2800000000000011,3.0,3.0,1.0,1.2,2026-02,2026-02-02/2026-02-08
2026-02-03 00:30:00,deficit,-5.024875961762477,5.431,5.0,-10.105000000000004,1.2199999999999989,3.0,3.0,1.0,1.3,2026-02,2026-02-02/2026-02-08
2026-02-03 00:45:00,deficit,-3.6174871210398347,5.85,4.7027332573517855,-6.776638623843935,0.8200000000000074,3.0,3.0,1.0,1.3,2026-02,2026-02-02/2026-02-08
2026-02-03 01:00:00,deficit,-4.797897359457165,8.634,5.0,-16.856156249999987,0.519999999999996,3.0,3.0,1.0,1.3,2026-02,2026-02-02/2026-02-08
2026-02-03 03:15:00,deficit,-3.127404224608175,7.878,4.065625491990628,-5.375138052801486,0.45000000000000284,3.0,3.0,1.0,1.3,2026-02,2026-02-02/2026-02-08
2026-02-03 04:15:00,deficit,-3.2828328313423976,-2.248,4.267682680745117,24.01769126371412,1.0,3.0,3.0,1.0,1.3,2026-02,2026-02-02/2026-02-08
2026-02-03 04:30:00,deficit,-4.695753523862087,-6.236,5.0,23.73903125,1.5300000000000011,3.0,3.0,1.0,1.3,2026-02,2026-02-02/2026-02-08
2026-02-03 04:45:00,deficit,-3.2676956782553206,-7.0,4.248004381731917,17.37563887262545,0.6799999999999926,3.0,3.0,1.0,1.3,2026-02,2026-02-02/2026-02-08
2026-02-03 09:00:00,deficit,-9.800867551488167,-8.539,5.0,53.55921875,5.1200000000000045,3.0,3.0,1.0,1.3,2026-02,2026-02-02/2026-02-08
2026-02-03 09:15:00,deficit,-7.774183485275915,-0.054,5.0,85.43421875,5.060000000000002,3.0,3.0,1.0,1.3,2026-02,2026-02-02/2026-02-08
2026-02-03 09:45:00,deficit,-6.787726512499419,-7.611,5.0,128.90921875,5.849999999999994,3.0,3.0,1.0,1.3,2026-02,2026-02-02/2026-02-08
2026-02-03 13:00:00,deficit,-8.0270433297821,-5.116,5.0,45.86525000000002,8.550000000000011,3.0,3.0,1.0,1.3,2026-02,2026-02-02/2026-02-08
2026-02-03 13:15:00,deficit,-3.5666931450018327,-17.412,4.636701088502383,29.95563921732409,9.340000000000003,3.0,3.0,1.0,1.3,2026-02,2026-02-02/2026-02-08
2026-02-04 01:30:00,surplus,3.137575761209654,2.367,3.137575761209654,9.323012226706878,0.25,3.0,3.0,1.0,1.3,2026-02,2026-02-02/2026-02-08
2026-02-04 04:15:00,surplus,3.877960034716333,3.318,3.877960034716333,0.18400920364729514,0.09000000000000341,3.0,3.0,1.0,1.3,2026-02,2026-02-02/2026-02-08
2026-02-04 04:30:00,surplus,3.046979897504609,3.522,3.046979897504609,1.2414919592382554,0.8400000000000034,3.0,3.0,1.0,1.3,2026-02,2026-02-02/2026-02-08
2026-02-04 05:00:00,surplus,3.882866576810238,7.703,3.882866576810238,11.761688219480314,0.07000000000000739,3.0,3.0,1.0,1.3,2026-02,2026-02-02/2026-02-08
2026-02-04 05:15:00,surplus,3.162509909987168,8.703,3.162509909987168,14.76615408346884,2.1500000000000057,3.0,3.0,1.0,1.3,2026-02,2026-02-02/2026-02-08
2026-02-04 08:45:00,surplus,4.409996217890838,1.951,4.409996217890838,-0.28968162656271673,4.920000000000016,3.0,3.0,1.0,1.3,2026-02,2026-02-02/2026-02-08
2026-02-04 11:30:00,surplus,5.474057876317287,13.548,5.0,144.9303125,5.240000000000009,3.0,3.0,1.0,1.3,2026-02,2026-02-02/2026-02-08
2026-02-04 13:00:00,surplus,5.916660091593382,10.073,5.0,29.540937500000002,9.629999999999995,3.0,3.0,1.0,1.3,2026-02,2026-02-02/2026-02-08
2026-02-04 13:15:00,surplus,5.487196704201526,10.063,5.0,35.715937499999995,8.120000000000005,3.0,3.0,1.0,1.3,2026-02,2026-02-02/2026-02-08
2026-02-04 13:30:00,surplus,6.066711207870988,8.443,5.0,33.6034375,7.3700000000000045,3.0,3.0,1.0,1.3,2026-02,2026-02-02/2026-02-08
2026-02-04 13:45:00,surplus,5.171466954452628,4.251,5.0,23.82843750000001,7.779999999999987,3.0,3.0,1.0,1.3,2026-02,2026-02-02/2026-02-08
2026-02-04 14:00:00,surplus,3.361771230991792,-3.657,3.361771230991792,-49.890365953533696,5.090000000000003,3.0,3.0,1.0,1.3,2026-02,2026-02-02/2026-02-08
2026-02-04 14:15:00,surplus,3.915809195254425,-2.917,3.915809195254425,-57.397931184039365,7.939999999999998,3.0,3.0,1.0,1.3,2026-02,2026-02-02/2026-02-08
2026-02-04 18:00:00,surplus,3.5347138083084864,-2.047,3.5347138083084864,-8.461883937477497,6.569999999999993,3.0,3.0,1.0,1.3,2026-02,2026-02-02/2026-02-08
2026-02-05 00:45:00,surplus,4.530060816106977,2.228,5.0,-3.968500000000006,0.44000000000001194,3.0,3.0,1.3,1.3,2026-02,2026-02-02/2026-02-08
2026-02-05 01:00:00,surplus,4.974936912618904,1.1,5.0,12.70496875000001,0.4399999999999977,3.0,3.0,1.3,1.3,2026-02,2026-02-02/2026-02-08
2026-02-05 01:15:00,surplus,4.990472568574734,0.259,5.0,9.167468750000012,0.6099999999999994,3.0,3.0,1.3,1.3,2026-02,2026-02-02/2026-02-08
2026-02-05 01:30:00,surplus,4.73111242579361,-0.51,5.0,7.854968750000015,0.7199999999999989,3.0,3.0,1.3,1.3,2026-02,2026-02-02/2026-02-08
2026-02-05 01:45:00,surplus,5.078221038646936,5.042,5.0,9.642468750000006,1.0300000000000011,3.0,3.0,1.3,1.3,2026-02,2026-02-02/2026-02-08
2026-02-05 02:15:00,surplus,3.425692249842049,13.727,4.453399924794664,-2.1267211340856953,0.1700000000000017,3.0,3.0,1.3,1.3,2026-02,2026-02-02/2026-02-08
2026-02-05 02:45:00,surplus,3.6245825754632794,11.013,4.711957348102263,-4.559054332156341,0.5099999999999909,3.0,3.0,1.3,1.3,2026-02,2026-02-02/2026-02-08
2026-02-05 03:00:00,surplus,4.375209886304282,11.772,5.0,-0.6925625000000046,0.2600000000000051,3.0,3.0,1.3,1.3,2026-02,2026-02-02/2026-02-08
2026-02-05 03:15:00,surplus,3.886135904592188,6.252,5.0,-1.6050625000000096,0.4000000000000057,3.0,3.0,1.3,1.3,2026-02,2026-02-02/2026-02-08
2026-02-05 03:30:00,surplus,4.862737751700622,8.636,5.0,-4.092562500000003,0.5900000000000034,3.0,3.0,1.3,1.3,2026-02,2026-02-02/2026-02-08
