datetime,direction,pred,target,size,pnl,spread,limit_price,thresh_s,thresh_d,scale_s,scale_d,month,week
2026-02-07 17:30:00,surplus,3.8475464257364367,3.062,5.0,35.03250000000001,0.9300000000000068,134.86,3.0,3.0,1.3,1.3,2026-02,2026-02-02/2026-02-08
2026-02-07 18:30:00,surplus,4.382323606948885,-4.539,5.0,-8.18674999999999,1.0900000000000034,133.49,3.0,3.0,1.3,1.3,2026-02,2026-02-02/2026-02-08
2026-02-07 18:45:00,surplus,4.283755269392126,3.459,5.0,-6.924250000000001,0.7800000000000011,134.5,3.0,3.0,1.5,1.3,2026-02,2026-02-02/2026-02-08
2026-02-07 19:30:00,surplus,3.9608462637905837,-6.19,5.0,-0.38784375000000537,3.1899999999999977,125.63,3.0,3.0,1.5,1.3,2026-02,2026-02-02/2026-02-08
2026-02-07 20:45:00,surplus,3.198281786834784,6.938,4.797422680252176,19.21847525709022,2.489999999999995,114.77,3.0,3.0,1.5,1.3,2026-02,2026-02-02/2026-02-08
2026-02-08 02:45:00,surplus,3.446825398021392,7.506,4.480873017427809,16.065330040296644,0.7099999999999937,100.38,3.0,3.0,1.3,1.3,2026-02,2026-02-02/2026-02-08
2026-02-08 03:15:00,surplus,3.122711661933279,4.18,4.059525160513263,8.758425533807374,0.3300000000000125,99.4,3.0,3.0,1.3,1.3,2026-02,2026-02-02/2026-02-08
2026-02-08 04:15:00,surplus,4.396966602270336,9.437,5.0,15.551874999999988,0.1599999999999966,99.07,3.0,3.0,1.3,1.3,2026-02,2026-02-02/2026-02-08
2026-02-08 04:30:00,surplus,3.1499457515321847,11.605,4.09492947699184,13.258869780314951,0.5,99.58,3.0,3.0,1.3,1.3,2026-02,2026-02-02/2026-02-08
2026-02-08 05:15:00,surplus,3.4871875595310815,4.137,4.533343827390406,6.80256574698852,1.0499999999999972,103.2,3.0,3.0,1.3,1.3,2026-02,2026-02-02/2026-02-08
2026-02-08 06:30:00,surplus,4.70843500581879,4.184,5.0,37.95187500000001,0.8400000000000034,100.48,3.0,3.0,1.3,1.3,2026-02,2026-02-02/2026-02-08
2026-02-08 06:45:00,surplus,5.3444832306570795,6.807,5.0,39.214375,0.8099999999999881,101.49,3.0,3.0,1.3,1.3,2026-02,2026-02-02/2026-02-08
2026-02-08 07:00:00,surplus,5.7746554404522366,7.616,5.0,17.54406249999999,0.519999999999996,97.53,3.0,3.0,1.3,1.3,2026-02,2026-02-02/2026-02-08
2026-02-08 07:15:00,surplus,7.636737220036832,12.61,5.0,22.194062499999987,1.2399999999999949,101.25,3.0,3.0,1.3,1.3,2026-02,2026-02-02/2026-02-08
2026-02-08 07:45:00,surplus,6.193601373271912,6.221,5.0,24.36906249999998,0.8699999999999903,102.99,3.0,3.0,1.3,1.3,2026-02,2026-02-02/2026-02-08
2026-02-08 08:00:00,surplus,3.8707006748335706,-3.152,5.0,5.887250000000002,0.480000000000004,107.0,3.0,3.0,1.3,1.3,2026-02,2026-02-02/2026-02-08
2026-02-08 08:30:00,surplus,3.688434828532194,-3.994,4.794965277091852,10.34489783706182,1.5799999999999983,110.92,3.0,3.0,1.3,1.3,2026-02,2026-02-02/2026-02-08
