timestamp,signal_percent,reason,prediction_mwh,created_at
2026-01-30 01:51:14.409052+00,24,proportional: imbalance=2.57MWh,2.5669764932303094,2026-01-30 01:51:14.414483+00
2026-01-30 01:54:15.52608+00,32,proportional: imbalance=1.70MWh,1.7002164244476703,2026-01-30 01:54:15.53129+00
2026-01-30 01:57:15.571768+00,39,proportional: imbalance=1.03MWh,1.0254644971704763,2026-01-30 01:57:15.590819+00
2026-01-30 02:00:15.216954+00,69,proportional: imbalance=-1.99MWh,-1.9902604933746617,2026-01-30 02:00:15.222383+00
2026-01-30 02:03:14.917452+00,85,proportional: imbalance=-3.50MWh,-3.5049704998060354,2026-01-30 02:03:14.923249+00
2026-01-30 02:06:15.497333+00,100,imbalance=-5.30MWh < -5.0MW,-5.295332750336921,2026-01-30 02:06:15.50278+00
2026-01-30 02:09:14.338887+00,100,imbalance=-7.57MWh < -5.0MW,-7.568225570157443,2026-01-30 02:09:14.350979+00
2026-01-30 02:12:15.618234+00,84,proportional: imbalance=-3.46MWh,-3.460215859185194,2026-01-30 02:12:15.636963+00
2026-01-30 02:15:15.478312+00,73,proportional: imbalance=-2.31MWh,-2.3079567549287456,2026-01-30 02:15:15.488632+00
2026-01-30 02:18:15.424982+00,50,proportional: imbalance=-0.06MWh,-0.0564478067459621,2026-01-30 02:18:15.430521+00
2026-01-30 02:21:15.628568+00,53,proportional: imbalance=-0.32MWh,-0.3211241681968737,2026-01-30 02:21:15.643067+00
2026-01-30 02:24:15.446671+00,48,proportional: imbalance=0.18MWh,0.17709353375407233,2026-01-30 02:24:15.455616+00
2026-01-30 02:27:15.552402+00,66,proportional: imbalance=-1.61MWh,-1.6117769622575753,2026-01-30 02:27:15.560343+00
2026-01-30 02:30:15.839274+00,67,proportional: imbalance=-1.80MWh,-1.7954566255518745,2026-01-30 02:30:15.845758+00
2026-01-30 02:33:15.48796+00,86,proportional: imbalance=-3.63MWh,-3.6296056307314277,2026-01-30 02:33:15.499208+00
2026-01-30 02:36:16.65819+00,76,proportional: imbalance=-2.62MWh,-2.6203490901478355,2026-01-30 02:36:16.664436+00
2026-01-30 02:39:15.537144+00,63,proportional: imbalance=-1.34MWh,-1.3417923761332147,2026-01-30 02:39:15.550833+00
2026-01-30 02:42:15.783792+00,86,proportional: imbalance=-3.68MWh,-3.67639529023059,2026-01-30 02:42:15.789296+00
2026-01-30 02:45:15.63217+00,68,proportional: imbalance=-1.84MWh,-1.840753133771378,2026-01-30 02:45:15.645473+00
2026-01-30 02:48:15.622471+00,66,proportional: imbalance=-1.65MWh,-1.652141178529337,2026-01-30 02:48:15.628177+00
2026-01-30 02:51:15.638607+00,59,proportional: imbalance=-0.98MWh,-0.9777444883320201,2026-01-30 02:51:15.645046+00
2026-01-30 02:54:15.427222+00,74,proportional: imbalance=-2.40MWh,-2.4018451331391732,2026-01-30 02:54:15.432644+00
2026-01-30 02:57:15.427665+00,82,proportional: imbalance=-3.24MWh,-3.242262008961848,2026-01-30 02:57:15.442587+00
2026-01-30 03:00:16.740926+00,86,proportional: imbalance=-3.69MWh,-3.6932662245361425,2026-01-30 03:00:16.748285+00
2026-01-30 03:03:15.487344+00,77,proportional: imbalance=-2.75MWh,-2.754293635329865,2026-01-30 03:03:15.502545+00
2026-01-30 03:06:15.45877+00,58,proportional: imbalance=-0.88MWh,-0.8760455235747227,2026-01-30 03:06:15.46517+00
2026-01-30 03:09:15.562173+00,52,proportional: imbalance=-0.28MWh,-0.282139747749109,2026-01-30 03:09:15.57089+00
2026-01-30 03:12:15.681633+00,35,proportional: imbalance=1.48MWh,1.4838544634925386,2026-01-30 03:12:15.694808+00
2026-01-30 03:15:15.462048+00,49,proportional: imbalance=0.01MWh,0.01241176426813423,2026-01-30 03:15:15.467728+00
2026-01-30 03:18:15.442476+00,30,proportional: imbalance=1.98MWh,1.9840343819596997,2026-01-30 03:18:15.448244+00
2026-01-30 03:21:15.742283+00,16,proportional: imbalance=3.30MWh,3.3007785664454037,2026-01-30 03:21:15.764031+00
2026-01-30 03:24:16.79819+00,30,proportional: imbalance=1.98MWh,1.978849826546368,2026-01-30 03:24:16.809792+00
2026-01-30 03:27:15.514753+00,38,proportional: imbalance=1.19MWh,1.186449445134324,2026-01-30 03:27:15.530792+00
2026-01-30 03:30:15.813847+00,69,proportional: imbalance=-1.99MWh,-1.989666233000063,2026-01-30 03:30:15.826531+00
2026-01-30 03:33:15.609317+00,100,imbalance=-7.33MWh < -5.0MW,-7.327847066242137,2026-01-30 03:33:15.622773+00
2026-01-30 03:36:15.452053+00,100,imbalance=-13.53MWh < -5.0MW,-13.530300856060753,2026-01-30 03:36:15.467613+00
2026-01-30 03:39:15.645796+00,100,imbalance=-17.05MWh < -5.0MW,-17.05329745617037,2026-01-30 03:39:15.662518+00
2026-01-30 03:42:15.457049+00,100,imbalance=-20.05MWh < -5.0MW,-20.0498410298395,2026-01-30 03:42:15.46965+00
2026-01-30 03:45:15.612611+00,100,imbalance=-16.72MWh < -5.0MW,-16.718973480948204,2026-01-30 03:45:15.618474+00
2026-01-30 03:48:15.608384+00,100,imbalance=-16.00MWh < -5.0MW,-16.00079215128685,2026-01-30 03:48:15.614084+00
2026-01-30 03:51:15.605122+00,100,imbalance=-24.14MWh < -5.0MW,-24.1444854163174,2026-01-30 03:51:15.610926+00
2026-01-30 03:54:15.408887+00,100,imbalance=-27.57MWh < -5.0MW,-27.568548206437626,2026-01-30 03:54:15.414356+00
2026-01-30 03:57:15.504711+00,100,imbalance=-27.75MWh < -5.0MW,-27.754572903757218,2026-01-30 03:57:15.517366+00
2026-01-30 04:00:16.022763+00,100,imbalance=-25.66MWh < -5.0MW,-25.66474697443041,2026-01-30 04:00:16.034471+00
2026-01-30 04:03:15.494084+00,100,imbalance=-19.74MWh < -5.0MW,-19.738218787360598,2026-01-30 04:03:15.499326+00
2026-01-30 04:06:15.667323+00,100,imbalance=-13.10MWh < -5.0MW,-13.100123098024548,2026-01-30 04:06:15.673201+00
2026-01-30 04:09:15.683333+00,71,proportional: imbalance=-2.20MWh,-2.1984449467773213,2026-01-30 04:09:15.700569+00
2026-01-30 04:12:15.364891+00,100,imbalance=-5.64MWh < -5.0MW,-5.642836046275006,2026-01-30 04:12:15.376771+00
2026-01-30 04:15:15.539109+00,66,proportional: imbalance=-1.67MWh,-1.6709150634095056,2026-01-30 04:15:15.54474+00
2026-01-30 04:18:15.617366+00,34,proportional: imbalance=1.59MWh,1.5933062020164666,2026-01-30 04:18:15.632805+00
2026-01-30 04:21:15.6465+00,27,proportional: imbalance=2.20MWh,2.202465321424826,2026-01-30 04:21:15.662877+00
2026-01-30 04:24:15.632195+00,35,proportional: imbalance=1.48MWh,1.4791962784778825,2026-01-30 04:24:15.637161+00
2026-01-30 04:27:15.550099+00,31,proportional: imbalance=1.87MWh,1.8709202086543781,2026-01-30 04:27:15.556745+00
2026-01-30 04:30:15.46565+00,49,proportional: imbalance=0.07MWh,0.07463184655317207,2026-01-30 04:30:15.472818+00
2026-01-30 04:33:15.468675+00,22,proportional: imbalance=2.76MWh,2.757234062811857,2026-01-30 04:33:15.474587+00
2026-01-30 04:36:15.691362+00,30,proportional: imbalance=1.91MWh,1.9079620648474966,2026-01-30 04:36:15.696834+00
2026-01-30 04:39:15.749742+00,38,proportional: imbalance=1.11MWh,1.1075297098639005,2026-01-30 04:39:15.762016+00
2026-01-30 04:42:15.398503+00,53,proportional: imbalance=-0.39MWh,-0.3907747539921607,2026-01-30 04:42:15.404517+00
2026-01-30 04:45:15.475251+00,98,proportional: imbalance=-4.81MWh,-4.813083977407363,2026-01-30 04:45:15.488816+00
2026-01-30 04:48:15.691191+00,0,imbalance=5.99MWh > 5.0MW,5.986430669249524,2026-01-30 04:48:15.701176+00
2026-01-30 04:51:15.678593+00,0,imbalance=7.18MWh > 5.0MW,7.183093761982292,2026-01-30 04:51:15.685412+00
2026-01-30 04:54:15.542045+00,0,imbalance=7.20MWh > 5.0MW,7.198355500032083,2026-01-30 04:54:15.55557+00
2026-01-30 04:57:15.529735+00,0,imbalance=7.51MWh > 5.0MW,7.508692734758356,2026-01-30 04:57:15.538336+00
2026-01-30 05:00:15.95675+00,27,proportional: imbalance=2.21MWh,2.2104043146613983,2026-01-30 05:00:15.962163+00
2026-01-30 05:03:15.503733+00,0,imbalance=10.20MWh > 5.0MW,10.201318466413285,2026-01-30 05:03:15.51354+00
2026-01-30 05:06:15.595833+00,0,imbalance=5.85MWh > 5.0MW,5.849149879527449,2026-01-30 05:06:15.61014+00
2026-01-30 05:09:15.67543+00,37,proportional: imbalance=1.20MWh,1.201826723106492,2026-01-30 05:09:15.688845+00
2026-01-30 05:12:15.371096+00,28,proportional: imbalance=2.10MWh,2.100694277291132,2026-01-30 05:12:15.377244+00
2026-01-30 05:15:15.658104+00,18,proportional: imbalance=3.18MWh,3.178109253096747,2026-01-30 05:15:15.67262+00
2026-01-30 05:18:15.610198+00,0,imbalance=5.51MWh > 5.0MW,5.512468544543267,2026-01-30 05:18:15.616075+00
2026-01-30 05:21:15.714778+00,0,imbalance=7.48MWh > 5.0MW,7.477605778668787,2026-01-30 05:21:15.720105+00
2026-01-30 05:24:15.449357+00,16,proportional: imbalance=3.30MWh,3.3037022420564046,2026-01-30 05:24:15.470988+00
2026-01-30 05:27:15.58383+00,47,proportional: imbalance=0.24MWh,0.2402560079667171,2026-01-30 05:27:15.600646+00
2026-01-30 05:30:15.458128+00,25,proportional: imbalance=2.46MWh,2.456165036850877,2026-01-30 05:30:15.480311+00
2026-01-30 05:33:15.589924+00,0,imbalance=6.62MWh > 5.0MW,6.624792770966355,2026-01-30 05:33:15.606888+00
2026-01-30 05:36:15.622125+00,22,proportional: imbalance=2.72MWh,2.7232624452906515,2026-01-30 05:36:15.637907+00
2026-01-30 05:39:15.587197+00,47,proportional: imbalance=0.24MWh,0.23604129554646128,2026-01-30 05:39:15.600204+00
2026-01-30 05:42:15.481587+00,86,proportional: imbalance=-3.64MWh,-3.637242804608437,2026-01-30 05:42:15.487134+00
2026-01-30 05:45:15.488188+00,50,proportional: imbalance=-0.01MWh,-0.005777851907382206,2026-01-30 05:45:15.493482+00
2026-01-30 05:48:15.579428+00,45,proportional: imbalance=0.45MWh,0.45297246341729447,2026-01-30 05:48:15.590839+00
2026-01-30 05:51:15.56891+00,62,proportional: imbalance=-1.26MWh,-1.2616626030527276,2026-01-30 05:51:15.582966+00
2026-01-30 05:54:15.570466+00,56,proportional: imbalance=-0.69MWh,-0.6925912643820487,2026-01-30 05:54:15.576008+00
2026-01-30 05:57:15.644035+00,54,proportional: imbalance=-0.46MWh,-0.46188370991718714,2026-01-30 05:57:15.662062+00
2026-01-30 06:00:16.897621+00,72,proportional: imbalance=-2.28MWh,-2.282565257041312,2026-01-30 06:00:16.909911+00
2026-01-30 06:03:15.668085+00,65,proportional: imbalance=-1.55MWh,-1.546889072672337,2026-01-30 06:03:15.680969+00
2026-01-30 06:06:15.695432+00,37,proportional: imbalance=1.28MWh,1.2839156498450073,2026-01-30 06:06:15.707742+00
2026-01-30 06:09:15.640247+00,59,proportional: imbalance=-0.91MWh,-0.9080735144401137,2026-01-30 06:09:15.652052+00
2026-01-30 06:12:15.38697+00,45,proportional: imbalance=0.46MWh,0.4582879575939252,2026-01-30 06:12:15.399373+00
2026-01-30 06:15:15.714167+00,70,proportional: imbalance=-2.03MWh,-2.027593423019211,2026-01-30 06:15:15.719622+00
2026-01-30 06:18:15.466227+00,76,proportional: imbalance=-2.69MWh,-2.6867947356416195,2026-01-30 06:18:15.471509+00
2026-01-30 06:21:15.574434+00,59,proportional: imbalance=-0.93MWh,-0.9299218597949622,2026-01-30 06:21:15.589206+00
2026-01-30 06:24:15.704787+00,47,proportional: imbalance=0.27MWh,0.2701928698472036,2026-01-30 06:24:15.719103+00
2026-01-30 06:27:15.655315+00,59,proportional: imbalance=-0.91MWh,-0.9121205972178367,2026-01-30 06:27:15.666344+00
2026-01-30 06:30:15.660403+00,74,proportional: imbalance=-2.46MWh,-2.461614162334322,2026-01-30 06:30:15.665767+00
2026-01-30 06:33:15.543917+00,71,proportional: imbalance=-2.14MWh,-2.1350206085796204,2026-01-30 06:33:15.549507+00
2026-01-30 06:36:15.498242+00,0,imbalance=5.12MWh > 5.0MW,5.1175866527075256,2026-01-30 06:36:15.503862+00
2026-01-30 06:39:15.727829+00,0,imbalance=9.72MWh > 5.0MW,9.720821945850458,2026-01-30 06:39:15.732886+00
2026-01-30 06:42:15.858105+00,0,imbalance=8.18MWh > 5.0MW,8.178765657761144,2026-01-30 06:42:15.864722+00
2026-01-30 06:45:15.672481+00,31,proportional: imbalance=1.82MWh,1.8225702429086736,2026-01-30 06:45:15.684978+00
2026-01-30 06:48:15.407708+00,44,proportional: imbalance=0.60MWh,0.5984955535049793,2026-01-30 06:48:15.41605+00
2026-01-30 06:51:15.545056+00,33,proportional: imbalance=1.62MWh,1.6186215635505268,2026-01-30 06:51:15.551009+00
2026-01-30 06:54:15.484901+00,12,proportional: imbalance=3.75MWh,3.7473601440785163,2026-01-30 06:54:15.498426+00
2026-01-30 06:57:15.652992+00,6,proportional: imbalance=4.36MWh,4.356674019278073,2026-01-30 06:57:15.658565+00
2026-01-30 07:00:16.73102+00,53,proportional: imbalance=-0.39MWh,-0.39305366453308044,2026-01-30 07:00:16.737515+00
2026-01-30 07:03:15.883633+00,34,proportional: imbalance=1.60MWh,1.5991990420521092,2026-01-30 07:03:15.890584+00
2026-01-30 07:06:15.470818+00,0,imbalance=13.89MWh > 5.0MW,13.8914505373949,2026-01-30 07:06:15.478678+00
2026-01-30 07:09:15.451734+00,0,imbalance=17.27MWh > 5.0MW,17.267120993714162,2026-01-30 07:09:15.467123+00
2026-01-30 07:12:15.613251+00,0,imbalance=15.97MWh > 5.0MW,15.967153012978349,2026-01-30 07:12:15.62888+00
2026-01-30 07:15:15.529644+00,11,proportional: imbalance=3.85MWh,3.853080379270877,2026-01-30 07:15:15.541911+00
2026-01-30 07:18:15.726189+00,24,proportional: imbalance=2.60MWh,2.5961665889653265,2026-01-30 07:18:15.732165+00
2026-01-30 07:21:15.899114+00,23,proportional: imbalance=2.69MWh,2.6931731549898363,2026-01-30 07:21:15.917375+00
2026-01-30 07:24:15.487563+00,21,proportional: imbalance=2.89MWh,2.8898355671149707,2026-01-30 07:24:15.502382+00
2026-01-30 07:27:15.456649+00,0,imbalance=6.28MWh > 5.0MW,6.27871022202931,2026-01-30 07:27:15.463017+00
2026-01-30 07:30:16.406867+00,0,imbalance=7.61MWh > 5.0MW,7.607985412918784,2026-01-30 07:30:16.41377+00
2026-01-30 07:33:15.517345+00,0,imbalance=10.56MWh > 5.0MW,10.555355737417932,2026-01-30 07:33:15.523282+00
2026-01-30 07:36:15.456561+00,0,imbalance=8.53MWh > 5.0MW,8.527359608803668,2026-01-30 07:36:15.463526+00
2026-01-30 07:39:15.620866+00,0,imbalance=10.87MWh > 5.0MW,10.865215969791173,2026-01-30 07:39:15.632186+00
2026-01-30 07:42:15.789063+00,0,imbalance=10.53MWh > 5.0MW,10.533520139011417,2026-01-30 07:42:15.797241+00
2026-01-30 07:45:15.610283+00,0,imbalance=13.76MWh > 5.0MW,13.764034058462057,2026-01-30 07:45:15.620893+00
2026-01-30 07:48:15.624052+00,0,imbalance=6.06MWh > 5.0MW,6.058753289469358,2026-01-30 07:48:15.629625+00
2026-01-30 07:51:15.669278+00,26,proportional: imbalance=2.40MWh,2.3967993468689097,2026-01-30 07:51:15.690751+00
2026-01-30 07:54:15.465459+00,20,proportional: imbalance=2.95MWh,2.9471290865121835,2026-01-30 07:54:15.479352+00
2026-01-30 07:57:15.599974+00,1,proportional: imbalance=4.84MWh,4.837724430350452,2026-01-30 07:57:15.619499+00
2026-01-30 08:00:14.825154+00,0,imbalance=8.06MWh > 5.0MW,8.058679924605283,2026-01-30 08:00:14.845525+00
2026-01-30 08:03:15.494889+00,0,imbalance=12.75MWh > 5.0MW,12.752989908572774,2026-01-30 08:03:15.512041+00
2026-01-30 08:06:15.533136+00,0,imbalance=13.24MWh > 5.0MW,13.242227149250636,2026-01-30 08:06:15.551159+00
2026-01-30 08:09:15.64856+00,0,imbalance=14.30MWh > 5.0MW,14.303689394121891,2026-01-30 08:09:15.660255+00
2026-01-30 08:12:15.903506+00,0,imbalance=10.37MWh > 5.0MW,10.366114222880192,2026-01-30 08:12:15.920897+00
2026-01-30 08:15:15.618373+00,0,imbalance=5.27MWh > 5.0MW,5.270425919649292,2026-01-30 08:15:15.636272+00
2026-01-30 08:18:14.805021+00,16,proportional: imbalance=3.34MWh,3.3413650488762934,2026-01-30 08:18:14.818179+00
2026-01-30 08:21:15.509081+00,14,proportional: imbalance=3.54MWh,3.5373065425498185,2026-01-30 08:21:15.515857+00
2026-01-30 08:24:15.664087+00,31,proportional: imbalance=1.88MWh,1.8777219188633791,2026-01-30 08:24:15.6697+00
2026-01-30 08:27:14.938997+00,1,proportional: imbalance=4.86MWh,4.859393959104721,2026-01-30 08:27:14.947739+00
2026-01-30 08:30:15.543227+00,0,imbalance=12.67MWh > 5.0MW,12.672618988577595,2026-01-30 08:30:15.550718+00
2026-01-30 08:33:15.844538+00,0,imbalance=11.06MWh > 5.0MW,11.063261503853765,2026-01-30 08:33:15.849969+00
2026-01-30 08:36:15.765496+00,0,imbalance=7.18MWh > 5.0MW,7.182631414619463,2026-01-30 08:36:15.772019+00
2026-01-30 08:39:15.651049+00,0,imbalance=10.29MWh > 5.0MW,10.288778720497762,2026-01-30 08:39:15.664992+00
2026-01-30 08:42:15.773677+00,0,imbalance=11.75MWh > 5.0MW,11.74657708241513,2026-01-30 08:42:15.782471+00
2026-01-30 08:45:15.652999+00,0,imbalance=9.32MWh > 5.0MW,9.32089720753183,2026-01-30 08:45:15.659744+00
2026-01-30 08:48:16.529741+00,0,imbalance=5.55MWh > 5.0MW,5.549323099304212,2026-01-30 08:48:16.535198+00
2026-01-30 08:51:16.02631+00,0,imbalance=6.38MWh > 5.0MW,6.377514628451696,2026-01-30 08:51:16.03394+00
2026-01-30 08:54:15.731714+00,0,imbalance=9.32MWh > 5.0MW,9.324146198943788,2026-01-30 08:54:15.737117+00
2026-01-30 08:57:15.688279+00,0,imbalance=9.74MWh > 5.0MW,9.741141193292071,2026-01-30 08:57:15.695217+00
2026-01-30 09:00:15.334992+00,0,imbalance=12.13MWh > 5.0MW,12.131134408442938,2026-01-30 09:00:15.341834+00
2026-01-30 09:03:15.634405+00,0,imbalance=9.63MWh > 5.0MW,9.632722091702968,2026-01-30 09:03:15.648832+00
2026-01-30 09:06:14.738541+00,0,imbalance=5.39MWh > 5.0MW,5.390104514805743,2026-01-30 09:06:14.746664+00
2026-01-30 09:09:15.752633+00,17,proportional: imbalance=3.26MWh,3.264160433974735,2026-01-30 09:09:15.758165+00
2026-01-30 09:12:15.70472+00,10,proportional: imbalance=3.97MWh,3.9738677604087544,2026-01-30 09:12:15.711245+00
2026-01-30 09:15:15.745567+00,0,imbalance=6.09MWh > 5.0MW,6.093052964920968,2026-01-30 09:15:15.752707+00
2026-01-30 09:18:15.769853+00,45,proportional: imbalance=0.43MWh,0.43480858343825163,2026-01-30 09:18:15.781036+00
2026-01-30 09:21:15.5751+00,29,proportional: imbalance=2.02MWh,2.0219834344676237,2026-01-30 09:21:15.581503+00
2026-01-30 09:24:15.529321+00,24,proportional: imbalance=2.54MWh,2.5362394942654585,2026-01-30 09:24:15.534896+00
2026-01-30 09:27:16.011967+00,22,proportional: imbalance=2.74MWh,2.73897682328359,2026-01-30 09:27:16.018436+00
2026-01-30 09:30:16.032273+00,0,imbalance=10.39MWh > 5.0MW,10.39256029042965,2026-01-30 09:30:16.038698+00
2026-01-30 09:33:15.830211+00,8,proportional: imbalance=4.19MWh,4.193375866097373,2026-01-30 09:33:15.845841+00
2026-01-30 09:36:15.79436+00,31,proportional: imbalance=1.86MWh,1.859623304237187,2026-01-30 09:36:15.810027+00
2026-01-30 09:39:15.608406+00,26,proportional: imbalance=2.38MWh,2.38446776231687,2026-01-30 09:39:15.617445+00
2026-01-30 09:42:15.706932+00,40,proportional: imbalance=0.95MWh,0.9519220579362818,2026-01-30 09:42:15.715167+00
2026-01-30 09:45:15.689397+00,28,proportional: imbalance=2.11MWh,2.1132956935511666,2026-01-30 09:45:15.702353+00
2026-01-30 09:48:15.829022+00,11,proportional: imbalance=3.89MWh,3.8920729533410445,2026-01-30 09:48:15.835432+00
2026-01-30 09:51:15.737914+00,0,imbalance=7.00MWh > 5.0MW,7.00444054191668,2026-01-30 09:51:15.746205+00
2026-01-30 09:54:15.687727+00,0,imbalance=8.39MWh > 5.0MW,8.392540046533743,2026-01-30 09:54:15.694057+00
2026-01-30 09:57:15.64109+00,0,imbalance=11.41MWh > 5.0MW,11.407204415873743,2026-01-30 09:57:15.648108+00
2026-01-30 10:00:15.260174+00,0,imbalance=9.13MWh > 5.0MW,9.13479494748817,2026-01-30 10:00:15.266036+00
2026-01-30 10:03:14.538907+00,0,imbalance=6.39MWh > 5.0MW,6.391271326705911,2026-01-30 10:03:14.544231+00
2026-01-30 10:06:15.489199+00,0,imbalance=7.32MWh > 5.0MW,7.320718788073128,2026-01-30 10:06:15.49591+00
2026-01-30 10:09:15.54798+00,0,imbalance=11.91MWh > 5.0MW,11.914414718663119,2026-01-30 10:09:15.554157+00
2026-01-30 10:12:15.686506+00,0,imbalance=10.69MWh > 5.0MW,10.688958078935668,2026-01-30 10:12:15.695489+00
2026-01-30 10:15:14.486891+00,0,imbalance=6.14MWh > 5.0MW,6.1362156708147255,2026-01-30 10:15:14.542664+00
2026-01-30 10:18:15.703411+00,18,proportional: imbalance=3.15MWh,3.1489127072120584,2026-01-30 10:18:15.710269+00
2026-01-30 10:21:15.505224+00,11,proportional: imbalance=3.86MWh,3.86410842649313,2026-01-30 10:21:15.512633+00
2026-01-30 10:24:15.649145+00,2,proportional: imbalance=4.75MWh,4.752883833528665,2026-01-30 10:24:15.654987+00
2026-01-30 10:27:15.651013+00,0,imbalance=5.27MWh > 5.0MW,5.274770650520798,2026-01-30 10:27:15.661234+00
2026-01-30 10:30:15.697155+00,0,imbalance=8.11MWh > 5.0MW,8.112164732619538,2026-01-30 10:30:15.703823+00
2026-01-30 10:33:15.626319+00,0,imbalance=9.54MWh > 5.0MW,9.541024361089756,2026-01-30 10:33:15.641638+00
2026-01-30 10:36:15.440281+00,0,imbalance=7.74MWh > 5.0MW,7.739571736022039,2026-01-30 10:36:15.453794+00
2026-01-30 10:39:14.421912+00,0,imbalance=6.74MWh > 5.0MW,6.73693196201157,2026-01-30 10:39:14.433246+00
2026-01-30 10:42:15.53694+00,0,proportional: imbalance=4.93MWh,4.929337409680219,2026-01-30 10:42:15.564565+00
2026-01-30 10:45:14.429768+00,15,proportional: imbalance=3.47MWh,3.4691994129396755,2026-01-30 10:45:14.436749+00
2026-01-30 10:48:15.477751+00,46,proportional: imbalance=0.32MWh,0.32256365381731406,2026-01-30 10:48:15.483719+00
2026-01-30 10:51:15.439291+00,33,proportional: imbalance=1.62MWh,1.6186810305519086,2026-01-30 10:51:15.456869+00
2026-01-30 10:54:15.672537+00,28,proportional: imbalance=2.17MWh,2.166489609882176,2026-01-30 10:54:15.685955+00
2026-01-30 10:57:15.552673+00,64,proportional: imbalance=-1.43MWh,-1.4314608524809238,2026-01-30 10:57:15.560799+00
2026-01-30 11:00:14.574112+00,48,proportional: imbalance=0.13MWh,0.13138926654507416,2026-01-30 11:00:14.592697+00
2026-01-30 11:03:14.344076+00,56,proportional: imbalance=-0.68MWh,-0.6847106969635313,2026-01-30 11:03:14.349501+00
2026-01-30 11:06:15.639838+00,23,proportional: imbalance=2.65MWh,2.653441467629112,2026-01-30 11:06:15.646321+00
2026-01-30 11:09:15.499042+00,13,proportional: imbalance=3.62MWh,3.6189071385031397,2026-01-30 11:09:15.510752+00
2026-01-30 11:12:15.597072+00,24,proportional: imbalance=2.56MWh,2.5589623137931135,2026-01-30 11:12:15.617854+00
2026-01-30 11:15:15.454549+00,74,proportional: imbalance=-2.43MWh,-2.427339704070432,2026-01-30 11:15:15.471354+00
2026-01-30 11:18:15.519724+00,36,proportional: imbalance=1.39MWh,1.3894053186757531,2026-01-30 11:18:15.535216+00
2026-01-30 11:21:14.345835+00,47,proportional: imbalance=0.24MWh,0.24473618962926302,2026-01-30 11:21:14.37134+00
2026-01-30 11:24:16.575376+00,51,proportional: imbalance=-0.11MWh,-0.10683718828813973,2026-01-30 11:24:16.586721+00
2026-01-30 11:27:15.447103+00,55,proportional: imbalance=-0.55MWh,-0.5523351175996404,2026-01-30 11:27:15.461383+00
2026-01-30 11:30:15.721112+00,57,proportional: imbalance=-0.75MWh,-0.7517173367532016,2026-01-30 11:30:15.731251+00
2026-01-30 11:33:16.9441+00,44,proportional: imbalance=0.57MWh,0.5707066486061435,2026-01-30 11:33:16.949421+00
2026-01-30 11:36:15.389752+00,45,proportional: imbalance=0.49MWh,0.4906839170729331,2026-01-30 11:36:15.399883+00
2026-01-30 11:39:15.476084+00,33,proportional: imbalance=1.66MWh,1.6559856691570896,2026-01-30 11:39:15.481654+00
2026-01-30 11:42:15.641055+00,23,proportional: imbalance=2.69MWh,2.6933958928204245,2026-01-30 11:42:15.648638+00
2026-01-30 11:45:15.501869+00,50,proportional: imbalance=-0.01MWh,-0.01389364459550514,2026-01-30 11:45:15.517876+00
2026-01-30 11:48:15.668491+00,22,proportional: imbalance=2.77MWh,2.7654311549141606,2026-01-30 11:48:15.682533+00
2026-01-30 11:51:15.653199+00,0,proportional: imbalance=4.94MWh,4.936322490945284,2026-01-30 11:51:15.666963+00
2026-01-30 11:54:15.843074+00,0,imbalance=5.02MWh > 5.0MW,5.016396787105454,2026-01-30 11:54:15.855545+00
2026-01-30 11:57:15.620514+00,0,imbalance=5.73MWh > 5.0MW,5.73427289803945,2026-01-30 11:57:15.634158+00
2026-01-30 12:00:15.722967+00,3,proportional: imbalance=4.69MWh,4.69339605580033,2026-01-30 12:00:15.73847+00
2026-01-30 12:03:15.699509+00,0,imbalance=5.13MWh > 5.0MW,5.128901625059702,2026-01-30 12:03:15.717727+00
2026-01-30 12:06:15.419203+00,0,imbalance=7.39MWh > 5.0MW,7.388706198021342,2026-01-30 12:06:15.442667+00
2026-01-30 12:09:15.619858+00,0,imbalance=5.94MWh > 5.0MW,5.93609516259474,2026-01-30 12:09:15.637563+00
2026-01-30 12:12:16.065185+00,0,imbalance=6.01MWh > 5.0MW,6.014804078731404,2026-01-30 12:12:16.078552+00
2026-01-30 12:15:16.165274+00,46,proportional: imbalance=0.40MWh,0.3962471981236681,2026-01-30 12:15:16.182481+00
2026-01-30 12:18:15.498825+00,59,proportional: imbalance=-0.90MWh,-0.9040976398340241,2026-01-30 12:18:15.516152+00
2026-01-30 12:21:15.516031+00,68,proportional: imbalance=-1.90MWh,-1.8963698480531477,2026-01-30 12:21:15.539046+00
2026-01-30 12:24:15.58186+00,64,proportional: imbalance=-1.43MWh,-1.432155249337867,2026-01-30 12:24:15.595725+00
2026-01-30 12:27:15.704843+00,51,proportional: imbalance=-0.19MWh,-0.19315086399916284,2026-01-30 12:27:15.728282+00
2026-01-30 12:30:16.000692+00,29,proportional: imbalance=2.03MWh,2.026262027998207,2026-01-30 12:30:16.013368+00
2026-01-30 12:33:15.477232+00,43,proportional: imbalance=0.64MWh,0.6356806407309247,2026-01-30 12:33:15.483204+00
2026-01-30 12:36:16.356436+00,55,proportional: imbalance=-0.55MWh,-0.5489779382229425,2026-01-30 12:36:16.362873+00
2026-01-30 12:39:16.005729+00,76,proportional: imbalance=-2.61MWh,-2.6112757024774984,2026-01-30 12:39:16.011155+00
