date,da_price_mean,da_price_std,da_price_min,da_price_max,da_price_range,da_demand_mean,da_supply_mean,net_import_mean,load_forecast_mean,load_actual_mean,load_error_mean,solar_actual_mean,solar_forecast_mean,nuclear_mean,hydro_mean,gas_mean,temp_actual_mean,temp_forecast_mean,flow_cz_mean,flow_pl_mean,flow_hu_mean,spread_da_idm_mean,spread_da_imb_mean,spread_idm_imb_mean,day_of_week,month,is_weekend,prev_da_price_mean,prev2_da_price_mean,prev_da_price_std,prev2_da_price_std,prev_da_price_range,prev2_da_price_range,prev_da_demand_mean,prev2_da_demand_mean,prev_da_supply_mean,prev2_da_supply_mean,prev_net_import_mean,prev2_net_import_mean,prev_load_forecast_mean,prev2_load_forecast_mean,prev_load_actual_mean,prev2_load_actual_mean,prev_load_error_mean,prev2_load_error_mean,prev_solar_actual_mean,prev2_solar_actual_mean,prev_nuclear_mean,prev2_nuclear_mean,prev_hydro_mean,prev2_hydro_mean,prev_gas_mean,prev2_gas_mean,prev_temp_actual_mean,prev2_temp_actual_mean,prev_flow_cz_mean,prev2_flow_cz_mean,prev_flow_pl_mean,prev2_flow_pl_mean,prev_flow_hu_mean,prev2_flow_hu_mean,prev_spread_da_idm_mean,prev2_spread_da_idm_mean,prev_spread_da_imb_mean,prev2_spread_da_imb_mean,prev_spread_idm_imb_mean,prev2_spread_idm_imb_mean,da_price_change,load_forecast_change
2025-04-23,111.69541666666667,27.682864261703198,79.01,188.93,109.92,940.7791666666667,1046.2375,-105.45833333333333,2925.2125,2828.9166666666665,-96.29583333333342,107.02499999999999,,1929.0791666666667,22.358333333333334,369.7708333333333,,,251.0666666666667,-26.98333333333333,-329.5416666666667,23.056249999999995,63.272326041666666,40.21607604166667,2,4,0,113.47625,70.41666666666667,46.34333541621708,52.07569178957029,192.04000000000002,171.64999999999998,949.2333333333335,507.2375,1095.0249999999999,1032.4875,-145.79166666666666,-525.25,2852.2916666666665,2216.3541666666665,2712.4166666666665,2157.375,-139.875,-58.979166666666664,102.17916666666667,104.425,1922.4875,1881.2333333333333,25.675,21.120833333333334,361.8916666666667,160.775,,,274.7708333333333,-247.00416666666663,-67.3125,-51.791666666666664,-353.25,-226.45416666666665,15.999166666666667,13.246249999999998,61.00041770833334,110.07539479166667,45.00125104166667,96.82914479166668,-1.7808333333333195,72.92083333333358
2025-04-24,98.11416666666666,16.43127265352544,76.27,136.1,59.83,1005.5916666666667,1022.3166666666666,-16.725000000000012,2919.366666666667,2881.625,-37.74166666666675,86.07916666666665,,1911.9958333333334,20.245833333333334,264.1625,,,308.6458333333333,235.01666666666665,-560.3874999999999,8.707083333333332,52.157972916666665,43.45088958333333,3,4,0,111.69541666666667,113.47625,27.682864261703198,46.34333541621708,109.92,192.04000000000002,940.7791666666667,949.2333333333335,1046.2375,1095.0249999999999,-105.45833333333333,-145.79166666666666,2925.2125,2852.2916666666665,2828.9166666666665,2712.4166666666665,-96.29583333333342,-139.875,107.02499999999999,102.17916666666667,1929.0791666666667,1922.4875,22.358333333333334,25.675,369.7708333333333,361.8916666666667,,,251.0666666666667,274.7708333333333,-26.98333333333333,-67.3125,-329.5416666666667,-353.25,23.056249999999995,15.999166666666667,63.272326041666666,61.00041770833334,40.21607604166667,45.00125104166667,-13.581250000000011,-5.845833333333303
2025-04-25,89.145,19.779590051583373,43.22,123.29,80.07000000000001,1058.4624999999999,941.3041666666667,117.15833333333335,2878.3916666666664,2950.5,72.10833333333323,49.583333333333336,,1933.7541666666668,36.05416666666667,171.57083333333333,,,158.7458333333333,221.3125,-262.9,-10.112083333333333,3.8413833333333343,13.953466666666666,4,4,0,98.11416666666666,111.69541666666667,16.43127265352544,27.682864261703198,59.83,109.92,1005.5916666666667,940.7791666666667,1022.3166666666666,1046.2375,-16.725000000000012,-105.45833333333333,2919.366666666667,2925.2125,2881.625,2828.9166666666665,-37.74166666666675,-96.29583333333342,86.07916666666665,107.02499999999999,1911.9958333333334,1929.0791666666667,20.245833333333334,22.358333333333334,264.1625,369.7708333333333,,,308.6458333333333,251.0666666666667,235.01666666666665,-26.98333333333333,-560.3874999999999,-329.5416666666667,8.707083333333332,23.056249999999995,52.157972916666665,63.272326041666666,43.45088958333333,40.21607604166667,-8.969166666666666,-40.975000000000364
2025-04-26,59.46333333333334,43.91673511531118,-6.97,115.53,122.5,780.4333333333334,960.8291666666668,-180.39583333333334,2623.433333333334,2555.6666666666665,-67.76666666666677,100.2625,,1941.8791666666666,32.76666666666667,148.45,,,398.3708333333334,437.51666666666665,-1016.2833333333334,1.7183333333333337,50.58590312500001,48.86756979166666,5,4,1,89.145,98.11416666666666,19.779590051583373,16.43127265352544,80.07000000000001,59.83,1058.4624999999999,1005.5916666666667,941.3041666666667,1022.3166666666666,117.15833333333335,-16.725000000000012,2878.3916666666664,2919.366666666667,2950.5,2881.625,72.10833333333323,-37.74166666666675,49.583333333333336,86.07916666666665,1933.7541666666668,1911.9958333333334,36.05416666666667,20.245833333333334,171.57083333333333,264.1625,,,158.7458333333333,308.6458333333333,221.3125,235.01666666666665,-262.9,-560.3874999999999,-10.112083333333333,8.707083333333332,3.8413833333333343,52.157972916666665,13.953466666666666,43.45088958333333,-29.681666666666658,-254.95833333333258
2025-04-27,32.38333333333333,70.85837109067064,-120.48,124.8,245.28,660.3166666666667,922.0541666666667,-261.7375,2474.8583333333336,2403.5,-71.35833333333342,130.275,,1905.4916666666666,27.27916666666667,132.76666666666668,,,257.65,204.01249999999996,-723.4,49.67333333333334,12.245912499999998,-37.427420833333336,6,4,1,59.46333333333334,89.145,43.91673511531118,19.779590051583373,122.5,80.07000000000001,780.4333333333334,1058.4624999999999,960.8291666666668,941.3041666666667,-180.39583333333334,117.15833333333335,2623.433333333334,2878.3916666666664,2555.6666666666665,2950.5,-67.76666666666677,72.10833333333323,100.2625,49.583333333333336,1941.8791666666666,1933.7541666666668,32.76666666666667,36.05416666666667,148.45,171.57083333333333,,,398.3708333333334,158.7458333333333,437.51666666666665,221.3125,-1016.2833333333334,-262.9,1.7183333333333337,-10.112083333333333,50.58590312500001,3.8413833333333343,48.86756979166666,13.953466666666666,-27.080000000000005,-148.57500000000027
2025-04-28,76.49291666666666,57.73636353055053,-6.18,198.46,204.64000000000001,860.0416666666666,1029.0583333333334,-169.01666666666668,2781.6749999999997,2750.7625000000003,-30.912500000000062,129.00833333333333,,1941.4833333333333,37.62916666666667,225.73749999999998,,,214.16666666666666,-10.604166666666664,-372.57916666666665,0.818750000000001,27.003817708333333,26.185067708333335,0,4,0,32.38333333333333,59.46333333333334,70.85837109067064,43.91673511531118,245.28,122.5,660.3166666666667,780.4333333333334,922.0541666666667,960.8291666666668,-261.7375,-180.39583333333334,2474.8583333333336,2623.433333333334,2403.5,2555.6666666666665,-71.35833333333342,-67.76666666666677,130.275,100.2625,1905.4916666666666,1941.8791666666666,27.27916666666667,32.76666666666667,132.76666666666668,148.45,,,257.65,398.3708333333334,204.01249999999996,437.51666666666665,-723.4,-1016.2833333333334,49.67333333333334,1.7183333333333337,12.245912499999998,50.58590312500001,-37.427420833333336,48.86756979166666,44.109583333333326,306.81666666666615
2025-04-29,72.40708333333333,51.939418847861816,-1.9,178.53,180.43,860.9083333333333,1038.2416666666666,-177.33333333333334,2820.9375,2797.9166666666665,-23.020833333333332,121.55833333333332,,1938.220833333333,29.329166666666666,366.3625,,,205.7875,143.25,-526.3708333333334,2.7291666666666665,8.228880208333333,5.499713541666668,1,4,0,76.49291666666666,32.38333333333333,57.73636353055053,70.85837109067064,204.64000000000001,245.28,860.0416666666666,660.3166666666667,1029.0583333333334,922.0541666666667,-169.01666666666668,-261.7375,2781.6749999999997,2474.8583333333336,2750.7625000000003,2403.5,-30.912500000000062,-71.35833333333342,129.00833333333333,130.275,1941.4833333333333,1905.4916666666666,37.62916666666667,27.27916666666667,225.73749999999998,132.76666666666668,,,214.16666666666666,257.65,-10.604166666666664,204.01249999999996,-372.57916666666665,-723.4,0.818750000000001,49.67333333333334,27.003817708333333,12.245912499999998,26.185067708333335,-37.427420833333336,-4.085833333333326,39.26250000000027
2025-04-30,74.74416666666666,52.22556677875616,-6.21,178.17,184.38,844.1541666666667,993.3166666666666,-149.16250000000002,2763.6458333333335,2801.9583333333335,38.3125,116.0125,,1913.3,35.32083333333333,260.19166666666666,,,292.34166666666664,66.23333333333333,-507.7375,7.673333333333332,-9.626367708333333,-17.299701041666665,2,4,0,72.40708333333333,76.49291666666666,51.939418847861816,57.73636353055053,180.43,204.64000000000001,860.9083333333333,860.0416666666666,1038.2416666666666,1029.0583333333334,-177.33333333333334,-169.01666666666668,2820.9375,2781.6749999999997,2797.9166666666665,2750.7625000000003,-23.020833333333332,-30.912500000000062,121.55833333333332,129.00833333333333,1938.220833333333,1941.4833333333333,29.329166666666666,37.62916666666667,366.3625,225.73749999999998,,,205.7875,214.16666666666666,143.25,-10.604166666666664,-526.3708333333334,-372.57916666666665,2.7291666666666665,0.818750000000001,8.228880208333333,27.003817708333333,5.499713541666668,26.185067708333335,2.337083333333325,-57.291666666666515
2025-05-01,44.97208333333333,79.71172730147089,-128.17,164.03,292.2,700.0708333333333,946.275,-246.20416666666665,2446.25,2486.7916666666665,40.541666666666664,117.91250000000002,,1881.7583333333332,28.65416666666667,228.15833333333333,,,42.362500000000004,-52.5,-236.0666666666667,-7.335,-42.85809895833333,-35.52309895833333,3,5,0,74.74416666666666,72.40708333333333,52.22556677875616,51.939418847861816,184.38,180.43,844.1541666666667,860.9083333333333,993.3166666666666,1038.2416666666666,-149.16250000000002,-177.33333333333334,2763.6458333333335,2820.9375,2801.9583333333335,2797.9166666666665,38.3125,-23.020833333333332,116.0125,121.55833333333332,1913.3,1938.220833333333,35.32083333333333,29.329166666666666,260.19166666666666,366.3625,,,292.34166666666664,205.7875,66.23333333333333,143.25,-507.7375,-526.3708333333334,7.673333333333332,2.7291666666666665,-9.626367708333333,8.228880208333333,-17.299701041666665,5.499713541666668,-29.772083333333327,-317.3958333333335
2025-05-02,61.06375,47.36375424056744,-4.0,149.94,153.94,802.7333333333332,895.7958333333332,-93.0625,2582.0875,2621.875,39.78749999999991,119.54166666666667,,1905.2333333333333,31.120833333333334,233.6833333333333,,,22.933333333333337,254.475,-370.4708333333333,1.6829166666666666,-20.395677083333336,-22.07859375,4,5,0,44.97208333333333,74.74416666666666,79.71172730147089,52.22556677875616,292.2,184.38,700.0708333333333,844.1541666666667,946.275,993.3166666666666,-246.20416666666665,-149.16250000000002,2446.25,2763.6458333333335,2486.7916666666665,2801.9583333333335,40.541666666666664,38.3125,117.91250000000002,116.0125,1881.7583333333332,1913.3,28.65416666666667,35.32083333333333,228.15833333333333,260.19166666666666,,,42.362500000000004,292.34166666666664,-52.5,66.23333333333333,-236.0666666666667,-507.7375,-7.335,7.673333333333332,-42.85809895833333,-9.626367708333333,-35.52309895833333,-17.299701041666665,16.09166666666667,135.8375000000001
2025-05-03,55.89666666666667,42.36391724165709,-3.04,103.1,106.14,708.4958333333334,839.5541666666667,-131.05833333333337,2512.9833333333336,2441.375,-71.60833333333342,105.675,,1899.3500000000001,31.3625,149.4125,,,200.6875,353.2291666666667,-684.975,-15.691249999999998,-19.51929583333333,-3.8280458333333325,5,5,1,61.06375,44.97208333333333,47.36375424056744,79.71172730147089,153.94,292.2,802.7333333333332,700.0708333333333,895.7958333333332,946.275,-93.0625,-246.20416666666665,2582.0875,2446.25,2621.875,2486.7916666666665,39.78749999999991,40.541666666666664,119.54166666666667,117.91250000000002,1905.2333333333333,1881.7583333333332,31.120833333333334,28.65416666666667,233.6833333333333,228.15833333333333,,,22.933333333333337,42.362500000000004,254.475,-52.5,-370.4708333333333,-236.0666666666667,1.6829166666666666,-7.335,-20.395677083333336,-42.85809895833333,-22.07859375,-35.52309895833333,-5.167083333333331,-69.10416666666652
2025-05-04,33.75541666666667,41.3006614305564,-5.01,109.23,114.24000000000001,680.9416666666667,801.6291666666666,-120.6875,2459.3333333333335,2407.0,-52.33333333333345,74.85833333333333,,1930.6458333333333,21.48333333333333,133.18333333333334,,,361.0208333333333,671.4250000000001,-1153.1333333333334,-0.7116666666666663,1.5304010416666654,2.242067708333334,6,5,1,55.89666666666667,61.06375,42.36391724165709,47.36375424056744,106.14,153.94,708.4958333333334,802.7333333333332,839.5541666666667,895.7958333333332,-131.05833333333337,-93.0625,2512.9833333333336,2582.0875,2441.375,2621.875,-71.60833333333342,39.78749999999991,105.675,119.54166666666667,1899.3500000000001,1905.2333333333333,31.3625,31.120833333333334,149.4125,233.6833333333333,,,200.6875,22.933333333333337,353.2291666666667,254.475,-684.975,-370.4708333333333,-15.691249999999998,1.6829166666666666,-19.51929583333333,-20.395677083333336,-3.8280458333333325,-22.07859375,-22.14125,-53.65000000000009
2025-05-05,98.59333333333332,44.071445223159756,57.03,270.33,213.29999999999998,989.375,832.8166666666666,156.55833333333337,2801.275,2850.875,49.59999999999991,25.791666666666668,,1948.3,26.633333333333336,229.5875,,,503.56666666666666,550.5541666666667,-897.5625,0.23458333333333284,31.248368749999997,31.013785416666668,0,5,0,33.75541666666667,55.89666666666667,41.3006614305564,42.36391724165709,114.24000000000001,106.14,680.9416666666667,708.4958333333334,801.6291666666666,839.5541666666667,-120.6875,-131.05833333333337,2459.3333333333335,2512.9833333333336,2407.0,2441.375,-52.33333333333345,-71.60833333333342,74.85833333333333,105.675,1930.6458333333333,1899.3500000000001,21.48333333333333,31.3625,133.18333333333334,149.4125,,,361.0208333333333,200.6875,671.4250000000001,353.2291666666667,-1153.1333333333334,-684.975,-0.7116666666666663,-15.691249999999998,1.5304010416666654,-19.51929583333333,2.242067708333334,-3.8280458333333325,64.83791666666664,341.9416666666666
2025-05-06,95.27208333333334,26.825301648154724,58.99,160.08,101.09,879.3000000000001,913.0583333333334,-33.75833333333332,2910.8333333333335,2902.25,-8.583333333333334,49.15,,1949.0458333333336,21.45,357.8833333333334,,,544.2166666666667,365.625,-943.6,-7.853750000000001,21.631508333333333,29.485258333333334,1,5,0,98.59333333333332,33.75541666666667,44.071445223159756,41.3006614305564,213.29999999999998,114.24000000000001,989.375,680.9416666666667,832.8166666666666,801.6291666666666,156.55833333333337,-120.6875,2801.275,2459.3333333333335,2850.875,2407.0,49.59999999999991,-52.33333333333345,25.791666666666668,74.85833333333333,1948.3,1930.6458333333333,26.633333333333336,21.48333333333333,229.5875,133.18333333333334,,,503.56666666666666,361.0208333333333,550.5541666666667,671.4250000000001,-897.5625,-1153.1333333333334,0.23458333333333284,-0.7116666666666663,31.248368749999997,1.5304010416666654,31.013785416666668,2.242067708333334,-3.321249999999978,109.5583333333334
2025-05-07,101.79958333333333,21.965316628754735,71.41,151.52,80.11000000000001,919.9916666666667,977.1333333333333,-57.14166666666666,2934.1666666666665,2915.0833333333335,-19.083333333333332,51.53333333333333,,1949.6416666666664,27.645833333333332,372.89166666666665,,,559.6999999999999,439.0333333333333,-1055.875,6.508333333333332,38.21942708333333,31.71109375,2,5,0,95.27208333333334,98.59333333333332,26.825301648154724,44.071445223159756,101.09,213.29999999999998,879.3000000000001,989.375,913.0583333333334,832.8166666666666,-33.75833333333332,156.55833333333337,2910.8333333333335,2801.275,2902.25,2850.875,-8.583333333333334,49.59999999999991,49.15,25.791666666666668,1949.0458333333336,1948.3,21.45,26.633333333333336,357.8833333333334,229.5875,,,544.2166666666667,503.56666666666666,365.625,550.5541666666667,-943.6,-897.5625,-7.853750000000001,0.23458333333333284,21.631508333333333,31.248368749999997,29.485258333333334,31.013785416666668,6.527499999999989,23.33333333333303
2025-05-08,107.53416666666668,29.563488779922093,66.37,195.76,129.39,740.6958333333333,951.9083333333333,-211.2125,2576.7083333333335,2619.7083333333335,42.99999999999992,87.52499999999999,,1948.9583333333333,37.03333333333333,282.5208333333333,,,674.6541666666667,202.05000000000004,-1087.9166666666667,-4.645833333333334,12.128319791666664,16.774153124999998,3,5,0,101.79958333333333,95.27208333333334,21.965316628754735,26.825301648154724,80.11000000000001,101.09,919.9916666666667,879.3000000000001,977.1333333333333,913.0583333333334,-57.14166666666666,-33.75833333333332,2934.1666666666665,2910.8333333333335,2915.0833333333335,2902.25,-19.083333333333332,-8.583333333333334,51.53333333333333,49.15,1949.6416666666664,1949.0458333333336,27.645833333333332,21.45,372.89166666666665,357.8833333333334,,,559.6999999999999,544.2166666666667,439.0333333333333,365.625,-1055.875,-943.6,6.508333333333332,-7.853750000000001,38.21942708333333,21.631508333333333,31.71109375,29.485258333333334,5.734583333333347,-357.45833333333303
