target,feature,pearson_r,pearson_p,spearman_r,spearman_p,n_obs,abs_spearman
IDM-Imbalance,prev_da_price_range,-0.0014364134677497657,0.9782118615304007,-0.06368152395549656,0.22550561137813582,364,0.06368152395549656
IDM-Imbalance,prev_spread_da_idm_mean,-0.059930356816822704,0.2547396726320904,-0.06129781820389556,0.24404002955052953,363,0.06129781820389556
IDM-Imbalance,net_import_mean,-0.027975540357089823,0.5947207094676482,-0.061038587813183075,0.24538986370828278,364,0.061038587813183075
IDM-Imbalance,prev2_temp_actual_mean,-0.08599021740589681,0.3784937908041989,-0.06047336350633829,0.5360740030145499,107,0.06047336350633829
IDM-Imbalance,prev2_load_error_mean,-0.0513975569686737,0.32813537804401005,-0.058982113776634315,0.26168649025804297,364,0.058982113776634315
IDM-Imbalance,prev_da_price_std,0.011019094939855156,0.834046848640013,-0.04786570838874699,0.36250588953990537,364,0.04786570838874699
IDM-Imbalance,prev2_da_price_range,-0.013701021642377518,0.7944688761747316,-0.044877413993229684,0.3932758099093474,364,0.044877413993229684
IDM-Imbalance,prev_flow_cz_mean,0.032834848220655986,0.5323237544252488,0.04466343121386707,0.3955379873438726,364,0.04466343121386707
IDM-Imbalance,prev_temp_actual_mean,-0.10940756506105849,0.25967742603495203,-0.04022216506140024,0.679383610927871,108,0.04022216506140024
IDM-Imbalance,temp_actual_mean,-0.11539594782458452,0.23213555247224443,-0.035149661755166345,0.7167134834245333,109,0.035149661755166345
IDM-Imbalance,prev2_da_price_std,0.008940118055755921,0.8650232590526158,-0.025785173730379207,0.6238938678873007,364,0.025785173730379207
IDM-Imbalance,temp_forecast_mean,-0.1150767380200536,0.23564552367361608,-0.024445778196957136,0.8017140988383464,108,0.024445778196957136
IDM-Imbalance,prev2_spread_da_idm_mean,0.06040577212045719,0.2516419261061185,0.015814681554277045,0.7642740783723194,362,0.015814681554277045
IDM-Imbalance,solar_forecast_mean,-0.00928344556899262,0.9148975336851083,0.00516567098016331,0.9525841737500056,135,0.00516567098016331
