date,spread_mean,spread_sum,spread_std,spread_positive_pct,reg_vol,n_hours,direction,direction_binary,dow,dow_name,month,year_month,is_weekend,direction_lag1,direction_lag2,direction_lag3,spread_lag1,spread_lag2,reg_vol_lag1,direction_rolling_3d,direction_rolling_7d,spread_rolling_7d,period
2025-04-30,-12.884701041666666,-309.232825,50.917700380795914,33.33333333333333,34.30889754316578,24,-1.0,0,2,Wednesday,4,2025-04,0,1.0,1.0,0.0,4.452213541666665,29.874651041666667,30.73338985100327,0.6666666666666666,0.8571428571428571,28.335260119047614,2025
2025-05-01,-41.74580729166667,-1001.8993750000001,86.76160740140364,37.5,25.81235399785868,24,-1.0,0,3,Thursday,5,2025-05,0,0.0,1.0,1.0,-12.884701041666666,4.452213541666665,34.30889754316578,0.6666666666666666,0.7142857142857143,18.996875297619045,2025
2025-05-02,-19.285677083333333,-462.85625,68.11277925163974,54.166666666666664,30.716540742421973,24,-1.0,0,4,Friday,5,2025-05,0,0.0,0.0,1.0,-41.74580729166667,-12.884701041666666,25.81235399785868,0.3333333333333333,0.5714285714285714,6.2637162202380905,2025
2025-05-03,-8.582629166666665,-205.98309999999995,53.84486870694187,41.66666666666667,24.49712716991975,24,-1.0,0,5,Saturday,5,2025-05,1,0.0,0.0,0.0,-19.285677083333333,-41.74580729166667,30.716540742421973,0.0,0.42857142857142855,1.6516956845238044,2025
2025-05-04,2.2929010416666658,55.02962499999998,48.248316942876855,58.333333333333336,24.4139606586136,24,1.0,1,6,Sunday,5,2025-05,1,0.0,0.0,0.0,-8.582629166666665,-19.285677083333333,24.49712716991975,0.0,0.2857142857142857,-7.068660119047623,2025
2025-05-05,28.675243750000003,688.20585,45.911632398530394,70.83333333333334,27.45929249411405,24,1.0,1,0,Monday,5,2025-05,0,1.0,0.0,0.0,2.2929010416666658,-8.582629166666665,24.4139606586136,0.3333333333333333,0.42857142857142855,-6.5541498511904805,2025
2025-05-06,26.670883333333332,640.1012,54.893805061986775,70.83333333333334,22.761741431560562,24,1.0,1,1,Tuesday,5,2025-05,0,1.0,1.0,0.0,28.675243750000003,2.2929010416666658,27.45929249411405,0.6666666666666666,0.42857142857142855,-6.725493750000004,2025
2025-05-07,35.87171875,860.92125,40.01570695576467,83.33333333333334,24.605745302888256,24,1.0,1,2,Wednesday,5,2025-05,0,1.0,1.0,1.0,26.670883333333332,28.675243750000003,22.761741431560562,1.0,0.42857142857142855,-3.5513980654761936,2025
2025-05-08,13.446236458333333,322.709675,39.34770600597665,62.5,26.503939356423306,24,1.0,1,3,Thursday,5,2025-05,0,1.0,1.0,1.0,35.87171875,26.670883333333332,24.605745302888256,1.0,0.5714285714285714,3.413804761904758,2025
2025-05-09,17.54691354166667,421.12592500000005,31.918858797890515,70.83333333333334,24.3587566226125,24,1.0,1,4,Friday,5,2025-05,0,1.0,1.0,1.0,13.446236458333333,35.87171875,26.503939356423306,1.0,0.7142857142857143,11.298382440476187,2025
2025-05-10,-7.681279166666665,-184.35069999999996,46.73782196814497,41.66666666666667,25.59661959172252,24,-1.0,0,5,Saturday,5,2025-05,1,1.0,1.0,1.0,17.54691354166667,13.446236458333333,24.3587566226125,1.0,0.8571428571428571,16.560181101190473,2025
2025-05-11,-4.060544791666669,-97.45307500000006,65.33675796614888,54.166666666666664,27.962815075865112,24,-1.0,0,6,Sunday,5,2025-05,1,0.0,1.0,1.0,-7.681279166666665,17.54691354166667,25.59661959172252,0.6666666666666666,0.8571428571428571,16.68894538690476,2025
2025-05-12,22.879761458333334,549.114275,63.91842274511477,62.5,25.099525088976392,24,1.0,1,0,Monday,5,2025-05,0,0.0,0.0,1.0,-4.060544791666669,-7.681279166666665,27.962815075865112,0.3333333333333333,0.7142857142857143,15.781310267857139,2025
2025-05-13,8.260118750000002,198.24285000000003,53.62072309025349,58.333333333333336,32.94352309996264,24,1.0,1,1,Tuesday,5,2025-05,0,1.0,0.0,0.0,22.879761458333334,-4.060544791666669,25.099525088976392,0.3333333333333333,0.7142857142857143,14.95338422619047,2025
2025-05-14,19.09853020833333,458.3647249999999,35.848909073818874,66.66666666666666,26.870590221351616,24,1.0,1,2,Wednesday,5,2025-05,0,1.0,1.0,0.0,8.260118750000002,22.879761458333334,32.94352309996264,0.6666666666666666,0.7142857142857143,12.323274999999995,2025
2025-05-15,10.729501041666671,257.5080250000001,37.45775101559167,50.0,25.270303009922827,24,1.0,1,3,Thursday,5,2025-05,0,1.0,1.0,1.0,19.09853020833333,8.260118750000002,26.870590221351616,1.0,0.7142857142857143,9.92710520833333,2025
2025-05-16,-8.405769791666666,-201.738475,53.62036286177908,45.83333333333333,28.756442787780646,24,-1.0,0,4,Friday,5,2025-05,0,1.0,1.0,1.0,10.729501041666671,19.09853020833333,25.270303009922827,1.0,0.7142857142857143,9.53900014880952,2025
2025-05-17,-13.111161458333333,-314.667875,56.72430748493052,33.33333333333333,27.92526979759769,24,-1.0,0,5,Saturday,5,2025-05,1,0.0,1.0,1.0,-8.405769791666666,10.729501041666671,28.756442787780646,0.6666666666666666,0.5714285714285714,5.831473958333329,2025
2025-05-18,6.6517677083333355,159.64242500000006,47.6231550401627,50.0,27.36990713403073,24,1.0,1,6,Sunday,5,2025-05,1,0.0,0.0,1.0,-13.111161458333333,-8.405769791666666,27.92526979759769,0.3333333333333333,0.5714285714285714,5.055776488095234,2025
2025-05-19,3.2304239583333314,77.53017499999996,86.86422810040418,62.5,26.74060584466815,24,1.0,1,0,Monday,5,2025-05,0,1.0,0.0,0.0,6.6517677083333355,-13.111161458333333,27.36990713403073,0.3333333333333333,0.7142857142857143,6.586106845238092,2025
2025-05-20,47.48230208333334,1139.57525,162.94208668395237,50.0,34.5316536838672,24,1.0,1,1,Tuesday,5,2025-05,0,1.0,1.0,0.0,3.2304239583333314,6.6517677083333355,26.74060584466815,0.6666666666666666,0.7142857142857143,3.7790586309523775,2025
2025-05-21,-13.137311458333334,-315.295475,242.7140059211701,83.33333333333334,31.377910191878986,24,-1.0,0,2,Wednesday,5,2025-05,0,1.0,1.0,1.0,47.48230208333334,3.2304239583333314,34.5316536838672,1.0,0.7142857142857143,9.382227678571425,2025
2025-05-22,6.179654166666666,148.31169999999997,70.16260194630223,62.5,27.864036955913136,24,1.0,1,3,Thursday,5,2025-05,0,0.0,1.0,1.0,-13.137311458333334,47.48230208333334,31.377910191878986,0.6666666666666666,0.5714285714285714,4.777107440476187,2025
2025-05-23,40.39825625,969.5581500000001,35.75698638894957,91.66666666666666,25.305229802491592,24,1.0,1,4,Friday,5,2025-05,0,1.0,0.0,1.0,6.179654166666666,-13.137311458333334,27.864036955913136,0.6666666666666666,0.5714285714285714,4.1271293154761866,2025
2025-05-24,11.726620833333333,281.4389,51.76772055104116,62.5,26.258797551685404,24,1.0,1,5,Saturday,5,2025-05,1,1.0,1.0,0.0,40.39825625,6.179654166666666,25.305229802491592,0.6666666666666666,0.7142857142857143,11.099133035714283,2025
2025-05-25,3.699885416666667,88.79725,40.168789171262326,37.5,26.84476577393767,24,1.0,1,6,Sunday,5,2025-05,1,1.0,1.0,1.0,11.726620833333333,40.39825625,26.258797551685404,1.0,0.8571428571428571,14.647387648809518,2025
2025-05-26,2.7849020833333316,66.83764999999995,63.85431583824438,50.0,26.427092357009318,24,1.0,1,0,Monday,5,2025-05,0,1.0,1.0,1.0,3.699885416666667,11.726620833333333,26.84476577393767,1.0,0.8571428571428571,14.225690178571424,2025
2025-05-27,9.445951041666667,226.70282500000002,62.32388500194119,58.333333333333336,26.218842889266643,24,1.0,1,1,Tuesday,5,2025-05,0,1.0,1.0,1.0,2.7849020833333316,3.699885416666667,26.427092357009318,1.0,0.8571428571428571,14.162044196428567,2025
2025-05-28,27.676879166666666,664.2451,37.089351960679146,79.16666666666666,25.650947913659834,24,1.0,1,2,Wednesday,5,2025-05,0,1.0,1.0,1.0,9.445951041666667,2.7849020833333316,26.218842889266643,1.0,0.8571428571428571,8.728279761904757,2025
2025-05-29,-4.807776041666668,-115.38662500000002,39.29288064487047,50.0,27.88362767336766,24,-1.0,0,3,Thursday,5,2025-05,0,1.0,1.0,1.0,27.676879166666666,9.445951041666667,25.650947913659834,1.0,1.0,14.558878422619044,2025
2025-05-30,12.006493750000002,288.15585000000004,37.13981886647289,58.333333333333336,25.909925618846724,24,1.0,1,4,Friday,5,2025-05,0,0.0,1.0,1.0,-4.807776041666668,27.676879166666666,27.88362767336766,0.6666666666666666,0.8571428571428571,12.98924553571428,2025
2025-05-31,12.895083333333337,309.4820000000001,54.03736519506849,58.333333333333336,24.948050607552883,24,1.0,1,5,Saturday,5,2025-05,1,1.0,0.0,1.0,12.006493750000002,-4.807776041666668,25.909925618846724,0.6666666666666666,0.8571428571428571,8.93327946428571,2025
