date,spread_mean,direction_binary,period,da_price_mean,da_price_std,da_price_max,da_price_min,da_price_range,morning_idm_price,morning_imb_price,morning_spread,morning_spread_positive,prev_afternoon_spread,prev_afternoon_positive
2025-08-10,-3.275959375,0,2025,48.736250000000005,58.211429836304106,129.89,-60.84,190.73,80.05499999999999,61.68550714285714,18.36949285714286,1.0,-20.217689583333335,0.4166666666666667
2025-08-11,-3.920513541666669,0,2025,85.18625,60.32885075278804,234.81,0.0,234.81,93.04499999999999,69.84161428571429,23.203385714285705,1.0,-14.063439583333334,0.3333333333333333
2025-08-12,13.852440625,1,2025,90.12583333333333,59.885571240104426,254.49,3.0,251.49,89.49642857142858,80.679125,8.817303571428573,0.7142857142857143,-30.65365833333333,0.5
2025-08-13,24.443098958333334,1,2025,97.55583333333334,61.120246764004115,275.16,13.46,261.70000000000005,91.57071428571429,69.55947857142857,22.011235714285714,1.0,18.763133333333336,0.5
2025-08-14,-0.1870670454545496,0,2025,106.56333333333333,54.922298763337245,282.28,41.85,240.42999999999998,92.62857142857142,103.29580714285714,-10.667235714285718,0.2857142857142857,29.3845,0.5
2025-08-15,-0.655791666666668,0,2025,73.60083333333334,43.669695085271435,131.66,0.0,131.66,89.2042857142857,90.61826428571429,-1.4139785714285742,0.7142857142857143,2.101119999999997,0.5
2025-08-16,8.931916666666668,1,2025,68.63666666666667,41.4523631955134,129.43,-0.01,129.44,87.30142857142857,71.15917142857143,16.142257142857144,0.7142857142857143,-2.9404395833333368,0.4166666666666667
2025-08-17,9.013868750000002,1,2025,62.79333333333333,42.681259879805985,111.92,-0.87,112.79,85.5257142857143,66.93312857142857,18.59258571428572,0.8571428571428571,-3.6762458333333314,0.5
2025-08-18,23.69800625,1,2025,91.77791666666667,46.43074290570163,218.21,14.23,203.98000000000002,90.65714285714286,60.573699999999995,30.083442857142863,1.0,0.9217250000000007,0.5833333333333334
2025-08-19,2.647307291666667,1,2025,92.07791666666667,39.11079179205465,186.4,27.83,158.57,94.62928571428571,96.31216785714287,-1.6828821428571428,0.5714285714285714,14.73203125,0.6666666666666666
2025-08-20,9.954621875,1,2025,91.02083333333333,26.273874429482834,138.93,35.0,103.93,91.48857142857142,77.49148214285715,13.997089285714285,0.7142857142857143,1.2831499999999982,0.3333333333333333
2025-08-21,10.128744791666668,1,2025,99.29416666666667,20.242933048493665,149.04,70.33,78.71,91.74071428571428,85.88314285714286,5.857571428571432,0.5714285714285714,2.004174999999998,0.5833333333333334
2025-08-22,12.976495833333331,1,2025,73.28166666666667,35.216998201420296,112.82,1.07,111.75,81.62214285714286,73.59507142857142,8.027071428571432,0.7142857142857143,2.7644250000000006,0.6666666666666666
2025-08-23,47.12827708333333,1,2025,68.73041666666667,45.129737855977794,131.06,0.05,131.01,88.82714285714285,66.58267857142857,22.244464285714287,0.7142857142857143,11.26892083333333,0.4166666666666667
2025-08-24,5.717720833333332,1,2025,61.673750000000005,48.45046872950452,117.21,-7.45,124.66,89.755,58.999050000000004,30.755950000000002,1.0,65.80374791666667,0.75
2025-08-25,10.837377173913044,1,2025,88.2725,49.55924739313454,223.2,5.93,217.26999999999998,62.79785714285715,70.36633928571429,-7.5684821428571425,0.2857142857142857,-13.746914583333336,0.4166666666666667
