delivery_start,lead_minutes,snapshot_time,bid,ask,mid,spread,mid_move_from_start,mid_change_15min,mid_change_1h,spread_change_15min,n_updates_session,session_start_mid
2025-02-23 02:00:00,60,2025-02-23 00:59:20.924,93.64,103.21,98.425,9.569999999999993,12.314999999999998,1.4249999999999972,3.9350000000000023,,320,86.11
2025-02-23 02:00:00,75,2025-02-23 00:36:03.425,97.0,,97.0,,10.89,1.7000000000000028,-1.8700000000000045,,320,86.11
2025-02-23 02:00:00,90,2025-02-23 00:22:03.525,95.3,,95.3,,9.189999999999998,0.23000000000000398,1.230000000000004,,320,86.11
2025-02-23 02:00:00,105,2025-02-23 00:13:21.087,95.07,,95.07,,8.959999999999994,0.5799999999999983,-0.8100000000000023,,320,86.11
2025-02-23 02:00:00,120,2025-02-22 23:58:42.775,94.49,,94.49,,8.379999999999995,-4.38000000000001,-1.5100000000000051,,320,86.11
2025-02-23 03:00:00,60,2025-02-23 01:58:03.222,,88.35,88.35,,0.875,2.75,-49.5,,625,87.475
2025-02-23 03:00:00,75,2025-02-23 01:44:42.680,85.6,,85.6,,-1.875,-2.7700000000000102,-4.540000000000006,,625,87.475
2025-02-23 03:00:00,90,2025-02-23 01:26:42.558,,88.37,88.37,,0.8950000000000102,-0.2599999999999909,-26.14999999999999,,625,87.475
2025-02-23 03:00:00,105,2025-02-23 01:03:23.003,,88.63,88.63,,1.1550000000000011,-49.22,1.5499999999999972,,625,87.475
2025-02-23 03:00:00,120,2025-02-23 00:59:20.924,137.85,,137.85,,50.375,47.709999999999994,45.39999999999999,,625,87.475
2025-02-23 04:00:00,60,2025-02-23 02:58:42.470,,189.59,189.59,,-192.17499999999998,-1.240000000000009,-5.199999999999989,,515,381.765
2025-02-23 04:00:00,75,2025-02-23 02:44:41.064,,190.83,190.83,,-190.93499999999997,40.83000000000001,-4.019999999999982,,515,381.765
2025-02-23 04:00:00,90,2025-02-23 02:28:01.372,150.0,,150.0,,-231.765,-44.31,25.010000000000005,,515,381.765
2025-02-23 04:00:00,105,2025-02-23 02:14:42.691,,194.31,194.31,,-187.45499999999998,-0.47999999999998977,69.32000000000001,,515,381.765
2025-02-23 04:00:00,120,2025-02-23 01:54:42.645,,194.79,194.79,,-186.975,-0.060000000000002274,70.69999999999999,,515,381.765
2025-02-23 05:00:00,60,2025-02-23 03:38:02.796,,181.09,181.09,,14.400000000000006,0.0,0.17000000000001592,,593,166.69
2025-02-23 05:00:00,75,2025-02-23 03:38:02.796,,181.09,181.09,,14.400000000000006,-0.6500000000000057,0.17000000000001592,,593,166.69
2025-02-23 05:00:00,90,2025-02-23 03:29:22.255,,181.74,181.74,,15.050000000000011,0.6700000000000159,0.7199999999999989,,593,166.69
2025-02-23 05:00:00,105,2025-02-23 03:07:21.126,,181.07,181.07,,14.379999999999995,0.15000000000000568,0.1599999999999966,,593,166.69
2025-02-23 05:00:00,120,2025-02-23 02:59:22.283,,180.92,180.92,,14.22999999999999,0.0,-0.27000000000001023,,593,166.69
2025-02-24 00:00:00,60,2025-02-23 22:59:23.381,123.75,124.99,124.37,1.2399999999999949,24.370000000000005,-0.21999999999999886,9.370000000000005,,1142,100.0
2025-02-24 00:00:00,75,2025-02-23 22:44:41.402,124.59,,124.59,,24.590000000000003,2.8100000000000023,-25.905,,1142,100.0
2025-02-24 00:00:00,90,2025-02-23 22:29:21.179,120.77,122.79,121.78,2.0200000000000102,21.78,6.780000000000001,-10.659999999999997,,1142,100.0
2025-02-24 00:00:00,105,2025-02-23 21:54:01.070,115.0,,115.0,,15.0,0.0,-15.840000000000003,,1142,100.0
2025-02-24 00:00:00,120,2025-02-23 21:54:01.070,115.0,,115.0,,15.0,-35.495000000000005,-21.539999999999992,,1142,100.0
2025-02-24 01:00:00,60,2025-02-23 23:59:23.040,291.51,,291.51,,141.015,137.06,144.19,,712,150.495
2025-02-24 01:00:00,75,2025-02-23 23:44:41.179,144.6,164.3,154.45,19.700000000000017,3.954999999999984,-84.90500000000003,6.2099999999999795,-29.789999999999992,712,150.495
2025-02-24 01:00:00,90,2025-02-23 23:29:23.003,214.61,264.1,239.35500000000002,49.49000000000001,88.86000000000001,-52.474999999999966,-5.744999999999976,,712,150.495
2025-02-24 01:00:00,105,2025-02-23 23:14:42.925,291.83,,291.83,,141.33499999999998,144.51,41.829999999999984,,712,150.495
2025-02-24 01:00:00,120,2025-02-23 22:59:23.381,147.32,,147.32,,-3.1750000000000114,-0.9200000000000159,247.32,,712,150.495
2025-02-24 02:00:00,60,2025-02-24 00:58:41.126,,141.75,141.75,,-40.44999999999999,7.969999999999999,-65.75,,794,182.2
2025-02-24 02:00:00,75,2025-02-24 00:44:41.210,133.78,,133.78,,-48.41999999999999,-13.169999999999987,-49.78999999999999,,794,182.2
2025-02-24 02:00:00,90,2025-02-24 00:29:21.294,145.9,148.0,146.95,2.0999999999999943,-35.25,-1.115000000000009,0.7399999999999807,-1.2299999999999898,794,182.2
2025-02-24 02:00:00,105,2025-02-24 00:14:41.170,146.4,149.73,148.065,3.329999999999984,-34.13499999999999,-59.435,-52.985000000000014,,794,182.2
2025-02-24 02:00:00,120,2025-02-23 23:58:03.658,,207.5,207.5,,25.30000000000001,23.930000000000007,17.129999999999995,,794,182.2
2025-02-24 03:00:00,60,2025-02-24 01:58:41.121,,128.36,128.36,,-94.83499999999998,-2.869999999999976,-4.259999999999991,,895,223.195
2025-02-24 03:00:00,75,2025-02-24 01:44:41.110,,131.23,131.23,,-91.965,-20.980000000000018,-11.830000000000013,,895,223.195
2025-02-24 03:00:00,90,2025-02-24 01:29:23.966,,152.21,152.21,,-70.98499999999999,27.190000000000012,-32.69,,895,223.195
2025-02-24 03:00:00,105,2025-02-24 01:14:41.192,125.02,,125.02,,-98.175,-7.6000000000000085,-52.95,,895,223.195
2025-02-24 03:00:00,120,2025-02-24 00:59:22.935,,132.62,132.62,,-90.57499999999999,-10.439999999999998,0.9300000000000068,,895,223.195
2025-02-24 04:00:00,60,2025-02-24 02:58:42.724,,258.25,258.25,,85.67000000000002,-1.1000000000000227,2.6699999999999875,,691,172.57999999999998
2025-02-24 04:00:00,75,2025-02-24 02:44:41.147,,259.35,259.35,,86.77000000000004,22.460000000000036,-6.329999999999984,,691,172.57999999999998
2025-02-24 04:00:00,90,2025-02-24 02:29:22.881,236.89,,236.89,,64.31,-145.51,-1.6200000000000045,,691,172.57999999999998
2025-02-24 04:00:00,105,2025-02-24 02:14:41.124,,382.4,382.4,,209.82,126.81999999999996,124.19999999999999,,691,172.57999999999998
2025-02-24 04:00:00,120,2025-02-24 01:59:22.780,,255.58,255.58,,83.00000000000003,-10.099999999999994,-5.799999999999983,,691,172.57999999999998
2025-02-24 05:00:00,60,2025-02-24 03:59:21.109,,198.78,198.78,,-24.599999999999994,-0.4900000000000091,-0.8400000000000034,,677,223.38
2025-02-24 05:00:00,75,2025-02-24 03:44:41.073,,199.27,199.27,,-24.109999999999985,26.420000000000016,-0.6999999999999886,,677,223.38
2025-02-24 05:00:00,90,2025-02-24 03:28:02.807,,172.85,172.85,,-50.53,-0.0800000000000125,-61.860000000000014,,677,223.38
2025-02-24 05:00:00,105,2025-02-24 03:14:03.011,,172.93,172.93,,-50.44999999999999,-26.689999999999998,-26.78,,677,223.38
2025-02-24 05:00:00,120,2025-02-24 02:59:21.228,,199.62,199.62,,-23.75999999999999,-0.3499999999999943,-35.609999999999985,,677,223.38
2025-02-25 00:00:00,60,2025-02-24 22:59:23.334,147.16,,147.16,,-51.58500000000001,4.439999999999998,-52.920000000000016,,464,198.745
2025-02-25 00:00:00,75,2025-02-24 22:44:41.409,,142.72,142.72,,-56.025000000000006,-3.3300000000000125,-57.370000000000005,,464,198.745
2025-02-25 00:00:00,90,2025-02-24 22:29:21.701,146.05,,146.05,,-52.69499999999999,6.0400000000000205,-18.44999999999999,,464,198.745
2025-02-25 00:00:00,105,2025-02-24 22:09:20.203,140.01,,140.01,,-58.735000000000014,-60.07000000000002,-7.935000000000002,,464,198.745
2025-02-25 00:00:00,120,2025-02-24 21:52:40.237,,200.08,200.08,,1.335000000000008,-0.009999999999990905,64.98000000000002,,464,198.745
2025-02-25 01:00:00,60,2025-02-24 23:59:21.164,223.56,,223.56,,71.53,-0.12000000000000455,-73.25,,600,152.03
2025-02-25 01:00:00,75,2025-02-24 23:44:42.856,223.68,,223.68,,71.65,-28.319999999999993,-80.29000000000002,,600,152.03
2025-02-25 01:00:00,90,2025-02-24 23:29:21.373,,252.0,252.0,,99.97,-15.04000000000002,114.54500000000002,,600,152.03
2025-02-25 01:00:00,105,2025-02-24 23:14:41.427,254.09,279.99,267.04,25.900000000000006,115.01000000000002,-29.769999999999982,185.02000000000004,,600,152.03
