Delivery day;Period number;Period;Period (min);Price SK (EUR/MWh);Demand successful (MW);Supply successful (MW);Flow CZ ➝ SK (MW);Flow SK ➝ CZ (MW);Flow PL ➝ SK (MW);Flow SK ➝ PL (MW);Flow HU ➝ SK (MW);Flow SK ➝ HU (MW);Publication status
1.1.2026;1;00:00 - 00:15;15;106.27;793.6;1,501.5;0.0;0.0;0.0;0.0;0.0;707.9;Final
1.1.2026;2;00:15 - 00:30;15;101.46;768.1;1,501.4;0.0;0.0;0.0;0.0;0.0;733.3;Final
1.1.2026;3;00:30 - 00:45;15;101.80;748.9;1,502.5;0.0;0.0;0.0;0.0;0.0;753.6;Final
1.1.2026;4;00:45 - 01:00;15;95.04;729.8;1,504.5;0.0;0.0;182.3;0.0;0.0;957.0;Final
1.1.2026;5;01:00 - 01:15;15;101.95;708.2;1,514.2;0.0;0.0;68.6;0.0;0.0;874.6;Final
1.1.2026;6;01:15 - 01:30;15;100.55;690.0;1,517.4;0.0;0.0;0.0;0.0;0.0;827.4;Final
1.1.2026;7;01:30 - 01:45;15;95.51;673.0;1,523.0;0.0;0.0;0.0;407.3;0.0;442.7;Final
1.1.2026;8;01:45 - 02:00;15;88.98;654.6;1,527.5;0.0;0.0;4,840.3;0.0;0.0;5,713.2;Final
1.1.2026;9;02:00 - 02:15;15;100.02;693.9;1,297.4;0.0;0.0;501.4;0.0;0.0;1,104.9;Final
1.1.2026;10;02:15 - 02:30;15;92.43;673.8;1,310.8;0.0;0.0;4,814.7;0.0;0.0;5,451.7;Final
1.1.2026;11;02:30 - 02:45;15;88.99;661.7;1,319.1;0.0;0.0;924.6;0.0;0.0;1,582.0;Final
1.1.2026;12;02:45 - 03:00;15;82.09;663.3;1,330.4;0.0;0.0;0.0;667.1;0.0;0.0;Final
1.1.2026;13;03:00 - 03:15;15;85.07;646.6;1,352.9;0.0;0.0;0.0;0.0;0.0;706.3;Final
1.1.2026;14;03:15 - 03:30;15;80.43;654.2;1,362.9;0.0;0.0;0.0;0.0;0.0;708.7;Final
1.1.2026;15;03:30 - 03:45;15;53.99;663.8;1,367.9;0.0;0.0;695.3;0.0;0.0;1,399.4;Final
1.1.2026;16;03:45 - 04:00;15;53.52;670.3;1,365.5;0.0;0.0;4,747.2;0.0;0.0;5,442.4;Final
1.1.2026;17;04:00 - 04:15;15;55.51;773.0;1,362.5;0.0;0.0;4,721.7;0.0;0.0;5,311.2;Final
1.1.2026;18;04:15 - 04:30;15;48.40;774.1;1,359.0;0.0;0.0;0.0;0.0;0.0;584.9;Final
1.1.2026;19;04:30 - 04:45;15;48.98;774.2;1,355.4;0.0;0.0;0.0;0.0;0.0;581.2;Final
1.1.2026;20;04:45 - 05:00;15;57.94;774.8;1,351.2;0.0;0.0;1,728.8;0.0;0.0;2,305.2;Final
1.1.2026;21;05:00 - 05:15;15;54.76;780.4;1,345.4;0.0;0.0;0.0;0.0;0.0;565.0;Final
1.1.2026;22;05:15 - 05:30;15;45.64;785.3;1,339.2;0.0;0.0;0.0;0.0;0.0;553.9;Final
1.1.2026;23;05:30 - 05:45;15;72.90;883.6;1,333.3;0.0;0.0;4,436.7;0.0;0.0;4,886.4;Final
1.1.2026;24;05:45 - 06:00;15;59.51;888.4;1,330.9;0.0;0.0;0.0;0.0;0.0;442.5;Final
1.1.2026;25;06:00 - 06:15;15;39.32;866.0;1,313.9;0.0;0.0;0.0;0.0;0.0;447.9;Final
1.1.2026;26;06:15 - 06:30;15;38.18;873.0;1,309.8;0.0;0.0;0.0;0.0;0.0;436.8;Final
1.1.2026;27;06:30 - 06:45;15;44.38;878.9;1,301.8;0.0;0.0;4,274.8;0.0;0.0;4,697.7;Final
1.1.2026;28;06:45 - 07:00;15;52.28;883.5;1,296.8;0.0;0.0;0.0;0.0;0.0;413.3;Final
1.1.2026;29;07:00 - 07:15;15;46.74;704.4;1,311.7;0.0;0.0;2,379.3;0.0;0.0;2,986.6;Final
1.1.2026;30;07:15 - 07:30;15;78.76;706.0;1,311.7;0.0;0.0;3,811.5;0.0;0.0;4,417.2;Final
1.1.2026;31;07:30 - 07:45;15;66.04;697.5;1,319.6;0.0;0.0;3,517.1;0.0;0.0;4,139.2;Final
1.1.2026;32;07:45 - 08:00;15;54.23;717.7;1,313.2;0.0;0.0;3,057.4;0.0;0.0;3,652.9;Final
1.1.2026;33;08:00 - 08:15;15;48.69;782.1;1,326.9;0.0;0.0;0.0;0.0;0.0;544.8;Final
1.1.2026;34;08:15 - 08:30;15;47.50;805.6;1,191.3;0.0;0.0;0.0;0.0;0.0;385.7;Final
1.1.2026;35;08:30 - 08:45;15;48.32;878.4;1,324.0;0.0;0.0;0.0;0.0;0.0;445.6;Final
1.1.2026;36;08:45 - 09:00;15;42.22;896.7;911.1;0.0;0.0;599.6;0.0;0.0;614.0;Final
1.1.2026;37;09:00 - 09:15;15;55.43;958.2;1,290.1;0.0;0.0;652.2;0.0;0.0;984.1;Final
1.1.2026;38;09:15 - 09:30;15;50.42;974.9;878.3;0.0;0.0;0.0;0.0;96.6;0.0;Final
1.1.2026;39;09:30 - 09:45;15;32.45;964.6;879.4;0.0;0.0;513.9;0.0;0.0;428.7;Final
1.1.2026;40;09:45 - 10:00;15;11.12;987.1;879.8;0.0;0.0;0.0;0.0;107.3;0.0;Final
1.1.2026;41;10:00 - 10:15;15;49.22;903.9;867.4;0.0;0.0;496.4;0.0;0.0;459.9;Final
1.1.2026;42;10:15 - 10:30;15;26.83;914.2;876.6;0.0;0.0;0.0;0.0;37.6;0.0;Final
1.1.2026;43;10:30 - 10:45;15;24.05;995.4;879.1;0.0;0.0;0.0;0.0;116.3;0.0;Final
1.1.2026;44;10:45 - 11:00;15;11.04;996.4;878.9;0.0;0.0;0.0;0.0;117.5;0.0;Final
1.1.2026;45;11:00 - 11:15;15;43.04;1,123.7;825.3;0.0;0.0;786.0;0.0;0.0;487.6;Final
1.1.2026;46;11:15 - 11:30;15;22.98;1,122.1;826.4;0.0;0.0;820.1;0.0;0.0;524.4;Final
1.1.2026;47;11:30 - 11:45;15;27.36;1,096.9;826.8;0.0;0.0;710.7;0.0;0.0;440.6;Final
1.1.2026;48;11:45 - 12:00;15;22.05;1,102.1;826.9;0.0;0.0;1,944.5;0.0;0.0;1,669.3;Final
1.1.2026;49;12:00 - 12:15;15;24.23;1,062.5;833.0;0.0;0.0;713.5;0.0;0.0;484.0;Final
1.1.2026;50;12:15 - 12:30;15;28.19;1,051.1;833.2;0.0;0.0;792.3;0.0;0.0;574.4;Final
1.1.2026;51;12:30 - 12:45;15;32.10;1,034.5;833.4;0.0;0.0;0.0;0.0;201.1;0.0;Final
1.1.2026;52;12:45 - 13:00;15;37.12;1,004.0;834.1;0.0;0.0;0.0;0.0;169.9;0.0;Final
1.1.2026;53;13:00 - 13:15;15;42.71;1,016.1;839.1;0.0;0.0;0.0;0.0;177.0;0.0;Final
1.1.2026;54;13:15 - 13:30;15;42.12;1,003.9;839.0;0.0;0.0;0.0;0.0;164.9;0.0;Final
1.1.2026;55;13:30 - 13:45;15;33.71;1,009.4;837.4;0.0;0.0;781.0;0.0;0.0;609.0;Final
1.1.2026;56;13:45 - 14:00;15;34.85;1,034.9;832.0;0.0;0.0;0.0;0.0;202.9;0.0;Final
1.1.2026;57;14:00 - 14:15;15;41.38;1,004.8;893.1;0.0;0.0;0.0;0.0;111.7;0.0;Final
1.1.2026;58;14:15 - 14:30;15;58.79;1,000.2;883.0;0.0;0.0;2,616.9;0.0;0.0;2,499.7;Final
1.1.2026;59;14:30 - 14:45;15;58.67;997.5;880.8;0.0;0.0;0.0;0.0;116.7;0.0;Final
1.1.2026;60;14:45 - 15:00;15;86.36;990.5;1,289.7;0.0;0.0;0.0;0.0;0.0;299.2;Final
1.1.2026;61;15:00 - 15:15;15;59.73;981.6;1,024.8;0.0;0.0;0.0;0.0;0.0;43.2;Final
1.1.2026;62;15:15 - 15:30;15;70.68;996.9;1,332.2;0.0;0.0;1,938.4;0.0;0.0;2,273.7;Final
1.1.2026;63;15:30 - 15:45;15;69.00;1,025.9;1,393.3;0.0;0.0;0.0;0.0;0.0;367.4;Final
1.1.2026;64;15:45 - 16:00;15;101.03;1,029.6;1,420.6;0.0;0.0;0.0;0.0;0.0;391.0;Final
1.1.2026;65;16:00 - 16:15;15;45.37;1,212.4;1,503.6;0.0;0.0;0.0;0.0;0.0;291.2;Final
1.1.2026;66;16:15 - 16:30;15;60.56;1,224.9;1,503.2;0.0;0.0;0.0;0.0;0.0;278.3;Final
1.1.2026;67;16:30 - 16:45;15;74.08;1,223.8;1,592.1;0.0;0.0;7,499.1;0.0;0.0;7,867.4;Final
1.1.2026;68;16:45 - 17:00;15;101.69;1,214.9;1,593.0;0.0;0.0;0.0;0.0;0.0;378.1;Final
1.1.2026;69;17:00 - 17:15;15;78.21;1,200.4;1,698.3;0.0;0.0;2,922.0;0.0;0.0;3,419.9;Final
1.1.2026;70;17:15 - 17:30;15;69.27;1,205.8;1,697.4;0.0;0.0;2,262.0;0.0;0.0;2,753.6;Final
1.1.2026;71;17:30 - 17:45;15;81.52;1,206.2;1,698.7;0.0;0.0;2,238.9;0.0;0.0;2,731.4;Final
1.1.2026;72;17:45 - 18:00;15;82.92;1,203.6;1,698.7;0.0;0.0;2,267.3;0.0;0.0;2,762.4;Final
1.1.2026;73;18:00 - 18:15;15;84.94;1,250.7;1,707.9;0.0;0.0;0.0;0.0;0.0;457.2;Final
1.1.2026;74;18:15 - 18:30;15;98.20;1,236.1;1,707.8;0.0;0.0;0.0;0.0;0.0;471.7;Final
1.1.2026;75;18:30 - 18:45;15;69.22;1,244.1;1,708.8;0.0;0.0;0.0;0.0;0.0;464.7;Final
1.1.2026;76;18:45 - 19:00;15;73.04;1,241.1;1,708.0;0.0;0.0;2,472.0;0.0;0.0;2,938.9;Final
1.1.2026;77;19:00 - 19:15;15;91.84;1,243.6;1,615.6;0.0;0.0;0.0;0.0;0.0;372.0;Final
1.1.2026;78;19:15 - 19:30;15;87.16;1,244.9;1,615.7;0.0;0.0;0.0;0.0;0.0;370.8;Final
1.1.2026;79;19:30 - 19:45;15;64.99;1,242.9;1,615.7;0.0;0.0;0.0;0.0;0.0;372.8;Final
1.1.2026;80;19:45 - 20:00;15;73.27;1,241.4;1,614.8;0.0;0.0;0.0;0.0;0.0;373.4;Final
1.1.2026;81;20:00 - 20:15;15;109.39;1,228.6;1,575.5;0.0;0.0;0.0;0.0;0.0;346.9;Final
1.1.2026;82;20:15 - 20:30;15;85.66;1,234.2;1,575.3;0.0;0.0;0.0;0.0;0.0;341.1;Final
1.1.2026;83;20:30 - 20:45;15;78.56;1,180.3;1,485.5;0.0;0.0;7,850.0;0.0;0.0;8,155.2;Final
1.1.2026;84;20:45 - 21:00;15;53.87;1,147.7;1,486.8;0.0;0.0;0.0;0.0;0.0;339.1;Final
1.1.2026;85;21:00 - 21:15;15;109.24;1,054.5;1,410.1;0.0;0.0;8,185.3;0.0;0.0;8,540.9;Final
1.1.2026;86;21:15 - 21:30;15;66.13;1,045.2;1,409.4;0.0;0.0;8,197.2;0.0;0.0;8,561.4;Final
1.1.2026;87;21:30 - 21:45;15;90.76;1,046.8;1,320.5;0.0;0.0;8,268.6;0.0;0.0;8,542.3;Final
1.1.2026;88;21:45 - 22:00;15;70.00;1,024.3;1,321.0;0.0;0.0;8,234.7;0.0;0.0;8,531.4;Final
1.1.2026;89;22:00 - 22:15;15;108.65;1,000.7;1,458.2;0.0;0.0;0.0;0.0;0.0;457.5;Final
1.1.2026;90;22:15 - 22:30;15;85.65;959.6;1,458.6;0.0;0.0;0.0;0.0;0.0;499.0;Final
1.1.2026;91;22:30 - 22:45;15;75.58;923.7;1,279.5;0.0;0.0;2,431.6;0.0;0.0;2,787.4;Final
1.1.2026;92;22:45 - 23:00;15;66.23;890.2;1,279.5;0.0;0.0;0.0;0.0;0.0;389.3;Final
1.1.2026;93;23:00 - 23:15;15;97.13;746.4;1,284.5;0.0;0.0;0.0;0.0;0.0;538.1;Final
1.1.2026;94;23:15 - 23:30;15;55.56;727.9;1,283.8;0.0;0.0;0.0;0.0;0.0;555.9;Final
1.1.2026;95;23:30 - 23:45;15;56.33;947.9;1,283.9;0.0;0.0;2,551.7;0.0;0.0;2,887.7;Final
1.1.2026;96;23:45 - 00:00;15;43.11;959.6;1,283.9;0.0;0.0;0.0;0.0;0.0;324.3;Final
2.1.2026;1;00:00 - 00:15;15;97.30;832.6;1,171.6;603.8;0.0;1,506.2;0.0;0.0;2,449.0;Final
2.1.2026;2;00:15 - 00:30;15;82.09;807.1;1,177.4;611.5;0.0;1,510.5;0.0;0.0;2,492.3;Final
2.1.2026;3;00:30 - 00:45;15;55.21;901.3;1,174.6;633.4;0.0;1,524.5;0.0;0.0;2,431.2;Final
2.1.2026;4;00:45 - 01:00;15;18.33;904.1;1,179.8;588.4;0.0;1,509.3;0.0;0.0;2,373.4;Final
2.1.2026;5;01:00 - 01:15;15;74.86;844.1;1,173.8;566.4;0.0;1,509.4;0.0;0.0;2,405.5;Final
2.1.2026;6;01:15 - 01:30;15;40.48;855.9;1,183.9;541.3;0.0;1,490.3;0.0;0.0;2,359.6;Final
2.1.2026;7;01:30 - 01:45;15;60.65;1,050.4;1,201.9;591.5;0.0;1,520.6;0.0;0.0;2,263.6;Final
2.1.2026;8;01:45 - 02:00;15;30.62;1,059.6;1,214.1;575.9;0.0;1,511.7;0.0;0.0;2,242.1;Final
2.1.2026;9;02:00 - 02:15;15;45.14;1,089.2;1,161.7;617.9;0.0;1,520.9;0.0;0.0;2,211.3;Final
2.1.2026;10;02:15 - 02:30;15;43.69;1,072.6;1,169.9;604.2;0.0;1,514.0;0.0;0.0;2,215.5;Final
2.1.2026;11;02:30 - 02:45;15;38.10;1,063.8;1,173.6;592.2;0.0;1,507.7;0.0;0.0;2,209.7;Final
2.1.2026;12;02:45 - 03:00;15;23.61;1,068.2;1,177.3;584.6;0.0;1,504.4;0.0;0.0;2,198.1;Final
2.1.2026;13;03:00 - 03:15;15;29.52;1,070.4;1,281.1;521.7;0.0;1,451.3;0.0;0.0;2,183.7;Final
2.1.2026;14;03:15 - 03:30;15;43.03;1,060.4;1,284.3;479.5;0.0;1,419.3;0.0;0.0;2,122.7;Final
2.1.2026;15;03:30 - 03:45;15;32.93;1,070.4;1,282.5;487.6;0.0;1,427.3;0.0;0.0;2,127.0;Final
2.1.2026;16;03:45 - 04:00;15;21.80;1,070.4;1,279.0;486.3;0.0;1,437.9;0.0;0.0;2,132.8;Final
2.1.2026;17;04:00 - 04:15;15;28.68;1,093.3;1,300.0;468.8;0.0;1,428.4;0.0;0.0;2,103.9;Final
2.1.2026;18;04:15 - 04:30;15;33.98;1,087.6;1,291.9;479.7;0.0;1,437.2;0.0;0.0;2,121.2;Final
2.1.2026;19;04:30 - 04:45;15;57.12;1,082.8;1,279.4;497.4;0.0;1,453.3;0.0;0.0;2,147.3;Final
2.1.2026;20;04:45 - 05:00;15;31.31;1,111.7;1,266.1;555.7;0.0;1,495.3;0.0;0.0;2,205.4;Final
2.1.2026;21;05:00 - 05:15;15;31.78;1,205.6;1,274.6;558.2;0.0;1,420.6;0.0;0.0;2,047.8;Final
2.1.2026;22;05:15 - 05:30;15;66.41;1,212.5;1,274.1;584.2;0.0;1,437.8;0.0;0.0;2,083.6;Final
2.1.2026;23;05:30 - 05:45;15;66.27;948.8;1,271.5;511.8;0.0;1,395.3;0.0;0.0;2,229.8;Final
2.1.2026;24;05:45 - 06:00;15;100.99;974.5;1,294.7;516.8;0.0;1,396.8;0.0;0.0;2,233.8;Final
2.1.2026;25;06:00 - 06:15;15;19.08;1,080.7;1,282.8;505.9;0.0;1,480.5;0.0;0.0;2,188.5;Final
2.1.2026;26;06:15 - 06:30;15;85.12;1,100.8;1,290.4;539.5;0.0;1,483.2;0.0;0.0;2,212.3;Final
2.1.2026;27;06:30 - 06:45;15;101.01;1,043.6;1,287.6;528.2;0.0;1,467.3;0.0;0.0;2,239.5;Final
2.1.2026;28;06:45 - 07:00;15;123.82;1,082.4;1,300.1;516.1;0.0;1,433.9;0.0;0.0;2,167.7;Final
2.1.2026;29;07:00 - 07:15;15;93.90;1,139.1;1,357.0;669.8;0.0;1,459.3;0.0;0.0;2,347.0;Final
2.1.2026;30;07:15 - 07:30;15;107.67;1,160.5;1,355.6;648.2;0.0;1,404.6;0.0;0.0;2,247.9;Final
2.1.2026;31;07:30 - 07:45;15;102.77;1,163.7;1,355.4;624.3;0.0;1,343.6;0.0;0.0;2,159.6;Final
2.1.2026;32;07:45 - 08:00;15;104.11;1,188.1;1,355.6;607.5;0.0;1,303.5;0.0;0.0;2,078.5;Final
2.1.2026;33;08:00 - 08:15;15;100.71;1,300.0;1,324.8;572.3;0.0;1,308.2;0.0;0.0;1,905.3;Final
2.1.2026;34;08:15 - 08:30;15;100.64;1,323.9;1,326.9;528.3;0.0;1,221.5;0.0;0.0;1,752.8;Final
2.1.2026;35;08:30 - 08:45;15;100.69;1,413.9;1,320.8;524.8;0.0;1,196.8;0.0;0.0;1,628.5;Final
2.1.2026;36;08:45 - 09:00;15;88.44;1,416.0;1,309.9;515.2;0.0;1,182.9;0.0;0.0;1,592.0;Final
2.1.2026;37;09:00 - 09:15;15;102.00;1,499.3;1,208.5;463.1;0.0;1,082.5;0.0;0.0;1,254.8;Final
2.1.2026;38;09:15 - 09:30;15;96.09;1,485.0;1,212.0;461.9;0.0;1,077.6;0.0;0.0;1,266.5;Final
2.1.2026;39;09:30 - 09:45;15;87.13;1,482.3;1,196.6;444.9;0.0;1,072.9;0.0;0.0;1,232.1;Final
2.1.2026;40;09:45 - 10:00;15;81.37;1,467.6;1,196.8;422.2;0.0;1,084.3;0.0;0.0;1,235.7;Final
2.1.2026;41;10:00 - 10:15;15;95.06;1,387.5;1,148.8;442.9;0.0;1,236.4;0.0;0.0;1,440.6;Final
2.1.2026;42;10:15 - 10:30;15;86.75;1,376.9;1,139.0;453.3;0.0;1,250.0;0.0;0.0;1,465.4;Final
2.1.2026;43;10:30 - 10:45;15;82.45;1,433.9;1,138.5;481.8;0.0;1,265.5;0.0;0.0;1,451.9;Final
2.1.2026;44;10:45 - 11:00;15;80.57;1,425.9;1,140.2;489.8;0.0;1,239.5;0.0;0.0;1,443.6;Final
2.1.2026;45;11:00 - 11:15;15;89.04;1,636.7;1,139.2;486.0;0.0;1,307.7;0.0;0.0;1,296.2;Final
2.1.2026;46;11:15 - 11:30;15;86.06;1,607.8;1,138.9;469.5;0.0;1,260.5;0.0;0.0;1,261.1;Final
2.1.2026;47;11:30 - 11:45;15;83.80;1,595.8;1,145.3;462.5;0.0;1,234.3;0.0;0.0;1,246.3;Final
2.1.2026;48;11:45 - 12:00;15;81.96;1,585.9;1,146.3;468.0;0.0;1,211.0;0.0;0.0;1,239.4;Final
2.1.2026;49;12:00 - 12:15;15;82.07;1,581.8;1,127.4;471.0;0.0;1,229.8;0.0;0.0;1,246.4;Final
2.1.2026;50;12:15 - 12:30;15;81.21;1,568.1;1,126.4;487.5;0.0;1,196.8;0.0;0.0;1,242.6;Final
2.1.2026;51;12:30 - 12:45;15;81.07;1,547.1;1,136.4;494.7;0.0;1,184.4;0.0;0.0;1,268.4;Final
2.1.2026;52;12:45 - 13:00;15;81.09;1,558.6;1,166.6;497.6;0.0;1,133.5;0.0;0.0;1,239.1;Final
2.1.2026;53;13:00 - 13:15;15;78.96;1,564.4;1,283.4;380.9;0.0;928.9;0.0;0.0;1,028.8;Final
2.1.2026;54;13:15 - 13:30;15;81.98;1,550.4;1,288.4;410.4;0.0;918.6;0.0;0.0;1,067.0;Final
2.1.2026;55;13:30 - 13:45;15;85.08;1,529.9;1,290.4;450.4;0.0;947.9;0.0;0.0;1,158.8;Final
2.1.2026;56;13:45 - 14:00;15;105.11;1,580.0;1,300.1;498.0;0.0;982.7;0.0;0.0;1,200.8;Final
2.1.2026;57;14:00 - 14:15;15;82.58;1,544.0;1,429.7;646.8;0.0;1,121.6;0.0;0.0;1,654.1;Final
2.1.2026;58;14:15 - 14:30;15;86.47;1,538.3;1,479.5;626.9;0.0;1,074.8;0.0;0.0;1,642.9;Final
2.1.2026;59;14:30 - 14:45;15;100.67;1,528.3;1,632.9;605.1;0.0;1,063.9;0.0;0.0;1,773.6;Final
2.1.2026;60;14:45 - 15:00;15;107.95;1,557.0;1,680.0;595.9;0.0;1,054.0;0.0;0.0;1,772.9;Final
2.1.2026;61;15:00 - 15:15;15;93.23;1,421.8;1,644.7;635.7;0.0;1,058.1;0.0;0.0;1,916.7;Final
2.1.2026;62;15:15 - 15:30;15;100.22;1,425.0;1,634.0;620.4;0.0;1,043.6;0.0;0.0;1,873.0;Final
2.1.2026;63;15:30 - 15:45;15;113.00;1,430.8;1,822.7;586.7;0.0;1,020.0;0.0;0.0;1,998.6;Final
2.1.2026;64;15:45 - 16:00;15;125.89;1,438.4;1,831.8;586.2;0.0;1,149.3;0.0;0.0;2,128.9;Final
2.1.2026;65;16:00 - 16:15;15;105.27;1,624.1;2,036.9;621.5;0.0;1,132.7;0.0;0.0;2,167.0;Final
2.1.2026;66;16:15 - 16:30;15;116.17;1,630.3;2,040.7;609.0;0.0;1,144.0;0.0;0.0;2,163.4;Final
2.1.2026;67;16:30 - 16:45;15;119.69;1,649.0;2,028.8;599.3;0.0;1,176.4;0.0;0.0;2,155.5;Final
2.1.2026;68;16:45 - 17:00;15;119.57;1,645.4;2,028.7;604.7;0.0;1,242.4;0.0;0.0;2,230.4;Final
2.1.2026;69;17:00 - 17:15;15;120.11;1,640.8;2,100.1;571.3;0.0;1,195.3;0.0;0.0;2,225.9;Final
2.1.2026;70;17:15 - 17:30;15;118.00;1,625.5;2,100.2;560.2;0.0;1,132.0;0.0;0.0;2,166.9;Final
2.1.2026;71;17:30 - 17:45;15;116.66;1,613.8;2,101.1;569.4;0.0;1,099.2;0.0;0.0;2,155.9;Final
2.1.2026;72;17:45 - 18:00;15;116.09;1,612.8;2,101.1;566.5;0.0;1,096.6;0.0;0.0;2,151.4;Final
2.1.2026;73;18:00 - 18:15;15;117.44;1,621.1;2,049.6;539.9;0.0;1,181.9;0.0;0.0;2,150.3;Final
2.1.2026;74;18:15 - 18:30;15;123.02;1,604.6;2,059.8;537.3;0.0;1,260.0;0.0;0.0;2,252.5;Final
2.1.2026;75;18:30 - 18:45;15;115.00;1,586.7;2,150.3;510.7;0.0;1,156.8;0.0;0.0;2,231.1;Final
2.1.2026;76;18:45 - 19:00;15;115.50;1,577.5;2,149.0;527.5;0.0;1,153.2;0.0;0.0;2,252.2;Final
2.1.2026;77;19:00 - 19:15;15;118.69;1,566.8;2,166.8;514.5;0.0;1,103.4;0.0;0.0;2,217.9;Final
2.1.2026;78;19:15 - 19:30;15;122.00;1,557.2;2,174.9;498.4;0.0;1,175.7;0.0;0.0;2,291.8;Final
2.1.2026;79;19:30 - 19:45;15;122.15;1,562.2;2,076.9;538.9;0.0;1,190.2;0.0;0.0;2,243.8;Final
2.1.2026;80;19:45 - 20:00;15;117.18;1,550.3;2,078.4;563.1;0.0;1,126.7;0.0;0.0;2,217.9;Final
2.1.2026;81;20:00 - 20:15;15;126.29;1,556.5;2,082.4;620.2;0.0;1,285.1;0.0;0.0;2,431.2;Final
2.1.2026;82;20:15 - 20:30;15;118.40;1,525.1;2,084.1;629.5;0.0;1,189.6;0.0;0.0;2,378.1;Final
2.1.2026;83;20:30 - 20:45;15;117.27;1,471.2;1,814.7;691.6;0.0;1,217.0;0.0;0.0;2,252.1;Final
2.1.2026;84;20:45 - 21:00;15;105.40;1,451.9;1,805.1;710.0;0.0;1,106.4;0.0;0.0;2,169.6;Final
2.1.2026;85;21:00 - 21:15;15;118.98;1,358.6;1,859.5;622.8;0.0;1,199.0;0.0;0.0;2,322.7;Final
2.1.2026;86;21:15 - 21:30;15;105.44;1,323.6;1,850.0;632.6;0.0;1,098.4;0.0;0.0;2,257.4;Final
2.1.2026;87;21:30 - 21:45;15;102.37;1,317.8;1,672.6;697.3;0.0;1,151.4;0.0;0.0;2,203.5;Final
2.1.2026;88;21:45 - 22:00;15;93.04;1,290.1;1,674.9;730.3;0.0;1,273.8;0.0;0.0;2,388.9;Final
2.1.2026;89;22:00 - 22:15;15;105.28;1,258.6;1,625.1;542.0;0.0;1,164.9;0.0;0.0;2,073.4;Final
2.1.2026;90;22:15 - 22:30;15;98.42;1,217.3;1,624.6;563.9;0.0;1,241.5;0.0;0.0;2,212.7;Final
2.1.2026;91;22:30 - 22:45;15;93.92;1,159.1;1,628.9;552.3;0.0;1,305.3;0.0;0.0;2,327.4;Final
2.1.2026;92;22:45 - 23:00;15;85.61;1,160.3;1,628.1;585.9;0.0;1,413.8;0.0;0.0;2,467.5;Final
2.1.2026;93;23:00 - 23:15;15;87.51;951.4;1,490.6;493.3;0.0;1,392.0;0.0;0.0;2,424.5;Final
2.1.2026;94;23:15 - 23:30;15;83.61;914.9;1,266.0;587.3;0.0;1,470.1;0.0;0.0;2,408.5;Final
2.1.2026;95;23:30 - 23:45;15;82.90;911.7;1,221.5;565.4;0.0;1,507.5;0.0;0.0;2,382.7;Final
2.1.2026;96;23:45 - 00:00;15;78.97;921.4;1,220.4;577.8;0.0;1,512.1;0.0;0.0;2,388.9;Final
3.1.2026;1;00:00 - 00:15;15;84.34;817.2;1,230.0;385.3;0.0;1,458.6;0.0;0.0;2,256.7;Final
3.1.2026;2;00:15 - 00:30;15;82.79;778.0;1,231.2;265.3;0.0;1,377.1;0.0;0.0;2,095.6;Final
3.1.2026;3;00:30 - 00:45;15;78.91;742.1;1,231.3;252.1;0.0;1,390.5;0.0;0.0;2,131.8;Final
3.1.2026;4;00:45 - 01:00;15;76.21;724.4;1,232.6;204.2;0.0;1,365.1;0.0;0.0;2,077.5;Final
3.1.2026;5;01:00 - 01:15;15;80.90;710.4;1,240.7;200.7;0.0;1,298.4;0.0;0.0;2,029.4;Final
3.1.2026;6;01:15 - 01:30;15;77.99;706.3;1,261.6;139.5;0.0;1,319.7;0.0;0.0;2,014.5;Final
3.1.2026;7;01:30 - 01:45;15;80.73;686.4;1,280.3;106.2;0.0;1,298.5;0.0;0.0;1,998.6;Final
3.1.2026;8;01:45 - 02:00;15;84.61;685.4;1,293.8;37.3;0.0;1,258.5;0.0;0.0;1,904.2;Final
3.1.2026;9;02:00 - 02:15;15;88.35;773.3;1,080.6;164.8;0.0;1,337.4;0.0;0.0;1,809.5;Final
3.1.2026;10;02:15 - 02:30;15;83.92;763.5;1,086.7;165.1;0.0;1,346.8;0.0;0.0;1,835.1;Final
3.1.2026;11;02:30 - 02:45;15;81.56;750.9;1,090.1;122.8;0.0;1,318.6;0.0;0.0;1,780.6;Final
3.1.2026;12;02:45 - 03:00;15;81.65;733.5;1,092.9;119.3;0.0;1,325.5;0.0;0.0;1,804.2;Final
3.1.2026;13;03:00 - 03:15;15;86.29;748.5;935.6;132.0;0.0;1,337.5;0.0;0.0;1,656.6;Final
3.1.2026;14;03:15 - 03:30;15;84.82;743.3;938.9;154.7;0.0;1,364.3;0.0;0.0;1,714.6;Final
3.1.2026;15;03:30 - 03:45;15;82.56;738.7;937.7;153.7;0.0;1,365.3;0.0;0.0;1,718.0;Final
3.1.2026;16;03:45 - 04:00;15;78.06;727.0;938.5;148.2;0.0;1,368.3;0.0;0.0;1,728.0;Final
3.1.2026;17;04:00 - 04:15;15;83.06;766.0;923.5;107.5;0.0;1,353.2;0.0;0.0;1,618.2;Final
3.1.2026;18;04:15 - 04:30;15;79.80;754.2;918.4;102.4;0.0;1,353.3;0.0;0.0;1,619.9;Final
3.1.2026;19;04:30 - 04:45;15;78.91;756.8;912.5;122.0;0.0;1,375.5;0.0;0.0;1,653.2;Final
