ttd_bucket,mean_diff,median_diff,std_diff,mean_pct,n
24.0,10.765160664963815,2.9989944776806254,105.69231979257276,,8179
12.0,8.207964033381622,1.0990631776480484,108.48949181661769,,15707
6.0,4.824349068123917,0.13412195497996038,73.8905967436587,,16329
3.0,3.092171626118254,-0.3372336916943901,59.963118033573856,,16308
1.0,5.572761279865846,-0.8340972222222263,103.83405539193474,,16281
0.5,13.428859577238182,-0.7600000000000051,254.34689976535273,,9025
