tradeday,hour,ttd_bucket,avg_bid,avg_ask,n_snapshots,mid_price,spread,da_price,idm_da_diff,idm_da_pct
2024-02-06,11,6.0,54.0,54.67,4,54.335,0.6700000000000017,53.46,0.875,1.6367377478488587
2024-02-06,11,3.0,68.75666666666666,,3,68.75666666666666,,53.46,15.29666666666666,28.61329342810823
2024-02-06,11,1.0,85.0,50.0,2,67.5,-35.0,53.46,14.04,26.26262626262626
2024-02-06,11,0.5,,49.5,1,49.5,,53.46,-3.960000000000001,-7.407407407407408
2024-02-06,12,12.0,47.5,51.49,2,49.495000000000005,3.990000000000002,44.76,4.7350000000000065,10.578641644325305
2024-02-06,12,6.0,55.486,48.11666666666667,18,51.80133333333333,-7.36933333333333,44.76,7.041333333333334,15.731307715221925
2024-02-06,12,3.0,75.1,,1,75.1,,44.76,30.339999999999996,67.78373547810544
2024-02-06,13,12.0,44.81,47.5,6,46.155,2.6899999999999977,43.59,2.5649999999999977,5.884377150722637
2024-02-06,13,6.0,63.06888888888889,,9,63.06888888888889,,43.59,19.47888888888889,44.68659988274579
2024-02-06,14,12.0,51.0,54.49,2,52.745000000000005,3.490000000000002,58.17,-5.424999999999997,-9.326113116726829
2024-02-06,14,6.0,63.67888888888889,,9,63.67888888888889,,58.17,5.50888888888889,9.470326437835466
2024-02-06,15,12.0,66.97,73.25090909090909,12,70.11045454545454,6.280909090909091,71.96,-1.8495454545454493,-2.5702410430036817
2024-02-06,15,6.0,73.45111111111112,72.3,14,72.87555555555556,-1.1511111111111205,71.96,0.9155555555555708,1.2723117781483753
2024-02-06,15,3.0,77.005,,2,77.005,,71.96,5.045000000000002,7.0108393551973345
2024-02-06,15,1.0,77.97,70.0,3,73.985,-7.969999999999999,71.96,2.0250000000000057,2.814063368538085
2024-02-06,16,12.0,72.55499999999999,72.985,4,72.77,0.4300000000000068,76.03,-3.260000000000005,-4.287781139024076
2024-02-06,16,6.0,74.53818181818181,72.84666666666666,17,73.69242424242424,-1.6915151515151479,76.03,-2.337575757575763,-3.074543939991797
2024-02-06,16,3.0,76.035,,2,76.035,,76.03,0.0049999999999954525,0.006576351440214984
2024-02-06,16,1.0,77.0,71.22833333333332,7,74.11416666666666,-5.771666666666675,76.03,-1.9158333333333388,-2.519838660178007
2024-02-06,17,12.0,75.9575,78.48,9,77.21875,2.522500000000008,80.71,-3.4912499999999937,-4.325672159583687
2024-02-06,17,6.0,78.80799999999999,76.85461538461539,18,77.83130769230769,-1.953384615384607,80.71,-2.8786923076923046,-3.5667108260343263
2024-02-06,17,3.0,83.12136363636364,,22,83.12136363636364,,80.71,2.411363636363646,2.98768880728986
2024-02-06,17,1.0,,75.565,4,75.565,,80.71,-5.144999999999996,-6.3746747614917565
2024-02-06,18,12.0,80.32958333333333,88.25,26,84.28979166666667,7.920416666666668,74.91,9.379791666666677,12.521414586392574
2024-02-06,18,6.0,83.59,81.595,5,82.5925,-1.9950000000000045,74.91,7.6825000000000045,10.255640101455086
2024-02-06,18,3.0,,78.03,3,78.03,,74.91,3.1200000000000045,4.164997997597123
2024-02-06,18,1.0,,74.89444444444445,9,74.89444444444445,,74.91,-0.015555555555550882,-0.020765659532173117
2024-02-06,19,12.0,80.927,84.325,12,82.626,3.397999999999996,80.65,1.975999999999999,2.4500929944203333
2024-02-06,19,6.0,,81.11,6,81.11,,80.65,0.45999999999999375,0.570365778053309
2024-02-06,19,3.0,,78.07142857142857,7,78.07142857142857,,80.65,-2.5785714285714363,-3.1972367372243475
2024-02-06,19,1.0,,76.83,1,76.83,,80.65,-3.8200000000000074,-4.736515809051466
2024-02-06,20,12.0,72.53193548387097,72.1242857142857,38,72.32811059907834,-0.40764976958526233,75.35,-3.0218894009216513,-4.010470339643864
2024-02-06,21,12.0,63.4748,60.12833333333333,37,61.801566666666666,-3.3464666666666716,73.07,-11.268433333333327,-15.42142238036585
2024-02-06,22,12.0,55.94,52.00888888888889,33,53.974444444444444,-3.9311111111111074,60.76,-6.785555555555554,-11.167800453514737
2024-02-06,23,24.0,48.54,53.432857142857145,8,50.986428571428576,4.892857142857146,53.82,-2.8335714285714246,-5.264904177947649
2024-02-06,23,12.0,50.16,50.98074074074074,38,50.57037037037037,0.8207407407407459,53.82,-3.2496296296296308,-6.037959178055798
2024-02-07,0,6.0,,63.58,1,63.58,,48.58,15.0,30.876904075751337
2024-02-07,0,1.0,20.333333333333332,175.0,5,97.66666666666667,154.66666666666666,48.58,49.08666666666667,101.04295320433651
2024-02-07,1,12.0,,60.0,1,60.0,,45.0,15.0,33.33333333333333
2024-02-07,1,1.0,47.30885057471264,49.26881720430107,180,48.28883388950686,1.959966629588429,45.0,3.2888338895068614,7.308519754459692
2024-02-07,2,12.0,,58.74,1,58.74,,43.74,15.0,34.29355281207133
2024-02-07,2,3.0,45.61065573770492,48.53625,93,47.073452868852456,2.9255942622950855,43.74,3.3334528688524543,7.621062800302822
2024-02-07,2,1.0,39.82280487804878,45.53064935064935,159,42.67672711434906,5.70784447260057,43.74,-1.0632728856509388,-2.4308936571809303
2024-02-07,3,12.0,,58.61,1,58.61,,48.61,10.0,20.57189878625797
2024-02-07,3,3.0,48.67089430894309,50.43111111111111,222,49.5510027100271,1.7602168021680171,48.61,0.9410027100270995,1.9358212508271948
2024-02-07,3,1.0,47.63719512195122,54.31921052631579,158,50.978202824133504,6.68201540436457,48.61,2.3682028241335047,4.871842880340474
2024-02-07,4,12.0,,63.68,1,63.68,,53.68,10.0,18.628912071535023
2024-02-07,4,6.0,53.25923076923077,56.80230769230769,52,55.03076923076923,3.5430769230769243,53.68,1.350769230769231,2.5163361228935
2024-02-07,4,3.0,53.726462585034014,55.27979310344828,292,54.50312784424115,1.5533305184142634,53.68,0.8231278442411494,1.5333976234000548
2024-02-07,4,1.0,60.042,65.26106796116505,208,62.65153398058253,5.219067961165052,53.68,8.971533980582528,16.71299176710605
2024-02-07,5,12.0,,72.08,1,72.08,,57.08,15.0,26.278906797477227
2024-02-07,5,6.0,51.36456140350877,58.29459459459459,94,54.82957799905168,6.930033191085819,57.08,-2.250422000948319,-3.9425753345275387
2024-02-07,5,3.0,52.35079069767442,56.83186046511628,344,54.59132558139535,4.481069767441859,57.08,-2.4886744186046457,-4.359976206385154
2024-02-07,5,1.0,48.534831460674155,55.193373493975905,172,51.864102477325034,6.6585420333017495,57.08,-5.215897522674965,-9.13787232423785
