pred_quartile,mean_residual,std_residual,count
Q1-Small,0.007256010131572744,6.837949557714889,17799
Q2,0.05945337532503561,7.239790577031872,17799
Q3,0.20787905896859935,8.3226834184051,17799
Q4-Large,-0.2745884444252073,11.202552621202788,17799
