time,Adelta
2026-03-24 10:45:00+00:00,-0.006166174694938686
2026-03-24 11:00:00+00:00,-0.009987075707000082
2026-03-24 11:15:00+00:00,-0.003120311076644733
2026-03-24 11:30:00+00:00,0.010212341932665625
2026-03-24 11:45:00+00:00,0.005137271642201957
2026-03-24 12:00:00+00:00,0.031330034535464124
2026-03-24 12:15:00+00:00,0.020194985263199076
2026-03-24 12:30:00+00:00,0.01232553868756098
2026-03-24 12:45:00+00:00,0.004758988777524998
2026-03-24 13:00:00+00:00,0.015704818188628962
2026-03-24 13:15:00+00:00,0.026585894279616235
2026-03-24 13:30:00+00:00,0.014390635150498255
2026-03-24 13:45:00+00:00,0.01878074895759164
2026-03-24 14:00:00+00:00,0.001608131443087588
2026-03-24 14:15:00+00:00,0.025471779450055583
2026-03-24 14:30:00+00:00,0.025713343278560175
2026-03-24 14:45:00+00:00,-0.01702361042248854
2026-03-24 15:00:00+00:00,-0.03455877963050478
2026-03-24 15:15:00+00:00,0.02603541496931843
2026-03-24 15:30:00+00:00,0.017372012639363603
2026-03-24 15:45:00+00:00,0.01067660547251834
2026-03-24 16:00:00+00:00,-0.014334574914806417
2026-03-24 16:15:00+00:00,0.017303052748011225
2026-03-24 16:30:00+00:00,0.005049937306675651
2026-03-24 16:45:00+00:00,-0.008503762233654732
2026-03-24 17:00:00+00:00,-0.03215253556246225
2026-03-24 17:15:00+00:00,0.02441739782774449
2026-03-24 17:30:00+00:00,0.032778332615157
2026-03-24 17:45:00+00:00,0.036461437045905154
2026-03-24 18:00:00+00:00,0.003013329467581427
2026-03-24 18:15:00+00:00,0.009180969609975914
2026-03-24 18:30:00+00:00,-0.000665782804296966
2026-03-24 18:45:00+00:00,-0.009137665392703475
2026-03-24 19:00:00+00:00,0.00464980731237602
2026-03-24 19:15:00+00:00,-0.019164242553896364
2026-03-24 19:30:00+00:00,-0.010200549642807921
2026-03-24 19:45:00+00:00,0.004718887520631149
2026-03-24 20:00:00+00:00,0.005959231505797746
2026-03-24 20:15:00+00:00,0.017497836421476457
2026-03-24 20:30:00+00:00,0.020620213749812693
2026-03-24 20:45:00+00:00,-0.029928818085087676
2026-03-24 21:00:00+00:00,0.051250386005825446
2026-03-24 21:15:00+00:00,0.006740941465722187
2026-03-24 21:30:00+00:00,0.037467425163209445
2026-03-24 21:45:00+00:00,-0.04016759833087522
2026-03-24 22:00:00+00:00,0.024594283188018595
2026-03-24 22:15:00+00:00,-0.13995243644561384
2026-03-24 22:30:00+00:00,-0.0224582537010312
2026-03-24 22:45:00+00:00,-0.026735063885311293
2026-03-24 23:00:00+00:00,0.0799054301367468
2026-03-24 23:15:00+00:00,-0.014952153378301199
2026-03-24 23:30:00+00:00,-0.017220336466093864
2026-03-24 23:45:00+00:00,-0.013539871331479816
2026-03-25 00:00:00+00:00,0.049337915960994
2026-03-25 00:15:00+00:00,-0.008438370051622388
2026-03-25 00:30:00+00:00,-0.020127979944447677
2026-03-25 00:45:00+00:00,0.06555097416205541
2026-03-25 01:00:00+00:00,-0.08174160748683079
2026-03-25 01:15:00+00:00,-0.07374044353596368
2026-03-25 01:30:00+00:00,-0.012134423389342102
2026-03-25 01:45:00+00:00,0.019510369111968413
2026-03-25 02:00:00+00:00,0.024013992584572912
2026-03-25 02:15:00+00:00,0.01602331614451938
2026-03-25 02:30:00+00:00,0.009276193386779893
2026-03-25 02:45:00+00:00,0.008692390420039503
2026-03-25 03:00:00+00:00,0.00883726924143896
