time,Pdod
2026-03-24 10:45:00+00:00,-1.5246646987797547
2026-03-24 11:00:00+00:00,-1.5399483028280003
2026-03-24 11:15:00+00:00,-1.2124812443065789
2026-03-24 11:30:00+00:00,-1.1591506322693375
2026-03-24 11:45:00+00:00,-1.1794509134311921
2026-03-24 12:00:00+00:00,-0.3746798618581435
2026-03-24 12:15:00+00:00,0.0807799410527963
2026-03-24 12:30:00+00:00,0.04930215475024392
2026-03-24 12:45:00+00:00,0.019035955110099992
2026-03-24 13:00:00+00:00,0.06281927275451585
2026-03-24 13:15:00+00:00,0.10634357711846494
2026-03-24 13:30:00+00:00,0.05756254060199302
2026-03-24 13:45:00+00:00,0.07512299583036657
2026-03-24 14:00:00+00:00,0.006432525772350352
2026-03-24 14:15:00+00:00,0.10188711780022233
2026-03-24 14:30:00+00:00,-1.3971466268857593
2026-03-24 14:45:00+00:00,-0.06809444168995415
2026-03-24 15:00:00+00:00,-0.1382351185220191
2026-03-24 15:15:00+00:00,0.10414165987727372
2026-03-24 15:30:00+00:00,0.06948805055745441
2026-03-24 15:45:00+00:00,0.04270642189007336
2026-03-24 16:00:00+00:00,-0.05733829965922567
2026-03-24 16:15:00+00:00,0.0692122109920449
2026-03-24 16:30:00+00:00,0.020199749226702604
2026-03-24 16:45:00+00:00,1.7659849510653811
2026-03-24 17:00:00+00:00,-0.128610142249849
2026-03-24 17:15:00+00:00,1.897669591310978
2026-03-24 17:30:00+00:00,1.931113330460628
2026-03-24 17:45:00+00:00,1.9458457481836207
2026-03-24 18:00:00+00:00,0.7120533178703257
2026-03-24 18:15:00+00:00,0.7367238784399036
2026-03-24 18:30:00+00:00,0.6973368687828121
2026-03-24 18:45:00+00:00,-0.0365506615708139
2026-03-24 19:00:00+00:00,1.8185992292495041
2026-03-24 19:15:00+00:00,-0.07665697021558546
2026-03-24 19:30:00+00:00,1.7591978014287684
2026-03-24 19:45:00+00:00,0.018875550082524596
2026-03-24 20:00:00+00:00,1.823836926023191
2026-03-24 20:15:00+00:00,0.06999134568590583
2026-03-24 20:30:00+00:00,0.08248085499925077
2026-03-24 20:45:00+00:00,-0.1197152723403507
2026-03-24 21:00:00+00:00,0.20500154402330178
