X,A,Y,rule,total_rev,rev_per_mwh,n_curtailed,pct_curtailed
-1,75.0,-6.0,combined,108175.14887674121,39.503048815637314,7191,71.93877551020408
-1,75.0,-4.0,combined,115365.50484664908,42.12879960803721,6976,69.78791516606643
-1,75.0,-2.0,combined,124464.02175302233,45.451366401191336,6702,67.046818727491
-1,80.0,-20.0,combined,71972.5372982803,26.28269693919088,8024,80.27210884353741
-1,80.0,-18.0,combined,73901.64529549815,26.98716231941943,7977,79.80192076830733
-1,80.0,-16.0,combined,76613.12002448339,27.977329836577344,7910,79.13165266106442
-1,80.0,-14.0,combined,80339.09711697642,29.33797002518859,7828,78.31132452981193
-1,80.0,-12.0,combined,84898.74083079209,31.0030458774438,7717,77.20088035214086
-1,80.0,-10.0,combined,91741.54662640564,33.501879428281356,7597,76.00040016006403
-1,80.0,-8.0,combined,98605.4499453185,36.0084173040164,7446,74.48979591836735
-1,80.0,-6.0,combined,105663.35684353151,38.58580077546433,7247,72.49899959983993
-1,80.0,-4.0,combined,113725.11628919153,41.529767853195864,7013,70.1580632252901
-1,80.0,-2.0,combined,123727.13775328426,45.182273500322914,6718,67.20688275310124
-1,85.0,-20.0,combined,66895.03772237083,24.42851216855494,8151,81.54261704681873
-1,85.0,-18.0,combined,69028.23901626005,25.207507674649452,8100,81.03241296518607
-1,85.0,-16.0,combined,71902.57911723742,26.257149838313403,8030,80.33213285314126
-1,85.0,-14.0,combined,75988.83327770497,27.74935483410202,7941,79.44177671068428
-1,85.0,-12.0,combined,80920.18578761852,29.550170094806653,7823,78.26130452180873
-1,85.0,-10.0,combined,88006.62790258878,32.13797396384341,7698,77.01080432172868
-1,85.0,-8.0,combined,95442.99564053456,34.85356253306112,7534,75.37014805922368
-1,85.0,-6.0,combined,103058.93066387158,37.634724899164326,7321,73.23929571828731
-1,85.0,-4.0,combined,112117.62228414806,40.942748423951244,7059,70.61824729891957
-1,85.0,-2.0,combined,123065.4090459246,44.94062556453572,6738,67.40696278511405
-1,90.0,-20.0,combined,60982.75627619073,22.269484471293726,8310,83.13325330132054
-1,90.0,-18.0,combined,63194.02105690499,23.07698694745289,8258,82.61304521808724
-1,90.0,-16.0,combined,66319.0305191738,24.218167732681056,8184,81.87274909963985
-1,90.0,-14.0,combined,70591.93702517686,25.778533824560643,8091,80.94237695078031
-1,90.0,-12.0,combined,75730.81313568813,27.6551318783553,7968,79.71188475390156
-1,90.0,-10.0,combined,83254.82666822181,30.402726653601306,7833,78.36134453781513
-1,90.0,-8.0,combined,91261.81578468527,33.32669288076442,7656,76.5906362545018
-1,90.0,-6.0,combined,99756.12811585142,36.42861821350111,7416,74.18967587034814
-1,90.0,-4.0,combined,109842.06679752239,40.11176847703857,7127,71.29851940776311
-1,90.0,-2.0,combined,122102.13372111971,44.588859816359815,6765,67.67707082833134
-1,95.0,-20.0,combined,55232.21863134402,20.169521849015492,8464,84.67386954781912
-1,95.0,-18.0,combined,57612.99209777053,21.038924955364642,8410,84.13365346138455
-1,95.0,-16.0,combined,60795.08228085628,22.200950292454092,8335,83.38335334133653
-1,95.0,-14.0,combined,65326.937227039234,23.85587833298249,8237,82.40296118447378
-1,95.0,-12.0,combined,71019.36895791037,25.93462202669821,8102,81.05242096838735
-1,95.0,-10.0,combined,79114.1701198792,28.890655170858608,7954,79.5718287314926
-1,95.0,-8.0,combined,87880.68166477009,32.09198132660316,7760,77.63105242096839
-1,95.0,-6.0,combined,97438.70361213462,35.58234867518793,7491,74.93997599039616
-1,95.0,-4.0,combined,108159.06988548517,39.49717714193879,7182,71.84873949579831
-1,95.0,-2.0,combined,121602.62364198391,44.40645035129416,6784,67.8671468587435
-1,100.0,-20.0,combined,48323.744886634675,17.646707890240535,8648,86.51460584233693
-1,100.0,-18.0,combined,50840.79407229586,18.565875720236587,8592,85.95438175270108
-1,100.0,-16.0,combined,54745.62733591367,19.991830023339787,8511,85.14405762304922
-1,100.0,-14.0,combined,59444.71307976459,21.70782686231544,8409,84.1236494597839
-1,100.0,-12.0,combined,65615.08886310051,23.961104609662765,8266,82.69307723089236
-1,100.0,-10.0,combined,74372.37293232558,27.159061105874084,8101,81.04241696678672
-1,100.0,-8.0,combined,83658.33978315443,30.550080259697065,7893,78.96158463385355
-1,100.0,-6.0,combined,94516.65590063966,34.515284801577444,7592,75.95038015206083
-1,100.0,-4.0,combined,106330.0100711404,38.82924703152951,7248,72.50900360144058
-1,100.0,-2.0,combined,120790.08677467289,44.10973078245432,6814,68.1672669067627
0,,,rule1_only,142462.03785044164,52.02382334591063,6102,61.04441776710684
0,0.0,-20.0,combined,134708.11300474533,49.192270305559944,6390,63.92557022809123
0,0.0,-18.0,combined,134959.95454298702,49.28423697888805,6382,63.84553821528611
0,0.0,-16.0,combined,135545.90679779203,49.498213116342406,6368,63.70548219287715
0,0.0,-14.0,combined,136283.33697273288,49.76750546769387,6350,63.52541016406562
0,0.0,-12.0,combined,136925.43143437762,50.00198343352967,6330,63.32533013205283
0,0.0,-10.0,combined,137369.26410449407,50.16406080356927,6316,63.18527410964386
0,0.0,-8.0,combined,138288.7560646088,50.49983788511862,6285,62.87515006002401
0,0.0,-6.0,combined,139374.6119696718,50.89636721066017,6243,62.45498199279712
0,0.0,-4.0,combined,140329.15925306763,51.24494568107934,6203,62.05482192877151
0,0.0,-2.0,combined,141384.2343705657,51.630234578792624,6154,61.564625850340136
0,5.0,-20.0,combined,126234.0121831143,46.09772574609784,6568,65.70628251300519
0,5.0,-18.0,combined,126669.6597889894,46.25681412101571,6553,65.5562224889956
0,5.0,-16.0,combined,127288.36006382696,46.48274907384859,6537,65.39615846338536
0,5.0,-14.0,combined,128173.86297298556,46.80611414438562,6515,65.17607042817127
0,5.0,-12.0,combined,128966.39865052175,47.09552974383646,6491,64.9359743897559
0,5.0,-10.0,combined,131882.68976442798,48.160491441874086,6465,64.67587034813926
0,5.0,-8.0,combined,134634.8438853022,49.16551412697276,6415,64.17567026810724
0,5.0,-6.0,combined,136832.83528644423,49.96816947357736,6349,63.515406162464984
0,5.0,-4.0,combined,138557.73600997133,50.598063106182934,6283,62.855142056822736
0,5.0,-2.0,combined,140340.63059450773,51.249134748213464,6204,62.064825930372145
0,10.0,-20.0,combined,123360.89261131706,45.04852929130772,6657,66.59663865546219
0,10.0,-18.0,combined,124250.3896713898,45.3733529328768,6635,66.3765506202481
0,10.0,-16.0,combined,125036.52110083008,45.66042984985032,6615,66.17647058823529
0,10.0,-14.0,combined,126362.02493006668,46.14447302441816,6585,65.8763505402161
0,10.0,-12.0,combined,127293.88869418036,46.48476800108837,6557,65.59623849539817
0,10.0,-10.0,combined,130361.40865346632,47.604954956714266,6525,65.27611044417768
0,10.0,-8.0,combined,133243.33658409087,48.65736801931452,6469,64.71588635454182
0,10.0,-6.0,combined,135733.3199547453,49.56665204307089,6394,63.9655862344938
0,10.0,-4.0,combined,137551.00951658143,50.230430001673035,6322,63.24529811924769
0,10.0,-2.0,combined,139676.00417541308,51.006428635485356,6228,62.30492196878752
0,15.0,-20.0,combined,120378.6045356757,43.95946703756782,6735,67.37695078031213
0,15.0,-18.0,combined,121439.84129477307,44.347006023507554,6708,67.10684273709484
0,15.0,-16.0,combined,122532.37867031788,44.74597526669511,6682,66.8467386954782
0,15.0,-14.0,combined,124127.81677571937,45.32859216174386,6647,66.49659863945578
0,15.0,-12.0,combined,125437.22380144839,45.80675715799314,6612,66.14645858343337
0,15.0,-10.0,combined,128769.64413530176,47.02367957029717,6575,65.77631052420968
0,15.0,-8.0,combined,131949.9384550789,48.18504909986814,6511,65.1360544217687
0,15.0,-6.0,combined,134785.22390860814,49.22042941447859,6427,64.29571828731493
0,15.0,-4.0,combined,136884.8706487302,49.987171577830196,6346,63.485394157663066
0,15.0,-2.0,combined,139343.98103050375,50.885181503981805,6243,62.45498199279712
0,20.0,-20.0,combined,118243.68633097399,43.179844555570405,6797,67.99719887955182
0,20.0,-18.0,combined,119403.3494994278,43.60332657735459,6768,67.70708283313326
0,20.0,-16.0,combined,120509.75317574054,44.00735947112933,6741,67.43697478991596
0,20.0,-14.0,combined,122275.01968832224,44.65199375121321,6704,67.06682673069227
0,20.0,-12.0,combined,123693.99327668354,45.17016990822508,6667,66.69667867146859
0,20.0,-10.0,combined,127375.46788381839,46.514558824064565,6623,66.25650260104041
0,20.0,-8.0,combined,130654.53891492056,47.71199931161283,6554,65.56622649059624
0,20.0,-6.0,combined,133593.9632108115,48.785408709761725,6467,64.69587835134054
0,20.0,-4.0,combined,136153.64635548156,49.72014547015833,6371,63.735494197679074
0,20.0,-2.0,combined,138940.62921341512,50.73788680010777,6258,62.60504201680672
0,25.0,-20.0,combined,116404.70673096835,42.50829197011699,6865,68.67747098839536
0,25.0,-18.0,combined,117613.04473743784,42.94954891083766,6835,68.37735094037615
0,25.0,-16.0,combined,118731.68717588006,43.35805111593634,6807,68.09723889555822
0,25.0,-14.0,combined,120518.62706736727,44.010600009993894,6769,67.71708683473389
0,25.0,-12.0,combined,122049.25347503436,44.56954918019076,6729,67.31692677070828
0,25.0,-10.0,combined,125816.69351564685,45.94533067325696,6682,66.8467386954782
0,25.0,-8.0,combined,129327.23981709815,47.227300546705436,6606,66.08643457382954
0,25.0,-6.0,combined,132524.07966797997,48.39471211947852,6509,65.11604641856744
0,25.0,-4.0,combined,135387.3487880864,49.440311418378045,6404,64.0656262505002
0,25.0,-2.0,combined,138552.91557142226,50.596302794121485,6273,62.755102040816325
0,30.0,-20.0,combined,114178.46355131171,41.695319730978575,6938,69.4077631052421
0,30.0,-18.0,combined,115411.63803511996,42.14564637566461,6907,69.09763905562225
0,30.0,-16.0,combined,116797.06152179542,42.651570815730146,6872,68.74749899959984
0,30.0,-14.0,combined,118869.99167596645,43.408556703172096,6827,68.29731892757103
0,30.0,-12.0,combined,120648.37825599045,44.05798212678589,6779,67.8171268507403
0,30.0,-10.0,combined,124457.27815630447,45.448903796488636,6729,67.31692677070828
0,30.0,-8.0,combined,128091.69632641118,46.776108795797256,6649,66.51660664265707
0,30.0,-6.0,combined,131450.97564697347,48.002839485456285,6547,65.49619847939175
0,30.0,-4.0,combined,134531.39280479864,49.127736198071375,6435,64.37575030012005
0,30.0,-2.0,combined,138077.85855217007,50.42282301788274,6291,62.935174069627855
0,35.0,-20.0,combined,112955.99290216647,41.248901877799625,6975,69.77791116446579
0,35.0,-18.0,combined,114205.02353789745,41.705018820441666,6943,69.4577831132453
0,35.0,-16.0,combined,115617.1380563942,42.220690204642935,6907,69.09763905562225
0,35.0,-14.0,combined,117870.31673300383,43.04349866089828,6857,68.59743897559024
0,35.0,-12.0,combined,119719.75539297806,43.71887065183248,6807,68.09723889555822
0,35.0,-10.0,combined,123528.65529329207,45.10979232153524,6757,67.59703881552622
0,35.0,-8.0,combined,127397.75017584686,46.5226957989508,6671,66.73669467787114
0,35.0,-6.0,combined,130795.58031850634,47.763504352361366,6568,65.70628251300519
0,35.0,-4.0,combined,134117.95001808705,48.97675650675105,6449,64.51580632252902
0,35.0,-2.0,combined,137833.36466262396,50.33353953499269,6299,63.015206082432975
0,40.0,-20.0,combined,111575.36964670426,40.74473037054641,7022,70.24809923969588
0,40.0,-18.0,combined,112824.40028243526,41.20084731318846,6990,69.9279711884754
0,40.0,-16.0,combined,114332.41737706178,41.75154008803016,6952,69.54781912765105
0,40.0,-14.0,combined,116585.59605367141,42.574348544285506,6902,69.04761904761905
0,40.0,-12.0,combined,118523.41905686562,43.2819964420339,6848,68.50740296118447
0,40.0,-10.0,combined,122458.96574270615,44.71916657270894,6794,67.9671868747499
0,40.0,-8.0,combined,126415.53889080966,46.1640150784435,6705,67.07683073229292
0,40.0,-6.0,combined,129964.36495529766,47.459963831177944,6595,65.97639055622248
0,40.0,-4.0,combined,133532.340396283,48.76290549090089,6467,64.69587835134054
0,40.0,-2.0,combined,137346.66841856128,50.15580938451698,6313,63.15526210484194
0,45.0,-20.0,combined,109629.44815888628,40.034125094539256,7075,70.77831132452981
0,45.0,-18.0,combined,110878.47879461729,40.49024203718131,7043,70.45818327330933
0,45.0,-16.0,combined,112511.93931946324,41.08674383562053,7002,70.04801920768308
0,45.0,-14.0,combined,114968.13790418339,41.98369044120048,6948,69.5078031212485
0,45.0,-12.0,combined,116940.36827356233,42.70390310895499,6893,68.95758303321328
0,45.0,-10.0,combined,121058.19374374294,44.207637212877216,6833,68.35734293717486
0,45.0,-8.0,combined,125203.84019017592,45.72153089036515,6739,67.41696678671468
0,45.0,-6.0,combined,128857.7832128515,47.05586591179211,6626,66.28651460584234
0,45.0,-4.0,combined,132702.25643127383,48.45977813002989,6489,64.91596638655463
0,45.0,-2.0,combined,136987.46643213186,50.02463717211944,6324,63.26530612244898
0,50.0,-20.0,combined,107428.71698841092,39.230469247885964,7131,71.33853541416568
0,50.0,-18.0,combined,108921.19496773102,39.775487499171426,7095,70.97839135654262
0,50.0,-16.0,combined,110598.07903021187,40.3878465637642,7053,70.55822328931572
0,50.0,-14.0,combined,113291.26093969311,41.371333968628804,6996,69.98799519807923
0,50.0,-12.0,combined,115434.28430039172,42.1539162651153,6936,69.38775510204081
0,50.0,-10.0,combined,119834.47535269943,43.76076371337257,6870,68.72749099639856
0,50.0,-8.0,combined,124300.01077856054,45.391473407303735,6767,67.69707883153261
0,50.0,-6.0,combined,128150.39141717501,46.797542878021844,6648,66.50660264105642
0,50.0,-4.0,combined,132119.3988267408,48.24693208689045,6507,65.09603841536614
0,50.0,-2.0,combined,136651.27080840964,49.90186634838214,6335,63.37535014005602
0,55.0,-20.0,combined,104440.98093702662,38.13941752009445,7200,72.02881152460985
0,55.0,-18.0,combined,106112.28835962819,38.749740125485026,7160,71.62865146058424
0,55.0,-16.0,combined,107934.83702637948,39.41529251620636,7114,71.16846738695479
0,55.0,-14.0,combined,110751.15405973005,40.443746004867826,7053,70.55822328931572
0,55.0,-12.0,combined,112996.30151703433,41.26362164659449,6990,69.9279711884754
0,55.0,-10.0,combined,117816.11945851563,43.02370707658328,6913,69.15766306522609
0,55.0,-8.0,combined,122371.07160572865,44.687069677815025,6807,68.09723889555822
0,55.0,-6.0,combined,126319.33342090607,46.128883078040495,6685,66.87675070028011
0,55.0,-4.0,combined,130594.91169749916,47.69022483840899,6536,65.38615446178471
0,55.0,-2.0,combined,135995.17028826842,49.66227369568669,6350,63.52541016406562
0,60.0,-20.0,combined,100547.01916912053,36.71743323441445,7269,72.71908763505402
0,60.0,-18.0,combined,102290.41904025279,37.35408232553783,7227,72.29891956782714
0,60.0,-16.0,combined,104261.12641551209,38.07373883125624,7177,71.79871948779511
0,60.0,-14.0,combined,107279.05884478442,39.17581757405216,7112,71.1484593837535
0,60.0,-12.0,combined,110166.16317378287,40.23012093696425,7037,70.39815926370548
0,60.0,-10.0,combined,115273.81423794961,42.09531632995531,6954,69.56782713085235
0,60.0,-8.0,combined,120507.33144191107,44.00647511025091,6843,68.45738295318127
0,60.0,-6.0,combined,124661.7156123865,45.52355960136814,6716,67.18687474989996
0,60.0,-4.0,combined,129285.2273156913,47.211958558169485,6560,65.62625050020007
0,60.0,-2.0,combined,135283.66155572725,49.40244725231057,6363,63.65546218487395
0,65.0,-20.0,combined,96713.0458325925,35.31735532887544,7362,73.64945978391356
0,65.0,-18.0,combined,98507.62460077232,35.972693763063226,7318,73.20928371348539
0,65.0,-16.0,combined,100502.40510359238,36.70114121515936,7267,72.69907963185274
0,65.0,-14.0,combined,103637.67789420523,37.846069929230666,7199,72.0188075230092
0,65.0,-12.0,combined,106802.35994679226,39.00173822187857,7118,71.20848339335734
0,65.0,-10.0,combined,112135.13537533933,40.949143797596896,7030,70.32813125250101
0,65.0,-8.0,combined,117654.11284915719,42.96454603022101,6911,69.1376550620248
0,65.0,-6.0,combined,122465.84795041016,44.721679794920455,6770,67.72709083633454
0,65.0,-4.0,combined,127685.66942125832,46.62783721196989,6601,66.03641456582633
0,65.0,-2.0,combined,134253.04711018855,49.02609082317724,6391,63.93557422969187
0,70.0,-20.0,combined,91743.45297432496,33.502575582210405,7473,74.75990396158463
0,70.0,-18.0,combined,93538.0317425048,34.157914016398195,7429,74.31972789115646
0,70.0,-16.0,combined,95781.46174000381,34.97716248174256,7373,73.75950380152061
0,70.0,-14.0,combined,99118.29987261901,36.195698171420915,7300,73.02921168467387
0,70.0,-12.0,combined,102699.07940695631,37.50331558828379,7210,72.12885154061624
0,70.0,-10.0,combined,108682.29750349477,39.68824770066272,7110,71.12845138055222
0,70.0,-8.0,combined,114342.345535209,41.75516562051162,6988,69.90796318527411
0,70.0,-6.0,combined,119730.0455555812,43.72262837992302,6833,68.35734293717486
0,70.0,-4.0,combined,125448.40700409727,45.81084100354123,6655,66.5766306522609
0,70.0,-2.0,combined,133168.32881692413,48.629976927009984,6416,64.18567426970789
0,75.0,-20.0,combined,84987.59201329389,31.035492263107617,7640,76.43057222889156
0,75.0,-18.0,combined,86823.32268514507,31.705858415551084,7595,75.98039215686273
0,75.0,-16.0,combined,89288.36959568475,32.60603622395733,7534,75.37014805922368
0,75.0,-14.0,combined,92928.44885234763,33.93530852043078,7454,74.56982793117247
0,75.0,-12.0,combined,96937.06837833751,35.39916315305928,7355,73.57943177270909
0,75.0,-10.0,combined,103204.15483507322,37.68775738937819,7248,72.50900360144058
0,75.0,-8.0,combined,109320.40446114268,39.9212695227661,7114,71.16846738695479
0,75.0,-6.0,combined,115596.34893003246,42.213098499135434,6935,69.37775110044018
0,75.0,-4.0,combined,122786.70489994032,44.838849291535325,6720,67.22689075630252
0,75.0,-2.0,combined,131885.22180631355,48.16141608468944,6446,64.48579431772708
0,80.0,-20.0,combined,78823.69621588718,28.784580855933093,7784,77.87114845938376
0,80.0,-18.0,combined,80752.80421310503,29.48904623616164,7737,77.40096038415366
0,80.0,-16.0,combined,83464.27894209026,30.479213753319552,7670,76.73069227691076
0,80.0,-14.0,combined,87190.25603458332,31.83985394193081,7588,75.91036414565826
0,80.0,-12.0,combined,91749.89974839897,33.50492979418601,7477,74.7999199679872
0,80.0,-10.0,combined,98592.70554401251,36.003763345023565,7357,73.59943977591037
0,80.0,-8.0,combined,105456.60886292538,38.51030122075861,7206,72.08883553421369
0,80.0,-6.0,combined,112514.5157611384,41.08768469220655,7007,70.09803921568627
0,80.0,-4.0,combined,120576.2752067984,44.03165176993807,6773,67.75710284113646
0,80.0,-2.0,combined,130578.29667089114,47.68415741706513,6478,64.80592236894758
0,85.0,-20.0,combined,73121.33386132639,26.702210729377153,7926,79.29171668667468
0,85.0,-18.0,combined,75254.53515521559,27.481206235471664,7875,78.78151260504201
0,85.0,-16.0,combined,78128.87525619296,28.530848399135614,7805,78.0812324929972
0,85.0,-14.0,combined,82215.12941666052,30.023053394924236,7716,77.19087635054022
0,85.0,-12.0,combined,87146.48192657407,31.823868655628864,7598,76.01040416166467
0,85.0,-10.0,combined,94232.92404154432,34.41167252466562,7473,74.75990396158463
0,85.0,-8.0,combined,101669.2917794901,37.127261093883334,7309,73.11924769907964
0,85.0,-6.0,combined,109285.22680282712,39.90842345998654,7096,70.98839535814325
0,85.0,-4.0,combined,118343.91842310362,43.216446984773455,6834,68.36734693877551
0,85.0,-2.0,combined,129291.70518488018,47.21432412535795,6513,65.15606242496999
0,90.0,-20.0,combined,66606.33980739552,24.32308640351867,8105,81.08243297318928
0,90.0,-18.0,combined,68817.60458810977,25.130588879677834,8053,80.56222488995598
0,90.0,-16.0,combined,71942.61405037859,26.271769664906003,7979,79.8219287715086
0,90.0,-14.0,combined,76215.52055638164,27.832135756785586,7886,78.89155662264906
0,90.0,-12.0,combined,81354.39666689292,29.70873381058024,7763,77.6610644257703
0,90.0,-10.0,combined,88878.41019942661,32.456328585826256,7628,76.31052420968388
0,90.0,-8.0,combined,96885.39931589006,35.38029481298936,7451,74.53981592637055
0,90.0,-6.0,combined,105379.71164705619,38.482220145726046,7211,72.13885554221689
0,90.0,-4.0,combined,115465.65032872718,42.16537040926351,6922,69.24769907963186
0,90.0,-2.0,combined,127725.71725232448,46.64246174858476,6560,65.62625050020007
0,95.0,-20.0,combined,60167.04197567164,21.971604577735775,8282,82.85314125650261
0,95.0,-18.0,combined,62547.81544209816,22.84100768408493,8228,82.31292517006803
0,95.0,-16.0,combined,65729.9056251839,24.003033021174378,8153,81.56262505002002
0,95.0,-14.0,combined,70261.76057136685,25.657961061702768,8055,80.58223289315727
0,95.0,-12.0,combined,75954.19230223799,27.736704755418494,7920,79.23169267707082
0,95.0,-10.0,combined,84048.99346420684,30.692737899578898,7772,77.75110044017607
0,95.0,-8.0,combined,92815.50500909772,33.89406405532345,7578,75.81032412965186
0,95.0,-6.0,combined,102373.52695646224,37.384431403908216,7309,73.11924769907964
0,95.0,-4.0,combined,113093.89322981279,41.29925987065907,7000,70.02801120448179
0,95.0,-2.0,combined,126537.44698631152,46.20853308001444,6602,66.04641856742697
0,100.0,-20.0,combined,52078.471648310275,19.01784678947936,8503,85.0640256102441
0,100.0,-18.0,combined,54595.52083397146,19.937014619475413,8447,84.50380152060825
0,100.0,-16.0,combined,58500.35409758927,21.362968922578613,8366,83.69347739095639
0,100.0,-14.0,combined,63199.439841440195,23.078965761554265,8264,82.67306922769107
0,100.0,-12.0,combined,69369.81562477609,25.332243508901584,8121,81.24249699879952
0,100.0,-10.0,combined,78127.09969400117,28.530200005112906,7956,79.59183673469387
0,100.0,-8.0,combined,87413.06654483004,31.921219158935894,7748,77.51100440176072
0,100.0,-6.0,combined,98271.38266231526,35.886423700816266,7447,74.49979991996798
0,100.0,-4.0,combined,110084.73683281601,40.20038593076834,7103,71.05842336934774
0,100.0,-2.0,combined,124544.81353634849,45.48086968169314,6669,66.71668667466987
1,,,rule1_only,145797.55523110676,53.241876727690176,5668,56.70268107242897
1,0.0,-20.0,combined,138324.36983859178,50.512843207198294,5983,59.85394157663065
1,0.0,-18.0,combined,138576.21137683347,50.604809880526396,5975,59.773909563825534
1,0.0,-16.0,combined,139162.16363163845,50.81878601798074,5961,59.63385354141657
1,0.0,-14.0,combined,139899.5938065793,51.08807836933221,5943,59.45378151260504
1,0.0,-12.0,combined,140541.68826822407,51.32255633516802,5923,59.253701480592234
1,0.0,-10.0,combined,140985.52093834052,51.484633705207614,5909,59.11364545818327
1,0.0,-8.0,combined,141905.01289845526,51.820410786756966,5878,58.803521408563434
1,0.0,-6.0,combined,142990.86880351824,52.216940112298516,5836,58.38335334133653
1,0.0,-4.0,combined,143945.41608691408,52.56551858271768,5796,57.98319327731093
1,0.0,-2.0,combined,145000.4912044122,52.95080748043098,5747,57.49299719887955
1,0.0,0.0,combined,146078.29468428806,53.344396247548964,5695,56.97278911564626
1,5.0,-20.0,combined,129899.89680054807,47.4364215602352,6193,61.954781912765114
1,5.0,-18.0,combined,130335.54440642317,47.595509935153075,6178,61.804721888755495
1,5.0,-16.0,combined,130954.24468126072,47.821444887985955,6162,61.644657863145255
1,5.0,-14.0,combined,131839.7475904193,48.144809958522984,6140,61.42456982793117
1,5.0,-12.0,combined,132632.2832679555,48.434225557973825,6116,61.184473789515806
1,5.0,-10.0,combined,135548.57438186178,49.49918725601147,6090,60.924369747899156
1,5.0,-8.0,combined,138300.72850273596,50.50420994111013,6040,60.42416966786715
1,5.0,-6.0,combined,140498.719903878,51.30686528771473,5974,59.76390556222489
1,5.0,-4.0,combined,142223.6206274051,51.9367589203203,5908,59.103641456582636
1,5.0,-2.0,combined,144006.51521194153,52.587830562350845,5829,58.313325330132045
1,5.0,0.0,combined,146127.9224678754,53.362519160047995,5727,57.292917166866744
1,10.0,-20.0,combined,127015.07728998926,46.38295255988507,6298,63.00520208083233
1,10.0,-18.0,combined,127904.574350062,46.70777620145414,6276,62.78511404561825
1,10.0,-16.0,combined,128690.70577950228,46.994853118427656,6256,62.585034013605444
1,10.0,-14.0,combined,130016.20960873889,47.478896292995515,6226,62.28491396558623
1,10.0,-12.0,combined,130948.07337285257,47.81919126966571,6198,62.0048019207683
1,10.0,-10.0,combined,134015.59333213855,48.93937822529162,6166,61.68467386954782
1,10.0,-8.0,combined,136897.5212627631,49.99179128789188,6110,61.12444977991196
1,10.0,-6.0,combined,139387.50463341753,50.90107531164824,6035,60.37414965986394
1,10.0,-4.0,combined,141205.1941952536,51.564853270250374,5963,59.65386154461785
1,10.0,-2.0,combined,143330.1888540853,52.34085190406271,5869,58.71348539415766
1,10.0,0.0,combined,146116.22252911385,53.358246614487975,5743,57.45298119247699
1,15.0,-20.0,combined,124007.99500147958,45.28483603618157,6388,63.905562224889955
1,15.0,-18.0,combined,125069.23176057695,45.6723750221213,6361,63.63545418167267
1,15.0,-16.0,combined,126161.76913612174,46.07134426530885,6335,63.37535014005602
1,15.0,-14.0,combined,127757.20724152325,46.65396116035761,6300,63.02521008403361
1,15.0,-12.0,combined,129066.61426725227,47.13212615660688,6265,62.675070028011206
1,15.0,-10.0,combined,132399.03460110564,48.349048568910916,6228,62.30492196878752
1,15.0,-8.0,combined,135579.32892088278,49.510418098481885,6164,61.66466586634654
1,15.0,-6.0,combined,138414.61437441202,50.54579841309233,6080,60.82432973189276
1,15.0,-4.0,combined,140514.26111453408,51.31254057644394,5999,60.01400560224089
1,15.0,-2.0,combined,142973.37149630763,52.21055050259555,5896,58.98359343737495
1,15.0,0.0,combined,146091.42831624552,53.349192344524376,5755,57.57302921168468
1,20.0,-20.0,combined,121851.84478640139,44.497460117733496,6457,64.59583833533414
1,20.0,-18.0,combined,123011.5079548552,44.920942139517685,6428,64.30572228891556
1,20.0,-16.0,combined,124117.91163116792,45.32497503329241,6401,64.03561424569828
1,20.0,-14.0,combined,125883.17814374962,45.969609313376296,6364,63.665466186474596
1,20.0,-12.0,combined,127302.15173211094,46.48778547038817,6327,63.2953181272509
1,20.0,-10.0,combined,130983.62633924579,47.832174386227656,6283,62.855142056822736
1,20.0,-8.0,combined,134262.69737034795,49.02961487377591,6214,62.164865946378555
1,20.0,-6.0,combined,137202.1216662389,50.103024271924816,6127,61.29451780712285
1,20.0,-4.0,combined,139761.80481090897,51.03776103232143,6031,60.334133653461386
1,20.0,-2.0,combined,142548.78766884253,52.05550236227087,5918,59.20368147258903
1,20.0,0.0,combined,146070.19630586903,53.34143890807371,5762,57.64305722288916
1,25.0,-20.0,combined,119971.33064518229,43.810740083692046,6538,65.406162464986
1,25.0,-18.0,combined,121179.66865165175,44.25199702441271,6508,65.10604241696679
1,25.0,-16.0,combined,122298.31109009398,44.660499229511395,6480,64.82593037214886
1,25.0,-14.0,combined,124085.2509815812,45.31304812356895,6442,64.44577831132453
1,25.0,-12.0,combined,125615.87738924829,45.871997293765816,6402,64.04561824729892
1,25.0,-10.0,combined,129383.31742986078,47.247778786832015,6355,63.57543017206883
1,25.0,-8.0,combined,132893.86373131204,48.529748660280475,6279,62.81512605042017
1,25.0,-6.0,combined,136090.70358219388,49.69716023305357,6182,61.84473789515806
1,25.0,-4.0,combined,138953.97270230032,50.74275953195309,6077,60.79431772709084
1,25.0,-2.0,combined,142119.53948563617,51.89875090769653,5946,59.48379351740696
1,25.0,0.0,combined,146028.66176465555,53.326271459485675,5775,57.773109243697476
1,30.0,-20.0,combined,117722.11112890489,42.989377420721915,6616,66.18647458983592
1,30.0,-18.0,combined,118955.28561271315,43.439704065407966,6585,65.8763505402161
1,30.0,-16.0,combined,120340.7090993886,43.94562850547349,6550,65.52621048419368
1,30.0,-14.0,combined,122413.63925355965,44.70261439291545,6505,65.07603041216487
1,30.0,-12.0,combined,124192.02583358361,45.35203981652923,6457,64.59583833533414
1,30.0,-10.0,combined,128000.92573389763,46.74296148623198,6407,64.09563825530212
1,30.0,-8.0,combined,131635.34390400437,48.070166485540604,6327,63.2953181272509
1,30.0,-6.0,combined,134994.6232245667,49.296897175199646,6225,62.27490996398559
