X,A,Y,F,rule,total_rev,rev_per_mwh,n_curtailed,pct_curtailed
5,60.0,-1.0,,rule12,133444.59115589922,48.73086150887352,5149,51.510604241696676
5,60.0,2.0,,rule12,135751.86367285813,49.573423777701635,4866,48.67947178871548
5,65.0,-10.0,,rule12,118632.01907521766,43.321654643301805,5897,58.993597438975584
5,65.0,-7.0,,rule12,123537.70306567765,45.11309635760943,5703,57.052821128451384
5,65.0,-4.0,,rule12,128840.13103538236,47.04941974707215,5464,54.661864745898356
5,65.0,-1.0,,rule12,132655.37474156334,48.44265802715577,5184,51.86074429771909
5,65.0,2.0,,rule12,135382.40091539142,49.43850457032992,4883,48.84953981592637
5,70.0,-10.0,,rule12,115203.45078745371,42.069621234097916,6024,60.26410564225691
5,70.0,-7.0,,rule12,120634.69471710769,44.05298521658914,5817,58.19327731092437
5,70.0,-4.0,,rule12,126985.56679771247,46.37217601435601,5551,55.53221288515407
5,70.0,-1.0,,rule12,131611.45737115253,48.061443679211415,5232,52.34093637454982
5,70.0,2.0,,rule12,134777.7526998676,49.217701102785426,4909,49.10964385754302
5,75.0,-10.0,,rule12,110757.39802366849,40.44602615529817,6182,61.84473789515806
5,75.0,-7.0,,rule12,117117.22067384727,42.76848549293284,5948,59.50380152060825
5,75.0,-4.0,,rule12,124247.69830566723,45.372370108701155,5652,56.542617046818734
5,75.0,-1.0,,rule12,129910.25498709244,47.44020412908723,5300,53.02120848339336
5,75.0,2.0,,rule12,134046.09191547532,48.95051559869827,4943,49.44977991196479
5,80.0,-10.0,,rule12,106861.84616564045,39.023461205682324,6328,63.305322128851536
5,80.0,-7.0,,rule12,113686.11422723725,41.515525207141856,6078,60.80432172869148
5,80.0,-4.0,,rule12,121985.53774848612,44.54628167852985,5749,57.513005202080834
5,80.0,-1.0,,rule12,128548.06507239418,46.942764049223705,5366,53.681472589035614
5,80.0,2.0,,rule12,133374.18093015585,48.705149331783474,4980,49.81992797118848
5,85.0,-10.0,,rule12,102930.10602932022,37.58768113837286,6481,64.83593437374951
5,85.0,-7.0,,rule12,110625.35085756832,40.39780560092329,6204,62.064825930372145
5,85.0,-4.0,,rule12,119858.88013371205,43.7696757718785,5846,58.48339335734294
5,85.0,-1.0,,rule12,127278.02670131635,46.47897557015643,5431,54.33173269307723
5,85.0,2.0,,rule12,132655.71166689793,48.442781064452944,5015,50.17006802721088
5,90.0,-10.0,,rule12,98766.80072137497,36.06733885530784,6660,66.6266506602641
5,90.0,-7.0,,rule12,107111.93182760429,39.114786673825705,6360,63.62545018007203
5,90.0,-4.0,,rule12,117185.10542550389,42.79327542561492,5968,59.703881552621056
5,90.0,-1.0,,rule12,125662.78074996655,45.889125310388025,5506,55.082032813125245
