X,A,Y,F,rule,total_rev,rev_per_mwh,n_curtailed,pct_curtailed
41,90.0,11.0,,rule12,162672.7699098598,59.40431270444779,2132,21.328531412565027
41,90.0,14.0,,rule12,164100.90033604903,59.92583272569714,1747,17.47699079631853
41,90.0,17.0,,rule12,164973.06439935986,60.24432675991816,1425,14.255702280912367
41,90.0,20.0,,rule12,164370.50668984756,60.0242866965555,1160,11.604641856742697
41,90.0,23.0,,rule12,163890.51807512375,59.84900601633208,922,9.223689475790316
41,90.0,26.0,,rule12,163485.419524111,59.701073445848316,708,7.082833133253301
41,90.0,29.0,,rule12,161761.97515641974,59.07171164052723,546,5.46218487394958
41,90.0,32.0,,rule12,160398.21858682175,58.57369945472603,435,4.351740696278512
41,90.0,35.0,,rule12,156827.1910236713,57.269643230963815,331,3.311324529811925
41,90.0,38.0,,rule12,154902.1842389132,56.56667551815411,242,2.420968387354942
41,95.0,-10.0,,rule12,111098.26233761664,40.57050187613813,5403,54.0516206482593
41,95.0,-7.0,,rule12,120028.80927825485,43.831729943855855,5072,50.74029611844738
41,95.0,-4.0,,rule12,130899.3006816053,47.80138061700457,4645,46.46858743497399
41,95.0,-1.0,,rule12,140360.99628868676,51.256571826134525,4156,41.5766306522609
41,95.0,2.0,,rule12,147540.54941854984,53.87837767256422,3665,36.66466586634654
41,95.0,5.0,,rule12,154256.8508460945,56.33101476997316,3148,31.49259703881553
41,95.0,8.0,,rule12,159380.24084844766,58.20195765718948,2668,26.690676270508202
41,95.0,11.0,,rule12,161761.7683836156,59.07163613190754,2233,22.338935574229694
41,95.0,14.0,,rule12,163475.1260628001,59.6973145131464,1822,18.227290916366545
41,95.0,17.0,,rule12,164656.0018788934,60.12854290055997,1481,14.815926370548219
41,95.0,20.0,,rule12,164130.91025406597,59.93679164989263,1199,11.994797919167667
41,95.0,23.0,,rule12,163745.40750279505,59.79601500978494,951,9.513805522208884
41,95.0,26.0,,rule12,163449.0267041145,59.6877836342808,727,7.2729091636654655
41,95.0,29.0,,rule12,161774.5014722916,59.07628595979098,556,5.562224889955982
41,95.0,32.0,,rule12,160389.24088174105,58.5704210056022,439,4.391756702681072
41,95.0,35.0,,rule12,156838.04156677483,57.27360559698176,333,3.3313325330132053
41,95.0,38.0,,rule12,154902.1842389132,56.56667551815411,242,2.420968387354942
41,100.0,-10.0,,rule12,103907.6195448499,37.94464634270009,5824,58.26330532212886
41,100.0,-7.0,,rule12,113404.24465127432,41.41259299272361,5460,54.621848739495796
41,100.0,-4.0,,rule12,125315.85745765112,45.76243699154657,4987,49.889955982392955
41,100.0,-1.0,,rule12,135990.6978825853,49.66064047713457,4447,44.48779511804722
41,100.0,2.0,,rule12,144153.2402917818,52.641411149496726,3910,39.1156462585034
41,100.0,5.0,,rule12,151609.3661508414,55.36421492508086,3346,33.47338935574229
41,100.0,8.0,,rule12,157637.6760975154,57.565613532542876,2814,28.15126050420168
41,100.0,11.0,,rule12,160762.80424947932,58.706837660487636,2331,23.319327731092436
41,100.0,14.0,,rule12,162658.68208281053,59.399168157614135,1901,19.01760704281713
41,100.0,17.0,,rule12,164148.6042348079,59.9432530801957,1536,15.366146458583433
41,100.0,20.0,,rule12,163789.57161162051,59.81214271531571,1238,12.384953981592638
41,100.0,23.0,,rule12,163501.85931570054,59.70707687543842,978,9.78391356542617
41,100.0,26.0,,rule12,163251.12364073927,59.61551403766407,748,7.482993197278912
41,100.0,29.0,,rule12,161592.84423117526,59.00994895967546,569,5.692276910764306
41,100.0,32.0,,rule12,160268.90039311803,58.52647545760957,448,4.481792717086835
41,100.0,35.0,,rule12,156728.4478538545,57.23358452156534,338,3.3813525410164065
41,100.0,38.0,,rule12,154832.9847581454,56.541405476973935,245,2.450980392156863
44,,,,rule1_only,151350.68367373833,55.26975009996288,134,1.3405362144857944
44,0.0,-10.0,,rule12,163583.65389632987,59.73694635419584,995,9.953981592637055
44,0.0,-7.0,,rule12,164470.04270521912,60.06063493471339,950,9.503801520608244
44,0.0,-4.0,,rule12,165500.8389308281,60.43705774570118,897,8.97358943577431
44,0.0,-1.0,,rule12,165677.85911637204,60.50170140095386,828,8.28331332533013
44,0.0,2.0,,rule12,165514.19037845795,60.44193338389496,755,7.553021208483393
44,0.0,5.0,,rule12,165406.76647311845,60.40270467174937,682,6.8227290916366545
44,0.0,8.0,,rule12,164914.32153511702,60.222875231929976,607,6.072428971588636
44,0.0,11.0,,rule12,164144.80679018196,59.94186634172582,524,5.2420968387354945
44,0.0,14.0,,rule12,162940.11286196555,59.501940133642115,454,4.541816726690676
44,0.0,17.0,,rule12,161872.20630913234,59.11196549413247,403,4.031612645058023
44,0.0,20.0,,rule12,160941.10871032515,58.77195030321544,356,3.561424569827931
44,0.0,23.0,,rule12,159913.05135430122,58.396527663709186,312,3.12124849939976
44,0.0,26.0,,rule12,159245.59629406387,58.15278859701428,278,2.781112444977991
44,0.0,29.0,,rule12,157811.29060815065,57.62901351451602,244,2.4409763905562225
44,0.0,32.0,,rule12,157271.45015490975,57.431876334688056,225,2.250900360144058
44,0.0,35.0,,rule12,155124.2577964326,56.64777161716061,196,1.9607843137254901
44,0.0,38.0,,rule12,154148.62894312062,56.2914946476485,167,1.6706682673069229
44,0.0,41.0,,rule12,152182.5416617593,55.573525292783856,148,1.4805922368947577
44,5.0,-10.0,,rule12,164803.7779792677,60.182507295963966,1679,16.79671868747499
44,5.0,-7.0,,rule12,166133.83237163868,60.66821223036762,1605,16.05642256902761
44,5.0,-4.0,,rule12,168198.14565262536,61.42205143610334,1506,15.066026410564227
44,5.0,-1.0,,rule12,168683.19888214045,61.599181595873674,1383,13.835534213685474
44,5.0,2.0,,rule12,168616.50690427423,61.57482723644254,1261,12.615046018407364
44,5.0,5.0,,rule12,168863.41293821312,61.664991578371726,1132,11.324529811924771
44,5.0,8.0,,rule12,168563.96569045074,61.555640406971506,999,9.993997599039615
44,5.0,11.0,,rule12,167512.59395234258,61.17170389729134,866,8.663465386154462
44,5.0,14.0,,rule12,166217.72313261486,60.69884718544218,749,7.492997198879552
44,5.0,17.0,,rule12,165026.0808004288,60.263687116721016,655,6.552621048419367
44,5.0,20.0,,rule12,163682.6748919472,59.773106519115984,565,5.652260904361745
44,5.0,23.0,,rule12,162355.83132234012,59.288574102519775,474,4.741896758703482
44,5.0,26.0,,rule12,161389.68365436984,58.935759441414646,399,3.9915966386554618
44,5.0,29.0,,rule12,159552.45735357137,58.26484712005967,333,3.3313325330132053
44,5.0,32.0,,rule12,158492.6189326395,57.87781877470039,290,2.9011604641856743
44,5.0,35.0,,rule12,156162.5644846118,57.02693707442734,239,2.3909563825530213
44,5.0,38.0,,rule12,154452.59945379855,56.40249760947947,189,1.8907563025210083
44,5.0,41.0,,rule12,152308.4521269631,55.61950486669702,158,1.5806322529011603
44,10.0,-10.0,,rule12,164292.26975512542,59.99571638735227,1938,19.387755102040817
44,10.0,-7.0,,rule12,165944.83522132662,60.59919486609942,1852,18.527410964385755
44,10.0,-4.0,,rule12,168299.08095104242,61.458910659889874,1737,17.376950780312125
44,10.0,-1.0,,rule12,168771.41654334686,61.63139663429261,1598,15.98639455782313
44,10.0,2.0,,rule12,168904.37590442813,61.67995030106199,1457,14.575830332132853
44,10.0,5.0,,rule12,169414.50227895996,61.86623659033011,1294,12.945178071228492
44,10.0,8.0,,rule12,169174.78806472803,61.77869853371605,1135,11.354541816726691
44,10.0,11.0,,rule12,168205.02613110782,61.424564026843356,976,9.76390556222489
44,10.0,14.0,,rule12,166922.1966132798,60.95610451843406,840,8.403361344537815
44,10.0,17.0,,rule12,165660.30486748627,60.49529099747527,736,7.362945178071229
44,10.0,20.0,,rule12,164291.30151889584,59.995362809997026,634,6.342537014805923
44,10.0,23.0,,rule12,162901.34614948434,59.487783431742756,532,5.322128851540616
44,10.0,26.0,,rule12,161814.6772228714,59.09095720963753,445,4.451780712284914
44,10.0,29.0,,rule12,159854.34658653667,58.37509004766896,367,3.6714685874349744
44,10.0,32.0,,rule12,158673.3411899169,57.943814340460456,314,3.1412565026010406
44,10.0,35.0,,rule12,156320.79621338367,57.084719622182185,254,2.541016406562625
44,10.0,38.0,,rule12,154600.75300691748,56.456599841848345,197,1.9707883153261305
44,10.0,41.0,,rule12,152404.33941563012,55.65452067471156,162,1.6206482593037215
44,15.0,-10.0,,rule12,162913.53108888824,59.492233088258935,2096,20.968387354941978
44,15.0,-7.0,,rule12,164973.11410409934,60.24434491093316,1998,19.98799519807923
44,15.0,-4.0,,rule12,167525.6063720903,61.17645573038647,1870,18.70748299319728
44,15.0,-1.0,,rule12,168275.7797518447,61.45040160379956,1719,17.1968787515006
44,15.0,2.0,,rule12,168765.58672507037,61.62926772022728,1558,15.586234493797518
44,15.0,5.0,,rule12,169391.58115355117,61.85786632834911,1384,13.845538215286116
44,15.0,8.0,,rule12,169295.78822417092,61.82288497815182,1208,12.08483393357343
44,15.0,11.0,,rule12,168333.6900978727,61.47154911549544,1039,10.394157663065226
44,15.0,14.0,,rule12,166979.6898332447,60.97709970539173,894,8.94357743097239
44,15.0,17.0,,rule12,165720.28485942705,60.517194295730015,779,7.793117246898759
44,15.0,20.0,,rule12,164343.86807796877,60.01455889496377,671,6.712685074029611
44,15.0,23.0,,rule12,162963.5898546998,59.510513385443986,561,5.612244897959184
44,15.0,26.0,,rule12,161903.30256175145,59.123321122462556,460,4.601840736294518
44,15.0,29.0,,rule12,159920.4036837258,58.39921256344063,379,3.791516606642657
44,15.0,32.0,,rule12,158728.13307439856,57.96382306251774,323,3.231292517006803
44,15.0,35.0,,rule12,156356.64279545215,57.097809960360856,259,2.5910364145658265
44,15.0,38.0,,rule12,154608.82109195495,56.4595461188851,199,1.990796318527411
44,15.0,41.0,,rule12,152412.4075006676,55.65746695174833,164,1.640656262505002
44,20.0,-10.0,,rule12,163020.202965517,59.53118717700739,2288,22.88915566226491
44,20.0,-7.0,,rule12,165317.31370312587,60.370038600323504,2179,21.79871948779512
44,20.0,-4.0,,rule12,168315.56243778227,61.464929315579276,2033,20.33813525410164
44,20.0,-1.0,,rule12,169364.16964188032,61.84785628172668,1870,18.70748299319728
44,20.0,2.0,,rule12,169919.40243855905,62.05061438743758,1697,16.976790716286512
44,20.0,5.0,,rule12,170659.63345204282,62.320929539892944,1505,15.056022408963585
44,20.0,8.0,,rule12,170673.04149841302,62.32582584663053,1313,13.135254101640657
44,20.0,11.0,,rule12,169788.19478287047,62.00270040274266,1133,11.334533813525411
44,20.0,14.0,,rule12,168427.65171088098,61.50586171153995,962,9.623849539815927
44,20.0,17.0,,rule12,167134.37899277458,61.033588589239926,834,8.343337334933974
44,20.0,20.0,,rule12,165741.27314734168,60.524858730405235,715,7.152861144457782
44,20.0,23.0,,rule12,164373.06352163633,60.02522039206703,600,6.002400960384153
44,20.0,26.0,,rule12,163280.257062498,59.626152885808516,488,4.881952781112445
44,20.0,29.0,,rule12,161310.42781327115,58.906817051296805,399,3.9915966386554618
44,20.0,32.0,,rule12,160110.8179706606,58.468747433048726,338,3.3813525410164065
44,20.0,35.0,,rule12,156493.7282091696,57.147870365603865,267,2.6710684273709484
44,20.0,38.0,,rule12,154753.29849437418,56.51230590650533,205,2.0508203281312523
44,20.0,41.0,,rule12,152411.22133062675,55.65703379003315,165,1.6506602641056423
44,25.0,-10.0,,rule12,161856.83002534256,59.10635043285954,2425,24.25970388155262
44,25.0,-7.0,,rule12,164348.34862180176,60.016195085378975,2306,23.06922769107643
44,25.0,-4.0,,rule12,167510.31289502518,61.170870908203774,2152,21.52861144457783
44,25.0,-1.0,,rule12,168734.10961111676,61.61777301019456,1973,19.737895158063225
44,25.0,2.0,,rule12,169493.85035101863,61.895212661049754,1785,17.857142857142858
44,25.0,5.0,,rule12,170367.5585391504,62.2142705737476,1576,15.766306522609044
44,25.0,8.0,,rule12,170502.14431018953,62.26341816761231,1370,13.705482192877149
44,25.0,11.0,,rule12,169685.80178845976,61.96530886227716,1180,11.804721888755502
44,25.0,14.0,,rule12,168369.12250088173,61.48448820511312,999,9.993997599039615
44,25.0,17.0,,rule12,167122.2446576804,61.02915741224088,859,8.59343737494998
44,25.0,20.0,,rule12,165750.61072530592,60.52826859673749,733,7.332933173269307
44,25.0,23.0,,rule12,164395.62233247134,60.03345834519112,614,6.142456982793117
44,25.0,26.0,,rule12,163322.96669452492,59.641749450235515,495,4.951980792316927
44,25.0,29.0,,rule12,161358.91044443357,58.924521780760145,402,4.021608643457383
44,25.0,32.0,,rule12,160133.82449955904,58.47714888239814,340,3.4013605442176873
44,25.0,35.0,,rule12,156516.73473806801,57.15627181495327,269,2.691076430572229
44,25.0,38.0,,rule12,154751.34893811174,56.51159397389416,206,2.0608243297318927
44,25.0,41.0,,rule12,152411.22133062675,55.65703379003315,165,1.6506602641056423
44,30.0,-10.0,,rule12,160069.9255827599,58.45381448391758,2563,25.64025610244098
44,30.0,-7.0,,rule12,162985.60086552036,59.51855129474159,2430,24.309723889555823
44,30.0,-4.0,,rule12,166545.5490593724,60.818561590480726,2260,22.60904361744698
44,30.0,-1.0,,rule12,168019.08286246916,61.35666186914592,2067,20.67827130852341
44,30.0,2.0,,rule12,169044.2752189474,61.731038277442096,1867,18.67747098839536
44,30.0,5.0,,rule12,170119.204889955,62.123577596390234,1644,16.44657863145258
44,30.0,8.0,,rule12,170403.2040144788,62.22728747242142,1424,14.245698279311725
44,30.0,11.0,,rule12,169598.73547144962,61.933514267984826,1223,12.234893957583033
44,30.0,14.0,,rule12,168317.0445923407,61.465470563957325,1036,10.364145658263306
44,30.0,17.0,,rule12,167104.41590817002,61.02264676751754,888,8.883553421368548
44,30.0,20.0,,rule12,165741.10309570827,60.52479663150317,755,7.553021208483393
44,30.0,23.0,,rule12,164387.5449645616,60.03050867826527,630,6.302521008403361
44,30.0,26.0,,rule12,163319.17913096544,59.64036632010132,509,5.09203681472589
44,30.0,29.0,,rule12,161381.36665634078,58.932722267141685,411,4.111644657863145
44,30.0,32.0,,rule12,160139.83701960885,58.47934451490245,344,3.441376550620248
44,30.0,35.0,,rule12,156525.04386226877,57.159306113887226,272,2.7210884353741496
44,30.0,38.0,,rule12,154751.34893811174,56.51159397389416,206,2.0608243297318927
44,30.0,41.0,,rule12,152411.22133062675,55.65703379003315,165,1.6506602641056423
44,35.0,-10.0,,rule12,159516.20504847995,58.251608621267884,2643,26.440576230492198
44,35.0,-7.0,,rule12,162685.59335979802,59.40899553016288,2503,25.04001600640256
44,35.0,-4.0,,rule12,166299.69529026694,60.72878151119886,2328,23.289315726290518
44,35.0,-1.0,,rule12,167879.89740694538,61.30583457747057,2127,21.278511404561826
44,35.0,2.0,,rule12,168958.33364412977,61.69965441284319,1917,19.177671068427372
44,35.0,5.0,,rule12,170164.86961176177,62.140253290885845,1687,16.876750700280112
44,35.0,8.0,,rule12,170483.62797573843,62.25665643285804,1464,14.645858343337334
44,35.0,11.0,,rule12,169692.00622209575,61.9675745771603,1260,12.605042016806722
44,35.0,14.0,,rule12,168389.16354583873,61.49180672868783,1067,10.674269707883154
44,35.0,17.0,,rule12,167197.09813759493,61.056492162428775,911,9.113645458183273
44,35.0,20.0,,rule12,165844.49844391295,60.562554208265034,773,7.733093237294917
44,35.0,23.0,,rule12,164484.8612223005,60.06604631255497,642,6.422569027611044
44,35.0,26.0,,rule12,163458.60381590427,59.6912809727959,517,5.172068827531012
44,35.0,29.0,,rule12,161520.79134127958,58.98363691983625,419,4.191676670668267
44,35.0,32.0,,rule12,160126.90131047633,58.474620694740125,348,3.481392557022809
44,35.0,35.0,,rule12,156513.37117566707,57.155043520182254,275,2.7511004401760704
44,35.0,38.0,,rule12,154743.90416514524,56.50887531593093,208,2.080832332933173
44,35.0,41.0,,rule12,152411.22133062675,55.65703379003315,165,1.6506602641056423
44,40.0,-10.0,,rule12,158464.5907395248,57.867583530355255,2766,27.671068427370948
44,40.0,-7.0,,rule12,161673.54234612617,59.039418034664834,2623,26.24049619847939
44,40.0,-4.0,,rule12,165455.33992554786,60.420442567027415,2440,24.409763905562226
44,40.0,-1.0,,rule12,167174.06235882,61.04808003170465,2230,22.308923569427773
44,40.0,2.0,,rule12,168437.26645117762,61.509372791110735,2002,20.028011204481793
44,40.0,5.0,,rule12,169825.13632461973,62.01619059473406,1759,17.59703881552621
44,40.0,8.0,,rule12,170325.52890618733,62.198922329165704,1519,15.196078431372548
44,40.0,11.0,,rule12,169601.59224031237,61.9345574935409,1309,13.095238095238097
44,40.0,14.0,,rule12,168396.33210471302,61.49442451968779,1103,11.034413765506203
44,40.0,17.0,,rule12,167264.6715049455,61.081168384803355,941,9.413765506202482
44,40.0,20.0,,rule12,165933.83544745104,60.5951780044738,796,7.963185274109644
44,40.0,23.0,,rule12,164606.20292003936,60.11035747883413,656,6.562625050020008
44,40.0,26.0,,rule12,163540.0074618163,59.72100769128554,526,5.262104841936774
44,40.0,29.0,,rule12,161613.8990668531,59.01763769604628,425,4.2517006802721085
44,40.0,32.0,,rule12,160173.9296490858,58.49179435038191,351,3.5114045618247296
44,40.0,35.0,,rule12,156560.39951427653,57.172217175824045,278,2.781112444977991
44,40.0,38.0,,rule12,154779.62497848345,56.521919726293994,209,2.0908363345338135
44,40.0,41.0,,rule12,152411.22133062675,55.65703379003315,165,1.6506602641056423
44,45.0,-10.0,,rule12,156991.75061499863,57.32973656697292,2888,28.891556622649063
44,45.0,-7.0,,rule12,160435.42671977342,58.58728699962512,2737,27.380952380952383
44,45.0,-4.0,,rule12,164560.07485263763,60.09351258130209,2540,25.41016406562625
44,45.0,-1.0,,rule12,166485.7452814455,60.7967226414861,2316,23.169267707082835
44,45.0,2.0,,rule12,168000.32347667046,61.34981137769153,2076,20.76830732292917
44,45.0,5.0,,rule12,169623.8098625861,61.94267085253656,1817,18.177270908363347
44,45.0,8.0,,rule12,170227.36324655486,62.16307451305685,1569,15.696278511404563
44,45.0,11.0,,rule12,169558.05013554668,61.918656929428394,1352,13.525410164065626
44,45.0,14.0,,rule12,168383.0118622266,61.48956027688673,1137,11.374549819927973
44,45.0,17.0,,rule12,167340.99445906875,61.109039752800456,963,9.633853541416567
44,45.0,20.0,,rule12,166038.49084931187,60.63339572352903,808,8.083233293317328
44,45.0,23.0,,rule12,164741.57833461824,60.15979343215683,665,6.652661064425771
44,45.0,26.0,,rule12,163700.7692436856,59.77971415559656,532,5.322128851540616
44,45.0,29.0,,rule12,161774.6608487224,59.076344160357294,431,4.31172468987595
44,45.0,32.0,,rule12,160354.88890572955,58.557876462799285,355,3.5514205682272912
44,45.0,35.0,,rule12,156749.16500804186,57.24114994450843,280,2.801120448179272
44,45.0,38.0,,rule12,154779.62497848345,56.521919726293994,209,2.0908363345338135
44,45.0,41.0,,rule12,152411.22133062675,55.65703379003315,165,1.6506602641056423
44,50.0,-10.0,,rule12,155227.9978691439,56.68565507929591,3033,30.342136854741895
44,50.0,-7.0,,rule12,159045.96890697992,58.07988931747734,2871,28.721488595438178
44,50.0,-4.0,,rule12,163362.9549344431,59.65635222554891,2665,26.66066426570628
44,50.0,-1.0,,rule12,165563.88903753122,60.460082178473286,2429,24.29971988795518
44,50.0,2.0,,rule12,167375.7653255727,61.12173726467014,2168,21.688675470188077
44,50.0,5.0,,rule12,169105.55515231198,61.75341628407537,1897,18.977591036414566
44,50.0,8.0,,rule12,169739.00172732642,61.98473624281568,1644,16.44657863145258
44,50.0,11.0,,rule12,169218.41149401848,61.79462879565385,1417,14.175670268107243
44,50.0,14.0,,rule12,168169.89813933367,61.41173610112975,1190,11.904761904761903
44,50.0,17.0,,rule12,167208.06183401297,61.060495849405854,1003,10.034013605442176
44,50.0,20.0,,rule12,165932.05387080566,60.594527414112505,840,8.403361344537815
44,50.0,23.0,,rule12,164696.21321186278,60.14322714426775,687,6.872749099639856
44,50.0,26.0,,rule12,163734.06526247266,59.79187308737682,543,5.432172869147659
44,50.0,29.0,,rule12,161837.2103842936,59.09918579619253,439,4.391756702681072
44,50.0,32.0,,rule12,160385.1364128568,58.56892214901286,359,3.591436574629852
44,50.0,35.0,,rule12,156764.76098884555,57.2468452340219,282,2.8211284513805523
44,50.0,38.0,,rule12,154795.22095928714,56.52761501580746,211,2.110844337735094
44,50.0,41.0,,rule12,152424.73678757087,55.66196932061455,166,1.6606642657062824
44,55.0,-10.0,,rule12,152947.18362717447,55.852754757221184,3132,31.332533013205282
44,55.0,-7.0,,rule12,157065.6890549411,57.35673716584177,2962,29.631852741096438
44,55.0,-4.0,,rule12,161749.21584915,59.067052238223056,2744,27.450980392156865
44,55.0,-1.0,,rule12,164636.57902384372,60.12145012556374,2494,24.9499799919968
44,55.0,2.0,,rule12,166601.51327706716,60.83899842136546,2226,22.268907563025213
44,55.0,5.0,,rule12,168525.9108359809,61.541743659064025,1945,19.4577831132453
44,55.0,8.0,,rule12,169345.25775367295,61.84095009993901,1681,16.81672669067627
44,55.0,11.0,,rule12,168901.0547129864,61.678737479179965,1450,14.505802320928371
44,55.0,14.0,,rule12,167930.71778183623,61.32439299658058,1219,12.194877951180471
44,55.0,17.0,,rule12,167061.46119398967,61.00696070478735,1023,10.234093637454981
44,55.0,20.0,,rule12,165803.4649173009,60.54756971855862,855,8.553421368547419
44,55.0,23.0,,rule12,164694.17380242413,60.14248239936611,700,7.002801120448179
44,55.0,26.0,,rule12,163712.5590795847,59.784019529500696,552,5.5222088835534215
44,55.0,29.0,,rule12,161832.10820781864,59.09732259999221,440,4.401760704281712
44,55.0,32.0,,rule12,160385.1364128568,58.56892214901286,359,3.591436574629852
44,55.0,35.0,,rule12,156764.76098884555,57.2468452340219,282,2.8211284513805523
44,55.0,38.0,,rule12,154795.22095928714,56.52761501580746,211,2.110844337735094
44,55.0,41.0,,rule12,152424.73678757087,55.66196932061455,166,1.6606642657062824
44,60.0,-10.0,,rule12,150631.1854099122,55.00700606555369,3269,32.703081232493
44,60.0,-7.0,,rule12,155054.72787313172,56.62238090605162,3087,30.88235294117647
44,60.0,-4.0,,rule12,159863.69762987705,58.378504831243454,2864,28.651460584233696
44,60.0,-1.0,,rule12,163172.0093684606,59.5866233451872,2601,26.02040816326531
44,60.0,2.0,,rule12,165479.28188541954,60.429185614015324,2318,23.189275710284114
44,60.0,5.0,,rule12,167615.9555081459,61.20944913385405,2025,20.258103241296517
44,60.0,8.0,,rule12,168605.01475265683,61.57063056991559,1750,17.507002801120446
44,60.0,11.0,,rule12,168225.52569826148,61.43204999206161,1503,15.036014405762305
44,60.0,14.0,,rule12,167530.82658651698,61.17836203130186,1261,12.615046018407364
44,60.0,17.0,,rule12,166942.3370030574,60.96345932042704,1058,10.58423369347739
44,60.0,20.0,,rule12,165738.09854921955,60.523699440994584,879,8.793517406962785
44,60.0,23.0,,rule12,164613.25491764714,60.11293270437013,715,7.152861144457782
44,60.0,26.0,,rule12,163660.9445872434,59.765171117164556,563,5.632252901160465
44,60.0,29.0,,rule12,161791.7819109309,59.08259637413487,445,4.451780712284914
44,60.0,32.0,,rule12,160365.34332897613,58.56169417505702,363,3.6314525810324128
44,60.0,35.0,,rule12,156774.65155036043,57.250457037087514,284,2.8411364545818327
44,60.0,38.0,,rule12,154800.23778726422,56.529447044721095,212,2.1208483393357342
44,60.0,41.0,,rule12,152429.753615548,55.66380134952819,167,1.6706682673069229
44,65.0,-10.0,,rule12,147527.64827431896,53.87366647470018,3471,34.72388955582233
44,65.0,-7.0,,rule12,152433.33226477896,55.66510818900781,3277,32.78311324529812
44,65.0,-4.0,,rule12,157735.76023448366,57.601431578470525,3038,30.392156862745097
44,65.0,-1.0,,rule12,161551.00394066467,58.994669858554154,2758,27.591036414565828
44,65.0,2.0,,rule12,164278.03011449275,59.9905164017283,2457,24.579831932773107
44,65.0,5.0,,rule12,166784.16649468587,60.90569912893876,2147,21.47859143657463
44,65.0,8.0,,rule12,168386.60098039993,61.49087093938064,1846,18.46738695478191
44,65.0,11.0,,rule12,168159.4951773782,61.40793718133882,1586,15.866346538615447
44,65.0,14.0,,rule12,167575.23523670438,61.19457903765133,1329,13.2953181272509
44,65.0,17.0,,rule12,167128.3890773126,61.03140121140543,1114,11.144457783113246
44,65.0,20.0,,rule12,166044.99048554496,60.635769239535854,921,9.213685474189676
44,65.0,23.0,,rule12,165016.5563285602,60.260209001081,748,7.482993197278912
44,65.0,26.0,,rule12,164042.46139862522,59.904492184715615,590,5.902360944377751
44,65.0,29.0,,rule12,161976.81153827976,59.150164891279495,466,4.6618647458983595
44,65.0,32.0,,rule12,160576.05038954507,58.63863949369891,381,3.8115246098439375
44,65.0,35.0,,rule12,156844.35309457497,57.27591042016323,299,2.9911964785914362
44,65.0,38.0,,rule12,154898.49753980595,56.56532922137232,221,2.2108843537414966
44,65.0,41.0,,rule12,152539.40916966725,55.703845007912385,173,1.7306922769107644
44,70.0,-10.0,,rule12,142986.51297785,52.215349466056836,3721,37.22488995598239
44,70.0,-7.0,,rule12,148417.756907504,54.19871344854806,3514,35.154061624649856
44,70.0,-4.0,,rule12,154768.62898810877,56.51790424631493,3248,32.49299719887955
44,70.0,-1.0,,rule12,159394.51956154883,58.20717191117034,2929,29.301720688275314
44,70.0,2.0,,rule12,162560.8148902639,59.363429334744346,2606,26.070428171268507
44,70.0,5.0,,rule12,165671.59948598087,60.4994155294993,2270,22.709083633453382
44,70.0,8.0,,rule12,167547.93846759587,61.184610892344395,1947,19.47779111644658
44,70.0,11.0,,rule12,167500.87513022954,61.16742445597048,1668,16.686674669867948
44,70.0,14.0,,rule12,167103.55744401005,61.02233327636944,1389,13.895558223289317
44,70.0,17.0,,rule12,166857.31917264475,60.93241278580367,1156,11.564625850340136
44,70.0,20.0,,rule12,165817.24677284333,60.55260253171317,951,9.513805522208884
44,70.0,23.0,,rule12,164841.6139812829,60.1963241240443,768,7.6830732292917165
44,70.0,26.0,,rule12,163940.86348152012,59.86739098799304,602,6.022408963585434
44,70.0,29.0,,rule12,161906.98510571104,59.124665901881045,473,4.731892757102841
44,70.0,32.0,,rule12,160508.92009902705,58.61412507268006,385,3.8515406162464987
44,70.0,35.0,,rule12,156799.5889569302,57.25956359806099,301,3.011204481792717
44,70.0,38.0,,rule12,154872.59860927827,56.55587153420913,222,2.220888355342137
44,70.0,41.0,,rule12,152513.51023913958,55.69438732074919,174,1.7406962785114044
44,75.0,-10.0,,rule12,135944.82925434323,49.64389032075053,4045,40.46618647458984
44,75.0,-7.0,,rule12,142304.651904522,51.9663496583852,3811,38.12525010004001
44,75.0,-4.0,,rule12,149435.12953634196,54.57023427415351,3515,35.164065626250505
44,75.0,-1.0,,rule12,155097.6862177672,56.638068294539586,3163,31.64265706282513
44,75.0,2.0,,rule12,159233.52314615005,58.148379764150626,2806,28.07122849139656
44,75.0,5.0,,rule12,163075.9685262593,59.55155146299274,2436,24.369747899159663
44,75.0,8.0,,rule12,165795.21771813073,60.544558033205796,2077,20.77831132452981
44,75.0,11.0,,rule12,166297.176920045,60.727861860957134,1771,17.717086834733895
44,75.0,14.0,,rule12,166415.61875955414,60.77111406644543,1466,14.665866346538614
44,75.0,17.0,,rule12,166352.23786435442,60.747968837406674,1218,12.184873949579831
44,75.0,20.0,,rule12,165347.06164626754,60.38090185738663,1000,10.004001600640255
44,75.0,23.0,,rule12,164402.67941738814,60.03603542849407,807,8.073229291716686
44,75.0,26.0,,rule12,163688.18743800977,59.77511957274678,626,6.2625050020007995
44,75.0,29.0,,rule12,161732.44027220877,59.06092618763102,491,4.911964785914366
44,75.0,32.0,,rule12,160408.8348110443,58.577576252937604,398,3.981592637054822
44,75.0,35.0,,rule12,156766.31079461856,57.24741118705032,304,3.041216486594638
44,75.0,38.0,,rule12,154872.59860927827,56.55587153420913,222,2.220888355342137
44,75.0,41.0,,rule12,152513.51023913958,55.69438732074919,174,1.7406962785114044
