datetime,date,hour,year,month,day_of_week,is_weekend,quarter,price_eur_mwh,demand_mw,supply_mw,net_flow_cz,net_flow_pl,net_flow_hu,net_import,price_lag24,price_change_24h,price_change_24h_pct,price_lag168,price_change_7d,price_daily_mean,price_daily_std,price_daily_range,yesterday_mean_price,yesterday_std_price,yesterday_range_price,price_momentum_6h,net_import_lag24,net_import_change_24h
2024-06-11 02:00:00,2024-06-11,2,2024,6,1,0,2,64.63,886.8,836.6,834.6,422.1,-1206.5,50.200000000000045,67.51,-2.8800000000000097,-4.266034661531639,96.05,-31.42,96.92666666666666,29.96928205123839,114.8,29.307083333333335,55.3021850719468,170.52999999999997,-82.03,-178.29999999999995,228.5
2024-06-11 03:00:00,2024-06-11,3,2024,6,1,0,2,65.22,867.1,859.6,647.3,603.2,-1243.0,7.5,69.84,-4.6200000000000045,-6.615120274914095,95.93,-30.710000000000008,96.73416666666668,30.165029265354992,114.8,32.21666666666667,55.53027005835283,170.52999999999997,-60.879999999999995,-281.29999999999995,288.79999999999995
2024-06-11 04:00:00,2024-06-11,4,2024,6,1,0,2,62.9,907.0,880.8,672.9,753.6,-1400.3,26.200000000000045,71.09,-8.190000000000005,-11.520607680405126,95.94,-33.04,96.39291666666666,30.512078503462558,115.97999999999999,35.10666666666666,55.67932226182541,170.52999999999997,-52.82,-229.60000000000002,255.80000000000007
2024-06-11 05:00:00,2024-06-11,5,2024,6,1,0,2,70.43,970.1,965.1,809.4,621.9,-1426.3,5.0,76.7,-6.269999999999996,-8.174706649282914,106.41,-35.97999999999999,96.13166666666666,30.714196925096964,115.97999999999999,38.39125,55.71230902260659,170.52999999999997,-27.61,-148.9999999999999,153.9999999999999
2024-06-11 06:00:00,2024-06-11,6,2024,6,1,0,2,88.09,1177.1,881.9,833.6,686.5,-1224.9,295.1999999999998,114.52,-26.429999999999993,-23.078938176737683,141.86,-53.77000000000001,95.03041666666665,30.499290865479374,115.97999999999999,43.31583333333333,57.04049400028967,170.52999999999997,3.280000000000001,201.9000000000001,93.29999999999973
2024-06-11 07:00:00,2024-06-11,7,2024,6,1,0,2,102.52,1256.5,870.0,630.8,979.9,-1224.2,386.4999999999998,178.88,-76.36,-42.68783542039356,173.05,-70.53000000000002,91.84875000000001,24.827355409516436,83.75999999999999,50.752500000000005,62.568845994875275,215.18,25.97,154.79999999999995,231.69999999999982
2024-06-11 08:00:00,2024-06-11,8,2024,6,1,0,2,95.28,1226.0,759.3,563.5,1001.9,-1098.7,466.70000000000005,139.97,-44.69,-31.928270343645064,141.68,-46.400000000000006,89.98666666666666,22.640908083391643,83.75999999999999,56.58416666666667,64.1365907173165,215.18,30.650000000000006,311.40000000000003,155.3
2024-06-11 09:00:00,2024-06-11,9,2024,6,1,0,2,77.15,1244.5,640.4,681.3,1024.5,-1101.7,604.0999999999999,104.48,-27.33,-26.15811638591118,110.77,-33.61999999999999,88.84791666666666,22.56743305299604,83.75999999999999,61.018333333333324,63.59094854011752,215.18,11.930000000000007,560.5000000000001,43.599999999999795
2024-06-11 10:00:00,2024-06-11,10,2024,6,1,0,2,61.97,1176.3,593.7,672.5,1095.9,-1185.8,582.6000000000001,86.44,-24.47,-28.30865340120315,90.2,-28.230000000000004,87.82833333333333,23.22416557525103,84.69,64.92958333333333,62.066422587920364,215.18,-0.9299999999999997,691.0000000000001,-108.39999999999998
2024-06-11 11:00:00,2024-06-11,11,2024,6,1,0,2,60.8,1150.3,274.4,690.0,1216.7,-1030.8,875.9000000000001,80.84,-20.040000000000006,-24.78970806531421,81.31,-20.510000000000005,86.99333333333333,23.838481434467617,85.86,68.93708333333333,59.71891867444456,215.18,-9.63000000000001,980.2,-104.29999999999995
2024-06-11 12:00:00,2024-06-11,12,2024,6,1,0,2,60.96,1307.0,313.0,745.4,1123.9,-875.3,994.0000000000002,70.45,-9.490000000000002,-13.470546486870122,72.88,-11.919999999999995,86.59791666666666,24.200775765353786,85.86,72.79958333333333,56.47438191660283,215.18,-27.130000000000003,1051.6,-57.59999999999968
2024-06-11 13:00:00,2024-06-11,13,2024,6,1,0,2,49.76,1327.7,342.4,711.1,1051.4,-777.2,985.3,70.26,-20.500000000000007,-29.177341303729015,62.33,-12.57,85.74374999999999,25.145816284830406,96.9,77.02583333333332,51.97126730571729,215.18,-52.76,1058.1000000000001,-72.80000000000018
2024-06-11 14:00:00,2024-06-11,14,2024,6,1,0,2,47.98,1311.5,405.2,680.3,1025.3,-799.3,906.3,64.08,-16.1,-25.124843945068665,52.81,-4.830000000000005,85.07291666666667,25.95075612187646,98.68,81.20833333333333,46.16996065264373,208.03,-47.300000000000004,1039.2,-132.9000000000001
2024-06-11 15:00:00,2024-06-11,15,2024,6,1,0,2,67.79,1208.5,469.4,674.5,1099.0,-1034.4,739.0999999999999,66.9,0.8900000000000006,1.3303437967115104,84.33,-16.539999999999992,85.11,25.92428054429163,98.68,85.21041666666666,39.92910439866784,183.88,-9.36,630.9000000000001,108.19999999999982
2024-06-11 16:00:00,2024-06-11,16,2024,6,1,0,2,70.27,963.5,745.0,527.4,1000.1,-1309.0,218.5,90.07,-19.799999999999997,-21.98290218718774,90.31,-20.040000000000006,84.285,26.074192138054453,98.68,89.085,35.24202987294042,183.88,8.299999999999997,218.0,0.5
2024-06-11 17:00:00,2024-06-11,17,2024,6,1,0,2,77.62,963.9,756.8,707.3,935.1,-1435.3,207.10000000000014,97.02,-19.39999999999999,-19.995877138734276,99.92,-22.299999999999997,83.47666666666666,25.96269960952634,98.68,93.33583333333333,29.00024166565991,114.8,16.820000000000007,93.39999999999986,113.70000000000027
2024-06-11 18:00:00,2024-06-11,18,2024,6,1,0,2,95.82,936.4,925.6,745.8,923.0,-1658.0,10.799999999999955,109.6,-13.780000000000001,-12.572992700729928,122.78,-26.960000000000008,82.9025,25.50825787005501,98.68,94.77375,28.9116439327015,114.8,34.85999999999999,70.40000000000009,-59.600000000000136
2024-06-11 19:00:00,2024-06-11,19,2024,6,1,0,2,121.41,944.6,1137.0,868.8,775.5,-1836.7,-192.4000000000001,122.59,-1.1800000000000068,-0.9625581205644888,169.62,-48.21000000000001,82.85333333333334,25.429450517523854,98.68,95.77708333333334,29.45957915800357,114.8,71.65,-252.79999999999995,60.399999999999864
2024-06-11 20:00:00,2024-06-11,20,2024,6,1,0,2,146.53,987.7,1258.1,822.7,815.6,-1908.7,-270.39999999999986,146.66,-0.12999999999999545,-0.08864039274512167,223.45,-76.91999999999999,82.84791666666666,25.41527818136638,98.55000000000001,96.45666666666666,30.46283347274869,114.8,98.55000000000001,-262.70000000000005,-7.699999999999818
2024-06-11 21:00:00,2024-06-11,21,2024,6,1,0,2,122.88,948.5,1224.8,731.0,681.0,-1688.3,-276.29999999999995,126.1,-3.219999999999999,-2.553528945281522,143.67,-20.789999999999992,82.71375,25.184475344338047,98.55000000000001,96.11791666666666,30.067160762875364,114.8,55.08999999999999,-458.5999999999999,182.29999999999995
2024-06-11 22:00:00,2024-06-11,22,2024,6,1,0,2,116.82,1006.6,1173.5,816.0,741.7,-1724.6,-166.89999999999986,115.72,1.0999999999999943,0.9505703422053183,125.97,-9.150000000000006,82.75958333333334,25.24807585938887,98.55000000000001,96.42125,30.233141376641832,114.8,46.55,-282.80000000000007,115.9000000000002
2024-06-11 23:00:00,2024-06-11,23,2024,6,1,0,2,92.38,956.8,1247.0,757.9,287.9,-1336.0,-290.20000000000005,98.04,-5.660000000000011,-5.7731538147694925,102.11,-9.730000000000004,82.52375,25.12527669110041,98.55000000000001,96.43583333333333,30.23386438742348,114.8,14.759999999999991,-185.4000000000001,-104.79999999999995
2024-06-12 00:00:00,2024-06-12,0,2024,6,2,0,2,88.88,844.9,1060.9,830.4,362.3,-1408.7,-216.0,84.81,4.069999999999993,4.7989623865110165,115.1,-26.22,82.69333333333333,25.15509623648203,98.55000000000001,96.90083333333332,29.952692543070697,114.8,-6.939999999999998,17.5,-233.5
2024-06-12 01:00:00,2024-06-12,1,2024,6,2,0,2,85.5,821.9,911.2,810.9,494.1,-1394.3,-89.29999999999995,76.55,8.950000000000003,11.691704768125412,112.51,-27.010000000000005,83.06625,25.1263876212103,98.55000000000001,97.04666666666667,29.83982670812663,114.8,-35.91,-40.90000000000009,-48.399999999999864
2024-06-12 02:00:00,2024-06-12,2,2024,6,2,0,2,78.52,816.0,953.3,701.6,473.9,-1312.8,-137.29999999999995,64.63,13.89,21.491567383568004,105.71,-27.189999999999998,83.645,24.841626530798226,98.55000000000001,96.92666666666666,29.96928205123839,114.8,-68.01,50.200000000000045,-187.5
2024-06-12 03:00:00,2024-06-12,3,2024,6,2,0,2,80.77,820.4,959.8,705.4,422.5,-1267.3,-139.39999999999986,65.22,15.549999999999997,23.842379638147804,95.78,-15.010000000000005,84.29291666666667,24.54114317863981,98.55000000000001,96.73416666666668,30.165029265354992,114.8,-42.11,7.5,-146.89999999999986
2024-06-12 04:00:00,2024-06-12,4,2024,6,2,0,2,84.79,843.7,954.7,764.2,348.9,-1224.1,-111.0,62.9,21.890000000000008,34.8012718600954,105.62,-20.83,85.205,24.114565326158633,98.55000000000001,96.39291666666666,30.512078503462558,115.97999999999999,-32.02999999999999,26.200000000000045,-137.20000000000005
2024-06-12 05:00:00,2024-06-12,5,2024,6,2,0,2,93.56,866.6,875.5,657.1,302.5,-968.5,-8.899999999999977,70.43,23.129999999999995,32.8411188414028,92.56,1.0,86.16874999999999,23.96010802626821,98.55000000000001,96.13166666666666,30.714196925096964,115.97999999999999,1.1800000000000068,5.0,-13.899999999999977
2024-06-12 06:00:00,2024-06-12,6,2024,6,2,0,2,122.82,1010.6,1140.4,463.3,166.8,-759.9,-129.79999999999995,88.09,34.72999999999999,39.42558746736291,114.73,8.08999999999999,87.61583333333334,25.102712120348862,98.55000000000001,95.03041666666665,30.499290865479374,115.97999999999999,33.94,295.1999999999998,-424.9999999999998
2024-06-12 07:00:00,2024-06-12,7,2024,6,2,0,2,133.51,1075.7,1016.4,398.6,273.0,-612.3,59.30000000000007,102.52,30.989999999999995,30.22824814670308,150.14,-16.629999999999995,88.90708333333333,26.651932058061853,98.55000000000001,91.84875000000001,24.827355409516436,83.75999999999999,48.00999999999999,386.4999999999998,-327.1999999999997
2024-06-12 08:00:00,2024-06-12,8,2024,6,2,0,2,111.63,1105.1,868.8,426.9,395.9,-586.5,236.29999999999995,95.28,16.349999999999994,17.15994962216624,115.64,-4.010000000000005,89.58833333333332,27.028217568451407,98.55000000000001,89.98666666666666,22.640908083391643,83.75999999999999,33.11,466.70000000000005,-230.4000000000001
2024-06-12 09:00:00,2024-06-12,9,2024,6,2,0,2,80.74,1121.0,760.9,629.2,751.2,-1020.3,360.10000000000014,77.15,3.589999999999989,4.653272845106921,87.75,-7.010000000000005,89.73791666666666,26.966249756052587,98.55000000000001,88.84791666666666,22.56743305299604,83.75999999999999,-0.030000000000001137,604.0999999999999,-243.99999999999977
2024-06-12 10:00:00,2024-06-12,10,2024,6,2,0,2,66.51,1117.5,645.3,731.2,966.6,-1225.6,472.2000000000003,61.97,4.540000000000006,7.326125544618374,71.95,-5.439999999999998,89.92708333333333,26.77825894252206,98.55000000000001,87.82833333333333,23.22416557525103,84.69,-18.28,582.6000000000001,-110.39999999999986
2024-06-12 11:00:00,2024-06-12,11,2024,6,2,0,2,64.84,1107.7,473.5,705.6,1077.1,-1148.5,634.1999999999998,60.8,4.040000000000006,6.644736842105274,66.17,-1.3299999999999983,90.09541666666667,26.599299758545087,98.55000000000001,86.99333333333333,23.838481434467617,85.86,-28.72,875.9000000000001,-241.70000000000027
2024-06-12 12:00:00,2024-06-12,12,2024,6,2,0,2,69.16,1107.4,477.9,653.0,1056.1,-1079.6,629.5,60.96,8.199999999999996,13.451443569553797,52.68,16.479999999999997,90.43708333333332,26.259276369904484,98.55000000000001,86.59791666666666,24.200775765353786,85.86,-53.66,994.0000000000002,-364.5000000000002
2024-06-12 13:00:00,2024-06-12,13,2024,6,2,0,2,56.43,1086.4,504.1,793.3,1264.6,-1475.6,582.2999999999997,49.76,6.670000000000002,13.404340836012866,32.89,23.54,90.71500000000002,25.84203148563126,98.55000000000001,85.74374999999999,25.145816284830406,96.9,-77.07999999999998,985.3,-403.0000000000002
2024-06-12 14:00:00,2024-06-12,14,2024,6,2,0,2,48.81,1118.2,540.4,809.9,1211.6,-1443.7,577.8,47.98,0.8300000000000054,1.729887453105472,28.93,19.880000000000003,90.74958333333335,25.782842032970514,97.72,85.07291666666667,25.95075612187646,98.68,-62.81999999999999,906.3,-328.5
2024-06-12 15:00:00,2024-06-12,15,2024,6,2,0,2,49.09,1087.4,546.2,774.8,1159.3,-1392.9,541.1999999999998,67.79,-18.700000000000003,-27.58518955598171,104.32,-55.22999999999999,89.97041666666667,26.770499415387913,97.72,85.11,25.92428054429163,98.68,-31.64999999999999,739.0999999999999,-197.9000000000001
2024-06-12 16:00:00,2024-06-12,16,2024,6,2,0,2,63.56,1015.3,905.1,695.2,1050.8,-1635.8,110.20000000000005,70.27,-6.709999999999994,-9.548882880318763,120.58,-57.019999999999996,89.69083333333334,27.019074891102836,97.72,84.285,26.074192138054453,98.68,-2.950000000000003,218.5,-108.29999999999995
2024-06-12 17:00:00,2024-06-12,17,2024,6,2,0,2,94.44,1081.2,1095.5,806.1,497.4,-1317.8,-14.299999999999955,77.62,16.819999999999993,21.669672764751343,99.43,-4.990000000000009,90.39166666666665,26.91028648752349,97.72,83.47666666666666,25.96269960952634,98.68,29.599999999999994,207.10000000000014,-221.4000000000001
2024-06-12 18:00:00,2024-06-12,18,2024,6,2,0,2,122.61,1063.9,1111.3,866.2,260.3,-1173.9,-47.40000000000009,95.82,26.790000000000006,27.958672510958056,131.16,-8.549999999999997,91.50791666666667,27.689592139689037,97.72,82.9025,25.50825787005501,98.68,53.45,10.799999999999955,-58.200000000000045
2024-06-12 19:00:00,2024-06-12,19,2024,6,2,0,2,144.61,1020.8,1163.0,848.3,313.0,-1303.5,-142.20000000000005,121.41,23.200000000000017,19.10880487603988,165.11,-20.5,92.47458333333333,29.14557226110935,97.72,82.85333333333334,25.429450517523854,98.68,88.18,-192.4000000000001,50.200000000000045
2024-06-12 20:00:00,2024-06-12,20,2024,6,2,0,2,150.94,1055.3,1284.0,724.2,395.9,-1348.8,-228.70000000000005,146.53,4.409999999999997,3.0096226028799538,186.41,-35.47,92.65833333333335,29.51277345661468,102.13,82.84791666666666,25.41527818136638,98.55000000000001,102.13,-270.39999999999986,41.69999999999982
