Delivery day;Period number;Period;Buy Orders (MWh);Sell Orders (MWh);Buy trades (MWh);Sell trades (MWh);Traded Quantity Difference (MWh);Weighted average price of all trades (EUR/MWh);Total Traded Quantity (MWh)
6.3.2025;2;01:00 - 02:00;46.0;78.3;18.0;34.2;-16.2;110.50;52.2
6.3.2025;3;02:00 - 03:00;411.9;65.4;19.2;19.8;-0.6;103.60;39.0
6.3.2025;4;03:00 - 04:00;33.0;72.9;18.0;37.9;-19.9;105.72;55.9
6.3.2025;5;04:00 - 05:00;144.1;153.9;9.9;36.2;-26.3;119.91;46.1
6.3.2025;6;05:00 - 06:00;116.7;77.6;16.7;13.7;3.0;85.95;30.4
6.3.2025;7;06:00 - 07:00;64.2;162.1;14.1;14.1;0.0;83.64;28.2
6.3.2025;8;07:00 - 08:00;55.2;231.9;19.6;195.9;-176.3;146.58;215.5
6.3.2025;9;08:00 - 09:00;104.6;136.0;46.3;60.8;-14.5;102.34;107.1
6.3.2025;10;09:00 - 10:00;223.8;187.2;66.8;87.6;-20.8;70.18;154.4
6.3.2025;11;10:00 - 11:00;4,550.2;3,553.8;71.0;71.0;0.0;28.24;142.0
6.3.2025;12;11:00 - 12:00;250.2;216.3;85.2;50.2;35.0;3.24;135.4
6.3.2025;13;12:00 - 13:00;312.8;7,807.7;83.6;79.5;4.1;1.66;163.1
6.3.2025;14;13:00 - 14:00;382.7;453.7;57.9;49.3;8.6;0.72;107.2
6.3.2025;15;14:00 - 15:00;148.8;2,677.7;68.4;70.4;-2.0;14.45;138.8
6.3.2025;16;15:00 - 16:00;78.4;144.0;19.2;47.9;-28.7;69.41;67.1
6.3.2025;17;16:00 - 17:00;201.7;3,496.1;49.2;293.2;-244.0;107.32;342.4
6.3.2025;18;17:00 - 18:00;105.7;24,249.5;42.2;219.2;-177.0;131.37;261.4
6.3.2025;19;18:00 - 19:00;101.1;45,565.2;45.1;45.1;0.0;103.12;90.2
6.3.2025;20;19:00 - 20:00;73.6;44,385.4;13.1;13.2;-0.1;98.24;26.3
6.3.2025;21;20:00 - 21:00;83.3;4,435.2;14.5;12.6;1.9;94.38;27.1
6.3.2025;22;21:00 - 22:00;80.6;223.8;20.7;19.0;1.7;91.89;39.7
6.3.2025;23;22:00 - 23:00;46.7;13,147.9;12.1;11.6;0.5;82.97;23.7
6.3.2025;24;23:00 - 00:00;90.8;318.3;50.8;41.3;9.5;104.07;92.1
7.3.2025;1;00:00 - 01:00;59.5;68.5;18.2;18.9;-0.7;91.26;37.1
7.3.2025;2;01:00 - 02:00;27.0;49.7;17.0;18.1;-1.1;93.38;35.1
7.3.2025;3;02:00 - 03:00;70.9;73.1;29.9;41.1;-11.2;121.03;71.0
7.3.2025;4;03:00 - 04:00;34.6;55.3;17.2;23.3;-6.1;101.31;40.5
7.3.2025;5;04:00 - 05:00;57.8;2,059.6;13.6;59.9;-46.3;119.02;73.5
7.3.2025;6;05:00 - 06:00;124.7;1,546.3;14.6;55.4;-40.8;138.36;70.0
7.3.2025;7;06:00 - 07:00;45.2;172.7;9.1;122.6;-113.5;209.39;131.7
7.3.2025;8;07:00 - 08:00;59.3;151.8;23.2;98.4;-75.2;186.90;121.6
7.3.2025;9;08:00 - 09:00;165.5;91.7;32.9;51.1;-18.2;193.50;84.0
7.3.2025;10;09:00 - 10:00;292.9;851.8;81.0;128.7;-47.7;83.14;209.7
7.3.2025;11;10:00 - 11:00;280.7;7,185.7;70.0;63.9;6.1;56.56;133.9
7.3.2025;12;11:00 - 12:00;950.1;120.3;116.3;79.9;36.4;29.35;196.2
7.3.2025;13;12:00 - 13:00;2,097.8;2,608.5;151.3;112.8;38.5;20.11;264.1
7.3.2025;14;13:00 - 14:00;259.6;309.5;89.1;33.5;55.6;14.88;122.6
7.3.2025;15;14:00 - 15:00;408.0;215.7;90.4;53.3;37.1;54.90;143.7
7.3.2025;16;15:00 - 16:00;125.2;398.2;28.7;44.2;-15.5;93.54;72.9
7.3.2025;17;16:00 - 17:00;3,471.3;2,070.1;58.9;39.4;19.5;153.19;98.3
7.3.2025;18;17:00 - 18:00;245.7;318.5;53.8;63.7;-9.9;143.40;117.5
7.3.2025;19;18:00 - 19:00;148.1;4,130.0;68.6;69.6;-1.0;182.84;138.2
7.3.2025;20;19:00 - 20:00;108.6;199.0;63.6;63.6;0.0;148.70;127.2
7.3.2025;21;20:00 - 21:00;320.2;798.4;45.1;85.3;-40.2;141.96;130.4
7.3.2025;22;21:00 - 22:00;1,995.2;5,407.5;39.8;98.5;-58.7;135.61;138.3
7.3.2025;23;22:00 - 23:00;72.0;234.7;27.1;156.9;-129.8;137.04;184.0
7.3.2025;24;23:00 - 00:00;488.6;1,129.8;4.6;118.9;-114.3;121.75;123.5
8.3.2025;1;00:00 - 01:00;58.5;87.8;5.5;14.0;-8.5;120.84;19.5
8.3.2025;2;01:00 - 02:00;15.5;19.1;5.5;9.1;-3.6;115.50;14.6
8.3.2025;3;02:00 - 03:00;27.0;25.0;17.0;12.9;4.1;112.61;29.9
8.3.2025;4;03:00 - 04:00;65.5;50.3;15.5;14.0;1.5;111.57;29.5
8.3.2025;5;04:00 - 05:00;45.7;71.1;15.7;34.0;-18.3;111.92;49.7
8.3.2025;6;05:00 - 06:00;37.8;73.9;17.8;45.8;-28.0;114.84;63.6
8.3.2025;7;06:00 - 07:00;77.2;65.0;13.0;34.5;-21.5;124.38;47.5
8.3.2025;8;07:00 - 08:00;72.9;75.5;22.9;36.6;-13.7;118.63;59.5
8.3.2025;9;08:00 - 09:00;53.8;75.4;19.5;32.5;-13.0;95.73;52.0
8.3.2025;10;09:00 - 10:00;150.5;81.4;40.5;28.5;12.0;60.82;69.0
8.3.2025;11;10:00 - 11:00;289.8;168.6;47.5;28.5;19.0;8.28;76.0
8.3.2025;12;11:00 - 12:00;547.8;289.5;95.2;34.4;60.8;-3.39;129.6
8.3.2025;13;12:00 - 13:00;814.6;199.8;76.9;46.7;30.2;-6.58;123.6
8.3.2025;14;13:00 - 14:00;414.5;350.0;44.9;62.7;-17.8;-9.14;107.6
8.3.2025;15;14:00 - 15:00;248.9;124.4;64.9;35.9;29.0;-4.34;100.8
8.3.2025;16;15:00 - 16:00;568.2;1,906.6;45.2;44.7;0.5;44.50;89.9
8.3.2025;17;16:00 - 17:00;5,227.6;20,460.7;61.0;142.5;-81.5;118.73;203.5
8.3.2025;18;17:00 - 18:00;451.0;11,173.8;60.0;98.8;-38.8;133.56;158.8
8.3.2025;19;18:00 - 19:00;211.3;4,967.0;68.5;104.3;-35.8;149.51;172.8
8.3.2025;20;19:00 - 20:00;113.4;2,001.9;38.4;86.0;-47.6;106.81;124.4
8.3.2025;21;20:00 - 21:00;56.3;525.8;36.3;106.8;-70.5;99.09;143.1
8.3.2025;22;21:00 - 22:00;64.6;610.3;25.1;48.0;-22.9;81.90;73.1
8.3.2025;23;22:00 - 23:00;32.0;2,395.5;17.0;100.9;-83.9;92.94;117.9
8.3.2025;24;23:00 - 00:00;36.7;82.7;16.7;24.7;-8.0;79.46;41.4
9.3.2025;1;00:00 - 01:00;42.0;213.4;19.0;30.6;-11.6;96.68;49.6
9.3.2025;2;01:00 - 02:00;44.0;119.6;19.0;54.9;-35.9;78.69;73.9
9.3.2025;3;02:00 - 03:00;44.0;125.2;19.0;54.4;-35.4;79.25;73.4
9.3.2025;4;03:00 - 04:00;46.0;112.4;21.0;53.5;-32.5;83.65;74.5
9.3.2025;5;04:00 - 05:00;44.2;110.7;19.2;61.5;-42.3;87.09;80.7
9.3.2025;6;05:00 - 06:00;49.3;181.7;24.3;122.5;-98.2;89.77;146.8
9.3.2025;7;06:00 - 07:00;44.5;168.3;19.5;81.0;-61.5;84.75;100.5
9.3.2025;8;07:00 - 08:00;49.5;120.1;24.5;85.1;-60.6;82.34;109.6
9.3.2025;9;08:00 - 09:00;63.5;54.6;33.5;8.4;25.1;45.46;41.9
9.3.2025;10;09:00 - 10:00;64.8;72.7;27.8;16.0;11.8;19.54;43.8
9.3.2025;11;10:00 - 11:00;1,105.8;456.9;25.8;33.7;-7.9;22.40;59.5
9.3.2025;12;11:00 - 12:00;2,333.8;4,428.8;67.6;24.5;43.1;14.44;92.1
9.3.2025;13;12:00 - 13:00;609.7;24,314.5;194.4;60.1;134.3;3.47;254.5
9.3.2025;14;13:00 - 14:00;225.6;130.1;152.7;41.7;111.0;-13.51;194.4
9.3.2025;15;14:00 - 15:00;5,064.2;111.7;140.7;22.4;118.3;-5.04;163.1
9.3.2025;16;15:00 - 16:00;1,845.2;109.3;172.8;30.7;142.1;21.23;203.5
9.3.2025;17;16:00 - 17:00;403.1;869.3;102.1;15.0;87.1;90.70;117.1
9.3.2025;18;17:00 - 18:00;1,177.9;755.3;132.9;60.2;72.7;120.81;193.1
9.3.2025;19;18:00 - 19:00;143.3;99.3;36.3;44.3;-8.0;134.32;80.6
9.3.2025;20;19:00 - 20:00;253.5;81.7;38.2;49.6;-11.4;134.27;87.8
9.3.2025;21;20:00 - 21:00;227.9;183.5;44.0;78.5;-34.5;125.70;122.5
9.3.2025;22;21:00 - 22:00;63.7;43.9;32.2;14.4;17.8;123.34;46.6
9.3.2025;23;22:00 - 23:00;43.0;68.1;18.0;15.1;2.9;109.75;33.1
9.3.2025;24;23:00 - 00:00;47.8;42.4;21.7;12.1;9.6;97.75;33.8
10.3.2025;1;00:00 - 01:00;7.0;34.9;7.0;17.8;-10.8;94.21;24.8
10.3.2025;2;01:00 - 02:00;17.0;38.6;7.0;16.3;-9.3;93.50;23.3
10.3.2025;3;02:00 - 03:00;19.0;40.6;7.0;27.4;-20.4;96.85;34.4
10.3.2025;4;03:00 - 04:00;17.0;53.0;7.0;43.2;-36.2;95.85;50.2
10.3.2025;5;04:00 - 05:00;17.1;51.0;7.1;38.9;-31.8;94.91;46.0
10.3.2025;6;05:00 - 06:00;19.6;68.4;7.6;49.2;-41.6;106.28;56.8
10.3.2025;7;06:00 - 07:00;16.6;63.4;5.1;44.2;-39.1;147.58;49.3
10.3.2025;8;07:00 - 08:00;27.1;157.1;16.0;89.0;-73.0;156.84;105.0
10.3.2025;9;08:00 - 09:00;376.5;498.8;13.9;69.9;-56.0;111.71;83.8
10.3.2025;10;09:00 - 10:00;2,918.1;2,406.2;39.7;85.5;-45.8;72.44;125.2
10.3.2025;11;10:00 - 11:00;1,995.4;4,542.5;66.6;114.5;-47.9;47.32;181.1
10.3.2025;12;11:00 - 12:00;3,184.7;6,207.4;77.7;104.1;-26.4;41.02;181.8
10.3.2025;13;12:00 - 13:00;9,248.6;5,896.1;151.4;143.7;7.7;49.25;295.1
10.3.2025;14;13:00 - 14:00;7,714.8;6,764.6;137.9;158.1;-20.2;58.00;296.0
10.3.2025;15;14:00 - 15:00;1,587.5;577.4;139.2;138.5;0.7;86.92;277.7
10.3.2025;16;15:00 - 16:00;186.4;323.1;120.8;113.9;6.9;100.00;234.7
10.3.2025;17;16:00 - 17:00;172.6;94.0;98.0;42.0;56.0;129.39;140.0
10.3.2025;18;17:00 - 18:00;133.4;176.4;60.8;100.7;-39.9;150.44;161.5
10.3.2025;19;18:00 - 19:00;136.8;175.7;68.4;91.4;-23.0;176.59;159.8
10.3.2025;20;19:00 - 20:00;109.7;190.8;68.7;93.8;-25.1;155.97;162.5
10.3.2025;21;20:00 - 21:00;89.9;298.9;49.5;95.0;-45.5;136.71;144.5
10.3.2025;22;21:00 - 22:00;69.5;248.0;34.4;64.2;-29.8;120.65;98.6
10.3.2025;23;22:00 - 23:00;3,263.9;210.3;32.0;79.4;-47.4;106.35;111.4
10.3.2025;24;23:00 - 00:00;39.7;117.8;18.5;70.6;-52.1;101.38;89.1
11.3.2025;1;00:00 - 01:00;23.7;73.8;3.7;49.6;-45.9;98.93;53.3
11.3.2025;2;01:00 - 02:00;26.3;67.2;5.4;52.1;-46.7;101.94;57.5
11.3.2025;3;02:00 - 03:00;33.6;73.9;10.4;32.2;-21.8;98.27;42.6
11.3.2025;4;03:00 - 04:00;36.8;85.5;10.4;37.2;-26.8;98.07;47.6
11.3.2025;5;04:00 - 05:00;27.5;106.2;7.3;35.9;-28.6;96.38;43.2
11.3.2025;6;05:00 - 06:00;28.3;81.7;7.9;31.5;-23.6;105.72;39.4
11.3.2025;7;06:00 - 07:00;25.5;77.2;5.3;40.9;-35.6;141.34;46.2
11.3.2025;8;07:00 - 08:00;41.5;65.7;21.3;50.7;-29.4;146.59;72.0
11.3.2025;9;08:00 - 09:00;211.6;75.4;58.6;52.7;5.9;145.42;111.3
11.3.2025;10;09:00 - 10:00;114.9;125.9;72.7;59.3;13.4;122.19;132.0
11.3.2025;11;10:00 - 11:00;165.5;149.5;94.9;72.0;22.9;109.23;166.9
11.3.2025;12;11:00 - 12:00;285.4;179.6;138.1;74.6;63.5;100.80;212.7
11.3.2025;13;12:00 - 13:00;4,844.2;5,118.3;107.7;30.5;77.2;98.09;138.2
11.3.2025;14;13:00 - 14:00;292.8;4,708.0;88.6;31.9;56.7;98.42;120.5
11.3.2025;15;14:00 - 15:00;243.7;5,465.9;89.1;55.1;34.0;100.60;144.2
11.3.2025;16;15:00 - 16:00;249.6;5,264.4;72.3;37.0;35.3;113.02;109.3
11.3.2025;17;16:00 - 17:00;448.7;5,262.0;54.5;77.5;-23.0;134.07;132.0
11.3.2025;18;17:00 - 18:00;558.8;547.3;87.8;239.9;-152.1;195.76;327.7
11.3.2025;19;18:00 - 19:00;1,615.7;1,118.7;193.3;344.8;-151.5;286.64;538.1
11.3.2025;20;19:00 - 20:00;3,084.2;425.7;184.8;310.0;-125.2;228.73;494.8
11.3.2025;21;20:00 - 21:00;167.4;2,160.1;46.2;163.5;-117.3;174.27;209.7
11.3.2025;22;21:00 - 22:00;110.6;385.0;35.6;104.1;-68.5;130.48;139.7
11.3.2025;23;22:00 - 23:00;92.3;169.1;31.3;93.9;-62.6;115.30;125.2
11.3.2025;24;23:00 - 00:00;62.2;154.3;17.1;90.5;-73.4;105.36;107.6
12.3.2025;1;00:00 - 01:00;42.1;85.1;14.7;55.3;-40.6;107.62;70.0
12.3.2025;2;01:00 - 02:00;40.0;98.7;20.0;34.0;-14.0;99.91;54.0
12.3.2025;3;02:00 - 03:00;40.0;50.8;20.0;24.8;-4.8;97.12;44.8
12.3.2025;4;03:00 - 04:00;40.0;55.5;20.0;27.2;-7.2;96.29;47.2
12.3.2025;5;04:00 - 05:00;28.0;69.8;8.0;35.3;-27.3;101.28;43.3
12.3.2025;6;05:00 - 06:00;47.5;86.2;20.5;38.6;-18.1;107.47;59.1
12.3.2025;7;06:00 - 07:00;43.5;69.9;10.5;39.9;-29.4;135.72;50.4
12.3.2025;8;07:00 - 08:00;64.0;111.9;21.1;46.8;-25.7;149.78;67.9
12.3.2025;9;08:00 - 09:00;101.5;87.8;52.7;50.9;1.8;146.68;103.6
12.3.2025;10;09:00 - 10:00;256.6;149.5;91.5;70.4;21.1;117.98;161.9
12.3.2025;11;10:00 - 11:00;506.5;640.3;56.4;110.0;-53.6;99.89;166.4
12.3.2025;12;11:00 - 12:00;5,746.4;11,946.0;119.1;98.9;20.2;77.44;218.0
12.3.2025;13;12:00 - 13:00;6,279.6;4,111.2;135.1;154.4;-19.3;65.25;289.5
12.3.2025;14;13:00 - 14:00;5,584.2;565.2;105.9;174.3;-68.4;70.36;280.2
12.3.2025;15;14:00 - 15:00;117.1;4,171.6;58.2;161.5;-103.3;98.25;219.7
12.3.2025;16;15:00 - 16:00;1,380.0;325.4;38.0;122.4;-84.4;118.30;160.4
12.3.2025;17;16:00 - 17:00;61.0;139.9;23.5;49.9;-26.4;134.48;73.4
12.3.2025;18;17:00 - 18:00;663.6;2,646.3;53.2;197.4;-144.2;157.21;250.6
12.3.2025;19;18:00 - 19:00;4,080.2;3,920.3;74.3;99.5;-25.2;175.81;173.8
