,natgas_mw,hardcoal_mw,lignite_mw,nuclear_mw,fosiloil_mw,hydroreservoir_mw,hydrorunriver_mw,hydropump_mw,hydropump_cvtg2_mw,hydropump_cvtg3_mw,hydropump_cvtg4_mw,hydropump_cvtg5_mw,hydropump_cvtg6_mw,resl_mw,resl_isr_mw,de_spot,sk_spot_m1,sk_spot_m2,sk_spot_merged,cons_gfs,cons_icon,cons_ecmf,cons_seps,solar_fcst,temp_gfs,temp_ecm,temp_icon,cloud_ec,cloud_icon,picasso_pos,picasso_neg
2025-01-01 12:30:00+00:00,210.7,,16.9,2465.6,37.3,17.7,190.3,17.7,,,,,,,,,,,,,,,2840.0,,,,,,,132.56866666666664,77.29
2025-01-01 12:45:00+00:00,210.7,,16.9,2465.6,37.3,17.7,190.3,17.7,,,,,,,,,,,,,,,2840.0,,,,,,,171.832,
2025-01-01 13:00:00+00:00,221.2,,19.1,2465.6,42.8,27.3,192.0,27.3,,,,,,,,,,,,,,,2785.0,,,,,,,18.046666666666667,18.046666666666667
2025-01-01 13:15:00+00:00,221.2,,19.1,2465.6,42.8,27.3,192.0,27.3,,,,,,,,,,,,,,,2785.0,,,,,,,138.6,55.0
2025-01-01 13:30:00+00:00,221.2,,19.1,2465.6,42.8,27.3,192.0,27.3,,,,,,,,,,,,,,,2785.0,,,,,,,174.2,
2025-01-01 13:45:00+00:00,221.2,,19.1,2465.6,42.8,27.3,192.0,27.3,,,,,,,,,,,,,,,2785.0,,,,,,,148.964,
2025-01-01 14:00:00+00:00,217.4,,19.8,2465.6,43.8,34.6,291.7,34.4,,,,,,,,,,,,,,,2735.0,,,,,,,131.24733333333333,70.00666666666666
2025-01-01 14:15:00+00:00,217.4,,19.8,2465.6,43.8,34.6,291.7,34.4,,,,,,,,,,,,,,,2735.0,,,,,,,165.0933333333333,
2025-01-01 14:30:00+00:00,217.4,,19.8,2465.6,43.8,34.6,291.7,34.4,,,,,,,,,,,,,,,2735.0,,,,,,,170.006,
2025-01-01 14:45:00+00:00,217.4,,19.8,2465.6,43.8,34.6,291.7,34.4,,,,,,,,,,,,,,,2735.0,,,,,,,162.16199999999998,
2025-01-01 15:00:00+00:00,213.9,,22.8,2465.9,38.7,58.6,366.0,28.3,,,,,,,,,,,,,,,2867.5,,,,,,,147.15133333333333,31.8275
2025-01-01 15:15:00+00:00,213.9,,22.8,2465.9,38.7,58.6,366.0,28.3,,,,,,,,,,,,,,,2867.5,,,,,,,165.0,
2025-01-01 15:30:00+00:00,213.9,,22.8,2465.9,38.7,58.6,366.0,28.3,,,,,,,,,,,,,,,2867.5,,,,,,,165.3426666666667,
2025-01-01 15:45:00+00:00,213.9,,22.8,2465.9,38.7,58.6,366.0,28.3,,,,,,,,,,,,,,,2867.5,,,,,,,165.00866666666667,
2025-01-01 16:00:00+00:00,207.4,,20.3,2465.2,37.2,64.4,357.9,167.3,,,,,,,,,,,,,,,2920.0,,,,,,,68.988,68.988
2025-01-01 16:15:00+00:00,207.4,,20.3,2465.2,37.2,64.4,357.9,167.3,,,,,,,,,,,,,,,2920.0,,,,,,,81.28583333333334,17.236666666666668
2025-01-01 16:30:00+00:00,207.4,,20.3,2465.2,37.2,64.4,357.9,167.3,,,,,,,,,,,,,,,2920.0,,,,,,,118.256,55.0
2025-01-01 16:45:00+00:00,207.4,,20.3,2465.2,37.2,64.4,357.9,167.3,,,,,,,,,,,,,,,2920.0,,,,,,,30.410000000000004,30.003333333333334
2025-01-01 17:00:00+00:00,214.7,,20.3,2465.4,37.0,78.1,346.5,139.5,,,,,,,,,,,,,,,2945.0,,,,,,,80.0,80.0
2025-01-01 17:15:00+00:00,214.7,,20.3,2465.4,37.0,78.1,346.5,139.5,,,,,,,,,,,,,,,2945.0,,,,,,,107.3,79.5
2025-01-01 17:30:00+00:00,214.7,,20.3,2465.4,37.0,78.1,346.5,139.5,,,,,,,,,,,,,,,2945.0,,,,,,,125.03333333333333,69.5
2025-01-01 17:45:00+00:00,214.7,,20.3,2465.4,37.0,78.1,346.5,139.5,,,,,,,,,,,,,,,2945.0,,,,,,,162.8,69.0
2025-01-01 18:00:00+00:00,212.3,,20.2,2465.2,37.0,83.5,347.5,260.4,,,,,,,,,,,,,,,2940.0,,,,,,,150.0,80.0
2025-01-01 18:15:00+00:00,212.3,,20.2,2465.2,37.0,83.5,347.5,260.4,,,,,,,,,,,,,,,2940.0,,,,,,,150.0,79.5
2025-01-01 18:30:00+00:00,212.3,,20.2,2465.2,37.0,83.5,347.5,260.4,,,,,,,,,,,,,,,2940.0,,,,,,,129.0,69.5
2025-01-01 18:45:00+00:00,212.3,,20.2,2465.2,37.0,83.5,347.5,260.4,,,,,,,,,,,,,,,2940.0,,,,,,,80.0,80.0
2025-01-01 19:00:00+00:00,211.0,,17.7,2464.4,37.1,59.8,327.9,240.9,,,,,,,,,,,,,,,2932.5,,,,,,,150.0,80.0
2025-01-01 19:15:00+00:00,211.0,,17.7,2464.4,37.1,59.8,327.9,240.9,,,,,,,,,,,,,,,2932.5,,,,,,,139.73333333333332,79.5
2025-01-01 19:30:00+00:00,211.0,,17.7,2464.4,37.1,59.8,327.9,240.9,,,,,,,,,,,,,,,2932.5,,,,,,,33.5,17.1
2025-01-01 19:45:00+00:00,211.0,,17.7,2464.4,37.1,59.8,327.9,240.9,,,,,,,,,,,,,,,2932.5,,,,,,,80.0,10.0
2025-01-01 20:00:00+00:00,231.9,,18.5,2463.7,53.1,44.5,266.6,150.8,,,,,,,,,,,,,,,2822.5,,,,,,,80.0,80.0
2025-01-01 20:15:00+00:00,231.9,,18.5,2463.7,53.1,44.5,266.6,150.8,,,,,,,,,,,,,,,2822.5,,,,,,,163.0,79.5
2025-01-01 20:30:00+00:00,231.9,,18.5,2463.7,53.1,44.5,266.6,150.8,,,,,,,,,,,,,,,2822.5,,,,,,,164.6,69.5
2025-01-01 20:45:00+00:00,231.9,,18.5,2463.7,53.1,44.5,266.6,150.8,,,,,,,,,,,,,,,2822.5,,,,,,,161.2,80.0
2025-01-01 21:00:00+00:00,211.3,,19.3,2465.5,42.1,31.1,201.3,96.3,,,,,,,,,,,,,,,2715.0,,,,,,,150.0,70.0
2025-01-01 21:15:00+00:00,211.3,,19.3,2465.5,42.1,31.1,201.3,96.3,,,,,,,,,,,,,,,2715.0,,,,,,,130.0,70.0
2025-01-01 21:30:00+00:00,211.3,,19.3,2465.5,42.1,31.1,201.3,96.3,,,,,,,,,,,,,,,2715.0,,,,,,,69.5,57.6
2025-01-01 21:45:00+00:00,211.3,,19.3,2465.5,42.1,31.1,201.3,96.3,,,,,,,,,,,,,,,2715.0,,,,,,,79.03333333333333,64.5
2025-01-01 22:00:00+00:00,201.4,,17.9,2467.5,37.1,7.0,197.6,7.0,,,,,,,,,,,,,,,2575.0,,,,,,,106.0,70.0
2025-01-01 22:15:00+00:00,201.4,,17.9,2467.5,37.1,7.0,197.6,7.0,,,,,,,,,,,,,,,2575.0,,,,,,,70.0,70.0
2025-01-01 22:30:00+00:00,201.4,,17.9,2467.5,37.1,7.0,197.6,7.0,,,,,,,,,,,,,,,2575.0,,,,,,,54.5,54.5
2025-01-01 22:45:00+00:00,201.4,,17.9,2467.5,37.1,7.0,197.6,7.0,,,,,,,,,,,,,,,2575.0,,,,,,,99.53571428571429,-10.06
2025-01-01 23:00:00+00:00,195.2,,15.0,2470.4,37.3,2.5,188.1,2.5,,,,,,,,,,,,,,,2617.5,,,,,,,70.0,62.0
2025-01-01 23:15:00+00:00,195.2,,15.0,2470.4,37.3,2.5,188.1,2.5,,,,,,,,,,,,,,,2617.5,,,,,,,75.5,2.8906666666666667
2025-01-01 23:30:00+00:00,195.2,,15.0,2470.4,37.3,2.5,188.1,2.5,,,,,,,,,,,,,,,2617.5,,,,,,,,4.2826666666666675
2025-01-01 23:45:00+00:00,195.2,,15.0,2470.4,37.3,2.5,188.1,2.5,,,,,,,,,,,,,,,2617.5,,,,,,,74.51111111111112,-10.0
2025-01-02 00:00:00+00:00,194.4,,14.2,2469.3,37.2,2.1,186.9,2.5,,,,,,,,,,,,,,,2517.5,,,,,,,69.6423076923077,-10.0
2025-01-02 00:15:00+00:00,194.4,,14.2,2469.3,37.2,2.1,186.9,,,,,,,,,,,,,,,,2517.5,,,,,,,,-1.0
2025-01-02 00:30:00+00:00,194.4,,14.2,2469.3,37.2,2.1,186.9,,,,,,,,,,,,,,,,2517.5,,,,,,,54.5,21.866666666666667
2025-01-02 00:45:00+00:00,194.4,,14.2,2469.3,37.2,2.1,186.9,,,,,,,,,,,,,,,,2517.5,,,,,,,,-36.71666666666667
2025-01-02 01:00:00+00:00,196.0,,15.1,2468.3,37.0,0.0,187.9,,,,,,,,,,,,,,,,2507.5,,,,,,,111.21733333333333,62.0
2025-01-02 01:15:00+00:00,196.0,,15.1,2468.3,37.0,0.0,187.9,,,,,,,,,,,,,,,,2507.5,,,,,,,100.71333333333334,60.936
2025-01-02 01:30:00+00:00,196.0,,15.1,2468.3,37.0,0.0,187.9,,,,,,,,,,,,,,,,2507.5,,,,,,,36.25,-10.0
2025-01-02 01:45:00+00:00,196.0,,15.1,2468.3,37.0,0.0,187.9,,,,,,,,,,,,,,,,2507.5,,,,,,,,-10.0
2025-01-02 02:00:00+00:00,195.4,,16.3,2468.2,36.9,0.0,188.0,,,,,,,,,,,,,,,,2505.0,,,,,,,70.0,10.0
