Dátum;Zúčtovacia perióda;Veľkosť odchýlky sústavy (MWh);Zúčtovacia cena PNRE (EUR/MWh);Cena za PRE (EUR/MWh);Cena odchýlky sústavy (EUR/MWh);Zúčtovacia cena odchýlky (EUR/MWh);Platba SZ za odchýlku (EUR);Platba OKTE za odchýlku (EUR);Platba za odchýlku sústavy (EUR);Celkové náklady na RE (EUR);Platba za PRE (EUR);Saldo výnosov a nákladov za odchýlky a RE (EUR);Zúčtovanie v zvláštnom režime
1.1.2026;1;-13,820;-2,9669;-2,9669;94,1290;116,8970;-5099,9823;3490,1937;-1609,7886;1778,7620;-417,8790;248,9056;Nie
1.1.2026;2;-13,689;-2,9906;-2,9906;94,1290;111,6060;-4980,8642;3458,8932;-1521,9710;1770,9011;-421,2170;172,2870;Nie
1.1.2026;3;-14,508;-3,6077;-3,6077;94,1290;111,9800;-5354,5477;3733,3012;-1621,2464;2128,5740;-508,1337;0,8062;Nie
1.1.2026;4;-14,426;-4,1915;-4,1915;94,1300;119,5454;-5732,4410;4013,3782;-1719,0629;2445,8721;-590,3602;-136,4490;Nie
1.1.2026;5;-20,192;-4,4324;-4,4324;139,1550;139,1550;-6735,1020;3928,6240;-2806,4780;2549,7844;-558,0436;814,7372;Nie
1.1.2026;6;-19,597;-4,1891;-4,1891;128,2990;128,2990;-6341,6913;3833,9590;-2507,7323;2395,7219;-527,4119;639,4222;Nie
1.1.2026;7;-13,139;-2,4287;-2,4287;111,4550;111,4550;-5054,3728;3593,9779;-1460,3949;1362,0489;-305,7758;404,1217;Nie
1.1.2026;8;-10,009;-2,4355;-2,4355;135,1710;135,1710;-6315,4595;4969,2915;-1346,1680;1352,8567;-306,6319;299,9432;Nie
1.1.2026;9;-20,192;-4,0763;-4,0763;114,3660;114,3660;-5863,3161;3557,9263;-2305,3898;2360,6438;-465,3423;410,0883;Nie
1.1.2026;10;-16,387;-3,0240;-3,0240;95,9040;101,6730;-5001,3965;3338,3313;-1663,0653;1703,3385;-345,2138;304,9406;Nie
1.1.2026;11;-21,209;-3,6724;-3,6724;98,9040;98,9040;-4616,4431;2522,7443;-2093,6988;2056,5122;-419,2338;456,4204;Nie
1.1.2026;12;-19,766;-3,1600;-3,1600;87,4640;90,2990;-4109,3269;2325,6507;-1783,6761;1755,2299;-360,7393;389,1855;Nie
1.1.2026;13;-22,614;-5,1722;-5,1722;131,3640;131,3640;-6919,9928;3953,1369;-2966,8559;2856,2270;-539,0725;649,7015;Nie
1.1.2026;14;-21,524;-4,4630;-4,4630;108,9130;108,9130;-5406,6591;3067,6436;-2339,0156;2445,9271;-465,1562;358,2447;Nie
