Date;Settlement Term;System Imbalance (MWh);SREC (EUR/MWh);SREC price (EUR/MWh);Imbalance Settlement Price (EUR/MWh);Payment of subject for imbalance (EUR);Payment of OKTE for imbalance (EUR);Payment for System Imbalance (EUR);Total Cost of RE (EUR);Payment for SREC (EUR);Balance of Revenues and Expenses for Imbalance and RE (EUR);Settlement in special mode
4/1/2024;80;-3.903;-1.0929;-1.0929;120.0000;-4,140.9600;3,675.4800;-465.4800;610.8350;-156.3831;11.0281;No
4/1/2024;81;-1.306;-0.8900;-0.8900;126.0000;-2,330.4960;2,168.9640;-161.5320;503.7279;-131.8197;-210.3762;No
4/1/2024;82;2.818;-0.5115;-0.5115;-5.0000;-91.5750;77.4950;-14.0800;287.6505;-75.7593;-197.8112;No
4/1/2024;83;2.937;-0.5780;-0.5780;-0.7900;-15.0171;12.6803;-2.3368;321.1255;-85.6087;-233.1799;No
4/1/2024;84;3.661;-0.0390;-0.0390;-5.0000;-118.1950;99.7700;-18.4250;21.3940;-5.7764;2.8074;No
4/1/2024;85;-4.687;-1.5828;-1.5828;132.0000;-3,142.2600;2,524.5000;-617.7600;851.4406;-207.3911;-26.2895;No
4/1/2024;86;0.660;-0.4407;-0.4407;-5.0000;-111.5150;108.1950;-3.3200;233.8564;-57.7440;-172.7924;No
4/1/2024;87;-3.172;-1.2641;-1.2641;132.0000;-3,868.6560;3,451.8000;-416.8560;668.6647;-165.6325;-86.1762;No
4/1/2024;88;7.433;-0.1346;-0.1346;-5.0000;-171.1250;133.8400;-37.2850;69.8078;-17.6364;-14.8864;No
4/1/2024;89;9.414;-0.0453;-0.0453;-5.0000;-142.7100;95.4900;-47.2200;23.0151;-4.9122;29.1171;No
4/1/2024;90;12.402;-0.0270;-0.0270;-5.0000;-125.5250;63.4200;-62.1050;13.4896;-2.9278;51.5432;No
4/1/2024;91;35.314;-0.0227;-0.0227;-5.0000;-230.9250;54.3250;-176.6000;11.1556;-2.4615;167.9059;No
4/1/2024;92;34.323;-0.1144;-0.1144;-5.0000;-228.4450;56.6550;-171.7900;55.9975;-12.4052;128.1977;No
4/1/2024;93;-3.229;-1.6028;-1.6028;132.0000;-3,463.5480;3,040.4880;-423.0600;763.8411;-139.5125;-201.2686;No
4/1/2024;94;-0.158;-0.4675;-0.4675;120.0000;-2,996.6400;2,979.9600;-16.6800;217.1193;-40.6926;-159.7467;No
4/1/2024;95;4.395;-0.3572;-0.3572;-5.0000;-123.1100;101.0550;-22.0550;164.0032;-31.0918;-110.8564;No
4/1/2024;96;13.277;-0.0899;-0.0899;-5.2350;-146.8313;77.2791;-69.5522;41.3351;-7.8252;36.0423;No
4/2/2024;1;0.597;-0.7365;-0.7365;-5.0000;-130.0850;127.0150;-3.0700;338.1090;-54.6387;-280.4003;No
4/2/2024;2;6.441;-0.0378;-0.0378;-5.0000;-149.0100;116.7650;-32.2450;17.0200;-2.8043;18.0293;No
4/2/2024;3;13.316;-0.1088;-0.1088;-5.0000;-180.6950;114.0900;-66.6050;48.1950;-8.0715;26.4815;No
4/2/2024;4;20.044;-0.1831;-0.1831;-5.0000;-195.6050;95.3100;-100.2950;80.0800;-13.5836;33.7986;No
4/2/2024;5;12.913;-0.0940;-0.0940;-5.0000;-165.0200;100.4100;-64.6100;40.3900;-6.1283;30.3483;No
4/2/2024;6;18.893;-0.1790;-0.1790;-5.0000;-184.8250;90.3350;-94.4900;75.8300;-11.6699;30.3299;No
4/2/2024;7;20.049;-0.1881;-0.1881;-5.0000;-187.1250;86.7650;-100.3600;79.2150;-12.2632;33.4082;No
4/2/2024;8;25.122;-0.2501;-0.2501;-5.0000;-204.7050;78.9900;-125.7150;104.0400;-16.3053;37.9803;No
4/2/2024;9;24.553;-0.1272;-0.1272;-5.0000;-195.5700;72.8050;-122.7650;54.0000;-7.8059;76.5709;No
4/2/2024;10;29.771;-0.2182;-0.2182;-5.0000;-221.3900;72.4450;-148.9450;91.2450;-13.3903;71.0903;No
4/2/2024;11;28.806;-0.1341;-0.1341;-14.8350;-668.0349;240.5792;-427.4557;56.0600;-8.2293;379.6250;No
4/2/2024;12;32.362;-0.2294;-0.2294;-5.0000;-231.9050;70.0050;-161.9000;95.3350;-14.0776;80.6426;No
4/2/2024;13;27.841;-0.0787;-0.0787;-5.0000;-194.8000;55.5150;-139.2850;32.8850;-4.7809;111.1809;No
4/2/2024;14;30.564;-0.1895;-0.1895;-5.0000;-212.7000;59.7150;-152.9850;79.6200;-11.5117;84.8767;No
4/2/2024;15;29.119;-0.2629;-0.2629;-5.0000;-206.0850;60.4350;-145.6500;111.1700;-15.9706;50.4506;No
4/2/2024;16;26.626;-0.2825;-0.2825;-5.0000;-194.2500;61.0150;-133.2350;120.7950;-17.1613;29.6013;No
4/2/2024;17;45.024;-0.2297;-0.2297;-5.0000;-280.2200;55.0450;-225.1750;100.3950;-14.7683;139.5483;No
4/2/2024;18;40.475;-0.1938;-0.1938;-5.0000;-262.3250;59.9350;-202.3900;85.6650;-12.4602;129.1852;No
4/2/2024;19;30.817;-0.0850;-0.0850;-5.0000;-234.9200;80.8050;-154.1150;38.6150;-5.4650;120.9650;No
4/2/2024;20;33.065;-0.0389;-0.0389;-5.0000;-216.2450;50.8150;-165.4300;17.8100;-2.5010;150.1210;No
4/2/2024;21;54.656;-0.1272;-0.1272;-5.0000;-295.8500;22.4900;-273.3600;60.1900;-9.3807;222.5507;No
4/2/2024;22;46.258;-0.1366;-0.1366;-5.0000;-272.7200;41.3800;-231.3400;66.0140;-10.0740;175.4000;No
4/2/2024;23;30.481;-0.0623;-0.0623;-2.0000;-84.7940;23.8000;-60.9940;31.3250;-4.5945;34.2635;No
4/2/2024;24;6.615;-0.0362;-0.0362;-2.0000;-55.0700;41.7980;-13.2720;18.9961;-2.6697;-3.0544;No
4/2/2024;25;34.045;-0.0472;-0.0472;-5.0000;-319.2800;148.9850;-170.2950;27.0512;-4.1662;147.4100;No
4/2/2024;26;16.549;-0.0336;-0.0336;-5.0000;-228.0900;145.3100;-82.7800;20.2333;-2.9658;65.5125;No
4/2/2024;27;5.354;-0.0805;-0.0805;-2.0000;-75.0120;64.2840;-10.7280;50.0936;-7.1056;-32.2600;No
4/2/2024;28;-3.584;-0.8810;-0.8810;132.0000;-3,862.8480;3,391.4760;-471.3720;564.4437;-77.7641;-15.3076;No
4/2/2024;29;19.259;-0.0294;-0.0294;-5.0000;-237.1900;148.2900;-88.9000;19.4838;-2.8558;72.2720;No
4/2/2024;30;4.821;-0.0251;-0.0251;-2.0000;-73.7820;67.4300;-6.3520;16.9720;-2.4381;-8.1819;No
4/2/2024;31;3.285;-0.2225;-0.2225;-0.7900;-25.0375;23.7577;-1.2798;152.2985;-21.6130;-129.4057;No
4/2/2024;32;0.078;-0.5910;-0.5910;0.0000;0.0000;0.0000;0.0000;415.1545;-57.4080;-357.7465;No
4/2/2024;33;4.153;-0.1567;-0.1567;-5.0000;-128.5900;116.1500;-12.4400;110.7253;-16.1819;-82.1034;No
4/2/2024;34;1.024;-0.4066;-0.4066;-5.0000;-129.9600;133.5500;3.5900;294.2041;-41.9884;-255.8057;No
4/2/2024;35;-3.779;-0.8140;-0.8140;132.0000;-4,288.0200;3,561.3600;-726.6600;602.1884;-84.0593;208.5309;No
4/2/2024;36;-3.451;-0.7695;-0.7695;132.0000;-4,408.6680;3,714.7440;-693.9240;575.1132;-79.4640;198.2748;No
4/2/2024;37;-17.260;-2.7793;-2.7793;198.7500;-8,698.2938;4,901.5725;-3,796.7213;2,100.9536;-299.0249;1,994.7925;No
4/2/2024;38;-11.049;-1.7952;-1.7952;132.0000;-6,182.6160;4,481.2680;-1,701.3480;1,363.7992;-193.1456;530.6944;No
4/2/2024;39;-2.591;-0.5583;-0.5583;118.9000;-5,560.1207;5,044.9270;-515.1937;424.8468;-60.0675;150.4144;No
4/2/2024;40;-3.695;-0.7795;-0.7795;132.0000;-6,017.4840;5,294.3880;-723.0960;588.6937;-83.8664;218.2687;No
4/2/2024;41;-11.916;-1.8453;-1.8453;132.0000;-5,691.4440;3,897.4320;-1,794.0120;1,377.4886;-203.4296;619.9530;No
4/2/2024;42;-0.971;-0.5758;-0.5758;118.9000;-4,834.1173;4,519.3890;-314.7283;428.8513;-63.4773;-50.6457;No
4/2/2024;43;5.475;-0.0411;-0.0411;-5.0000;-224.3700;205.8800;-18.4900;30.9163;-4.5309;-7.8954;No
4/2/2024;44;13.322;-0.0299;-0.0299;-5.0000;-302.9000;245.1000;-57.8000;22.4190;-3.2962;38.6772;No
4/2/2024;45;-0.352;-0.4546;-0.4546;132.0000;-5,891.2920;5,603.6640;-287.6280;380.1878;-52.2340;-40.3258;No
4/2/2024;46;17.813;-0.0015;-0.0015;-6.3450;-343.1503;241.1735;-101.9768;1.2740;-0.1724;100.8752;No
4/2/2024;47;15.750;-0.0111;-0.0111;-7.7400;-412.3021;303.5705;-108.7315;9.2960;-1.2754;100.7109;No
4/2/2024;48;12.335;-0.0197;-0.0197;-5.0000;-259.2550;206.3100;-52.9450;16.5630;-2.2635;38.6455;No
4/2/2024;49;-9.558;-1.4280;-1.4280;132.0000;-5,526.3120;4,042.1040;-1,484.2080;1,208.6685;-159.3905;434.9300;No
4/2/2024;50;-8.739;-1.2810;-1.2810;132.0000;-5,525.3880;4,154.0400;-1,371.3480;1,083.8774;-142.9827;430.4533;No
4/2/2024;51;-4.605;-0.7943;-0.7943;132.0000;-5,593.1040;4,764.5400;-828.5640;670.8669;-88.6582;246.3553;No
4/2/2024;52;-3.857;-0.7766;-0.7766;132.0000;-6,431.3040;5,702.4000;-728.9040;649.9467;-86.6825;165.6398;No
4/2/2024;53;-7.811;-1.2275;-1.2275;132.0000;-6,177.8640;4,941.9480;-1,235.9160;1,033.9725;-134.7414;336.6849;No
4/2/2024;54;-4.077;-0.6848;-0.6848;118.9000;-5,032.2047;4,381.3461;-650.8586;572.9991;-75.1698;153.0293;No
4/2/2024;55;1.950;-0.4236;-0.4236;-49.3650;-1,667.9446;1,644.0026;-23.9420;349.0182;-46.4981;-278.5780;No
4/2/2024;56;16.394;-0.0811;-0.0811;-5.0000;-197.9050;123.4500;-74.4550;66.4450;-8.9023;16.9123;No
4/2/2024;57;31.199;-0.1606;-0.1606;-5.0000;-362.2150;214.2300;-147.9850;134.5800;-17.4775;30.8825;No
4/2/2024;58;35.063;-0.1754;-0.1754;-5.0000;-314.9000;147.3850;-167.5150;147.9950;-19.0881;38.6081;No
4/2/2024;59;44.883;-0.2086;-0.2086;-5.0000;-326.2900;109.4000;-216.8900;175.3170;-22.7011;64.2741;No
4/2/2024;60;41.470;-0.1209;-0.1209;-5.0000;-313.1050;113.6600;-199.4450;100.8950;-13.1571;111.7071;No
4/2/2024;61;28.929;-0.0660;-0.0660;-5.0000;-265.6550;129.3250;-136.3300;53.9499;-7.3051;89.6852;No
4/2/2024;62;22.411;-0.0950;-0.0950;-5.0000;-230.5150;126.5000;-104.0150;77.7650;-10.5149;36.7649;No
4/2/2024;63;32.777;-0.1316;-0.1316;-5.0000;-234.6750;78.9800;-155.6950;106.1350;-14.5659;64.1259;No
4/2/2024;64;30.485;-0.1297;-0.1297;-5.0000;-252.0200;107.6300;-144.3900;103.2050;-14.3556;55.5406;No
4/2/2024;65;32.089;-0.1746;-0.1746;-8.3550;-503.5308;249.3048;-254.2259;127.1100;-20.8273;147.9433;No
4/2/2024;66;25.678;-0.1568;-0.1568;-34.2600;-1,589.9723;766.6703;-823.3021;113.2800;-18.7040;728.7261;No
4/2/2024;67;29.478;-0.1217;-0.1217;-5.0000;-231.5550;92.5700;-138.9850;87.4400;-14.5171;66.0621;No
4/2/2024;68;12.639;-0.0575;-0.0575;-5.0000;-168.4900;113.5150;-54.9750;41.4046;-6.8589;20.4293;No
4/2/2024;69;31.451;-0.1468;-0.1468;-5.0000;-246.3600;97.4200;-148.9400;99.8839;-18.9064;67.9625;No
4/2/2024;70;25.202;-0.0991;-0.0991;-5.0000;-220.5100;102.8950;-117.6150;67.2710;-12.7631;63.1071;No
4/2/2024;71;11.494;-0.0232;-0.0232;-5.0000;-167.3800;117.6700;-49.7100;15.9263;-2.9879;36.7716;No
4/2/2024;72;7.086;-0.1713;-0.1713;-5.0000;-183.5400;155.6300;-27.9100;116.8988;-22.0617;-66.9271;No
4/2/2024;73;22.958;-0.0725;-0.0725;-5.0000;-224.6550;117.8100;-106.8450;49.9250;-9.9578;66.8778;No
4/2/2024;74;3.956;-0.0754;-0.0754;-5.0000;-191.5300;179.7300;-11.8000;51.8141;-10.3561;-29.6580;No
4/2/2024;75;3.417;-0.1666;-0.1666;-5.0000;-184.7050;175.7100;-8.9950;117.2839;-22.8823;-85.4066;No
4/2/2024;76;-0.517;-0.5717;-0.5717;137.4300;-4,333.4428;4,037.2811;-296.1617;405.6908;-78.5224;-31.0067;No
4/2/2024;77;0.794;-0.6752;-0.6752;-5.0000;-200.2200;204.5400;4.3200;483.8958;-99.6217;-388.5941;No
4/2/2024;78;0.161;-0.4778;-0.4778;-5.0000;-165.3050;172.6500;7.3450;345.6176;-70.4965;-282.4661;No
4/2/2024;79;-3.404;-0.3647;-0.3647;142.4700;-4,250.5925;3,532.5437;-718.0488;269.6973;-53.8093;502.1608;No
4/2/2024;80;-3.513;-0.5595;-0.5595;142.4700;-4,458.4562;3,725.1631;-733.2931;415.9100;-82.5509;399.9340;No
4/2/2024;81;-3.689;-0.8062;-0.8062;185.3100;-5,657.5143;4,672.4063;-985.1080;602.4772;-117.9245;500.5552;No
4/2/2024;82;-1.261;-0.4150;-0.4150;171.7650;-4,873.6601;4,381.3816;-492.2785;306.6944;-60.7029;246.2870;No
4/2/2024;83;-2.387;-0.4859;-0.4859;144.8850;-4,386.9729;3,808.0125;-578.9605;357.2095;-71.0736;292.8245;No
4/2/2024;84;-3.994;-1.1405;-1.1405;144.8850;-5,372.7705;4,569.8178;-802.9527;824.2393;-166.8232;145.5366;No
4/2/2024;85;-5.163;-1.0358;-1.0358;162.0900;-5,886.7846;4,802.0783;-1,084.7063;722.4377;-130.9293;493.1978;No
4/2/2024;86;0.437;-0.5519;-0.5519;-5.0000;-158.0500;163.0900;5.0400;377.2110;-69.7624;-312.4886;No
4/2/2024;87;-1.920;-0.9654;-0.9654;126.9900;-4,086.1572;3,671.1539;-415.0033;651.0729;-122.0304;-114.0392;No
4/2/2024;88;2.948;-0.4934;-0.4934;-5.0000;-204.3400;196.4000;-7.9400;323.5015;-62.3677;-253.1938;No
4/2/2024;89;-0.315;-0.9968;-0.9968;150.5100;-5,833.0151;5,564.3547;-268.6604;641.0487;-106.0117;-266.3767;No
4/2/2024;90;1.750;-0.1842;-0.1842;-5.0000;-139.7800;138.4150;-1.3650;116.0318;-19.5900;-95.0768;No
4/2/2024;91;3.590;-0.0542;-0.0542;-5.0000;-144.8150;134.4900;-10.3250;33.5204;-5.7643;-17.4311;No
4/2/2024;92;14.947;-0.1031;-0.1031;-5.0000;-171.9400;104.5650;-67.3750;63.0700;-10.9649;15.2699;No
4/2/2024;93;4.265;-0.0840;-0.0840;-5.0000;-134.7750;121.0100;-13.7650;52.9362;-7.2732;-31.8980;No
4/2/2024;94;2.093;-0.7113;-0.7113;-5.0000;-115.3850;112.3300;-3.0550;445.0708;-61.5886;-380.4272;No
4/2/2024;95;6.887;-0.0486;-0.0486;-5.0000;-121.9200;94.6850;-27.2350;30.1800;-4.2081;1.2631;No
4/2/2024;96;15.296;-0.0977;-0.0977;-5.0000;-193.1000;123.8350;-69.2650;60.9050;-8.4595;16.8195;No
4/3/2024;1;-4.845;-0.8693;-0.8693;225.0000;-5,847.3000;4,437.4500;-1,409.8500;503.0690;-65.3592;972.1402;No
4/3/2024;2;2.980;-0.3938;-0.3938;-5.0000;-90.6050;83.0850;-7.5200;222.3530;-29.6082;-185.2248;No
4/3/2024;3;9.180;-0.4312;-0.4312;-5.0000;-104.8950;66.2600;-38.6350;237.8865;-32.4202;-166.8313;No
4/3/2024;4;24.649;-0.1640;-0.1640;-5.0000;-194.9950;78.9550;-116.0400;91.6500;-12.3305;36.7205;No
4/3/2024;5;1.988;-0.5397;-0.5397;-5.0000;-76.5850;73.7250;-2.8600;305.7840;-34.5111;-268.4129;No
4/3/2024;6;0.782;-0.3471;-0.3471;-5.0000;-74.2650;77.4700;3.2050;197.5360;-22.1953;-178.5457;No
4/3/2024;7;2.308;-0.0822;-0.0822;-1.0000;-15.0760;14.1240;-0.9520;46.0810;-5.2563;-39.8727;No
4/3/2024;8;3.320;-0.3191;-0.3191;-5.0000;-112.4050;102.4800;-9.9250;177.1120;-20.4048;-146.7822;No
4/3/2024;9;10.228;-0.0304;-0.0304;-5.0000;-104.3850;59.7900;-44.5950;17.0120;-1.8358;29.4188;No
4/3/2024;10;7.064;-0.0342;-0.0342;-5.0000;-104.1800;75.4050;-28.7750;19.1560;-2.0653;11.6843;No
