Dátum;Zúčtovacia perióda;Veľkosť odchýlky sústavy (MWh);Zúčtovacia cena PNRE (EUR/MWh);Cena za PRE (EUR/MWh);Cena odchýlky sústavy (EUR/MWh);Zúčtovacia cena odchýlky (EUR/MWh);Platba SZ za odchýlku (EUR);Platba OKTE za odchýlku (EUR);Platba za odchýlku sústavy (EUR);Celkové náklady na RE (EUR);Platba za PRE (EUR);Saldo výnosov a nákladov za odchýlky a RE (EUR);Zúčtovanie v zvláštnom režime
1.3.2025;1;-6,027;-0,8208;-0,8208;150,2796;192,6600;-4160,6854;3216,4587;-944,2267;537,7656;-77,4860;483,9470;Nie
1.3.2025;2;-2,177;-0,8738;-0,8738;119,3715;192,6600;-3930,4567;3148,2571;-782,1996;564,7371;-82,4893;299,9518;Nie
1.3.2025;3;-1,272;-0,1767;-0,1767;124,6792;192,6600;-3786,5396;3557,6596;-228,8801;113,0513;-16,6810;132,5098;Nie
1.3.2025;4;-4,741;-0,6759;-0,6759;86,2974;192,6600;-5480,4064;4559,2989;-921,1075;430,2950;-63,8070;554,6194;Nie
1.3.2025;5;-7,351;-0,7535;-0,7535;76,1136;183,4749;-4178,8243;2873,9508;-1304,8735;475,1253;-63,5509;893,2991;Nie
1.3.2025;6;-3,081;-0,4223;-0,4223;84,1135;183,4749;-3758,1164;3207,1413;-550,9751;263,1541;-35,6172;323,4382;Nie
1.3.2025;7;-1,993;-0,2519;-0,2519;99,0259;183,4749;-3958,6544;3619,0424;-339,6120;154,9790;-21,2455;205,8785;Nie
1.3.2025;8;-1,107;-0,1721;-0,1721;97,7108;183,4749;-4634,9429;4431,4693;-203,4737;105,8392;-14,5151;112,1496;Nie
1.3.2025;9;-7,859;-1,3351;-1,3351;128,2559;175,8150;-4956,9281;3621,9648;-1334,9633;850,4325;-106,8107;591,3415;Nie
1.3.2025;10;-2,252;-0,3852;-0,3852;128,1377;175,8150;-3702,8397;3306,3769;-396,4628;241,6676;-30,8168;185,6120;Nie
1.3.2025;11;-1,557;-0,4093;-0,4093;138,4777;175,8150;-3609,4820;3370,3736;-239,1084;255,5755;-32,7448;16,2777;Nie
1.3.2025;12;2,375;0,2967;0,2967;75,8120;75,8120;-1732,0010;1905,0039;173,0030;-182,7346;23,7366;-14,0050;Nie
1.3.2025;13;0,240;0,0979;0,0979;102,9097;102,9097;-1784,0426;1825,1035;41,0610;-60,4606;7,8109;11,5888;Nie
1.3.2025;14;-3,744;-0,5673;-0,5673;97,7259;169,0950;-4142,9966;3498,9137;-644,0829;351,4679;-45,2615;337,8764;Nie
1.3.2025;15;-2,352;-0,2957;-0,2957;91,0294;169,0950;-3646,0264;3239,3529;-406,6735;183,9489;-23,5921;246,3167;Nie
1.3.2025;16;-0,611;0,0125;0,0125;70,5081;169,0950;-3669,6997;3559,4498;-110,2499;-7,7988;0,9973;117,0514;Nie
1.3.2025;17;-0,117;0,0238;0,0238;109,7426;165,2400;-3167,9813;3164,6765;-3,3048;-14,9070;1,9446;16,2672;Nie
