Dátum;Zúčtovacia perióda;Veľkosť odchýlky sústavy (MWh);Zúčtovacia cena PNRE (EUR/MWh);Cena za PRE (EUR/MWh);Cena odchýlky sústavy (EUR/MWh);Zúčtovacia cena odchýlky (EUR/MWh);Platba SZ za odchýlku (EUR);Platba OKTE za odchýlku (EUR);Platba za odchýlku sústavy (EUR);Celkové náklady na RE (EUR);Platba za PRE (EUR);Saldo výnosov a nákladov za odchýlky a RE (EUR);Zúčtovanie v zvláštnom režime
1.12.2025;1;-8,380;-1,1736;-1,1736;100,0099;113,1680;-2679,7051;1736,1103;-943,5948;775,4399;-115,6782;283,8331;Nie
1.12.2025;2;-3,924;-0,3372;-0,3372;130,7567;130,7567;-2776,6185;2266,2751;-510,3434;219,2420;-33,2368;324,3382;Nie
1.12.2025;3;-0,438;-0,1799;-0,1799;128,3220;128,3220;-2279,6403;2226,7717;-52,8687;115,6235;-17,7322;-45,0226;Nie
1.12.2025;4;-2,237;-0,2509;-0,2509;82,8129;104,6540;-2129,0810;1897,4817;-231,5993;159,9667;-24,7305;96,3631;Nie
1.12.2025;5;-3,951;-0,3980;-0,3980;80,1739;113,9160;-2086,5994;1639,5930;-447,0064;252,1982;-34,8186;229,6268;Nie
1.12.2025;6;-4,142;-0,5405;-0,5405;95,2163;110,2970;-2282,3758;1830,2684;-452,1074;339,5594;-47,2851;159,8331;Nie
1.12.2025;7;-1,726;-0,3027;-0,3027;122,4609;122,4609;-2315,3682;2105,1029;-210,2654;188,7229;-26,4814;48,0239;Nie
1.12.2025;8;-1,320;-0,3878;-0,3878;142,4533;142,4533;-2846,5018;2664,8739;-181,6280;241,1554;-33,9263;-25,6011;Nie
1.12.2025;9;-4,460;-0,7073;-0,7073;101,8599;108,6140;-2262,7555;1779,6404;-483,1151;453,7101;-60,4020;89,8070;Nie
1.12.2025;10;-4,471;-0,4402;-0,4402;63,2915;104,2690;-2241,2622;1777,4736;-463,7885;280,2407;-37,5922;221,1400;Nie
1.12.2025;11;-3,444;-0,3723;-0,3723;64,6038;104,5330;-2292,9314;1935,9512;-356,9802;236,5255;-31,7937;152,2484;Nie
1.12.2025;12;-4,965;-0,3671;-0,3671;48,7436;102,5420;-2465,7249;1958,8598;-506,8651;233,3804;-31,3496;304,8343;Nie
1.12.2025;13;-1,661;-0,1271;-0,1271;52,8031;100,1837;-1723,8609;1560,5615;-163,2994;80,9866;-10,6170;92,9299;Nie
1.12.2025;14;3,857;0,3825;0,3825;63,3020;63,3020;-1030,4933;1277,3078;246,8145;-241,2873;31,9514;-37,4786;Nie
1.12.2025;15;1,399;0,1038;0,1038;46,4987;46,4987;-761,7417;827,5374;65,7957;-66,1522;8,6707;-8,3142;Nie
1.12.2025;16;0,738;0,0122;0,0122;51,1208;51,1208;-961,6845;1001,3542;39,6697;-7,8489;1,0191;-32,8399;Nie
1.12.2025;17;-2,929;-0,3227;-0,3227;88,4198;102,4320;-1990,7659;1692,2791;-298,4868;210,5919;-29,2076;117,1025;Nie
