Date;Settlement Term;System Imbalance (MWh);SREC (EUR/MWh);SREC price (EUR/MWh);Imbalance Settlement Price (EUR/MWh);Payment of subject for imbalance (EUR);Payment of OKTE for imbalance (EUR);Payment for System Imbalance (EUR);Total Cost of RE (EUR);Payment for SREC (EUR);Balance of Revenues and Expenses for Imbalance and RE (EUR);Settlement in special mode
5/2/2024;45;13.160;-0.0613;-0.0613;-5.0000;-145.5100;82.6800;-62.8300;46.8887;-6.2373;22.1786;No
5/2/2024;46;13.196;-0.0645;-0.0645;-5.0000;-126.9050;63.5250;-63.3800;49.4353;-6.5629;20.5076;No
5/2/2024;47;14.026;-0.0578;-0.0578;-5.0000;-142.2050;75.0300;-67.1750;44.7695;-5.8812;28.2867;No
5/2/2024;48;3.448;-0.4774;-0.4774;-5.0000;-129.6650;115.1050;-14.5600;374.1302;-48.5755;-310.9948;No
5/2/2024;49;23.538;-0.1258;-0.1258;-5.0000;-214.1750;100.3550;-113.8200;103.2734;-12.7552;23.3018;No
5/2/2024;50;15.248;-0.0989;-0.0989;-5.0000;-215.4000;142.8050;-72.5950;82.5357;-10.0278;0.0871;No
5/2/2024;51;6.031;-0.0342;-0.0342;-5.0000;-181.4900;154.6150;-26.8750;28.6161;-3.4676;1.7265;No
5/2/2024;52;3.881;-0.0360;-0.0360;-5.0000;-190.8950;174.7550;-16.1400;30.1992;-3.6501;-10.4091;No
5/2/2024;53;3.265;-0.0428;-0.0428;-5.0000;-170.8450;157.5450;-13.3000;36.1136;-4.2641;-18.5495;No
5/2/2024;54;8.015;-0.0414;-0.0414;-5.0000;-177.9450;140.9050;-37.0400;34.8619;-4.1246;6.3027;No
5/2/2024;55;16.672;-0.0890;-0.0890;-5.0000;-194.4950;114.0300;-80.4650;73.9186;-8.8670;15.4134;No
5/2/2024;56;25.096;-0.1366;-0.1366;-5.0000;-226.0800;103.6950;-122.3850;112.9373;-13.6093;23.0570;No
5/2/2024;57;2.496;-0.4820;-0.4820;-11.4300;-449.5305;428.0649;-21.4655;394.3802;-46.8398;-326.0749;No
5/2/2024;58;-3.981;-0.6830;-0.6830;145.2000;-5,101.6020;4,436.2956;-665.3064;556.7466;-66.3726;174.9324;No
5/2/2024;59;-3.411;-0.5894;-0.5894;145.2000;-5,291.6688;4,715.6604;-576.0084;477.8306;-57.2767;155.4545;No
5/2/2024;60;-8.095;-1.2968;-1.2968;145.2000;-5,659.6056;4,403.9160;-1,255.6896;1,040.8348;-126.0204;340.8752;No
5/2/2024;61;-12.298;-2.0040;-2.0040;145.2000;-5,265.2424;3,374.1576;-1,891.0848;1,510.4878;-197.7667;578.3637;No
5/2/2024;62;-19.585;-3.1230;-3.1230;145.2000;-5,831.8128;2,891.8032;-2,940.0096;2,321.7544;-308.1964;926.4516;No
5/2/2024;63;-19.278;-3.0994;-3.0994;145.2000;-5,746.5804;2,861.4564;-2,885.1240;2,293.9448;-305.8674;897.0466;No
5/2/2024;64;-12.806;-2.2200;-2.2200;145.2000;-7,260.0000;5,330.0016;-1,929.9984;1,619.3256;-219.0829;529.7557;No
5/2/2024;65;6.053;-0.4140;-0.4140;-5.0000;-119.8450;92.6550;-27.1900;275.4103;-42.4673;-205.7530;No
5/2/2024;66;-3.644;-0.8956;-0.8956;145.2000;-2,950.8996;2,349.4812;-601.4184;602.0931;-91.8689;91.1942;No
5/2/2024;67;-2.510;-0.7744;-0.7744;156.0150;-3,566.1909;3,129.8169;-436.3740;518.3621;-79.4364;-2.5517;No
5/2/2024;68;-10.058;-1.8976;-1.8976;223.5000;-5,583.2535;3,288.8025;-2,294.4510;1,269.4724;-194.6520;1,219.6306;No
5/2/2024;69;7.319;-0.0538;-0.0538;-5.0000;-96.4950;60.9000;-35.5950;35.6694;-5.8600;5.7856;No
5/2/2024;70;-0.250;-0.3786;-0.3786;145.2000;-2,611.4220;2,531.2716;-80.1504;252.5549;-41.2379;-131.1666;No
5/2/2024;71;-2.899;-0.6330;-0.6330;175.4700;-2,798.7465;2,258.4744;-540.2721;422.8886;-68.9476;186.3312;No
5/2/2024;72;-0.434;-0.7957;-0.7957;228.4950;-3,496.4305;3,364.3604;-132.0701;528.4539;-86.6692;-309.7146;No
5/2/2024;73;10.425;-0.5470;-0.5470;-5.0000;-157.9750;106.5100;-51.4650;358.0953;-64.0220;-242.6083;No
5/2/2024;74;-0.233;-0.2485;-0.2485;146.2500;-3,389.1975;3,346.2000;-42.9975;165.4647;-29.0849;-93.3823;No
5/2/2024;75;-2.154;-0.3766;-0.3766;165.3600;-3,777.4838;3,415.6762;-361.8077;254.8646;-44.0780;151.0211;No
5/2/2024;76;-4.914;-0.9030;-0.9030;213.6900;-6,037.1699;4,988.1657;-1,049.0042;609.1976;-105.6889;545.4955;No
5/2/2024;77;-9.200;-1.8741;-1.8741;156.2700;-6,488.9555;5,047.6773;-1,441.2782;1,264.7899;-236.3428;412.8311;No
5/2/2024;78;-16.399;-3.0607;-3.0607;156.2700;-6,758.2087;4,194.4431;-2,563.7656;2,088.1666;-385.9849;861.5839;No
5/2/2024;79;-26.100;-5.0180;-5.0180;163.7850;-7,851.8529;3,582.6331;-4,269.2198;3,434.5364;-632.8200;1,467.5034;No
5/2/2024;80;-35.024;-6.7955;-6.7955;184.9350;-10,096.8962;3,624.5411;-6,472.3551;4,701.0825;-856.9805;2,628.2531;No
5/2/2024;81;-39.716;-7.5566;-7.5566;200.8200;-11,108.7599;3,134.8002;-7,973.9597;5,340.5051;-1,023.2997;3,656.7543;No
5/2/2024;82;-55.030;-10.3571;-10.3571;240.6000;-15,659.6916;2,421.1578;-13,238.5338;7,415.0057;-1,402.5378;7,226.0659;No
5/2/2024;83;-52.552;-9.6150;-9.6150;176.9100;-11,028.7463;1,742.2097;-9,286.5366;6,854.9682;-1,302.0441;3,733.6125;No
5/2/2024;84;-26.986;-5.0984;-5.0984;176.9100;-8,149.1822;3,379.5117;-4,769.6705;3,543.0042;-690.4151;1,917.0814;No
5/2/2024;85;-28.105;-4.9652;-4.9652;206.5650;-9,399.5338;3,598.9820;-5,800.5518;3,413.6032;-617.9738;3,004.9223;No
5/2/2024;86;-12.233;-2.2548;-2.2548;145.2000;-3,975.5760;2,197.7472;-1,777.8288;1,511.4252;-280.6347;547.0383;No
5/2/2024;87;1.739;-0.0908;-0.0908;-5.0000;-107.7200;99.0450;-8.6750;59.2075;-11.3011;-39.2314;No
5/2/2024;88;10.281;-0.0665;-0.0665;-5.0000;-165.6400;114.5100;-51.1300;42.2864;-8.2767;17.1203;No
5/2/2024;89;3.015;-0.4564;-0.4564;-5.0000;-145.0100;129.8000;-15.2100;281.2447;-46.8549;-219.1798;No
5/2/2024;90;-3.738;-0.9260;-0.9260;145.2000;-2,815.1376;2,271.2184;-543.9192;568.2283;-95.0650;70.7559;No
5/2/2024;91;-0.405;-0.3955;-0.3955;145.2000;-3,150.6948;3,093.4860;-57.2088;238.6075;-40.6028;-140.7959;No
5/2/2024;92;7.456;-0.0532;-0.0532;-5.0000;-127.7250;90.4000;-37.3250;31.2956;-5.4616;11.4910;No
5/2/2024;93;-4.965;-1.2509;-1.2509;177.7500;-4,348.4760;3,476.4345;-872.0415;722.0353;-102.1172;252.1234;No
5/2/2024;94;3.889;-0.1762;-0.1762;-5.0000;-95.6200;76.2650;-19.3550;98.6054;-14.3841;-64.8663;No
5/2/2024;95;6.589;-0.0495;-0.0495;-5.0000;-93.9500;60.9400;-33.0100;27.7368;-4.0409;9.3141;No
5/2/2024;96;4.564;-0.0638;-0.0638;-5.0000;-96.9500;74.2550;-22.6950;35.9128;-5.2083;-8.0095;No
5/3/2024;1;11.606;-0.0853;-0.0853;-5.0000;-147.2750;88.9300;-58.3450;47.5064;-5.7257;16.5643;No
5/3/2024;2;6.551;-0.0606;-0.0606;-3.9000;-87.6915;62.0607;-25.6308;33.8195;-4.0677;-4.1210;No
5/3/2024;3;18.587;-0.1330;-0.1330;-5.0000;-161.5950;68.6650;-92.9300;72.0385;-8.9275;29.8190;No
5/3/2024;4;16.937;-0.1198;-0.1198;-5.0000;-159.9000;75.2750;-84.6250;64.8234;-8.0415;27.8431;No
5/3/2024;5;9.857;-0.0733;-0.0733;-3.9000;-91.6032;53.0283;-38.5749;39.1365;-4.1519;3.5903;No
