Dátum;Zúčtovacia perióda;Veľkosť odchýlky sústavy (MWh);Zúčtovacia cena PNRE (EUR/MWh);Cena za PRE (EUR/MWh);Cena odchýlky sústavy (EUR/MWh);Zúčtovacia cena odchýlky (EUR/MWh);Platba SZ za odchýlku (EUR);Platba OKTE za odchýlku (EUR);Platba za odchýlku sústavy (EUR);Celkové náklady na RE (EUR);Platba za PRE (EUR);Saldo výnosov a nákladov za odchýlky a RE (EUR);Zúčtovanie v zvláštnom režime
1.9.2025;1;5,437;0,8402;0,8402;69,5843;69,5843;-971,7447;1353,6930;381,9482;-413,8690;54,9407;-23,0199;Nie
1.9.2025;2;11,967;1,2585;1,2585;50,8855;50,8855;-407,2367;1018,1171;610,8804;-600,9335;82,2933;-92,2402;Nie
1.9.2025;3;4,428;0,7865;0,7865;85,5477;84,0170;-1300,4151;1676,8113;376,3962;-375,3523;51,4292;-52,4731;Nie
1.9.2025;4;7,537;0,7511;0,7511;50,3053;50,3053;-656,8363;1037,9996;381,1633;-351,3104;49,1144;-78,9673;Nie
1.9.2025;5;8,819;1,7674;1,7674;85,0865;78,5663;-970,9223;1666,3912;695,4689;-814,6735;100,8938;18,3108;Nie
1.9.2025;6;14,555;2,1615;2,1615;68,0411;68,0411;-403,7559;1395,9992;992,2434;-981,7843;123,3914;-133,8505;Nie
1.9.2025;7;4,712;1,2377;1,2377;98,7789;78,5663;-1180,0658;1553,5700;373,5042;-565,1393;70,6553;120,9798;Nie
1.9.2025;8;10,500;1,9377;1,9377;92,5999;75,4883;-944,0567;1739,9298;795,8731;-869,2788;110,6155;-37,2099;Nie
1.9.2025;9;3,749;0,8778;0,8778;95,1593;79,3791;-1244,9024;1544,7173;299,8149;-400,6994;47,1844;53,7002;Nie
1.9.2025;10;13,668;2,9370;2,9370;100,7216;79,3791;-688,2962;1775,8692;1087,5730;-1302,1784;157,8726;56,7328;Nie
1.9.2025;11;5,023;0,8964;0,8964;87,6660;79,3791;-1125,3575;1525,7457;400,3882;-403,1880;48,1842;-45,3844;Nie
1.9.2025;12;6,181;0,5761;0,5761;45,2830;45,2830;-606,3394;886,5506;280,2112;-258,6559;30,9671;-52,5224;Nie
1.9.2025;13;5,149;0,8241;0,8241;71,1854;71,1854;-968,1926;1337,7160;369,5234;-370,8355;43,4185;-42,1064;Nie
1.9.2025;14;8,244;1,2597;1,2597;70,2399;70,2399;-939,4587;1521,4665;582,0078;-561,1884;66,3686;-87,1880;Nie
1.9.2025;15;5,314;0,8718;0,8718;71,5300;71,5300;-1131,6761;1514,0040;382,3279;-393,0811;45,9317;-35,1784;Nie
1.9.2025;16;6,835;1,1704;1,1704;75,8347;75,8347;-1026,0435;1545,5112;519,4677;-527,4375;61,6637;-53,6939;Nie
1.9.2025;17;11,156;0,6075;0,6075;26,7894;26,7894;-319,0885;618,7012;299,6126;-279,7342;32,3962;-52,2746;Nie
1.9.2025;18;14,323;2,3470;2,3470;76,0265;76,0265;-755,1712;1847,2919;1092,1207;-1071,3941;125,1585;-145,8850;Nie
1.9.2025;19;6,130;0,7047;0,7047;47,0661;47,0661;-601,6460;892,2321;290,5861;-331,1270;37,5795;2,9614;Nie
