Dátum;Zúčtovacia perióda;Veľkosť odchýlky sústavy (MWh);Zúčtovacia cena PNRE (EUR/MWh);Cena za PRE (EUR/MWh);Cena odchýlky sústavy (EUR/MWh);Zúčtovacia cena odchýlky (EUR/MWh);Platba SZ za odchýlku (EUR);Platba OKTE za odchýlku (EUR);Platba za odchýlku sústavy (EUR);Celkové náklady na RE (EUR);Platba za PRE (EUR);Saldo výnosov a nákladov za odchýlky a RE (EUR);Zúčtovanie v zvláštnom režime
1.2.2025;1;-7,223;-1,4097;-1,4097;182,2969;222,2177;-9476,2516;8355,6077;-1120,6439;932,5049;-144,9510;333,0900;Nie
1.2.2025;2;-22,633;-8,5232;-8,5232;235,4835;235,4835;-15263,5695;9720,9944;-5542,5751;5630,3379;-876,3895;788,6268;Nie
1.2.2025;3;-5,511;-1,6043;-1,6043;152,3213;208,4700;-7457,3888;6136,7314;-1320,6575;1041,0226;-164,9605;444,5954;Nie
1.2.2025;4;-1,641;-0,4887;-0,4887;98,9012;208,4700;-8087,5937;7700,6733;-386,9203;313,0642;-50,2501;124,1062;Nie
1.2.2025;5;1,775;0,0348;0,0348;33,4050;33,4050;-1136,3379;1194,0283;57,6904;-21,9272;3,1721;-38,9353;Nie
1.2.2025;6;2,310;-0,1304;-0,1304;46,2844;46,2844;-1580,2883;1659,2957;79,0075;82,2043;-11,8861;-149,3257;Nie
1.2.2025;7;2,530;0,1626;0,1626;52,5641;52,5641;-1593,9538;1751,1204;157,1667;-101,1980;14,8212;-70,7898;Nie
1.2.2025;8;4,902;0,0990;0,0990;19,3396;19,3396;-547,9876;639,5799;91,5923;-61,0243;9,0239;-39,5920;Nie
1.2.2025;9;-6,238;-1,4949;-1,4949;160,2206;188,1450;-7573,4007;6557,7940;-1015,6067;940,1136;-133,2943;208,7874;Nie
1.2.2025;10;-6,671;-1,1530;-1,1530;105,7712;188,1450;-6824,9599;5577,7467;-1247,2132;723,7880;-102,8084;626,2336;Nie
1.2.2025;11;-5,408;-0,7944;-0,7944;88,2066;188,1450;-6702,1012;5707,0023;-995,0989;497,2609;-70,8335;568,6715;Nie
1.2.2025;12;-0,853;-0,3852;-0,3852;138,2608;188,1450;-7125,6156;7007,2724;-118,3432;239,9343;-34,3467;-87,2444;Nie
1.2.2025;13;-0,730;-0,3698;-0,3698;165,9564;178,8150;-5976,5337;5849,9327;-126,6010;230,8692;-32,5520;-71,7162;Nie
1.2.2025;14;1,299;-0,0649;-0,0649;54,7909;54,7909;-1735,7209;1809,7434;74,0225;40,4780;-5,7129;-108,7876;Nie
1.2.2025;15;0,911;-0,0567;-0,0567;55,8350;55,8350;-1594,0893;1648,9751;54,8858;35,0997;-4,9911;-84,9944;Nie
1.2.2025;16;6,335;0,3899;0,3899;38,7551;38,7551;-1108,7059;1346,4297;237,7238;-240,8214;34,3213;-31,2237;Nie
1.2.2025;17;1,435;0,6216;0,6216;123,4399;119,4500;-3461,0638;3771,2754;310,2117;-391,2994;54,7704;26,3173;Nie
1.2.2025;18;3,678;0,6210;0,6210;108,9338;108,9338;-2997,4224;3405,2706;407,8481;-391,4498;54,7176;-71,1159;Nie
1.2.2025;19;0,943;0,1346;0,1346;117,0164;117,0164;-3441,1013;3541,7354;100,6341;-85,3299;11,8599;-27,1641;Nie
1.2.2025;20;1,332;0,6429;0,6429;154,6695;119,4500;-3700,5610;3991,8996;291,3386;-407,7696;56,6472;59,7838;Nie
1.2.2025;21;0,255;0,1502;0,1502;121,7726;118,1849;-3927,9933;4065,9151;137,9218;-97,1543;14,1721;-54,9396;Nie
1.2.2025;22;13,340;2,6827;2,6827;128,0704;121,0600;-2445,1699;4045,0988;1599,9290;-1708,0398;253,1262;-145,0153;Nie
1.2.2025;23;7,296;2,4575;2,4575;149,1141;121,0600;-2753,7518;3951,1563;1197,4045;-1585,8460;231,8774;156,5641;Nie
1.2.2025;24;9,658;1,7393;1,7393;147,3527;121,0600;-2883,6492;3823,5590;939,9098;-1122,8925;164,1117;18,8710;Nie
1.2.2025;25;9,406;1,5223;1,5223;81,2458;81,2458;-3048,3424;3986,5689;938,2265;-1011,6477;162,7597;-89,3385;Nie
1.2.2025;26;4,344;0,7163;0,7163;138,6442;127,2200;-4086,8153;4482,3423;395,5270;-484,3253;76,5846;12,2137;Nie
1.2.2025;27;-0,997;-0,0549;-0,0549;170,9956;193,6240;-7199,9084;7137,7551;-62,1533;37,8218;-5,8697;30,2012;Nie
1.2.2025;28;-2,930;-1,0488;-1,0488;171,1024;193,6240;-7580,9605;6756,1222;-824,8382;727,7864;-112,1345;209,1864;Nie
1.2.2025;29;7,380;0,7867;0,7867;105,0165;105,0165;-3724,9353;4381,4984;656,5632;-553,1090;105,0410;-208,4951;Nie
1.2.2025;30;-2,858;-0,2894;-0,2894;172,4923;217,1100;-8732,3813;8443,8421;-288,5392;206,9966;-38,6410;120,1836;Nie
1.2.2025;31;-3,601;-1,0361;-1,0361;165,8531;217,1100;-9912,3742;9021,7889;-890,5852;747,6943;-138,3411;281,2320;Nie
1.2.2025;32;1,765;0,3092;0,3092;171,0631;135,2428;-6873,9858;7080,2311;206,2453;-226,7179;41,2847;-20,8121;Nie
1.2.2025;33;-3,974;-0,8513;-0,8513;157,5081;230,1900;-10730,3069;9697,4443;-1032,8625;627,8920;-139,5894;544,5599;Nie
1.2.2025;34;4,108;0,7424;0,7424;177,0660;149,3843;-6768,6026;7174,6292;406,0265;-553,0970;121,7328;25,3377;Nie
