Dátum;Zúčtovacia perióda;Veľkosť odchýlky sústavy (MWh);Zúčtovacia cena PNRE (EUR/MWh);Cena za PRE (EUR/MWh);Cena odchýlky sústavy (EUR/MWh);Zúčtovacia cena odchýlky (EUR/MWh);Platba SZ za odchýlku (EUR);Platba OKTE za odchýlku (EUR);Platba za odchýlku sústavy (EUR);Celkové náklady na RE (EUR);Platba za PRE (EUR);Saldo výnosov a nákladov za odchýlky a RE (EUR);Zúčtovanie v zvláštnom režime
1.3.2026;1;6,276;0,6390;0,6390;49,4040;49,4040;-662,8535;1018,9575;356,1040;-367,0504;62,1798;-51,2334;Nie
1.3.2026;2;10,437;1,2773;1,2773;67,4290;63,7700;-878,6868;1602,3488;723,6620;-724,7277;124,2915;-123,2258;Nie
1.3.2026;3;6,527;0,4769;0,4769;47,3170;47,3170;-923,5332;1272,7800;349,2468;-270,9434;46,4062;-124,7096;Nie
1.3.2026;4;2,257;0,0561;0,0561;40,4920;40,4920;-819,9630;946,7435;126,7805;-31,2985;5,4590;-100,9409;Nie
1.3.2026;5;9,880;2,0424;2,0424;97,4810;52,7836;-843,6931;1409,4277;565,7346;-1118,5763;177,1394;375,7023;Nie
1.3.2026;6;8,527;1,1348;1,1348;77,0710;52,7836;-1029,5441;1524,1792;494,6351;-623,8505;98,4223;30,7930;Nie
1.3.2026;7;11,415;1,3140;1,3140;67,4800;52,7836;-728,9943;1374,9600;645,9657;-771,1168;113,9645;11,1866;Nie
1.3.2026;8;6,761;0,6443;0,6443;58,7040;52,7836;-1010,8059;1411,0640;400,2580;-378,6634;55,8808;-77,4754;Nie
1.3.2026;9;2,789;0,1504;0,1504;39,3750;39,3750;-853,0200;1005,1650;152,1450;-88,1279;12,6386;-76,6557;Nie
1.3.2026;10;5,363;0,2255;0,2255;28,0890;28,0890;-548,8310;729,0781;180,2471;-130,0548;18,9494;-69,1418;Nie
1.3.2026;11;7,099;0,6387;0,6387;51,5070;48,0248;-850,7593;1245,7153;394,9560;-363,7398;53,6719;-84,8880;Nie
1.3.2026;12;13,753;0,9651;0,9651;37,8380;37,8380;-595,1539;1155,2698;560,1159;-538,5474;81,1002;-102,6688;Nie
1.3.2026;13;7,868;0,9194;0,9194;63,3900;47,3169;-930,7707;1349,5726;418,8019;-515,0184;75,2327;20,9839;Nie
1.3.2026;14;7,602;1,1911;1,1911;80,0870;48,6946;-972,2364;1391,5456;419,3092;-665,8716;97,4653;149,0971;Nie
