Dátum;Zúčtovacia perióda;Veľkosť odchýlky sústavy (MWh);Zúčtovacia cena PNRE (EUR/MWh);Cena za PRE (EUR/MWh);Cena odchýlky sústavy (EUR/MWh);Zúčtovacia cena odchýlky (EUR/MWh);Platba SZ za odchýlku (EUR);Platba OKTE za odchýlku (EUR);Platba za odchýlku sústavy (EUR);Celkové náklady na RE (EUR);Platba za PRE (EUR);Saldo výnosov a nákladov za odchýlky a RE (EUR);Zúčtovanie v zvláštnom režime
1.10.2025;1;-16,450;-4,7995;-4,7995;186,3568;186,3568;-5165,0651;2102,8501;-3062,2149;2825,2579;-307,7391;544,6962;Nie
1.10.2025;2;-12,446;-3,3129;-3,3129;161,2642;161,2642;-4155,6172;2149,9743;-2005,6429;1922,2351;-212,4198;295,8276;Nie
1.10.2025;3;-4,681;-1,0606;-1,0606;97,9065;98,1970;-2072,1531;1612,5911;-459,5620;609,3765;-68,0046;-81,8099;Nie
1.10.2025;4;-2,620;-0,3481;-0,3481;41,3808;98,1970;-1943,8096;1687,6136;-256,1960;198,1961;-22,3198;80,3197;Nie
1.10.2025;5;0,442;-0,1340;-0,1340;33,6877;33,6877;-620,3253;635,2490;14,9237;77,8853;-7,2688;-85,5401;Nie
1.10.2025;6;2,666;0,1273;0,1273;31,1775;31,1775;-535,4112;619,0293;83,6181;-73,3970;6,9054;-17,1264;Nie
1.10.2025;7;2,776;0,1328;0,1328;34,8895;34,8895;-655,3295;752,0083;96,6788;-76,3639;7,2037;-27,5186;Nie
1.10.2025;8;2,647;-0,0338;-0,0338;34,7620;34,7620;-613,6883;706,0857;92,3974;19,2931;-1,8335;-109,8570;Nie
1.10.2025;9;-1,074;-0,1578;-0,1578;58,2436;93,7498;-2489,9947;2389,6824;-100,3123;90,8800;-8,0773;17,5096;Nie
1.10.2025;10;4,228;0,1722;0,1722;29,7685;29,7685;-573,4604;699,7979;126,3375;-97,2374;8,8144;-37,9145;Nie
1.10.2025;11;3,285;0,1485;0,1485;37,1459;37,1459;-810,1892;931,9163;121,7271;-83,9735;7,6013;-45,3549;Nie
1.10.2025;12;-0,203;-0,0147;-0,0147;34,4493;93,7498;-2087,9955;2067,8393;-20,1562;8,3278;-0,7524;12,5809;Nie
1.10.2025;13;0,852;-0,0219;-0,0219;32,5659;32,5659;-710,1320;738,6597;28,5277;12,3497;-1,1149;-39,7625;Nie
1.10.2025;14;7,762;0,4740;0,4740;33,5149;33,5149;-595,3252;855,0656;259,7405;-263,6886;24,1309;-20,1827;Nie
1.10.2025;15;3,088;0,1376;0,1376;23,6132;23,6132;-458,8989;532,0290;73,1301;-77,3463;7,0051;-2,7889;Nie
1.10.2025;16;1,299;-0,0249;-0,0249;36,3261;36,3261;-711,4830;759,5424;48,0594;14,0194;-1,2676;-60,8112;Nie
1.10.2025;17;-0,960;-0,0519;-0,0519;96,3698;98,9230;-1928,8996;1834,1313;-94,7682;28,3511;-2,8487;69,2658;Nie
1.10.2025;18;-3,160;-0,5236;-0,5236;91,4725;99,5170;-2046,7661;1732,5910;-314,1752;288,8688;-28,7394;54,0457;Nie
1.10.2025;19;-0,101;0,0392;0,0392;89,0075;98,9230;-2057,4995;2050,1792;-7,3203;-21,8434;2,1516;27,0121;Nie
1.10.2025;20;-3,169;-0,6878;-0,6878;80,1265;102,7400;-2406,4790;2082,2316;-324,2474;392,6927;-37,7520;-30,6933;Nie
1.10.2025;21;-2,871;-0,4308;-0,4308;98,3239;111,3781;-2660,6001;2340,9449;-319,6551;251,9648;-27,4135;95,1039;Nie
1.10.2025;22;7,085;0,8480;0,8480;82,8727;82,8727;-1731,2936;2319,6069;588,3133;-506,7337;53,9616;-135,5412;Nie
1.10.2025;23;-1,965;-0,1651;-0,1651;133,0563;133,0563;-3894,1587;3633,3684;-260,7903;101,7798;-10,5060;169,5165;Nie
1.10.2025;24;-5,465;-0,9351;-0,9351;81,8243;124,0140;-4784,9562;4110,8161;-674,1401;593,2419;-59,5042;140,4024;Nie
1.10.2025;25;-21,772;-4,1457;-4,1457;145,6437;145,6437;-7036,1928;3866,2577;-3169,9351;2791,1354;-326,2998;705,0995;Nie
1.10.2025;26;-21,170;-4,2263;-4,2263;141,5012;141,5012;-5495,9066;2502,8732;-2993,0334;2990,1010;-332,6436;335,5760;Nie
1.10.2025;27;-15,528;-3,0135;-3,0135;139,2834;166,1283;-6999,3175;4421,3386;-2577,9790;2190,7537;-237,1866;624,4118;Nie
1.10.2025;28;-18,458;-3,4633;-3,4633;132,0099;174,4844;-10115,3841;6894,2276;-3221,1565;2559,6630;-272,5894;934,0829;Nie
1.10.2025;29;-20,431;-4,0732;-4,0732;159,9493;201,1434;-8097,2287;3979,6222;-4117,6065;3069,3678;-353,1953;1401,4341;Nie
1.10.2025;30;-16,792;-3,2890;-3,2890;133,2027;201,7290;-8337,8630;4938,3259;-3399,5371;2505,5263;-285,1958;1179,2066;Nie
1.10.2025;31;-12,499;-1,6948;-1,6948;97,8265;220,4046;-8782,4621;6001,8377;-2780,6244;1298,6652;-146,9595;1628,9187;Nie
1.10.2025;32;-9,268;-1,1665;-1,1665;95,8649;192,5110;-8183,0651;6376,3493;-1806,7157;895,6735;-101,1495;1012,1918;Nie
1.10.2025;33;-13,844;-1,6871;-1,6871;91,2658;215,9080;-7838,1081;4824,2484;-3013,8598;1299,4162;-154,4776;1868,9212;Nie
1.10.2025;34;-11,071;-1,4577;-1,4577;100,0532;178,3274;-6437,4408;4205,4951;-2231,9457;1131,2084;-133,4728;1234,2102;Nie
1.10.2025;35;-17,553;-1,7804;-1,7804;74,0362;163,7515;-7657,3476;4516,9214;-3140,4263;1406,1378;-163,0205;1897,3090;Nie
1.10.2025;36;-0,724;-0,4204;-0,4204;68,7917;151,6790;-5792,1660;5643,8239;-148,3421;329,8109;-38,4935;-142,9753;Nie
1.10.2025;37;-0,625;0,0500;0,0500;71,4798;152,4270;-5878,0424;5738,4193;-139,6231;-39,6179;4,7501;174,4909;Nie
1.10.2025;38;-4,912;-0,4146;-0,4146;92,1191;147,1688;-5372,5442;4608,5910;-763,9532;328,4304;-39,3878;474,9107;Nie
1.10.2025;39;8,263;0,5979;0,5979;63,1320;63,1320;-1756,7742;2260,5044;503,7302;-467,6985;56,8017;-92,8334;Nie
1.10.2025;40;-2,730;-0,2266;-0,2266;72,8875;141,5097;-3925,7621;3495,9971;-429,7650;178,4030;-21,5275;272,8894;Nie
1.10.2025;41;0,517;0,1139;0,1139;67,0063;67,0063;-1884,2842;1888,5726;4,2884;-88,6015;10,9705;73,3426;Nie
1.10.2025;42;4,954;0,1766;0,1766;10,2379;10,2379;-232,5232;278,9316;46,4084;-135,5498;17,0096;72,1318;Nie
1.10.2025;43;12,417;0,8828;0,8828;59,9765;59,9765;-1466,8453;2174,2681;707,4228;-680,8858;85,0286;-111,5657;Nie
1.10.2025;44;5,608;-0,0952;-0,0952;15,1781;15,1781;-393,4164;467,8042;74,3879;74,3986;-9,1694;-139,6171;Nie
1.10.2025;45;-10,514;-0,4317;-0,4317;33,1182;139,9526;-4143,7166;2483,7388;-1659,9778;376,0240;-42,4702;1326,4240;Nie
1.10.2025;46;-1,502;-0,1004;-0,1004;86,3604;137,9777;-4253,8525;3842,2650;-411,5875;87,2126;-9,8773;334,2521;Nie
1.10.2025;47;-5,046;-0,4001;-0,4001;60,9769;139,6844;-4225,5928;3352,5653;-873,0275;348,8846;-39,3614;563,5043;Nie
1.10.2025;48;-7,908;-0,5639;-0,5639;49,6442;141,4498;-5141,2759;3900,4782;-1240,7976;492,1587;-55,4759;804,1149;Nie
1.10.2025;49;-4,927;-0,2960;-0,2960;51,7671;143,8822;-4288,8406;3445,2593;-843,5813;262,9358;-28,5841;609,2297;Nie
1.10.2025;50;-12,502;-0,8963;-0,8963;64,5060;142,8400;-4328,7662;2409,8536;-1918,9126;801,4596;-86,5539;1204,0069;Nie
1.10.2025;51;-7,692;-0,6969;-0,6969;77,2269;141,3693;-4125,8630;2909,0975;-1216,7656;621,8197;-67,2982;662,2441;Nie
1.10.2025;52;-5,780;-0,6038;-0,6038;66,1469;142,6339;-4365,1679;3421,6446;-943,5232;536,8618;-58,3078;464,9692;Nie
1.10.2025;53;11,127;0,6876;0,6876;49,8409;49,8409;-1364,2451;1875,7623;511,5172;-613,3311;65,8700;35,9439;Nie
