Dátum;Zúčtovacia perióda;Veľkosť odchýlky sústavy (MWh);Zúčtovacia cena PNRE (EUR/MWh);Cena za PRE (EUR/MWh);Cena odchýlky sústavy (EUR/MWh);Zúčtovacia cena odchýlky (EUR/MWh);Platba SZ za odchýlku (EUR);Platba OKTE za odchýlku (EUR);Platba za odchýlku sústavy (EUR);Celkové náklady na RE (EUR);Platba za PRE (EUR);Saldo výnosov a nákladov za odchýlky a RE (EUR);Zúčtovanie v zvláštnom režime
1.4.2025;1;0,457;0,0975;0,0975;81,3078;81,3078;-1342,1479;1365,8084;23,6606;-58,2706;6,9347;27,6753;Nie
1.4.2025;2;5,757;0,6157;0,6157;66,5982;66,5982;-1051,5190;1432,9935;381,4745;-360,4122;43,7917;-64,8540;Nie
1.4.2025;3;2,008;0,2079;0,2079;72,5861;72,5861;-1449,9073;1584,6271;134,7198;-121,4887;14,7869;-28,0180;Nie
1.4.2025;4;10,566;1,9555;1,9555;105,6244;83,6871;-1385,5236;2272,3558;886,8322;-1112,2152;139,0849;86,2981;Nie
1.4.2025;5;8,554;1,2730;1,2730;91,1024;91,1024;-1108,9895;1879,6247;770,6352;-720,8014;77,8580;-127,6918;Nie
1.4.2025;6;13,395;2,1492;2,1492;95,1752;95,1752;-1163,4216;2450,4759;1287,0542;-1192,8867;131,4472;-225,6148;Nie
1.4.2025;7;10,816;1,2902;1,2902;76,8291;76,8291;-1062,5465;1882,0056;819,4592;-719,2358;78,9099;-179,1333;Nie
1.4.2025;8;15,685;1,7934;1,7934;68,6780;68,6780;-809,7136;1879,0301;1069,3165;-985,2701;109,6861;-193,7325;Nie
1.4.2025;9;0,781;-0,0542;-0,0542;74,6530;74,6530;-1541,5098;1589,3624;47,8526;30,7594;-3,1505;-75,4614;Nie
1.4.2025;10;3,335;0,1256;0,1256;54,2919;54,2919;-1251,9712;1426,3568;174,3856;-70,2382;7,3009;-111,4483;Nie
1.4.2025;11;3,613;0,2898;0,2898;71,3248;71,3248;-1231,4940;1489,0478;257,5539;-162,6734;16,8455;-111,7259;Nie
