Date;Settlement Term;System Imbalance (MWh);SREC (EUR/MWh);SREC price (EUR/MWh);Imbalance Settlement Price (EUR/MWh);Payment of subject for imbalance (EUR);Payment of OKTE for imbalance (EUR);Payment for System Imbalance (EUR);Total Cost of RE (EUR);Payment for SREC (EUR);Balance of Revenues and Expenses for Imbalance and RE (EUR);Settlement in special mode
1/1/2024;22;20.526;-0.1227;-0.1227;-5.0000;-164.7150;62.0600;-102.6550;64.7196;-11.9501;49.8855;No
1/1/2024;23;18.436;-0.1063;-0.1063;-5.0000;-165.7250;73.6950;-92.0300;56.4696;-10.3529;45.9133;No
1/1/2024;24;11.308;-0.5673;-0.5673;-5.0000;-153.2100;96.7200;-56.4900;300.9471;-55.2510;-189.2061;No
1/1/2024;25;27.483;-0.3918;-0.3918;-5.0000;-218.6500;81.3400;-137.3100;183.4933;-39.8206;-6.3627;No
1/1/2024;26;26.737;-0.1944;-0.1944;-5.0000;-173.3850;39.7800;-133.6050;90.5145;-19.7578;62.8483;No
1/1/2024;27;24.790;-0.2107;-0.2107;-5.0000;-180.6750;56.8500;-123.8250;99.1279;-21.4145;46.1116;No
1/1/2024;28;14.611;-0.1089;-0.1089;-5.0000;-185.3550;112.4250;-72.9300;52.6278;-11.0681;31.3703;No
1/1/2024;29;22.449;-0.1717;-0.1717;-8.0400;-321.0854;140.7643;-180.3211;86.0013;-18.8525;113.1723;No
1/1/2024;30;27.389;-0.2192;-0.2192;-5.0000;-200.0950;63.4050;-136.6900;110.3928;-24.0679;50.3651;No
1/1/2024;31;25.459;-0.2045;-0.2045;-5.0000;-207.9150;80.7200;-127.1950;102.0176;-22.4539;47.6313;No
1/1/2024;32;20.784;-0.1606;-0.1606;-5.0000;-196.5600;92.8150;-103.7450;80.7640;-17.6337;40.6147;No
1/1/2024;33;29.358;-0.2344;-0.2344;-5.0000;-212.7200;66.2050;-146.5150;119.8792;-30.4795;57.1153;No
1/1/2024;34;22.202;-0.1766;-0.1766;-5.0000;-204.6700;93.7750;-110.8950;91.9011;-22.9637;41.9576;No
1/1/2024;35;11.371;-0.0748;-0.0748;-5.0000;-169.8100;113.0950;-56.7150;40.0159;-9.7264;26.4255;No
1/1/2024;36;4.839;-0.0446;-0.0446;-5.0000;-167.7550;143.7150;-24.0400;24.1746;-5.7994;5.6648;No
1/1/2024;37;15.302;-0.2237;-0.2237;-5.0000;-183.3450;107.0700;-76.2750;119.6675;-33.4904;-9.9021;No
1/1/2024;38;7.343;-0.0408;-0.0408;-2.9900;-97.4381;75.5065;-21.9317;22.0992;-6.1082;5.9407;No
1/1/2024;39;6.308;-0.0487;-0.0487;-2.9900;-100.0305;81.2921;-18.7383;26.4354;-7.2909;-0.4061;No
1/1/2024;40;4.854;-0.0211;-0.0211;-2.9900;-95.2853;80.8586;-14.4268;11.5384;-3.1589;6.0473;No
1/1/2024;41;1.894;-0.3126;-0.3126;-2.9900;-100.7510;95.1896;-5.5614;168.1079;-50.9091;-111.6374;No
1/1/2024;42;3.100;-0.1282;-0.1282;-5.0000;-165.6500;150.4100;-15.2400;69.7119;-20.8783;-33.5936;No
1/1/2024;43;1.670;-0.4654;-0.4654;-5.0000;-152.7050;144.5500;-8.1550;261.3082;-75.7936;-177.3596;No
1/1/2024;44;8.073;-0.0438;-0.0438;-5.0000;-172.3200;132.1350;-40.1850;24.3417;-7.1331;22.9764;No
1/1/2024;45;-1.404;-0.7729;-0.7729;132.0000;-4,503.1800;4,311.6480;-191.5320;457.9028;-136.9757;-129.3951;No
1/1/2024;46;3.429;-0.0348;-0.0348;-5.0000;-185.1450;168.2100;-16.9350;20.6372;-6.1674;2.4652;No
1/1/2024;47;9.738;-0.0578;-0.0578;-5.0000;-202.8150;154.3250;-48.4900;34.1790;-10.2435;24.5545;No
1/1/2024;48;17.713;-0.1196;-0.1196;-5.0000;-222.9550;134.6500;-88.3050;70.1126;-21.1959;39.3883;No
1/1/2024;49;13.829;-0.1166;-0.1166;-5.0000;-232.9350;163.9900;-68.9450;68.4200;-20.5309;21.0559;No
1/1/2024;50;13.526;-0.1126;-0.1126;-5.0000;-238.8050;171.4000;-67.4050;65.8700;-19.8266;21.3616;No
1/1/2024;51;23.174;-0.1980;-0.1980;-5.0000;-272.1750;156.6250;-115.5500;114.4750;-34.8638;35.9388;No
1/1/2024;52;20.544;-0.1808;-0.1808;-5.0000;-240.0550;137.4550;-102.6000;103.3100;-31.8353;31.1253;No
1/1/2024;53;14.040;-0.1405;-0.1405;-5.0000;-239.8550;169.8950;-69.9600;80.8350;-23.5787;12.7037;No
1/1/2024;54;8.823;-0.1275;-0.1275;-5.0000;-223.3400;179.4200;-43.9200;73.2080;-21.3971;-7.8910;No
1/1/2024;55;-1.147;-0.7727;-0.7727;132.0000;-5,083.5840;4,924.9200;-158.6640;444.5650;-129.6745;-156.2265;No
1/1/2024;56;-0.926;-0.5448;-0.5448;132.0000;-4,369.0680;4,240.7640;-128.3040;315.0200;-91.4283;-95.2877;No
1/1/2024;57;0.364;-0.4888;-0.4888;-5.0000;-201.7750;200.1550;-1.6200;280.8600;-78.3190;-200.9210;No
1/1/2024;58;-2.692;-0.7423;-0.7423;132.0000;-5,087.9400;4,729.0320;-358.9080;424.3190;-118.9365;53.5255;No
1/1/2024;59;-2.233;-0.8756;-0.8756;132.0000;-4,725.7320;4,419.8880;-305.8440;496.8870;-140.2948;-50.7482;No
1/1/2024;60;-3.546;-1.0804;-1.0804;132.0000;-4,188.8880;3,712.5000;-476.3880;606.4240;-173.1093;43.0733;No
1/1/2024;61;1.203;-0.3523;-0.3523;-11.9700;-389.8868;376.4685;-13.4184;192.4630;-57.6003;-121.4443;No
1/1/2024;62;-0.257;-0.1605;-0.1605;132.0000;-3,861.5280;3,825.3600;-36.1680;87.3930;-26.2414;-24.9836;No
1/1/2024;63;-7.210;-1.3184;-1.3184;132.0000;-5,021.8080;4,067.0520;-954.7560;720.8190;-215.5558;449.4928;No
1/1/2024;64;-10.522;-2.5078;-2.5078;132.0000;-6,028.1760;4,636.5000;-1,391.6760;1,390.1720;-410.0203;411.5243;No
1/1/2024;65;3.615;-0.2516;-0.2516;-5.0000;-166.1450;148.1050;-18.0400;148.6750;-44.2942;-86.3408;No
1/1/2024;66;0.568;-0.2119;-0.2119;-5.0000;-136.9450;134.1050;-2.8400;125.7020;-37.3050;-85.5570;No
1/1/2024;67;0.894;-0.2450;-0.2450;-5.0000;-134.1450;129.7400;-4.4050;145.9350;-43.1323;-98.3978;No
1/1/2024;68;2.587;-0.0986;-0.0986;-5.0000;-142.5300;129.7250;-12.8050;58.6850;-17.3585;-28.5215;No
1/1/2024;69;15.827;-0.1332;-0.1332;-5.0000;-183.6600;104.6350;-79.0250;78.8800;-23.8890;24.0340;No
1/1/2024;70;9.104;-0.0743;-0.0743;-5.0000;-174.9600;129.4500;-45.5100;44.3550;-13.3255;14.4805;No
1/1/2024;71;8.083;-0.0690;-0.0690;-5.0000;-167.6500;127.3400;-40.3100;41.1500;-12.3749;11.5349;No
1/1/2024;72;8.368;-0.0670;-0.0670;-5.0000;-156.0150;114.2550;-41.7600;39.9850;-12.0162;13.7912;No
1/1/2024;73;3.098;-0.2215;-0.2215;-5.0000;-161.3600;146.0250;-15.3350;132.5710;-39.6334;-77.6026;No
1/1/2024;74;4.927;-0.0443;-0.0443;-5.0000;-157.2350;132.6100;-24.6250;26.3600;-7.9267;6.1917;No
1/1/2024;75;5.330;-0.0487;-0.0487;-5.0000;-162.5850;136.1200;-26.4650;28.9990;-8.7140;6.1800;No
1/1/2024;76;4.749;-0.0524;-0.0524;-5.0000;-154.8400;131.2150;-23.6250;31.2450;-9.3760;1.7560;No
1/1/2024;77;0.843;-0.5246;-0.5246;-5.0000;-123.4750;119.3700;-4.1050;314.3630;-93.3694;-216.8886;No
1/1/2024;78;-0.141;-0.3504;-0.3504;132.0000;-3,170.3760;3,150.7080;-19.6680;209.3090;-62.3649;-127.2761;No
1/1/2024;79;0.629;-0.3034;-0.3034;-5.0000;-118.9750;115.9550;-3.0200;181.9010;-53.9997;-124.8813;No
1/1/2024;80;1.759;-0.3175;-0.3175;-5.0000;-131.7750;123.0850;-8.6900;189.6740;-56.5093;-124.4747;No
1/1/2024;81;4.217;-0.2229;-0.2229;-5.0000;-133.0350;112.0350;-21.0000;132.8907;-39.5333;-72.3574;No
1/1/2024;82;2.391;-0.1061;-0.1061;-2.9900;-66.4946;59.3724;-7.1222;63.5465;-18.8178;-37.6065;No
1/1/2024;83;5.530;-0.0288;-0.0288;-5.0000;-124.2700;96.7250;-27.5450;17.0008;-5.1079;15.6521;No
1/1/2024;84;15.938;-0.1195;-0.1195;-5.0000;-190.7600;111.1250;-79.6350;69.0565;-21.1944;31.7729;No
1/1/2024;85;2.238;-0.1971;-0.1971;-5.0000;-119.9650;108.8300;-11.1350;112.1164;-32.5686;-68.4128;No
1/1/2024;86;3.780;-0.1304;-0.1304;-5.0000;-115.6550;96.8700;-18.7850;73.2887;-21.5472;-32.9565;No
1/1/2024;87;2.587;-0.2593;-0.2593;-5.0000;-114.3050;101.4600;-12.8450;146.7015;-42.8465;-91.0100;No
1/1/2024;88;1.640;-0.2288;-0.2288;-5.0000;-127.6450;119.4900;-8.1550;128.0200;-37.8067;-82.0583;No
1/1/2024;89;-1.503;-0.9741;-0.9741;132.0000;-3,446.9160;3,245.3520;-201.5640;534.0460;-140.2422;-192.2398;No
1/1/2024;90;-0.809;-0.7202;-0.7202;126.9900;-2,932.9610;2,824.7656;-108.1955;389.1775;-103.6879;-177.2941;No
1/1/2024;91;0.121;-0.3974;-0.3974;-5.0000;-110.0050;109.4900;-0.5150;210.6230;-57.2141;-152.8939;No
1/1/2024;92;-0.063;-0.6937;-0.6937;132.0000;-3,105.3000;3,094.6080;-10.6920;362.3378;-99.8727;-251.7731;No
1/1/2024;93;0.312;-0.7536;-0.7536;-5.0000;-135.7700;134.4450;-1.3250;385.2918;-91.3642;-292.6026;No
1/1/2024;94;3.886;-0.3171;-0.3171;-5.0000;-132.4950;113.2300;-19.2650;159.7232;-38.4443;-102.0139;No
1/1/2024;95;2.830;-0.7647;-0.7647;-5.0000;-115.0800;101.0550;-14.0250;382.6085;-92.7099;-275.8736;No
1/1/2024;96;7.419;-0.5113;-0.5113;-5.0000;-180.7400;143.7600;-36.9800;260.1202;-61.9885;-161.1517;No
1/2/2024;1;10.385;-0.0618;-0.0618;-5.0000;-190.0500;138.2150;-51.8350;34.6310;-6.3197;23.5237;No
1/2/2024;2;5.646;-0.0175;-0.0175;-5.0000;-156.5400;128.3850;-28.1550;9.7147;-1.7896;20.2299;No
1/2/2024;3;8.033;-0.0391;-0.0391;-5.0000;-173.5250;133.4500;-40.0750;21.6053;-3.9984;22.4681;No
1/2/2024;4;11.324;-0.0505;-0.0505;-5.0000;-193.5000;136.9000;-56.6000;27.6300;-5.1642;34.1342;No
1/2/2024;5;6.211;-0.0256;-0.0256;-5.0000;-145.8300;114.8600;-30.9700;13.7352;-2.3591;19.5939;No
1/2/2024;6;7.534;-0.0350;-0.0350;-5.0000;-145.9100;108.2500;-37.6600;18.6240;-3.2254;22.2614;No
1/2/2024;7;8.544;-0.0391;-0.0391;-5.0000;-154.1000;111.5350;-42.5650;20.6650;-3.6032;25.5032;No
1/2/2024;8;11.948;-0.0606;-0.0606;-5.0000;-164.7700;105.0950;-59.6750;31.7970;-5.5845;33.4625;No
1/2/2024;9;6.173;-0.0282;-0.0282;-5.0000;-149.1400;118.4200;-30.7200;15.2543;-2.5031;17.9688;No
1/2/2024;10;7.575;-0.0118;-0.0118;-5.0000;-162.9900;125.2100;-37.7800;6.2800;-1.0474;32.5474;No
1/2/2024;11;6.108;-0.0019;-0.0019;-3.9900;-129.2082;104.8053;-24.4028;0.9975;-0.1686;23.5740;No
1/2/2024;12;6.600;-0.0012;-0.0012;-3.9900;-141.8485;115.5624;-26.2861;0.6584;-0.1065;25.7342;No
1/2/2024;13;7.082;-0.0213;-0.0213;-5.0000;-148.7600;113.3900;-35.3700;11.3684;-1.8432;25.8448;No
1/2/2024;14;10.485;-0.0528;-0.0528;-5.0000;-172.1450;119.8750;-52.2700;28.0200;-4.5691;28.8191;No
1/2/2024;15;6.426;-0.0192;-0.0192;-5.0000;-166.7450;134.6350;-32.1100;10.2429;-1.6615;23.5286;No
1/2/2024;16;2.144;-0.0002;-0.0002;-3.9900;-121.7908;113.2402;-8.5506;0.1077;-0.0173;8.4602;No
1/2/2024;17;12.267;-0.0312;-0.0312;-5.0000;-167.4300;106.2500;-61.1800;16.9907;-2.8209;47.0102;No
1/2/2024;18;7.313;-0.0170;-0.0170;-5.0000;-161.7550;125.1800;-36.5750;9.3849;-1.5370;28.7271;No
1/2/2024;19;6.481;-0.0036;-0.0036;-5.0000;-157.3500;124.9900;-32.3600;2.0115;-0.3255;30.6740;No
1/2/2024;20;3.864;-0.0026;-0.0026;-5.0000;-135.7650;116.5400;-19.2250;1.4913;-0.2351;17.9688;No
1/2/2024;21;20.420;-0.0384;-0.0384;-5.0000;-194.8650;92.7650;-102.1000;22.1350;-3.7488;83.7138;No
1/2/2024;22;14.641;-0.0080;-0.0080;-5.0000;-185.8400;112.8000;-73.0400;4.6719;-0.7810;69.1491;No
1/2/2024;23;4.752;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;No
1/2/2024;24;-3.472;-0.0002;-0.0002;132.0000;-3,644.3880;3,184.7640;-459.6240;0.1520;-0.0195;459.4915;No
1/2/2024;25;22.132;-0.1174;-0.1174;-5.0000;-253.9200;143.4350;-110.4850;67.4701;-12.7567;55.7716;No
1/2/2024;26;12.758;-0.0700;-0.0700;-5.0000;-202.7250;138.9850;-63.7400;40.9667;-7.6062;30.3795;No
1/2/2024;27;0.843;-0.0056;-0.0056;-5.0000;-170.0750;166.0100;-4.0650;3.3678;-0.6085;1.3057;No
1/2/2024;28;-2.316;-0.0002;-0.0002;132.0000;-4,239.7080;3,931.7520;-307.9560;0.1320;-0.0217;307.8457;No
1/2/2024;29;5.388;-0.0120;-0.0120;-5.0000;-211.3250;184.5900;-26.7350;7.5603;-1.4088;20.5835;No
1/2/2024;30;3.554;-0.0124;-0.0124;-5.0000;-170.3800;152.8000;-17.5800;7.9555;-1.4558;11.0803;No
1/2/2024;31;0.495;-0.0046;-0.0046;-5.0000;-164.1400;161.8300;-2.3100;2.9739;-0.5401;-0.1238;No
1/2/2024;32;-5.169;0.0000;0.0000;121.7400;-4,412.7098;3,779.9053;-632.8045;0.0000;0.0000;632.8045;No
1/2/2024;33;-0.976;-0.0114;-0.0114;132.0000;-4,237.3320;4,103.2200;-134.1120;7.6029;-1.5523;128.0614;No
1/2/2024;34;-0.105;0.0000;0.0000;120.1800;-3,082.0161;3,063.3882;-18.6279;0.0000;0.0000;18.6279;No
1/2/2024;35;-2.445;0.0000;0.0000;124.5450;-3,428.5993;3,115.9914;-312.6080;0.0000;0.0000;312.6080;No
1/2/2024;36;-2.092;0.0000;0.0000;126.0000;-4,082.4000;3,800.0340;-282.3660;0.0000;0.0000;282.3660;No
1/2/2024;37;-4.774;0.0000;0.0000;117.6900;-4,101.6142;3,505.7497;-595.8645;0.0000;0.0000;595.8645;No
1/2/2024;38;-3.685;0.0000;0.0000;118.4400;-4,160.4419;3,701.8422;-458.5997;0.0000;0.0000;458.5997;No
1/2/2024;39;-2.902;0.0000;0.0000;117.6900;-3,948.4995;3,571.4207;-377.0788;0.0000;0.0000;377.0788;No
1/2/2024;40;-1.394;0.0000;0.0000;117.6900;-3,930.1399;3,718.0625;-212.0774;0.0000;0.0000;212.0774;No
1/2/2024;41;0.468;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;No
1/2/2024;42;2.901;-0.0002;-0.0002;-5.0000;-143.9350;130.1300;-13.8050;0.1558;-0.0307;13.6799;No
1/2/2024;43;1.597;-0.0016;-0.0016;-5.0000;-172.2550;165.1200;-7.1350;1.1584;-0.2452;6.2218;No
1/2/2024;44;5.218;-0.0001;-0.0001;-3.9900;-146.8839;126.4950;-20.3889;0.0758;-0.0153;20.3284;No
1/2/2024;45;-3.742;0.0000;0.0000;129.2400;-4,700.4588;4,198.1029;-502.3559;0.0279;0.0000;502.3280;No
1/2/2024;46;-3.381;0.0000;0.0000;129.2400;-4,817.4210;4,364.6933;-452.7277;0.0000;0.0000;452.7277;No
1/2/2024;47;-3.033;0.0000;0.0000;129.2400;-4,940.4575;4,533.0930;-407.3645;0.0000;0.0000;407.3645;No
1/2/2024;48;-6.793;0.0000;0.0000;129.2400;-5,734.2496;4,835.3854;-898.8642;0.0000;0.0000;898.8642;No
1/2/2024;49;-11.642;0.0000;0.0000;135.8100;-6,188.4543;4,566.6113;-1,621.8430;0.0000;0.0000;1,621.8430;No
1/2/2024;50;-10.946;0.0000;0.0000;135.8100;-6,449.8885;4,936.4219;-1,513.4666;0.0000;0.0000;1,513.4666;No
1/2/2024;51;-16.178;0.0000;0.0000;135.8100;-7,131.1115;4,921.8902;-2,209.2213;0.0000;0.0000;2,209.2213;No
1/2/2024;52;-16.267;0.0000;0.0000;135.8100;-7,063.0707;4,832.3914;-2,230.6793;0.0000;0.0000;2,230.6793;No
1/2/2024;53;-17.413;-0.4873;-0.4873;134.9700;-7,627.1547;5,263.0202;-2,364.1345;370.6900;-78.0318;2,071.4764;No
1/2/2024;54;-12.699;-0.1751;-0.1751;134.9700;-7,183.9132;5,459.9414;-1,723.9718;132.2880;-28.0389;1,619.7227;No
1/2/2024;55;-11.838;-0.4299;-0.4299;134.9700;-7,060.8206;5,451.9782;-1,608.8424;322.8600;-68.8403;1,354.8227;No
1/2/2024;56;-2.818;-0.0007;-0.0007;134.9700;-6,235.6140;5,847.7102;-387.9038;0.5040;-0.1121;387.5119;No
1/2/2024;57;-2.998;0.0000;0.0000;133.8750;-5,698.7910;5,289.4013;-409.3898;0.0000;0.0000;409.3898;No
1/2/2024;58;-3.250;0.0000;0.0000;133.8750;-5,095.8180;4,655.7709;-440.0471;0.0000;0.0000;440.0471;No
1/2/2024;59;-2.823;0.0000;0.0000;133.8750;-5,269.8555;4,889.2489;-380.6066;0.0060;0.0000;380.6006;No
1/2/2024;60;-4.180;0.0000;0.0000;133.8750;-5,597.8493;5,036.5114;-561.3379;0.0000;0.0000;561.3379;No
1/2/2024;61;-0.064;0.0000;0.0000;140.1600;-5,342.6189;5,226.1459;-116.4730;0.0000;0.0000;116.4730;No
1/2/2024;62;-2.724;0.0000;0.0000;140.1600;-5,245.6282;4,755.7690;-489.8592;0.0000;0.0000;489.8592;No
1/2/2024;63;-4.355;0.0000;0.0000;222.7650;-8,488.0148;7,349.6856;-1,138.3292;0.0000;0.0000;1,138.3292;No
1/2/2024;64;-3.588;0.0000;0.0000;142.4850;-6,019.7063;5,402.6037;-617.1025;0.0000;0.0000;617.1025;No
1/2/2024;65;-2.421;-0.0074;-0.0074;135.5700;-4,615.6162;4,285.7744;-329.8418;5.6170;-1.3077;325.5325;No
1/2/2024;66;-3.130;0.0000;0.0000;135.5700;-4,832.2571;4,408.0586;-424.1985;0.0000;0.0000;424.1985;No
1/2/2024;67;-2.754;0.0000;0.0000;140.5050;-4,819.7430;4,432.3707;-387.3723;0.0000;0.0000;387.3723;No
1/2/2024;68;-1.802;0.0000;0.0000;168.0150;-5,897.4945;5,591.8752;-305.6193;0.0000;0.0000;305.6193;No
1/2/2024;69;-0.517;-0.0002;-0.0002;184.6800;-5,881.6886;5,787.6865;-94.0021;0.1340;-0.0373;93.9054;No
1/2/2024;70;-1.007;0.0000;0.0000;136.0950;-3,926.3408;3,786.1629;-140.1779;0.0000;0.0000;140.1779;No
1/2/2024;71;-0.519;0.0000;0.0000;140.8350;-3,956.6185;3,882.5393;-74.0792;0.0000;0.0000;74.0792;No
1/2/2024;72;2.638;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;No
1/2/2024;73;3.039;-0.0002;-0.0002;0.0000;0.0000;0.0000;0.0000;0.1320;-0.0379;-0.0941;No
1/2/2024;74;2.338;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;No
1/2/2024;75;1.152;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;No
1/2/2024;76;3.128;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;No
1/2/2024;77;-0.872;0.0000;0.0000;122.0250;-3,322.8628;3,215.8469;-107.0159;0.0000;0.0000;107.0159;No
1/2/2024;78;-1.693;0.0000;0.0000;135.0000;-3,703.1850;3,472.4700;-230.7150;0.0000;0.0000;230.7150;No
1/2/2024;79;-0.269;0.0000;0.0000;115.2150;-2,869.1991;2,837.1694;-32.0298;0.0000;0.0000;32.0298;No
1/2/2024;80;2.418;-0.0030;-0.0030;-5.0000;-144.2700;132.3800;-11.8900;2.1460;-0.5575;10.3015;No
1/2/2024;81;-10.163;-0.3659;-0.3659;221.3100;-9,524.7398;7,271.1401;-2,253.5997;263.3640;-65.2440;2,055.4797;No
1/2/2024;82;-3.549;0.0000;0.0000;94.5000;-3,394.7235;3,057.5475;-337.1760;0.0000;0.0000;337.1760;No
1/2/2024;83;-0.800;0.0000;0.0000;90.3300;-2,748.9226;2,673.0454;-75.8772;0.0000;0.0000;75.8772;No
1/2/2024;84;0.794;-0.0007;-0.0007;-5.0000;-141.6850;137.8600;-3.8250;0.4960;-0.1248;3.4538;No
1/2/2024;85;-14.091;-0.0174;-0.0174;259.9950;-10,465.8387;6,796.2693;-3,669.5694;11.9520;-2.7961;3,660.4136;No
1/2/2024;86;-3.680;0.0000;0.0000;82.0200;-2,624.4760;2,321.0840;-303.3920;0.0000;0.0000;303.3920;No
1/2/2024;87;-0.440;-0.0027;-0.0027;82.0200;-2,301.1531;2,261.8655;-39.2876;1.8180;-0.4339;37.9035;No
1/2/2024;88;3.656;-0.0108;-0.0108;-5.0000;-143.9300;125.6850;-18.2450;7.0940;-1.7355;12.8865;No
1/2/2024;89;-15.016;-0.6846;-0.6846;237.1500;-10,711.1169;7,144.3809;-3,566.7360;438.2760;-95.8235;3,224.2835;No
1/2/2024;90;-9.084;0.0000;0.0000;87.7650;-2,911.4283;2,111.1871;-800.2413;0.0000;0.0000;800.2413;No
1/2/2024;91;-0.252;0.0000;0.0000;82.5750;-2,166.5203;2,145.1334;-21.3869;0.0240;0.0000;21.3629;No
1/2/2024;92;3.260;-0.0060;-0.0060;-5.0000;-122.4450;106.3400;-16.1050;3.6400;-0.8398;13.3048;No
1/2/2024;93;-11.803;-0.1270;-0.1270;184.3800;-6,937.2975;4,757.0040;-2,180.2935;75.7440;-14.9955;2,119.5450;No
1/2/2024;94;-1.062;0.0000;0.0000;64.0650;-1,822.7133;1,752.7543;-69.9590;0.0000;0.0000;69.9590;No
1/2/2024;95;1.890;-0.0175;-0.0175;-5.0000;-120.8750;111.5350;-9.3400;10.2040;-2.0663;1.2023;No
1/2/2024;96;3.660;-0.0192;-0.0192;-5.0000;-176.3600;158.1900;-18.1700;11.1990;-2.2670;9.2380;No
1/3/2024;1;-5.638;-0.9669;-0.9669;132.0000;-3,683.5920;2,942.2800;-741.3120;614.2386;-100.3826;227.4560;No
1/3/2024;2;1.647;-0.3265;-0.3265;-2.9900;-64.5332;59.5339;-4.9993;205.8600;-33.8969;-166.9638;No
1/3/2024;3;2.912;-0.1378;-0.1378;-2.9900;-69.1976;60.3890;-8.8085;86.3230;-14.3063;-63.2082;No
1/3/2024;4;3.986;-0.0749;-0.0749;-2.9900;-76.9925;65.0564;-11.9361;46.2978;-7.7760;-26.5857;No
1/3/2024;5;-0.825;-0.5740;-0.5740;127.9900;-2,316.1070;2,215.5069;-100.6001;348.8736;-53.2138;-195.0596;No
1/3/2024;6;2.336;-0.2106;-0.2106;-5.0000;-107.7000;95.9500;-11.7500;126.2948;-19.5241;-95.0207;No
1/3/2024;7;3.296;-0.0864;-0.0864;-5.0000;-109.1450;92.6300;-16.5150;51.6286;-8.0099;-27.1037;No
1/3/2024;8;3.825;-0.0689;-0.0689;-5.0000;-106.1750;86.8700;-19.3050;40.9056;-6.3875;-15.2131;No
1/3/2024;9;-3.556;-0.8026;-0.8026;132.0000;-1,650.2640;1,183.1160;-467.1480;490.0659;-70.9362;48.0183;No
1/3/2024;10;1.898;-0.1523;-0.1523;-5.0000;-78.7600;69.3000;-9.4600;92.4367;-13.4607;-69.5160;No
1/3/2024;11;3.710;-0.0200;-0.0200;-5.0000;-98.9250;80.3050;-18.6200;12.0299;-1.7677;8.3578;No
