Date;Settlement Term;System Imbalance (MWh);SREC (EUR/MWh);SREC price (EUR/MWh);Imbalance Settlement Price (EUR/MWh);Payment of subject for imbalance (EUR);Payment of OKTE for imbalance (EUR);Payment for System Imbalance (EUR);Total Cost of RE (EUR);Payment for SREC (EUR);Balance of Revenues and Expenses for Imbalance and RE (EUR);Settlement in special mode
6/1/2024;52;34.681;-0.2509;-0.2509;-26.3700;-1,494.5461;592.7185;-901.8276;182.5777;-35.9138;755.1638;No
6/1/2024;53;13.131;-0.0909;-0.0909;-5.0000;-268.8050;205.9350;-62.8700;66.1264;-11.9908;8.7344;No
6/1/2024;54;17.018;-0.1137;-0.1137;-5.0000;-251.3650;169.4950;-81.8700;81.4750;-14.9984;15.3934;No
6/1/2024;55;20.342;-0.1447;-0.1447;-5.0000;-253.9400;154.3600;-99.5800;102.0000;-19.0877;16.6677;No
6/1/2024;56;14.160;-0.1620;-0.1620;-5.0000;-216.9750;148.1400;-68.8350;115.1244;-21.3697;-24.9197;No
6/1/2024;57;-3.689;-1.6461;-1.6461;127.0000;-4,108.9580;3,555.8730;-553.0850;1,146.0538;-206.2514;-386.7174;No
6/1/2024;58;0.537;-0.7166;-0.7166;-5.0000;-128.8700;129.4200;0.5500;490.2736;-89.7878;-401.0358;No
6/1/2024;59;0.129;-0.7446;-0.7446;-5.0000;-142.5550;145.0000;2.4450;509.6757;-93.2961;-418.8246;No
6/1/2024;60;6.814;-0.1323;-0.1323;-5.0000;-148.8350;116.8100;-32.0250;89.4325;-16.5768;-40.8307;No
6/1/2024;61;10.342;-0.0715;-0.0715;-5.0000;-166.8150;116.3950;-50.4200;47.8500;-8.2555;10.8255;No
6/1/2024;62;10.699;-0.1190;-0.1190;-5.0000;-156.5400;103.9300;-52.6100;79.0532;-13.7399;-12.7033;No
6/1/2024;63;-3.179;-0.9639;-0.9639;132.0000;-3,289.7040;2,836.1520;-453.5520;645.3518;-111.2929;-80.5069;No
6/1/2024;64;-3.550;-0.7853;-0.7853;126.9000;-3,528.5814;3,049.0263;-479.5551;522.2327;-90.6715;47.9939;No
6/1/2024;65;10.726;-0.0815;-0.0815;-5.0000;-201.1850;148.3800;-52.8050;54.5350;-9.1072;7.3772;No
6/1/2024;66;-0.461;-0.3582;-0.3582;126.9000;-3,102.5781;3,024.5346;-78.0435;238.4123;-40.0271;-120.3417;No
6/1/2024;67;-6.379;-1.1652;-1.1652;126.9000;-3,743.5500;2,931.2631;-812.2869;775.4236;-130.2053;167.0686;No
6/1/2024;68;-10.832;-1.9236;-1.9236;126.9000;-4,468.7835;3,083.1624;-1,385.6211;1,274.6468;-214.9527;325.9270;No
6/1/2024;69;4.073;-0.4927;-0.4927;-5.0000;-124.4150;104.9900;-19.4250;291.8300;-54.5108;-217.8942;No
6/1/2024;70;3.408;-0.1447;-0.1447;-2.4000;-34.4976;26.8272;-7.6704;83.9154;-16.0092;-60.2358;No
6/1/2024;71;-1.548;-0.4763;-0.4763;127.0000;-2,186.3050;1,975.3580;-210.9470;276.7781;-52.6964;-13.1347;No
6/1/2024;72;-4.874;-0.7906;-0.7906;131.4900;-3,544.9704;2,902.1158;-642.8546;453.7473;-87.4696;276.5769;No
6/1/2024;73;15.385;-0.1612;-0.1612;-5.0000;-182.4250;106.0000;-76.4250;92.4358;-17.9580;1.9472;No
6/1/2024;74;12.407;-0.0641;-0.0641;-5.0000;-163.2600;101.3700;-61.8900;36.4870;-7.1409;32.5439;No
6/1/2024;75;7.166;-0.1540;-0.1540;-2.4000;-87.3480;70.0344;-17.3136;87.7964;-17.1559;-53.3269;No
6/1/2024;76;0.973;-0.5634;-0.5634;-5.0000;-143.4700;138.5100;-4.9600;329.8779;-62.7639;-262.1540;No
6/1/2024;77;2.661;-0.9370;-0.9370;-5.0000;-178.3250;165.3700;-12.9550;542.4729;-107.8487;-421.6692;No
6/1/2024;78;4.631;-0.1269;-0.1269;-2.4000;-70.6968;59.5992;-11.0976;73.7027;-14.6062;-47.9989;No
6/1/2024;79;5.661;-0.1723;-0.1723;-2.4000;-82.1520;68.5176;-13.6344;99.3257;-19.8317;-65.8596;No
6/1/2024;80;3.078;-0.1940;-0.1940;-2.4000;-70.8792;63.4128;-7.4664;113.0057;-22.3294;-83.2099;No
6/1/2024;81;5.314;-0.7455;-0.7455;-2.4000;-63.8832;51.1320;-12.7512;434.3182;-91.1023;-330.4647;No
6/1/2024;82;3.242;-0.2485;-0.2485;-2.4000;-62.4144;54.5952;-7.8192;144.8543;-30.3674;-106.6677;No
6/1/2024;83;5.213;-0.1189;-0.1189;-2.4000;-70.7928;58.2168;-12.5760;68.7215;-14.5299;-41.6156;No
6/1/2024;84;3.427;-0.3147;-0.3147;-2.4000;-60.2496;51.9456;-8.3040;183.8476;-38.4573;-137.0863;No
6/1/2024;85;-2.172;-1.0684;-1.0684;265.2300;-5,179.9419;4,604.3928;-575.5491;625.8909;-129.2529;78.9111;No
6/1/2024;86;0.182;-0.6860;-0.6860;-5.0000;-74.3600;73.4800;-0.8800;400.4388;-82.9909;-316.5679;No
6/1/2024;87;3.272;-0.0126;-0.0126;-5.0000;-126.2200;109.7850;-16.4350;7.2430;-1.5243;10.7163;No
6/1/2024;88;6.782;-0.0391;-0.0391;-5.0000;-126.3100;92.2750;-34.0350;22.2805;-4.7302;16.4847;No
6/1/2024;89;-9.384;-2.3307;-2.3307;206.8050;-5,022.2594;3,083.6694;-1,938.5901;1,306.1809;-245.5159;877.9251;No
6/1/2024;90;-8.109;-1.8844;-1.8844;184.5450;-3,190.0449;1,694.8613;-1,495.1836;1,033.7932;-198.5027;659.8931;No
6/1/2024;91;-0.924;-0.8214;-0.8214;142.5750;-2,967.2709;2,839.0960;-128.1749;440.5041;-86.5263;-225.8029;No
6/1/2024;92;6.784;-0.1023;-0.1023;-5.0000;-124.2250;90.2650;-33.9600;54.0900;-10.7763;-9.3537;No
6/1/2024;93;-0.709;-1.1093;-1.1093;141.7500;-2,601.5378;2,508.5498;-92.9880;576.7966;-94.7187;-389.0899;No
6/1/2024;94;11.475;-0.1339;-0.1339;-5.0000;-122.2900;64.9650;-57.3250;67.6031;-11.4332;1.1551;No
6/1/2024;95;13.689;-0.1927;-0.1927;-5.0000;-138.5650;70.1400;-68.4250;95.6098;-16.4539;-10.7309;No
6/1/2024;96;11.502;-0.1079;-0.1079;-5.0000;-135.9900;78.6450;-57.3450;54.1400;-9.2131;12.4181;No
6/2/2024;1;-31.377;-7.8838;-7.8838;132.0000;-7,278.8760;3,142.6560;-4,136.2200;3,876.9040;-555.5635;814.8795;No
6/2/2024;2;-10.851;-4.2642;-4.2642;132.0000;-4,606.2720;3,172.2240;-1,434.0480;2,022.7850;-300.4939;-288.2431;No
6/2/2024;3;12.938;-0.1477;-0.1477;-5.0000;-120.1400;55.4100;-64.7300;69.2180;-10.4083;5.9203;No
6/2/2024;4;7.545;-0.0966;-0.0966;-5.0000;-112.6400;74.8200;-37.8200;45.2830;-6.8073;-0.6557;No
6/2/2024;5;-0.257;-0.3212;-0.3212;112.0000;-1,932.0000;1,908.2560;-23.7440;148.5260;-19.1551;-105.6269;No
6/2/2024;6;2.474;-0.1371;-0.1371;-5.0000;-90.8550;78.5550;-12.3000;62.3710;-8.1761;-41.8949;No
6/2/2024;7;9.730;-0.1402;-0.1402;-5.0000;-123.0350;74.3500;-48.6850;62.9140;-8.3610;-5.8680;No
6/2/2024;8;3.136;-0.2298;-0.2298;-5.0000;-90.5700;74.9700;-15.6000;103.9060;-13.7044;-74.6016;No
6/2/2024;9;-3.897;-0.8618;-0.8618;129.0000;-2,434.7460;1,934.2260;-500.5200;387.6850;-47.9325;160.7675;No
6/2/2024;10;-1.899;-0.7689;-0.7689;129.0000;-2,168.4900;1,923.0030;-245.4870;342.0330;-42.7654;-53.7806;No
6/2/2024;11;5.204;-0.2431;-0.2431;-5.0000;-104.5150;78.4400;-26.0750;106.7640;-13.5210;-67.1680;No
6/2/2024;12;5.535;-0.2315;-0.2315;-5.0000;-94.1900;66.3950;-27.7950;101.5270;-12.8758;-60.8562;No
6/2/2024;13;-0.613;-0.4580;-0.4580;132.0000;-2,216.4120;2,134.7040;-81.7080;203.8378;-24.9431;-97.1867;No
6/2/2024;14;0.750;-0.3024;-0.3024;-5.0000;-73.3700;69.5650;-3.8050;132.9996;-16.4690;-112.7256;No
6/2/2024;15;8.519;-0.0615;-0.0615;-2.4000;-48.8424;28.5168;-20.3256;26.5840;-3.3494;-2.9090;No
6/2/2024;16;3.233;-0.2688;-0.2688;-2.4000;-38.3520;30.6960;-7.6560;117.8520;-14.6391;-95.5569;No
6/2/2024;17;-0.273;-0.6760;-0.6760;112.0000;-1,651.8880;1,624.0000;-27.8880;296.4930;-36.1403;-232.4647;No
6/2/2024;18;3.872;-0.1971;-0.1971;-5.0000;-75.8100;56.6000;-19.2100;85.6410;-10.5374;-55.8936;No
6/2/2024;19;9.305;-0.1173;-0.1173;-5.0000;-90.9750;44.3250;-46.6500;50.3310;-6.2711;2.5901;No
6/2/2024;20;11.030;-0.1306;-0.1306;-5.0000;-100.9300;45.8150;-55.1150;56.0350;-6.9821;6.0621;No
6/2/2024;21;2.679;-0.3576;-0.3576;-5.0000;-73.8950;60.3200;-13.5750;153.9160;-20.0710;-120.2700;No
6/2/2024;22;6.468;-0.1021;-0.1021;-5.0000;-83.9400;51.9550;-31.9850;43.9520;-5.7306;-6.2364;No
6/2/2024;23;12.419;-0.1540;-0.1540;-5.0000;-106.4550;44.7200;-61.7350;65.9310;-8.6436;4.4476;No
6/2/2024;24;10.774;-0.1206;-0.1206;-5.0000;-111.4000;57.8400;-53.5600;52.6500;-6.7689;7.6789;No
6/2/2024;25;9.496;-0.1428;-0.1428;-5.0000;-82.6650;35.3250;-47.3400;63.7290;-9.2950;-7.0940;No
6/2/2024;26;12.565;-0.1377;-0.1377;-5.0000;-94.3600;31.9050;-62.4550;62.4450;-8.9630;8.9730;No
6/2/2024;27;18.528;-0.1992;-0.1992;-5.0000;-126.0050;33.7700;-92.2350;91.3150;-12.9661;13.8861;No
6/2/2024;28;21.360;-0.2255;-0.2255;-5.0000;-151.3700;44.9850;-106.3850;104.9500;-14.6780;16.1130;No
6/2/2024;29;9.076;-0.1113;-0.1113;-5.0000;-96.1750;51.0400;-45.1350;53.7290;-9.9577;1.3637;No
6/2/2024;30;7.403;-0.0937;-0.0937;-5.0000;-90.4750;54.2850;-36.1900;46.6000;-8.3831;-2.0269;No
6/2/2024;31;3.383;-0.0823;-0.0823;-5.0000;-77.8200;62.0950;-15.7250;42.0600;-7.3631;-18.9719;No
6/2/2024;32;5.710;-0.0812;-0.0812;-5.0000;-101.3550;73.8600;-27.4950;42.1510;-7.2647;-7.3913;No
6/2/2024;33;6.442;-0.1422;-0.1422;-5.0000;-70.6400;40.4850;-30.1550;75.4300;-16.7566;-28.5184;No
6/2/2024;34;6.977;-0.0759;-0.0759;-5.0000;-83.9950;51.6350;-32.3600;41.3050;-8.9439;-0.0011;No
6/2/2024;35;-2.804;-0.8519;-0.8519;112.0000;-2,151.8560;1,786.4000;-365.4560;482.1340;-100.3862;-16.2918;No
6/2/2024;36;-5.519;-1.1767;-1.1767;112.0000;-3,041.1360;2,377.8720;-663.2640;683.1930;-138.6600;118.7310;No
6/2/2024;37;-1.755;-0.5579;-0.5579;112.0000;-1,911.9520;1,641.2480;-270.7040;344.2920;-79.6380;6.0500;No
6/2/2024;38;-1.624;-0.5321;-0.5321;112.0000;-2,073.7920;1,798.8320;-274.9600;332.7450;-75.9551;18.1701;No
6/2/2024;39;-3.172;-0.6113;-0.6113;112.0000;-2,611.7280;2,193.5200;-418.2080;387.4820;-87.2606;117.9866;No
6/2/2024;40;-12.475;-2.1947;-2.1947;127.0000;-3,759.5810;2,151.8880;-1,607.6930;1,422.9680;-313.2846;498.0096;No
6/2/2024;41;9.403;-0.2070;-0.2070;-5.0000;-162.3700;117.1250;-45.2450;129.5180;-33.2067;-51.0663;No
6/2/2024;42;13.593;-0.1109;-0.1109;-5.0000;-183.5300;118.2900;-65.2400;69.8240;-17.7905;13.2065;No
6/2/2024;43;11.429;-0.1057;-0.1057;-5.0000;-186.9700;131.7150;-55.2550;67.3040;-16.9563;4.9073;No
6/2/2024;44;8.296;-0.0703;-0.0703;-5.0000;-210.3750;172.3050;-38.0700;45.6450;-11.2775;3.7025;No
6/2/2024;45;-13.361;-2.1833;-2.1833;132.0000;-5,233.5360;3,364.0200;-1,869.5160;1,554.9900;-352.0899;666.6159;No
6/2/2024;46;11.078;-0.1190;-0.1190;-5.0000;-171.2400;119.5350;-51.7050;82.9240;-19.1905;-12.0285;No
6/2/2024;47;13.727;-0.1009;-0.1009;-5.0000;-189.9600;124.4300;-65.5300;69.6590;-16.2716;12.1426;No
6/2/2024;48;25.739;-0.1928;-0.1928;-5.0000;-206.1850;80.2050;-125.9800;130.5380;-31.0919;26.5339;No
6/2/2024;49;10.410;-0.0766;-0.0766;-5.0000;-224.5150;176.7450;-47.7700;54.4949;-10.9877;4.2628;No
6/2/2024;50;15.381;-0.1077;-0.1077;-5.0000;-213.3500;140.1550;-73.1950;77.0750;-15.4487;11.5687;No
6/2/2024;51;20.121;-0.1398;-0.1398;-5.0000;-227.1400;130.3400;-96.8000;99.4689;-20.0532;17.3843;No
6/2/2024;52;28.086;-0.1973;-0.1973;-5.0000;-248.4250;111.6600;-136.7650;138.0050;-28.3011;27.0611;No
6/2/2024;53;0.040;-1.0621;-1.0621;-8.8650;-275.9675;282.3946;6.4271;733.7888;-135.5962;-604.6197;No
6/2/2024;54;8.789;-0.1580;-0.1580;-8.8650;-280.9673;209.7459;-71.2214;106.3207;-20.1715;-14.9277;No
6/2/2024;55;13.609;-0.1605;-0.1605;-8.8650;-276.9426;162.9564;-113.9862;107.9484;-20.4907;26.5285;No
6/2/2024;56;5.291;-0.1235;-0.1235;-13.8000;-390.9264;325.6524;-65.2740;84.2689;-15.7670;-3.2279;No
6/2/2024;57;-0.713;-0.6191;-0.6191;121.9900;-3,012.0551;2,837.4874;-174.5677;418.0273;-71.1055;-172.3541;No
6/2/2024;58;-3.919;-0.8873;-0.8873;121.9900;-2,349.5274;1,785.8116;-563.7158;596.6997;-101.9091;68.9252;No
6/2/2024;59;3.011;-0.5529;-0.5529;-28.3800;-563.7403;496.2243;-67.5160;366.3982;-63.5022;-235.3800;No
6/2/2024;60;3.699;-0.2270;-0.2270;-28.3800;-527.3572;439.5494;-87.8077;149.6348;-26.0716;-35.7554;No
6/2/2024;61;3.621;-0.3876;-0.3876;-31.0650;-561.2824;470.9454;-90.3370;254.8413;-40.6371;-123.8671;No
6/2/2024;62;2.844;-0.4142;-0.4142;-31.0650;-505.1169;435.7177;-69.3992;270.6290;-43.4260;-157.8038;No
6/2/2024;63;3.558;-0.5132;-0.5132;-31.0650;-568.8312;474.6421;-94.1891;333.3381;-53.8054;-185.3436;No
6/2/2024;64;4.083;-0.3050;-0.3050;-31.0650;-648.4508;536.8032;-111.6476;197.1799;-31.9771;-53.5552;No
6/2/2024;65;11.271;-0.1263;-0.1263;-36.1500;-1,066.2804;679.2585;-387.0219;83.1859;-12.9596;316.7956;No
6/2/2024;66;12.642;-0.1557;-0.1557;-8.6100;-237.7824;130.8290;-106.9534;101.5073;-15.9764;21.4225;No
6/2/2024;67;5.005;-0.1358;-0.1358;-8.6100;-180.6206;140.5927;-40.0279;88.8159;-13.9344;-34.8536;No
6/2/2024;68;-1.871;-1.1827;-1.1827;121.9900;-2,676.3386;2,394.0538;-282.2849;769.3232;-121.3568;-365.6815;No
6/2/2024;69;7.261;-0.5559;-0.5559;-8.8950;-287.6376;226.1554;-61.4822;323.5092;-57.7641;-204.2628;No
6/2/2024;70;5.088;-0.1428;-0.1428;-5.0000;-97.2550;72.7600;-24.4950;81.1599;-14.8385;-41.8264;No
6/2/2024;71;-2.489;-0.4075;-0.4075;127.0000;-2,064.7660;1,720.3420;-344.4240;232.4692;-42.3437;154.2985;No
6/2/2024;72;-2.762;-1.0505;-1.0505;132.0000;-3,282.0480;2,883.6720;-398.3760;597.2070;-109.1585;-89.6725;No
6/2/2024;73;8.097;-0.2951;-0.2951;-5.0000;-135.1600;96.1500;-39.0100;164.9541;-31.5270;-94.4171;No
6/2/2024;74;2.290;-0.1032;-0.1032;-2.4000;-48.9696;43.7880;-5.1816;57.4417;-11.0254;-41.2347;No
6/2/2024;75;-2.093;-0.4416;-0.4416;132.0000;-2,263.9320;1,979.3400;-284.5920;246.9789;-47.1783;84.7914;No
6/2/2024;76;-2.313;-0.6921;-0.6921;143.6700;-3,275.3887;2,937.0458;-338.3429;390.1633;-73.9405;22.1201;No
6/2/2024;77;1.289;-0.6443;-0.6443;-2.4000;-51.4584;48.6696;-2.7888;369.0472;-74.1873;-292.0711;No
6/2/2024;78;-0.174;-0.4998;-0.4998;144.4500;-2,767.9509;2,732.9940;-34.9569;283.3290;-57.5490;-190.8231;No
6/2/2024;79;-1.446;-0.5341;-0.5341;167.6700;-2,764.2076;2,525.7809;-238.4267;306.7253;-61.4984;-6.8001;No
6/2/2024;80;-4.012;-1.0452;-1.0452;256.4850;-5,522.6350;4,494.8996;-1,027.7354;598.7744;-120.3485;549.3095;No
6/2/2024;81;5.594;-0.7486;-0.7486;-5.0000;-127.4500;99.4900;-27.9600;436.0269;-92.3989;-315.6680;No
6/2/2024;82;-0.217;-0.7835;-0.7835;205.8900;-3,663.8126;3,624.0758;-39.7368;465.1610;-96.7066;-328.7176;No
6/2/2024;83;1.814;-0.2343;-0.2343;-2.4000;-44.1096;39.6672;-4.4424;138.9136;-28.9194;-105.5518;No
6/2/2024;84;0.251;-0.3847;-0.3847;-2.4000;-40.9392;40.2720;-0.6672;228.5722;-47.4831;-180.4219;No
6/2/2024;85;0.688;-0.5753;-0.5753;-5.0000;-104.7300;101.2850;-3.4450;338.3591;-68.7668;-266.1473;No
6/2/2024;86;-3.863;-1.2284;-1.2284;188.3100;-3,682.7787;2,958.7267;-724.0520;728.6648;-146.8331;142.2203;No
6/2/2024;87;-3.057;-0.9071;-0.9071;176.2350;-3,581.8001;3,047.4556;-534.3445;532.2464;-108.4275;110.5256;No
6/2/2024;88;2.596;-0.5888;-0.5888;-2.4000;-56.6712;50.3400;-6.3312;336.3490;-70.3804;-259.6374;No
6/2/2024;89;-3.184;-1.2622;-1.2622;238.0050;-5,253.4844;4,504.4826;-749.0017;700.3537;-123.4268;172.0748;No
6/2/2024;90;-3.822;-0.9605;-0.9605;174.0900;-3,049.0123;2,381.8994;-667.1129;528.4818;-93.9244;232.5555;No
6/2/2024;91;-4.066;-1.6530;-1.6530;155.5050;-3,225.4847;2,593.3569;-632.1278;893.2356;-161.6419;-99.4659;No
6/2/2024;92;2.549;-0.7974;-0.7974;-2.4000;-57.5400;51.3816;-6.1584;421.3326;-77.9754;-337.1988;No
6/2/2024;93;-5.155;-1.8358;-1.8358;176.2800;-5,159.5393;4,260.5113;-899.0280;946.6750;-142.6747;95.0277;No
6/2/2024;94;-2.015;-1.2856;-1.2856;138.6150;-2,853.2512;2,571.3083;-281.9429;654.3120;-99.9143;-272.4548;No
6/2/2024;95;-4.368;-1.3781;-1.3781;138.6150;-3,020.9753;2,415.3664;-605.6089;689.1460;-107.1032;23.5661;No
6/2/2024;96;-1.495;-1.1765;-1.1765;138.6150;-2,761.2108;2,553.1497;-208.0611;583.1690;-91.4352;-283.6727;No
6/3/2024;1;4.107;-0.1192;-0.1192;-5.0000;-100.0650;79.3050;-20.7600;58.2165;-7.5816;-29.8749;No
6/3/2024;2;3.278;-0.5457;-0.5457;-5.0000;-88.3450;71.9650;-16.3800;264.8580;-34.7087;-213.7693;No
6/3/2024;3;3.172;-0.3155;-0.3155;-5.0000;-62.6700;46.6300;-16.0400;152.7770;-20.0671;-116.6699;No
6/3/2024;4;3.598;-0.5451;-0.5451;-5.0000;-69.3400;51.4400;-17.9000;259.8270;-34.6705;-207.2565;No
6/3/2024;5;-1.549;-0.9053;-0.9053;179.9250;-3,103.3464;2,831.2998;-272.0466;427.3250;-48.9152;-106.3632;No
6/3/2024;6;2.707;-0.2429;-0.2429;-5.0000;-81.7200;68.0850;-13.6350;111.0575;-13.1244;-84.2981;No
6/3/2024;7;0.691;-0.4825;-0.4825;-5.0000;-65.1200;61.6050;-3.5150;221.9405;-26.0704;-192.3551;No
6/3/2024;8;3.821;-0.2404;-0.2404;-5.0000;-72.8900;53.8200;-19.0700;108.9960;-12.9893;-76.9367;No
