Date;Settlement Term;System Imbalance (MWh);SREC (EUR/MWh);SREC price (EUR/MWh);System imbalance price (EUR/MWh);Imbalance Settlement Price (EUR/MWh);Payment of subject for imbalance (EUR);Payment of OKTE for imbalance (EUR);Payment for System Imbalance (EUR);Total Cost of RE (EUR);Payment for SREC (EUR);Balance of Revenues and Expenses for Imbalance and RE (EUR);Settlement in special mode
11/1/2024;37;16.853;-0.1455;-0.1455;-5.0000;-5.0000;-155.3300;71.6900;-83.6400;90.3531;-23.1393;16.4262;No
11/1/2024;38;16.038;-0.1260;-0.1260;-5.0000;-5.0000;-169.8100;90.2150;-79.5950;78.8412;-20.0382;20.7920;No
11/1/2024;39;16.232;-0.1256;-0.1256;-5.0000;-5.0000;-183.6600;103.0200;-80.6400;79.4658;-19.9745;21.1487;No
11/1/2024;40;20.240;-0.1564;-0.1564;-5.0000;-5.0000;-226.1050;125.4450;-100.6600;99.5998;-24.8728;25.9330;No
11/1/2024;41;-9.539;-1.8232;-1.8232;128.2711;128.2711;-5,173.8148;3,935.6139;-1,238.2009;1,242.5748;-303.1799;298.8061;No
11/1/2024;42;3.143;-0.2001;-0.2001;-2.3578;-2.3578;-79.3918;72.3538;-7.0380;135.0770;-33.2746;-94.7643;No
11/1/2024;43;0.730;-0.4689;-0.4689;-3.1960;-3.1960;-103.6367;102.1122;-1.5245;321.6017;-77.9734;-242.1038;No
11/1/2024;44;3.039;-0.1644;-0.1644;-3.1960;-3.1960;-117.5009;109.1786;-8.3224;112.8204;-27.3381;-77.1599;No
11/1/2024;45;-4.340;-0.7356;-0.7356;119.7822;119.7822;-4,276.1048;3,680.1883;-595.9164;521.3333;-126.3650;200.9482;No
11/1/2024;46;0.666;-0.2986;-0.2986;-2.4124;-2.4124;-82.1591;82.0867;-0.0724;209.8408;-51.2950;-158.4734;No
11/1/2024;47;7.052;-0.0772;-0.0772;-4.8724;-4.8724;-207.1939;176.0106;-31.1834;53.6985;-13.2618;-9.2533;No
11/1/2024;48;15.457;-0.1118;-0.1118;-5.0000;-5.0000;-243.8250;169.4600;-74.3650;76.8941;-19.2056;16.6765;No
11/1/2024;49;-1.071;-0.7953;-0.7953;125.8533;125.8533;-4,899.3431;4,675.3242;-224.0189;546.3797;-126.2372;-196.1237;No
11/1/2024;50;3.849;-0.1861;-0.1861;-2.9227;-2.9227;-104.7525;95.3268;-9.4257;125.7461;-29.5395;-86.7809;No
11/1/2024;51;-1.693;-0.3433;-0.3433;124.4267;124.4267;-4,741.5283;4,457.0888;-284.4394;233.5587;-54.4917;105.3724;No
11/1/2024;52;5.034;-0.1057;-0.1057;-0.9729;-0.9729;-37.7077;33.3150;-4.3926;71.0788;-16.7777;-49.9085;No
11/1/2024;53;11.222;-0.0251;-0.0251;-1.3373;-1.3373;-55.7106;41.4911;-14.2195;16.5923;-3.6063;1.2335;No
11/1/2024;54;15.542;-0.0608;-0.0608;-2.2667;-2.2667;-99.6600;65.6232;-34.0368;39.4233;-8.7356;3.3491;No
11/1/2024;55;1.557;-0.3967;-0.3967;-2.0662;-2.0662;-66.1184;63.9262;-2.1922;258.2887;-56.9971;-199.0994;No
11/1/2024;56;1.658;-0.2376;-0.2376;-1.4649;-1.4649;-48.1498;46.2982;-1.8516;153.3395;-34.1379;-117.3500;No
11/1/2024;57;13.930;-0.1510;-0.1510;-3.1778;-3.1778;-123.0857;80.1918;-42.8939;96.5244;-20.1419;-33.4886;No
11/1/2024;58;14.628;-0.0597;-0.0597;-1.5378;-1.5378;-54.8964;32.9074;-21.9890;34.9138;-7.9634;-4.9614;No
11/1/2024;59;3.773;-0.0591;-0.0591;-0.9911;-0.9911;-28.9966;25.5367;-3.4599;34.4777;-7.8833;-23.1344;No
11/1/2024;60;-0.153;-0.1685;-0.1685;125.1600;166.9100;-4,250.5301;4,192.7792;-57.7509;98.7293;-22.4762;-18.5022;No
11/1/2024;61;17.842;-0.1367;-0.1367;-4.2164;-4.2164;-160.7250;86.1959;-74.5291;79.4114;-18.1025;13.2202;No
11/1/2024;62;13.022;-0.0901;-0.0901;-1.7382;-1.7382;-58.5947;36.0885;-22.5062;52.1452;-11.9315;-17.7075;No
11/1/2024;63;8.825;-0.0809;-0.0809;-2.3213;-2.3213;-71.8767;51.4284;-20.4483;47.0777;-10.7132;-15.9162;No
11/1/2024;64;-4.148;-0.8417;-0.8417;128.4578;199.0500;-5,270.6450;4,442.9951;-827.6499;494.7496;-111.4621;444.3624;No
11/1/2024;65;4.432;-0.3998;-0.3998;-4.5444;-4.5444;-117.2773;97.0048;-20.2726;245.4025;-56.2055;-168.9244;No
11/1/2024;66;9.125;-0.1443;-0.1443;-2.9773;-2.9773;-82.4921;55.2408;-27.2512;87.6322;-20.2863;-40.0947;No
11/1/2024;67;7.784;-0.0730;-0.0730;-3.7609;-3.7609;-84.3683;55.0332;-29.3350;44.0951;-10.2626;-4.4974;No
11/1/2024;68;-4.459;-1.3277;-1.3277;163.7767;247.3900;-4,574.4885;3,478.3034;-1,096.1851;823.4533;-186.6534;459.3852;No
11/1/2024;69;3.207;-1.0123;-1.0123;-2.6258;-2.6258;-72.7425;64.2691;-8.4735;636.3789;-154.3697;-473.5358;No
11/1/2024;70;2.976;-0.1822;-0.1822;-0.9316;-0.9316;-16.3421;13.5436;-2.7985;114.2112;-27.7844;-83.6283;No
11/1/2024;71;6.196;-0.0207;-0.0207;-0.9893;-0.9893;-23.2901;17.1416;-6.1485;13.0043;-3.1566;-3.6992;No
11/1/2024;72;13.717;-0.0356;-0.0356;-0.9916;-0.9916;-28.8407;15.2092;-13.6315;22.1608;-5.4288;-3.1005;No
11/1/2024;73;-1.862;-0.8382;-0.8382;162.5772;202.9200;-5,399.4983;5,029.1693;-370.3290;529.6477;-127.5522;-31.7665;No
11/1/2024;74;3.114;-0.2328;-0.2328;-0.9142;-0.9142;-20.7213;17.8397;-2.8816;146.5315;-35.4261;-108.2238;No
11/1/2024;75;2.451;-0.3679;-0.3679;-0.9036;-0.9036;-22.5159;20.2741;-2.2418;232.4443;-55.9848;-174.2177;No
11/1/2024;76;9.999;-0.0265;-0.0265;-1.4427;-1.4427;-48.0535;33.5615;-14.4919;16.6194;-4.0326;1.9051;No
11/1/2024;77;-0.417;-0.5305;-0.5305;160.7088;199.3350;-6,002.9735;5,923.0402;-79.9333;335.2909;-79.9570;-175.4006;No
11/1/2024;78;2.281;-0.2992;-0.2992;-0.9200;-0.9200;-25.5042;23.3726;-2.1316;187.0351;-45.0954;-139.8080;No
11/1/2024;79;2.928;-0.1598;-0.1598;-0.9769;-0.9769;-26.5072;23.6273;-2.8799;99.9691;-24.0851;-73.0041;No
11/1/2024;80;3.150;-0.2577;-0.2577;-0.9631;-0.9631;-31.0080;27.9347;-3.0733;159.7120;-38.8405;-117.7982;No
11/1/2024;81;-2.127;-0.6338;-0.6338;124.9338;185.1800;-3,375.4610;2,987.3238;-388.1373;396.1536;-90.4426;82.4263;No
11/1/2024;82;-0.886;-0.2168;-0.2168;119.0000;158.7300;-2,907.2987;2,768.7274;-138.5713;134.7339;-30.9371;34.7745;No
11/1/2024;83;0.876;-0.2840;-0.2840;-0.9898;-0.9898;-21.5093;20.6175;-0.8918;173.0202;-40.5265;-131.6019;No
11/1/2024;84;0.721;-0.3806;-0.3806;-0.9396;-0.9396;-28.5206;27.8300;-0.6906;227.9416;-54.3112;-172.9398;No
11/1/2024;85;0.807;-0.2699;-0.2699;-0.9218;-0.9218;-17.7299;16.9584;-0.7715;159.8840;-34.0919;-125.0206;No
11/1/2024;86;-1.457;-0.7061;-0.7061;144.5911;181.2300;-3,900.9758;3,641.4544;-259.5214;415.3442;-89.1896;-66.6332;No
11/1/2024;87;-3.188;-1.0789;-1.0789;148.9556;181.2300;-4,393.3777;3,823.5905;-569.7871;632.3120;-136.2791;73.7542;No
11/1/2024;88;-0.410;-0.6165;-0.6165;145.5188;181.2300;-5,428.0197;5,356.0714;-71.9483;353.2722;-77.8720;-203.4519;No
11/1/2024;89;4.655;-0.0928;-0.0928;-0.9187;-0.9187;-15.1788;10.8600;-4.3188;52.1720;-10.0089;-37.8442;No
11/1/2024;90;6.390;-0.0320;-0.0320;-0.9333;-0.9333;-17.4667;11.4805;-5.9862;17.7116;-3.4514;-8.2741;No
11/1/2024;91;6.411;-0.0121;-0.0121;-1.0000;-1.0000;-20.2520;13.8070;-6.4450;6.5605;-1.3050;1.1895;No
11/1/2024;92;7.660;-0.1090;-0.1090;-2.0111;-2.0111;-47.3916;31.9182;-15.4734;58.3731;-11.7562;-31.1435;No
11/1/2024;93;9.315;-0.0326;-0.0326;-0.9689;-0.9689;-23.3815;14.3300;-9.0515;17.1355;-2.9403;-5.1437;No
11/1/2024;94;7.985;-0.0409;-0.0409;-0.9000;-0.9000;-18.7146;11.5119;-7.2027;21.4953;-3.6889;-10.6037;No
11/1/2024;95;1.271;-0.7769;-0.7769;-0.9058;-0.9058;-18.6477;17.4847;-1.1630;411.9036;-70.0717;-340.6688;No
11/1/2024;96;2.223;-0.2134;-0.2134;-0.9049;-0.9049;-19.3097;17.2736;-2.0360;112.4149;-19.2474;-91.1315;No
11/2/2024;1;8.450;-0.1068;-0.1068;-5.0000;-5.0000;-134.9900;92.5700;-42.4200;54.7229;-8.8642;-3.4387;No
11/2/2024;2;-2.166;-1.4148;-1.4148;129.0786;150.9700;-3,781.4966;3,456.6091;-324.8874;722.2173;-117.4256;-279.9043;No
11/2/2024;3;6.910;-0.5761;-0.5761;-5.0000;-5.0000;-130.5600;95.8750;-34.6850;288.4919;-47.8151;-205.9918;No
11/2/2024;4;7.385;-0.0717;-0.0717;-5.0000;-5.0000;-139.8250;102.7400;-37.0850;35.5351;-5.9510;7.5009;No
11/2/2024;5;3.402;-0.2289;-0.2289;-5.0000;-5.0000;-102.5900;85.5200;-17.0700;111.7927;-16.9375;-77.7852;No
11/2/2024;6;8.355;-0.0879;-0.0879;-5.0000;-5.0000;-113.0500;71.1250;-41.9250;42.3533;-6.5042;6.0759;No
11/2/2024;7;9.823;-0.1000;-0.1000;-5.0000;-5.0000;-116.1200;66.9450;-49.1750;47.9365;-7.3995;8.6380;No
11/2/2024;8;13.811;-0.1370;-0.1370;-5.0000;-5.0000;-145.6050;76.4350;-69.1700;65.0268;-10.1373;14.2805;No
11/2/2024;9;5.282;-0.1963;-0.1963;-5.0000;-5.0000;-114.2450;87.7000;-26.5450;99.7803;-13.8321;-59.4032;No
11/2/2024;10;2.471;-0.1407;-0.1407;-5.0000;-5.0000;-107.3350;94.8450;-12.4900;71.3816;-9.9143;-48.9773;No
11/2/2024;11;1.851;-0.1798;-0.1798;-5.0000;-5.0000;-123.7650;114.3600;-9.4050;91.1485;-12.6694;-69.0741;No
11/2/2024;12;5.576;-0.0900;-0.0900;-5.0000;-5.0000;-126.4200;98.5250;-27.8950;45.0361;-6.3418;-10.7993;No
11/2/2024;13;11.389;-0.1175;-0.1175;-5.0000;-5.0000;-142.8950;85.7300;-57.1650;58.0163;-8.2620;7.4107;No
11/2/2024;14;13.843;-0.1385;-0.1385;-5.0000;-5.0000;-149.7550;80.4400;-69.3150;68.3091;-9.7386;10.7445;No
11/2/2024;15;1.049;-0.4115;-0.4115;-5.0000;-5.0000;-119.9500;114.5750;-5.3750;206.8880;-28.9346;-172.5784;No
11/2/2024;16;3.107;-0.2231;-0.2231;-5.0000;-5.0000;-120.0550;104.4250;-15.6300;111.9953;-15.6873;-80.6780;No
11/2/2024;17;12.847;-0.1329;-0.1329;-5.0000;-5.0000;-158.5900;94.2500;-64.3400;66.7090;-9.5284;7.1594;No
11/2/2024;18;13.944;-0.1408;-0.1408;-5.0000;-5.0000;-143.0800;73.2550;-69.8250;71.0571;-10.0948;8.8627;No
11/2/2024;19;7.427;-0.0775;-0.0775;-5.0000;-5.0000;-139.5450;102.3100;-37.2350;39.6256;-5.5564;3.1658;No
11/2/2024;20;13.122;-0.1313;-0.1313;-5.0000;-5.0000;-139.6850;73.9800;-65.7050;67.0518;-9.4137;8.0669;No
11/2/2024;21;11.762;-0.1429;-0.1429;-5.0000;-5.0000;-161.8650;102.9200;-58.9450;71.3294;-10.9644;-1.4200;No
11/2/2024;22;8.363;-0.0860;-0.0860;-5.0000;-5.0000;-158.6700;116.7150;-41.9550;43.2279;-6.5986;5.3257;No
11/2/2024;23;6.168;-0.0679;-0.0679;-5.0000;-5.0000;-145.2900;114.2500;-31.0400;34.5027;-5.2098;1.7471;No
11/2/2024;24;1.301;-0.3534;-0.3534;-5.0000;-5.0000;-129.0850;122.5200;-6.5650;183.3023;-27.1157;-149.6216;No
11/2/2024;25;19.571;-0.1918;-0.1918;-5.0000;-5.0000;-168.9500;70.9550;-97.9950;100.3412;-17.4826;15.1364;No
11/2/2024;26;25.269;-0.2422;-0.2422;-5.0000;-5.0000;-178.5350;52.0850;-126.4500;126.8971;-22.0765;21.6294;No
11/2/2024;27;15.761;-0.1503;-0.1503;-5.0000;-5.0000;-151.2900;72.5000;-78.7900;80.8488;-13.6998;11.6410;No
11/2/2024;28;16.552;-0.1488;-0.1488;-5.0000;-5.0000;-135.1650;52.3150;-82.8500;80.7159;-13.5631;15.6972;No
11/2/2024;29;14.419;-0.1298;-0.1298;-5.0000;-5.0000;-126.6050;54.6300;-71.9750;72.3073;-14.8768;14.5445;No
11/2/2024;30;1.389;-0.3113;-0.3113;-5.0000;-5.0000;-103.8050;96.9550;-6.8500;179.0770;-35.6790;-136.5480;No
11/2/2024;31;4.485;-0.0393;-0.0393;-5.0000;-5.0000;-117.0550;94.8900;-22.1650;22.8057;-4.5043;3.8636;No
11/2/2024;32;5.757;-0.0461;-0.0461;-5.0000;-5.0000;-120.2650;91.7000;-28.5650;27.2730;-5.2837;6.5757;No
11/2/2024;33;1.003;-0.1860;-0.1860;-5.0000;-5.0000;-150.0200;145.3350;-4.6850;111.5721;-25.7357;-81.1514;No
11/2/2024;34;-0.591;-0.3664;-0.3664;118.0000;166.0200;-3,643.1429;3,534.0677;-109.0751;223.9744;-50.6966;-64.2027;No
11/2/2024;35;-0.461;-0.5508;-0.5508;118.4804;151.7400;-2,965.7583;2,881.3909;-84.3674;344.1418;-76.2109;-183.5635;No
11/2/2024;36;8.299;-0.0612;-0.0612;-5.0000;-5.0000;-141.9200;100.8200;-41.1000;38.2819;-8.4679;11.2860;No
11/2/2024;37;-2.784;-0.5214;-0.5214;120.6531;143.6550;-3,761.8935;3,335.3818;-426.5117;338.9879;-82.1158;169.6396;No
11/2/2024;38;-0.064;-0.5162;-0.5162;118.8755;143.6550;-3,685.7563;3,657.3126;-28.4437;336.1141;-81.2969;-226.3736;No
11/2/2024;39;-2.352;-0.7576;-0.7576;118.5628;143.6550;-3,673.9766;3,312.1097;-361.8669;492.7448;-119.3152;-11.5627;No
11/2/2024;40;-5.128;-1.0049;-1.0049;120.7055;143.6550;-4,070.6081;3,294.5838;-776.0243;661.1723;-158.2627;273.1147;No
11/2/2024;41;-0.266;-0.2460;-0.2460;124.0362;137.5350;-3,597.6405;3,470.2831;-127.3574;159.6202;-41.8923;9.6295;No
11/2/2024;42;0.782;-0.4283;-0.4283;-5.0000;-5.0000;-138.6700;138.1050;-0.5650;278.9076;-72.9369;-205.4057;No
11/2/2024;43;-4.861;-0.8582;-0.8582;118.1067;137.5350;-3,907.9195;3,149.8266;-758.0929;566.7185;-146.1463;337.5207;No
11/2/2024;44;-2.087;-1.0033;-1.0033;118.6400;137.5350;-4,162.2217;3,795.9660;-366.2557;666.5881;-170.8560;-129.4764;No
11/2/2024;45;-5.871;-1.1013;-1.1013;128.6667;131.6600;-3,636.8442;2,774.6028;-862.2413;783.0113;-192.7066;271.9366;No
11/2/2024;46;0.589;-0.3301;-0.3301;-5.0000;-5.0000;-127.3450;125.7600;-1.5850;233.0092;-57.7612;-173.6630;No
11/2/2024;47;-1.181;-0.4428;-0.4428;118.9600;128.2650;-3,973.6497;3,796.3875;-177.2622;312.3178;-77.4816;-57.5740;No
11/2/2024;48;8.169;-0.0789;-0.0789;-5.0000;-5.0000;-205.8550;165.5650;-40.2900;55.5124;-13.8060;-1.4164;No
11/2/2024;49;14.582;-0.0493;-0.0493;-2.1200;-2.1200;-79.4746;48.8893;-30.5852;35.5094;-8.3157;3.3916;No
11/2/2024;50;17.568;-0.0505;-0.0505;-2.0000;-2.0000;-75.7420;41.3980;-34.3440;35.8984;-8.5181;6.9637;No
11/2/2024;51;4.892;-0.0325;-0.0325;-2.0000;-2.0000;-58.9400;49.8580;-9.0820;23.2114;-5.4820;-8.6474;No
11/2/2024;52;2.897;-0.1056;-0.1056;-2.0000;-2.0000;-54.6920;49.3580;-5.3340;74.6280;-17.8122;-51.4818;No
11/2/2024;53;2.958;-0.0954;-0.0954;-2.0000;-2.0000;-65.9720;60.5620;-5.4100;66.7675;-15.1930;-46.1645;No
11/2/2024;54;0.420;-0.2286;-0.2286;-2.0000;-2.0000;-58.9320;58.5340;-0.3980;159.4778;-36.4059;-122.6739;No
11/2/2024;55;1.262;-0.1053;-0.1053;-2.0000;-2.0000;-49.9280;47.9740;-1.9540;72.2764;-16.7697;-53.5527;No
11/2/2024;56;-4.376;-0.7868;-0.7868;127.8933;161.0500;-5,056.6479;4,296.9751;-759.6729;541.7049;-125.3026;343.2706;No
11/2/2024;57;-0.147;-0.7551;-0.7551;120.4867;166.7600;-4,250.0454;4,161.9961;-88.0493;479.2271;-112.3808;-278.7970;No
11/2/2024;58;-6.972;-1.4505;-1.4505;134.7676;164.6800;-3,813.4948;2,618.5767;-1,194.9181;905.7476;-215.8765;505.0469;No
11/2/2024;59;-21.315;-4.5982;-4.5982;142.3800;180.6900;-5,897.7216;2,019.0301;-3,878.6915;2,865.0354;-684.3455;1,698.0016;No
11/2/2024;60;-9.239;-2.0854;-2.0854;141.5533;211.3500;-6,795.9593;4,816.4552;-1,979.5041;1,287.5708;-310.3680;1,002.3013;No
11/2/2024;61;6.117;-0.3138;-0.3138;-3.3467;-3.3467;-85.1635;65.0230;-20.1404;192.6237;-46.0228;-126.4604;No
11/2/2024;62;0.408;-0.3150;-0.3150;-2.0000;-2.0000;-31.6120;30.8360;-0.7760;195.7759;-46.1988;-148.8011;No
11/2/2024;63;-1.445;-0.3085;-0.3085;154.9689;183.2700;-3,651.4715;3,386.2798;-265.1917;193.0857;-45.2455;117.3515;No
11/2/2024;64;-7.131;-1.7757;-1.7757;163.3242;206.6200;-4,635.3131;3,163.1456;-1,472.1675;1,123.1098;-260.4295;609.4872;No
11/2/2024;65;9.464;-0.3679;-0.3679;-3.5867;-3.5867;-66.3073;32.3449;-33.9625;239.4654;-59.3242;-146.1787;No
11/2/2024;66;6.140;-0.0239;-0.0239;-2.0000;-2.0000;-30.9680;18.6080;-12.3600;15.8276;-3.8539;0.3863;No
11/2/2024;67;1.099;-0.1205;-0.1205;-2.0000;-2.0000;-31.5280;29.2800;-2.2480;80.5790;-19.4307;-58.9003;No
11/2/2024;68;-5.381;-1.2914;-1.2914;164.8938;299.1000;-6,108.2202;4,502.6514;-1,605.5688;880.5874;-208.2395;933.2209;No
11/2/2024;69;7.570;-1.6999;-1.6999;-3.3867;-3.3867;-63.1484;37.3722;-25.7762;1,150.1391;-283.9700;-840.3929;No
11/2/2024;70;1.122;-0.2667;-0.2667;-1.0000;-1.0000;-12.7240;11.5850;-1.1390;180.2482;-44.5525;-134.5567;No
11/2/2024;71;5.060;-0.2230;-0.2230;-1.0000;-1.0000;-14.5400;9.4590;-5.0810;151.0708;-37.2524;-108.7374;No
11/2/2024;72;5.758;-0.1576;-0.1576;-1.0000;-1.0000;-27.5370;21.7340;-5.8030;105.0982;-26.3272;-72.9680;No
11/2/2024;73;0.625;-0.6787;-0.6787;-2.2444;-2.2444;-50.8716;49.4284;-1.4431;447.3594;-110.9457;-334.9705;No
11/2/2024;74;0.884;-0.4994;-0.4994;-1.0000;-1.0000;-17.5320;16.5980;-0.9340;330.0229;-81.6359;-247.4530;No
11/2/2024;75;-0.113;-0.3350;-0.3350;159.7778;224.1000;-3,407.6646;3,389.7366;-17.9280;223.0699;-54.7618;-150.3801;No
11/2/2024;76;0.808;-0.2918;-0.2918;-1.0000;-1.0000;-18.0910;17.2600;-0.8310;192.5745;-47.7000;-144.0435;No
11/2/2024;77;-3.146;-1.4654;-1.4654;166.0348;205.2600;-3,689.3432;3,047.0847;-642.2585;972.5799;-231.9831;-98.3383;No
11/2/2024;78;-1.235;-0.9610;-0.9610;148.9956;223.5900;-4,205.9515;3,934.2896;-271.6619;635.4559;-152.1330;-211.6610;No
11/2/2024;79;-1.241;-0.7032;-0.7032;149.4222;203.9400;-4,169.9612;3,921.5623;-248.3989;461.1976;-111.3215;-101.4772;No
11/2/2024;80;4.593;-0.5343;-0.5343;-1.3244;-1.3244;-38.0143;31.8836;-6.1306;345.5761;-84.5834;-254.8620;No
11/2/2024;81;-1.232;-0.9341;-0.9341;166.4860;195.5900;-3,461.1606;3,222.7364;-238.4242;610.4937;-140.3709;-231.6985;No
11/2/2024;82;-0.137;-0.4747;-0.4747;136.5467;183.7800;-2,868.6220;2,849.6927;-18.9293;307.5368;-71.3351;-217.2724;No
11/2/2024;83;-0.423;-0.4817;-0.4817;103.4000;183.7800;-3,456.3505;3,383.0222;-73.3282;305.6046;-72.3870;-159.8894;No
11/2/2024;84;6.106;-0.1707;-0.1707;-1.0000;-1.0000;-30.7240;24.5880;-6.1360;105.1145;-25.6518;-73.3267;No
11/2/2024;85;8.617;-0.0982;-0.0982;-1.0000;-1.0000;-16.2170;7.5820;-8.6350;59.8963;-13.2114;-38.0499;No
11/2/2024;86;12.325;-0.0268;-0.0268;-1.2178;-1.2178;-25.8843;10.8384;-15.0459;16.1516;-3.6056;2.4999;No
11/2/2024;87;7.232;-0.0519;-0.0519;-1.3733;-1.3733;-31.7960;21.8396;-9.9564;31.4599;-6.9824;-14.5211;No
11/2/2024;88;1.178;-0.3680;-0.3680;-1.0000;-1.0000;-26.5590;25.3870;-1.1720;221.0899;-49.5092;-170.4087;No
11/2/2024;89;1.247;-0.1202;-0.1202;-1.0000;-1.0000;-16.4500;15.1720;-1.2780;70.4463;-14.1098;-55.0585;No
