Date;Settlement Term;System Imbalance (MWh);SREC (EUR/MWh);SREC price (EUR/MWh);System imbalance price (EUR/MWh);Imbalance Settlement Price (EUR/MWh);Payment of subject for imbalance (EUR);Payment of OKTE for imbalance (EUR);Payment for System Imbalance (EUR);Total Cost of RE (EUR);Payment for SREC (EUR);Balance of Revenues and Expenses for Imbalance and RE (EUR);Settlement in special mode
10/1/2024;1;3.984;-0.1064;-0.1064;-3.5778;-3.5778;-66.7689;52.1321;-14.6368;67.2880;-6.5483;-46.1029;No
10/1/2024;2;16.708;-0.0764;-0.0764;-2.8556;-2.8556;-72.6322;24.8237;-47.8085;47.2490;-4.7020;5.2614;No
10/1/2024;3;15.667;-0.1054;-0.1054;-3.9778;-3.9778;-121.9753;59.5039;-62.4713;64.7714;-6.4867;4.1867;No
10/1/2024;4;16.673;-0.1315;-0.1315;-4.9000;-7.5000;-248.0325;122.6625;-125.3700;81.5393;-8.0930;51.9237;No
10/1/2024;5;1.183;-0.2980;-0.2980;-2.8556;-2.8556;-36.8944;33.3763;-3.5181;189.1381;-15.9323;-169.6877;No
10/1/2024;6;2.626;-0.1369;-0.1369;-2.5111;-2.5111;-32.0441;25.3948;-6.6494;86.2890;-7.3192;-72.3204;No
10/1/2024;7;9.208;-0.0632;-0.0632;-4.2111;-4.2111;-85.4516;46.5706;-38.8811;39.2304;-3.3789;3.0296;No
10/1/2024;8;11.056;-0.0805;-0.0805;-4.1556;-4.1556;-99.6762;53.6613;-46.0150;49.9351;-4.3039;0.3837;No
10/1/2024;9;1.873;-0.2046;-0.2046;-2.6667;-2.7750;-54.7424;49.3950;-5.3474;128.2374;-10.2951;-112.5949;No
10/1/2024;10;5.007;-0.1140;-0.1140;-2.5222;-2.7750;-51.5900;37.5957;-13.9943;70.7705;-5.7363;-51.0399;No
10/1/2024;11;5.806;-0.0778;-0.0778;-2.5000;-2.7750;-44.3917;28.2329;-16.1588;48.2042;-3.9147;-28.1306;No
10/1/2024;12;4.125;-0.0823;-0.0823;-2.5000;-2.7750;-56.3020;44.7330;-11.5690;50.7222;-4.1412;-35.0121;No
10/1/2024;13;6.985;-0.0470;-0.0470;-2.7111;-6.2400;-126.4723;82.5802;-43.8922;29.0293;-2.3476;17.2105;No
10/1/2024;14;5.537;-0.0625;-0.0625;-2.5000;-4.5000;-90.2250;65.1150;-25.1100;38.7486;-3.1218;-10.5168;No
10/1/2024;15;6.918;-0.0322;-0.0322;-2.5000;-4.4100;-87.5297;56.9331;-30.5966;19.9762;-1.6084;12.2287;No
10/1/2024;16;-0.244;-0.3926;-0.3926;122.0000;122.0000;-1,890.7560;1,864.6480;-26.1080;244.6528;-19.6100;-198.9348;No
10/1/2024;17;10.490;-0.2423;-0.2423;-4.3444;-4.3444;-109.5962;63.8757;-45.7205;141.8609;-12.9505;-83.1900;No
10/1/2024;18;12.395;-0.1036;-0.1036;-4.7778;-4.7778;-102.7370;43.3299;-59.4072;60.4227;-5.5372;4.5217;No
10/1/2024;19;3.653;-0.0804;-0.0804;-2.6000;-2.6000;-49.1348;39.5148;-9.6200;47.4224;-4.2972;-33.5052;No
10/1/2024;20;-6.853;-1.3557;-1.3557;122.0000;122.0000;-2,621.9020;1,792.9120;-828.9900;815.1277;-72.4595;86.3218;No
10/1/2024;21;7.612;-0.2644;-0.2644;-2.5889;-45.9750;-1,190.6146;839.8253;-350.7893;150.1706;-16.5017;217.1204;No
10/1/2024;22;4.106;-0.0329;-0.0329;-2.5000;-35.2500;-669.9968;523.1453;-146.8515;18.8246;-2.0534;130.0803;No
10/1/2024;23;0.803;-0.1821;-0.1821;-2.5000;-2.5000;-49.6300;47.4525;-2.1775;106.7644;-11.3652;-93.2217;No
10/1/2024;24;-10.647;-2.1995;-2.1995;122.0000;122.0000;-4,294.6440;2,999.4920;-1,295.1520;1,327.9183;-137.2752;104.5089;No
10/1/2024;25;6.501;-0.1052;-0.1052;-3.8778;-3.8778;-71.5919;46.2777;-25.3143;68.2365;-8.2463;-34.6759;No
10/1/2024;26;-2.882;-0.6649;-0.6649;136.8425;187.7850;-3,238.9157;2,700.9117;-538.0040;451.1042;-52.1195;139.0193;No
