Dátum;Zúčtovacia perióda;Veľkosť odchýlky sústavy (MWh);Zúčtovacia cena PNRE (EUR/MWh);Cena za PRE (EUR/MWh);Cena odchýlky sústavy (EUR/MWh);Zúčtovacia cena odchýlky (EUR/MWh);Platba SZ za odchýlku (EUR);Platba OKTE za odchýlku (EUR);Platba za odchýlku sústavy (EUR);Celkové náklady na RE (EUR);Platba za PRE (EUR);Saldo výnosov a nákladov za odchýlky a RE (EUR);Zúčtovanie v zvláštnom režime
1.11.2025;1;4,639;0,7534;0,7534;102,9061;102,9061;-2258,3773;2740,8011;482,4238;-440,8335;63,2118;-104,8021;Nie
1.11.2025;2;5,331;1,2754;1,2754;135,5045;110,0000;-1784,6400;2374,5700;589,9300;-737,7602;107,0086;40,8216;Nie
1.11.2025;3;5,247;1,0643;1,0643;131,8893;96,9500;-1302,1355;1813,7406;511,6052;-608,5460;89,2969;7,6440;Nie
1.11.2025;4;7,238;1,3515;1,3515;113,2779;63,6600;-1116,8510;1580,4232;463,5721;-765,4964;113,3936;188,5307;Nie
1.11.2025;5;4,710;0,5676;0,5676;97,7919;94,3295;-1312,3120;1759,5282;447,2162;-313,6861;42,0739;-175,6040;Nie
1.11.2025;6;6,461;1,1298;1,1298;101,3252;86,8700;-1243,8047;1807,8516;564,0469;-621,1260;83,7476;-26,6685;Nie
1.11.2025;7;4,184;0,6246;0,6246;86,9514;84,3800;-1243,5081;1599,6760;356,1680;-342,7913;46,2991;-59,6758;Nie
1.11.2025;8;3,985;0,5561;0,5561;89,7613;69,9200;-1436,2966;1715,6970;279,4003;-304,7930;41,2215;-15,8288;Nie
1.11.2025;9;-2,755;-0,4040;-0,4040;75,7690;80,9050;-1848,4365;1629,1840;-219,2526;226,0780;-28,7490;21,9236;Nie
1.11.2025;10;4,210;0,3257;0,3257;47,5102;47,5102;-799,5967;1000,6123;201,0157;-179,0032;23,1771;-45,1896;Nie
1.11.2025;11;4,383;0,5365;0,5365;58,5145;58,5145;-895,3889;1153,0867;257,6979;-293,9149;38,1779;-1,9608;Nie
1.11.2025;12;5,683;0,9894;0,9894;85,4990;68,3976;-967,0053;1356,5980;389,5927;-536,1447;70,4067;76,1453;Nie
1.11.2025;13;-2,267;-0,6126;-0,6126;123,6114;123,6114;-2088,2910;1813,1320;-275,1590;348,2890;-43,9210;-29,2091;Nie
1.11.2025;14;-0,545;-0,0925;-0,0925;96,4643;96,4643;-1573,8151;1522,4960;-51,3190;52,2014;-6,6319;5,7495;Nie
1.11.2025;15;-0,836;-0,3325;-0,3325;115,7102;115,7102;-2011,2747;1917,2023;-94,0724;189,4293;-23,8389;-71,5180;Nie
1.11.2025;16;1,730;-0,0635;-0,0635;23,7704;23,7704;-383,4641;425,1336;41,6695;35,9363;-4,5527;-73,0531;Nie
1.11.2025;17;-0,421;-0,1181;-0,1181;97,5608;97,5608;-1849,1674;1811,8016;-37,3658;67,5734;-8,6361;-21,5716;Nie
1.11.2025;18;3,300;0,3746;0,3746;66,7542;66,7542;-1131,5504;1353,2411;221,6907;-212,4197;27,3926;-36,6636;Nie
1.11.2025;19;4,710;0,3455;0,3455;44,1105;44,1105;-695,0491;904,6622;209,6131;-197,8351;25,2647;-37,0427;Nie
1.11.2025;20;-1,315;-0,1412;-0,1412;46,7991;89,0230;-1709,5087;1595,0251;-114,4836;81,2301;-10,3253;43,5787;Nie
1.11.2025;21;-0,998;-0,4140;-0,4140;103,7445;103,7445;-2467,7704;2366,1008;-101,6696;229,2558;-32,7569;-94,8293;Nie
1.11.2025;22;17,518;-0,4336;-0,4336;-15,7597;-15,7597;-549,8559;273,2732;-276,5827;233,5005;-34,3077;77,3900;Nie
1.11.2025;23;13,168;-0,2439;-0,2439;-9,3178;-9,3178;-271,0455;148,1251;-122,9204;132,7040;-19,2981;9,5145;Nie
1.11.2025;24;22,889;-0,9407;-0,9407;-22,9776;-22,9776;-821,3803;294,4579;-526,9223;503,1071;-74,4310;98,2462;Nie
1.11.2025;25;10,799;2,3940;2,3940;102,4143;51,5900;-1147,2068;1704,7916;557,5847;-1288,4425;230,3291;500,5286;Nie
1.11.2025;26;14,433;2,3183;2,3183;90,8938;69,8100;-1136,2276;2146,1688;1009,9413;-1248,8272;223,0460;15,8400;Nie
1.11.2025;27;16,070;2,0567;2,0567;78,2474;76,9400;-1296,4390;2534,2497;1237,8107;-1129,0102;197,8772;-306,6777;Nie
1.11.2025;28;12,273;0,3790;0,3790;21,4028;21,4028;-387,6261;650,8591;263,2330;-212,4801;36,4640;-87,2169;Nie
1.11.2025;29;3,827;0,2564;0,2564;42,0326;42,0326;-851,9167;1013,2379;161,3211;-146,3234;30,8921;-45,8898;Nie
1.11.2025;30;2,366;0,0480;0,0480;20,7296;20,7296;-510,4871;559,3883;48,9011;-27,7264;5,7832;-26,9580;Nie
1.11.2025;31;8,988;0,8381;0,8381;62,3986;62,3986;-1434,1694;1993,5729;559,4034;-484,8546;100,9776;-175,5265;Nie
1.11.2025;32;13,102;0,5520;0,5520;26,6379;26,6379;-620,6098;968,0746;347,4648;-321,1626;66,5072;-92,8093;Nie
1.11.2025;33;3,283;0,0111;0,0111;22,6381;22,6381;-691,3902;763,3567;71,9665;-6,6059;1,5780;-66,9386;Nie
1.11.2025;34;20,850;0,5062;0,5062;14,8908;14,8908;-247,3362;556,5139;309,1777;-305,4198;71,9604;-75,7183;Nie
1.11.2025;35;31,216;-2,1449;-2,1449;-52,8981;-52,8981;-2528,5821;881,4939;-1647,0881;1378,9380;-304,9147;573,0648;Nie
1.11.2025;36;29,764;-2,6400;-2,6400;-57,3383;-57,3383;-2861,7546;1159,8965;-1701,8581;1778,3410;-375,2971;298,8142;Nie
1.11.2025;37;18,163;0,9363;0,9363;34,5465;34,5465;-633,4446;1258,0799;624,6353;-634,4463;151,0374;-141,2263;Nie
1.11.2025;38;24,238;0,3361;0,3361;8,9421;8,9421;-177,1341;392,3793;215,2453;-228,1719;54,2173;-41,2907;Nie
1.11.2025;39;28,868;-0,3421;-0,3421;-11,0396;-11,0396;-508,3515;192,0118;-316,3397;233,7115;-55,1852;137,8134;Nie
1.11.2025;40;18,909;-1,0175;-1,0175;-43,0873;-43,0873;-1829,9176;1019,7902;-810,1274;711,3112;-164,1360;262,9522;Nie
1.11.2025;41;30,616;-0,1765;-0,1765;0,2925;0,2925;-6,1197;15,0149;8,8952;126,4196;-29,8894;-105,4254;Nie
1.11.2025;42;39,053;-0,0138;-0,0138;-0,8746;-0,8746;-43,1055;9,2314;-33,8741;9,8306;-2,3370;26,3805;Nie
1.11.2025;43;32,855;-1,2866;-1,2866;-29,5752;-29,5752;-1307,4604;342,2738;-965,1867;929,2521;-217,8793;253,8138;Nie
1.11.2025;44;36,972;-0,7739;-0,7739;-16,2230;-16,2230;-718,1273;121,5265;-596,6008;554,0358;-131,0561;173,6211;Nie
1.11.2025;45;1,045;0,0485;0,0485;26,8981;15,0000;-486,6750;497,9850;11,3100;-34,9632;8,5839;15,0693;Nie
1.11.2025;46;2,515;0,1193;0,1193;46,2769;15,0600;-524,4796;558,3646;33,8850;-84,8323;21,1145;29,8328;Nie
1.11.2025;47;8,949;0,8107;0,8107;67,3681;15,0000;-408,7950;538,2450;129,4500;-578,1975;143,4834;305,2641;Nie
1.11.2025;48;8,217;0,7382;0,7382;69,1591;16,1771;-486,8498;615,1666;128,3168;-521,6697;130,6518;262,7011;Nie
1.11.2025;49;-5,811;-0,1816;-0,1816;18,8321;24,3706;-1060,9497;909,9495;-151,0002;127,0639;-29,9596;53,8960;Nie
1.11.2025;50;0,006;-0,0274;-0,0274;68,0685;18,0000;-694,6560;687,2040;-7,4520;18,8540;-4,5203;-6,8817;Nie
1.11.2025;51;2,478;0,5216;0,5216;84,6827;21,7381;-691,9237;736,8346;44,9109;-360,0417;86,0515;229,0793;Nie
1.11.2025;52;5,155;0,8532;0,8532;117,7445;22,6050;-707,9660;810,8866;102,9206;-581,5603;140,7575;337,8822;Nie
1.11.2025;53;0,019;0,3744;0,3744;151,9803;20,2500;-742,3650;722,5403;-19,8248;-254,6645;55,4389;219,0503;Nie
1.11.2025;54;3,537;0,4837;0,4837;138,5472;25,1400;-888,2716;958,1860;69,9143;-324,2697;71,6234;182,7320;Nie
