Date;Settlement Term;System Imbalance (MWh);SREC (EUR/MWh);SREC price (EUR/MWh);Imbalance Settlement Price (EUR/MWh);Payment of subject for imbalance (EUR);Payment of OKTE for imbalance (EUR);Payment for System Imbalance (EUR);Total Cost of RE (EUR);Payment for SREC (EUR);Balance of Revenues and Expenses for Imbalance and RE (EUR);Settlement in special mode
2/1/2024;1;1.033;-0.2564;-0.2564;-5.0000;-123.2850;118.2750;-5.0100;182.2557;-25.4918;-151.7539;No
2/1/2024;2;1.002;-0.3901;-0.3901;-1.2500;-21.6163;20.4038;-1.2125;275.1085;-38.7845;-235.1115;No
2/1/2024;3;0.995;-0.1873;-0.1873;-1.2500;-25.2513;24.0263;-1.2250;131.6968;-18.6217;-111.8501;No
2/1/2024;4;6.767;-0.0069;-0.0069;-5.0000;-133.5450;99.8800;-33.6650;4.8190;-0.6860;29.5320;No
2/1/2024;5;0.254;-0.2939;-0.2939;-5.0000;-106.0550;104.8900;-1.1650;213.7762;-26.5209;-186.0903;No
2/1/2024;6;0.130;-0.2806;-0.2806;0.0000;0.0000;0.0000;0.0000;202.9190;-25.3208;-177.5982;No
2/1/2024;7;0.146;-0.2877;-0.2877;0.0000;0.0000;0.0000;0.0000;207.3730;-25.9615;-181.4115;No
2/1/2024;8;4.737;-0.0049;-0.0049;-5.0000;-97.2200;73.6500;-23.5700;3.5213;-0.4422;20.4909;No
2/1/2024;9;-1.570;-0.4673;-0.4673;182.4150;-3,435.2393;3,145.7467;-289.4926;344.3865;-40.9523;-13.9416;No
2/1/2024;10;7.901;0.0000;0.0000;-1.2500;-20.9713;11.1263;-9.8450;0.0050;0.0000;9.8400;No
2/1/2024;11;-0.330;-0.3307;-0.3307;136.5000;-2,027.4345;1,978.8405;-48.5940;242.1760;-28.9812;-164.6008;No
2/1/2024;12;-0.249;-0.3457;-0.3457;136.5000;-1,942.9410;1,904.8575;-38.0835;252.4200;-30.2958;-184.0407;No
2/1/2024;13;-0.124;-0.2497;-0.2497;128.0000;-1,953.9200;1,933.0560;-20.8640;180.4033;-21.7771;-137.7622;No
2/1/2024;14;-4.012;-0.7174;-0.7174;129.0000;-2,366.2470;1,845.9900;-520.2570;523.2090;-62.5666;59.6146;No
2/1/2024;15;-6.124;-1.0885;-1.0885;129.0000;-2,442.6150;1,651.4580;-791.1570;794.6320;-94.9314;91.4564;No
2/1/2024;16;-2.664;-0.6063;-0.6063;132.0000;-1,810.7760;1,457.0160;-353.7600;441.1224;-52.8772;-34.4852;No
2/1/2024;17;8.405;-0.0181;-0.0181;-5.0000;-111.0500;69.2050;-41.8450;13.3613;-1.6570;30.1407;No
2/1/2024;18;2.331;-0.1660;-0.1660;-1.2500;-23.5950;20.7188;-2.8763;123.5388;-15.1971;-105.4654;No
2/1/2024;19;-0.550;-0.2568;-0.2568;144.2550;-2,536.0029;2,452.0465;-83.9564;192.3320;-23.5098;-84.8658;No
2/1/2024;20;-6.088;-1.0680;-1.0680;183.8700;-4,360.4771;3,239.0539;-1,121.4231;811.4271;-97.7743;407.7704;No
2/1/2024;21;16.456;-0.0935;-0.0935;-5.0000;-169.6400;87.4850;-82.1550;68.7660;-9.6053;22.9943;No
2/1/2024;22;13.148;-0.0288;-0.0288;-5.0000;-134.6450;68.9600;-65.6850;21.5891;-2.9586;47.0545;No
2/1/2024;23;1.423;-0.0140;-0.0140;-0.5000;-8.4395;7.7320;-0.7075;10.6391;-1.4382;-8.4934;No
2/1/2024;24;10.945;-0.0125;-0.0125;-5.0000;-216.3650;161.8300;-54.5350;9.6315;-1.2841;46.1876;No
2/1/2024;25;18.108;-0.0638;-0.0638;-5.0000;-296.7450;206.3350;-90.4100;48.8575;-7.5492;49.1017;No
2/1/2024;26;10.585;-0.0108;-0.0108;-5.0000;-143.7900;91.0100;-52.7800;8.5980;-1.2779;45.4599;No
2/1/2024;27;0.681;-0.2023;-0.2023;-0.5000;-12.4190;12.0905;-0.3285;165.9821;-23.9373;-141.7163;No
2/1/2024;28;-1.374;-0.2416;-0.2416;189.2550;-5,396.0386;5,132.5956;-263.4430;201.5499;-28.5876;90.4806;No
2/1/2024;29;3.363;-0.5330;-0.5330;-0.5000;-9.3865;7.7150;-1.6715;447.9907;-69.0032;-377.3160;No
2/1/2024;30;0.811;-0.4321;-0.4321;-0.5000;-7.4040;7.0035;-0.4005;368.0021;-55.9405;-311.6611;No
2/1/2024;31;0.630;-0.4739;-0.4739;-0.5000;-9.6565;9.3615;-0.2950;404.4658;-61.3520;-342.8188;No
2/1/2024;32;-0.102;-0.9305;-0.9305;191.2800;-4,178.3203;4,153.0714;-25.2490;798.7628;-120.4644;-653.0494;No
2/1/2024;33;-0.476;-0.1632;-0.1632;164.7900;-4,065.0397;3,979.1841;-85.8556;139.7222;-22.2021;-31.6646;No
2/1/2024;34;-5.423;-0.8805;-0.8805;162.0150;-4,608.3547;3,723.2667;-885.0879;763.9529;-119.7850;240.9200;No
2/1/2024;35;-9.525;-1.4353;-1.4353;162.0150;-5,512.7224;3,957.7024;-1,555.0200;1,269.9602;-195.2611;480.3209;No
2/1/2024;36;0.487;-0.7708;-0.7708;0.0000;0.0000;0.0000;0.0000;680.9079;-104.8612;-576.0467;No
2/1/2024;37;-2.151;-0.5665;-0.5665;172.4700;-5,826.7265;5,442.2909;-384.4356;502.0954;-80.8837;-36.7760;No
2/1/2024;38;0.199;-0.2704;-0.2704;-1.9000;-47.3442;47.1181;-0.2261;238.9623;-38.6072;-200.1290;No
2/1/2024;39;2.157;-0.1242;-0.1242;0.0000;0.0000;0.0000;0.0000;108.6635;-17.7330;-90.9305;No
2/1/2024;40;3.993;-0.0153;-0.0153;-1.9000;-47.2644;39.8449;-7.4195;13.3148;-2.1845;-3.7108;No
2/1/2024;41;0.028;-0.0076;-0.0076;-5.0000;-149.5900;150.0350;0.4450;6.5401;-1.1021;-5.8830;No
2/1/2024;42;-5.702;-0.0147;-0.0147;137.4000;-3,684.3810;2,887.1862;-797.1948;12.5685;-2.1318;786.7581;No
2/1/2024;43;-9.693;-0.2402;-0.2402;132.7800;-4,662.5697;3,361.5913;-1,300.9784;209.8201;-34.8333;1,125.9917;No
2/1/2024;44;1.002;-0.4579;-0.4579;-1.9000;-56.0519;54.4008;-1.6511;396.4982;-66.4037;-328.4434;No
2/1/2024;45;-7.803;-1.0628;-1.0628;163.3050;-6,961.8555;5,664.7238;-1,297.1316;952.4185;-158.2392;502.9523;No
2/1/2024;46;-4.237;-0.7841;-0.7841;132.0000;-4,980.4920;4,402.2000;-578.2920;700.8455;-116.7439;-5.8096;No
2/1/2024;47;-0.935;-0.3965;-0.3965;132.0000;-3,940.9920;3,798.8280;-142.1640;349.9796;-59.0345;-148.7811;No
2/1/2024;48;-4.228;-0.7182;-0.7182;132.0000;-3,945.8760;3,371.4120;-574.4640;635.4122;-106.9321;45.9839;No
2/1/2024;49;-13.210;-1.8095;-1.8095;132.0000;-5,200.5360;3,434.9040;-1,765.6320;1,642.0193;-258.3568;381.9695;No
2/1/2024;50;-9.417;-1.2768;-1.2768;132.0000;-5,148.9240;3,891.3600;-1,257.5640;1,163.1570;-182.2990;276.7060;No
2/1/2024;51;-5.795;-0.9675;-0.9675;126.5000;-4,829.2640;4,083.7995;-745.4645;879.6032;-138.1377;3.9990;No
2/1/2024;52;-1.139;-0.3808;-0.3808;132.0000;-4,528.7880;4,369.4640;-159.3240;343.2115;-54.3699;-129.5176;No
2/1/2024;53;-3.114;-0.4394;-0.4394;138.5250;-5,465.3654;5,020.9772;-444.3882;414.0939;-62.5750;92.8693;No
2/1/2024;54;-6.337;-0.8960;-0.8960;138.5250;-5,298.4427;4,399.6925;-898.7502;853.3279;-127.5994;173.0217;No
2/1/2024;55;-2.894;-0.4730;-0.4730;138.5250;-4,344.6981;3,928.4305;-416.2676;444.4557;-67.3599;39.1719;No
2/1/2024;56;-2.755;-0.4351;-0.4351;138.5250;-5,311.7411;4,918.0531;-393.6881;402.6005;-61.9626;53.0501;No
2/1/2024;57;-5.247;-0.9592;-0.9592;136.1550;-4,157.7652;3,435.0545;-722.7107;824.9058;-137.5282;35.3331;No
2/1/2024;58;-1.448;-0.4783;-0.4783;136.1550;-3,567.9418;3,364.2539;-203.6879;407.3969;-68.5777;-135.1313;No
2/1/2024;59;-3.577;-0.4755;-0.4755;190.5150;-5,071.5093;4,379.5588;-691.9505;404.9167;-68.1762;355.2100;No
2/1/2024;60;-4.728;-0.6505;-0.6505;212.8650;-6,425.5429;5,409.7511;-1,015.7918;555.1367;-93.2674;553.9225;No
2/1/2024;61;6.520;-0.0114;-0.0114;-5.0000;-100.0600;67.5650;-32.4950;9.5993;-1.6946;24.5903;No
2/1/2024;62;1.672;-0.2921;-0.2921;-0.5000;-8.9235;8.1100;-0.8135;247.1603;-43.4192;-202.9276;No
2/1/2024;63;-0.794;-0.1784;-0.1784;185.1300;-3,971.4088;3,822.0089;-149.3999;150.9298;-26.5183;24.9884;No
2/1/2024;64;1.770;-0.0590;-0.0590;0.0000;0.0000;0.0000;0.0000;49.8932;-8.7701;-41.1231;No
2/1/2024;65;-1.052;-0.3321;-0.3321;139.9200;-2,467.3493;2,315.6760;-151.6733;290.5075;-53.8181;-85.0161;No
2/1/2024;66;-3.028;-0.4219;-0.4219;139.9200;-3,251.0412;2,824.5650;-426.4762;371.4436;-68.3706;123.4031;No
2/1/2024;67;-2.801;-0.3934;-0.3934;176.2350;-3,100.8548;2,603.5197;-497.3352;346.4915;-63.7520;214.5957;No
2/1/2024;68;-1.286;-0.3512;-0.3512;338.2200;-7,586.9510;7,146.5886;-440.3624;308.2551;-56.9134;189.0207;No
2/1/2024;69;-7.881;-1.1789;-1.1789;157.8000;-4,721.8494;3,474.2826;-1,247.5668;1,039.7133;-211.8696;419.7231;No
2/1/2024;70;-1.873;-0.2576;-0.2576;165.0000;-3,671.0850;3,359.7300;-311.3550;226.3531;-46.2954;131.2973;No
2/1/2024;71;0.044;-0.3521;-0.3521;0.0000;0.0000;0.0000;0.0000;309.3799;-63.2787;-246.1012;No
2/1/2024;72;0.932;-0.1981;-0.1981;0.0000;0.0000;0.0000;0.0000;171.4940;-35.6021;-135.8919;No
2/1/2024;73;-3.385;-0.8724;-0.8724;141.1650;-3,416.7577;2,938.6318;-478.1259;757.4980;-161.9829;-117.3893;No
2/1/2024;74;-0.070;-0.3463;-0.3463;141.1650;-3,423.3924;3,411.9581;-11.4344;299.1725;-64.2993;-223.4389;No
2/1/2024;75;-3.493;-0.6367;-0.6367;148.5000;-3,372.5835;2,852.3880;-520.1955;551.4895;-118.2193;86.9253;No
2/1/2024;76;-1.609;-0.5637;-0.5637;148.5000;-3,628.8945;3,387.1365;-241.7580;488.4155;-104.6650;-141.9925;No
2/1/2024;77;-1.528;-0.5030;-0.5030;241.5000;-5,273.3940;4,900.0350;-373.3590;430.7460;-92.6712;35.2842;No
2/1/2024;78;0.189;-0.3611;-0.3611;0.0000;0.0000;0.0000;0.0000;308.5370;-66.5280;-242.0090;No
2/1/2024;79;-2.153;-0.7487;-0.7487;179.1300;-3,680.4050;3,292.9468;-387.4582;643.3620;-137.9382;-117.9656;No
2/1/2024;80;0.916;-0.3108;-0.3108;-1.0000;-19.1680;18.2540;-0.9140;265.2193;-57.2609;-207.0444;No
2/1/2024;81;-16.080;-2.5708;-2.5708;218.1000;-7,535.5731;4,026.5622;-3,509.0109;2,190.7012;-440.9565;1,759.2662;No
2/1/2024;82;-1.269;-0.5752;-0.5752;185.1450;-5,127.5908;4,891.5309;-236.0599;483.6327;-98.6612;-148.9116;No
2/1/2024;83;2.653;-0.1200;-0.1200;-1.0000;-22.6380;20.0040;-2.6340;97.9923;-20.5830;-74.7753;No
2/1/2024;84;7.189;-0.0014;-0.0014;-1.0000;-28.5790;21.4160;-7.1630;1.1370;-0.2401;6.2661;No
2/1/2024;85;-6.253;-1.0686;-1.0686;211.0650;-8,123.8919;6,797.9815;-1,325.9103;840.8890;-163.4915;648.5129;No
2/1/2024;86;-3.400;-0.6400;-0.6400;126.3900;-4,540.1816;4,110.0764;-430.1052;498.2100;-97.9174;29.8126;No
2/1/2024;87;-6.980;-1.2905;-1.2905;132.0000;-3,860.7360;2,940.6960;-920.0400;993.2789;-197.4413;124.2024;No
2/1/2024;88;-1.705;-0.5276;-0.5276;126.5000;-4,258.7490;4,049.2650;-209.4840;392.0969;-80.7207;-101.8922;No
2/1/2024;89;-13.794;-2.3334;-2.3334;179.6550;-6,491.6538;4,019.2417;-2,472.4121;1,705.7549;-310.1369;1,076.7941;No
2/1/2024;90;-8.160;-1.5405;-1.5405;146.5350;-5,253.1332;4,060.0452;-1,193.0880;1,107.6725;-204.7509;290.1664;No
2/1/2024;91;-3.491;-0.7676;-0.7676;132.0000;-3,686.8920;3,227.5320;-459.3600;543.3359;-102.0233;18.0474;No
2/1/2024;92;-1.127;-0.7701;-0.7701;132.0000;-4,224.1320;4,079.9880;-144.1440;544.0268;-102.3555;-297.5273;No
2/1/2024;93;-15.715;-2.7566;-2.7566;169.0050;-6,683.9787;4,032.2903;-2,651.6885;1,910.4235;-311.5234;1,052.7883;No
2/1/2024;94;-7.386;-1.5088;-1.5088;126.5000;-4,518.3270;3,585.8955;-932.4315;1,037.0470;-170.5095;65.8940;No
2/1/2024;95;-2.368;-0.6016;-0.6016;126.5000;-3,235.2375;2,940.2395;-294.9980;408.3713;-67.9868;-45.3865;No
2/1/2024;96;-1.337;-0.6480;-0.6480;132.0000;-3,399.0000;3,226.3440;-172.6560;440.4066;-73.2305;-194.5201;No
2/2/2024;1;-4.078;-0.8607;-0.8607;146.5350;-4,254.4972;3,661.1770;-593.3202;567.8279;-85.4623;110.9547;No
2/2/2024;2;-5.162;-1.0983;-1.0983;128.0000;-3,497.9840;2,840.7040;-657.2800;721.2800;-109.0546;45.0546;No
2/2/2024;3;-3.315;-0.7752;-0.7752;128.0000;-3,558.4000;3,139.0720;-419.3280;505.4952;-76.9727;-9.1945;No
2/2/2024;4;1.529;-0.4037;-0.4037;-2.9000;-66.5492;62.0252;-4.5240;256.8376;-40.0850;-212.2286;No
2/2/2024;5;-5.046;-0.9622;-0.9622;136.5000;-4,036.4415;3,351.2115;-685.2300;605.5349;-85.9427;165.6378;No
2/2/2024;6;0.335;-0.4807;-0.4807;-2.9000;-64.0117;62.9735;-1.0382;298.5287;-42.9356;-254.5549;No
2/2/2024;7;-3.849;-0.9653;-0.9653;128.0000;-3,052.5440;2,564.0960;-488.4480;598.2720;-86.2196;-23.6044;No
2/2/2024;8;-3.167;-0.9647;-0.9647;128.0000;-3,812.7360;3,411.2000;-401.5360;600.4480;-86.1660;-112.7460;No
2/2/2024;9;-15.037;-2.9717;-2.9717;132.0000;-4,673.0640;2,690.4240;-1,982.6400;1,908.6760;-258.5825;332.5465;No
2/2/2024;10;-5.580;-1.1961;-1.1961;128.0000;-3,958.2720;3,246.7200;-711.5520;759.4240;-104.0786;56.2066;No
2/2/2024;11;-4.350;-0.9902;-0.9902;128.0000;-3,972.3520;3,420.4160;-551.9360;626.0480;-86.1623;12.0503;No
2/2/2024;12;-4.425;-0.9343;-0.9343;128.0000;-4,062.0800;3,498.8800;-563.2000;590.5920;-81.2981;53.9061;No
2/2/2024;13;-4.282;-0.9084;-0.9084;128.0000;-3,770.7520;3,226.8800;-543.8720;573.4545;-78.5475;48.9650;No
2/2/2024;14;-2.620;-0.6871;-0.6871;128.0000;-3,486.3360;3,155.8400;-330.4960;432.5439;-59.4122;-42.6357;No
2/2/2024;15;-4.491;-1.0636;-1.0636;128.0000;-3,422.3360;2,851.0720;-571.2640;671.3364;-91.9674;-8.1050;No
2/2/2024;16;-2.012;-0.4533;-0.4533;132.0000;-3,497.7360;3,236.2440;-261.4920;284.7021;-39.1959;15.9858;No
2/2/2024;17;-7.121;-1.3806;-1.3806;128.0000;-3,984.8960;3,076.8640;-908.0320;890.6962;-126.6079;143.9437;No
2/2/2024;18;-3.211;-0.8017;-0.8017;128.0000;-3,613.9520;3,208.3200;-405.6320;517.1314;-73.5199;-37.9795;No
2/2/2024;19;-10.182;-1.9565;-1.9565;128.0000;-4,054.0160;2,753.9200;-1,300.0960;1,281.7328;-179.4208;197.7840;No
2/2/2024;20;-9.905;-1.9835;-1.9835;128.8350;-4,031.1183;2,756.4248;-1,274.6935;1,312.5344;-181.8969;144.0560;No
2/2/2024;21;-0.093;-0.3220;-0.3220;128.0000;-3,584.2560;3,576.7040;-7.5520;218.0703;-32.5123;-178.0060;No
2/2/2024;22;2.554;-0.4499;-0.4499;-5.0000;-132.2550;119.2950;-12.9600;312.4904;-45.4264;-254.1040;No
2/2/2024;23;-3.820;-0.7660;-0.7660;132.0000;-2,693.4600;2,192.9160;-500.5440;540.5348;-77.3430;37.3522;No
2/2/2024;24;-6.889;-1.4434;-1.4434;135.0150;-3,701.4362;2,776.9885;-924.4477;1,040.0443;-145.7401;30.1435;No
2/2/2024;25;15.908;-0.0834;-0.0834;-5.0000;-226.3750;146.6500;-79.7250;63.2978;-9.5818;26.0090;No
2/2/2024;26;3.668;-0.0663;-0.0663;-5.0000;-119.1550;100.6250;-18.5300;52.8056;-7.6172;-26.6584;No
2/2/2024;27;-3.018;-0.6064;-0.6064;158.0700;-4,767.2331;4,292.5489;-474.6842;500.2294;-69.6693;44.1241;No
2/2/2024;28;-0.038;-0.6891;-0.6891;158.6850;-4,834.4972;4,835.7667;1.2695;573.2740;-79.1707;-495.3728;No
2/2/2024;29;2.119;-0.2817;-0.2817;-5.0000;-123.2250;112.4700;-10.7550;239.0154;-36.3108;-191.9496;No
2/2/2024;30;1.287;-0.2520;-0.2520;-5.0000;-97.0300;90.4300;-6.6000;215.3429;-32.4825;-176.2604;No
2/2/2024;31;-0.993;-0.4447;-0.4447;158.2950;-2,756.2325;2,600.7869;-155.4457;381.0228;-57.3214;-168.2557;No
2/2/2024;32;-4.243;-0.6117;-0.6117;158.2950;-3,273.6989;2,594.9299;-678.7690;530.3064;-78.8475;227.3101;No
2/2/2024;33;-1.008;-0.4880;-0.4880;156.4950;-4,561.9857;4,400.4829;-161.5028;421.8611;-69.0862;-191.2721;No
2/2/2024;34;-2.854;-0.6126;-0.6126;151.0800;-4,350.3486;3,913.5763;-436.7723;532.8318;-86.7258;-9.3337;No
2/2/2024;35;-2.532;-0.4825;-0.4825;151.0800;-3,954.5190;3,567.9053;-386.6137;426.5366;-68.3075;28.3846;No
2/2/2024;36;-5.502;-0.8042;-0.8042;151.0800;-4,308.4994;3,466.2284;-842.2710;716.9260;-113.8506;239.1956;No
2/2/2024;37;-11.515;-1.5101;-1.5101;188.0850;-8,203.1392;6,006.8706;-2,196.2685;1,347.3197;-222.6295;1,071.5784;No
2/2/2024;38;-6.107;-0.9551;-0.9551;145.5750;-6,938.6868;6,018.2161;-920.4707;854.8463;-140.8075;206.4320;No
2/2/2024;39;-3.669;-0.7302;-0.7302;141.7050;-5,787.3739;5,234.5827;-552.7912;644.8193;-107.6512;15.6231;No
2/2/2024;40;-1.052;-0.4877;-0.4877;141.7050;-5,369.7693;5,213.6104;-156.1589;428.1173;-71.9001;-200.0582;No
2/2/2024;41;-7.376;-0.9952;-0.9952;144.4500;-6,360.5669;5,276.6141;-1,083.9528;843.7425;-151.0116;391.2219;No
2/2/2024;42;-0.755;-0.3354;-0.3354;127.9000;-5,002.2969;4,879.3850;-122.9119;283.5473;-50.8936;-109.7418;No
2/2/2024;43;-0.035;-0.3632;-0.3632;127.9000;-4,368.0408;4,310.1021;-57.9387;310.7826;-55.1120;-197.7319;No
2/2/2024;44;-0.458;-0.2468;-0.2468;122.5050;-3,571.2658;3,492.2500;-79.0157;208.0046;-37.4494;-91.5394;No
2/2/2024;45;-14.209;-2.0668;-2.0668;148.8150;-6,618.6959;4,476.8016;-2,141.8943;1,807.8923;-324.7770;658.7789;No
2/2/2024;46;3.362;-0.5876;-0.5876;-2.9000;-85.0367;75.8756;-9.1611;506.7136;-92.3355;-405.2170;No
2/2/2024;47;-4.862;-0.9721;-0.9721;132.0000;-3,531.1320;2,869.8120;-661.3200;843.0740;-152.7558;-28.9982;No
2/2/2024;48;-1.034;-0.3436;-0.3436;127.9000;-3,805.0250;3,646.4290;-158.5960;294.7625;-53.9933;-82.1732;No
2/2/2024;49;2.287;-0.2943;-0.2943;-2.9000;-106.8998;100.7663;-6.1335;254.2288;-44.8507;-203.2446;No
2/2/2024;50;3.550;-0.4547;-0.4547;-5.0000;-156.3250;139.4150;-16.9100;390.5711;-69.2954;-304.3657;No
2/2/2024;51;13.276;-0.0051;-0.0051;-2.9000;-104.4087;66.4303;-37.9784;4.3529;-0.7772;34.4027;No
2/2/2024;52;11.763;-0.0106;-0.0106;-5.0000;-177.6850;119.5400;-58.1450;8.9881;-1.6154;50.7723;No
2/2/2024;53;5.611;-0.0097;-0.0097;-3.9000;-161.4639;140.1699;-21.2940;8.2025;-1.4731;14.5646;No
2/2/2024;54;7.770;-0.0057;-0.0057;-5.0000;-208.0400;170.1000;-37.9400;4.7719;-0.8657;34.0338;No
2/2/2024;55;19.738;-0.0386;-0.0386;-5.0000;-223.6850;126.3650;-97.3200;31.7816;-5.8622;71.4006;No
2/2/2024;56;8.623;-0.0337;-0.0337;-5.0000;-239.1300;197.7950;-41.3350;28.0702;-5.1180;18.3828;No
2/2/2024;57;5.450;-0.0499;-0.0499;-2.9000;-110.3160;95.2157;-15.1003;40.7687;-7.5018;-18.1666;No
2/2/2024;58;6.299;-0.0034;-0.0034;-3.9000;-135.8331;112.3941;-23.4390;2.7716;-0.5111;21.1785;No
2/2/2024;59;7.043;-0.0086;-0.0086;-3.9000;-122.8851;96.8994;-25.9857;6.8933;-1.2929;20.3853;No
2/2/2024;60;3.226;-0.0005;-0.0005;-2.9000;-76.9399;68.4487;-8.4912;0.4002;-0.0752;8.1662;No
2/2/2024;61;3.959;-0.0048;-0.0048;-5.0000;-175.5150;156.9850;-18.5300;3.8420;-0.7360;15.4240;No
2/2/2024;62;-1.502;-0.3525;-0.3525;137.7450;-4,022.8427;3,788.6762;-234.1665;281.9768;-54.0534;6.2431;No
2/2/2024;63;-3.018;-0.4764;-0.4764;137.7450;-4,060.4471;3,627.5146;-432.9325;380.2661;-73.0526;125.7190;No
2/2/2024;64;-8.500;-1.3424;-1.3424;226.5300;-8,576.1993;6,638.9147;-1,937.2846;1,075.8703;-205.8476;1,067.2619;No
2/2/2024;65;-0.237;-0.4558;-0.4558;169.5000;-5,707.4040;5,661.1305;-46.2735;376.7393;-75.2539;-255.2119;No
2/2/2024;66;-2.491;-0.4626;-0.4626;169.5000;-5,543.4975;5,119.4085;-424.0890;384.9006;-76.3766;115.5650;No
2/2/2024;67;-8.538;-1.4806;-1.4806;169.5000;-5,886.0570;4,435.4760;-1,450.5810;1,244.1090;-244.4515;450.9235;No
2/2/2024;68;-5.581;-0.8928;-0.8928;214.7550;-7,968.4843;6,761.3464;-1,207.1379;756.0864;-147.4040;598.4554;No
2/2/2024;69;-0.286;-0.4627;-0.4627;184.3650;-4,437.8499;4,381.6186;-56.2313;395.2137;-84.7532;-254.2292;No
2/2/2024;70;-2.653;-0.5387;-0.5387;184.3650;-4,443.5652;3,949.2827;-494.2826;462.5228;-98.6742;130.4340;No
2/2/2024;71;-3.970;-0.7813;-0.7813;215.4600;-4,924.1228;4,063.7911;-860.3318;668.9807;-143.1115;334.4626;No
2/2/2024;72;-2.233;-0.4349;-0.4349;184.3650;-3,983.5746;3,571.7031;-411.8714;369.1516;-79.6611;122.3809;No
2/2/2024;73;-0.919;-0.3586;-0.3586;182.5050;-4,694.2111;4,523.5689;-170.6422;304.2586;-65.5761;-68.0403;No
2/2/2024;74;1.351;-0.2125;-0.2125;0.0000;0.0000;0.0000;0.0000;178.9592;-38.8592;-140.1000;No
2/2/2024;75;-0.083;-0.3612;-0.3612;182.5050;-3,748.4702;3,728.9422;-19.5280;304.3224;-66.0516;-218.7428;No
2/2/2024;76;-0.024;-0.4308;-0.4308;182.5050;-4,156.5514;4,148.1561;-8.3952;363.3892;-78.7791;-276.2149;No
2/2/2024;77;-3.817;-0.9220;-0.9220;234.2100;-5,604.4111;4,713.7105;-890.7006;771.6528;-167.6279;286.6757;No
2/2/2024;78;-2.051;-0.5102;-0.5102;196.3650;-4,139.3742;3,734.6659;-404.7083;423.7980;-92.7590;73.6692;No
2/2/2024;79;-1.672;-0.5890;-0.5890;183.8550;-4,349.0900;4,039.4782;-309.6118;489.8690;-107.0855;-73.1717;No
2/2/2024;80;-1.580;-0.7339;-0.7339;183.8550;-4,052.7158;3,760.9379;-291.7779;607.8259;-133.4296;-182.6184;No
2/2/2024;81;-9.380;-1.4346;-1.4346;209.7150;-6,432.1688;4,457.0729;-1,975.0959;1,180.8303;-243.8347;1,038.1002;No
2/2/2024;82;2.211;-0.3830;-0.3830;-5.0000;-131.5950;120.5700;-11.0250;308.6156;-65.0974;-232.4932;No
2/2/2024;83;2.518;-0.3611;-0.3611;-3.9000;-90.7179;80.9679;-9.7500;287.6315;-61.3751;-216.5064;No
2/2/2024;84;8.766;-0.0426;-0.0426;-5.0000;-170.9250;127.1650;-43.7600;33.2426;-7.2406;17.7580;No
2/2/2024;85;1.217;-0.4035;-0.4035;-2.9000;-95.9726;92.3650;-3.6076;309.6861;-61.8553;-244.2232;No
2/2/2024;86;2.751;-0.0624;-0.0624;-1.5000;-46.5960;42.4350;-4.1610;47.0150;-9.5657;-33.2883;No
2/2/2024;87;4.035;-0.2599;-0.2599;-5.0000;-122.1200;101.8300;-20.2900;193.1603;-39.8419;-133.0284;No
2/2/2024;88;1.425;-0.4621;-0.4621;-2.9000;-87.4176;83.1952;-4.2224;335.7178;-70.8385;-260.6569;No
2/2/2024;89;-1.034;-0.4998;-0.4998;191.8500;-5,636.3612;5,445.4704;-190.8908;355.5334;-68.1062;-96.5364;No
2/2/2024;90;-2.582;-0.7328;-0.7328;184.5000;-4,700.5065;4,230.4005;-470.1060;517.4175;-99.8565;52.5450;No
2/2/2024;91;2.960;-0.0766;-0.0766;-2.9000;-70.9195;62.2195;-8.7000;53.1836;-10.4381;-34.0455;No
2/2/2024;92;6.334;-0.1277;-0.1277;-5.0000;-159.0250;127.1100;-31.9150;87.5080;-17.4013;-38.1917;No
2/2/2024;93;-2.620;-0.6810;-0.6810;173.4750;-4,273.9036;3,824.4299;-449.4737;458.0990;-80.3921;71.7668;No
2/2/2024;94;-2.003;-0.6792;-0.6792;132.0600;-3,415.9960;3,153.9890;-262.0070;452.6900;-80.1796;-110.5034;No
2/2/2024;95;1.050;-0.4284;-0.4284;-5.0000;-117.6050;112.1300;-5.4750;285.1783;-50.5726;-229.1307;No
2/2/2024;96;4.430;-0.0715;-0.0715;-5.0000;-144.8200;122.5650;-22.2550;47.8233;-8.4406;-17.1277;No
2/3/2024;1;3.488;-0.0534;-0.0534;-5.0000;-173.6750;156.1150;-17.5600;38.0590;-5.4966;-15.0024;No
2/3/2024;2;9.114;-0.0102;-0.0102;-5.0000;-171.7400;126.0650;-45.6750;7.3050;-1.0499;39.4199;No
2/3/2024;3;12.267;-0.0109;-0.0109;-5.0000;-194.8850;133.4150;-61.4700;7.7636;-1.1220;54.8284;No
2/3/2024;4;21.260;-0.0860;-0.0860;-5.0000;-227.4800;121.0650;-106.4150;60.2920;-8.8522;54.9752;No
2/3/2024;5;6.163;-0.0757;-0.0757;-5.0000;-190.2750;159.3450;-30.9300;48.9550;-7.0071;-11.0179;No
2/3/2024;6;22.973;-0.0063;-0.0063;-2.9000;-122.1335;55.4335;-66.7000;3.9052;-0.5832;63.3780;No
2/3/2024;7;20.059;-0.0643;-0.0643;-5.0000;-207.2750;106.8950;-100.3800;39.8848;-5.9519;66.4471;No
