Date;Settlement Term;System Imbalance (MWh);SREC (EUR/MWh);SREC price (EUR/MWh);Imbalance Settlement Price (EUR/MWh);Payment of subject for imbalance (EUR);Payment of OKTE for imbalance (EUR);Payment for System Imbalance (EUR);Total Cost of RE (EUR);Payment for SREC (EUR);Balance of Revenues and Expenses for Imbalance and RE (EUR);Settlement in special mode
3/1/2024;25;4.292;-0.5384;-0.5384;-5.0000;-160.5050;136.9750;-23.5300;355.9707;-58.6953;-273.7454;No
3/1/2024;26;0.886;-0.3470;-0.3470;-0.7900;-13.2262;12.1826;-1.0436;238.4769;-37.8292;-199.6041;No
3/1/2024;27;1.674;-0.2490;-0.2490;0.0000;0.0000;0.0000;0.0000;174.2580;-27.1455;-147.1125;No
3/1/2024;28;5.400;-0.1908;-0.1908;-0.7900;-24.1574;19.5114;-4.6460;135.3959;-20.8006;-109.9493;No
3/1/2024;29;1.445;-0.3605;-0.3605;-0.7900;-19.3850;17.8382;-1.5468;262.8913;-42.2625;-219.0820;No
3/1/2024;30;2.747;-0.1211;-0.1211;-0.7900;-13.6394;11.0537;-2.5857;89.7015;-14.1969;-72.9189;No
3/1/2024;31;-0.231;-0.2758;-0.2758;126.0000;-1,682.7300;1,725.5700;42.8400;205.1718;-32.3329;-215.6789;No
3/1/2024;32;1.276;-0.0888;-0.0888;0.0000;0.0000;0.0000;0.0000;66.2442;-10.4103;-55.8339;No
3/1/2024;33;-1.414;-0.3073;-0.3073;132.0000;-2,698.4760;2,586.5400;-111.9360;228.3894;-38.8366;-77.6168;No
3/1/2024;34;-1.381;-0.4178;-0.4178;127.8150;-3,050.8162;2,950.9927;-99.8235;315.1709;-52.8016;-162.5458;No
3/1/2024;35;-4.540;-0.8644;-0.8644;132.0000;-3,122.8560;2,607.1320;-515.7240;665.8592;-109.2429;-40.8923;No
3/1/2024;36;-7.618;-1.2733;-1.2733;145.2000;-3,926.6436;2,913.2928;-1,013.3508;986.3849;-160.9197;187.8856;No
3/1/2024;37;-42.713;-7.3007;-7.3007;145.2000;-10,479.6648;4,374.8760;-6,104.7888;5,640.9056;-985.7259;1,449.6091;No
3/1/2024;38;-49.640;-8.5424;-8.5424;145.2000;-11,203.6320;4,091.7360;-7,111.8960;6,620.9724;-1,153.3778;1,644.3014;No
3/1/2024;39;-26.776;-4.7430;-4.7430;145.2000;-11,051.6076;7,265.6628;-3,785.9448;3,644.6695;-640.3904;781.6657;No
3/1/2024;40;-17.759;-2.8645;-2.8645;145.2000;-10,760.0460;8,222.0952;-2,537.9508;2,210.1660;-386.7591;714.5439;No
3/1/2024;41;-20.898;-3.4110;-3.4110;132.0000;-9,560.2320;6,826.2480;-2,733.9840;2,580.2753;-464.8101;618.5188;No
3/1/2024;42;-21.086;-3.5194;-3.5194;132.0000;-10,211.7840;7,457.4720;-2,754.3120;2,664.2255;-479.5816;569.6681;No
3/1/2024;43;-32.173;-5.3616;-5.3616;132.0000;-10,319.1000;6,105.2640;-4,213.8360;4,160.7215;-730.6145;783.7290;No
3/1/2024;44;-24.675;-4.1236;-4.1236;132.0000;-9,648.2760;6,379.9560;-3,268.3200;3,182.7488;-561.9147;647.4859;No
3/1/2024;45;2.150;-0.8859;-0.8859;-0.7900;-33.7456;32.1957;-1.5500;704.7539;-124.7710;-578.4329;No
3/1/2024;46;-11.214;-1.6926;-1.6926;132.0000;-4,528.5240;3,015.0120;-1,513.5120;1,338.3064;-238.3875;413.5931;No
3/1/2024;47;-13.273;-2.0599;-2.0599;138.4350;-4,865.0212;2,968.0464;-1,896.9748;1,640.1827;-290.1184;546.9105;No
3/1/2024;48;-15.429;-2.4351;-2.4351;145.2000;-5,172.8952;2,899.4988;-2,273.3964;1,933.4805;-342.9619;682.8778;No
3/1/2024;49;-54.876;-9.4743;-9.4743;167.9400;-12,635.3018;3,387.3498;-9,247.9520;7,422.6939;-1,310.6936;3,135.9517;No
3/1/2024;50;-62.558;-11.3166;-11.3166;145.2000;-12,259.6716;3,146.6292;-9,113.0424;8,710.7136;-1,565.5611;1,967.8899;No
3/1/2024;51;-67.680;-11.8409;-11.8409;145.2000;-12,346.3560;2,487.1308;-9,859.2252;9,144.6816;-1,638.0938;2,352.6374;No
3/1/2024;52;-62.108;-10.8317;-10.8317;145.2000;-11,705.7336;2,658.9024;-9,046.8312;8,322.8328;-1,498.4790;2,222.4774;No
3/1/2024;53;-62.661;-10.8476;-10.8476;145.2000;-12,531.4860;3,404.9400;-9,126.5460;8,338.4952;-1,482.9429;2,270.9937;No
3/1/2024;54;-65.060;-11.2651;-11.2651;145.2000;-11,844.5448;2,383.1676;-9,461.3772;8,626.0104;-1,540.0180;2,375.3848;No
3/1/2024;55;-57.551;-10.1575;-10.1575;145.2000;-11,555.4516;3,187.4304;-8,368.0212;7,653.5844;-1,388.6014;2,103.0382;No
3/1/2024;56;-44.102;-8.1226;-8.1226;145.2000;-9,208.7292;2,795.6808;-6,413.0484;6,076.3524;-1,110.4163;1,447.1123;No
3/1/2024;57;-27.610;-4.8650;-4.8650;145.2000;-11,879.6832;7,860.2568;-4,019.4264;3,663.3798;-659.5189;1,015.5655;No
3/1/2024;58;-26.828;-4.3637;-4.3637;145.2000;-10,997.0124;7,091.5680;-3,905.4444;3,272.4360;-591.5606;1,224.5690;No
3/1/2024;59;-45.283;-7.6787;-7.6787;143.0550;-11,069.3098;4,574.0406;-6,495.2692;5,731.1760;-1,040.9553;1,805.0485;No
3/1/2024;60;-50.241;-8.5604;-8.5604;143.0550;-11,364.2892;4,162.1852;-7,202.1040;6,420.8640;-1,160.4821;1,941.7220;No
3/1/2024;61;-2.837;-0.9125;-0.9125;132.0000;-4,119.0600;3,734.6760;-384.3840;675.1962;-126.7280;-164.0842;No
3/1/2024;62;1.078;-0.2478;-0.2478;0.0000;0.0000;0.0000;0.0000;183.0780;-34.4145;-148.6635;No
3/1/2024;63;0.148;-0.1493;-0.1493;-0.7900;-17.6296;17.5364;-0.0932;109.0082;-20.7348;-88.1802;No
3/1/2024;64;1.253;-0.1335;-0.1335;0.0000;0.0000;0.0000;0.0000;97.6500;-18.5405;-79.1095;No
3/1/2024;65;10.978;-0.0094;-0.0094;-5.0000;-178.6850;124.0750;-54.6100;7.0241;-1.3915;48.9774;No
3/1/2024;66;0.700;-0.2183;-0.2183;-0.7900;-20.4215;19.9033;-0.5182;162.5168;-32.3147;-129.6838;No
3/1/2024;67;-6.295;-1.1728;-1.1728;138.9150;-3,134.4781;2,253.7570;-880.7211;880.0492;-173.6084;174.2803;No
3/1/2024;68;2.093;-0.4394;-0.4394;0.0000;0.0000;0.0000;0.0000;328.7760;-65.0439;-263.7321;No
3/1/2024;69;-51.807;-8.7884;-8.7884;134.0850;-10,343.3169;3,395.0322;-6,948.2847;6,587.6268;-1,418.0083;1,778.6662;No
3/1/2024;70;-35.956;-5.9570;-5.9570;134.0850;-6,827.6082;2,004.7048;-4,822.9034;4,488.3840;-961.1620;1,295.6813;No
3/1/2024;71;-25.636;-4.2173;-4.2173;134.0850;-5,781.7452;2,339.9173;-3,441.8279;3,173.4960;-680.4614;948.7932;No
3/1/2024;72;-17.106;-2.7948;-2.7948;143.4750;-5,316.8966;2,860.1741;-2,456.7224;2,101.4520;-450.9410;806.2114;No
3/1/2024;73;-26.979;-4.5289;-4.5289;152.3400;-7,602.3754;3,489.1954;-4,113.1800;3,428.0960;-778.3730;1,463.4570;No
3/1/2024;74;-32.621;-2.6011;-2.6011;152.3400;-134,704.0552;129,733.9627;-4,970.0925;4,156.2060;-447.0459;1,260.9324;No
3/1/2024;75;-28.758;-4.8252;-4.8252;156.4950;-7,241.6496;2,739.2885;-4,502.3612;3,660.4440;-829.2975;1,671.2146;No
3/1/2024;76;-21.679;-3.6707;-3.6707;152.3400;-7,633.1480;4,329.3505;-3,303.7976;2,756.1970;-630.8759;1,178.4764;No
3/1/2024;77;10.052;-0.2094;-0.2094;-1.0000;-33.4390;23.4070;-10.0320;156.1420;-35.3769;-110.7331;No
3/1/2024;78;3.344;-0.2706;-0.2706;-0.7900;-15.3465;12.7166;-2.6299;201.3137;-45.7162;-152.9675;No
3/1/2024;79;2.143;-0.1971;-0.1971;-0.7900;-13.2609;11.5861;-1.6748;146.5420;-33.2989;-111.5683;No
3/1/2024;80;4.627;-0.0721;-0.0721;-1.0000;-19.3860;14.8090;-4.5770;53.6046;-12.1809;-36.8467;No
3/1/2024;81;-1.347;-0.8112;-0.8112;154.0650;-2,750.3684;2,542.0725;-208.2959;599.9556;-129.7425;-261.9172;No
3/1/2024;82;1.530;-0.2341;-0.2341;-1.0000;-10.9870;9.4730;-1.5140;170.9329;-37.4417;-131.9772;No
3/1/2024;83;3.530;-0.1039;-0.1039;-5.0000;-76.9850;59.4800;-17.5050;73.9877;-16.6177;-39.8650;No
3/1/2024;84;-0.318;-0.3419;-0.3419;132.0000;-2,251.9200;2,208.0960;-43.8240;240.6850;-54.6831;-142.1779;No
3/1/2024;85;-14.587;-2.6364;-2.6364;160.0500;-4,345.8377;2,011.9886;-2,333.8491;1,809.3256;-374.7379;899.2614;No
3/1/2024;86;-5.171;-0.7160;-0.7160;132.0000;-43,279.1040;42,600.2280;-678.8760;703.7094;-101.7722;76.9388;No
3/1/2024;87;-1.728;-0.5710;-0.5710;132.0000;-3,112.6920;2,889.6120;-223.0800;379.7846;-81.1619;-75.5427;No
3/1/2024;88;3.671;-0.0024;-0.0024;-1.0000;-25.1500;21.4520;-3.6980;1.5468;-0.3411;2.4923;No
3/1/2024;89;-4.683;-1.0222;-1.0222;140.1150;-3,294.1037;2,640.0468;-654.0568;649.4245;-126.9511;131.5834;No
3/1/2024;90;-1.674;-0.6629;-0.6629;132.0000;-2,061.3120;1,844.0400;-217.2720;415.1448;-82.3282;-115.5446;No
3/1/2024;91;-7.276;-1.7367;-1.7367;132.0000;-2,755.8960;1,798.3680;-957.5280;1,073.3244;-215.6877;99.8913;No
3/1/2024;92;-2.187;-0.6637;-0.6637;132.0000;-2,671.6800;2,386.9560;-284.7240;401.9693;-82.4276;-34.8177;No
3/1/2024;93;1.632;-0.2979;-0.2979;0.0000;0.0000;0.0000;0.0000;176.6160;-31.7731;-144.8429;No
3/1/2024;94;0.286;-0.8681;-0.8681;-5.0000;-81.9850;80.4650;-1.5200;508.4910;-92.5889;-414.3821;No
3/1/2024;95;0.300;-0.3453;-0.3453;-0.7900;-13.9917;13.7270;-0.2647;201.0398;-36.8287;-163.9465;No
3/1/2024;96;-3.140;-1.1957;-1.1957;132.0000;-2,628.6480;2,214.6960;-413.9520;694.0961;-127.5298;-152.6143;No
3/2/2024;1;-23.034;-4.9921;-4.9921;183.7350;-9,734.2803;5,507.6404;-4,226.6399;2,852.3880;-492.4906;1,866.7426;No
3/2/2024;2;-4.444;-1.1715;-1.1715;184.9950;-8,321.4451;7,501.7322;-819.7128;655.2814;-115.5732;280.0046;No
3/2/2024;3;-2.608;-0.9356;-0.9356;132.0000;-6,144.8640;5,803.7760;-341.0880;517.2764;-92.3007;-83.8877;No
3/2/2024;4;-1.509;-0.8478;-0.8478;132.0000;-9,626.3640;9,432.5880;-193.7760;485.2589;-83.6389;-207.8440;No
3/2/2024;5;-7.620;-1.6549;-1.6549;132.0000;-2,901.4920;1,899.2160;-1,002.2760;897.5467;-145.3101;250.0394;No
3/2/2024;6;3.435;-0.4713;-0.4713;-5.0000;-84.5050;67.2300;-17.2750;249.8916;-41.3830;-191.2336;No
3/2/2024;7;-1.434;-0.9807;-0.9807;132.0000;-2,289.8040;2,104.4760;-185.3280;517.7865;-86.1113;-246.3472;No
3/2/2024;8;4.480;-0.0804;-0.0804;-0.8900;-81.1725;77.1683;-4.0041;47.2274;-7.0596;-36.1637;No
3/2/2024;9;-2.010;-1.0023;-1.0023;132.0000;-1,862.2560;1,598.9160;-263.3400;532.7524;-84.0779;-185.3345;No
3/2/2024;10;4.260;-0.2185;-0.2185;-0.8900;-13.9935;10.1798;-3.8137;114.8261;-18.3289;-92.6836;No
3/2/2024;11;0.737;-0.3281;-0.3281;-0.8900;-15.4495;14.7802;-0.6693;173.2588;-27.5227;-145.0669;No
3/2/2024;12;11.435;-0.1822;-0.1822;-0.8900;-29.9191;19.7411;-10.1780;94.8994;-15.2838;-69.4375;No
3/2/2024;13;2.596;-0.8167;-0.8167;-0.8900;-21.4686;19.1323;-2.3363;500.8600;-68.6600;-429.8638;No
3/2/2024;14;0.520;-0.2730;-0.2730;-0.8900;-15.1736;14.6948;-0.4788;170.5362;-22.9511;-147.1063;No
3/2/2024;15;0.505;-0.3262;-0.3262;-0.8900;-14.0709;13.5912;-0.4797;203.5865;-27.4236;-175.6832;No
3/2/2024;16;3.942;-0.0930;-0.0930;-0.8900;-14.8470;11.3208;-3.5262;57.6421;-7.8185;-46.2974;No
3/2/2024;17;-1.624;-0.8144;-0.8144;132.0000;-1,994.7840;1,782.2640;-212.5200;513.8771;-70.6785;-230.6786;No
3/2/2024;18;2.108;-0.2141;-0.2141;-5.0000;-82.0850;71.4450;-10.6400;134.8746;-18.5809;-105.6537;No
3/2/2024;19;-0.007;-0.3790;-0.3790;132.0000;-1,648.2840;1,650.1320;1.8480;239.3949;-32.8919;-208.3510;No
3/2/2024;20;-3.119;-1.1447;-1.1447;132.0000;-2,804.0760;2,395.6680;-408.4080;719.0122;-99.3439;-211.2603;No
3/2/2024;21;-10.868;-2.6411;-2.6411;132.0000;-4,960.8240;3,528.6240;-1,432.2000;1,459.1902;-243.2717;216.2815;No
3/2/2024;22;-1.953;-0.7026;-0.7026;132.0000;-2,466.0240;2,211.5280;-254.4960;381.0788;-64.7165;-61.8663;No
3/2/2024;23;-2.423;-0.7781;-0.7781;132.0000;-2,482.9200;2,164.2720;-318.6480;424.8805;-71.6708;-34.5617;No
3/2/2024;24;-0.160;-0.6978;-0.6978;132.0000;-2,485.8240;2,465.8920;-19.9320;379.8502;-64.2744;-295.6438;No
3/2/2024;25;0.892;-0.8841;-0.8841;-5.0000;-117.8800;113.2550;-4.6250;495.9730;-94.9691;-396.3789;No
3/2/2024;26;2.246;-0.2839;-0.2839;-2.9900;-49.1616;42.3862;-6.7753;161.4818;-30.4963;-124.2102;No
3/2/2024;27;-0.625;-0.6323;-0.6323;129.0000;-2,171.5860;2,093.0250;-78.5610;363.7678;-67.9210;-217.2858;No
3/2/2024;28;-0.566;-0.3707;-0.3707;129.0000;-4,320.8550;4,249.1310;-71.7240;221.5103;-39.8202;-109.9661;No
3/2/2024;29;6.239;-0.1669;-0.1669;-5.0000;-130.3250;99.0900;-31.2350;97.5566;-21.4468;-44.8748;No
3/2/2024;30;1.388;-0.4322;-0.4322;-0.8900;-14.0344;12.7857;-1.2487;259.7582;-55.5381;-202.9714;No
3/2/2024;31;-1.039;-0.4735;-0.4735;129.0000;-1,835.7990;1,700.9940;-134.8050;288.5050;-60.8452;-92.8548;No
3/2/2024;32;-2.299;-0.6750;-0.6750;129.0000;-2,430.1020;2,130.0480;-300.0540;416.1224;-86.7382;-29.3302;No
3/2/2024;33;-3.212;-1.2157;-1.2157;132.0000;-2,970.6600;2,545.2240;-425.4360;766.2674;-184.5822;-156.2492;No
3/2/2024;34;0.111;-0.5531;-0.5531;-0.8900;-16.9002;16.8557;-0.0445;354.8204;-83.9783;-270.7976;No
3/2/2024;35;-8.824;-1.8817;-1.8817;129.0000;-2,678.5560;1,532.0040;-1,146.5520;1,252.5111;-285.7023;179.7432;No
3/2/2024;36;-8.238;-1.5841;-1.5841;129.0000;-3,891.0270;2,816.3280;-1,074.6990;1,071.4501;-240.5171;243.7660;No
3/2/2024;37;-15.125;-2.8694;-2.8694;132.0000;-5,012.3040;3,004.1880;-2,008.1160;1,972.2864;-498.6501;534.4797;No
3/2/2024;38;-5.890;-1.1679;-1.1679;129.0000;-4,619.3610;3,850.1340;-769.2270;806.7838;-202.9600;165.4032;No
3/2/2024;39;-9.823;-1.9429;-1.9429;129.0000;-5,344.7280;4,066.9830;-1,277.7450;1,353.8550;-337.6410;261.5310;No
3/2/2024;40;-10.043;-1.8337;-1.8337;129.0000;-5,373.3660;4,074.5940;-1,298.7720;1,289.2536;-318.6641;328.1825;No
3/2/2024;41;-2.580;-1.0643;-1.0643;132.0000;-3,425.4000;3,073.6200;-351.7800;737.1105;-198.9879;-186.3426;No
3/2/2024;42;-3.752;-1.0665;-1.0665;129.0000;-2,842.2570;2,340.0600;-502.1970;740.2006;-199.3992;-38.6044;No
3/2/2024;43;-2.905;-0.7498;-0.7498;129.0000;-3,391.9260;2,994.0900;-397.8360;532.6838;-140.1871;5.3393;No
3/2/2024;44;3.027;-0.5332;-0.5332;-5.0000;-144.3450;130.2700;-14.0750;380.9040;-99.6903;-267.1387;No
3/2/2024;45;1.491;-0.7812;-0.7812;-5.0000;-136.2400;130.1600;-6.0800;624.6322;-153.6409;-464.9113;No
3/2/2024;46;1.526;-0.2419;-0.2419;-2.9900;-50.4772;46.6261;-3.8511;196.2260;-47.5752;-144.7997;No
3/2/2024;47;1.685;-0.4185;-0.4185;-5.0000;-90.0800;83.4500;-6.6300;339.0348;-82.3077;-250.0971;No
3/2/2024;48;-4.774;-1.0266;-1.0266;129.0000;-2,799.0420;2,139.8520;-659.1900;835.2438;-201.9045;25.8507;No
3/2/2024;49;-8.948;-1.5094;-1.5094;137.1450;-4,090.8982;2,834.6500;-1,256.2482;1,203.3900;-281.8442;334.7024;No
3/2/2024;50;-2.638;-0.4819;-0.4819;129.0000;-2,552.3940;2,182.8090;-369.5850;380.6835;-89.9833;78.8848;No
3/2/2024;51;-5.427;-0.9908;-0.9908;129.0000;-3,177.2700;2,424.6840;-752.5860;782.0007;-185.0081;155.5934;No
3/2/2024;52;-6.414;-1.1219;-1.1219;129.0000;-2,871.0240;2,013.1740;-857.8500;880.0389;-209.4879;187.2990;No
3/2/2024;53;-14.812;-2.4242;-2.4242;132.0000;-4,587.5280;2,601.1920;-1,986.3360;1,952.1330;-422.1114;456.3144;No
3/2/2024;54;-19.642;-3.2415;-3.2415;132.0000;-4,671.6120;2,059.0680;-2,612.5440;2,609.8440;-564.4229;567.1229;No
3/2/2024;55;-3.633;-1.0387;-1.0387;129.0000;-3,867.0330;3,381.2190;-485.8140;824.8260;-180.8626;-158.1494;No
3/2/2024;56;-8.042;-1.5473;-1.5473;129.0000;-3,996.0330;2,946.2310;-1,049.8020;1,214.7539;-269.4221;104.4702;No
3/2/2024;57;-8.532;-2.2452;-2.2452;129.0000;-3,588.0060;2,478.0900;-1,109.9160;1,569.7042;-367.7301;-92.0581;No
3/2/2024;58;-0.893;-0.8916;-0.8916;129.0000;-2,995.8960;2,871.6690;-124.2270;600.7327;-146.0307;-330.4750;No
3/2/2024;59;-1.552;-0.4756;-0.4756;129.0000;-3,419.2740;3,210.0360;-209.2380;319.0170;-77.8961;-31.8829;No
3/2/2024;60;-0.670;-0.6914;-0.6914;129.0000;-3,169.5300;3,069.6840;-99.8460;459.0016;-113.2409;-245.9147;No
3/2/2024;61;4.729;-0.3068;-0.3068;-5.0000;-123.6700;100.3950;-23.2750;198.2605;-47.8780;-127.1075;No
3/2/2024;62;-2.328;-0.7241;-0.7241;129.0000;-2,611.0890;2,304.8430;-306.2460;469.4755;-113.0001;-50.2294;No
3/2/2024;63;-2.266;-0.5561;-0.5561;129.0000;-2,397.2070;2,104.3770;-292.8300;359.5275;-86.7827;20.0852;No
3/2/2024;64;-3.747;-0.8891;-0.8891;132.0000;-2,758.6680;2,265.9120;-492.7560;573.1362;-138.7494;58.3692;No
3/2/2024;65;0.342;-0.4379;-0.4379;-0.8900;-22.7368;22.4040;-0.3329;290.0126;-69.6953;-219.9845;No
3/2/2024;66;-4.483;-0.9352;-0.9352;129.0000;-3,156.7590;2,579.3550;-577.4040;625.5255;-148.8446;100.7231;No
3/2/2024;67;-2.994;-0.8466;-0.8466;132.0000;-2,593.0080;2,198.8560;-394.1520;563.5234;-134.7432;-34.6282;No
3/2/2024;68;-4.607;-1.2544;-1.2544;150.5850;-3,676.2316;2,988.2087;-688.0229;836.2065;-199.6478;51.4642;No
3/2/2024;69;4.616;-0.2516;-0.2516;-5.0000;-158.2700;135.0750;-23.1950;166.9220;-42.1858;-101.5412;No
3/2/2024;70;-1.591;-0.6606;-0.6606;133.2600;-3,098.4283;2,890.0096;-208.4186;441.5203;-110.7628;-122.3389;No
3/2/2024;71;-5.918;-1.2529;-1.2529;140.6700;-3,697.2296;2,868.9647;-828.2650;845.8299;-210.0737;192.5088;No
3/2/2024;72;-8.159;-1.4067;-1.4067;187.1400;-5,248.5284;3,722.9632;-1,525.5653;956.1930;-235.8614;805.2337;No
3/2/2024;73;-2.418;-1.1247;-1.1247;152.0700;-3,076.3761;2,715.3619;-361.0142;771.7096;-199.4610;-211.2344;No
3/2/2024;74;-3.980;-0.8048;-0.8048;185.0400;-4,736.8390;4,006.1160;-730.7230;559.6020;-142.7281;313.8490;No
3/2/2024;75;-2.872;-0.7668;-0.7668;146.3100;-3,607.1267;3,191.4600;-415.6667;531.8021;-135.9889;19.8535;No
3/2/2024;76;-2.707;-0.7780;-0.7780;146.3100;-3,046.0279;2,653.1855;-392.8424;534.7353;-137.9752;-3.9178;No
3/2/2024;77;-0.707;-0.9573;-0.9573;177.0300;-4,192.7785;4,076.4698;-116.3087;648.3705;-164.4460;-367.6158;No
3/2/2024;78;-3.926;-0.9611;-0.9611;149.9700;-3,650.1198;3,065.6867;-584.4331;654.7891;-165.0987;94.7427;No
3/2/2024;79;-4.208;-1.1732;-1.1732;149.9700;-3,032.2434;2,406.2687;-625.9748;794.9430;-201.5335;32.5652;No
3/2/2024;80;1.448;-0.5317;-0.5317;-5.0000;-89.8950;82.4800;-7.4150;356.9465;-91.3360;-258.1955;No
3/2/2024;81;-10.673;-2.7655;-2.7655;153.0000;-4,578.6780;2,951.0640;-1,627.6140;1,852.6100;-457.5271;232.5311;No
3/2/2024;82;-2.558;-0.9276;-0.9276;138.4350;-2,701.4206;2,350.9032;-350.5174;614.2453;-153.4631;-110.2648;No
3/2/2024;83;-2.584;-0.7448;-0.7448;134.5050;-2,521.2962;2,180.0570;-341.2392;485.1125;-123.2205;-20.6529;No
3/2/2024;84;-3.381;-0.9561;-0.9561;134.5050;-2,538.6474;2,087.6521;-450.9953;610.7925;-158.1781;-1.6191;No
3/2/2024;85;-7.326;-1.5168;-1.5168;189.1950;-5,557.9815;4,195.9667;-1,362.0148;945.2520;-227.7460;644.5088;No
3/2/2024;86;-3.117;-0.9546;-0.9546;132.0000;-2,949.9360;2,543.6400;-406.2960;587.4027;-143.3322;-37.7745;No
3/2/2024;87;-5.675;-1.4603;-1.4603;132.0000;-2,904.9240;2,157.1440;-747.7800;903.9360;-219.2626;63.1066;No
3/2/2024;88;-3.056;-0.8624;-0.8624;132.0000;-2,784.6720;2,386.4280;-398.2440;524.8320;-129.4885;2.9005;No
3/2/2024;89;-1.733;-0.8990;-0.8990;138.6150;-4,053.3798;3,815.5165;-237.8633;531.1680;-117.0426;-176.2621;No
3/2/2024;90;-2.165;-0.7766;-0.7766;132.0000;-2,628.5160;2,346.1680;-282.3480;451.0799;-101.1071;-67.6248;No
3/2/2024;91;-4.762;-1.3644;-1.3644;132.0000;-3,341.0520;2,717.3520;-623.7000;786.4427;-177.6340;14.8913;No
3/2/2024;92;-4.537;-1.4526;-1.4526;132.0000;-2,984.9160;2,388.5400;-596.3760;824.7034;-189.1169;-39.2105;No
3/2/2024;93;-6.253;-1.6061;-1.6061;132.0000;-3,396.4920;2,574.7920;-821.7000;881.7047;-178.6449;118.6402;No
3/2/2024;94;-3.671;-1.2686;-1.2686;132.0000;-2,554.0680;2,072.9280;-481.1400;685.8513;-141.1051;-63.6062;No
3/2/2024;95;-1.002;-0.6661;-0.6661;132.0000;-2,395.8000;2,269.8720;-125.9280;362.3775;-74.0896;-162.3599;No
3/2/2024;96;-0.383;-0.6978;-0.6978;132.0000;-2,147.2440;2,098.8000;-48.4440;376.5429;-77.6156;-250.4833;No
