Dátum;Zúčtovacia perióda;Veľkosť odchýlky sústavy (MWh);Zúčtovacia cena PNRE (EUR/MWh);Cena za PRE (EUR/MWh);Cena odchýlky sústavy (EUR/MWh);Zúčtovacia cena odchýlky (EUR/MWh);Platba SZ za odchýlku (EUR);Platba OKTE za odchýlku (EUR);Platba za odchýlku sústavy (EUR);Celkové náklady na RE (EUR);Platba za PRE (EUR);Saldo výnosov a nákladov za odchýlky a RE (EUR);Zúčtovanie v zvláštnom režime
2.7.2025;1;-9,616;-1,4534;-1,4534;64,5513;200,7814;-4186,4930;19194,3003;15007,8073;674,2656;-59,0996;-15622,9733;Nie
2.7.2025;2;4,569;0,1904;0,1904;17,9259;17,9259;-345,0198;1872,8443;1527,8245;-87,1735;7,7422;-1448,3932;Nie
2.7.2025;3;11,335;-0,3437;-0,3437;-14,8836;-14,8836;-1626,6138;303,5659;-1323,0479;157,5670;-13,9759;1179,4567;Nie
2.7.2025;4;22,763;-2,2606;-2,2606;-49,5000;-49,5000;-6069,9375;1195,9200;-4874,0175;1030,2079;-91,9228;3935,7324;Nie
2.7.2025;5;-1,106;0,3278;0,3278;102,0341;172,0746;-4279,1512;16836,1230;12556,9719;-146,4181;11,3180;-12421,8717;Nie
2.7.2025;6;0,567;-0,0128;-0,0128;84,4792;84,4792;-1614,0596;7794,0510;6179,9914;5,6469;-0,4419;-6185,1964;Nie
2.7.2025;7;1,899;0,4011;0,4011;81,3689;81,3689;-1735,8427;7756,9786;6021,1359;-177,1858;13,8488;-5857,7988;Nie
2.7.2025;8;4,048;0,7624;0,7624;76,9071;76,9071;-1623,2782;7403,8465;5780,5684;-334,3255;26,3234;-5472,5662;Nie
2.7.2025;9;-3,907;-1,6438;-1,6438;154,9717;175,8720;-4413,3320;15981,4886;11568,1567;713,9409;-52,8942;-12229,2034;Nie
2.7.2025;10;2,527;0,4179;0,4179;100,3959;92,5400;-1824,0559;8502,4827;6678,4267;-179,4505;13,4472;-6512,4234;Nie
2.7.2025;11;2,224;0,2833;0,2833;79,3505;79,3505;-1439,3387;7121,5487;5682,2100;-122,0069;9,1160;-5569,3191;Nie
2.7.2025;12;3,397;0,7204;0,7204;88,3497;88,3497;-1809,6669;8232,3367;6422,6698;-308,9265;23,1810;-6136,9243;Nie
2.7.2025;13;-2,702;-0,6220;-0,6220;142,9315;171,4953;-4057,4073;15442,6373;11385,2300;268,1919;-19,5041;-11633,9178;Nie
2.7.2025;14;0,360;-0,2294;-0,2294;122,3532;92,0800;-2002,0954;8360,8640;6358,7686;98,9407;-7,1933;-6450,5160;Nie
2.7.2025;15;-0,440;-0,0416;-0,0416;137,2713;171,4953;-3971,4882;15709,9985;11738,5103;17,9133;-1,3045;-11755,1191;Nie
2.7.2025;16;-0,123;-0,4270;-0,4270;140,9282;171,4953;-3844,7531;15682,5592;11837,8061;183,2550;-13,3894;-12007,6716;Nie
2.7.2025;17;2,715;0,9338;0,9338;135,6929;90,8100;-1828,6410;8478,0216;6649,3806;-403,3456;30,6398;-6276,6749;Nie
2.7.2025;18;-0,284;-0,5001;-0,5001;64,2981;169,3012;-3655,0436;15646,6476;11991,6040;218,8634;-16,4093;-12194,0581;Nie
2.7.2025;19;0,929;0,3260;0,3260;101,5737;90,8100;-1734,6526;8305,6642;6571,0116;-141,3314;10,6967;-6440,3769;Nie
2.7.2025;20;-1,723;-0,7004;-0,7004;91,9462;169,3012;-3859,2209;15713,3523;11854,1314;307,4074;-22,9815;-12138,5573;Nie
2.7.2025;21;11,620;0,7290;0,7290;29,6909;29,6909;-554,2103;3072,1174;2517,9071;-325,4084;26,6727;-2219,1713;Nie
2.7.2025;22;11,879;1,7543;1,7543;70,1668;70,1668;-1064,6409;7098,9155;6034,2746;-790,2575;64,1863;-5308,2035;Nie
2.7.2025;23;4,620;0,7837;0,7837;71,3598;71,3598;-1075,2495;6816,3595;5741,1100;-357,5032;28,6740;-5412,2808;Nie
2.7.2025;24;4,411;-0,0564;-0,0564;18,3167;18,3167;-276,6921;1771,6279;1494,9358;26,2164;-2,0636;-1519,0886;Nie
2.7.2025;25;13,605;3,2268;3,2268;108,8986;108,8986;-3855,1193;14237,7297;10382,6103;-1601,3421;132,4505;-8913,7187;Nie
2.7.2025;26;7,831;0,9711;0,9711;98,6644;98,6644;-2795,4584;11995,1244;9199,6660;-501,9629;39,8607;-8737,5638;Nie
2.7.2025;27;-1,732;-0,2541;-0,2541;46,3072;177,0969;-4232,2617;19439,9267;15207,6650;134,6120;-10,4300;-15331,8470;Nie
2.7.2025;28;1,903;0,0945;0,0945;59,5420;59,5420;-1480,4523;6970,7606;5490,3083;-50,8766;3,8789;-5443,3106;Nie
2.7.2025;29;2,548;0,3694;0,3694;79,0322;79,0322;-2696,9738;10173,6570;7476,6832;-203,3281;17,5679;-7290,9230;Nie
2.7.2025;30;5,796;0,3903;0,3903;46,8029;46,8029;-1241,3065;5925,5748;4684,2682;-218,4455;18,5619;-4484,3846;Nie
2.7.2025;31;6,085;0,0683;0,0683;9,1317;9,1317;-237,2050;1169,0311;931,8261;-38,3373;3,2482;-896,7370;Nie
2.7.2025;32;8,501;0,3663;0,3663;26,2795;26,2795;-721,1883;3484,9245;2763,7362;-206,6442;17,4205;-2574,5125;Nie
2.7.2025;33;6,317;0,7005;0,7005;65,5651;65,5651;-2259,9634;8984,3857;6724,4222;-405,7170;37,5342;-6356,2394;Nie
2.7.2025;34;10,635;-0,2704;-0,2704;-15,6251;-15,6251;-2081,7477;390,8931;-1690,8546;158,0261;-14,4886;1547,3170;Nie
2.7.2025;35;5,418;-0,2130;-0,2130;-13,5867;-13,5867;-1758,5266;341,4338;-1417,0928;126,6904;-11,4130;1301,8154;Nie
2.7.2025;36;7,327;-1,0464;-1,0464;-53,4417;-53,4417;-7446,8871;1741,0771;-5705,8100;628,7381;-56,0682;5133,1401;Nie
2.7.2025;37;1,072;1,3548;1,3548;110,2221;78,4948;-2494,4078;10494,2838;7999,8760;-819,4153;77,4675;-7257,9282;Nie
2.7.2025;38;5,948;0,2276;0,2276;88,6027;72,9252;-1915,5262;9738,8688;7823,3425;-138,3044;13,0142;-7698,0523;Nie
2.7.2025;39;9,537;-0,3950;-0,3950;-28,9520;-28,9520;-4032,9846;823,2212;-3209,7635;241,4804;-22,5861;2990,8692;Nie
2.7.2025;40;14,923;-1,2429;-1,2429;-47,5598;-47,5598;-7401,1134;1846,0812;-5555,0322;787,6034;-71,0690;4838,4978;Nie
2.7.2025;41;4,433;0,4385;0,4385;70,2923;38,7560;-1169,5398;5266,9792;4097,4393;-310,6643;25,8031;-3812,5781;Nie
2.7.2025;42;9,218;0,7532;0,7532;56,0387;38,7560;-1054,1244;5346,5065;4292,3820;-534,6043;44,3213;-3802,0990;Nie
2.7.2025;43;6,562;0,5087;0,5087;60,2887;38,7560;-1072,5723;5287,8299;4215,2576;-364,8614;29,9339;-3880,3301;Nie
2.7.2025;44;5,121;-0,0844;-0,0844;-5,7420;-5,7420;-808,1176;185,2312;-622,8864;60,6714;-4,9664;567,1815;Nie
2.7.2025;45;14,417;-0,0060;-0,0060;0,1628;0,1628;-4,1641;23,5915;19,4274;4,4165;-0,3690;-23,4749;Nie
2.7.2025;46;8,682;-0,0017;-0,0017;0,2517;0,2517;-6,7743;35,2969;28,5226;1,2893;-0,1046;-29,7074;Nie
2.7.2025;47;3,206;0,0587;0,0587;20,0271;15,4476;-395,9992;2090,7554;1694,7562;-43,9970;3,6105;-1654,3697;Nie
2.7.2025;48;2,561;-0,0324;-0,0324;2,1563;2,1563;-61,0535;300,2216;239,1682;24,2889;-1,9928;-261,4642;Nie
2.7.2025;49;6,843;-0,0358;-0,0358;-4,1009;-14,6401;-2124,3810;424,1530;-1700,2280;26,9390;-2,1963;1675,4853;Nie
2.7.2025;50;2,114;0,0033;0,0033;6,2425;-14,6401;-2113,6937;477,4722;-1636,2215;-2,4980;0,2024;1638,5170;Nie
2.7.2025;51;0,711;-0,0116;-0,0116;19,4691;-14,6401;-2086,7852;467,7366;-1619,0487;8,7911;-0,7116;1610,9692;Nie
2.7.2025;52;4,134;-0,0555;-0,0555;-7,7000;-12,3789;-1761,2328;350,7438;-1410,4890;41,6309;-3,4048;1372,2629;Nie
2.7.2025;53;-3,199;0,0156;0,0156;-4,8488;50,3700;-1411,3674;6871,7776;5460,4102;-11,7539;0,9547;-5449,6111;Nie
2.7.2025;54;0,223;-0,0371;-0,0371;-15,5938;-15,5938;-2178,2044;448,5245;-1729,6799;27,7508;-2,2706;1704,1996;Nie
2.7.2025;55;1,532;-0,0132;-0,0132;0,0273;0,0273;-0,8593;3,9015;3,0422;9,8191;-0,8079;-12,0534;Nie
2.7.2025;56;-0,737;-0,1032;-0,1032;5,8389;50,3700;-1762,3456;7367,0155;5604,6699;76,1185;-6,3159;-5674,4725;Nie
2.7.2025;57;3,526;-0,0498;-0,0498;-7,3962;-7,3962;-1060,8370;215,1259;-845,7111;36,5274;-2,9289;812,1126;Nie
2.7.2025;58;6,831;-0,0272;-0,0272;-2,9629;-2,9629;-420,5748;74,3718;-346,2030;19,8514;-1,5997;327,9514;Nie
2.7.2025;59;3,812;0,0391;0,0391;8,8901;8,8901;-226,2086;1239,5289;1013,3203;-28,4783;2,2996;-987,1416;Nie
2.7.2025;60;-1,435;-0,0779;-0,0779;35,8328;84,0600;-2454,2158;11645,9246;9191,7088;56,5867;-4,5816;-9243,7139;Nie
2.7.2025;61;9,053;0,3268;0,3268;29,5840;29,5840;-770,7815;4357,3978;3586,6162;-229,6376;19,5747;-3376,5533;Nie
2.7.2025;62;-0,058;0,0115;0,0115;10,8378;112,2939;-3087,2962;15792,4526;12705,1564;-8,0130;0,6888;-12697,8323;Nie
2.7.2025;63;1,433;0,1865;0,1865;75,8459;72,2800;-1512,7481;9879,8809;8367,1328;-129,2513;11,1710;-8249,0525;Nie
2.7.2025;64;5,163;0,3000;0,3000;39,2899;39,2899;-1130,0168;5852,5842;4722,5674;-202,9493;17,9694;-4537,5875;Nie
2.7.2025;65;20,540;-0,6566;-0,6566;-20,6485;-20,6485;-3383,4219;566,9252;-2816,4967;393,9042;-42,0349;2464,6274;Nie
2.7.2025;66;4,365;0,3409;0,3409;47,9417;47,9417;-1312,5479;7178,1669;5865,6191;-202,5139;21,8241;-5684,9292;Nie
2.7.2025;67;-8,739;-1,1286;-1,1286;86,1632;132,8986;-3691,7902;18416,5564;14724,7662;673,8009;-72,2518;-15326,3152;Nie
2.7.2025;68;-12,915;-1,8201;-1,8201;76,5803;134,1318;-4608,2321;18999,9036;14391,6715;1086,3435;-116,5210;-15361,4940;Nie
2.7.2025;69;10,168;0,3608;0,3608;18,4914;18,4914;-515,9286;2944,9773;2429,0488;-216,0178;23,6566;-2236,6876;Nie
2.7.2025;70;-0,358;-0,0471;-0,0471;61,5821;167,0918;-3593,3092;23901,1453;20307,8361;28,2529;-3,0882;-20333,0008;Nie
2.7.2025;71;-2,785;-0,1463;-0,1463;27,9340;167,0918;-3198,8054;23217,2385;20018,4331;87,1347;-9,5925;-20095,9753;Nie
2.7.2025;72;-13,846;-1,1157;-1,1157;47,4293;167,0918;-4788,5168;23120,3253;18331,8085;664,4586;-73,1531;-18923,1140;Nie
2.7.2025;73;12,557;-0,4212;-0,4212;-33,4605;-33,4605;-5435,4240;803,6208;-4631,8032;247,8512;-28,7233;4412,6753;Nie
2.7.2025;74;-0,906;0,1383;0,1383;45,0296;243,6300;-6269,0872;37069,2790;30800,1919;-81,7327;9,4312;-30727,8904;Nie
2.7.2025;75;-10,666;-1,6815;-1,6815;133,9763;244,1084;-8015,5434;36808,8615;28793,3181;1008,3918;-114,6682;-29687,0417;Nie
2.7.2025;76;-15,483;-5,7933;-5,7933;227,5593;250,9987;-9747,5345;38445,4709;28697,9364;3504,8426;-395,0683;-31807,7107;Nie
2.7.2025;77;-3,882;-1,5844;-1,5844;136,6520;528,8550;-12653,9136;79416,5688;66762,6552;958,6033;-112,7538;-67608,5047;Nie
2.7.2025;78;-1,224;-0,2920;-0,2920;117,4479;528,8550;-12746,4632;81045,9710;68299,5078;175,3906;-20,7802;-68454,1183;Nie
2.7.2025;79;-3,175;-0,7701;-0,7701;81,4816;528,8550;-14313,4606;81885,7928;67572,3322;464,9828;-54,8042;-67982,5108;Nie
2.7.2025;80;-7,650;-1,3251;-1,3251;108,0110;528,8550;-16271,2818;81841,8978;65570,6160;798,0238;-94,3007;-66274,3391;Nie
2.7.2025;81;-0,885;-0,3479;-0,3479;102,2796;586,5900;-15804,4944;92555,1032;76750,6088;207,4384;-26,0438;-76932,0034;Nie
2.7.2025;82;3,432;0,4069;0,4069;76,2848;76,2848;-1698,9388;11890,5881;10191,6493;-241,5466;30,4605;-9980,5632;Nie
2.7.2025;83;8,257;0,8603;0,8603;75,1791;75,1791;-1478,0963;11804,0208;10325,9246;-506,4694;64,4021;-9883,8572;Nie
2.7.2025;84;17,398;1,2191;1,2191;38,9755;38,9755;-790,9688;6446,3528;5655,3840;-714,4568;91,2618;-5032,1891;Nie
2.7.2025;85;1,919;0,5841;0,5841;99,3198;99,3198;-1591,2025;14396,8023;12805,5998;-334,8431;42,4033;-12513,1600;Nie
2.7.2025;86;-0,468;-0,1595;-0,1595;76,9187;295,8000;-4800,5382;41712,2370;36911,6988;90,2537;-11,5791;-36990,3734;Nie
2.7.2025;87;3,741;0,0986;0,0986;52,7303;52,7303;-887,2928;7560,2595;6672,9667;-55,9483;7,1580;-6624,1764;Nie
2.7.2025;88;15,895;1,5167;1,5167;48,4218;48,4218;-955,4105;7497,7284;6542,3178;-839,4077;110,1064;-5813,0165;Nie
2.7.2025;89;-17,137;-5,1642;-5,1642;196,2535;204,3300;-3411,0850;23631,1732;20220,0881;2804,4006;-322,2719;-22702,2168;Nie
2.7.2025;90;0,330;0,0106;0,0106;46,9253;46,9253;-551,3253;5804,7535;5253,4281;-5,6529;0,6615;-5248,4367;Nie
2.7.2025;91;8,590;0,1923;0,1923;37,6812;37,6812;-630,6702;4974,1822;4343,5119;-102,4140;12,0005;-4253,0984;Nie
2.7.2025;92;19,179;2,0759;2,0759;55,8493;55,8493;-1041,5336;7789,9162;6748,3826;-1100,1459;129,5465;-5777,7833;Nie
2.7.2025;93;-4,760;-1,3404;-1,3404;144,7809;167,6550;-3146,5490;18848,9487;15702,3996;691,3571;-66,1635;-16327,5933;Nie
2.7.2025;94;-3,285;-1,1692;-1,1692;167,6643;167,6643;-3341,2142;18635,3840;15294,1698;589,6444;-57,7129;-15826,1013;Nie
2.7.2025;95;5,335;0,9688;0,9688;75,1672;75,1672;-1522,7371;8743,5239;7220,7867;-481,1812;47,8209;-6787,4265;Nie
2.7.2025;96;3,325;0,4228;0,4228;47,9118;47,9118;-1181,8883;5687,0348;4505,1466;-210,8338;20,8698;-4315,1826;Nie
3.7.2025;1;-27,626;-13,3132;-13,3132;364,2953;364,2953;-17668,3221;6896,4743;-10771,8477;7740,4509;-909,6244;3941,0212;Nie
3.7.2025;2;-10,518;-1,7405;-1,7405;78,6756;148,7700;-3771,4683;1920,4719;-1850,9963;981,4240;-118,9197;988,4920;Nie
3.7.2025;3;4,032;0,4706;0,4706;77,8344;77,8344;-1284,5011;1452,6234;168,1223;-259,3654;32,1537;59,0894;Nie
3.7.2025;4;0,232;-0,2532;-0,2532;42,0600;42,0600;-931,4187;862,9871;-68,4316;138,5867;-17,2999;-52,8552;Nie
3.7.2025;5;-15,450;-1,7527;-1,7527;58,3568;163,4487;-4957,0722;2145,1007;-2811,9714;950,8452;-102,0790;1963,2052;Nie
3.7.2025;6;-6,384;-0,5928;-0,5928;46,7797;129,6900;-2889,2338;1840,9496;-1048,2843;316,6585;-34,5253;766,1510;Nie
3.7.2025;7;-0,072;-0,0397;-0,0397;25,6926;129,6900;-2115,2439;1883,6176;-231,6263;20,9560;-2,3122;212,9825;Nie
3.7.2025;8;4,201;0,2113;0,2113;31,8758;31,8758;-612,4935;690,6848;78,1913;-110,8650;12,3063;20,3673;Nie
3.7.2025;9;-3,329;-1,0247;-1,0247;130,2786;130,2786;-2387,8765;1724,1070;-663,7695;559,0560;-55,2006;159,9141;Nie
3.7.2025;10;-2,161;-0,4580;-0,4580;111,8837;126,2288;-2084,9211;1583,6665;-501,2546;249,0650;-24,6725;276,8620;Nie
3.7.2025;11;-0,802;-0,2114;-0,2114;99,4857;126,2288;-1997,6970;1672,0267;-325,6703;114,6022;-11,3881;222,4562;Nie
3.7.2025;12;2,630;0,3804;0,3804;120,8233;79,0000;-1054,0180;1123,1430;69,1250;-205,1900;20,4921;115,5729;Nie
3.7.2025;13;1,505;-0,0635;-0,0635;39,3331;39,3331;-641,7982;631,6109;-10,1873;34,3244;-3,3324;-20,8048;Nie
3.7.2025;14;1,984;0,1685;0,1685;56,9500;56,9500;-884,7183;896,9056;12,1873;-91,0481;8,8425;70,0183;Nie
3.7.2025;15;3,610;0,3895;0,3895;56,9500;56,9500;-949,4135;1053,5181;104,1046;-210,0166;20,4402;85,4718;Nie
3.7.2025;16;-0,424;-0,0755;-0,0755;58,1910;118,3950;-1998,7444;1736,4995;-262,2449;40,9272;-3,9621;225,2798;Nie
3.7.2025;17;4,626;0,0546;0,0546;20,0560;20,0560;-283,0904;340,3904;57,3000;-28,3966;3,0049;-31,9083;Nie
3.7.2025;18;5,773;0,2592;0,2592;22,8125;22,8125;-335,5034;425,7041;90,2006;-135,0006;14,2651;30,5349;Nie
3.7.2025;19;2,864;0,0670;0,0670;15,2331;15,2331;-228,9840;244,7045;15,7206;-35,0848;3,6873;15,6769;Nie
3.7.2025;20;3,712;-0,0065;-0,0065;10,3837;10,3837;-181,3825;200,9142;19,5317;3,4038;-0,3577;-22,5778;Nie
