Dátum;Zúčtovacia perióda;Veľkosť odchýlky sústavy (MWh);Zúčtovacia cena PNRE (EUR/MWh);Cena za PRE (EUR/MWh);Cena odchýlky sústavy (EUR/MWh);Zúčtovacia cena odchýlky (EUR/MWh);Platba SZ za odchýlku (EUR);Platba OKTE za odchýlku (EUR);Platba za odchýlku sústavy (EUR);Celkové náklady na RE (EUR);Platba za PRE (EUR);Saldo výnosov a nákladov za odchýlky a RE (EUR);Zúčtovanie v zvláštnom režime
1.5.2025;1;-10,052;-1,2094;-1,2094;81,8185;148,4700;-4975,8236;3480,4337;-1495,3898;664,2727;-83,2829;914,4001;Nie
1.5.2025;2;-10,373;-1,9486;-1,9486;93,4429;148,4700;-4612,3690;3067,5387;-1544,8304;1061,0296;-134,1864;617,9872;Nie
1.5.2025;3;-9,763;-1,7810;-1,7810;128,9017;148,4700;-4013,5895;2559,7713;-1453,8182;954,1590;-122,6450;622,3042;Nie
1.5.2025;4;-10,811;-1,6645;-1,6645;73,6883;148,4700;-4157,7539;2548,0421;-1609,7117;880,0260;-114,6225;844,3082;Nie
1.5.2025;5;-18,015;-1,4332;-1,4332;130,2368;139,8450;-103103,3833;100580,2998;-2523,0835;1756,1230;-85,7527;852,7131;Nie
1.5.2025;6;-15,071;-4,0021;-4,0021;156,7134;156,7134;-5316,1887;2949,3462;-2366,8425;2075,5147;-239,4576;530,7854;Nie
1.5.2025;7;-10,338;-2,2346;-2,2346;112,4522;139,8450;-3636,6692;2189,2735;-1447,3958;1139,6513;-133,7028;441,4473;Nie
1.5.2025;8;-4,973;-0,9055;-0,9055;92,5766;139,8450;-3134,7655;2433,5827;-701,1828;456,5719;-54,1788;298,7897;Nie
1.5.2025;9;-11,800;-1,8915;-1,8915;83,7861;137,5500;-3889,2263;2262,9726;-1626,2537;967,9960;-106,2683;764,5259;Nie
1.5.2025;10;-4,438;-0,5997;-0,5997;63,1015;137,5500;-3068,4654;2451,6912;-616,7742;302,7888;-33,6923;347,6777;Nie
1.5.2025;11;-7,433;-0,3631;-0,3631;22,3784;137,5500;-3453,3303;2424,8690;-1028,4614;182,5091;-20,3997;866,3519;Nie
1.5.2025;12;-9,025;-0,8378;-0,8378;46,9234;137,5500;-3271,4892;2026,5242;-1244,9651;421,2680;-47,0693;870,7663;Nie
1.5.2025;13;-5,500;-0,5362;-0,5362;54,4948;142,0322;-3904,8913;3118,4590;-786,4323;269,1876;-29,4261;546,6708;Nie
1.5.2025;14;-6,718;-0,6565;-0,6565;45,7606;142,0322;-3697,0982;2737,6707;-959,4275;330,2757;-36,0281;665,1799;Nie
1.5.2025;15;-12,377;-2,0679;-2,0679;89,2591;142,0322;-4423,5929;2661,2573;-1762,3355;1050,6043;-113,4843;825,2155;Nie
1.5.2025;16;-9,899;-1,6606;-1,6606;94,2339;142,0322;-3896,5114;2485,1374;-1411,3740;836,9710;-91,1321;665,5350;Nie
1.5.2025;17;-15,602;-1,7668;-1,7668;52,3717;139,9928;-4496,2888;2304,4215;-2191,8673;900,9818;-97,9708;1388,8563;Nie
1.5.2025;18;-11,877;-1,1148;-1,1148;47,0375;139,9928;-3891,9398;2220,9858;-1670,9541;563,7990;-61,8168;1168,9718;Nie
1.5.2025;19;-7,435;-0,7272;-0,7272;48,7375;139,9928;-3522,7788;2476,4726;-1046,3062;367,3574;-40,3240;719,2728;Nie
1.5.2025;20;-8,411;-0,9604;-0,9604;59,2417;139,9928;-3639,1128;2453,6538;-1185,4590;488,4725;-53,2551;750,2417;Nie
1.5.2025;21;-7,515;-0,7049;-0,7049;53,1458;135,2923;-3528,5585;2505,2075;-1023,3510;352,7773;-41,2663;711,8399;Nie
1.5.2025;22;-1,805;-0,2287;-0,2287;40,2972;135,2923;-2646,1821;2397,1090;-249,0731;113,5369;-13,3886;148,9248;Nie
1.5.2025;23;1,634;0,1272;0,1272;41,6944;41,6944;-702,0920;767,3020;65,2100;-63,0141;7,4465;-9,6425;Nie
1.5.2025;24;7,945;1,1103;1,1103;70,2794;70,2794;-1163,3349;1716,5743;553,2394;-543,7020;64,9992;-74,5366;Nie
1.5.2025;25;-8,566;-1,1741;-1,1741;159,3559;159,3559;-5189,5842;3808,4467;-1381,1376;592,2100;-79,8094;868,7370;Nie
