Date;Settlement Term;System Imbalance (MWh);SREC (EUR/MWh);SREC price (EUR/MWh);System imbalance price (EUR/MWh);Imbalance Settlement Price (EUR/MWh);Payment of subject for imbalance (EUR);Payment of OKTE for imbalance (EUR);Payment for System Imbalance (EUR);Total Cost of RE (EUR);Payment for SREC (EUR);Balance of Revenues and Expenses for Imbalance and RE (EUR);Settlement in special mode
7/1/2024;13;8.200;-0.5183;-0.5183;-1.5929;-1.5929;-39.2857;51.2261;11.9404;246.7658;-26.1156;-232.5906;No
7/1/2024;14;1.553;-0.5305;-0.5305;-0.9000;-0.9000;-16.0830;20.2068;4.1238;255.4586;-26.7303;-232.8521;No
7/1/2024;15;0.572;-0.5148;-0.5148;-0.9000;-0.9000;-15.5457;19.4436;3.8979;250.0979;-25.9392;-228.0566;No
7/1/2024;16;3.776;-0.1314;-0.1314;-1.0222;-1.0222;-22.6520;26.2092;3.5573;63.5653;-6.6209;-60.5017;No
7/1/2024;17;2.402;-0.2654;-0.2654;-0.9098;-0.9098;-18.9903;23.3482;4.3579;129.4752;-14.1453;-119.6879;No
7/1/2024;18;-0.134;-0.5613;-0.5613;127.0533;127.0533;-2,901.0080;2,337.9078;-563.1002;277.9366;-29.9162;315.0798;No
7/1/2024;19;2.041;-0.2944;-0.2944;-1.1556;-1.1556;-23.5026;27.5091;4.0065;145.3988;-15.6909;-133.7143;No
7/1/2024;20;3.493;-0.2347;-0.2347;-1.0204;-1.0204;-20.3866;24.8498;4.4632;116.5232;-12.5090;-108.4774;No
7/1/2024;21;15.532;-0.0312;-0.0312;-3.4716;-3.4716;-113.9136;150.1189;36.2053;15.7017;-1.8422;-50.0648;No
7/1/2024;22;9.041;-0.0653;-0.0653;-0.9000;-0.9000;-26.5644;33.8652;7.3008;33.8088;-3.8556;-37.2540;No
7/1/2024;23;1.619;-0.2540;-0.2540;-0.9000;-0.9000;-24.1839;27.9423;3.7584;134.7479;-14.9972;-123.5091;No
7/1/2024;24;-4.509;-1.2467;-1.2467;127.6578;127.6578;-3,781.3517;3,059.9575;-721.3942;682.4580;-73.6102;112.5464;No
7/1/2024;25;19.132;-0.0551;-0.0551;-4.0889;-4.0889;-158.6820;216.9284;58.2464;32.2988;-3.8422;-86.7029;No
7/1/2024;26;10.539;-0.0363;-0.0363;-2.2667;-2.2667;-48.6230;70.2881;21.6651;22.2742;-2.5313;-41.4080;No
7/1/2024;27;0.832;-0.2913;-0.2913;-0.9000;-0.9000;-14.7726;19.0998;4.3272;185.3095;-20.3129;-169.3238;No
7/1/2024;28;0.504;-0.4513;-0.4513;-0.9000;-0.9000;-22.3839;26.3304;3.9465;291.6318;-31.4701;-264.1082;No
7/1/2024;29;7.807;-0.1188;-0.1188;-1.3373;-1.3373;-39.0920;47.3511;8.2592;78.6739;-9.5030;-77.4300;No
7/1/2024;30;5.129;-0.0552;-0.0552;-2.8862;-2.8862;-79.1800;86.8717;7.6917;37.0342;-4.4156;-40.3104;No
7/1/2024;31;0.089;-0.5645;-0.5645;-1.0093;-1.0093;-21.7000;25.1931;3.4932;390.1875;-45.1555;-348.5252;No
7/1/2024;32;1.512;-0.8565;-0.8565;-1.9204;-1.9204;-42.5081;53.3353;10.8272;597.3349;-68.5131;-539.6490;No
7/1/2024;33;-3.791;-1.3958;-1.3958;190.1156;190.1156;-5,754.9893;4,230.8326;-1,524.1568;984.5990;-119.9216;659.4793;No
7/1/2024;34;0.046;-0.7446;-0.7446;-0.9000;-0.9000;-23.6250;28.6515;5.0265;533.4224;-63.9731;-474.4758;No
7/1/2024;35;-1.458;-0.6893;-0.6893;190.0000;190.0000;-5,223.1000;4,567.4100;-655.6900;497.7999;-59.2219;217.1120;No
7/1/2024;36;0.915;-0.5454;-0.5454;-0.9000;-0.9000;-19.0134;22.3929;3.3795;394.7403;-46.8586;-351.2612;No
7/1/2024;37;-17.368;-3.7096;-3.7096;159.1067;159.1067;-6,205.3204;3,450.3879;-2,754.9325;2,719.4102;-330.8815;366.4038;No
7/1/2024;38;-12.988;-2.6358;-2.6358;157.4533;157.4533;-6,069.5098;4,051.4309;-2,018.0789;1,949.2775;-235.1028;303.9043;No
7/1/2024;39;-6.602;-1.3620;-1.3620;155.0000;155.0000;-5,587.9050;4,488.0250;-1,099.8800;1,009.6657;-121.4850;211.6993;No
7/1/2024;40;-1.332;-1.0087;-1.0087;155.0000;155.0000;-5,059.6650;3,927.3900;-1,132.2750;747.9823;-89.9720;474.2647;No
7/1/2024;41;-2.290;-1.5493;-1.5493;143.2533;143.2533;-7,045.3405;5,141.6474;-1,903.6931;1,140.2885;-142.9043;906.3089;No
7/1/2024;42;-5.407;-1.2539;-1.2539;142.0444;142.0444;-4,949.3951;3,963.8910;-985.5040;922.4593;-115.6572;178.7020;No
7/1/2024;43;-6.397;-1.3862;-1.3862;142.1556;142.1556;-4,651.8999;3,568.6742;-1,083.2257;1,018.1740;-127.8603;192.9120;No
7/1/2024;44;-5.675;-1.4036;-1.4036;142.1778;142.1778;-4,239.3155;2,901.4224;-1,337.8931;1,040.4770;-129.4653;426.8814;No
7/1/2024;45;-4.742;-1.0506;-1.0506;132.2444;132.2444;-3,949.7435;2,664.4602;-1,285.2833;783.0368;-102.4051;604.6517;No
7/1/2024;46;-5.424;-0.9408;-0.9408;132.0000;132.0000;-3,463.4160;2,615.3160;-848.1000;708.9453;-91.7026;230.8573;No
7/1/2024;47;-3.532;-0.7199;-0.7199;132.0000;132.0000;-3,565.3200;2,794.7040;-770.6160;543.6976;-70.1708;297.0892;No
7/1/2024;48;1.467;-0.7183;-0.7183;-2.1391;-2.1391;-52.4892;69.2983;16.8090;546.5824;-70.0149;-493.3766;No
7/1/2024;49;11.285;-0.3785;-0.3785;-4.6538;-4.6538;-230.4422;279.8609;49.4187;310.4245;-38.0510;-321.7922;No
7/1/2024;50;0.852;-0.2560;-0.2560;-1.8840;-1.8840;-52.3545;59.2518;6.8973;215.6975;-25.7359;-196.8589;No
7/1/2024;51;-0.616;-0.4536;-0.4536;132.0000;132.0000;-4,164.9960;3,503.5440;-661.4520;382.7383;-45.6009;324.3146;No
7/1/2024;52;-0.412;-0.2221;-0.2221;132.0000;132.0000;-109,961.5440;109,340.3520;-621.1920;365.7081;-22.3279;277.8118;No
7/1/2024;53;-6.215;-1.0327;-1.0327;137.8933;137.8933;-4,758.0083;3,690.0247;-1,067.9836;895.3133;-101.3998;274.0701;No
7/1/2024;54;1.995;-0.2442;-0.2442;-0.9182;-0.9182;-27.7756;32.3849;4.6094;209.6380;-23.9778;-190.2696;No
7/1/2024;55;1.921;-0.3786;-0.3786;-1.0276;-1.0276;-30.9349;38.2411;7.3062;320.6261;-37.1744;-290.7580;No
7/1/2024;56;12.719;-0.0355;-0.0355;-0.9000;-0.9000;-29.0340;40.1949;11.1609;29.6983;-3.4857;-37.3735;No
7/1/2024;57;8.724;-0.0253;-0.0253;-2.3396;-2.3396;-65.0385;83.4442;18.4056;21.0470;-2.5017;-36.9509;No
7/1/2024;58;4.378;-0.0987;-0.0987;-0.9547;-0.9547;-23.4703;28.7594;5.2890;82.3567;-9.7596;-77.8862;No
7/1/2024;59;-8.294;-1.2993;-1.2993;135.6178;135.6178;-4,031.3747;2,930.8363;-1,100.5384;1,095.3913;-128.4761;133.6232;No
7/1/2024;60;-6.455;-1.1932;-1.1932;136.2260;136.2260;-5,176.1793;4,117.5671;-1,058.6122;985.3487;-117.9848;191.2484;No
7/1/2024;61;-7.152;-1.8934;-1.8934;169.8528;169.8528;-5,848.5415;4,285.8957;-1,562.6458;1,516.1557;-189.9875;236.4776;No
7/1/2024;62;-8.863;-1.9013;-1.9013;170.1556;170.1556;-5,764.8717;4,238.5760;-1,526.2957;1,516.5249;-190.7802;200.5511;No
7/1/2024;63;-12.095;-2.5943;-2.5943;171.5045;171.5045;-6,483.8991;4,364.1035;-2,119.7956;2,063.2875;-260.3173;316.8254;No
7/1/2024;64;-10.351;-2.3268;-2.3268;172.4222;172.4222;-7,869.3492;5,962.1873;-1,907.1620;1,821.4274;-233.4758;319.2103;No
7/1/2024;65;-1.126;-0.6812;-0.6812;150.3556;150.3556;-4,454.5854;3,692.2825;-762.3029;491.6585;-71.1384;341.7828;No
7/1/2024;66;-2.597;-0.7710;-0.7710;150.0000;150.0000;-4,762.9500;4,036.8000;-726.1500;556.6330;-80.5163;250.0333;No
7/1/2024;67;-3.106;-0.8769;-0.8769;150.0000;150.0000;-5,424.1500;4,467.3000;-956.8500;629.3747;-91.5755;419.0508;No
7/1/2024;68;-3.750;-1.0377;-1.0377;150.0000;150.0000;-6,286.3500;5,317.0500;-969.3000;742.8624;-108.3680;334.8056;No
7/1/2024;69;4.305;-0.2187;-0.2187;-2.9591;-2.9591;-60.4100;66.0797;5.6696;155.9418;-23.8726;-137.7388;No
7/1/2024;70;1.994;-0.2744;-0.2744;-2.4671;-2.4671;-43.9909;51.5106;7.5197;195.6460;-29.9527;-173.2130;No
7/1/2024;71;-4.514;-1.4224;-1.4224;189.4089;189.4089;-5,294.9258;3,963.9495;-1,330.9763;1,023.7810;-155.2649;462.4603;No
7/1/2024;72;-3.104;-0.8409;-0.8409;189.3289;189.3289;-6,196.9242;5,493.7567;-703.1675;601.9034;-91.7901;193.0543;No
7/1/2024;73;-0.448;-2.6110;-2.6110;264.3103;264.3103;-6,660.8839;3,619.2009;-3,041.6829;1,858.2674;-293.2205;1,476.6361;No
7/1/2024;74;1.379;-0.9518;-0.9518;-0.9000;-0.9000;-15.6492;21.6837;6.0345;666.4223;-106.8890;-565.5678;No
7/1/2024;75;-5.922;-2.4842;-2.4842;265.4978;265.4978;-5,975.8245;3,896.4457;-2,079.3788;1,762.4896;-278.9806;595.8698;No
7/1/2024;76;-9.668;-4.0350;-4.0350;267.2597;267.2597;-10,081.0359;6,942.6052;-3,138.4307;2,880.8919;-453.1386;710.6773;No
7/1/2024;77;-27.752;-12.9429;-12.9429;334.9012;334.9012;-21,280.2921;12,385.9860;-8,894.3061;9,136.0797;-1,516.7008;1,274.9272;No
7/1/2024;78;-73.651;-10.1142;-10.1142;-0.9000;-0.9000;-39.0564;58.1571;19.1007;7,150.3296;-1,185.2224;-5,984.2079;No
7/1/2024;79;-62.557;-5.8918;-5.8918;-0.9000;-0.9000;-44.5203;55.7433;11.2230;4,148.0612;-690.4247;-3,468.8595;No
7/1/2024;80;-65.561;-7.4873;-7.4873;-0.9000;-0.9000;-43.6896;57.9600;14.2704;5,295.3596;-877.3918;-4,432.2382;No
7/1/2024;81;-81.230;-16.5930;-16.5930;-0.9018;-0.9018;-38.0974;66.5068;28.4094;11,881.1070;-2,051.1437;-9,858.3727;No
7/1/2024;82;-80.772;-16.4554;-16.4554;-0.9000;-0.9000;-38.1294;66.0411;27.9117;11,722.7873;-2,034.1343;-9,716.5647;No
7/1/2024;83;-72.406;-11.9257;-11.9257;-0.9000;-0.9000;-40.0554;60.3909;20.3355;8,416.7834;-1,474.1954;-6,962.9235;No
7/1/2024;84;-70.042;-10.8670;-10.8670;-0.9000;-0.9000;-40.6071;58.8618;18.2547;7,665.2403;-1,343.3242;-6,340.1708;No
7/1/2024;85;-73.384;-10.3207;-10.3207;-0.9000;-0.9000;-48.4659;69.6654;21.1995;7,236.1732;-1,244.4287;-6,012.9440;No
7/1/2024;86;-62.883;-6.0625;-6.0625;-0.9000;-0.9000;-42.3027;54.3816;12.0789;4,177.1524;-730.9920;-3,458.2393;No
7/1/2024;87;-57.618;-4.3683;-4.3683;-0.9031;-0.9031;-46.6957;55.2733;8.5776;2,972.7318;-526.7121;-2,454.5973;No
7/1/2024;88;-44.697;-2.0553;-2.0553;-0.9329;-0.9329;-51.0996;62.0295;10.9299;1,345.1704;-247.8199;-1,108.2804;No
7/1/2024;89;-45.200;-0.5190;-0.5190;-0.9364;-0.9364;-27.5779;35.6057;8.0278;340.0939;-53.0008;-295.1209;No
7/1/2024;90;4.974;-0.2334;-0.2334;-0.9000;-0.9000;-14.5224;18.6552;4.1328;150.5862;-23.8350;-130.8840;No
7/1/2024;91;3.061;-0.4073;-0.4073;-0.9000;-0.9000;-13.3272;16.4529;3.1257;258.4442;-41.5939;-219.9760;No
7/1/2024;92;7.094;-0.3849;-0.3849;-0.9351;-0.9351;-18.3336;23.0764;4.7428;238.1712;-39.3064;-203.6077;No
7/1/2024;93;-9.890;-2.9191;-2.9191;172.3781;172.3781;-6,860.4760;4,889.6772;-1,970.7988;1,851.0453;-232.2669;352.0205;No
7/1/2024;94;0.714;-0.8214;-0.8214;-0.9000;-0.9000;-17.1162;20.1078;2.9916;511.1051;-65.3572;-448.7395;No
7/1/2024;95;-1.875;-1.2027;-1.2027;170.0000;170.0000;-4,092.4100;3,298.3400;-794.0700;741.9865;-95.6964;147.7799;No
7/1/2024;96;3.994;-1.0443;-1.0443;-0.9000;-0.9000;-22.9302;25.6014;2.6712;637.7960;-83.0929;-557.3743;No
7/2/2024;1;-9.767;-1.7414;-1.7414;132.3467;198.4950;-13,232.2722;11,310.8406;-1,921.4316;1,099.9697;-114.9481;936.4100;No
7/2/2024;2;-1.614;-0.6098;-0.6098;130.0311;198.4950;-3,604.4707;3,033.7976;-570.6731;352.6727;-40.2523;258.2527;No
7/2/2024;3;-8.115;-2.0154;-2.0154;128.0533;198.4950;-5,612.8431;3,763.6637;-1,849.1794;1,158.6466;-133.0345;823.5674;No
7/2/2024;4;-4.994;-1.2810;-1.2810;127.0000;198.4950;-6,787.1395;5,658.4970;-1,128.6426;712.3145;-84.5575;500.8856;No
7/2/2024;5;-3.343;-0.7957;-0.7957;129.4800;219.0000;-5,478.5040;4,616.7390;-861.7650;439.7628;-43.3752;465.3774;No
7/2/2024;6;-0.909;-0.4547;-0.4547;127.0933;300.3600;-5,538.3380;4,825.2834;-713.0546;250.9015;-24.7866;486.9397;No
7/2/2024;7;-0.459;-0.5847;-0.5847;127.6267;179.5950;-3,620.9944;2,864.8994;-756.0950;320.4458;-31.8732;467.5223;No
7/2/2024;8;-2.343;-0.8370;-0.8370;127.0000;179.5950;-3,134.8307;2,383.9440;-750.8867;459.1411;-45.6265;337.3721;No
7/2/2024;9;-5.701;-1.2814;-1.2814;129.3333;204.0000;-4,584.4920;3,418.8360;-1,165.6560;703.2145;-67.1402;529.5817;No
7/2/2024;10;-1.930;-0.7925;-0.7925;127.6444;162.0900;-2,762.0136;2,002.2978;-759.7158;430.1298;-41.5238;371.1099;No
7/2/2024;11;2.745;-0.2726;-0.2726;-1.3556;-1.3556;-19.9788;24.7899;4.8110;145.4860;-14.2831;-136.0139;No
7/2/2024;12;-0.364;-0.3960;-0.3960;127.0400;162.0900;-2,630.5586;2,194.2123;-436.3463;213.0291;-20.7488;244.0660;No
7/2/2024;13;-5.970;-1.4242;-1.4242;130.0000;135.6750;-2,493.0281;1,677.4857;-815.5424;763.8827;-72.7211;124.3808;No
7/2/2024;14;-0.029;-0.5136;-0.5136;127.5067;135.6750;-2,999.6386;2,395.3421;-604.2965;274.6072;-26.2249;355.9142;No
7/2/2024;15;-2.933;-0.7548;-0.7548;127.4000;135.6750;-2,745.1123;2,069.7221;-675.3902;406.8488;-38.5408;307.0822;No
7/2/2024;16;-4.756;-0.9203;-0.9203;129.9333;135.6750;-2,998.5532;2,357.4888;-641.0644;496.7781;-46.9914;191.2777;No
7/2/2024;17;-5.458;-1.2898;-1.2898;129.8533;129.8533;-3,091.0280;2,232.4379;-858.5900;704.8131;-68.6548;222.4317;No
7/2/2024;18;-4.624;-1.0968;-1.0968;127.8444;127.8444;-2,922.5230;2,201.2249;-721.2981;599.2829;-58.3816;180.3968;No
7/2/2024;19;-4.204;-0.9735;-0.9735;127.3778;133.5000;-2,645.5695;1,964.0520;-681.5175;532.3238;-51.8184;201.0121;No
7/2/2024;20;-2.746;-0.7980;-0.7980;127.2889;171.0000;-3,202.4880;2,508.0570;-694.4310;436.8495;-42.4767;300.0582;No
7/2/2024;21;0.420;-0.5408;-0.5408;-1.2280;-1.2280;-20.6943;25.7671;5.0729;300.6891;-32.6005;-273.1615;No
7/2/2024;22;5.879;-0.0021;-0.0021;-2.4853;-2.4853;-38.6638;40.8981;2.2343;1.1535;-0.1266;-3.2612;No
7/2/2024;23;-0.784;-1.0024;-1.0024;127.2889;168.4200;-2,292.3646;1,700.1999;-592.1647;570.2173;-60.4267;82.3741;No
7/2/2024;24;2.744;-0.6002;-0.6002;-2.7769;-2.7769;-49.6121;50.7645;1.1524;344.7562;-36.1813;-309.7274;No
7/2/2024;25;10.004;-0.1829;-0.1829;-3.5240;-3.5240;-111.9399;86.3662;-25.5737;112.6783;-12.7864;-74.3183;No
7/2/2024;26;0.169;-1.3597;-1.3597;-0.9000;-0.9000;-10.4823;15.9741;5.4918;875.6979;-95.0553;-786.1344;No
7/2/2024;27;-1.787;-1.4199;-1.4199;144.9337;230.7900;-3,637.7120;2,385.9070;-1,251.8050;934.5884;-99.2638;416.4803;No
7/2/2024;28;-2.150;-1.6127;-1.6127;142.5316;257.2200;-5,326.7690;4,068.9632;-1,257.8058;1,083.7935;-112.7422;286.7545;No
7/2/2024;29;2.183;-0.5763;-0.5763;-1.4649;-1.4649;-26.9424;29.5924;2.6500;395.4289;-46.1040;-351.9749;No
7/2/2024;30;0.986;-0.4305;-0.4305;-0.9000;-0.9000;-15.1560;17.2611;2.1051;298.7684;-34.4400;-266.4335;No
7/2/2024;31;1.070;-0.4546;-0.4546;-0.9000;-0.9000;-14.9472;17.0424;2.0952;318.7250;-36.3680;-284.4522;No
7/2/2024;32;0.425;-0.9673;-0.9673;-1.3920;-1.3920;-24.8221;28.6362;3.8141;682.3058;-77.3840;-608.7359;No
7/2/2024;33;-1.542;-0.8577;-0.8577;128.4811;184.5750;-4,171.7642;3,515.2309;-656.5333;610.6604;-75.0539;120.9268;No
7/2/2024;34;-0.969;-1.4594;-1.4594;127.0000;232.3350;-4,965.2313;4,307.2586;-657.9727;1,046.5094;-127.7063;-260.8304;No
7/2/2024;35;-2.216;-1.0627;-1.0627;127.0000;203.5800;-4,769.8794;4,205.5556;-564.3238;773.3288;-92.9926;-116.0124;No
7/2/2024;36;-0.391;-2.2862;-2.2862;127.2535;151.3500;-3,222.8469;2,902.8930;-319.9539;1,666.5336;-200.0562;-1,146.5235;No
7/2/2024;37;-6.182;-0.8824;-0.8824;127.9712;156.0600;-5,172.6087;3,965.9528;-1,206.6559;645.8431;-79.9869;640.7997;No
7/2/2024;38;-0.210;-0.9710;-0.9710;127.0000;140.5800;-3,637.9292;3,124.8122;-513.1170;709.3693;-88.0182;-108.2341;No
7/2/2024;39;-1.310;-1.0750;-1.0750;127.0000;132.5850;-3,084.9878;2,620.4099;-464.5778;785.9487;-97.4455;-223.9253;No
7/2/2024;40;-1.804;-1.4813;-1.4813;127.0000;129.0150;-2,893.0324;2,429.3525;-463.6799;1,086.2591;-134.2754;-488.3038;No
7/2/2024;41;-7.251;-1.1077;-1.1077;131.9778;131.9778;-4,313.2985;3,318.1858;-995.1126;810.6025;-103.6541;288.1642;No
7/2/2024;42;0.053;-0.7289;-0.7289;-1.1187;-1.1187;-30.8537;37.0883;6.2345;530.8847;-68.2075;-468.9117;No
7/2/2024;43;0.586;-0.5206;-0.5206;-0.9000;-0.9000;-20.8521;24.3810;3.5289;378.8467;-48.7157;-333.6599;No
7/2/2024;44;2.110;-0.6398;-0.6398;-2.0116;-2.0116;-35.0380;42.6419;7.6038;468.1726;-59.8699;-415.9065;No
7/2/2024;45;-5.155;-1.1008;-1.1008;132.0000;132.0000;-3,927.5280;3,204.8280;-722.7000;861.1006;-107.5162;-30.8844;No
7/2/2024;46;-3.867;-0.8969;-0.8969;132.0000;132.0000;-3,261.1920;2,716.2960;-544.8960;707.4696;-87.6011;-74.9725;No
7/2/2024;47;-12.973;-3.6367;-3.6367;132.0000;132.0000;-4,316.4000;2,564.6280;-1,751.7720;2,896.8671;-355.2001;-789.8950;No
7/2/2024;48;-8.702;-2.4447;-2.4447;132.0000;132.0000;-4,708.3080;3,529.1520;-1,179.1560;1,943.2967;-238.7763;-525.3644;No
7/2/2024;49;-17.418;-5.5127;-5.5127;132.0000;132.0000;-5,248.7160;2,912.5800;-2,336.1360;4,575.6910;-550.2557;-1,689.2993;No
7/2/2024;50;-14.708;-4.4197;-4.4197;132.0000;132.0000;-5,246.6040;3,261.5880;-1,985.0160;3,696.2279;-441.1568;-1,270.0551;No
7/2/2024;51;-9.514;-2.8317;-2.8317;132.0000;182.9700;-6,603.3873;4,782.2869;-1,821.1004;2,358.2955;-282.6490;-254.5461;No
7/2/2024;52;-4.995;-1.6118;-1.6118;132.0000;132.0000;-3,919.0800;3,164.4360;-754.6440;1,335.2451;-160.8834;-419.7177;No
7/2/2024;53;-3.850;-1.2176;-1.2176;132.0000;132.0000;-3,751.7040;3,111.3720;-640.3320;1,003.0601;-120.9186;-241.8095;No
7/2/2024;54;-2.586;-1.0610;-1.0610;132.0000;132.0000;-4,171.2000;3,372.8640;-798.3360;870.4336;-105.3668;33.2692;No
7/2/2024;55;3.326;-0.2679;-0.2679;-2.2484;-2.2484;-52.7295;53.2916;0.5621;216.7524;-26.6049;-190.7096;No
7/2/2024;56;2.965;-0.8641;-0.8641;-4.5627;-4.5627;-105.6949;101.7026;-3.9924;701.7618;-85.8129;-611.9565;No
7/2/2024;57;-1.711;-0.8479;-0.8479;127.4667;127.4667;-2,527.7921;2,111.4859;-416.3062;686.6754;-83.3274;-187.0418;No
7/2/2024;58;-0.199;-0.6796;-0.6796;127.1111;127.1111;-2,335.2851;2,036.9554;-298.3298;549.1215;-66.7877;-184.0041;No
7/2/2024;59;11.553;-0.0354;-0.0354;-4.7267;-4.7267;-130.6413;105.0509;-25.5904;27.9687;-3.4789;1.1006;No
7/2/2024;60;7.385;-0.5062;-0.5062;-3.7609;-3.7609;-73.3488;66.9177;-6.4311;403.3045;-49.7468;-347.1266;No
7/2/2024;61;2.244;-0.2283;-0.2283;-1.7382;-1.7382;-32.6921;35.0247;2.3327;181.0057;-22.6476;-160.6908;No
7/2/2024;62;0.829;-0.3666;-0.3666;-1.3191;-1.3191;-22.3350;24.3348;1.9998;290.4881;-36.3671;-256.1208;No
7/2/2024;63;4.822;-0.5776;-0.5776;-3.5240;-3.5240;-70.5470;70.1840;-0.3630;453.2976;-57.2985;-395.6361;No
7/2/2024;64;1.865;-0.4483;-0.4483;-1.9933;-1.9933;-42.1184;44.0440;1.9255;350.9810;-44.4718;-308.4347;No
7/2/2024;65;3.585;-0.3514;-0.3514;-3.5969;-3.5969;-78.4088;76.5564;-1.8524;266.8388;-35.9454;-229.0410;No
7/2/2024;66;1.286;-0.5289;-0.5289;-0.9000;-0.9000;-19.7829;23.0193;3.2364;401.9110;-54.1022;-351.0452;No
7/2/2024;67;6.762;-0.2693;-0.2693;-4.0342;-4.0342;-103.2836;110.6662;7.3826;204.0590;-27.5472;-183.8944;No
7/2/2024;68;17.223;-0.3593;-0.3593;-4.8907;-4.8907;-209.7083;211.0582;1.3498;270.2463;-36.7535;-234.8426;No
7/2/2024;69;3.134;-1.8547;-1.8547;-3.1413;-3.1413;-77.4079;93.8369;16.4290;1,312.8591;-198.0597;-1,131.2284;No
7/2/2024;70;13.660;0.0221;0.0221;-4.1253;-4.1253;-105.5087;126.1806;20.6719;-14.9601;2.3600;-8.0718;No
7/2/2024;71;8.813;-0.0917;-0.0917;-0.9000;-0.9000;-22.9284;31.3047;8.3763;61.6715;-9.7925;-60.2553;No
7/2/2024;72;9.985;-0.1261;-0.1261;-1.4284;-1.4284;-32.1447;46.2673;14.1226;85.0240;-13.4660;-85.6806;No
7/2/2024;73;21.785;-0.1035;-0.1035;-4.1413;-4.1413;-130.2232;126.6451;-3.5781;68.9033;-11.5745;-53.7507;No
7/2/2024;74;20.511;-0.0287;-0.0287;-4.2178;-4.2178;-122.4174;102.0455;-20.3720;19.1374;-3.2095;4.4441;No
7/2/2024;75;8.993;-0.0002;-0.0002;-0.9689;-0.9689;-17.3462;17.2474;-0.0988;0.1678;-0.0224;-0.0466;No
7/2/2024;76;-2.959;-1.7111;-1.7111;128.4889;222.0000;-5,562.6540;4,299.2520;-1,263.4020;1,161.2393;-191.3540;293.5167;No
7/2/2024;77;-0.595;-1.3331;-1.3331;147.9856;170.2800;-4,415.3604;4,058.7941;-356.5663;903.2543;-158.1137;-388.5743;No
7/2/2024;78;-2.918;-2.4997;-2.4997;148.2933;170.2800;-5,305.2437;4,392.0320;-913.2116;1,693.6273;-296.4794;-483.9362;No
7/2/2024;79;-3.882;-1.9358;-1.9358;148.0000;222.7800;-6,577.8023;5,580.4162;-997.3861;1,313.1895;-229.5975;-86.2059;No
7/2/2024;80;-2.722;-1.6810;-1.6810;148.0000;281.5650;-8,551.9737;7,468.2301;-1,083.7437;1,143.5247;-199.3767;139.5957;No
7/2/2024;81;-4.691;-2.8721;-2.8721;162.8711;264.6450;-8,147.8903;6,763.2676;-1,384.6226;1,961.0268;-356.3099;-220.0943;No
7/2/2024;82;-3.993;-2.0133;-2.0133;161.6178;256.6500;-8,405.8008;7,219.0512;-1,186.7496;1,362.9879;-249.7680;73.5297;No
7/2/2024;83;-1.421;-1.1318;-1.1318;159.4133;215.8200;-6,762.2881;6,022.6729;-739.6151;757.1587;-140.4100;122.8664;No
7/2/2024;84;-2.127;-1.6051;-1.6051;159.8267;215.8200;-6,333.2379;5,501.0360;-832.2019;1,080.2415;-199.1271;-48.9125;No
7/2/2024;85;-5.373;-2.4317;-2.4317;150.6749;271.1700;-8,936.6785;7,391.0095;-1,545.6690;1,643.7519;-299.3155;201.2326;No
