datetime,Date,Settlement Term,System Imbalance (MWh),SREC (EUR/MWh),SREC price (EUR/MWh),Imbalance Settlement Price (EUR/MWh),Payment of subject for imbalance (EUR),Payment of OKTE for imbalance (EUR),Payment for System Imbalance (EUR),Total Cost of RE (EUR),Payment for SREC (EUR),Balance of Revenues and Expenses for Imbalance and RE (EUR),Settlement in special mode,source_file
2024-01-01 00:00:00,2024-01-01,1,3.382,-0.3446,-0.3446,-5.0,-1.169505,1.152655,-16.85,246.081,-47.7436,-181.4874,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 00:15:00,2024-01-01,2,3.242,-0.1483,-0.1483,-5.0,-1.089145,1.072855,-16.29,103.879,-20.5467,-67.0423,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 00:30:00,2024-01-01,3,6.089,-0.071,-0.071,-5.0,-288.42,257.95,-30.47,37.928,-9.8369,2.3789,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 00:45:00,2024-01-01,4,13.806,-0.1324,-0.1324,-5.0,-212.785,143.79,-68.995,65.605,-18.3438,21.7338,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 01:00:00,2024-01-01,5,-1.615,-1.0988,-1.0988,132.0,-4.36524,4.151136,-214.104,567.7132,-133.3669,-220.2424,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 01:15:00,2024-01-01,6,3.248,-0.0414,-0.0414,-5.0,-167.97,151.755,-16.215,21.094,-5.0249,0.1459,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 01:30:00,2024-01-01,7,6.021,-0.0407,-0.0407,-5.0,-174.975,144.89,-30.085,20.4122,-4.94,14.6128,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 01:45:00,2024-01-01,8,23.435,-0.2094,-0.2094,-5.0,-219.68,102.58,-117.1,102.4406,-25.4159,40.0753,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 02:00:00,2024-01-01,9,3.3,-0.6647,-0.6647,-5.0,-166.57,149.945,-16.625,369.7507,-72.6544,-280.4713,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 02:15:00,2024-01-01,10,7.404,-0.0414,-0.0414,-5.0,-161.71,124.71,-37.0,22.8084,-4.5252,18.7168,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 02:30:00,2024-01-01,11,11.927,-0.0799,-0.0799,-5.0,-166.6,106.95,-59.65,43.41,-8.7334,24.9734,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 02:45:00,2024-01-01,12,19.923,-0.1547,-0.1547,-5.0,-184.285,84.755,-99.53,82.9925,-16.9093,33.4468,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 03:00:00,2024-01-01,13,17.016,-0.1051,-0.1051,-5.0,-177.505,92.425,-85.08,55.803,-10.51,39.787,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 03:15:00,2024-01-01,14,18.102,-0.117,-0.117,-5.0,-175.015,84.55,-90.465,61.4384,-11.7,40.7266,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 03:30:00,2024-01-01,15,20.102,-0.1373,-0.1373,-5.0,-182.71,82.235,-100.475,72.0837,-13.73,42.1213,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 03:45:00,2024-01-01,16,22.206,-0.1818,-0.1818,-5.0,-179.11,68.08,-111.03,95.0127,-18.18,34.1973,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 04:00:00,2024-01-01,17,16.619,-0.1091,-0.1091,-5.0,-171.57,88.5,-83.07,57.089,-10.4268,36.4078,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 04:15:00,2024-01-01,18,17.921,-0.1024,-0.1024,-2.99,-96.5142,42.9633,-53.5509,53.219,-9.7865,10.1184,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 04:30:00,2024-01-01,19,11.297,-0.0885,-0.0885,-5.0,-162.13,105.7,-56.43,46.6543,-8.458,18.2337,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 04:45:00,2024-01-01,20,12.923,-0.0748,-0.0748,-5.0,-155.725,91.11,-64.615,39.2477,-7.1487,32.516,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 05:00:00,2024-01-01,21,22.244,-0.1274,-0.1274,-5.0,-173.09,61.935,-111.155,67.1156,-12.4079,56.4473,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 05:15:00,2024-01-01,22,20.526,-0.1227,-0.1227,-5.0,-164.715,62.06,-102.655,64.7196,-11.9501,49.8855,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 05:30:00,2024-01-01,23,18.436,-0.1063,-0.1063,-5.0,-165.725,73.695,-92.03,56.4696,-10.3529,45.9133,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 05:45:00,2024-01-01,24,11.308,-0.5673,-0.5673,-5.0,-153.21,96.72,-56.49,300.9471,-55.251,-189.2061,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 06:00:00,2024-01-01,25,27.483,-0.3918,-0.3918,-5.0,-218.65,81.34,-137.31,183.4933,-39.8206,-6.3627,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 06:15:00,2024-01-01,26,26.737,-0.1944,-0.1944,-5.0,-173.385,39.78,-133.605,90.5145,-19.7578,62.8483,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 06:30:00,2024-01-01,27,24.79,-0.2107,-0.2107,-5.0,-180.675,56.85,-123.825,99.1279,-21.4145,46.1116,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 06:45:00,2024-01-01,28,14.611,-0.1089,-0.1089,-5.0,-185.355,112.425,-72.93,52.6278,-11.0681,31.3703,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 07:00:00,2024-01-01,29,22.449,-0.1717,-0.1717,-8.04,-321.0854,140.7643,-180.3211,86.0013,-18.8525,113.1723,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 07:15:00,2024-01-01,30,27.389,-0.2192,-0.2192,-5.0,-200.095,63.405,-136.69,110.3928,-24.0679,50.3651,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 07:30:00,2024-01-01,31,25.459,-0.2045,-0.2045,-5.0,-207.915,80.72,-127.195,102.0176,-22.4539,47.6313,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 07:45:00,2024-01-01,32,20.784,-0.1606,-0.1606,-5.0,-196.56,92.815,-103.745,80.764,-17.6337,40.6147,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 08:00:00,2024-01-01,33,29.358,-0.2344,-0.2344,-5.0,-212.72,66.205,-146.515,119.8792,-30.4795,57.1153,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 08:15:00,2024-01-01,34,22.202,-0.1766,-0.1766,-5.0,-204.67,93.775,-110.895,91.9011,-22.9637,41.9576,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 08:30:00,2024-01-01,35,11.371,-0.0748,-0.0748,-5.0,-169.81,113.095,-56.715,40.0159,-9.7264,26.4255,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 08:45:00,2024-01-01,36,4.839,-0.0446,-0.0446,-5.0,-167.755,143.715,-24.04,24.1746,-5.7994,5.6648,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 09:00:00,2024-01-01,37,15.302,-0.2237,-0.2237,-5.0,-183.345,107.07,-76.275,119.6675,-33.4904,-9.9021,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 09:15:00,2024-01-01,38,7.343,-0.0408,-0.0408,-2.99,-97.4381,75.5065,-21.9317,22.0992,-6.1082,5.9407,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 09:30:00,2024-01-01,39,6.308,-0.0487,-0.0487,-2.99,-100.0305,81.2921,-18.7383,26.4354,-7.2909,-0.4061,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 09:45:00,2024-01-01,40,4.854,-0.0211,-0.0211,-2.99,-95.2853,80.8586,-14.4268,11.5384,-3.1589,6.0473,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 10:00:00,2024-01-01,41,1.894,-0.3126,-0.3126,-2.99,-100.751,95.1896,-5.5614,168.1079,-50.9091,-111.6374,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 10:15:00,2024-01-01,42,3.1,-0.1282,-0.1282,-5.0,-165.65,150.41,-15.24,69.7119,-20.8783,-33.5936,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 10:30:00,2024-01-01,43,1.67,-0.4654,-0.4654,-5.0,-152.705,144.55,-8.155,261.3082,-75.7936,-177.3596,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 10:45:00,2024-01-01,44,8.073,-0.0438,-0.0438,-5.0,-172.32,132.135,-40.185,24.3417,-7.1331,22.9764,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 11:00:00,2024-01-01,45,-1.404,-0.7729,-0.7729,132.0,-4.50318,4.311648,-191.532,457.9028,-136.9757,-129.3951,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 11:15:00,2024-01-01,46,3.429,-0.0348,-0.0348,-5.0,-185.145,168.21,-16.935,20.6372,-6.1674,2.4652,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 11:30:00,2024-01-01,47,9.738,-0.0578,-0.0578,-5.0,-202.815,154.325,-48.49,34.179,-10.2435,24.5545,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 11:45:00,2024-01-01,48,17.713,-0.1196,-0.1196,-5.0,-222.955,134.65,-88.305,70.1126,-21.1959,39.3883,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 12:00:00,2024-01-01,49,13.829,-0.1166,-0.1166,-5.0,-232.935,163.99,-68.945,68.42,-20.5309,21.0559,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 12:15:00,2024-01-01,50,13.526,-0.1126,-0.1126,-5.0,-238.805,171.4,-67.405,65.87,-19.8266,21.3616,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 12:30:00,2024-01-01,51,23.174,-0.198,-0.198,-5.0,-272.175,156.625,-115.55,114.475,-34.8638,35.9388,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 12:45:00,2024-01-01,52,20.544,-0.1808,-0.1808,-5.0,-240.055,137.455,-102.6,103.31,-31.8353,31.1253,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 13:00:00,2024-01-01,53,14.04,-0.1405,-0.1405,-5.0,-239.855,169.895,-69.96,80.835,-23.5787,12.7037,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 13:15:00,2024-01-01,54,8.823,-0.1275,-0.1275,-5.0,-223.34,179.42,-43.92,73.208,-21.3971,-7.891,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 13:30:00,2024-01-01,55,-1.147,-0.7727,-0.7727,132.0,-5.083584,4.92492,-158.664,444.565,-129.6745,-156.2265,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 13:45:00,2024-01-01,56,-0.926,-0.5448,-0.5448,132.0,-4.369068,4.240764,-128.304,315.02,-91.4283,-95.2877,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 14:00:00,2024-01-01,57,0.364,-0.4888,-0.4888,-5.0,-201.775,200.155,-1.62,280.86,-78.319,-200.921,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 14:15:00,2024-01-01,58,-2.692,-0.7423,-0.7423,132.0,-5.08794,4.729032,-358.908,424.319,-118.9365,53.5255,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 14:30:00,2024-01-01,59,-2.233,-0.8756,-0.8756,132.0,-4.725732,4.419888,-305.844,496.887,-140.2948,-50.7482,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 14:45:00,2024-01-01,60,-3.546,-1.0804,-1.0804,132.0,-4.188888,3.7125,-476.388,606.424,-173.1093,43.0733,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 15:00:00,2024-01-01,61,1.203,-0.3523,-0.3523,-11.97,-389.8868,376.4685,-13.4184,192.463,-57.6003,-121.4443,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 15:15:00,2024-01-01,62,-0.257,-0.1605,-0.1605,132.0,-3.861528,3.82536,-36.168,87.393,-26.2414,-24.9836,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 15:30:00,2024-01-01,63,-7.21,-1.3184,-1.3184,132.0,-5.021808,4.067052,-954.756,720.819,-215.5558,449.4928,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 15:45:00,2024-01-01,64,-10.522,-2.5078,-2.5078,132.0,-6.028176,4.6365,-1.391676,1.390172,-410.0203,411.5243,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 16:00:00,2024-01-01,65,3.615,-0.2516,-0.2516,-5.0,-166.145,148.105,-18.04,148.675,-44.2942,-86.3408,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 16:15:00,2024-01-01,66,0.568,-0.2119,-0.2119,-5.0,-136.945,134.105,-2.84,125.702,-37.305,-85.557,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 16:30:00,2024-01-01,67,0.894,-0.245,-0.245,-5.0,-134.145,129.74,-4.405,145.935,-43.1323,-98.3978,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 16:45:00,2024-01-01,68,2.587,-0.0986,-0.0986,-5.0,-142.53,129.725,-12.805,58.685,-17.3585,-28.5215,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 17:00:00,2024-01-01,69,15.827,-0.1332,-0.1332,-5.0,-183.66,104.635,-79.025,78.88,-23.889,24.034,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 17:15:00,2024-01-01,70,9.104,-0.0743,-0.0743,-5.0,-174.96,129.45,-45.51,44.355,-13.3255,14.4805,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 17:30:00,2024-01-01,71,8.083,-0.069,-0.069,-5.0,-167.65,127.34,-40.31,41.15,-12.3749,11.5349,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 17:45:00,2024-01-01,72,8.368,-0.067,-0.067,-5.0,-156.015,114.255,-41.76,39.985,-12.0162,13.7912,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 18:00:00,2024-01-01,73,3.098,-0.2215,-0.2215,-5.0,-161.36,146.025,-15.335,132.571,-39.6334,-77.6026,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 18:15:00,2024-01-01,74,4.927,-0.0443,-0.0443,-5.0,-157.235,132.61,-24.625,26.36,-7.9267,6.1917,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 18:30:00,2024-01-01,75,5.33,-0.0487,-0.0487,-5.0,-162.585,136.12,-26.465,28.999,-8.714,6.18,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 18:45:00,2024-01-01,76,4.749,-0.0524,-0.0524,-5.0,-154.84,131.215,-23.625,31.245,-9.376,1.756,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 19:00:00,2024-01-01,77,0.843,-0.5246,-0.5246,-5.0,-123.475,119.37,-4.105,314.363,-93.3694,-216.8886,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 19:15:00,2024-01-01,78,-0.141,-0.3504,-0.3504,132.0,-3.170376,3.150708,-19.668,209.309,-62.3649,-127.2761,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 19:30:00,2024-01-01,79,0.629,-0.3034,-0.3034,-5.0,-118.975,115.955,-3.02,181.901,-53.9997,-124.8813,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 19:45:00,2024-01-01,80,1.759,-0.3175,-0.3175,-5.0,-131.775,123.085,-8.69,189.674,-56.5093,-124.4747,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 20:00:00,2024-01-01,81,4.217,-0.2229,-0.2229,-5.0,-133.035,112.035,-21.0,132.8907,-39.5333,-72.3574,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 20:15:00,2024-01-01,82,2.391,-0.1061,-0.1061,-2.99,-66.4946,59.3724,-7.1222,63.5465,-18.8178,-37.6065,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 20:30:00,2024-01-01,83,5.53,-0.0288,-0.0288,-5.0,-124.27,96.725,-27.545,17.0008,-5.1079,15.6521,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 20:45:00,2024-01-01,84,15.938,-0.1195,-0.1195,-5.0,-190.76,111.125,-79.635,69.0565,-21.1944,31.7729,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 21:00:00,2024-01-01,85,2.238,-0.1971,-0.1971,-5.0,-119.965,108.83,-11.135,112.1164,-32.5686,-68.4128,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 21:15:00,2024-01-01,86,3.78,-0.1304,-0.1304,-5.0,-115.655,96.87,-18.785,73.2887,-21.5472,-32.9565,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 21:30:00,2024-01-01,87,2.587,-0.2593,-0.2593,-5.0,-114.305,101.46,-12.845,146.7015,-42.8465,-91.01,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 21:45:00,2024-01-01,88,1.64,-0.2288,-0.2288,-5.0,-127.645,119.49,-8.155,128.02,-37.8067,-82.0583,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 22:00:00,2024-01-01,89,-1.503,-0.9741,-0.9741,132.0,-3.446916,3.245352,-201.564,534.046,-140.2422,-192.2398,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 22:15:00,2024-01-01,90,-0.809,-0.7202,-0.7202,126.99,-2.932961,2.8247656,-108.1955,389.1775,-103.6879,-177.2941,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 22:30:00,2024-01-01,91,0.121,-0.3974,-0.3974,-5.0,-110.005,109.49,-0.515,210.623,-57.2141,-152.8939,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 22:45:00,2024-01-01,92,-0.063,-0.6937,-0.6937,132.0,-3.1053,3.094608,-10.692,362.3378,-99.8727,-251.7731,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 23:00:00,2024-01-01,93,0.312,-0.7536,-0.7536,-5.0,-135.77,134.445,-1.325,385.2918,-91.3642,-292.6026,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 23:15:00,2024-01-01,94,3.886,-0.3171,-0.3171,-5.0,-132.495,113.23,-19.265,159.7232,-38.4443,-102.0139,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 23:30:00,2024-01-01,95,2.83,-0.7647,-0.7647,-5.0,-115.08,101.055,-14.025,382.6085,-92.7099,-275.8736,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-01 23:45:00,2024-01-01,96,7.419,-0.5113,-0.5113,-5.0,-180.74,143.76,-36.98,260.1202,-61.9885,-161.1517,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 00:00:00,2024-01-02,1,10.385,-0.0618,-0.0618,-5.0,-190.05,138.215,-51.835,34.631,-6.3197,23.5237,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 00:15:00,2024-01-02,2,5.646,-0.0175,-0.0175,-5.0,-156.54,128.385,-28.155,9.7147,-1.7896,20.2299,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 00:30:00,2024-01-02,3,8.033,-0.0391,-0.0391,-5.0,-173.525,133.45,-40.075,21.6053,-3.9984,22.4681,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 00:45:00,2024-01-02,4,11.324,-0.0505,-0.0505,-5.0,-193.5,136.9,-56.6,27.63,-5.1642,34.1342,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 01:00:00,2024-01-02,5,6.211,-0.0256,-0.0256,-5.0,-145.83,114.86,-30.97,13.7352,-2.3591,19.5939,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 01:15:00,2024-01-02,6,7.534,-0.035,-0.035,-5.0,-145.91,108.25,-37.66,18.624,-3.2254,22.2614,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 01:30:00,2024-01-02,7,8.544,-0.0391,-0.0391,-5.0,-154.1,111.535,-42.565,20.665,-3.6032,25.5032,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 01:45:00,2024-01-02,8,11.948,-0.0606,-0.0606,-5.0,-164.77,105.095,-59.675,31.797,-5.5845,33.4625,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 02:00:00,2024-01-02,9,6.173,-0.0282,-0.0282,-5.0,-149.14,118.42,-30.72,15.2543,-2.5031,17.9688,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 02:15:00,2024-01-02,10,7.575,-0.0118,-0.0118,-5.0,-162.99,125.21,-37.78,6.28,-1.0474,32.5474,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 02:30:00,2024-01-02,11,6.108,-0.0019,-0.0019,-3.99,-129.2082,104.8053,-24.4028,0.9975,-0.1686,23.574,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 02:45:00,2024-01-02,12,6.6,-0.0012,-0.0012,-3.99,-141.8485,115.5624,-26.2861,0.6584,-0.1065,25.7342,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 03:00:00,2024-01-02,13,7.082,-0.0213,-0.0213,-5.0,-148.76,113.39,-35.37,11.3684,-1.8432,25.8448,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 03:15:00,2024-01-02,14,10.485,-0.0528,-0.0528,-5.0,-172.145,119.875,-52.27,28.02,-4.5691,28.8191,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 03:30:00,2024-01-02,15,6.426,-0.0192,-0.0192,-5.0,-166.745,134.635,-32.11,10.2429,-1.6615,23.5286,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 03:45:00,2024-01-02,16,2.144,-0.0002,-0.0002,-3.99,-121.7908,113.2402,-8.5506,0.1077,-0.0173,8.4602,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 04:00:00,2024-01-02,17,12.267,-0.0312,-0.0312,-5.0,-167.43,106.25,-61.18,16.9907,-2.8209,47.0102,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 04:15:00,2024-01-02,18,7.313,-0.017,-0.017,-5.0,-161.755,125.18,-36.575,9.3849,-1.537,28.7271,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 04:30:00,2024-01-02,19,6.481,-0.0036,-0.0036,-5.0,-157.35,124.99,-32.36,2.0115,-0.3255,30.674,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 04:45:00,2024-01-02,20,3.864,-0.0026,-0.0026,-5.0,-135.765,116.54,-19.225,1.4913,-0.2351,17.9688,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 05:00:00,2024-01-02,21,20.42,-0.0384,-0.0384,-5.0,-194.865,92.765,-102.1,22.135,-3.7488,83.7138,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 05:15:00,2024-01-02,22,14.641,-0.008,-0.008,-5.0,-185.84,112.8,-73.04,4.6719,-0.781,69.1491,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 05:30:00,2024-01-02,23,4.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 05:45:00,2024-01-02,24,-3.472,-0.0002,-0.0002,132.0,-3.644388,3.184764,-459.624,0.152,-0.0195,459.4915,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 06:00:00,2024-01-02,25,22.132,-0.1174,-0.1174,-5.0,-253.92,143.435,-110.485,67.4701,-12.7567,55.7716,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 06:15:00,2024-01-02,26,12.758,-0.07,-0.07,-5.0,-202.725,138.985,-63.74,40.9667,-7.6062,30.3795,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 06:30:00,2024-01-02,27,0.843,-0.0056,-0.0056,-5.0,-170.075,166.01,-4.065,3.3678,-0.6085,1.3057,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 06:45:00,2024-01-02,28,-2.316,-0.0002,-0.0002,132.0,-4.239708,3.931752,-307.956,0.132,-0.0217,307.8457,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 07:00:00,2024-01-02,29,5.388,-0.012,-0.012,-5.0,-211.325,184.59,-26.735,7.5603,-1.4088,20.5835,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 07:15:00,2024-01-02,30,3.554,-0.0124,-0.0124,-5.0,-170.38,152.8,-17.58,7.9555,-1.4558,11.0803,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 07:30:00,2024-01-02,31,0.495,-0.0046,-0.0046,-5.0,-164.14,161.83,-2.31,2.9739,-0.5401,-0.1238,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 07:45:00,2024-01-02,32,-5.169,0.0,0.0,121.74,-4.4127098,3.7799053,-632.8045,0.0,0.0,632.8045,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 08:00:00,2024-01-02,33,-0.976,-0.0114,-0.0114,132.0,-4.237332,4.10322,-134.112,7.6029,-1.5523,128.0614,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 08:15:00,2024-01-02,34,-0.105,0.0,0.0,120.18,-3.0820161,3.0633882,-18.6279,0.0,0.0,18.6279,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 08:30:00,2024-01-02,35,-2.445,0.0,0.0,124.545,-3.4285993,3.1159914,-312.608,0.0,0.0,312.608,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 08:45:00,2024-01-02,36,-2.092,0.0,0.0,126.0,-4.0824,3.800034,-282.366,0.0,0.0,282.366,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 09:00:00,2024-01-02,37,-4.774,0.0,0.0,117.69,-4.1016142,3.5057497,-595.8645,0.0,0.0,595.8645,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 09:15:00,2024-01-02,38,-3.685,0.0,0.0,118.44,-4.1604419,3.7018422,-458.5997,0.0,0.0,458.5997,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 09:30:00,2024-01-02,39,-2.902,0.0,0.0,117.69,-3.9484995,3.5714207,-377.0788,0.0,0.0,377.0788,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 09:45:00,2024-01-02,40,-1.394,0.0,0.0,117.69,-3.9301399,3.7180625,-212.0774,0.0,0.0,212.0774,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 10:00:00,2024-01-02,41,0.468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,SystemImbalance_2024-01-01_2024-01-31.csv
2024-01-02 10:15:00,2024-01-02,42,2.901,-0.0002,-0.0002,-5.0,-143.935,130.13,-13.805,0.1558,-0.0307,13.6799,No,SystemImbalance_2024-01-01_2024-01-31.csv
