datetime,Date,Settlement Term,System Imbalance (MWh),SREC (EUR/MWh),SREC price (EUR/MWh),Imbalance Settlement Price (EUR/MWh),Payment of subject for imbalance (EUR),Payment of OKTE for imbalance (EUR),Payment for System Imbalance (EUR),Total Cost of RE (EUR),Payment for SREC (EUR),Balance of Revenues and Expenses for Imbalance and RE (EUR),Settlement in special mode,source_file
2024-02-10 14:00:00,2024-02-10,57,2.811,-0.3395,-0.3395,-3.9,-101.1387,91.2288,-9.9099,225.25,-57.9829,-157.3572,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-10 14:15:00,2024-02-10,58,1.381,-0.2772,-0.2772,0.0,0.0,0.0,0.0,181.3225,-47.3427,-133.9798,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-10 14:30:00,2024-02-10,59,1.19,-0.1808,-0.1808,0.0,0.0,0.0,0.0,116.2842,-30.8787,-85.4055,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-10 14:45:00,2024-02-10,60,8.473,-0.02,-0.02,0.0,0.0,0.0,0.0,12.9601,-3.4158,-9.5443,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-10 15:00:00,2024-02-10,61,0.741,-0.4474,-0.4474,0.0,0.0,0.0,0.0,286.3042,-72.6278,-213.6764,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-10 15:15:00,2024-02-10,62,3.436,-0.1242,-0.1242,0.0,0.0,0.0,0.0,78.7481,-20.1618,-58.5863,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-10 15:30:00,2024-02-10,63,-2.042,-0.7209,-0.7209,135.0,-4.06701,3.786615,-280.395,457.8845,-117.0259,-60.4636,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-10 15:45:00,2024-02-10,64,-1.46,-0.7002,-0.7002,173.925,-6.0064999,5.7450906,-261.4093,445.4048,-113.6656,-70.33,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-10 16:00:00,2024-02-10,65,2.422,-0.2091,-0.2091,-3.0,-95.049,87.777,-7.272,137.9337,-36.1753,-94.4864,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-10 16:15:00,2024-02-10,66,2.069,-0.0674,-0.0674,-0.9,-24.8238,22.9428,-1.881,44.1316,-11.6605,-30.5901,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-10 16:30:00,2024-02-10,67,1.76,-0.076,-0.076,-0.9,-25.9947,24.408,-1.5867,49.9147,-13.1484,-35.1796,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-10 16:45:00,2024-02-10,68,-5.29,-1.0166,-1.0166,157.26,-4.9363914,4.1084175,-827.9739,681.426,-175.8769,322.4248,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-10 17:00:00,2024-02-10,69,4.2,-0.0319,-0.0319,-1.0,-30.85,26.623,-4.227,21.4833,-5.9382,-11.3181,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-10 17:15:00,2024-02-10,70,0.103,-0.275,-0.275,-0.9,-19.1943,19.0782,-0.1161,187.0015,-51.1918,-135.6936,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-10 17:30:00,2024-02-10,71,-0.313,-0.4906,-0.4906,138.39,-3.0532986,3.0135806,-39.7179,333.9193,-91.3262,-202.8752,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-10 17:45:00,2024-02-10,72,4.985,-0.0729,-0.0729,0.0,0.0,0.0,0.0,49.7002,-13.5705,-36.1297,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-10 18:00:00,2024-02-10,73,-4.453,-1.1823,-1.1823,144.9,-3.9943134,3.3534207,-640.8927,814.119,-221.3337,48.1074,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-10 18:15:00,2024-02-10,74,-1.282,-0.59,-0.59,132.585,-3.3758793,3.208557,-167.3223,405.8158,-110.4515,-128.042,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-10 18:30:00,2024-02-10,75,-2.714,-0.6976,-0.6976,132.585,-3.4442931,3.0898934,-354.3997,477.4976,-130.5949,7.497,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-10 18:45:00,2024-02-10,76,1.95,-0.1752,-0.1752,0.0,0.0,0.0,0.0,119.1378,-32.7985,-86.3393,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-10 19:00:00,2024-02-10,77,-3.663,-0.9481,-0.9481,134.385,-3.7208519,3.2330343,-487.8176,637.2099,-171.243,21.8506,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-10 19:15:00,2024-02-10,78,2.411,-0.3436,-0.3436,-0.9,-21.1293,18.9315,-2.1978,228.5272,-62.06,-164.2694,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-10 19:30:00,2024-02-10,79,1.564,-0.1982,-0.1982,-0.9,-25.6644,24.2253,-1.4391,131.6692,-35.7983,-94.4318,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-10 19:45:00,2024-02-10,80,1.302,-0.1747,-0.1747,-0.9,-20.9214,19.7343,-1.1871,115.1471,-31.5538,-82.4062,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-10 20:00:00,2024-02-10,81,-8.412,-1.7058,-1.7058,154.125,-4.4253911,3.1338236,-1.2915675,1.1233691,-295.8693,464.0677,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-10 20:15:00,2024-02-10,82,-0.868,-0.5396,-0.5396,132.03,-3.6432358,3.5333869,-109.849,354.8752,-93.5931,-151.4332,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-10 20:30:00,2024-02-10,83,-0.657,-0.8604,-0.8604,132.0,-4.251852,4.169748,-82.104,553.0761,-149.2355,-321.7366,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-10 20:45:00,2024-02-10,84,1.543,-0.2536,-0.2536,-1.0,-31.228,29.657,-1.571,162.0026,-43.9867,-116.4449,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-10 21:00:00,2024-02-10,85,-2.136,-0.5501,-0.5501,132.0,-3.863508,3.586176,-277.332,341.8408,-85.4371,20.9283,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-10 21:15:00,2024-02-10,86,1.283,-0.2768,-0.2768,-3.9,-112.7022,107.6361,-5.0661,168.1019,-42.9904,-120.0454,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-10 21:30:00,2024-02-10,87,3.881,-0.0446,-0.0446,-3.9,-127.6431,112.3551,-15.288,26.9475,-6.9269,-4.7326,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-10 21:45:00,2024-02-10,88,5.265,-0.3937,-0.3937,-5.0,-165.545,139.07,-26.475,234.7468,-61.1463,-147.1255,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-10 22:00:00,2024-02-10,89,0.229,-0.3145,-0.3145,-5.0,-130.735,129.465,-1.27,183.0792,-42.198,-139.6112,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-10 22:15:00,2024-02-10,90,1.697,-0.2751,-0.2751,-3.9,-101.9577,95.2029,-6.7548,157.2447,-36.9115,-113.5784,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-10 22:30:00,2024-02-10,91,2.768,-0.1823,-0.1823,0.0,0.0,0.0,0.0,102.5322,-24.4601,-78.0721,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-10 22:45:00,2024-02-10,92,0.723,-0.4709,-0.4709,0.0,0.0,0.0,0.0,263.2107,-63.183,-200.0277,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-10 23:00:00,2024-02-10,93,-5.295,-1.2113,-1.2113,132.0,-3.765564,3.070188,-695.376,663.8966,-142.4138,173.8932,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-10 23:15:00,2024-02-10,94,-0.311,-0.5856,-0.5856,132.0,-3.33102,3.291948,-39.072,315.7269,-68.8496,-207.8053,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-10 23:30:00,2024-02-10,95,2.47,-0.2762,-0.2762,-3.9,-123.9615,114.192,-9.7695,148.761,-32.4731,-106.5184,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-10 23:45:00,2024-02-10,96,-0.214,-0.4249,-0.4249,129.0,-4.523127,4.497456,-25.671,232.3609,-49.9559,-156.734,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 00:00:00,2024-02-11,1,-1.293,-0.3281,-0.3281,132.0,-3.970296,3.803844,-166.452,172.128,-34.3068,28.6308,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 00:15:00,2024-02-11,2,0.528,-0.3065,-0.3065,-5.0,-141.73,138.935,-2.795,157.76,-32.0483,-122.9167,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 00:30:00,2024-02-11,3,2.003,-0.3253,-0.3253,-5.0,-155.38,145.29,-10.09,164.954,-34.014,-120.85,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 00:45:00,2024-02-11,4,0.784,-0.321,-0.321,-5.0,-197.96,193.915,-4.045,163.488,-33.5644,-125.8786,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 01:00:00,2024-02-11,5,-3.704,-0.7884,-0.7884,132.0,-3.463416,2.979504,-483.912,452.636,-74.7663,106.0423,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 01:15:00,2024-02-11,6,-0.972,-0.43,-0.43,132.0,-3.217236,3.09012,-127.116,245.216,-40.7782,-77.3218,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 01:30:00,2024-02-11,7,-0.489,-0.2918,-0.2918,132.0,-3.983496,3.923304,-60.192,163.212,-27.6723,-75.3477,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 01:45:00,2024-02-11,8,0.812,-0.2902,-0.2902,-5.0,-178.25,174.115,-4.135,161.023,-27.5205,-129.3675,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 02:00:00,2024-02-11,9,-2.703,-0.7124,-0.7124,132.0,-3.364812,3.01158,-353.232,401.009,-65.0785,17.3015,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 02:15:00,2024-02-11,10,0.803,-0.2916,-0.2916,-5.0,-134.105,129.865,-4.24,163.716,-26.638,-132.838,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 02:30:00,2024-02-11,11,1.61,-0.2968,-0.2968,-5.0,-167.915,159.75,-8.165,165.483,-27.113,-130.205,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 02:45:00,2024-02-11,12,5.591,-0.3366,-0.3366,-5.0,-176.925,148.86,-28.065,187.705,-30.7487,-128.8913,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 03:00:00,2024-02-11,13,1.734,-0.3029,-0.3029,-5.0,-139.535,130.765,-8.77,170.656,-27.5666,-134.3194,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 03:15:00,2024-02-11,14,1.705,-0.288,-0.288,-5.0,-143.66,134.975,-8.685,164.493,-26.2106,-129.5974,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 03:30:00,2024-02-11,15,1.465,-0.2937,-0.2937,-5.0,-149.22,141.705,-7.515,167.454,-26.7293,-133.2097,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 03:45:00,2024-02-11,16,1.572,-0.2878,-0.2878,-5.0,-169.03,161.08,-7.95,163.693,-26.1924,-129.5506,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 04:00:00,2024-02-11,17,0.206,-0.2756,-0.2756,-5.0,-171.15,169.95,-1.2,157.403,-25.5986,-130.6044,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 04:15:00,2024-02-11,18,0.068,-0.2937,-0.2937,-5.0,-144.905,144.465,-0.44,167.843,-27.2797,-140.1233,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 04:30:00,2024-02-11,19,0.332,-0.2752,-0.2752,0.0,0.0,0.0,0.0,157.212,-25.5614,-131.6506,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 04:45:00,2024-02-11,20,-0.972,-0.3847,-0.3847,132.0,-3.32442,3.19836,-126.06,222.948,-35.7321,-61.1559,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 05:00:00,2024-02-11,21,-0.812,-0.2688,-0.2688,132.0,-4.87014,4.767444,-102.696,151.983,-26.3104,-22.9766,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 05:15:00,2024-02-11,22,-0.565,-0.2646,-0.2646,132.0,-4.128168,4.05636,-71.808,151.441,-25.8993,-53.7337,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 05:30:00,2024-02-11,23,-0.214,-0.2653,-0.2653,127.0,-3.757041,3.732149,-24.892,151.871,-25.9678,-101.0112,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 05:45:00,2024-02-11,24,1.072,-0.2722,-0.2722,-5.0,-145.655,140.12,-5.535,155.918,-26.6432,-123.7398,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 06:00:00,2024-02-11,25,9.946,-0.3177,-0.3177,-5.0,-201.165,151.38,-49.785,189.0792,-34.8574,-104.4368,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 06:15:00,2024-02-11,26,2.855,-0.2713,-0.2713,-5.0,-170.92,156.515,-14.405,163.9696,-29.7665,-119.7981,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 06:30:00,2024-02-11,27,-0.887,-0.2291,-0.2291,132.0,-3.595284,3.482292,-112.992,141.838,-25.1364,-3.7096,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 06:45:00,2024-02-11,28,-0.143,-0.2342,-0.2342,118.8,-3.3342408,3.32046,-13.7808,142.1372,-25.696,-102.6604,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 07:00:00,2024-02-11,29,4.391,-0.2877,-0.2877,-5.0,-210.82,188.65,-22.17,163.8408,-38.3208,-103.35,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 07:15:00,2024-02-11,30,2.802,-0.2939,-0.2939,-5.0,-140.77,126.665,-14.105,164.0694,-39.1466,-110.8178,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 07:30:00,2024-02-11,31,-0.809,-0.2571,-0.2571,132.0,-2.965512,2.86308,-102.432,146.4696,-34.2449,-9.7927,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 07:45:00,2024-02-11,32,0.435,-0.2604,-0.2604,-5.0,-101.185,98.87,-2.315,151.7496,-34.6845,-114.7501,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 08:00:00,2024-02-11,33,7.194,-0.2857,-0.2857,-5.0,-203.525,167.48,-36.045,171.3232,-46.0663,-89.2119,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 08:15:00,2024-02-11,34,2.988,-0.2572,-0.2572,-5.0,-156.455,141.37,-15.085,155.894,-41.4709,-99.3381,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 08:30:00,2024-02-11,35,-0.834,-0.2229,-0.2229,118.8,-2.206116,2.1102444,-95.8716,141.2532,-35.9404,-9.4412,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 08:45:00,2024-02-11,36,-3.333,-0.639,-0.639,132.0,-3.265548,2.828628,-436.92,415.734,-103.0324,124.2184,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 09:00:00,2024-02-11,37,-1.383,-0.2158,-0.2158,132.0,-3.266472,3.087876,-178.596,145.8864,-40.9735,73.6831,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 09:15:00,2024-02-11,38,-2.587,-0.4932,-0.4932,132.0,-2.746656,2.408208,-338.448,338.1048,-93.6429,93.9861,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 09:30:00,2024-02-11,39,-1.67,-0.6426,-0.6426,132.0,-2.152788,1.933404,-219.384,444.8094,-122.0092,-103.4162,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 09:45:00,2024-02-11,40,-1.885,-0.6263,-0.6263,132.0,-2.65188,2.407152,-244.728,438.834,-118.9143,-75.1917,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 10:00:00,2024-02-11,41,-0.729,-0.4104,-0.4104,132.0,-2.516976,2.421408,-95.568,285.8226,-84.1139,-106.1407,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 10:15:00,2024-02-11,42,0.233,-0.442,-0.442,-3.0,-56.928,56.265,-0.663,308.6748,-90.5906,-217.4212,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 10:30:00,2024-02-11,43,-10.759,-1.9669,-1.9669,132.0,-3.285084,1.866612,-1.418472,1.4243724,-403.128,397.2276,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 10:45:00,2024-02-11,44,-10.008,-1.7357,-1.7357,132.0,-3.90522,2.585748,-1.319472,1.2585672,-355.7421,416.6469,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 11:00:00,2024-02-11,45,-20.462,-3.3193,-3.3193,132.0,-4.52364,1.824108,-2.699532,2.4970308,-680.8615,883.3627,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 11:15:00,2024-02-11,46,-5.333,-0.9446,-0.9446,132.0,-3.571128,2.868492,-702.636,701.0916,-193.7582,195.3026,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 11:30:00,2024-02-11,47,-2.357,-0.4829,-0.4829,132.0,-2.424972,2.116356,-308.616,356.4264,-99.0534,51.243,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 11:45:00,2024-02-11,48,-3.867,-0.803,-0.803,132.0,-2.674056,2.16414,-509.916,586.806,-164.713,87.823,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 12:00:00,2024-02-11,49,-7.703,-1.2817,-1.2817,132.0,-4.077876,3.060684,-1.017192,928.356,-236.316,325.152,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 12:15:00,2024-02-11,50,-1.175,-0.4232,-0.4232,132.0,-3.401772,3.246672,-155.1,300.564,-78.0283,-67.4357,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 12:30:00,2024-02-11,51,-1.772,-0.4034,-0.4034,118.8,-2.796552,2.5848504,-211.7016,284.4072,-74.3777,1.6721,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 12:45:00,2024-02-11,52,2.413,-0.1549,-0.1549,-3.0,-72.717,65.475,-7.242,107.2716,-28.56,-71.4696,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 13:00:00,2024-02-11,53,-2.442,-0.6713,-0.6713,132.0,-2.740716,2.417448,-323.268,463.584,-110.8417,-29.4743,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 13:15:00,2024-02-11,54,2.397,-0.1242,-0.1242,-5.0,-109.915,98.14,-11.775,84.417,-20.5073,-52.1347,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 13:30:00,2024-02-11,55,4.457,-0.0241,-0.0241,-5.0,-106.865,84.67,-22.195,16.158,-3.9793,10.0163,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 13:45:00,2024-02-11,56,8.328,-0.0312,-0.0312,-5.0,-128.24,86.525,-41.715,20.746,-5.1516,26.1206,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 14:00:00,2024-02-11,57,-0.031,-0.4176,-0.4176,132.0,-1.534632,1.530276,-4.356,275.346,-62.3485,-208.6415,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 14:15:00,2024-02-11,58,6.389,-0.0035,-0.0035,-3.0,-67.812,48.606,-19.206,2.289,-0.5226,17.4396,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 14:30:00,2024-02-11,59,4.979,-0.0072,-0.0072,-3.0,-74.112,59.172,-14.94,4.614,-1.075,11.401,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 14:45:00,2024-02-11,60,6.967,-0.0189,-0.0189,-5.0,-139.3,104.39,-34.91,12.05,-2.8218,25.6818,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 15:00:00,2024-02-11,61,-2.573,-0.791,-0.791,132.0,-2.877996,2.542848,-335.148,497.1294,-114.8666,-47.1148,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 15:15:00,2024-02-11,62,-0.778,-0.2716,-0.2716,132.0,-2.691216,2.591424,-99.792,169.59,-39.4409,-30.3571,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 15:30:00,2024-02-11,63,-1.395,-0.3086,-0.3086,118.8,-2.5594272,2.3952456,-164.1816,192.3372,-44.814,16.6584,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 15:45:00,2024-02-11,64,1.68,-0.2077,-0.2077,-5.0,-106.235,97.71,-8.525,128.914,-30.1616,-90.2274,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 16:00:00,2024-02-11,65,-0.872,-0.4656,-0.4656,132.0,-2.12322,2.013,-110.22,303.189,-71.5101,-121.4589,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 16:15:00,2024-02-11,66,0.165,-0.251,-0.251,0.0,0.0,0.0,0.0,163.68,-38.5503,-125.1297,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 16:30:00,2024-02-11,67,-2.775,-0.5812,-0.5812,118.8,-2.7784944,2.4522696,-326.2248,382.4172,-89.2648,33.0724,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 16:45:00,2024-02-11,68,-0.101,-0.29,-0.29,132.0,-3.13632,3.12708,-9.24,191.8752,-44.5402,-138.095,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 17:00:00,2024-02-11,69,6.248,-0.3485,-0.3485,-5.0,-146.02,114.635,-31.385,230.2752,-60.056,-138.8342,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 17:15:00,2024-02-11,70,0.843,-0.3247,-0.3247,-3.0,-62.994,60.363,-2.631,218.5158,-55.9546,-159.9302,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 17:30:00,2024-02-11,71,0.951,-0.219,-0.219,0.0,0.0,0.0,0.0,147.1008,-37.7396,-109.3612,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 17:45:00,2024-02-11,72,0.396,-0.2188,-0.2188,0.0,0.0,0.0,0.0,146.256,-37.7051,-108.5509,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 18:00:00,2024-02-11,73,4.993,-0.3029,-0.3029,-5.0,-161.59,136.535,-25.055,203.154,-53.6808,-124.4182,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 18:15:00,2024-02-11,74,0.717,-0.4556,-0.4556,0.0,0.0,0.0,0.0,310.4244,-80.7428,-229.6816,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 18:30:00,2024-02-11,75,1.343,-0.298,-0.298,0.0,0.0,0.0,0.0,202.686,-52.8125,-149.8735,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 18:45:00,2024-02-11,76,0.615,-0.2339,-0.2339,0.0,0.0,0.0,0.0,159.39,-41.4525,-117.9375,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 19:00:00,2024-02-11,77,-3.951,-1.0135,-1.0135,134.175,-3.7123539,3.1873271,-525.0268,690.6792,-178.1155,12.4631,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 19:15:00,2024-02-11,78,-1.7,-0.7922,-0.7922,132.0,-3.328644,3.106884,-221.76,536.2398,-139.2236,-175.2562,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 19:30:00,2024-02-11,79,-1.365,-0.7483,-0.7483,132.0,-3.446916,3.273204,-173.712,505.053,-131.5085,-199.8325,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 19:45:00,2024-02-11,80,1.155,-0.2331,-0.2331,0.0,0.0,0.0,0.0,155.9316,-40.9657,-114.9659,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 20:00:00,2024-02-11,81,-14.658,-2.6907,-2.6907,156.105,-5.1792517,2.8979332,-2.2813185,1.8142608,-452.5973,919.6549,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 20:15:00,2024-02-11,82,-6.38,-1.3714,-1.3714,146.085,-4.6417048,3.7137729,-927.9319,918.2316,-230.6805,240.3808,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 20:30:00,2024-02-11,83,-0.399,-0.3111,-0.3111,132.0,-3.943104,3.89466,-48.444,202.7652,-52.3295,-101.9917,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 20:45:00,2024-02-11,84,3.204,-0.1643,-0.1643,0.0,0.0,0.0,0.0,104.1084,-27.6366,-76.4718,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 21:00:00,2024-02-11,85,2.247,-0.138,-0.138,0.0,0.0,0.0,0.0,85.5657,-20.6393,-64.9264,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 21:15:00,2024-02-11,86,5.038,-0.0438,-0.0438,0.0,0.0,0.0,0.0,26.5965,-6.5507,-20.0458,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 21:30:00,2024-02-11,87,3.985,-0.157,-0.157,0.0,0.0,0.0,0.0,95.7105,-23.4809,-72.2296,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 21:45:00,2024-02-11,88,2.249,-0.4796,-0.4796,-3.0,-97.077,90.243,-6.834,288.3318,-71.729,-209.7688,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 22:00:00,2024-02-11,89,-2.344,-0.8124,-0.8124,140.475,-3.4544207,3.126833,-327.5877,483.2144,-101.9278,-53.6989,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 22:15:00,2024-02-11,90,3.172,-0.2971,-0.2971,-5.0,-121.115,105.165,-15.95,172.2492,-37.2757,-119.0235,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 22:30:00,2024-02-11,91,2.395,-0.0643,-0.0643,0.0,0.0,0.0,0.0,36.4203,-8.0674,-28.3529,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 22:45:00,2024-02-11,92,5.554,-0.0983,-0.0983,-5.0,-137.44,109.49,-27.95,55.3276,-12.3332,-15.0444,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 23:00:00,2024-02-11,93,-1.527,-0.9844,-0.9844,132.0,-3.18714,2.988216,-198.924,544.7767,-104.4842,-241.3685,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 23:15:00,2024-02-11,94,2.914,-0.4898,-0.4898,-5.0,-138.16,123.6,-14.56,266.612,-51.9874,-200.0646,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 23:30:00,2024-02-11,95,5.828,-0.2382,-0.2382,-5.0,-157.875,128.605,-29.27,128.9314,-25.2825,-74.3789,No,SystemImbalance_2024-02-01_2024-02-29.csv
2024-02-11 23:45:00,2024-02-11,96,14.606,-0.0806,-0.0806,-5.0,-172.995,99.93,-73.065,43.615,-8.5549,38.0049,No,SystemImbalance_2024-02-01_2024-02-29.csv
