Delivery day;Period number;Period;Buy Orders (MWh);Sell Orders (MWh);Buy trades (MWh);Sell trades (MWh);Traded Quantity Difference (MWh);Weighted average price of all trades (EUR/MWh);Total Traded Quantity (MWh)
2.5.2025;18;17:00 - 18:00;14,589.2;8,379.6;35.3;9.0;26.3;51.00;44.3
2.5.2025;19;18:00 - 19:00;3,995.5;1,315.2;72.9;95.9;-23.0;91.67;168.8
2.5.2025;20;19:00 - 20:00;9,327.8;1,518.6;83.3;165.1;-81.8;118.33;248.4
2.5.2025;21;20:00 - 21:00;9,463.1;7,924.1;170.5;247.6;-77.1;149.25;418.1
2.5.2025;22;21:00 - 22:00;172.5;240.3;75.4;177.9;-102.5;119.80;253.3
2.5.2025;23;22:00 - 23:00;118.3;184.2;51.3;128.6;-77.3;116.95;179.9
2.5.2025;24;23:00 - 00:00;61.0;80.6;31.0;46.6;-15.6;103.31;77.6
3.5.2025;1;00:00 - 01:00;55.0;59.1;15.0;22.1;-7.1;93.05;37.1
3.5.2025;2;01:00 - 02:00;69.0;190.6;29.0;101.1;-72.1;86.99;130.1
3.5.2025;3;02:00 - 03:00;50.0;195.4;5.0;109.9;-104.9;84.18;114.9
3.5.2025;4;03:00 - 04:00;51.7;377.6;10.9;117.7;-106.8;82.25;128.6
3.5.2025;5;04:00 - 05:00;126.8;337.7;11.8;117.1;-105.3;79.07;128.9
3.5.2025;6;05:00 - 06:00;67.7;176.4;24.7;117.5;-92.8;79.92;142.2
3.5.2025;7;06:00 - 07:00;57.0;535.3;17.0;124.5;-107.5;82.37;141.5
3.5.2025;8;07:00 - 08:00;75.0;45.1;12.4;20.1;-7.7;77.79;32.5
3.5.2025;9;08:00 - 09:00;407.0;3,365.5;53.0;45.0;8.0;67.07;98.0
3.5.2025;10;09:00 - 10:00;5,312.1;3,404.6;341.4;57.4;284.0;26.73;398.8
3.5.2025;11;10:00 - 11:00;968.0;6,795.3;328.3;66.9;261.4;13.74;395.2
3.5.2025;12;11:00 - 12:00;6,749.0;994.5;97.6;78.0;19.6;25.96;175.6
3.5.2025;13;12:00 - 13:00;18,636.9;459.5;127.3;93.4;33.9;21.22;220.7
3.5.2025;14;13:00 - 14:00;8,262.4;2,292.9;153.9;68.3;85.6;15.08;222.2
3.5.2025;15;14:00 - 15:00;30,269.6;261.6;170.8;111.2;59.6;16.93;282.0
3.5.2025;16;15:00 - 16:00;717.1;284.7;102.9;58.1;44.8;21.88;161.0
3.5.2025;17;16:00 - 17:00;834.6;805.2;160.8;33.8;127.0;39.42;194.6
3.5.2025;18;17:00 - 18:00;178.0;79.0;49.4;12.4;37.0;77.39;61.8
3.5.2025;19;18:00 - 19:00;33,260.5;1,431.0;8.0;103.0;-95.0;127.92;111.0
3.5.2025;20;19:00 - 20:00;9,393.6;494.1;38.7;153.4;-114.7;142.00;192.1
3.5.2025;21;20:00 - 21:00;12,982.6;1,658.7;97.6;155.3;-57.7;121.60;252.9
3.5.2025;22;21:00 - 22:00;5,387.7;191.7;28.3;113.2;-84.9;113.84;141.5
3.5.2025;23;22:00 - 23:00;608.5;305.6;37.1;181.1;-144.0;121.20;218.2
3.5.2025;24;23:00 - 00:00;431.9;223.2;20.6;73.6;-53.0;100.51;94.2
4.5.2025;1;00:00 - 01:00;71.1;632.0;16.1;78.5;-62.4;57.51;94.6
4.5.2025;2;01:00 - 02:00;36.1;294.2;11.1;49.2;-38.1;50.53;60.3
4.5.2025;3;02:00 - 03:00;62.7;89.0;20.1;37.1;-17.0;54.23;57.2
4.5.2025;4;03:00 - 04:00;47.1;57.0;22.1;26.0;-3.9;12.07;48.1
4.5.2025;5;04:00 - 05:00;49.1;73.9;24.1;35.3;-11.2;10.36;59.4
4.5.2025;6;05:00 - 06:00;47.3;252.9;22.3;42.1;-19.8;8.64;64.4
4.5.2025;7;06:00 - 07:00;43.3;98.7;18.3;24.5;-6.2;4.40;42.8
4.5.2025;8;07:00 - 08:00;50.1;101.7;10.1;32.2;-22.1;-1.57;42.3
4.5.2025;9;08:00 - 09:00;79.1;481.9;21.8;62.2;-40.4;-10.20;84.0
4.5.2025;10;09:00 - 10:00;4,832.8;228.7;19.8;82.1;-62.3;-12.71;101.9
4.5.2025;11;10:00 - 11:00;993.4;193.9;225.1;72.5;152.6;-4.72;297.6
4.5.2025;12;11:00 - 12:00;167.7;442.8;91.3;61.1;30.2;-2.29;152.4
4.5.2025;13;12:00 - 13:00;9,750.8;244.5;107.0;86.3;20.7;0.84;193.3
4.5.2025;14;13:00 - 14:00;839.7;418.5;162.4;68.7;93.7;-2.52;231.1
4.5.2025;15;14:00 - 15:00;529.0;116.0;133.8;47.6;86.2;-3.17;181.4
4.5.2025;16;15:00 - 16:00;3,363.2;283.6;148.2;45.6;102.6;1.53;193.8
4.5.2025;17;16:00 - 17:00;18,597.4;108,022.3;363.7;84.8;278.9;10.33;448.5
4.5.2025;18;17:00 - 18:00;12,986.1;773.8;48.2;34.3;13.9;55.66;82.5
4.5.2025;19;18:00 - 19:00;7,782.8;4,531.3;112.6;65.3;47.3;90.46;177.9
4.5.2025;20;19:00 - 20:00;116.3;129.5;56.3;64.5;-8.2;100.49;120.8
4.5.2025;21;20:00 - 21:00;122.0;296.0;43.3;141.1;-97.8;110.99;184.4
4.5.2025;22;21:00 - 22:00;183.2;270.5;24.9;154.3;-129.4;110.11;179.2
4.5.2025;23;22:00 - 23:00;138.1;351.0;39.3;172.0;-132.7;99.87;211.3
4.5.2025;24;23:00 - 00:00;93.1;177.5;48.4;83.0;-34.6;86.37;131.4
5.5.2025;1;00:00 - 01:00;640.4;77.4;0.0;38.1;-38.1;75.92;38.1
5.5.2025;2;01:00 - 02:00;40.0;63.5;0.0;38.5;-38.5;74.63;38.5
5.5.2025;3;02:00 - 03:00;40.0;70.8;0.0;45.5;-45.5;70.58;45.5
5.5.2025;4;03:00 - 04:00;45.3;71.5;5.0;36.5;-31.5;70.77;41.5
5.5.2025;5;04:00 - 05:00;45.2;59.5;5.0;34.5;-29.5;74.01;39.5
5.5.2025;6;05:00 - 06:00;37.3;81.5;12.0;35.5;-23.5;81.50;47.5
5.5.2025;7;06:00 - 07:00;68.3;71.0;23.0;30.0;-7.0;102.52;53.0
5.5.2025;8;07:00 - 08:00;75.3;396.3;35.3;105.9;-70.6;105.60;141.2
5.5.2025;9;08:00 - 09:00;98.3;165.1;31.0;74.5;-43.5;108.30;105.5
5.5.2025;10;09:00 - 10:00;2,369.3;1,730.0;132.7;129.8;2.9;98.41;262.5
5.5.2025;11;10:00 - 11:00;1,712.8;923.4;229.1;197.5;31.6;97.17;426.6
5.5.2025;12;11:00 - 12:00;1,652.8;1,254.8;194.9;181.8;13.1;77.10;376.7
5.5.2025;13;12:00 - 13:00;1,755.3;2,447.7;106.5;142.7;-36.2;71.08;249.2
5.5.2025;14;13:00 - 14:00;2,352.5;2,850.3;137.5;145.1;-7.6;72.51;282.6
5.5.2025;15;14:00 - 15:00;4,355.9;5,049.8;143.1;121.1;22.0;68.45;264.2
5.5.2025;16;15:00 - 16:00;7,675.1;1,010.5;92.8;116.5;-23.7;104.09;209.3
5.5.2025;17;16:00 - 17:00;11,080.6;2,588.9;145.5;81.7;63.8;108.76;227.2
5.5.2025;18;17:00 - 18:00;16,809.1;4,940.6;136.5;55.5;81.0;119.57;192.0
5.5.2025;19;18:00 - 19:00;1,022.0;18,886.6;131.4;96.3;35.1;118.08;227.7
5.5.2025;20;19:00 - 20:00;2,483.1;12,158.0;118.8;194.6;-75.8;138.63;313.4
5.5.2025;21;20:00 - 21:00;111,256.4;21,093.2;156.8;260.4;-103.6;209.26;417.2
5.5.2025;22;21:00 - 22:00;25,261.4;10,591.2;49.9;126.7;-76.8;120.96;176.6
5.5.2025;23;22:00 - 23:00;19,979.6;2,935.3;50.5;92.5;-42.0;103.71;143.0
5.5.2025;24;23:00 - 00:00;466.1;579.5;54.7;92.8;-38.1;89.00;147.5
6.5.2025;1;00:00 - 01:00;88.1;46.6;0.4;21.6;-21.2;87.44;22.0
6.5.2025;2;01:00 - 02:00;42.3;74.9;17.3;29.6;-12.3;75.69;46.9
6.5.2025;3;02:00 - 03:00;65.0;69.9;18.0;15.6;2.4;77.04;33.6
6.5.2025;4;03:00 - 04:00;53.0;50.9;25.0;23.6;1.4;79.06;48.6
6.5.2025;5;04:00 - 05:00;80.8;54.9;41.4;18.6;22.8;85.28;60.0
6.5.2025;6;05:00 - 06:00;115.8;66.3;63.8;31.3;32.5;93.75;95.1
6.5.2025;7;06:00 - 07:00;5,042.8;71.7;44.1;15.4;28.7;113.18;59.5
6.5.2025;8;07:00 - 08:00;77.6;105.4;35.6;70.4;-34.8;123.73;106.0
6.5.2025;9;08:00 - 09:00;379.6;2,129.9;20.9;45.0;-24.1;112.18;65.9
6.5.2025;10;09:00 - 10:00;5,195.4;257.7;64.9;91.4;-26.5;109.64;156.3
6.5.2025;11;10:00 - 11:00;2,216.4;2,718.1;125.4;134.6;-9.2;121.41;260.0
6.5.2025;12;11:00 - 12:00;7,543.2;2,035.1;143.3;157.4;-14.1;129.38;300.7
6.5.2025;13;12:00 - 13:00;5,254.5;5,478.0;207.7;146.7;61.0;105.31;354.4
6.5.2025;14;13:00 - 14:00;3,781.9;710.4;147.1;101.3;45.8;86.96;248.4
6.5.2025;15;14:00 - 15:00;713.0;5,044.8;184.0;126.1;57.9;88.16;310.1
6.5.2025;16;15:00 - 16:00;4,037.1;192.1;35.9;33.1;2.8;72.16;69.0
6.5.2025;17;16:00 - 17:00;702.5;3,157.1;138.7;47.9;90.8;57.64;186.6
6.5.2025;18;17:00 - 18:00;6,749.6;6,689.9;59.8;75.7;-15.9;102.64;135.5
6.5.2025;19;18:00 - 19:00;8,255.8;1,679.0;12.0;35.1;-23.1;110.52;47.1
6.5.2025;20;19:00 - 20:00;4,176.4;5,705.7;20.6;59.9;-39.3;138.27;80.5
6.5.2025;21;20:00 - 21:00;77.2;174.2;25.2;55.2;-30.0;162.06;80.4
6.5.2025;22;21:00 - 22:00;73.9;98.2;13.6;33.2;-19.6;132.34;46.8
6.5.2025;23;22:00 - 23:00;33.7;73.6;8.4;23.6;-15.2;112.45;32.0
6.5.2025;24;23:00 - 00:00;51.4;62.6;11.1;27.6;-16.5;98.73;38.7
7.5.2025;1;00:00 - 01:00;36.1;28.0;15.7;18.0;-2.3;97.48;33.7
7.5.2025;2;01:00 - 02:00;32.1;28.0;15.5;18.0;-2.5;93.03;33.5
7.5.2025;3;02:00 - 03:00;25.8;26.0;10.1;16.0;-5.9;89.81;26.1
7.5.2025;4;03:00 - 04:00;33.9;28.0;13.5;18.0;-4.5;90.01;31.5
7.5.2025;5;04:00 - 05:00;33.6;16.0;23.2;6.0;17.2;92.78;29.2
7.5.2025;6;05:00 - 06:00;38.3;10.0;23.7;0.0;23.7;101.32;23.7
7.5.2025;7;06:00 - 07:00;70.8;10.0;53.0;0.0;53.0;121.51;53.0
7.5.2025;8;07:00 - 08:00;87.6;33.6;61.9;10.1;51.8;132.26;72.0
7.5.2025;9;08:00 - 09:00;53.4;4,839.3;27.6;11.0;16.6;113.33;38.6
7.5.2025;10;09:00 - 10:00;867.7;122.5;94.4;82.7;11.7;78.96;177.1
7.5.2025;11;10:00 - 11:00;2,704.2;2,852.0;136.9;119.4;17.5;64.22;256.3
7.5.2025;12;11:00 - 12:00;1,418.2;2,417.5;105.5;78.4;27.1;55.31;183.9
7.5.2025;13;12:00 - 13:00;5,043.0;3,161.2;171.2;126.3;44.9;28.97;297.5
7.5.2025;14;13:00 - 14:00;27,345.8;3,279.6;177.9;137.9;40.0;40.53;315.8
7.5.2025;15;14:00 - 15:00;17,202.6;3,096.5;126.5;112.4;14.1;54.26;238.9
7.5.2025;16;15:00 - 16:00;535.1;12,446.9;180.1;229.3;-49.2;73.14;409.4
7.5.2025;17;16:00 - 17:00;864.2;1,973.3;316.0;192.4;123.6;77.04;508.4
7.5.2025;18;17:00 - 18:00;541.6;7,413.3;84.6;56.3;28.3;92.45;140.9
7.5.2025;19;18:00 - 19:00;5,214.1;18,356.2;93.0;207.8;-114.8;120.27;300.8
7.5.2025;20;19:00 - 20:00;30,323.1;2,266.8;59.4;215.6;-156.2;141.87;275.0
7.5.2025;21;20:00 - 21:00;747.2;1,509.9;103.6;221.6;-118.0;177.62;325.2
7.5.2025;22;21:00 - 22:00;1,155.3;491.3;66.2;166.8;-100.6;140.43;233.0
7.5.2025;23;22:00 - 23:00;6,953.2;2,632.3;38.9;74.9;-36.0;111.91;113.8
7.5.2025;24;23:00 - 00:00;56.2;48.8;12.8;12.0;0.8;98.48;24.8
8.5.2025;1;00:00 - 01:00;35.6;35.0;10.2;6.0;4.2;101.30;16.2
8.5.2025;2;01:00 - 02:00;57.2;35.1;31.8;0.1;31.7;91.95;31.9
8.5.2025;3;02:00 - 03:00;62.1;35.0;36.7;0.0;36.7;91.89;36.7
8.5.2025;4;03:00 - 04:00;71.2;35.0;41.7;0.0;41.7;93.87;41.7
8.5.2025;5;04:00 - 05:00;52.4;25.0;27.0;0.0;27.0;93.86;27.0
8.5.2025;6;05:00 - 06:00;90.1;40.0;37.0;10.0;27.0;104.17;47.0
8.5.2025;7;06:00 - 07:00;81.2;48.0;47.3;15.0;32.3;124.31;62.3
8.5.2025;8;07:00 - 08:00;83.6;165.0;53.1;40.0;13.1;138.32;93.1
8.5.2025;9;08:00 - 09:00;140.3;144.5;54.9;44.5;10.4;131.02;99.4
8.5.2025;10;09:00 - 10:00;260.4;1,252.1;93.5;31.3;62.2;95.88;124.8
8.5.2025;11;10:00 - 11:00;545.7;253.1;166.0;54.8;111.2;84.35;220.8
8.5.2025;12;11:00 - 12:00;1,440.7;4,510.2;255.2;115.3;139.9;77.02;370.5
8.5.2025;13;12:00 - 13:00;12,349.5;1,635.4;160.9;50.8;110.1;75.41;211.7
8.5.2025;14;13:00 - 14:00;11,521.1;7,449.1;141.6;42.2;99.4;69.55;183.8
8.5.2025;15;14:00 - 15:00;5,125.4;2,456.4;108.4;42.0;66.4;75.77;150.4
8.5.2025;16;15:00 - 16:00;558.4;276.5;66.7;54.7;12.0;71.16;121.4
8.5.2025;17;16:00 - 17:00;167.2;352.4;92.2;95.8;-3.6;87.05;188.0
8.5.2025;18;17:00 - 18:00;3,162.3;46,462.2;76.0;48.3;27.7;104.89;124.3
8.5.2025;19;18:00 - 19:00;2,209.5;4,406.0;65.2;137.2;-72.0;112.76;202.4
8.5.2025;20;19:00 - 20:00;3,007.5;1,570.9;76.8;263.0;-186.2;146.97;339.8
8.5.2025;21;20:00 - 21:00;6,000.4;6,515.5;115.7;250.2;-134.5;270.97;365.9
8.5.2025;22;21:00 - 22:00;19,282.9;7,547.9;56.7;147.3;-90.6;173.35;204.0
8.5.2025;23;22:00 - 23:00;10,704.9;2,361.2;36.5;94.2;-57.7;153.14;130.7
8.5.2025;24;23:00 - 00:00;45,736.0;10,533.4;41.7;144.5;-102.8;123.36;186.2
9.5.2025;1;00:00 - 01:00;43.0;25.3;12.2;0.3;11.9;121.39;12.5
9.5.2025;2;01:00 - 02:00;45.3;27.0;19.9;2.0;17.9;98.30;21.9
9.5.2025;3;02:00 - 03:00;69.2;25.0;38.9;0.0;38.9;97.70;38.9
9.5.2025;4;03:00 - 04:00;77.5;25.3;37.3;0.3;37.0;98.46;37.6
9.5.2025;5;04:00 - 05:00;57.6;39.5;32.2;13.3;18.9;106.91;45.5
9.5.2025;6;05:00 - 06:00;59.5;64.5;22.4;39.5;-17.1;117.16;61.9
9.5.2025;7;06:00 - 07:00;75.1;124.5;49.3;114.5;-65.2;139.29;163.8
9.5.2025;8;07:00 - 08:00;42.5;132.4;17.1;107.4;-90.3;135.98;124.5
9.5.2025;9;08:00 - 09:00;166.0;200.3;34.5;73.8;-39.3;105.74;108.3
9.5.2025;10;09:00 - 10:00;1,710.5;724.3;55.7;46.7;9.0;78.15;102.4
9.5.2025;11;10:00 - 11:00;1,532.4;1,069.3;36.3;88.8;-52.5;46.35;125.1
9.5.2025;12;11:00 - 12:00;500.3;1,128.8;76.1;117.6;-41.5;16.06;193.7
9.5.2025;13;12:00 - 13:00;6,943.7;14,434.5;185.2;142.9;42.3;7.17;328.1
9.5.2025;14;13:00 - 14:00;2,454.2;330.1;151.9;107.4;44.5;1.79;259.3
9.5.2025;15;14:00 - 15:00;449.1;2,452.5;150.9;113.7;37.2;6.83;264.6
9.5.2025;16;15:00 - 16:00;34,050.6;7,612.6;216.5;149.7;66.8;25.74;366.2
9.5.2025;17;16:00 - 17:00;5,081.7;11,667.8;301.1;116.7;184.4;40.06;417.8
9.5.2025;18;17:00 - 18:00;320.8;1,700.5;44.4;104.2;-59.8;70.70;148.6
9.5.2025;19;18:00 - 19:00;8,951.3;10,524.8;89.5;123.5;-34.0;105.95;213.0
9.5.2025;20;19:00 - 20:00;5,533.8;3,968.6;74.8;234.0;-159.2;134.61;308.8
9.5.2025;21;20:00 - 21:00;29,265.5;2,362.2;170.6;279.6;-109.0;158.15;450.2
9.5.2025;22;21:00 - 22:00;15,096.8;8,190.1;92.7;341.4;-248.7;140.40;434.1
9.5.2025;23;22:00 - 23:00;13,765.5;10,294.7;39.6;185.7;-146.1;109.13;225.3
9.5.2025;24;23:00 - 00:00;716.9;5,519.5;56.7;142.1;-85.4;95.84;198.8
10.5.2025;1;00:00 - 01:00;2,640.8;38.0;25.7;0.0;25.7;104.06;25.7
10.5.2025;2;01:00 - 02:00;191.5;25.0;40.7;0.0;40.7;100.01;40.7
10.5.2025;3;02:00 - 03:00;120.4;171.7;36.7;20.4;16.3;98.47;57.1
10.5.2025;4;03:00 - 04:00;62.3;78.5;25.1;8.5;16.6;98.14;33.6
10.5.2025;5;04:00 - 05:00;115.5;74.8;31.6;34.8;-3.2;99.00;66.4
10.5.2025;6;05:00 - 06:00;435.0;956.4;46.0;34.5;11.5;104.28;80.5
10.5.2025;7;06:00 - 07:00;117.4;145.5;25.1;36.6;-11.5;102.27;61.7
10.5.2025;8;07:00 - 08:00;82.2;64.0;10.0;14.0;-4.0;101.67;24.0
10.5.2025;9;08:00 - 09:00;79.1;66.0;10.0;21.0;-11.0;84.45;31.0
10.5.2025;10;09:00 - 10:00;63.2;118.6;22.1;23.0;-0.9;41.64;45.1
10.5.2025;11;10:00 - 11:00;753.4;98.4;56.2;35.4;20.8;20.79;91.6
10.5.2025;12;11:00 - 12:00;228.8;103.8;80.8;55.2;25.6;2.18;136.0
10.5.2025;13;12:00 - 13:00;292.1;173.3;199.0;36.8;162.2;-19.52;235.8
10.5.2025;14;13:00 - 14:00;241.9;155.3;135.1;29.2;105.9;-41.68;164.3
10.5.2025;15;14:00 - 15:00;326.8;158.1;131.6;22.7;108.9;-55.27;154.3
10.5.2025;16;15:00 - 16:00;205.1;973.3;68.5;27.9;40.6;-35.13;96.4
10.5.2025;17;16:00 - 17:00;508.5;280.4;259.2;95.9;163.3;11.96;355.1
10.5.2025;18;17:00 - 18:00;108.3;205.3;43.7;83.4;-39.7;42.08;127.1
10.5.2025;19;18:00 - 19:00;9,288.1;1,570.0;97.5;84.0;13.5;110.53;181.5
10.5.2025;20;19:00 - 20:00;1,365.7;854.1;81.2;102.6;-21.4;137.47;183.8
10.5.2025;21;20:00 - 21:00;376.4;5,852.6;44.4;158.7;-114.3;220.43;203.1
10.5.2025;22;21:00 - 22:00;290.2;270.3;20.4;95.4;-75.0;138.60;115.8
10.5.2025;23;22:00 - 23:00;222.0;186.8;35.7;52.4;-16.7;122.19;88.1
10.5.2025;24;23:00 - 00:00;118.6;111.3;16.3;31.3;-15.0;104.43;47.6
11.5.2025;1;00:00 - 01:00;200.4;217.0;57.2;47.0;10.2;95.03;104.2
11.5.2025;2;01:00 - 02:00;249.5;52.0;39.5;10.0;29.5;92.14;49.5
11.5.2025;3;02:00 - 03:00;630.2;36.0;88.9;7.0;81.9;88.30;95.9
11.5.2025;4;03:00 - 04:00;1,041.0;74.0;172.5;54.0;118.5;86.26;226.5
11.5.2025;5;04:00 - 05:00;1,379.3;80.0;220.5;54.0;166.5;85.87;274.5
11.5.2025;6;05:00 - 06:00;1,600.4;75.5;295.9;55.5;240.4;87.09;351.4
11.5.2025;7;06:00 - 07:00;2,795.9;84.0;288.9;50.0;238.9;87.03;338.9
11.5.2025;8;07:00 - 08:00;2,742.9;53.0;270.3;33.0;237.3;74.56;303.3
11.5.2025;9;08:00 - 09:00;1,024.5;99.4;197.0;79.4;117.6;35.65;276.4
11.5.2025;10;09:00 - 10:00;112.5;179.7;54.1;82.3;-28.2;24.78;136.4
11.5.2025;11;10:00 - 11:00;301.3;187.4;230.0;65.0;165.0;-4.25;295.0
11.5.2025;12;11:00 - 12:00;343.4;161.3;243.8;97.1;146.7;-18.72;340.9
11.5.2025;13;12:00 - 13:00;173.8;139.5;91.2;94.9;-3.7;-119.73;186.1
11.5.2025;14;13:00 - 14:00;158.5;175.6;90.3;82.4;7.9;-183.33;172.7
11.5.2025;15;14:00 - 15:00;630.0;214.5;81.7;142.3;-60.6;-171.86;224.0
11.5.2025;16;15:00 - 16:00;122.0;81.4;42.2;12.8;29.4;-58.71;55.0
11.5.2025;17;16:00 - 17:00;48.9;265.4;28.9;203.8;-174.9;-12.86;232.7
11.5.2025;18;17:00 - 18:00;2,149.2;1,245.2;23.2;56.2;-33.0;37.71;79.4
11.5.2025;19;18:00 - 19:00;170.9;485.9;36.6;26.7;9.9;90.18;63.3
11.5.2025;20;19:00 - 20:00;676.5;1,198.1;61.1;86.0;-24.9;105.56;147.1
11.5.2025;21;20:00 - 21:00;408.0;1,124.2;73.8;116.9;-43.1;156.92;190.7
11.5.2025;22;21:00 - 22:00;5,086.1;553.4;112.2;121.9;-9.7;113.38;234.1
11.5.2025;23;22:00 - 23:00;3,686.6;320.0;150.3;105.1;45.2;105.71;255.4
11.5.2025;24;23:00 - 00:00;1,131.6;99.2;99.0;69.2;29.8;95.38;168.2
12.5.2025;1;00:00 - 01:00;298.5;71.7;35.6;7.8;27.8;101.70;43.4
12.5.2025;2;01:00 - 02:00;3,355.3;33.2;132.2;7.7;124.5;84.23;139.9
12.5.2025;3;02:00 - 03:00;473.1;88.8;134.5;16.8;117.7;81.40;151.3
12.5.2025;4;03:00 - 04:00;232.3;29.5;107.1;4.5;102.6;83.51;111.6
12.5.2025;5;04:00 - 05:00;2,200.8;49.5;101.2;4.5;96.7;93.23;105.7
12.5.2025;6;05:00 - 06:00;3,176.1;878.5;113.9;13.5;100.4;102.53;127.4
12.5.2025;7;06:00 - 07:00;306.0;645.7;10.5;105.5;-95.0;147.50;116.0
12.5.2025;8;07:00 - 08:00;266.5;516.5;6.1;20.5;-14.4;150.78;26.6
12.5.2025;9;08:00 - 09:00;130.1;55.0;38.9;30.0;8.9;104.70;68.9
12.5.2025;10;09:00 - 10:00;1,459.5;23,804.6;125.0;88.0;37.0;77.36;213.0
12.5.2025;11;10:00 - 11:00;1,254.4;4,812.3;72.6;225.5;-152.9;37.61;298.1
12.5.2025;12;11:00 - 12:00;980.4;2,339.8;46.2;285.6;-239.4;24.62;331.8
12.5.2025;13;12:00 - 13:00;651.2;8,874.7;110.5;261.1;-150.6;6.71;371.6
12.5.2025;14;13:00 - 14:00;273.6;5,428.4;88.8;229.9;-141.1;3.61;318.7
12.5.2025;15;14:00 - 15:00;179.6;11,762.8;86.6;213.3;-126.7;2.79;299.9
12.5.2025;16;15:00 - 16:00;273.0;34,188.8;131.8;224.3;-92.5;20.18;356.1
12.5.2025;17;16:00 - 17:00;177.6;100.2;107.4;44.4;63.0;44.22;151.8
