Obchodný deň;Číslo periódy;Perióda;Perióda (min);Cena SK (EUR/MWh);Dopyt úspešný (MW);Ponuka úspešná (MW);Tok CZ ➝ SK (MW);Tok SK ➝ CZ (MW);Tok PL ➝ SK (MW);Tok SK ➝ PL (MW);Tok HU ➝ SK (MW);Tok SK ➝ HU (MW);Stav zverejnenia
1.2.2026;20;04:45 - 05:00;15;97,71;871,8;1041,6;381,6;0,0;904,1;0,0;0,0;1455,5;Konečné
1.2.2026;21;05:00 - 05:15;15;97,71;1022,0;1341,4;299,9;0,0;765,5;0,0;0,0;1384,8;Konečné
1.2.2026;22;05:15 - 05:30;15;95,41;1027,0;1326,2;311,4;0,0;765,6;0,0;0,0;1376,2;Konečné
1.2.2026;23;05:30 - 05:45;15;99,89;931,7;1369,3;306,2;0,0;776,3;0,0;0,0;1520,1;Konečné
1.2.2026;24;05:45 - 06:00;15;99,88;941,6;1357,0;327,3;0,0;788,9;0,0;0,0;1531,6;Konečné
1.2.2026;25;06:00 - 06:15;15;94,47;1159,9;1355,2;450,1;0,0;924,2;0,0;0,0;1569,6;Konečné
1.2.2026;26;06:15 - 06:30;15;96,68;1173,1;1337,4;533,5;0,0;971,7;0,0;0,0;1669,5;Konečné
1.2.2026;27;06:30 - 06:45;15;96,13;989,2;1311,7;586,3;0,0;936,0;0,0;0,0;1844,8;Konečné
1.2.2026;28;06:45 - 07:00;15;105,11;989,5;1338,7;595,6;0,0;931,7;0,0;0,0;1876,5;Konečné
1.2.2026;29;07:00 - 07:15;15;102,09;1098,2;1329,9;495,5;0,0;814,3;0,0;0,0;1541,5;Konečné
1.2.2026;30;07:15 - 07:30;15;105,59;1108,1;1359,9;549,2;0,0;808,4;0,0;0,0;1609,4;Konečné
1.2.2026;31;07:30 - 07:45;15;108,94;1119,0;1357,0;523,1;0,0;818,3;0,0;0,0;1579,4;Konečné
1.2.2026;32;07:45 - 08:00;15;112,50;1132,3;1323,6;513,2;0,0;872,2;0,0;0,0;1576,7;Konečné
1.2.2026;33;08:00 - 08:15;15;107,58;1153,8;1321,4;534,2;0,0;950,8;0,0;0,0;1652,6;Konečné
1.2.2026;34;08:15 - 08:30;15;110,62;1167,2;1289,4;534,9;0,0;1013,8;0,0;0,0;1670,9;Konečné
1.2.2026;35;08:30 - 08:45;15;111,83;1278,2;1289,4;533,9;0,0;1084,4;0,0;0,0;1629,5;Konečné
1.2.2026;36;08:45 - 09:00;15;111,23;1307,8;1290,9;504,6;0,0;1148,1;0,0;0,0;1635,8;Konečné
1.2.2026;37;09:00 - 09:15;15;111,91;1415,4;1294,1;410,0;0,0;1274,8;0,0;0,0;1563,5;Konečné
1.2.2026;38;09:15 - 09:30;15;110,36;1440,7;1295,4;386,4;0,0;1298,4;0,0;0,0;1539,5;Konečné
1.2.2026;39;09:30 - 09:45;15;109,65;1431,2;1296,8;363,9;0,0;1292,4;0,0;0,0;1521,9;Konečné
1.2.2026;40;09:45 - 10:00;15;110,09;1448,2;1297,6;380,4;0,0;1344,5;0,0;0,0;1574,3;Konečné
1.2.2026;41;10:00 - 10:15;15;115,32;1390,2;1278,4;164,2;0,0;1292,3;0,0;0,0;1344,7;Konečné
1.2.2026;42;10:15 - 10:30;15;110,58;1399,8;1278,8;157,7;0,0;1321,0;0,0;0,0;1357,7;Konečné
1.2.2026;43;10:30 - 10:45;15;109,76;1479,4;1278,7;176,8;0,0;1349,6;0,0;0,0;1325,7;Konečné
1.2.2026;44;10:45 - 11:00;15;107,91;1474,8;1278,9;177,1;0,0;1366,2;0,0;0,0;1347,4;Konečné
1.2.2026;45;11:00 - 11:15;15;111,46;1602,6;1241,9;256,4;0,0;1439,9;0,0;0,0;1335,6;Konečné
1.2.2026;46;11:15 - 11:30;15;109,76;1584,9;1243,6;234,3;0,0;1425,9;0,0;0,0;1318,9;Konečné
1.2.2026;47;11:30 - 11:45;15;108,45;1551,5;1243,8;211,8;0,0;1404,5;0,0;0,0;1308,6;Konečné
1.2.2026;48;11:45 - 12:00;15;107,90;1512,4;1243,7;233,9;0,0;1412,7;0,0;0,0;1377,9;Konečné
1.2.2026;49;12:00 - 12:15;15;114,14;1476,9;1216,4;310,9;0,0;1431,0;0,0;0,0;1481,4;Konečné
1.2.2026;50;12:15 - 12:30;15;106,29;1440,1;1217,4;285,5;0,0;1397,1;0,0;0,0;1459,9;Konečné
1.2.2026;51;12:30 - 12:45;15;107,92;1398,9;1216,2;250,4;0,0;1350,6;0,0;0,0;1418,3;Konečné
1.2.2026;52;12:45 - 13:00;15;105,02;1368,5;1216,6;230,7;0,0;1268,9;0,0;0,0;1347,7;Konečné
1.2.2026;53;13:00 - 13:15;15;102,81;1348,0;1209,6;329,7;0,0;1181,8;0,0;0,0;1373,1;Konečné
1.2.2026;54;13:15 - 13:30;15;100,58;1316,4;1161,5;340,1;0,0;1098,4;0,0;0,0;1283,6;Konečné
1.2.2026;55;13:30 - 13:45;15;99,67;1292,7;1161,2;353,9;0,0;974,3;0,0;0,0;1196,7;Konečné
1.2.2026;56;13:45 - 14:00;15;99,83;1287,5;1160,8;374,0;0,0;925,4;0,0;0,0;1172,7;Konečné
1.2.2026;57;14:00 - 14:15;15;100,46;1259,1;1174,1;337,6;0,0;819,5;0,0;0,0;1072,1;Konečné
1.2.2026;58;14:15 - 14:30;15;101,38;1231,4;1173,2;376,5;0,0;810,3;0,0;0,0;1128,6;Konečné
1.2.2026;59;14:30 - 14:45;15;103,98;1222,0;1221,4;353,9;0,0;767,5;0,0;0,0;1120,8;Konečné
1.2.2026;60;14:45 - 15:00;15;104,79;1220,2;1220,0;374,3;0,0;766,1;0,0;0,0;1140,2;Konečné
1.2.2026;61;15:00 - 15:15;15;103,52;1178,5;1259,6;373,3;0,0;676,0;0,0;0,0;1130,4;Konečné
1.2.2026;62;15:15 - 15:30;15;107,76;1188,7;1258,4;455,6;0,0;688,3;0,0;0,0;1213,6;Konečné
1.2.2026;63;15:30 - 15:45;15;112,00;1198,2;1257,4;560,2;0,0;679,7;0,0;0,0;1299,1;Konečné
1.2.2026;64;15:45 - 16:00;15;115,52;1268,8;1323,1;607,7;0,0;813,3;0,0;0,0;1475,3;Konečné
1.2.2026;65;16:00 - 16:15;15;106,54;1377,7;1516,9;630,6;0,0;605,9;0,0;0,0;1375,7;Konečné
1.2.2026;66;16:15 - 16:30;15;112,35;1377,6;1515,5;698,6;0,0;637,3;0,0;0,0;1473,8;Konečné
1.2.2026;67;16:30 - 16:45;15;117,00;1404,3;1514,4;739,5;0,0;656,7;0,0;0,0;1506,3;Konečné
1.2.2026;68;16:45 - 17:00;15;127,27;1421,0;1514,4;764,6;0,0;769,1;0,0;0,0;1627,1;Konečné
1.2.2026;69;17:00 - 17:15;15;124,58;1441,4;1585,4;735,0;0,0;835,0;0,0;0,0;1714,0;Konečné
1.2.2026;70;17:15 - 17:30;15;127,22;1450,2;1585,3;768,9;0,0;859,9;0,0;0,0;1763,9;Konečné
1.2.2026;71;17:30 - 17:45;15;133,60;1446,8;1585,2;762,7;0,0;870,2;0,0;0,0;1771,3;Konečné
1.2.2026;72;17:45 - 18:00;15;138,00;1451,9;1589,8;753,8;0,0;902,6;0,0;0,0;1794,3;Konečné
1.2.2026;73;18:00 - 18:15;15;133,65;1466,7;1551,2;762,1;0,0;1031,4;0,0;0,0;1878,0;Konečné
1.2.2026;74;18:15 - 18:30;15;134,24;1468,4;1551,1;762,9;0,0;1032,8;0,0;0,0;1878,4;Konečné
1.2.2026;75;18:30 - 18:45;15;144,21;1466,9;1561,2;746,9;0,0;1030,8;0,0;0,0;1872,0;Konečné
1.2.2026;76;18:45 - 19:00;15;140,38;1463,2;1561,3;756,2;0,0;1039,0;0,0;0,0;1893,3;Konečné
1.2.2026;77;19:00 - 19:15;15;143,23;1434,5;1534,5;691,1;0,0;965,3;0,0;0,0;1756,4;Konečné
1.2.2026;78;19:15 - 19:30;15;137,86;1434,7;1535,6;695,9;0,0;923,1;0,0;0,0;1719,9;Konečné
1.2.2026;79;19:30 - 19:45;15;138,23;1428,1;1535,7;660,9;0,0;908,4;0,0;0,0;1676,9;Konečné
1.2.2026;80;19:45 - 20:00;15;134,83;1414,7;1537,2;661,2;0,0;887,6;0,0;0,0;1671,3;Konečné
1.2.2026;81;20:00 - 20:15;15;132,79;1420,9;1469,9;733,8;0,0;984,5;0,0;0,0;1767,3;Konečné
1.2.2026;82;20:15 - 20:30;15;133,59;1398,9;1481,6;715,5;0,0;967,3;0,0;0,0;1765,5;Konečné
1.2.2026;83;20:30 - 20:45;15;124,95;1339,1;1471,8;691,3;0,0;906,3;0,0;0,0;1730,3;Konečné
1.2.2026;84;20:45 - 21:00;15;116,55;1293,3;1475,0;657,0;0,0;802,3;0,0;0,0;1641,0;Konečné
1.2.2026;85;21:00 - 21:15;15;122,15;1246,5;1360,4;641,2;0,0;967,4;0,0;0,0;1722,5;Konečné
1.2.2026;86;21:15 - 21:30;15;119,19;1203,0;1342,4;571,9;0,0;976,0;0,0;0,0;1687,3;Konečné
1.2.2026;87;21:30 - 21:45;15;112,38;1194,9;1342,6;588,1;0,0;885,5;0,0;0,0;1621,3;Konečné
1.2.2026;88;21:45 - 22:00;15;102,93;1164,5;1343,0;618,2;0,0;833,7;0,0;0,0;1630,4;Konečné
1.2.2026;89;22:00 - 22:15;15;125,83;1179,2;1293,5;550,1;0,0;1075,3;0,0;0,0;1739,7;Konečné
1.2.2026;90;22:15 - 22:30;15;114,52;1140,7;1294,9;543,3;0,0;1047,7;0,0;0,0;1745,2;Konečné
1.2.2026;91;22:30 - 22:45;15;116,50;1119,6;1331,2;498,3;0,0;975,0;0,0;0,0;1684,9;Konečné
1.2.2026;92;22:45 - 23:00;15;109,57;1106,1;1350,6;475,2;0,0;907,0;0,0;0,0;1626,7;Konečné
1.2.2026;93;23:00 - 23:15;15;120,14;1055,4;1391,6;367,7;0,0;852,3;0,0;0,0;1556,2;Konečné
1.2.2026;94;23:15 - 23:30;15;111,47;1045,6;1423,0;366,1;0,0;780,8;0,0;0,0;1524,3;Konečné
1.2.2026;95;23:30 - 23:45;15;107,76;1035,3;1386,2;347,4;0,0;796,4;0,0;0,0;1494,7;Konečné
1.2.2026;96;23:45 - 00:00;15;100,62;1029,1;1381,6;329,2;0,0;820,8;0,0;0,0;1502,5;Konečné
2.2.2026;1;00:00 - 00:15;15;103,08;870,8;1259,3;403,6;0,0;732,0;0,0;0,0;1524,1;Konečné
2.2.2026;2;00:15 - 00:30;15;102,88;855,5;1334,2;362,5;0,0;679,7;0,0;0,0;1520,9;Konečné
2.2.2026;3;00:30 - 00:45;15;100,66;842,9;1324,3;341,4;0,0;661,5;0,0;0,0;1484,3;Konečné
2.2.2026;4;00:45 - 01:00;15;96,62;833,9;1345,1;298,2;0,0;635,0;0,0;0,0;1444,4;Konečné
2.2.2026;5;01:00 - 01:15;15;100,16;820,3;1348,1;295,8;0,0;665,9;0,0;0,0;1489,5;Konečné
2.2.2026;6;01:15 - 01:30;15;95,25;824,7;1359,8;283,5;0,0;650,4;0,0;0,0;1469,0;Konečné
2.2.2026;7;01:30 - 01:45;15;100,15;810,1;1371,3;259,4;0,0;608,8;0,0;0,0;1429,4;Konečné
2.2.2026;8;01:45 - 02:00;15;98,33;805,3;1381,7;249,6;0,0;618,8;0,0;0,0;1444,8;Konečné
2.2.2026;9;02:00 - 02:15;15;96,80;901,6;1331,4;323,9;0,0;681,2;0,0;0,0;1434,9;Konečné
2.2.2026;10;02:15 - 02:30;15;97,83;881,2;1344,1;325,4;0,0;741,2;0,0;0,0;1529,5;Konečné
2.2.2026;11;02:30 - 02:45;15;99,50;871,1;1357,0;258,7;0,0;744,2;0,0;0,0;1488,8;Konečné
2.2.2026;12;02:45 - 03:00;15;97,74;865,2;1348,5;263,1;0,0;747,8;0,0;0,0;1494,2;Konečné
2.2.2026;13;03:00 - 03:15;15;101,91;857,6;1260,6;242,1;0,0;714,4;0,0;0,0;1359,5;Konečné
2.2.2026;14;03:15 - 03:30;15;101,64;859,5;1260,6;253,4;0,0;721,1;0,0;0,0;1375,6;Konečné
2.2.2026;15;03:30 - 03:45;15;101,63;860,8;1257,7;258,3;0,0;726,1;0,0;0,0;1381,3;Konečné
2.2.2026;16;03:45 - 04:00;15;101,59;864,4;1240,9;285,9;0,0;737,2;0,0;0,0;1399,6;Konečné
2.2.2026;17;04:00 - 04:15;15;99,68;896,4;1212,3;300,5;0,0;750,8;0,0;0,0;1367,2;Konečné
2.2.2026;18;04:15 - 04:30;15;101,80;909,1;1202,1;359,2;0,0;763,9;0,0;0,0;1416,1;Konečné
2.2.2026;19;04:30 - 04:45;15;101,93;923,7;1189,8;419,8;0,0;769,0;0,0;0,0;1454,9;Konečné
2.2.2026;20;04:45 - 05:00;15;109,28;936,3;1217,0;427,6;0,0;776,1;0,0;0,0;1484,4;Konečné
2.2.2026;21;05:00 - 05:15;15;99,76;1012,8;1277,8;465,9;0,0;826,7;0,0;0,0;1557,6;Konečné
2.2.2026;22;05:15 - 05:30;15;104,85;1034,9;1307,9;405,8;0,0;787,8;0,0;0,0;1466,6;Konečné
2.2.2026;23;05:30 - 05:45;15;110,88;1066,9;1254,2;483,4;0,0;867,3;0,0;0,0;1538,0;Konečné
2.2.2026;24;05:45 - 06:00;15;132,51;1115,3;1218,1;504,3;0,0;966,9;0,0;0,0;1574,0;Konečné
2.2.2026;25;06:00 - 06:15;15;120,38;1264,0;1171,8;629,8;0,0;884,2;0,0;0,0;1421,8;Konečné
2.2.2026;26;06:15 - 06:30;15;137,52;1371,7;1166,6;731,7;0,0;1030,7;0,0;0,0;1557,3;Konečné
2.2.2026;27;06:30 - 06:45;15;150,41;1446,9;1163,7;725,3;0,0;1004,2;0,0;0,0;1446,3;Konečné
2.2.2026;28;06:45 - 07:00;15;169,61;1555,7;1227,5;741,0;0,0;1018,9;0,0;0,0;1431,7;Konečné
2.2.2026;29;07:00 - 07:15;15;153,38;1624,5;1657,6;557,6;0,0;727,0;0,0;0,0;1317,7;Konečné
2.2.2026;30;07:15 - 07:30;15;176,30;1651,6;1656,8;581,8;0,0;689,9;0,0;0,0;1276,9;Konečné
2.2.2026;31;07:30 - 07:45;15;191,13;1654,4;1575,5;606,8;0,0;723,8;0,0;0,0;1251,7;Konečné
2.2.2026;32;07:45 - 08:00;15;195,81;1681,2;1575,6;614,4;0,0;738,2;0,0;0,0;1247,0;Konečné
2.2.2026;33;08:00 - 08:15;15;190,23;1729,0;1593,6;662,3;0,0;744,2;0,0;0,0;1271,1;Konečné
2.2.2026;34;08:15 - 08:30;15;184,33;1754,7;1592,0;666,7;0,0;790,0;0,0;0,0;1294,0;Konečné
2.2.2026;35;08:30 - 08:45;15;171,80;1821,7;1582,3;691,3;0,0;857,3;0,0;0,0;1309,2;Konečné
2.2.2026;36;08:45 - 09:00;15;160,82;1834,1;1583,1;707,4;0,0;965,0;0,0;0,0;1421,4;Konečné
2.2.2026;37;09:00 - 09:15;15;167,08;1883,4;1515,2;777,7;0,0;985,6;0,0;0,0;1395,1;Konečné
2.2.2026;38;09:15 - 09:30;15;164,66;1862,8;1516,3;773,4;0,0;1036,3;0,0;0,0;1463,2;Konečné
2.2.2026;39;09:30 - 09:45;15;155,00;1818,3;1427,0;754,3;0,0;1129,8;0,0;0,0;1492,8;Konečné
2.2.2026;40;09:45 - 10:00;15;146,83;1807,7;1428,2;748,3;0,0;1213,4;0,0;0,0;1582,2;Konečné
2.2.2026;41;10:00 - 10:15;15;158,47;1606,0;1372,0;615,7;0,0;1318,6;0,0;0,0;1700,3;Konečné
2.2.2026;42;10:15 - 10:30;15;144,89;1592,5;1374,2;612,5;0,0;1349,8;0,0;0,0;1744,0;Konečné
2.2.2026;43;10:30 - 10:45;15;146,33;1625,2;1283,8;665,6;0,0;1413,6;0,0;0,0;1737,8;Konečné
2.2.2026;44;10:45 - 11:00;15;146,75;1593,7;1284,6;686,5;0,0;1391,0;0,0;0,0;1768,4;Konečné
2.2.2026;45;11:00 - 11:15;15;143,83;1670,5;1175,5;718,2;0,0;1493,2;0,0;0,0;1716,4;Konečné
2.2.2026;46;11:15 - 11:30;15;143,72;1637,1;1174,2;726,2;0,0;1499,1;0,0;0,0;1762,4;Konečné
2.2.2026;47;11:30 - 11:45;15;143,89;1630,4;1174,0;750,0;0,0;1514,5;0,0;0,0;1808,1;Konečné
2.2.2026;48;11:45 - 12:00;15;142,19;1617,5;1175,4;749,7;0,0;1508,6;0,0;0,0;1816,2;Konečné
2.2.2026;49;12:00 - 12:15;15;139,29;1663,9;1174,0;844,5;0,0;1673,2;0,0;0,0;2027,8;Konečné
2.2.2026;50;12:15 - 12:30;15;136,98;1652,3;1173,1;864,1;0,0;1667,2;0,0;0,0;2052,1;Konečné
2.2.2026;51;12:30 - 12:45;15;131,04;1642,7;1172,4;876,7;0,0;1618,2;0,0;0,0;2024,6;Konečné
2.2.2026;52;12:45 - 13:00;15;129,42;1640,1;1173,9;879,4;0,0;1567,0;0,0;0,0;1980,2;Konečné
2.2.2026;53;13:00 - 13:15;15;143,53;1700,5;1172,2;844,6;0,0;1512,4;0,0;0,0;1828,7;Konečné
2.2.2026;54;13:15 - 13:30;15;146,00;1675,7;1175,4;873,2;0,0;1505,3;0,0;0,0;1878,2;Konečné
2.2.2026;55;13:30 - 13:45;15;145,00;1662,1;1177,2;901,2;0,0;1479,9;0,0;0,0;1896,2;Konečné
2.2.2026;56;13:45 - 14:00;15;144,39;1653,4;1179,3;922,9;0,0;1455,1;0,0;0,0;1903,9;Konečné
2.2.2026;57;14:00 - 14:15;15;145,27;1629,5;1195,2;927,7;0,0;1293,3;0,0;0,0;1786,7;Konečné
2.2.2026;58;14:15 - 14:30;15;146,86;1629,3;1194,7;951,6;0,0;1272,9;0,0;0,0;1789,9;Konečné
2.2.2026;59;14:30 - 14:45;15;131,74;1639,1;1195,2;967,8;0,0;1213,1;0,0;0,0;1737,0;Konečné
2.2.2026;60;14:45 - 15:00;15;138,14;1636,4;1197,5;970,9;0,0;1170,8;0,0;0,0;1702,8;Konečné
2.2.2026;61;15:00 - 15:15;15;139,60;1597,2;1225,7;870,3;0,0;1090,9;0,0;0,0;1589,7;Konečné
2.2.2026;62;15:15 - 15:30;15;154,55;1598,3;1235,5;864,4;0,0;1049,8;0,0;0,0;1551,4;Konečné
2.2.2026;63;15:30 - 15:45;15;179,87;1605,3;1416,5;811,5;0,0;957,3;0,0;0,0;1580,0;Konečné
2.2.2026;64;15:45 - 16:00;15;157,49;1659,8;1472,7;797,6;0,0;950,9;0,0;0,0;1561,4;Konečné
2.2.2026;65;16:00 - 16:15;15;158,45;1762,9;1543,0;831,7;0,0;958,2;0,0;0,0;1570,0;Konečné
2.2.2026;66;16:15 - 16:30;15;169,92;1779,0;1553,2;820,7;0,0;907,4;0,0;0,0;1502,3;Konečné
2.2.2026;67;16:30 - 16:45;15;195,28;1798,5;1731,9;793,8;0,0;867,6;0,0;0,0;1594,8;Konečné
2.2.2026;68;16:45 - 17:00;15;208,23;1827,8;1732,3;802,1;0,0;761,5;0,0;0,0;1468,1;Konečné
2.2.2026;69;17:00 - 17:15;15;212,61;1865,9;1754,3;802,5;0,0;783,5;0,0;0,0;1474,4;Konečné
2.2.2026;70;17:15 - 17:30;15;196,26;1876,1;1740,3;808,9;0,0;820,4;0,0;0,0;1493,5;Konečné
2.2.2026;71;17:30 - 17:45;15;166,80;1880,9;1731,5;816,5;0,0;907,9;0,0;0,0;1575,0;Konečné
2.2.2026;72;17:45 - 18:00;15;144,32;1874,6;1732,6;815,2;0,0;940,0;0,0;0,0;1613,2;Konečné
2.2.2026;73;18:00 - 18:15;15;136,42;1808,0;1457,3;877,7;0,0;935,3;0,0;0,0;1462,3;Konečné
2.2.2026;74;18:15 - 18:30;15;148,81;1797,5;1457,6;883,0;0,0;924,6;0,0;0,0;1467,7;Konečné
2.2.2026;75;18:30 - 18:45;15;143,21;1796,2;1455,7;880,4;0,0;926,1;0,0;0,0;1466,0;Konečné
2.2.2026;76;18:45 - 19:00;15;138,10;1794,9;1456,9;884,4;0,0;918,6;0,0;0,0;1465,0;Konečné
2.2.2026;77;19:00 - 19:15;15;153,23;1719,3;1450,2;900,3;0,0;999,9;0,0;0,0;1631,1;Konečné
2.2.2026;78;19:15 - 19:30;15;156,87;1703,7;1450,6;895,6;0,0;991,9;0,0;0,0;1634,4;Konečné
2.2.2026;79;19:30 - 19:45;15;144,72;1710,0;1450,7;904,8;0,0;991,9;0,0;0,0;1637,4;Konečné
2.2.2026;80;19:45 - 20:00;15;123,64;1690,7;1452,1;921,8;0,0;996,8;0,0;0,0;1680,0;Konečné
2.2.2026;81;20:00 - 20:15;15;141,18;1679,6;1383,3;881,3;0,0;1091,7;0,0;0,0;1676,7;Konečné
2.2.2026;82;20:15 - 20:30;15;136,74;1651,8;1386,2;880,4;0,0;1079,1;0,0;0,0;1693,9;Konečné
2.2.2026;83;20:30 - 20:45;15;130,68;1576,7;1387,5;875,0;0,0;1037,2;0,0;0,0;1723,0;Konečné
2.2.2026;84;20:45 - 21:00;15;113,04;1527,0;1388,9;892,6;0,0;1040,8;0,0;0,0;1795,3;Konečné
2.2.2026;85;21:00 - 21:15;15;104,10;1482,8;1303,0;975,0;0,0;1092,3;0,0;0,0;1887,5;Konečné
2.2.2026;86;21:15 - 21:30;15;88,21;1433,6;1261,5;1019,0;0,0;1146,8;0,0;0,0;1993,7;Konečné
2.2.2026;87;21:30 - 21:45;15;104,10;1408,5;1302,2;995,3;0,0;1174,2;0,0;0,0;2063,2;Konečné
2.2.2026;88;21:45 - 22:00;15;99,91;1335,6;1248,0;948,2;0,0;1164,0;0,0;0,0;2024,6;Konečné
2.2.2026;89;22:00 - 22:15;15;113,80;1249,2;1250,1;943,4;0,0;1286,9;0,0;0,0;2231,2;Konečné
2.2.2026;90;22:15 - 22:30;15;109,73;1202,9;1259,4;941,2;0,0;1207,6;0,0;0,0;2205,3;Konečné
2.2.2026;91;22:30 - 22:45;15;97,13;1148,6;1209,5;947,1;0,0;1166,2;0,0;0,0;2174,2;Konečné
2.2.2026;92;22:45 - 23:00;15;97,17;1135,8;1237,2;952,3;0,0;1127,3;0,0;0,0;2181,0;Konečné
2.2.2026;93;23:00 - 23:15;15;114,85;1111,5;1297,5;929,1;0,0;1136,1;0,0;0,0;2251,2;Konečné
2.2.2026;94;23:15 - 23:30;15;101,94;1100,8;1319,1;940,8;0,0;1167,7;0,0;0,0;2326,8;Konečné
2.2.2026;95;23:30 - 23:45;15;98,77;1088,9;1246,1;988,6;0,0;1200,8;0,0;0,0;2346,6;Konečné
2.2.2026;96;23:45 - 00:00;15;94,11;1078,7;1245,3;1000,4;0,0;1193,0;0,0;0,0;2360,0;Konečné
3.2.2026;1;00:00 - 00:15;15;103,47;1051,2;1214,1;1069,1;0,0;1229,5;0,0;0,0;2461,5;Konečné
3.2.2026;2;00:15 - 00:30;15;103,07;1034,2;1243,2;995,0;0,0;1197,6;0,0;0,0;2401,6;Konečné
3.2.2026;3;00:30 - 00:45;15;102,45;1225,5;1259,0;1003,3;0,0;1224,4;0,0;0,0;2261,2;Konečné
3.2.2026;4;00:45 - 01:00;15;97,38;1218,4;1276,7;924,4;0,0;1221,7;0,0;0,0;2204,4;Konečné
3.2.2026;5;01:00 - 01:15;15;102,85;923,8;990,1;942,6;0,0;1218,9;0,0;0,0;2227,8;Konečné
3.2.2026;6;01:15 - 01:30;15;100,00;918,2;1004,7;932,9;0,0;1211,2;0,0;0,0;2230,6;Konečné
3.2.2026;7;01:30 - 01:45;15;102,52;914,3;1026,1;947,4;0,0;1229,0;0,0;0,0;2288,2;Konečné
3.2.2026;8;01:45 - 02:00;15;97,01;908,6;1025,0;954,5;0,0;1232,1;0,0;0,0;2303,0;Konečné
3.2.2026;9;02:00 - 02:15;15;103,75;1007,6;1034,9;983,8;0,0;1171,3;0,0;0,0;2182,4;Konečné
3.2.2026;10;02:15 - 02:30;15;98,83;987,9;1039,6;991,3;0,0;1170,6;0,0;0,0;2213,6;Konečné
3.2.2026;11;02:30 - 02:45;15;99,94;979,2;1041,6;997,2;0,0;1174,8;0,0;0,0;2234,4;Konečné
3.2.2026;12;02:45 - 03:00;15;97,65;973,4;1042,4;1007,2;0,0;1177,0;0,0;0,0;2253,2;Konečné
3.2.2026;13;03:00 - 03:15;15;97,61;1014,9;1048,0;959,3;0,0;1234,0;0,0;0,0;2226,4;Konečné
3.2.2026;14;03:15 - 03:30;15;97,53;1013,3;1048,2;961,5;0,0;1234,9;0,0;0,0;2231,3;Konečné
3.2.2026;15;03:30 - 03:45;15;98,91;1013,6;1045,9;962,1;0,0;1234,7;0,0;0,0;2229,1;Konečné
3.2.2026;16;03:45 - 04:00;15;98,76;1018,6;1039,7;957,7;0,0;1235,3;0,0;0,0;2214,1;Konečné
3.2.2026;17;04:00 - 04:15;15;95,92;1026,9;995,9;997,8;0,0;1236,6;0,0;0,0;2203,4;Konečné
