surprise_bin,n_samples,n_long,n_short,pct_long,mean_imbalance,mean_surprise
<-100,24,12,12,50.0,1.5436041666666664,-124.00416666666668
-100:-50,88,23,65,26.136363636363637,-4.5138125,-68.50795454545454
-50:-20,367,191,176,52.043596730245234,0.47707220708446874,-31.9149863760218
-20:0,853,462,391,54.161781946072686,1.3081257327080893,-7.467057444314186
0:20,1725,1048,677,60.7536231884058,1.7365120289855072,3.7719420289855066
20:50,424,293,131,69.10377358490567,4.825880306603774,32.8688679245283
50:100,228,143,85,62.719298245614034,4.258067982456141,72.12236842105264
>100,117,84,33,71.7948717948718,7.184690170940171,130.91367521367522
