datetime,de_forecast1_spot,sk_forecast1_spot,sk_forecast2_spot,sk_merged_spot,price_actual,de_forecast1_spot_error,sk_forecast1_spot_error,sk_forecast2_spot_error,sk_merged_spot_error,date,hour
2025-10-29 18:00:00,124.78310662499999,135.04227145,135.04227145,,141.82999999999998,-17.046893374999996,-6.787728549999997,-6.787728549999997,,2025-10-29,18
2025-10-29 19:00:00,117.921679375,129.75702465,129.75702465,,138.04500000000002,-20.12332062500002,-8.28797535000001,-8.28797535000001,,2025-10-29,19
2025-10-29 20:00:00,110.358451975,117.79185452499999,117.79185452499999,,123.385,-13.026548025000011,-5.593145475000014,-5.593145475000014,,2025-10-29,20
2025-10-29 21:00:00,104.765123775,104.71650919,104.71650919,,98.4575,6.30762377500001,6.2590091900000004,6.2590091900000004,,2025-10-29,21
2025-10-29 22:00:00,99.8130748725,99.7955148475,99.7955148475,,95.865,3.948074872500001,3.9305148475000067,3.9305148475000067,,2025-10-29,22
2025-10-29 23:00:00,91.8361824925,91.922774455,91.922774455,,86.285,5.551182492500004,5.637774454999999,5.637774454999999,,2025-10-29,23
2025-10-30 00:00:00,65.68629237,65.986429075,65.986429075,,82.4375,-16.751207629999996,-16.451070924999996,-16.451070924999996,,2025-10-30,0
2025-10-30 01:00:00,54.8874766625,55.2998931925,55.2998931925,,83.705,-28.8175233375,-28.405106807499998,-28.405106807499998,,2025-10-30,1
2025-10-30 02:00:00,49.4379565875,49.634726602499995,49.634726602499995,,75.9375,-26.499543412500003,-26.302773397500005,-26.302773397500005,,2025-10-30,2
2025-10-30 03:00:00,43.3740383325,43.153953205,43.153953205,,73.845,-30.4709616675,-30.691046795,-30.691046795,,2025-10-30,3
2025-10-30 04:00:00,40.47005063,40.488424785,40.488424785,,82.025,-41.55494937,-41.536575215000006,-41.536575215000006,,2025-10-30,4
2025-10-30 05:00:00,50.577881665,50.53021382,50.53021382,,79.9975,-29.419618335000003,-29.467286180000002,-29.467286180000002,,2025-10-30,5
2025-10-30 06:00:00,70.1382268675,99.9193563175,99.9193563175,,109.43,-39.29177313250001,-9.510643682500003,-9.510643682500003,,2025-10-30,6
2025-10-30 07:00:00,93.9909431775,105.36384745000001,105.36384745000001,,109.1475,-15.156556822499994,-3.783652549999985,-3.783652549999985,,2025-10-30,7
2025-10-30 08:00:00,94.00958697749999,93.881086385,93.881086385,,97.9575,-3.9479130225000034,-4.076413614999993,-4.076413614999993,,2025-10-30,8
2025-10-30 09:00:00,80.83803331749999,84.19808602500001,84.19808602500001,,79.3825,1.4555333174999987,4.815586025000016,4.815586025000016,,2025-10-30,9
2025-10-30 10:00:00,64.1575946725,74.1906393325,74.1906393325,,67.325,-3.1674053275000063,6.865639332499995,6.865639332499995,,2025-10-30,10
2025-10-30 11:00:00,41.8554524875,72.1637593325,72.1637593325,,66.0925,-24.2370475125,6.071259332500006,6.071259332500006,,2025-10-30,11
2025-10-30 12:00:00,39.47863791,73.8470649625,73.8470649625,,64.1525,-24.67386209,9.694564962499996,9.694564962499996,,2025-10-30,12
2025-10-30 13:00:00,44.00460286,75.84786659,75.84786659,,88.405,-44.40039714,-12.557133410000006,-12.557133410000006,,2025-10-30,13
2025-10-30 14:00:00,59.274286707499996,78.93511562249999,78.93511562249999,,125.1175,-65.84321329250001,-46.182384377500014,-46.182384377500014,,2025-10-30,14
2025-10-30 15:00:00,83.38880376750001,96.34833309,96.34833309,,154.035,-70.64619623249999,-57.68666691,-57.68666691,,2025-10-30,15
2025-10-30 16:00:00,105.299897935,124.71579510000001,124.71579510000001,,163.9075,-58.607602064999995,-39.19170489999999,-39.19170489999999,,2025-10-30,16
2025-10-30 17:00:00,127.10120895,137.22814165,137.22814165,,140.915,-13.813791049999992,-3.6868583499999943,-3.6868583499999943,,2025-10-30,17
2025-10-30 18:00:00,115.90457492499999,116.040737275,116.040737275,,149.925,-34.02042507500002,-33.88426272500001,-33.88426272500001,,2025-10-30,18
2025-10-30 19:00:00,114.05937415,114.1633094,114.1633094,,145.685,-31.625625850000006,-31.5216906,-31.5216906,,2025-10-30,19
2025-10-30 20:00:00,109.18006940000001,108.909687475,108.909687475,,141.115,-31.9349306,-32.20531252500001,-32.20531252500001,,2025-10-30,20
2025-10-30 21:00:00,101.879524965,102.2367449625,102.2367449625,,121.625,-19.745475035,-19.388255037500002,-19.388255037500002,,2025-10-30,21
2025-10-30 22:00:00,96.6803415425,96.70809015249999,96.70809015249999,,108.665,-11.984658457500004,-11.956909847500015,-11.956909847500015,,2025-10-30,22
2025-10-30 23:00:00,90.64297299500001,88.39852465,88.39852465,,98.3675,-7.724527004999999,-9.968975350000008,-9.968975350000008,,2025-10-30,23
2025-10-31 00:00:00,87.046526695,68.9650059725,68.9650059725,,105.9275,-18.880973304999998,-36.9624940275,-36.9624940275,,2025-10-31,0
2025-10-31 01:00:00,85.392022105,66.8378617875,66.8378617875,,93.8475,-8.455477895000001,-27.009638212499993,-27.009638212499993,,2025-10-31,1
2025-10-31 02:00:00,83.529395095,64.4560290075,64.4560290075,,89.67750000000001,-6.148104905000011,-25.221470992500002,-25.221470992500002,,2025-10-31,2
2025-10-31 03:00:00,84.4141878975,61.4214548,61.4214548,,89.7,-5.285812102500003,-28.278545200000003,-28.278545200000003,,2025-10-31,3
2025-10-31 04:00:00,85.0395917825,62.3473763175,62.3473763175,,96.78,-11.740408217500004,-34.4326236825,-34.4326236825,,2025-10-31,4
2025-10-31 05:00:00,89.6064713525,75.687356265,75.687356265,,106.385,-16.77852864750001,-30.697643735,-30.697643735,,2025-10-31,5
2025-10-31 06:00:00,110.704162175,110.3596885,110.3596885,,117.13,-6.425837825000002,-6.770311499999991,-6.770311499999991,,2025-10-31,6
2025-10-31 07:00:00,114.618469725,114.53930737499999,114.53930737499999,,119.8075,-5.1890302750000075,-5.268192625000012,-5.268192625000012,,2025-10-31,7
2025-10-31 08:00:00,102.9001628675,102.98719105,102.98719105,,112.6675,-9.767337132500003,-9.680308949999997,-9.680308949999997,,2025-10-31,8
2025-10-31 09:00:00,89.06585490249999,88.95784257,88.95784257,,86.1825,2.8833549024999883,2.7753425699999923,2.7753425699999923,,2025-10-31,9
2025-10-31 10:00:00,82.368517365,82.3618513675,82.3618513675,,78.9875,3.3810173650000053,3.3743513674999974,3.3743513674999974,,2025-10-31,10
2025-10-31 11:00:00,81.70315737,81.72286558,81.72286558,,77.4225,4.28065737,4.300365580000005,4.300365580000005,,2025-10-31,11
2025-10-31 12:00:00,83.11975286500001,82.77662294999999,82.77662294999999,,79.205,3.914752865000011,3.571622949999991,3.571622949999991,,2025-10-31,12
2025-10-31 13:00:00,90.71678138749999,90.95543225750001,90.95543225750001,,87.6975,3.019281387499987,3.257932257500002,3.257932257500002,,2025-10-31,13
2025-10-31 14:00:00,103.26723065,103.47529215,103.47529215,,110.835,-7.567769349999992,-7.359707849999992,-7.359707849999992,,2025-10-31,14
2025-10-31 15:00:00,113.607730925,124.454863375,124.454863375,,128.66750000000002,-15.05976907500002,-4.212636625000016,-4.212636625000016,,2025-10-31,15
2025-10-31 16:00:00,118.64075625,155.20212055,155.20212055,,185.5875,-66.94674375000001,-30.385379450000016,-30.385379450000016,,2025-10-31,16
2025-10-31 17:00:00,118.9634362,166.992709525,166.992709525,,205.135,-86.17156379999999,-38.14229047499998,-38.14229047499998,,2025-10-31,17
2025-10-31 18:00:00,110.92216082499999,135.51642695,135.51642695,,114.32,-3.3978391750000014,21.196426950000017,21.196426950000017,,2025-10-31,18
2025-10-31 19:00:00,102.52088277499999,130.40726825000002,130.40726825000002,,106.4975,-3.9766172250000125,23.909768250000013,23.909768250000013,,2025-10-31,19
2025-10-31 20:00:00,96.305596705,117.30114090000001,117.30114090000001,,114.74,-18.434403294999996,2.5611409000000123,2.5611409000000123,,2025-10-31,20
2025-10-31 21:00:00,88.281028635,101.2096291875,101.2096291875,,121.2525,-32.971471365,-20.0428708125,-20.0428708125,,2025-10-31,21
2025-10-31 22:00:00,80.010486555,91.96854503750001,91.96854503750001,,90.6825,-10.672013445000005,1.2860450375000028,1.2860450375000028,,2025-10-31,22
2025-10-31 23:00:00,71.4561969,79.0009983625,79.0009983625,,69.7475,1.7086968999999925,9.253498362499997,9.253498362499997,,2025-10-31,23
2025-11-01 00:00:00,67.748436285,90.7272982225,90.7272982225,,95.26,-27.51156371500001,-4.532701777500009,-4.532701777500009,,2025-11-01,0
2025-11-01 01:00:00,64.80546795,67.017597695,67.017597695,,83.98,-19.17453205000001,-16.962402304999998,-16.962402304999998,,2025-11-01,1
2025-11-01 02:00:00,64.633371395,64.81201042000001,64.81201042000001,,66.8075,-2.174128605000007,-1.9954895799999974,-1.9954895799999974,,2025-11-01,2
2025-11-01 03:00:00,62.8855558475,62.55476959,62.55476959,,72.3125,-9.426944152499999,-9.75773041,-9.75773041,,2025-11-01,3
2025-11-01 04:00:00,64.04876111,64.02534832,64.02534832,,71.485,-7.4362388899999985,-7.459651679999993,-7.459651679999993,,2025-11-01,4
2025-11-01 05:00:00,64.404066435,69.71311586499999,69.71311586499999,,69.235,-4.830933564999995,0.47811586499999237,0.47811586499999237,,2025-11-01,5
2025-11-01 06:00:00,68.447947855,82.4109608775,82.4109608775,,71.265,-2.8170521450000052,11.145960877500002,11.145960877500002,,2025-11-01,6
2025-11-01 07:00:00,70.52576894250001,88.58437304,88.58437304,,73.5025,-2.9767310574999897,15.081873040000005,15.081873040000005,,2025-11-01,7
2025-11-01 08:00:00,59.37590177,72.41835222,72.41835222,,52.61,6.765901769999999,19.808352220000003,19.808352220000003,,2025-11-01,8
2025-11-01 09:00:00,44.6901806575,60.118872135000004,60.118872135000004,,41.78,2.9101806574999998,18.338872135000003,18.338872135000003,,2025-11-01,9
2025-11-01 10:00:00,41.9861294975,41.74402945,41.74402945,,18.3,23.6861294975,23.44402945,23.44402945,,2025-11-01,10
2025-11-01 11:00:00,37.746974030000004,37.3290511875,37.3290511875,,15.7575,21.989474030000004,21.5715511875,21.5715511875,,2025-11-01,11
2025-11-01 12:00:00,32.4617345975,32.668197660000004,32.668197660000004,,21.015,11.446734597499997,11.653197660000004,11.653197660000004,,2025-11-01,12
2025-11-01 13:00:00,36.62159314,37.0278181875,37.0278181875,,31.0025,5.61909314,6.025318187500002,6.025318187500002,,2025-11-01,13
2025-11-01 14:00:00,42.9871719725,65.38378421,65.38378421,,64.63,-21.642828027499995,0.7537842100000063,0.7537842100000063,,2025-11-01,14
2025-11-01 15:00:00,49.71273894,97.16064937,97.16064937,,89.5475,-39.83476106,7.613149370000002,7.613149370000002,,2025-11-01,15
2025-11-01 16:00:00,61.0674587575,113.272224075,113.272224075,,111.1725,-50.1050412425,2.0997240749999975,2.0997240749999975,,2025-11-01,16
2025-11-01 17:00:00,73.00708808,118.440361325,118.440361325,,106.115,-33.10791191999999,12.325361325000003,12.325361325000003,,2025-11-01,17
2025-11-01 18:00:00,86.370101,117.964256375,117.964256375,,101.645,-15.27489899999999,16.31925637500001,16.31925637500001,,2025-11-01,18
2025-11-01 19:00:00,89.10017349,108.465962675,108.465962675,,87.485,1.6151734900000037,20.980962675,20.980962675,,2025-11-01,19
2025-11-01 20:00:00,80.9044934925,102.446011075,102.446011075,,72.7575,8.146993492500002,29.688511075000008,29.688511075000008,,2025-11-01,20
2025-11-01 21:00:00,76.31674648,94.979068565,94.979068565,,69.37,6.946746480000002,25.609068565,25.609068565,,2025-11-01,21
2025-11-01 22:00:00,74.96828127,82.8730002775,82.8730002775,,77.7275,-2.7592187300000006,5.145500277499991,5.145500277499991,,2025-11-01,22
2025-11-01 23:00:00,64.250440495,64.47049873750001,64.47049873750001,,79.25,-14.999559504999993,-14.779501262499991,-14.779501262499991,,2025-11-01,23
2025-11-02 00:00:00,43.3505702475,43.47144967,43.47144967,,81.715,-38.3644297525,-38.243550330000005,-38.243550330000005,,2025-11-02,0
2025-11-02 01:00:00,38.1247580275,38.2096787375,38.2096787375,,77.245,-39.120241972500004,-39.035321262500005,-39.035321262500005,,2025-11-02,1
2025-11-02 02:00:00,35.2176240775,35.1211685325,35.1211685325,,74.84,-39.622375922500005,-39.7188314675,-39.7188314675,,2025-11-02,2
2025-11-02 03:00:00,36.2310053975,36.4487531125,36.4487531125,,74.775,-38.54399460250001,-38.326246887500005,-38.326246887500005,,2025-11-02,3
2025-11-02 04:00:00,44.2098156275,46.434224205,46.434224205,,76.3675,-32.15768437250001,-29.933275795000007,-29.933275795000007,,2025-11-02,4
2025-11-02 05:00:00,50.1610799575,53.36087811,53.36087811,,78.4325,-28.271420042500004,-25.071621890000003,-25.071621890000003,,2025-11-02,5
2025-11-02 06:00:00,56.43201317,60.8814058125,60.8814058125,,82.14750000000001,-25.71548683000001,-21.26609418750001,-21.26609418750001,,2025-11-02,6
2025-11-02 07:00:00,64.97556915999999,69.21253896249999,69.21253896249999,,79.0975,-14.121930840000005,-9.884961037500005,-9.884961037500005,,2025-11-02,7
2025-11-02 08:00:00,71.2591523025,71.419055885,71.419055885,,80.2775,-9.018347697500005,-8.858444114999998,-8.858444114999998,,2025-11-02,8
2025-11-02 09:00:00,65.34648828,65.3988499925,65.3988499925,,87.4925,-22.146011720000004,-22.093650007500003,-22.093650007500003,,2025-11-02,9
2025-11-02 10:00:00,59.3081674775,59.186537735,59.186537735,,84.9075,-25.5993325225,-25.720962264999997,-25.720962264999997,,2025-11-02,10
2025-11-02 11:00:00,58.7833359375,58.74166566,58.74166566,,84.76249999999999,-25.97916406249999,-26.020834339999986,-26.020834339999986,,2025-11-02,11
2025-11-02 12:00:00,57.3727342825,57.782809185000005,57.782809185000005,,83.605,-26.232265717500006,-25.822190815,-25.822190815,,2025-11-02,12
2025-11-02 13:00:00,63.9841435525,64.6147638975,64.6147638975,,90.705,-26.720856447499997,-26.0902361025,-26.0902361025,,2025-11-02,13
2025-11-02 14:00:00,78.8269711675,78.7398384375,78.7398384375,,98.045,-19.218028832499996,-19.305161562500004,-19.305161562500004,,2025-11-02,14
2025-11-02 15:00:00,99.50150417,99.39428645,99.39428645,,116.6875,-17.185995829999996,-17.293213550000004,-17.293213550000004,,2025-11-02,15
2025-11-02 16:00:00,112.4724898,112.46284305,112.46284305,,122.9975,-10.525010199999997,-10.534656949999999,-10.534656949999999,,2025-11-02,16
2025-11-02 17:00:00,125.387389125,123.366965575,123.366965575,,130.0175,-4.630110875000014,-6.650534425000018,-6.650534425000018,,2025-11-02,17
2025-11-02 18:00:00,124.4297544,121.54787092500001,121.54787092500001,,128.2975,-3.8677456000000205,-6.749629075000001,-6.749629075000001,,2025-11-02,18
2025-11-02 19:00:00,113.186091025,113.381471425,113.381471425,,119.02,-5.833908975,-5.638528574999995,-5.638528574999995,,2025-11-02,19
2025-11-02 20:00:00,106.659533,106.7819346,106.7819346,,120.96,-14.300466999999998,-14.178065399999994,-14.178065399999994,,2025-11-02,20
2025-11-02 21:00:00,100.100068815,100.2627105225,100.2627105225,,104.72,-4.619931184999999,-4.457289477499998,-4.457289477499998,,2025-11-02,21
2025-11-02 22:00:00,93.04053274,92.96933691999999,92.96933691999999,,101.4775,-8.436967260000003,-8.508163080000017,-8.508163080000017,,2025-11-02,22
2025-11-02 23:00:00,77.7693879225,78.16770226,78.16770226,,88.16499999999999,-10.39561207749999,-9.997297739999993,-9.997297739999993,,2025-11-02,23
2025-11-03 00:00:00,67.857649795,68.1109128825,68.1109128825,,88.46000000000001,-20.602350205000008,-20.349087117500005,-20.349087117500005,,2025-11-03,0
2025-11-03 01:00:00,61.295170305,61.162958162500004,61.162958162500004,,79.3925,-18.097329695,-18.229541837499994,-18.229541837499994,,2025-11-03,1
2025-11-03 02:00:00,55.6881624875,55.6518753125,55.6518753125,,72.7425,-17.054337512500005,-17.090624687500004,-17.090624687500004,,2025-11-03,2
2025-11-03 03:00:00,53.798395445,53.93742658,53.93742658,,73.435,-19.636604555000005,-19.497573420000002,-19.497573420000002,,2025-11-03,3
2025-11-03 04:00:00,58.214371854999996,59.957296334999995,59.957296334999995,,88.015,-29.800628145000005,-28.057703665000005,-28.057703665000005,,2025-11-03,4
2025-11-03 05:00:00,71.42759912,76.94612689,76.94612689,,100.3575,-28.929900880000005,-23.41137311,-23.41137311,,2025-11-03,5
2025-11-03 06:00:00,94.0521788025,112.688350875,112.688350875,,128.695,-34.6428211975,-16.006649124999996,-16.006649124999996,,2025-11-03,6
2025-11-03 07:00:00,103.08870010000001,113.325081325,113.325081325,,138.175,-35.0862999,-24.849918675000012,-24.849918675000012,,2025-11-03,7
2025-11-03 08:00:00,99.3407028675,103.651617825,103.651617825,,140.465,-41.124297132500004,-36.813382175,-36.813382175,,2025-11-03,8
2025-11-03 09:00:00,83.0722255,99.652360945,99.652360945,,115.655,-32.5827745,-16.002639055000003,-16.002639055000003,,2025-11-03,9
2025-11-03 10:00:00,77.6411724825,94.76537135,94.76537135,,103.5025,-25.8613275175,-8.737128650000002,-8.737128650000002,,2025-11-03,10
2025-11-03 11:00:00,74.4922681325,92.7464158575,92.7464158575,,99.22,-24.727731867499998,-6.473584142500002,-6.473584142500002,,2025-11-03,11
2025-11-03 12:00:00,71.976406895,93.9866338875,93.9866338875,,100.09,-28.113593105000007,-6.103366112499998,-6.103366112499998,,2025-11-03,12
2025-11-03 13:00:00,73.495626795,94.6260188025,94.6260188025,,101.7825,-28.286873204999992,-7.1564811975,-7.1564811975,,2025-11-03,13
2025-11-03 14:00:00,81.4383899325,107.91132305000001,107.91132305000001,,108.0875,-26.649110067500004,-0.17617694999999856,-0.17617694999999856,,2025-11-03,14
2025-11-03 15:00:00,96.0273552675,128.900875025,128.900875025,,119.1475,-23.120144732499995,9.753375025000011,9.753375025000011,,2025-11-03,15
2025-11-03 16:00:00,104.79393655,157.793615775,157.793615775,,132.39749999999998,-27.60356344999998,25.396115775000027,25.396115775000027,,2025-11-03,16
2025-11-03 17:00:00,107.60159875,170.64862625,170.64862625,,139.41500000000002,-31.813401250000027,31.233626249999986,31.233626249999986,,2025-11-03,17
2025-11-03 18:00:00,103.92105227500001,136.154161925,136.154161925,,115.975,-12.053947724999986,20.179161925000017,20.179161925000017,,2025-11-03,18
2025-11-03 19:00:00,101.71344601,132.06022765,132.06022765,,114.795,-13.081553990000003,17.26522765,17.26522765,,2025-11-03,19
2025-11-03 20:00:00,89.577624075,121.372749225,121.372749225,,104.2575,-14.67987592499999,17.115249225000014,17.115249225000014,,2025-11-03,20
2025-11-03 21:00:00,78.2056057575,108.45131032500001,108.45131032500001,,88.2125,-10.00689424250001,20.238810325000003,20.238810325000003,,2025-11-03,21
2025-11-03 22:00:00,69.4781224475,100.01331172249999,100.01331172249999,,84.385,-14.906877552500006,15.628311722499987,15.628311722499987,,2025-11-03,22
2025-11-03 23:00:00,59.7333862375,86.6405054725,86.6405054725,,76.645,-16.911613762499996,9.9955054725,9.9955054725,,2025-11-03,23
2025-11-04 00:00:00,44.3034982175,66.7857483575,66.7857483575,,121.905,-77.60150178250001,-55.119251642500004,-55.119251642500004,,2025-11-04,0
2025-11-04 01:00:00,37.3878646275,57.7651075575,57.7651075575,,103.8825,-66.4946353725,-46.11739244249999,-46.11739244249999,,2025-11-04,1
2025-11-04 02:00:00,37.15364328,55.654365462499996,55.654365462499996,,103.1625,-66.00885672,-47.5081345375,-47.5081345375,,2025-11-04,2
2025-11-04 03:00:00,34.6825333775,57.771290605,57.771290605,,102.77,-68.08746662249999,-44.998709395,-44.998709395,,2025-11-04,3
2025-11-04 04:00:00,55.86610398,59.35321547,59.35321547,,112.0825,-56.21639602,-52.729284529999994,-52.729284529999994,,2025-11-04,4
2025-11-04 05:00:00,75.393206165,78.2516763725,78.2516763725,,63.9025,11.490706164999992,14.349176372499997,14.349176372499997,,2025-11-04,5
2025-11-04 06:00:00,93.91290971250001,117.251805775,117.251805775,,97.48,-3.567090287499994,19.77180577499999,19.77180577499999,,2025-11-04,6
2025-11-04 07:00:00,101.64504345,119.542633575,119.542633575,,149.4,-47.75495655,-29.85736642500001,-29.85736642500001,,2025-11-04,7
2025-11-04 08:00:00,97.4171226275,106.49391395,106.49391395,,107.57,-10.152877372499987,-1.0760860499999865,-1.0760860499999865,,2025-11-04,8
2025-11-04 09:00:00,90.6101080175,90.8173025375,90.8173025375,,85.9725,4.6376080175,4.8448025375000014,4.8448025375000014,,2025-11-04,9
2025-11-04 10:00:00,81.91399097749999,82.48632419750001,82.48632419750001,,80.12,1.7939909774999876,2.366324197500006,2.366324197500006,,2025-11-04,10
2025-11-04 11:00:00,73.0946050925,79.5285668375,79.5285668375,,72.245,0.8496050924999992,7.28356683749999,7.28356683749999,,2025-11-04,11
2025-11-04 12:00:00,67.8551870575,82.7588412675,82.7588412675,,70.5375,-2.6823129424999905,12.221341267500009,12.221341267500009,,2025-11-04,12
2025-11-04 13:00:00,78.906430415,92.7420010675,92.7420010675,,83.9275,-5.021069584999992,8.814501067500004,8.814501067500004,,2025-11-04,13
2025-11-04 14:00:00,92.3522832575,107.1277874,107.1277874,,96.8625,-4.510216742499992,10.265287400000005,10.265287400000005,,2025-11-04,14
2025-11-04 15:00:00,105.681810575,128.5505561,128.5505561,,122.69750000000002,-17.01568942500002,5.853056099999975,5.853056099999975,,2025-11-04,15
2025-11-04 16:00:00,133.250149325,168.276406525,168.276406525,,166.65,-33.39985067500001,1.626406524999993,1.626406524999993,,2025-11-04,16
2025-11-04 17:00:00,132.80503525,185.3552644,185.3552644,,166.5075,-33.70246474999999,18.847764400000017,18.847764400000017,,2025-11-04,17
2025-11-04 18:00:00,113.16900755,145.0307381,145.0307381,,84.6225,28.54650755,60.408238100000005,60.408238100000005,,2025-11-04,18
2025-11-04 19:00:00,106.311131875,141.620574075,141.620574075,,113.2575,-6.946368124999992,28.363074075000014,28.363074075000014,,2025-11-04,19
2025-11-04 20:00:00,99.7124343525,127.86057625000001,127.86057625000001,,124.1525,-24.440065647500006,3.708076250000005,3.708076250000005,,2025-11-04,20
2025-11-04 21:00:00,93.21541575,113.00672675,113.00672675,,93.305,-0.08958425000000148,19.70172674999999,19.70172674999999,,2025-11-04,21
2025-11-04 22:00:00,85.271470945,108.260011025,108.260011025,,101.475,-16.20352905499999,6.785011025000003,6.785011025000003,,2025-11-04,22
2025-11-04 23:00:00,75.4706888725,96.14255360749999,96.14255360749999,,102.5075,-27.036811127499988,-6.364946392500002,-6.364946392500002,,2025-11-04,23
2025-11-05 00:00:00,65.5979516825,86.6328476025,86.6328476025,,103.97,-38.3720483175,-17.337152397500006,-17.337152397500006,,2025-11-05,0
2025-11-05 01:00:00,61.61117729,85.671428225,85.671428225,,97.8675,-36.256322710000006,-12.196071775000007,-12.196071775000007,,2025-11-05,1
2025-11-05 02:00:00,60.96086585,83.16012538999999,83.16012538999999,,85.935,-24.974134150000005,-2.774874610000012,-2.774874610000012,,2025-11-05,2
2025-11-05 03:00:00,63.67965325,82.891635495,82.891635495,,85.78999999999999,-22.11034674999999,-2.8983645049999893,-2.8983645049999893,,2025-11-05,3
2025-11-05 04:00:00,68.6518714025,80.164491845,80.164491845,,89.5375,-20.885628597499988,-9.373008154999994,-9.373008154999994,,2025-11-05,4
2025-11-05 05:00:00,78.922558765,85.2079776725,85.2079776725,,95.1,-16.17744123499999,-9.892022327500001,-9.892022327500001,,2025-11-05,5
2025-11-05 06:00:00,100.0643609625,126.40633075,126.40633075,,114.435,-14.370639037499998,11.971330749999993,11.971330749999993,,2025-11-05,6
2025-11-05 07:00:00,112.630332,125.126965025,125.126965025,,125.0,-12.369668000000004,0.12696502500000406,0.12696502500000406,,2025-11-05,7
2025-11-05 08:00:00,110.18871307500001,115.44810425,115.44810425,,114.38,-4.191286924999986,1.0681042500000046,1.0681042500000046,,2025-11-05,8
2025-11-05 09:00:00,87.94962852,88.2882305125,88.2882305125,,104.0575,-16.10787148,-15.769269487500011,-15.769269487500011,,2025-11-05,9
2025-11-05 10:00:00,79.06302142,78.9615105725,78.9615105725,,93.1525,-14.089478580000005,-14.1909894275,-14.1909894275,,2025-11-05,10
2025-11-05 11:00:00,82.252268425,82.446176815,82.446176815,,85.9775,-3.7252315750000093,-3.531323185000005,-3.531323185000005,,2025-11-05,11
2025-11-05 12:00:00,85.202084945,85.0691076275,85.0691076275,,84.5025,0.699584944999998,0.5666076275000052,0.5666076275000052,,2025-11-05,12
2025-11-05 13:00:00,93.3330341925,93.3309259775,93.3309259775,,89.5175,3.815534192499996,3.8134259775000032,3.8134259775000032,,2025-11-05,13
2025-11-05 14:00:00,106.9710269,107.1636469,107.1636469,,102.45,4.521026899999995,4.7136469000000005,4.7136469000000005,,2025-11-05,14
2025-11-05 15:00:00,125.1571664,133.738648475,133.738648475,,121.515,3.6421663999999936,12.22364847499999,12.22364847499999,,2025-11-05,15
2025-11-05 16:00:00,136.001248525,172.153779,172.153779,,121.495,14.50624852499999,50.65877899999998,50.65877899999998,,2025-11-05,16
2025-11-05 17:00:00,141.979878575,171.64627135,171.64627135,,130.67000000000002,11.30987857499997,40.97627134999999,40.97627134999999,,2025-11-05,17
2025-11-05 18:00:00,133.9098383,133.576411775,133.576411775,,127.785,6.124838299999993,5.791411775,5.791411775,,2025-11-05,18
2025-11-05 19:00:00,132.876623825,133.183525525,133.183525525,,125.0,7.876623824999996,8.183525524999993,8.183525524999993,,2025-11-05,19
2025-11-05 20:00:00,125.0896338,125.062154225,125.062154225,,102.625,22.4646338,22.437154225,22.437154225,,2025-11-05,20
2025-11-05 21:00:00,112.607987725,112.850901275,112.850901275,,117.26,-4.652012275000004,-4.409098725000007,-4.409098725000007,,2025-11-05,21
2025-11-05 22:00:00,107.0970253,106.766267525,106.766267525,,110.0025,-2.905474699999999,-3.2362324749999942,-3.2362324749999942,,2025-11-05,22
2025-11-05 23:00:00,97.3748538725,97.84693108,97.84693108,,106.0925,-8.717646127500004,-8.245568919999997,-8.245568919999997,,2025-11-05,23
2025-11-06 00:00:00,93.34443581,93.30238505,93.30238505,,97.5025,-4.158064190000005,-4.20011495,-4.20011495,,2025-11-06,0
2025-11-06 01:00:00,91.757301595,91.70058457,91.70058457,,95.0,-3.2426984049999987,-3.2994154299999963,-3.2994154299999963,,2025-11-06,1
2025-11-06 02:00:00,90.87276441,90.771769335,90.771769335,,95.5775,-4.7047355899999985,-4.805730664999999,-4.805730664999999,,2025-11-06,2
2025-11-06 03:00:00,91.46530248,91.2875336475,91.2875336475,,95.1425,-3.677197519999993,-3.8549663525,-3.8549663525,,2025-11-06,3
2025-11-06 04:00:00,92.9319721175,93.42664093,93.42664093,,96.8025,-3.8705278824999994,-3.37585906999999,-3.37585906999999,,2025-11-06,4
2025-11-06 05:00:00,102.21756343,101.69616153,101.69616153,,93.6175,8.600063429999992,8.07866152999999,8.07866152999999,,2025-11-06,5
2025-11-06 06:00:00,130.027501575,125.77839972500001,125.77839972500001,,109.345,20.682501575000003,16.433399725000015,16.433399725000015,,2025-11-06,6
2025-11-06 07:00:00,136.729598925,136.3796268,136.3796268,,139.1925,-2.4629010749999907,-2.8128731999999843,-2.8128731999999843,,2025-11-06,7
2025-11-06 08:00:00,129.18435285,125.475885875,125.475885875,,122.6025,6.581852850000004,2.8733858749999968,2.8733858749999968,,2025-11-06,8
2025-11-06 09:00:00,103.81864035,103.91338875,103.91338875,,97.4125,6.406140350000001,6.500888750000001,6.500888750000001,,2025-11-06,9
2025-11-06 10:00:00,89.7317197525,88.4823954025,88.4823954025,,86.8175,2.914219752500003,1.664895402500008,1.664895402500008,,2025-11-06,10
2025-11-06 11:00:00,85.755197305,86.219292475,86.219292475,,85.03999999999999,0.7151973050000038,1.179292475000011,1.179292475000011,,2025-11-06,11
2025-11-06 12:00:00,87.4345495525,87.93683919,87.93683919,,85.52250000000001,1.9120495524999939,2.4143391899999926,2.4143391899999926,,2025-11-06,12
