datetime,de_forecast1_spot,sk_forecast1_spot,sk_forecast2_spot,sk_merged_spot,price_actual,de_forecast1_spot_error,sk_forecast1_spot_error,sk_forecast2_spot_error,sk_merged_spot_error,date,hour
2025-09-13 08:00:00,,,,,70.1,,,,,2025-09-13,8
2025-09-13 09:00:00,,,,,55.12,,,,,2025-09-13,9
2025-09-13 10:00:00,,,,,14.1,,,,,2025-09-13,10
2025-09-13 11:00:00,,,,,2.37,,,,,2025-09-13,11
2025-09-13 12:00:00,,,,,0.0,,,,,2025-09-13,12
2025-09-13 13:00:00,,,,,0.0,,,,,2025-09-13,13
2025-09-13 14:00:00,,,,,0.0,,,,,2025-09-13,14
2025-09-13 15:00:00,,,,,0.01,,,,,2025-09-13,15
2025-09-13 16:00:00,,,,,57.64,,,,,2025-09-13,16
2025-09-13 17:00:00,,,,,127.45,,,,,2025-09-13,17
2025-09-13 18:00:00,,,,,135.96,,,,,2025-09-13,18
2025-09-13 19:00:00,,,,,153.54,,,,,2025-09-13,19
2025-09-13 20:00:00,,,,,133.89,,,,,2025-09-13,20
2025-09-13 21:00:00,,,,,113.3,,,,,2025-09-13,21
2025-09-13 22:00:00,,,,,100.68,,,,,2025-09-13,22
2025-09-13 23:00:00,,,,,89.08,,,,,2025-09-13,23
2025-09-14 00:00:00,,,,,84.27,,,,,2025-09-14,0
2025-09-14 01:00:00,,,,,75.46,,,,,2025-09-14,1
2025-09-14 02:00:00,,,,,77.46,,,,,2025-09-14,2
2025-09-14 03:00:00,,,,,82.6,,,,,2025-09-14,3
2025-09-14 04:00:00,,,,,90.01,,,,,2025-09-14,4
2025-09-14 05:00:00,,,,,96.91,,,,,2025-09-14,5
2025-09-14 06:00:00,,,,,96.5,,,,,2025-09-14,6
2025-09-14 07:00:00,,,,,100.58,,,,,2025-09-14,7
2025-09-14 08:00:00,,,,,105.36,,,,,2025-09-14,8
2025-09-14 09:00:00,,,,,86.61,,,,,2025-09-14,9
2025-09-14 10:00:00,,,,,60.75,,,,,2025-09-14,10
2025-09-14 11:00:00,,,,,17.77,,,,,2025-09-14,11
2025-09-14 12:00:00,,,,,6.64,,,,,2025-09-14,12
2025-09-14 13:00:00,,,,,0.0,,,,,2025-09-14,13
2025-09-14 14:00:00,,,,,-0.01,,,,,2025-09-14,14
2025-09-14 15:00:00,,,,,0.0,,,,,2025-09-14,15
2025-09-14 16:00:00,,,,,19.82,,,,,2025-09-14,16
2025-09-14 17:00:00,,,,,94.05,,,,,2025-09-14,17
2025-09-14 18:00:00,,,,,126.39,,,,,2025-09-14,18
2025-09-14 19:00:00,,,,,153.3,,,,,2025-09-14,19
2025-09-14 20:00:00,,,,,126.73,,,,,2025-09-14,20
2025-09-14 21:00:00,,,,,93.77,,,,,2025-09-14,21
2025-09-14 22:00:00,,,,,80.37,,,,,2025-09-14,22
2025-09-14 23:00:00,,,,,35.05,,,,,2025-09-14,23
2025-09-15 00:00:00,,,,,39.01,,,,,2025-09-15,0
2025-09-15 01:00:00,,,,,38.07,,,,,2025-09-15,1
2025-09-15 02:00:00,,,,,27.25,,,,,2025-09-15,2
2025-09-15 03:00:00,,,,,26.08,,,,,2025-09-15,3
2025-09-15 04:00:00,,,,,25.01,,,,,2025-09-15,4
2025-09-15 05:00:00,,,,,61.91,,,,,2025-09-15,5
2025-09-15 06:00:00,,,,,159.56,,,,,2025-09-15,6
2025-09-15 07:00:00,,,,,162.58,,,,,2025-09-15,7
2025-09-15 08:00:00,,,,,121.38,,,,,2025-09-15,8
2025-09-15 09:00:00,,,,,61.05,,,,,2025-09-15,9
2025-09-15 10:00:00,,,,,12.36,,,,,2025-09-15,10
2025-09-15 11:00:00,,,,,9.24,,,,,2025-09-15,11
2025-09-15 12:00:00,,,,,9.43,,,,,2025-09-15,12
2025-09-15 13:00:00,,,,,10.74,,,,,2025-09-15,13
2025-09-15 14:00:00,,,,,11.63,,,,,2025-09-15,14
2025-09-15 15:00:00,,,,,31.95,,,,,2025-09-15,15
2025-09-15 16:00:00,,,,,84.92,,,,,2025-09-15,16
2025-09-15 17:00:00,,,,,85.2,,,,,2025-09-15,17
2025-09-15 18:00:00,,,,,140.0,,,,,2025-09-15,18
2025-09-15 19:00:00,,,,,101.57,,,,,2025-09-15,19
2025-09-15 20:00:00,,,,,101.72,,,,,2025-09-15,20
2025-09-15 21:00:00,,,,,98.72,,,,,2025-09-15,21
2025-09-15 22:00:00,,,,,69.71,,,,,2025-09-15,22
2025-09-15 23:00:00,,,,,9.48,,,,,2025-09-15,23
2025-09-16 00:00:00,,,,,47.56,,,,,2025-09-16,0
2025-09-16 01:00:00,,,,,58.49,,,,,2025-09-16,1
2025-09-16 02:00:00,,,,,63.4,,,,,2025-09-16,2
2025-09-16 03:00:00,,,,,77.12,,,,,2025-09-16,3
2025-09-16 04:00:00,,,,,73.94,,,,,2025-09-16,4
2025-09-16 05:00:00,,,,,62.83,,,,,2025-09-16,5
2025-09-16 06:00:00,,,,,118.66,,,,,2025-09-16,6
2025-09-16 07:00:00,,,,,133.53,,,,,2025-09-16,7
2025-09-16 08:00:00,,,,,125.01,,,,,2025-09-16,8
2025-09-16 09:00:00,,,,,95.46,,,,,2025-09-16,9
2025-09-16 10:00:00,,,,,80.87,,,,,2025-09-16,10
2025-09-16 11:00:00,,,,,52.97,,,,,2025-09-16,11
2025-09-16 12:00:00,,,,,66.91,,,,,2025-09-16,12
2025-09-16 13:00:00,,,,,59.72,,,,,2025-09-16,13
2025-09-16 14:00:00,,,,,59.46,,,,,2025-09-16,14
2025-09-16 15:00:00,,,,,87.25,,,,,2025-09-16,15
2025-09-16 16:00:00,,,,,120.79,,,,,2025-09-16,16
2025-09-16 17:00:00,,,,,186.56,,,,,2025-09-16,17
2025-09-16 18:00:00,,,,,78.96,,,,,2025-09-16,18
2025-09-16 19:00:00,,,,,146.24,,,,,2025-09-16,19
2025-09-16 20:00:00,,,,,100.88,,,,,2025-09-16,20
2025-09-16 21:00:00,,,,,79.9,,,,,2025-09-16,21
2025-09-16 22:00:00,,,,,84.63,,,,,2025-09-16,22
2025-09-16 23:00:00,,,,,62.82,,,,,2025-09-16,23
2025-09-17 00:00:00,61.4536606525,73.6580721125,73.6580721125,,65.61,-4.156339347500001,8.048072112499995,8.048072112499995,,2025-09-17,0
2025-09-17 01:00:00,50.9533413,71.660215215,71.660215215,,63.53,-12.576658700000003,8.130215214999993,8.130215214999993,,2025-09-17,1
2025-09-17 02:00:00,47.975395245,68.502937515,68.502937515,,50.97,-2.9946047549999975,17.532937515,17.532937515,,2025-09-17,2
2025-09-17 03:00:00,52.4713177575,69.308481755,69.308481755,,47.53,4.941317757500002,21.778481755,21.778481755,,2025-09-17,3
2025-09-17 04:00:00,61.8033519975,68.97125764500001,68.97125764500001,,55.92,5.8833519975,13.051257645000007,13.051257645000007,,2025-09-17,4
