trial,cv_mae,state,datetime,duration_sec,param_n_estimators,param_learning_rate,param_max_depth,param_num_leaves,param_min_child_samples,param_subsample,param_colsample_bytree,param_reg_alpha,param_reg_lambda,param_max_error_lag,param_use_roll_3h,param_use_roll_6h,param_use_roll_12h,param_use_roll_24h,param_use_roll_48h,param_use_roll_median,param_use_error_trends,param_use_momentum,param_momentum_w1,param_momentum_w2,param_use_load_volatility,param_use_load_trend,param_use_load_range,param_reg_lag_depth,param_use_reg_std,param_use_reg_range,param_use_seasonal_error,param_use_hour_cyclical,param_use_dow_cyclical,param_use_is_weekend,param_use_same_hour_yesterday,param_use_same_hour_2d,param_use_same_hour_week,param_use_error_sign,param_use_forecast_level,param_use_forecast_diff,param_finetune_weight,param_finetune_days,best_so_far,is_best
10,64.10410819698342,COMPLETE,2026-02-02T15:03:10.610155,2.357605,408,0.01524214737498446,8,41,80,0.6693507933848226,0.4002592476389237,0.10865319754208722,0.00012111941681778536,19,True,True,False,True,False,True,False,False,0.32980803122075275,0.2831768538743566,False,False,True,4,False,False,True,True,False,True,True,False,True,False,True,False,1.2981142078358388,52,63.794004210212954,False
11,64.31197655935385,COMPLETE,2026-02-02T15:03:15.200145,4.589142,533,0.01998072314436798,7,74,11,0.6820557814864593,0.5452303323372867,0.00012354026733515854,0.0026632019754898933,19,True,True,True,True,False,True,True,True,0.5940291665959238,0.31109752973008,False,False,True,3,False,True,True,False,False,True,True,False,True,True,False,True,2.121968953524515,147,63.794004210212954,False
12,64.5589065414699,COMPLETE,2026-02-02T15:03:17.829126,2.628146,440,0.03778713278075203,6,76,76,0.8946595487181016,0.5905732986465477,3.9581343439900767,3.3775084171746665,20,True,True,True,True,False,True,True,True,0.6147947331163393,0.17819911572312722,False,False,True,4,False,False,True,False,False,True,True,False,True,True,False,True,3.3273893751750396,138,63.794004210212954,False
13,63.7020797609509,COMPLETE,2026-02-02T15:03:20.922080,3.091859,484,0.01724817092056057,8,35,34,0.7172256132816512,0.4083064456739865,0.00011606167965732636,0.002735820394806514,21,True,True,True,True,False,True,True,False,0.5323268077016607,0.3996152024359336,False,False,True,3,False,True,True,False,False,True,True,True,True,True,False,True,3.13917936225909,132,63.7020797609509,True
14,64.0411341280453,COMPLETE,2026-02-02T15:03:23.163876,2.240986,263,0.014855532734367695,9,35,35,0.5909664405613682,0.403847285237921,0.00010160211668940598,0.001397987291081492,20,True,True,True,True,True,True,False,False,0.6427255943126002,0.38406092291306804,False,True,True,4,False,True,True,False,False,True,True,True,True,False,False,True,3.890923905608367,130,63.7020797609509,False
15,63.6778486355921,COMPLETE,2026-02-02T15:03:26.056622,2.891736,390,0.017456570156358677,8,35,34,0.6963558137663358,0.49999285246351527,0.0003203623324967989,0.00039752862598903504,17,True,True,True,True,False,True,True,False,0.48113160050291376,0.13191752663062953,False,False,True,3,False,False,True,True,False,True,True,False,True,True,False,True,2.9417138629374175,106,63.6778486355921,True
16,63.809289600848984,COMPLETE,2026-02-02T15:03:28.661024,2.603337,399,0.010177936451055398,8,27,31,0.7066320697897251,0.5077109916914125,0.0002553415698409239,0.00014925692582960277,16,True,True,True,True,False,True,True,False,0.48096927306999926,0.12390685088105564,False,False,True,1,False,True,True,False,False,True,True,False,True,True,False,True,3.2210449912130374,106,63.6778486355921,False
17,64.0674550024121,COMPLETE,2026-02-02T15:03:32.207105,3.545096,475,0.013578154074030143,9,47,42,0.7277183731536195,0.5896793906276762,0.005128743027357581,0.0004534516818893984,13,True,True,True,True,False,True,True,False,0.5517630291796565,0.15415796322127834,False,False,True,3,False,False,True,True,False,True,True,True,True,True,False,True,4.481722219137607,81,63.6778486355921,False
18,63.8735695153886,COMPLETE,2026-02-02T15:03:34.168347,1.960378,360,0.019971572553393952,9,31,26,0.6216022019338008,0.4880492225965704,0.042363483327022784,0.006412186939436834,18,True,True,False,True,False,False,True,False,0.36626093854572556,0.1510365450122895,True,False,False,2,False,True,False,True,False,True,True,True,False,True,True,False,3.0792478170640276,113,63.6778486355921,False
19,65.11814044691712,COMPLETE,2026-02-02T15:03:37.046892,2.876436,565,0.04080416458400521,7,56,53,0.7574957319124646,0.6490285868559835,0.00042256651363481223,0.000499050503405364,6,True,True,True,True,False,True,True,False,0.5038696866071496,0.39664846626418426,False,False,True,3,False,False,True,False,False,True,True,False,True,True,False,True,2.6239528934219236,94,63.6778486355921,False
20,64.09521245561808,COMPLETE,2026-02-02T15:03:40.969497,3.921563,463,0.012495325787508199,10,46,18,0.6504809579842739,0.4755952232988618,0.00019959946752597918,0.0065599547429797175,21,True,True,True,True,False,True,True,False,0.4614583179230729,0.29880231281949965,False,False,True,2,False,True,True,False,False,True,True,True,True,True,False,True,4.421488378878812,133,63.6778486355921,False
21,63.95384868376464,COMPLETE,2026-02-02T15:03:43.125967,2.155428,227,0.02055922844651698,7,37,32,0.5684019261499925,0.44179968555002347,0.0009080146783829435,0.0012129992675139639,24,True,True,True,True,True,True,False,False,0.5641300145334684,0.2554050212388391,False,True,True,4,False,False,True,True,False,True,True,False,True,False,False,True,1.3763227556509552,149,63.6778486355921,False
22,63.58464010640776,COMPLETE,2026-02-02T15:03:45.389228,2.262462,371,0.01790111199303362,6,30,68,0.5098723119006751,0.5455321082916079,0.00034766776065259675,0.0023808387950901622,18,True,True,True,True,False,True,True,False,0.6226759034697282,0.2060170611405571,False,False,True,3,False,False,True,True,False,True,True,False,True,True,False,True,2.0611904335732927,126,63.58464010640776,True
23,63.783828741307886,COMPLETE,2026-02-02T15:03:47.954757,2.564509,351,0.017185363780382476,8,27,41,0.7304380499202927,0.550164750167729,0.0004355031714333852,0.0002544609726894777,17,True,True,True,True,False,True,True,False,0.607465430799802,0.1937205917304345,False,False,True,3,False,False,True,True,False,True,True,False,True,True,False,True,3.8257594604805174,116,63.58464010640776,False
24,64.05449031676935,COMPLETE,2026-02-02T15:03:50.453537,2.497738,410,0.02615483016346692,7,43,66,0.5735238578417412,0.6167240796239296,0.0002049028626104678,0.0020601198909903497,14,True,True,True,True,False,True,True,False,0.49457906307078603,0.14271384583207125,False,False,True,3,False,False,True,True,False,True,True,False,True,True,False,True,2.660291388193423,126,63.58464010640776,False
25,63.623590747883284,COMPLETE,2026-02-02T15:03:53.032105,2.577566,322,0.01702899701188126,10,30,29,0.6853595225796044,0.5058068386409267,0.004135965825559208,0.010872526924986184,18,True,True,True,True,False,True,True,False,0.5291646828214029,0.22411688658266016,False,False,True,3,False,False,True,True,False,True,True,False,True,True,False,True,2.680108466094092,112,63.58464010640776,False
26,63.981983617893135,COMPLETE,2026-02-02T15:03:54.327407,1.294278,298,0.012271066418805588,10,30,47,0.6142766239915475,0.5429186141256387,0.00377081839136898,0.013094457289098535,11,False,False,False,True,False,False,True,False,0.4280943391991606,0.22494119233834503,True,False,False,2,False,False,False,True,True,True,False,False,False,True,True,False,2.549072209086457,111,63.58464010640776,False
27,64.1832537663246,COMPLETE,2026-02-02T15:03:57.808056,3.479622,372,0.016909603951454535,11,53,27,0.6828385544142104,0.519205732552307,0.022402986464938737,0.0007916910288930746,17,True,True,True,True,False,True,True,False,0.5817812283374322,0.1738176440544797,False,False,True,3,False,False,True,True,False,True,True,False,True,True,False,True,1.0501915409354852,103,63.58464010640776,False
28,64.35821441159547,COMPLETE,2026-02-02T15:04:00.987552,3.178392,256,0.024608154507767037,11,64,19,0.7723444935620092,0.6426782396205971,0.006470386335996277,0.004494607833096779,18,True,True,True,True,False,True,True,False,0.6982547212723993,0.10001553769616695,False,False,True,3,False,False,True,True,False,True,True,False,True,True,False,True,3.838052524602713,77,63.58464010640776,False
29,65.087573192433,COMPLETE,2026-02-02T15:04:02.547179,1.558757,330,0.03413677963391153,9,23,56,0.9766309121800842,0.5845835444442111,0.02436488038361187,0.2516552543134256,12,True,False,True,True,False,True,True,False,0.5305828504460626,0.20355811474465763,True,False,False,3,True,False,False,True,True,True,True,False,True,True,True,False,1.691423486342989,119,63.58464010640776,False
30,63.82180532446099,COMPLETE,2026-02-02T15:04:04.514696,1.966516,441,0.02259952664422075,5,42,68,0.8860194172322574,0.4621795472765877,0.011719848572957547,0.013394070568498243,16,True,True,True,True,False,True,True,False,0.6174613316616198,0.24170219047681094,False,False,True,2,False,False,True,True,False,True,True,False,True,True,False,True,2.2978285052664846,110,63.58464010640776,False
31,63.87340548771556,COMPLETE,2026-02-02T15:04:07.369134,2.853347,391,0.016439027698454803,8,33,35,0.7133346717563634,0.4334798363610197,0.00023990338830882208,0.004276389541971738,21,True,True,True,True,False,True,True,False,0.5159653211437916,0.1711867964269058,False,False,True,3,False,False,True,True,False,True,True,False,True,True,False,True,2.888407430947128,131,63.58464010640776,False
32,64.48553469946111,COMPLETE,2026-02-02T15:04:08.722604,1.35246,101,0.018010235047689522,10,27,42,0.6442076813148461,0.49325806313982784,0.0011133015042462096,0.0003019181665650246,18,True,True,True,True,False,True,True,False,0.5392375697063311,0.12284810472481533,False,False,True,3,False,False,True,True,False,True,True,False,True,True,False,True,3.4829048787923464,122,63.58464010640776,False
33,63.966694166567564,COMPLETE,2026-02-02T15:04:11.586919,2.863467,329,0.012069857243505691,8,39,32,0.8121493392953265,0.5279522311033069,0.0004247479026734955,0.0023569269733593285,21,True,True,True,True,False,True,True,False,0.47172477126710244,0.21121832838562357,False,False,True,3,False,True,True,True,False,True,True,False,True,True,False,True,4.9969315754679124,137,63.58464010640776,False
34,63.49661128848118,COMPLETE,2026-02-02T15:04:13.615006,2.027237,504,0.014528442949991758,10,20,37,0.7387073146372057,0.42314402326336076,0.00010163684063179005,0.0008632964536768664,22,False,True,True,False,False,True,True,False,0.43955483305526116,0.36366671549170226,False,False,True,3,True,False,False,True,False,False,False,True,True,True,False,False,1.8566454291822478,98,63.49661128848118,True
35,63.4732429453971,COMPLETE,2026-02-02T15:04:15.197075,1.581221,521,0.013937399807427513,11,20,62,0.7571354141346904,0.46466134019899913,0.0024905511636941612,0.0009500760563409931,15,False,True,False,False,False,False,True,False,0.36617540239484475,0.3640763741390095,False,False,False,3,True,False,False,True,True,False,False,False,True,True,False,False,1.7220827075602505,89,63.4732429453971,True
36,63.7444973529824,COMPLETE,2026-02-02T15:04:16.869790,1.671845,542,0.010970429401642823,11,20,61,0.8581820730216388,0.46088237493450307,0.0021772921588940793,0.0008715951618294743,14,False,False,False,False,False,False,True,False,0.36255665373478496,0.3523320498824044,True,False,False,4,True,False,False,True,True,False,False,True,False,True,True,False,1.7035972793763343,88,63.4732429453971,False
37,63.76200894101653,COMPLETE,2026-02-02T15:04:19.108821,2.237946,516,0.013859696278757617,12,23,71,0.9358393437728112,0.7121441966701675,0.011165468258137096,0.013583986954216915,15,False,True,False,False,False,False,True,True,0.40539538934000163,0.36393588221187834,False,False,False,2,True,False,False,True,True,False,False,True,True,True,False,False,1.9656921280589494,71,63.4732429453971,False
38,64.56733219748801,COMPLETE,2026-02-02T15:04:20.956570,1.846706,588,0.014297481149714157,11,20,62,0.7455091173546806,0.8429637280962293,0.0008214795205557588,0.0594309027992204,9,False,True,False,False,False,False,True,False,0.32161360662809807,0.3178760277506991,False,False,False,3,True,False,False,True,True,False,False,False,True,True,False,False,1.4140041557558365,91,63.4732429453971,False
39,65.50149951809138,COMPLETE,2026-02-02T15:04:22.529157,1.571654,432,0.09606598651806159,10,26,57,0.7876553220846547,0.5708227502017887,0.04495485788816864,0.000213856125604863,22,False,False,False,False,False,False,True,False,0.3031691267412046,0.3704159157413683,True,False,False,3,True,False,False,True,True,False,False,True,False,True,False,False,7.882202161259043,98,63.4732429453971,False
40,63.863089571505284,COMPLETE,2026-02-02T15:04:25.651899,3.121756,552,0.011390822987763463,12,29,51,0.5555662133111401,0.6634944522881855,0.004398592587743549,0.0007951713672024838,23,False,True,False,False,False,False,True,True,0.38730495886058747,0.32727768215667,False,True,False,4,True,False,False,True,True,False,False,False,True,True,True,False,1.0424052945173579,99,63.4732429453971,False
41,63.75811454959142,COMPLETE,2026-02-02T15:04:27.434404,1.781498,509,0.029551198874827985,11,24,38,0.7665706139406951,0.5027952864170877,0.0006092274879723184,0.00039552532208682583,17,False,True,True,False,False,False,True,False,0.4356414059783418,0.26618628237475184,False,False,False,3,True,False,False,True,True,False,False,False,True,True,False,False,2.2999792204386473,85,63.4732429453971,False
42,63.580820944501696,COMPLETE,2026-02-02T15:04:28.219437,0.784046,330,0.02281990064092558,4,32,29,0.6876349242947605,0.44777150291138007,0.0020557101435409605,0.0007375873777361287,15,False,True,False,False,False,True,True,False,0.414842337856877,0.24407838816908453,False,False,True,3,True,False,False,True,False,False,False,False,True,True,False,False,2.4306135276470995,107,63.4732429453971,False
43,63.74491493613521,COMPLETE,2026-02-02T15:04:28.910688,0.690208,281,0.023764534196776058,4,32,23,0.6569947453933859,0.4450036549716472,0.00219936800702759,0.0008842312395967035,14,False,True,False,False,False,True,True,False,0.4020619350004445,0.23187630827665856,False,False,True,3,True,False,False,True,False,False,False,False,True,True,False,False,1.7151415749404415,116,63.4732429453971,False
44,63.84390368223905,COMPLETE,2026-02-02T15:04:29.543006,0.631421,217,0.021611323506673344,4,20,71,0.5027675721990084,0.42438268696924186,0.007270960293228963,0.008539972451112007,19,False,True,False,False,True,False,True,False,0.3687978502886217,0.2496305406294492,False,False,True,3,True,False,False,True,True,False,False,False,True,True,False,False,2.296653573969677,107,63.4732429453971,False
45,63.971036449418456,COMPLETE,2026-02-02T15:04:30.588308,1.04444,327,0.028393588423942843,5,24,27,0.8135525344056441,0.9849795022629073,0.0029805332326231842,0.003627452247888506,16,False,True,False,False,False,True,False,False,0.4214477730085304,0.2818199019247797,False,False,True,2,True,False,False,True,False,False,False,False,True,True,False,False,1.438838723954766,94,63.4732429453971,False
46,63.59916126785459,COMPLETE,2026-02-02T15:04:31.822660,1.233484,248,0.015355358013277054,6,80,14,0.7457079371081523,0.46922989303765844,0.0019899201617547507,0.028320087131540418,12,False,True,False,False,False,True,True,True,0.44852256897289866,0.29634750013391903,False,False,False,3,True,False,False,True,False,False,False,True,True,False,False,False,1.9186084177340013,61,63.4732429453971,False
47,64.68926619942609,COMPLETE,2026-02-02T15:04:33.230248,1.406533,260,0.015439058060151665,6,77,13,0.7438973101592927,0.7485300366917227,0.0010909493632921857,0.02547586897147513,11,False,False,False,False,True,True,True,True,0.44510033816566347,0.3399071912288228,False,True,False,3,True,False,False,True,False,False,False,True,False,False,False,False,1.989742348413992,52,63.4732429453971,False
48,64.45808823323995,COMPLETE,2026-02-02T15:04:33.821271,0.588905,182,0.0751901717326617,5,83,15,0.7879487911638196,0.47784928649033614,0.0015409218973882095,0.00010341231383274395,13,False,True,False,False,False,False,False,True,0.349791305659826,0.3512582596781431,False,False,False,4,True,False,False,True,False,False,False,True,True,False,False,False,1.6134599602647173,60,63.4732429453971,False
49,63.91942858476158,COMPLETE,2026-02-02T15:04:34.366360,0.544015,143,0.019131962957069197,5,67,79,0.8435798776140395,0.4150558497322985,0.00014786319602046484,0.03527015849491773,10,False,True,False,False,False,True,True,True,0.39266212051828014,0.37357686795618616,False,False,False,1,True,False,False,True,True,False,False,True,True,False,False,False,1.0015375463412306,68,63.4732429453971,False
50,63.10074810531294,COMPLETE,2026-02-02T15:04:35.575286,1.207909,239,0.012690386480499792,6,98,23,0.7981321494220553,0.4605565670677859,0.4554726387682636,0.2285423165647223,15,False,True,False,False,False,True,True,True,0.4187622308561567,0.3034046646059831,True,True,False,3,True,False,False,True,False,False,False,True,True,False,False,False,2.17424165407122,77,63.10074810531294,True
51,63.06950563875138,COMPLETE,2026-02-02T15:04:36.686163,1.11001,217,0.013713898240623645,6,94,23,0.7986545576817696,0.4482660847555405,4.369445110440375,0.19658806193462566,15,False,True,False,False,False,True,True,True,0.4517960107556522,0.2945016157702189,True,True,False,3,True,False,False,True,False,False,False,True,True,False,False,False,2.2237703431751528,76,63.06950563875138,True
52,63.17235619094613,COMPLETE,2026-02-02T15:04:37.777733,1.090586,195,0.01372379247311312,6,99,23,0.8254957876303456,0.4515722472055461,2.9016327365242756,0.4296215439166944,15,False,True,False,False,False,True,True,True,0.41448164678728133,0.3093008078298787,True,True,False,3,True,False,False,True,False,False,False,True,True,False,False,False,2.2552352596361747,77,63.06950563875138,False
53,65.05965074832976,COMPLETE,2026-02-02T15:04:38.326303,0.547426,164,0.010141772994033146,4,100,22,0.8606014147219075,0.40227851439762957,3.8747946449329675,0.3378411003058523,15,False,True,False,False,False,True,True,True,0.41359855699218134,0.32553317664635606,True,True,False,3,True,False,False,True,False,False,False,True,True,False,False,False,2.4275784857418086,79,63.06950563875138,False
54,63.29784865223725,COMPLETE,2026-02-02T15:04:39.422106,1.094753,199,0.013127214459748546,6,95,18,0.8217791130870792,0.45012666623754544,1.7844725946077042,1.3218902337967158,15,False,True,False,False,False,True,True,True,0.37620784029890225,0.29935976124262414,True,True,False,3,True,False,False,True,False,False,False,True,True,False,False,False,3.452046678495627,76,63.06950563875138,False
55,64.11724082604808,COMPLETE,2026-02-02T15:04:40.547768,1.124638,199,0.013099895134497766,6,88,17,0.8302896152091126,0.4242240647496707,1.6709973319774765,1.0897109025442848,14,False,True,False,False,True,True,True,True,0.33921532976395186,0.3044951205409451,True,True,False,3,True,False,False,True,False,False,False,True,True,False,False,False,3.490987309979878,73,63.06950563875138,False
56,63.81084750265313,COMPLETE,2026-02-02T15:04:42.303765,1.755022,236,0.011309887868337821,7,95,10,0.8059711183670244,0.457703909237716,0.6422998316899458,1.021137677578665,13,False,True,False,False,False,True,False,True,0.3774217324892826,0.2885856027449209,True,True,False,4,True,False,False,True,False,False,False,True,True,False,False,False,4.200523970799069,84,63.06950563875138,False
57,63.9859936070648,COMPLETE,2026-02-02T15:04:43.639357,1.334514,165,0.01307544445389228,6,88,24,0.8761109450679792,0.8270211691894714,2.065141839373992,2.492745278972092,16,False,True,False,False,False,True,True,True,0.45042709175667767,0.3149612227762669,True,True,False,3,True,True,False,False,False,False,False,True,True,False,True,False,2.864105545820319,64,63.06950563875138,False
58,64.11954058304141,COMPLETE,2026-02-02T15:04:45.087037,1.446555,207,0.014616588992668315,7,96,20,0.7919414266479755,0.4874995612393826,0.32656162427545204,0.45426150434127877,6,False,True,False,False,False,True,True,True,0.3519917582497992,0.26696681763501157,True,True,False,3,True,False,False,True,False,False,False,True,False,False,False,False,2.828634616796915,74,63.06950563875138,False
59,64.89324462834745,COMPLETE,2026-02-02T15:04:45.874033,0.786061,117,0.011198420017245513,6,91,38,0.8310453494781764,0.5256911898583776,1.114383267453321,0.14278235433283382,15,False,True,False,False,False,True,True,True,0.3981071023095004,0.3310750512184447,True,True,False,3,True,False,False,True,False,False,False,True,True,False,False,False,2.181891485942041,81,63.06950563875138,False
60,65.25762110295877,COMPLETE,2026-02-02T15:04:46.927403,1.052345,186,0.044330612879358446,7,100,16,0.9185639135486531,0.4284081679103111,0.29359162967543906,1.5805279653350717,12,False,False,False,False,True,False,True,True,0.38093025623309157,0.38468441872741505,True,True,False,2,True,False,False,False,False,False,False,True,True,False,False,False,4.8184799957200894,88,63.06950563875138,False
61,63.1480621292282,COMPLETE,2026-02-02T15:04:47.805768,0.877525,233,0.015865873553750947,5,96,28,0.7685837979312131,0.44963677497841353,4.422548483364764,0.5238087248748573,15,False,True,False,False,False,True,True,True,0.41587970157236853,0.27433584318260446,True,True,False,3,True,False,False,True,False,False,False,True,True,False,False,False,2.5275602860762287,77,63.06950563875138,False
62,63.308971183537565,COMPLETE,2026-02-02T15:04:48.763479,0.956718,277,0.01563002504278451,5,96,22,0.7736240571133791,0.47539354682370416,4.88021024256857,0.626027324090071,14,False,True,False,False,False,True,True,True,0.43130641454492064,0.27348546890483244,True,True,False,3,True,False,False,True,False,False,False,True,True,False,False,False,3.166389856619957,76,63.06950563875138,False
63,63.41634930778538,COMPLETE,2026-02-02T15:04:49.728022,0.963546,286,0.015730328347753238,5,92,20,0.7596536412656899,0.47336630807145613,4.532572275481625,0.6824854723666697,14,False,True,False,False,False,True,True,True,0.4640572175263809,0.2730251190107237,True,True,False,3,True,False,False,True,False,False,False,True,True,False,False,False,3.3143398434720446,76,63.06950563875138,False
64,63.377712990035064,COMPLETE,2026-02-02T15:04:50.716382,0.987168,284,0.012606503528461188,5,89,21,0.775831926598834,0.4791939159355715,4.758489266877235,0.5657954485220101,14,False,True,False,False,False,True,True,True,0.46060457891934015,0.2742619652343045,True,True,False,3,True,False,False,True,False,False,False,True,True,False,False,False,3.3511524020056283,77,63.06950563875138,False
65,63.50514740594558,COMPLETE,2026-02-02T15:04:51.575285,0.857906,232,0.012584338828320892,5,88,25,0.7738742919759638,0.44361306236946174,2.5830842455396783,0.1532642243464268,13,False,True,False,False,False,True,True,True,0.49669521243852177,0.2878786493173481,True,True,False,3,True,False,False,True,False,False,False,True,True,False,False,False,3.6235883562035416,68,63.06950563875138,False
66,63.42929033589737,COMPLETE,2026-02-02T15:04:52.661926,1.085614,277,0.01215281952753913,5,97,21,0.848004793206431,0.5588525329786941,1.2545466458965966,0.5545997321445424,16,False,True,False,False,False,True,False,True,0.42961856914323776,0.30387246554756875,True,True,False,3,True,True,False,True,False,False,False,True,True,False,False,False,4.046558545332822,56,63.06950563875138,False
67,63.51039861346536,COMPLETE,2026-02-02T15:04:53.718696,1.055707,244,0.018821580191985116,5,85,29,0.8237249708233466,0.5116465264920524,2.9727154180887787,0.2643465052544188,13,False,True,False,False,False,True,True,True,0.4787756144292035,0.2601981513719567,True,True,False,3,True,False,False,True,False,False,False,True,True,False,False,False,3.0359623497546435,45,63.06950563875138,False
68,63.7086056349817,COMPLETE,2026-02-02T15:04:55.046130,1.326383,217,0.01070495548444434,6,94,18,0.7938680269353361,0.5246256437005322,0.9071981037140334,4.5457242196514835,15,False,True,False,False,False,True,True,True,0.42301233911394465,0.276944318434268,True,True,False,3,True,False,False,True,False,False,False,True,True,False,True,False,3.1665576896796765,70,63.06950563875138,False
69,63.495414252051795,COMPLETE,2026-02-02T15:04:56.431448,1.384239,268,0.016048492200780373,6,98,12,0.8165585942121488,0.48272976019816144,4.9085525829826215,0.9666185346537917,14,False,True,False,False,False,True,True,True,0.4611597293301117,0.2941502482490022,True,True,False,3,True,False,False,True,False,False,False,True,True,False,False,False,5.550559997293802,83,63.06950563875138,False
70,62.998765379312665,COMPLETE,2026-02-02T15:04:57.997360,1.564886,312,0.011772853445291342,6,93,24,0.7260960893511383,0.4034098669704849,2.882011557248357,1.7899567744009848,17,False,True,False,False,False,True,True,True,0.4069641305494795,0.30886161470827894,True,True,False,4,True,False,False,False,False,False,False,True,True,False,False,False,2.6969269186354157,64,62.998765379312665,True
71,63.32364271381879,COMPLETE,2026-02-02T15:04:59.426210,1.427777,301,0.011848879070657823,6,93,24,0.7242033079968716,0.41192746183975415,2.841118316766262,2.0104564816791446,17,False,True,False,False,False,True,True,True,0.40893370531485435,0.3068027966680123,True,True,False,4,True,False,False,False,False,False,False,True,True,False,False,False,3.605714520750616,65,62.998765379312665,False
72,63.08008172526872,COMPLETE,2026-02-02T15:05:00.895515,1.468231,306,0.011374862649292269,6,93,26,0.723254882207398,0.40281134228439985,1.798171476207747,1.891837527967542,17,False,True,False,False,False,True,True,True,0.40639491234805963,0.31089930845065195,True,True,False,4,True,False,False,False,False,False,False,True,True,False,False,False,2.742554440575757,64,62.998765379312665,False
