trial,cv_mae,state,datetime,duration_sec,param_n_estimators,param_learning_rate,param_max_depth,param_num_leaves,param_min_child_samples,param_subsample,param_colsample_bytree,param_reg_alpha,param_reg_lambda,param_max_error_lag,param_use_roll_3h,param_use_roll_6h,param_use_roll_12h,param_use_roll_24h,param_use_roll_48h,param_use_roll_median,param_use_error_trends,param_use_momentum,param_momentum_w1,param_momentum_w2,param_use_load_volatility,param_use_load_trend,param_use_load_range,param_reg_lag_depth,param_use_reg_std,param_use_reg_range,param_use_seasonal_error,param_use_hour_cyclical,param_use_dow_cyclical,param_use_is_weekend,param_use_same_hour_yesterday,param_use_same_hour_2d,param_use_same_hour_week,param_use_error_sign,param_use_forecast_level,param_use_forecast_diff,param_finetune_weight,param_finetune_days,best_so_far,is_best
0,61.579089072425326,COMPLETE,2026-02-02T14:57:13.357394,2.267573,492,0.04313538772296256,6,81,32,0.9686186787441988,0.42571926901135837,0.011792931198383563,1.9447091728471488,14,True,False,True,False,False,False,False,False,0.4580581392412241,0.1922617787797199,False,False,False,3,True,False,True,True,True,True,True,True,True,False,False,False,5.888406897778968,60,61.579089072425326,True
1,61.19084438701625,COMPLETE,2026-02-02T14:57:15.173496,1.815312,536,0.03265774674781023,7,21,45,0.9733120644288346,0.60748205660682,0.00820401129960212,0.7854172477761503,19,True,True,False,False,False,False,False,True,0.354886017905714,0.3712426084083901,True,False,False,3,True,True,False,True,False,False,False,False,True,True,True,True,3.4628193086822985,128,61.19084438701625,True
2,62.60548850297776,COMPLETE,2026-02-02T14:57:17.273661,2.099088,524,0.013368780346538451,11,34,79,0.5718971655665532,0.46733114395264885,0.04954406385443124,4.893756283690091,6,True,False,False,False,True,True,False,False,0.34161135228404693,0.13875840887043323,False,False,False,1,False,True,False,True,False,True,True,False,False,True,True,True,5.287039732333734,110,61.19084438701625,False
3,62.374186547102454,COMPLETE,2026-02-02T14:57:19.373502,2.098706,487,0.016195481862078708,5,78,54,0.5420114059026246,0.7130525338508757,1.3164700337349826,0.00010817115295393228,12,False,False,True,True,True,True,True,True,0.6347462954521726,0.18033133340094878,False,False,True,4,False,False,True,True,True,False,False,True,True,False,True,False,6.990061282127389,145,61.19084438701625,False
4,60.53937431712953,COMPLETE,2026-02-02T14:57:22.863707,3.48914,449,0.028905251847852795,9,79,40,0.5819766940991382,0.4451042079756872,0.2365699646579981,0.006564948563078113,23,False,True,False,False,True,True,True,False,0.512239586647252,0.1691674845722278,False,True,True,3,False,False,True,True,True,False,False,False,False,False,True,True,1.5139184647522592,66,60.53937431712953,True
5,61.891300444749575,COMPLETE,2026-02-02T14:57:23.945004,1.079892,214,0.04314100313540529,5,21,10,0.5578046787149625,0.9137175139430311,0.08174784437215746,0.00031071951743233243,21,False,False,True,True,False,True,True,False,0.3944872773998734,0.2874701029981669,False,True,True,3,True,True,False,True,False,False,False,True,True,True,False,False,6.601152147616671,101,60.53937431712953,False
6,61.69773230652262,COMPLETE,2026-02-02T14:57:25.038200,1.091972,432,0.04167656082293618,4,56,11,0.8062026082523939,0.6789739768702672,0.1607884580226771,0.25557181240834964,23,False,True,True,False,True,False,False,False,0.5049273619957046,0.3687359953616357,True,False,False,1,False,True,False,False,True,False,False,False,False,True,True,False,5.440868802305598,57,60.53937431712953,False
7,60.733850854217465,COMPLETE,2026-02-02T14:57:25.830958,0.791767,199,0.035876789172509325,4,52,72,0.6172509137657365,0.4614158943421854,0.0069399644433731904,0.5658077194394059,20,True,True,True,True,False,True,False,True,0.5067413344015896,0.3410850214779667,True,True,True,2,True,False,False,True,False,False,True,True,True,True,False,False,4.965462424719749,56,60.53937431712953,False
8,62.14618205833413,COMPLETE,2026-02-02T14:57:28.302242,2.470248,523,0.011389427752565481,10,31,58,0.7305401386038224,0.5959484092911004,0.4613944199153981,0.00012638764305311544,19,False,True,False,True,False,True,False,False,0.4013439002024777,0.38437763333529285,True,True,False,2,True,False,False,False,False,True,False,True,False,True,False,False,7.392744364793207,125,60.53937431712953,False
9,61.707142879668396,COMPLETE,2026-02-02T14:57:29.474701,1.171243,318,0.011902149095415253,5,23,75,0.6882940224103065,0.8621262536756669,0.027398117440224346,0.03994035550958051,12,False,False,True,True,True,True,True,False,0.603014243639698,0.3538450593978477,False,True,False,1,True,True,False,False,False,True,False,True,False,False,False,False,1.6191150882219845,66,60.53937431712953,False
10,62.90112898600715,COMPLETE,2026-02-02T14:57:32.283719,2.807925,347,0.06722810326296792,9,96,25,0.8415211040570688,0.7691535542028134,0.00011819098859838063,0.0018852202682748767,6,False,True,False,False,True,False,True,True,0.6903468374656241,0.10586750475372775,False,True,True,4,False,False,True,False,True,False,True,False,False,False,True,True,1.0258469032231226,78,60.53937431712953,False
