trial,cv_mae,state,datetime,duration_sec,param_n_estimators,param_learning_rate,param_max_depth,param_num_leaves,param_min_child_samples,param_subsample,param_colsample_bytree,param_reg_alpha,param_reg_lambda,param_max_error_lag,param_use_roll_3h,param_use_roll_6h,param_use_roll_12h,param_use_roll_24h,param_use_roll_48h,param_use_roll_median,param_use_error_trends,param_use_momentum,param_momentum_w1,param_momentum_w2,param_use_load_volatility,param_use_load_trend,param_use_load_range,param_reg_lag_depth,param_use_reg_std,param_use_reg_range,param_use_seasonal_error,param_use_hour_cyclical,param_use_dow_cyclical,param_use_is_weekend,param_use_same_hour_yesterday,param_use_same_hour_2d,param_use_same_hour_week,param_use_error_sign,param_use_forecast_level,param_use_forecast_diff,param_finetune_weight,param_finetune_days,best_so_far,is_best
11,60.61129392481017,COMPLETE,2026-02-02T14:57:34.061593,1.776808,108,0.022114705453529213,8,54,65,0.644179759549527,0.5048431652078513,0.001329549600063793,0.012708891822109228,24,True,True,False,True,False,True,True,True,0.5243606197539944,0.2660507055197981,True,True,True,2,False,False,True,True,True,False,True,False,True,False,False,True,3.7324568414535095,45,60.53937431712953,False
12,61.26112924800278,COMPLETE,2026-02-02T14:57:35.917727,1.855084,105,0.02061490266092774,8,70,60,0.653680411771986,0.5457375566923073,0.001028964312325979,0.00732385396817507,24,True,True,False,True,True,True,True,True,0.5655220880817695,0.2405028582981178,True,True,True,2,False,False,True,True,True,False,True,False,False,False,True,True,3.110919344404033,86,60.53937431712953,False
13,59.995807142025534,COMPLETE,2026-02-02T14:57:38.798730,2.879719,412,0.02229144158515457,9,45,38,0.5017874044823785,0.52666766124355,0.000682532780009396,0.05085539179872273,17,True,True,False,False,False,True,True,True,0.5467660287469498,0.27324360534939,True,True,True,3,False,False,True,True,True,False,True,False,True,False,False,True,2.8730186255915062,51,59.995807142025534,True
14,60.29206797927048,COMPLETE,2026-02-02T14:57:41.455055,2.655308,410,0.02497333318984218,12,43,37,0.5283416021632037,0.40179958198773796,3.6181715281842304,0.07822535778441,16,True,True,False,False,False,True,True,False,0.4566062272902994,0.2132638015811738,True,True,True,4,False,False,True,True,True,False,False,False,True,False,True,True,2.3301192015874594,78,59.995807142025534,False
15,62.65649497474728,COMPLETE,2026-02-02T14:57:44.454264,2.998217,394,0.09955159842034036,12,43,27,0.5148582914505585,0.5656169142325934,3.722385299677165,0.0786703402700903,16,True,True,False,False,False,True,True,True,0.4197014085689485,0.23412624931498102,True,True,True,4,False,False,True,True,True,False,True,False,True,False,False,True,2.4622902205986907,87,59.995807142025534,False
16,60.40125160738925,COMPLETE,2026-02-02T14:57:47.674354,3.218945,595,0.022025383854002288,12,42,40,0.5044808396759582,0.4164173097500052,0.00012623738910956108,0.0855616468048915,16,True,True,False,False,False,True,True,True,0.4649972814375477,0.30287134507912633,True,True,True,4,False,False,True,True,True,False,False,False,True,False,True,True,2.4739001973019206,78,59.995807142025534,False
17,61.01332106798913,COMPLETE,2026-02-02T14:57:50.027977,2.352731,291,0.01665830908943458,11,64,32,0.8804529942215993,0.6540181721748778,0.0007482382897756516,0.002137251333933485,9,True,True,False,False,False,True,True,False,0.5622516414544552,0.21980460517012845,True,True,True,4,False,False,True,True,True,False,True,False,True,False,False,True,4.2955235335860875,74,59.995807142025534,False
18,60.45687957799669,COMPLETE,2026-02-02T14:57:52.819012,2.789783,390,0.026464347221218206,10,41,51,0.7254804764091188,0.7668318426891982,0.002699284313990396,0.1621792905166896,17,True,True,False,False,False,False,True,True,0.6428680344580916,0.31265994629224275,True,True,True,3,False,False,True,False,True,True,False,False,True,False,False,True,2.45383084502318,98,59.995807142025534,False
19,61.30046572079657,COMPLETE,2026-02-02T14:57:55.000908,2.180868,249,0.05711869581432136,11,47,23,0.6297672962764165,0.5038975036692834,3.385413484159972,0.02910227257972624,13,True,True,False,False,False,True,True,False,0.45596502223394336,0.2646321536233834,True,True,True,4,False,False,True,True,True,False,True,False,True,False,True,True,4.135598534529489,48,59.995807142025534,False
20,60.92665844222274,COMPLETE,2026-02-02T14:57:57.659781,2.657688,394,0.01663855661337925,7,33,44,0.5039237005799261,0.9953341881730242,0.9977480471178004,0.0015333270459145425,10,True,True,False,False,False,True,True,True,0.5636793446334523,0.2016911830849903,True,True,True,3,False,False,True,True,True,False,False,False,True,False,True,True,2.8432411563422564,85,59.995807142025534,False
21,60.629036916422955,COMPLETE,2026-02-02T14:58:01.008836,3.348247,599,0.023412683465630076,12,40,36,0.5070906742015059,0.4023674312625499,0.00017741497326891008,0.0816746230520784,17,True,True,False,False,False,True,True,True,0.45790007678779276,0.3049477270673908,True,True,True,4,False,False,True,True,True,False,False,False,True,False,True,True,2.0870147554823326,74,59.995807142025534,False
22,60.5131175594112,COMPLETE,2026-02-02T14:58:04.369203,3.359355,448,0.01900548002344158,12,47,47,0.5938124726058328,0.5151501917203216,0.000395283307428427,0.2104882447002812,15,True,True,False,False,False,True,True,True,0.4348141106455564,0.3225573006897664,True,True,True,4,False,False,True,True,True,False,False,False,True,False,True,True,1.923380377528259,110,59.995807142025534,False
23,60.6278107592956,COMPLETE,2026-02-02T14:58:08.357377,3.987124,584,0.027052096887280067,10,63,38,0.550780699461275,0.41158689424172584,0.0002662263789488103,0.05123184154660875,18,True,True,False,False,False,True,True,True,0.4806724637216079,0.27223411595273256,True,True,True,4,False,False,True,True,True,False,False,False,True,False,True,True,2.7656223547611614,91,59.995807142025534,False
24,60.18743424299861,COMPLETE,2026-02-02T14:58:10.938495,2.580215,362,0.014224670308901998,11,35,31,0.6784255398550971,0.48483449441575954,0.003130234378095751,0.01142045286263911,15,True,True,False,False,False,True,True,True,0.37160783992797286,0.29422223705769895,True,True,True,3,False,False,True,True,True,False,False,False,True,False,True,True,3.468416156709539,69,59.995807142025534,False
25,60.31751705893067,COMPLETE,2026-02-02T14:58:13.478281,2.538784,353,0.01386769905517171,9,31,18,0.7737084501855367,0.6200433410412779,0.003441166906814622,0.017657868857404734,14,True,True,False,False,False,True,True,True,0.35469064499892794,0.226945941955999,True,True,True,3,False,False,True,True,True,False,False,False,True,False,True,True,3.696148901859181,66,59.995807142025534,False
26,60.41166652105394,COMPLETE,2026-02-02T14:58:15.401626,1.922296,281,0.01040296491281151,11,28,31,0.6953848012740298,0.5477258965347429,0.0021380906199471926,0.00442113442903745,21,True,False,False,False,False,False,True,False,0.38049776741186625,0.2864812081931553,True,False,True,3,False,True,True,False,True,True,True,False,True,False,False,True,3.0980320418417477,52,59.995807142025534,False
27,60.478949480763156,COMPLETE,2026-02-02T14:58:17.789176,2.386688,342,0.01816799136987144,10,37,21,0.677056082206384,0.4813600287071572,0.0004502240052655816,0.022807090942539472,10,True,True,False,False,False,True,True,True,0.308693858688053,0.1555597780525177,True,True,True,2,False,False,True,True,True,False,False,False,True,False,True,True,4.6431871553528845,63,59.995807142025534,False
28,60.67701684058387,COMPLETE,2026-02-02T14:58:21.204977,3.414766,423,0.014355323937329068,11,49,17,0.6063482780252365,0.5262085944213295,0.02192755654179894,0.0005849496106191031,15,True,True,False,False,False,True,True,False,0.5424489750463298,0.21134718045841638,True,True,True,3,False,False,True,True,True,False,True,False,True,False,False,True,1.0543786772848822,72,59.995807142025534,False
29,60.873128574203704,COMPLETE,2026-02-02T14:58:23.990537,2.784536,477,0.02560945476940257,7,99,32,0.7763681833095996,0.44769952125971346,0.005223985307886284,1.770380398752957,13,True,False,True,False,False,False,False,False,0.3197337834038635,0.24670979659781395,True,False,False,3,True,False,True,True,True,True,True,True,True,False,False,True,5.988026288663725,58,59.995807142025534,False
30,60.26298877606858,COMPLETE,2026-02-02T14:58:26.082817,2.091224,367,0.03512403912949753,9,27,29,0.906323316603281,0.5772231101727935,0.01823597039974988,0.010256300510212611,17,True,True,False,False,False,True,True,True,0.3719124040065808,0.32855138224000324,True,True,True,2,False,False,True,True,True,False,False,False,True,False,True,True,3.856559386957189,45,59.995807142025534,False
31,60.08991782013751,COMPLETE,2026-02-02T14:58:28.224833,2.140715,387,0.0389004906860727,9,27,34,0.8789232154715287,0.5630764113134582,0.014775388841245242,0.011439413316355194,17,True,True,False,False,False,True,True,True,0.37498289653216155,0.33338499039875735,True,True,True,2,False,False,True,True,True,False,False,False,True,False,True,True,3.7891787921660844,52,59.995807142025534,False
32,60.044067568614125,COMPLETE,2026-02-02T14:58:30.297788,2.071908,365,0.036217791598726866,9,24,28,0.9209132981377818,0.580600353836574,0.01621878793188734,0.010104514659898717,18,True,True,False,False,False,True,True,True,0.37819559399882763,0.33391387649708026,True,True,True,2,False,False,True,True,True,False,False,False,True,False,True,True,3.9735154971452578,45,59.995807142025534,False
33,60.49190638525389,COMPLETE,2026-02-02T14:58:32.260583,1.961669,374,0.050200768298389174,8,24,44,0.9515940263569658,0.631777629486918,0.012039646342037313,0.0026901917548577776,19,True,True,False,False,False,True,True,True,0.34147578702684445,0.34772142815920654,True,True,True,2,False,False,True,True,True,False,False,False,True,False,True,True,3.3303611173056713,53,59.995807142025534,False
34,60.29489031177767,COMPLETE,2026-02-02T14:58:34.614916,2.353319,304,0.033536386492559626,9,35,35,0.943382079034203,0.7013144778022842,0.05801276717418478,0.003990571814413971,18,True,True,False,False,False,True,False,True,0.41081273979135857,0.29127123748555417,True,False,False,2,False,True,True,True,False,False,False,False,True,True,True,True,4.617692075540662,49,59.995807142025534,False
35,61.05897082230264,COMPLETE,2026-02-02T14:58:36.384387,1.768439,466,0.04074930454460165,6,20,49,0.9841887582311253,0.5865150129390309,0.010941316800441032,0.0009260213063802667,14,True,False,False,False,False,True,True,True,0.3257242674753622,0.39999264331095796,False,True,True,1,False,False,True,True,True,False,False,False,True,False,True,True,4.113412707265408,61,59.995807142025534,False
36,60.43254530038896,COMPLETE,2026-02-02T14:58:38.979003,2.593606,501,0.02950584674083221,10,27,42,0.8453724323440382,0.47902644608115136,0.004697082507855712,0.015844071289666462,21,True,True,False,False,False,False,True,True,0.3667638879459325,0.36186496808619883,True,False,True,2,True,False,True,True,True,False,False,False,True,False,True,True,3.5773698630903468,53,59.995807142025534,False
37,61.7199395049951,COMPLETE,2026-02-02T14:58:40.586709,1.606695,258,0.05238518764692857,8,35,27,0.9175807501607114,0.7461435165465254,0.0016396392310414254,0.005306465444422549,18,True,True,True,False,True,True,False,True,0.4274640568031392,0.3271424866982343,False,True,False,3,False,True,False,True,False,True,False,True,True,True,True,False,5.361144083647229,61,59.995807142025534,False
38,60.666277504004235,COMPLETE,2026-02-02T14:58:42.769507,2.181809,327,0.038538348896145914,7,38,34,0.9988644943882217,0.6640897229696697,0.0423755438674731,0.445476882254679,20,False,False,False,False,False,True,True,True,0.39017796298595525,0.34148578464131657,True,True,True,1,False,False,True,True,True,False,True,False,False,False,True,True,4.849841530046992,147,59.995807142025534,False
39,63.147348656636574,COMPLETE,2026-02-02T14:58:44.778787,2.00837,425,0.046602256690799045,8,28,20,0.8434977381609556,0.6307495269362624,0.11099755889415376,0.009370850526537227,15,True,True,True,True,False,True,True,True,0.30062730202800625,0.2792826562585836,False,False,True,2,True,True,False,False,False,False,False,True,True,True,False,False,3.3059796443924574,55,59.995807142025534,False
40,61.55095750364323,COMPLETE,2026-02-02T14:58:48.309705,3.529928,442,0.030732646439794266,9,59,16,0.8747515433626492,0.5446640630797167,0.0006554124020181477,0.045566827316327704,20,False,True,False,False,True,False,False,True,0.34217703700402136,0.25460044967127426,True,True,False,3,False,False,True,True,True,False,False,False,True,False,True,True,3.967081823482608,137,59.995807142025534,False
41,59.99337718131244,COMPLETE,2026-02-02T14:58:50.356739,2.046148,359,0.03491226873178184,9,26,29,0.8985360741508791,0.579974675531527,0.015964701856025443,0.023773975181306514,17,True,True,False,False,False,True,True,True,0.3812808663977092,0.3303510052988113,True,True,True,2,False,False,True,True,True,False,False,False,True,False,True,True,3.8922447412867034,48,59.99337718131244,True
42,60.421047661628876,COMPLETE,2026-02-02T14:58:52.380819,2.023006,374,0.06336452948608566,9,24,29,0.9213037318853121,0.6062726799541799,0.010231343171005622,0.027615311271555098,17,True,True,False,False,False,True,True,True,0.36315437609074575,0.37787194919300704,True,True,True,2,False,False,True,True,True,False,False,False,True,False,True,True,4.3746509140656435,50,59.99337718131244,False
43,60.44753822822813,COMPLETE,2026-02-02T14:58:54.396661,2.014833,330,0.03786165665856353,10,20,23,0.8083951071797988,0.4826027495449048,0.0412099178734626,0.13338282353166578,19,True,True,False,False,False,True,True,True,0.39251035791722794,0.31277521014107745,True,True,True,2,False,False,True,True,True,False,False,False,True,False,True,True,5.960687045501169,67,59.99337718131244,False
44,61.15290075049735,COMPLETE,2026-02-02T14:58:56.015003,1.617428,407,0.04419627092847696,9,31,40,0.8695314731631589,0.5609686734152095,0.006409583608965053,0.007739608358551193,16,True,True,False,False,False,True,True,True,0.3435954409028286,0.29798484930214364,True,True,True,2,False,False,False,True,True,False,False,False,False,False,True,False,3.4727878911171755,45,59.99337718131244,False
45,60.756516540997005,COMPLETE,2026-02-02T14:58:58.373273,2.357223,353,0.03363547859333004,10,26,27,0.9578490431693081,0.5268949102749418,0.016287542460364367,0.014733414633409315,18,True,True,True,True,False,True,True,True,0.6173926892424322,0.33022445577414394,True,True,True,1,True,False,True,True,True,False,False,False,True,True,True,True,2.9405464143251967,59,59.99337718131244,False
46,60.39852744579235,COMPLETE,2026-02-02T14:59:00.268281,1.893578,316,0.029595121521401747,6,31,33,0.8152925887551895,0.5913792370009375,0.02982190455923001,0.031185089917850427,22,False,False,False,False,True,True,True,True,0.4887188183443644,0.34626517354323255,False,True,True,3,False,False,True,False,False,True,True,True,True,False,False,True,5.039786600575015,69,59.99337718131244,False
47,61.53237684604077,COMPLETE,2026-02-02T14:59:01.151968,0.882706,160,0.012102018718478344,8,23,24,0.896761697908158,0.4489488722314373,0.26170560889212086,0.04936377021848629,15,True,True,False,False,False,True,True,True,0.4346475198530631,0.3618620139368272,True,True,True,2,False,False,False,True,True,False,False,False,False,False,True,False,5.6239121324675825,56,59.99337718131244,False
48,60.998600753352854,COMPLETE,2026-02-02T14:59:05.686474,4.533022,500,0.015019093910777652,9,86,12,0.7467581148203115,0.49777015636662886,0.08345634231484811,0.003147030236860025,13,True,True,False,True,False,True,False,True,0.4076615140285539,0.3157828226476304,True,True,True,3,False,True,True,True,True,False,False,False,True,False,True,True,7.926031538136238,49,59.99337718131244,False
49,60.68038623516965,COMPLETE,2026-02-02T14:59:07.711862,2.024298,271,0.07534091153437539,11,36,39,0.8581061820699459,0.678731039843439,0.0035815358495384798,0.00678568988031963,19,False,True,False,False,False,True,True,True,0.521311757061432,0.2569178230246383,True,True,False,2,False,False,True,True,True,False,True,False,True,False,False,True,2.7066110412020628,64,59.99337718131244,False
50,62.033159427050336,COMPLETE,2026-02-02T14:59:10.807651,3.094714,380,0.0468185722511406,8,45,28,0.5743226658426506,0.8301547398068287,0.0011837033731468608,0.0011362236237979877,14,True,True,True,False,True,True,True,True,0.5844116321911023,0.3875137381598396,True,False,True,1,True,False,True,False,False,False,False,True,False,True,True,True,3.284995581681815,109,59.99337718131244,False
51,60.282275910998194,COMPLETE,2026-02-02T14:59:13.157055,2.34814,364,0.035632309949788006,9,29,30,0.9040772317851814,0.5744702992830731,0.014921373342655664,0.012226057338820326,17,True,True,False,False,False,True,True,True,0.37887111735829737,0.3287453370241777,True,True,True,2,False,False,True,True,True,False,False,False,True,False,True,True,3.9159613513373817,45,59.99337718131244,False
52,60.14905522555372,COMPLETE,2026-02-02T14:59:15.445675,2.287052,407,0.03316762728019472,9,25,36,0.9214666754104001,0.5736140862037425,0.007903718041879499,0.00879555214871638,17,True,True,False,False,False,True,True,True,0.37868145978445356,0.3331319452342602,True,True,True,2,False,False,True,True,True,False,False,False,True,False,True,True,3.8511998629425817,45,59.99337718131244,False
53,59.95258668783986,COMPLETE,2026-02-02T14:59:17.599825,2.153263,395,0.03979144663105873,10,23,36,0.9326421108133868,0.5410686090040893,0.0074599629275330275,0.019840454542806054,16,True,True,False,False,False,True,True,True,0.35686776995634173,0.3566566614155579,True,True,True,2,False,False,True,True,True,False,False,False,True,False,True,True,4.253640780434135,52,59.95258668783986,True
54,60.14002398621781,COMPLETE,2026-02-02T14:59:19.930031,2.329463,409,0.03168567639086413,10,24,42,0.9308938033087665,0.615265871125501,0.007348618198044651,0.019509126652181897,18,True,True,False,False,False,True,True,True,0.326911447166663,0.35574176875330565,True,True,True,2,False,False,True,True,True,False,False,False,True,False,True,True,4.352050405897369,54,59.95258668783986,False
55,60.35989374499226,COMPLETE,2026-02-02T14:59:22.278548,2.347485,460,0.04006279064725158,10,22,54,0.9333690033841442,0.6400110839856261,0.029569735838179453,0.019396036000745964,16,True,True,False,False,False,True,True,True,0.3243900226188498,0.3608139852255337,True,True,True,2,False,False,True,True,True,False,False,False,True,False,True,True,4.410826662707644,57,59.95258668783986,False
56,60.6824679238224,COMPLETE,2026-02-02T14:59:25.201383,2.921776,431,0.02741155541989287,10,32,42,0.9654484184786195,0.6125766652779713,0.007118369695010262,0.037751823661176395,18,True,True,False,True,False,True,True,True,0.3566743555892663,0.3713553489169625,True,True,True,2,False,False,True,True,True,False,True,False,True,False,False,True,5.0070445092946505,52,59.95258668783986,False
57,60.47635660944441,COMPLETE,2026-02-02T14:59:28.357328,3.154892,391,0.04402932407020518,10,69,47,0.8950972499015053,0.5449301826418377,0.1742086373270227,0.06051555703405225,16,True,True,False,False,False,False,True,True,0.3350212000243693,0.3945961989931309,False,True,True,2,False,False,True,True,True,True,False,False,True,False,True,True,4.631863781012797,49,59.95258668783986,False
58,60.85127267142841,COMPLETE,2026-02-02T14:59:29.917273,1.558901,412,0.03104356236059412,8,20,37,0.9782068887586768,0.7209148204015656,0.07129545513166566,0.3155981196086643,20,True,True,False,False,False,True,True,True,0.5393130620453496,0.3799210560045742,True,True,True,1,False,False,False,True,True,False,False,False,True,False,True,False,4.33810752615849,55,59.95258668783986,False
59,60.03760324964814,COMPLETE,2026-02-02T14:59:32.163479,2.24513,303,0.02333237564133496,9,52,43,0.9390719312801321,0.5255708099014192,0.001897252127338587,0.022885152410192813,18,True,False,False,False,False,True,True,True,0.6759344857118762,0.3541536843142523,True,True,True,2,False,False,True,True,True,False,False,False,True,False,False,True,4.156821157445652,60,59.95258668783986,False
60,60.4255068127571,COMPLETE,2026-02-02T14:59:34.317065,2.151302,222,0.023911466467644457,9,50,51,0.8856749179948726,0.5246819204990822,0.000930085183282687,0.15352425802165218,19,False,False,False,False,True,True,True,True,0.6882692565392927,0.3392858157688311,True,True,True,2,False,True,True,False,True,False,True,False,True,False,False,True,3.675044744171075,62,59.95258668783986,False
61,59.875550261521774,COMPLETE,2026-02-02T14:59:36.630519,2.312592,297,0.020686340913255732,9,53,41,0.9363376092983089,0.550580133848541,0.0017467959051693598,0.018138816992034904,18,True,False,False,False,False,True,True,True,0.6618567531322742,0.35884888619800737,True,True,True,2,False,False,True,True,True,False,False,False,True,False,False,True,4.179050507794049,52,59.875550261521774,True
62,60.09345740528206,COMPLETE,2026-02-02T14:59:38.941733,2.310157,291,0.020867021531329143,9,52,46,0.829305126949011,0.5594397397964656,0.0017881326409159468,0.026947400730817608,17,True,False,False,False,False,True,True,True,0.6341931895055857,0.374079005119297,True,True,True,2,False,False,True,True,True,False,False,False,True,False,False,True,4.045422786113927,50,59.875550261521774,False
63,59.86193131646941,COMPLETE,2026-02-02T14:59:41.641571,2.698735,341,0.018726035847575723,9,56,34,0.9401250784399462,0.5151964079605833,0.002495295390530487,0.1221076202585435,19,True,False,False,False,False,True,True,True,0.6750186810842419,0.34648487292601843,True,True,True,2,False,False,True,True,True,False,False,False,True,False,False,True,4.1928596346676095,59,59.86193131646941,True
64,59.76790977579744,COMPLETE,2026-02-02T14:59:44.131176,2.488571,311,0.019079858249333694,8,57,38,0.9701204403330299,0.5067591079012735,0.0026158143350557654,0.1235039832250873,19,True,False,False,False,False,True,True,False,0.6690582900754263,0.35493879138538365,True,True,True,2,False,False,True,True,True,False,False,False,True,False,False,True,4.804137054015035,61,59.76790977579744,True
65,60.0601647079117,COMPLETE,2026-02-02T14:59:46.378863,2.246682,299,0.018937531267369297,7,57,39,0.9939629688614299,0.5059621890039577,0.0020845375406805945,0.11280122200435957,22,True,False,False,False,False,True,True,False,0.6726203451686313,0.3527887544579206,True,True,True,2,False,False,True,True,True,False,False,False,True,False,False,True,4.760014954580642,82,59.76790977579744,False
66,59.97080633764002,COMPLETE,2026-02-02T14:59:48.541219,2.161251,238,0.021583339023652243,8,65,41,0.9692620747765552,0.4639400747274367,0.0006269601293381977,1.0122635206938926,20,True,False,False,False,False,True,True,False,0.6603012658786787,0.388064165612746,True,True,True,2,False,False,True,True,True,False,False,False,True,False,False,True,5.109209667919162,59,59.76790977579744,False
67,60.315177170647715,COMPLETE,2026-02-02T14:59:50.907187,2.365106,223,0.017259605087574285,8,64,37,0.9646415733691707,0.4646097995680808,0.0005623577966448756,1.216779053473623,21,True,False,False,False,False,True,True,False,0.6600774730999082,0.3898752660083036,True,True,True,2,False,False,True,True,True,False,False,False,True,False,False,True,6.273027992036194,72,59.76790977579744,False
68,60.021060821085754,COMPLETE,2026-02-02T14:59:52.622766,1.714805,195,0.020361908857099677,7,70,67,0.952638776095755,0.4299324692787164,0.0002918930132089575,0.5456202492317674,20,True,False,False,False,False,False,False,False,0.6342676482383709,0.3719150786016004,True,True,False,2,False,False,True,True,True,True,True,False,False,False,False,True,5.230180308032425,65,59.76790977579744,False
69,60.63006356846848,COMPLETE,2026-02-02T14:59:55.201451,2.57752,250,0.01543484933222439,8,61,41,0.9837729035682362,0.4368833264504663,0.004398317887509033,4.808922251026063,22,True,False,True,True,False,True,True,False,0.6466512182549392,0.1762684469473602,True,True,True,3,True,False,True,True,True,False,False,False,True,False,False,True,5.125983080315095,119,59.76790977579744,False
70,60.08063332047982,COMPLETE,2026-02-02T14:59:57.703137,2.500665,330,0.021695301250649963,8,67,45,0.9748258180758995,0.456889191252004,0.0009253519426965524,0.8885392849898024,19,True,False,False,False,False,True,True,False,0.6064512018654052,0.317082140206284,True,False,True,2,False,False,True,True,True,False,False,True,True,True,False,True,5.383729209775237,59,59.76790977579744,False
71,59.93628884721862,COMPLETE,2026-02-02T14:59:59.730361,2.026386,202,0.01963651071897592,7,75,35,0.9483123806549288,0.49468673058765733,0.0003277209746705027,0.4553705759487427,20,True,False,False,False,False,False,False,False,0.6564810776707739,0.3687629165534417,True,True,False,2,False,False,True,True,True,True,True,False,False,False,False,True,5.491384080928854,64,59.76790977579744,False
72,59.84500376629258,COMPLETE,2026-02-02T15:00:01.660361,1.92901,198,0.01968243718244338,7,75,33,0.9459495242703753,0.49137878427320936,0.00019254421229007132,0.22563702494137267,20,True,False,False,False,False,False,False,False,0.6997571462879726,0.36580157295721755,True,True,False,2,False,False,True,True,True,True,True,False,False,False,False,True,4.871441147961677,69,59.76790977579744,False
