trial,cv_mae,state,datetime,duration_sec,param_n_estimators,param_learning_rate,param_max_depth,param_num_leaves,param_min_child_samples,param_subsample,param_colsample_bytree,param_reg_alpha,param_reg_lambda,param_max_error_lag,param_use_roll_3h,param_use_roll_6h,param_use_roll_12h,param_use_roll_24h,param_use_roll_48h,param_use_roll_median,param_use_error_trends,param_use_momentum,param_momentum_w1,param_momentum_w2,param_use_load_volatility,param_use_load_trend,param_use_load_range,param_reg_lag_depth,param_use_reg_std,param_use_reg_range,param_use_seasonal_error,param_use_hour_cyclical,param_use_dow_cyclical,param_use_is_weekend,param_use_same_hour_yesterday,param_use_same_hour_2d,param_use_same_hour_week,param_use_error_sign,param_use_forecast_level,param_use_forecast_diff,param_finetune_weight,param_finetune_days,best_so_far,is_best
10,50.85840693672863,COMPLETE,2026-02-02T14:47:58.558143,0.677371,131,0.02023292851288504,7,57,80,0.5652920949474627,0.4273580596062877,4.562744639055852,0.000104871156150774,7,True,False,True,False,False,False,True,True,0.6959821313539079,0.3376354963095277,False,True,True,3,False,True,False,True,True,False,True,True,False,True,False,True,1.202739853404661,93,48.88685066998874,False
11,49.42288038186634,COMPLETE,2026-02-02T14:48:00.489560,1.930488,445,0.018914638377151086,8,49,65,0.8712112131019518,0.5633067954546371,0.04225887576008756,0.0029203130004452596,21,True,True,False,True,True,False,False,False,0.6960935868173229,0.3183864366672043,True,True,False,4,True,False,False,False,False,True,True,False,False,False,False,True,3.541419910018734,83,48.88685066998874,False
12,49.56412211772123,COMPLETE,2026-02-02T14:48:02.409288,1.91878,448,0.019311619856092345,8,53,66,0.8890015192475889,0.49987782829234695,0.11995337685327515,0.0016278192355924557,21,True,False,False,True,False,False,False,False,0.6984560701788742,0.32084890212674283,False,True,False,3,False,False,False,False,False,True,True,False,False,False,False,True,3.6609119099931973,91,48.88685066998874,False
13,49.39298263853857,COMPLETE,2026-02-02T14:48:04.029277,1.619036,290,0.04217858958211668,8,71,63,0.6091801491971718,0.8478411405502146,3.887126513522491,0.0014773430165177374,21,True,True,False,True,True,False,False,True,0.6115849942656084,0.38961151167856406,True,True,False,4,True,False,False,False,False,True,True,False,False,False,False,True,2.1363954980062725,76,48.88685066998874,False
14,48.53806393139383,COMPLETE,2026-02-02T14:48:05.423387,1.393234,277,0.045466555803548137,8,73,80,0.6098196783023131,0.8279728443487884,4.174354254827156,0.00089552556397113,24,True,True,False,False,False,False,False,True,0.6008301553033205,0.37666558636369646,True,True,False,3,True,True,False,True,False,True,True,False,False,False,False,True,1.6813095697437768,111,48.53806393139383,True
15,48.64189504689268,COMPLETE,2026-02-02T14:48:06.220976,0.796819,204,0.09525379377625912,6,88,78,0.5948799283630399,0.8192620279356657,0.7724047667420665,0.0005112066707577268,24,True,False,False,False,False,False,True,True,0.5522237154969089,0.38592581917797747,False,True,True,3,False,True,False,True,False,True,True,False,False,False,False,True,1.2361997096713517,111,48.53806393139383,False
16,48.92644943255814,COMPLETE,2026-02-02T14:48:06.970082,0.748091,195,0.09541049937067261,5,93,78,0.5092069495261288,0.8308829568919154,0.28717364661351813,0.0005609545639907718,24,True,True,False,False,False,False,False,True,0.5458924266282701,0.3987695198089197,False,True,False,3,True,True,False,True,False,True,True,False,False,False,False,True,1.0197336003254076,114,48.53806393139383,False
17,49.74873456120804,COMPLETE,2026-02-02T14:48:07.581111,0.610341,193,0.0935876686130459,6,81,74,0.7282796301604034,0.7926990371827601,1.0836415622824966,0.006672974437140567,10,True,False,False,False,False,False,True,True,0.5297658090039133,0.34893871073762966,True,True,True,2,False,True,False,True,False,True,True,False,False,False,False,True,1.924609291100777,128,48.53806393139383,False
18,48.86740108059745,COMPLETE,2026-02-02T14:48:08.335191,0.753354,174,0.05595829896447677,6,86,54,0.5772889164575774,0.6558881268572687,0.0001315074657626823,0.00043552171429882296,18,True,True,True,False,False,False,False,True,0.6042239543529637,0.28401506071802607,True,False,False,3,False,True,False,True,True,False,True,True,False,True,True,True,2.1352391345198076,106,48.53806393139383,False
19,49.95146911416188,COMPLETE,2026-02-02T14:48:08.911449,0.575388,242,0.035391780905204846,4,65,58,0.6911431214283174,0.8508799898088031,0.12780799454184524,0.0004589555357584116,14,True,False,False,False,False,False,True,True,0.5211474159549359,0.36466433448779223,False,True,True,2,True,True,False,True,False,True,True,False,False,False,False,True,1.5095094209187483,122,48.53806393139383,False
20,50.03764703524795,COMPLETE,2026-02-02T14:48:09.936095,1.023752,323,0.07125423939537924,7,89,72,0.5653882370765432,0.7867317448568076,1.8700341946949006,0.006526197450820385,10,True,False,False,False,False,False,False,True,0.6404560604194748,0.2876374058220074,True,True,False,3,True,True,False,True,False,True,True,False,False,False,False,True,2.883986245140541,134,48.53806393139383,False
21,49.10380879309123,COMPLETE,2026-02-02T14:48:10.692711,0.755688,165,0.05218807306644036,6,84,57,0.5847740467871011,0.6424761114743588,0.0009498568564047772,0.000508429969043405,19,True,True,True,False,False,False,False,True,0.5988721849206585,0.2889277502102731,True,False,False,3,False,True,False,True,True,False,True,True,False,True,True,True,1.5925422895320227,102,48.53806393139383,False
22,49.51974740555258,COMPLETE,2026-02-02T14:48:11.375349,0.681607,240,0.07241827007333268,5,98,79,0.5491226541605282,0.6486621457097017,0.0001256592063085957,0.0003609450407071383,16,True,True,True,False,False,False,False,True,0.5926085994894672,0.3741856136106104,True,False,False,3,False,True,False,True,True,False,True,True,False,True,True,True,2.3708444281902636,106,48.53806393139383,False
23,48.792819166957194,COMPLETE,2026-02-02T14:48:12.614427,1.238339,158,0.057664328962478355,7,84,42,0.6259285949448335,0.8801832371986127,0.00011855198061154762,0.0010061596033320193,24,True,True,True,False,False,False,False,True,0.4670264508576124,0.2905399302338214,True,False,False,3,False,True,False,True,True,False,True,True,False,True,True,True,2.096480278165039,113,48.53806393139383,False
24,49.56094318141493,COMPLETE,2026-02-02T14:48:13.730905,1.1155,142,0.03583707794602218,7,63,42,0.649717224479397,0.8913955238673538,2.1480801177943167,0.001302773051944822,24,True,True,True,False,False,False,False,True,0.45728320545868484,0.31707236163651886,True,False,False,2,False,True,False,True,True,False,True,True,False,True,True,True,1.0488266064433938,116,48.53806393139383,False
25,48.856573744219496,COMPLETE,2026-02-02T14:48:15.310754,1.578913,207,0.06712458230514738,9,79,45,0.609102177021865,0.9050641633267927,0.0181904430361213,0.004658439089427315,22,True,True,True,False,False,False,False,True,0.5058725911565888,0.3681754086684271,True,False,False,3,False,True,False,True,True,False,True,True,False,True,True,True,2.5915508066985913,135,48.53806393139383,False
26,49.78450967491686,COMPLETE,2026-02-02T14:48:17.038247,1.726592,268,0.08618553235986634,7,92,25,0.7418239585000584,0.8149587306344178,0.1810304768613039,0.016651069341308437,22,True,True,True,False,False,False,True,True,0.5498016755446883,0.33771981502719056,False,False,True,4,False,True,False,True,True,False,False,True,False,True,True,True,1.6722703593953994,98,48.53806393139383,False
27,49.194357703181915,COMPLETE,2026-02-02T14:48:18.132548,1.093402,348,0.046110627556616525,5,70,27,0.6804068842973285,0.9978784170084791,0.6472829120255825,0.001019243707585618,20,True,True,False,False,False,False,False,True,0.41178058288677155,0.2767495143685112,True,True,False,3,False,True,False,True,False,True,True,False,False,False,False,True,4.155194909559992,116,48.53806393139383,False
28,49.12288644466096,COMPLETE,2026-02-02T14:48:19.394808,1.261404,155,0.02886056986631833,9,76,74,0.6188532719672668,0.7564773932606463,0.0023311275056931468,0.00023799007481773162,23,True,False,True,False,False,False,True,True,0.48109975494038765,0.21443800943864738,False,False,True,2,True,True,False,True,True,False,True,True,False,True,True,True,3.1699695452207877,92,48.53806393139383,False
29,48.71718007612633,COMPLETE,2026-02-02T14:48:20.208932,0.813295,101,0.07972585204376127,7,66,39,0.5362249524231701,0.8695196669674349,0.00031088127271216106,0.003170975825172328,24,True,True,False,False,False,True,False,True,0.6631283366561577,0.3871186862461805,True,True,False,4,True,True,False,True,False,True,True,False,True,False,False,True,3.0595073474472376,128,48.53806393139383,False
30,48.890133295808404,COMPLETE,2026-02-02T14:48:21.092149,0.882257,102,0.08521166510831614,8,63,34,0.5313524176182256,0.9442327672118055,0.016903160308192524,0.0037977415178445323,20,True,True,False,False,False,True,False,True,0.6619698508559804,0.380929640808439,True,True,False,4,True,True,False,True,False,True,True,False,True,False,False,True,3.0754893166961197,134,48.53806393139383,False
31,49.09763994012321,COMPLETE,2026-02-02T14:48:22.518872,1.425784,224,0.06300948444971614,7,83,38,0.5048116127796481,0.8796467602538718,0.00027150302854488985,0.002208696453568681,24,True,True,False,False,False,True,False,True,0.6589232907577504,0.3546122870749318,True,True,False,4,True,True,False,True,False,True,True,False,True,False,False,True,1.838747178788024,124,48.53806393139383,False
32,49.09714377752545,COMPLETE,2026-02-02T14:48:23.198503,0.677457,103,0.08056432823778797,6,69,49,0.5908702766446792,0.8492020769333497,0.00026697819690630074,0.0011032593803314966,23,True,True,False,False,False,True,False,True,0.6348220182552594,0.399426510884475,True,True,False,3,True,True,False,True,False,True,True,False,True,False,False,True,2.4090893268782514,119,48.53806393139383,False
33,48.83965920724712,COMPLETE,2026-02-02T14:48:24.537603,1.338154,181,0.053054494963813946,8,77,41,0.6519488335257132,0.9390796352703958,0.0024169890364403217,0.009020379227075286,22,True,True,False,False,False,True,False,True,0.6183252741192626,0.38016660257917806,True,True,False,4,True,True,False,True,False,True,True,False,True,False,False,True,1.4227732284759327,112,48.53806393139383,False
34,48.93152589327134,COMPLETE,2026-02-02T14:48:25.623232,1.084721,135,0.04043952607301137,7,89,30,0.5362909523186509,0.8060280084773463,0.00025121184999692125,0.0007645343380667809,23,True,True,False,False,False,True,False,True,0.5682894817786799,0.3328405052433572,True,True,False,3,True,True,False,True,False,True,True,False,True,False,False,True,3.589820316165591,129,48.53806393139383,False
35,50.454723077744,COMPLETE,2026-02-02T14:48:28.191228,2.567065,300,0.010103892587475788,9,58,60,0.6295732986954803,0.6840740354184001,0.0009154178052022624,0.011771227923386052,24,True,False,False,False,False,True,True,True,0.6668198966900156,0.30430896744409563,False,True,True,1,False,True,True,True,False,True,False,False,True,False,False,False,2.698841944009941,105,48.53806393139383,False
36,49.4878809263594,COMPLETE,2026-02-02T14:48:29.187528,0.995389,263,0.08034219079636438,6,95,46,0.7048146500215691,0.745180394907259,0.0021548524129972628,0.0002859075681244495,20,False,True,False,False,False,True,False,False,0.45222742647271086,0.35518567188298455,True,True,False,4,True,True,False,True,False,True,True,False,False,False,False,True,4.599715715583602,141,48.53806393139383,False
37,51.729418088402994,COMPLETE,2026-02-02T14:48:30.229995,1.04156,135,0.09717788194635005,9,66,41,0.7794071835003646,0.9117138598869708,1.2888727249111085,0.03283398380988001,22,True,False,False,True,True,False,True,True,0.5777088685835945,0.20873694193961723,True,False,True,2,False,True,False,True,False,True,False,False,True,False,True,False,2.0918025150452704,99,48.53806393139383,False
38,49.16301359235034,COMPLETE,2026-02-02T14:48:31.556576,1.325679,219,0.04885336024465027,5,100,22,0.6584038185207289,0.7793499661479745,0.00010382499979892991,0.0025323618534218986,23,False,True,True,False,False,False,False,True,0.35529952986466273,0.3632285086981328,False,True,False,3,True,True,True,False,False,True,True,True,False,False,False,True,1.3094476955744674,127,48.53806393139383,False
39,51.05533333682027,COMPLETE,2026-02-02T14:48:33.007861,1.450465,163,0.06736547498707016,11,74,70,0.5523367950485866,0.861460120575624,2.900302190334401,0.00016846289340187307,24,True,False,False,False,False,True,True,True,0.6271747107039126,0.16534060456952193,True,False,True,4,False,True,False,True,True,False,False,False,True,True,True,False,2.383960927771194,83,48.53806393139383,False
40,49.787076984542985,COMPLETE,2026-02-02T14:48:34.946125,1.937326,336,0.056984139046075515,8,87,76,0.5992390808170794,0.6890930005930445,0.0005569631256865774,0.0007730061898051683,21,False,True,True,True,True,False,False,False,0.5475087764387218,0.2621074308699753,False,True,False,1,True,True,True,True,False,True,True,True,False,False,False,True,4.152589098087174,110,48.53806393139383,False
41,48.95732487017886,COMPLETE,2026-02-02T14:48:36.325564,1.378607,182,0.054273927523305315,8,78,39,0.654794735951529,0.9645849821948931,0.0015020176079596197,0.008520524863443535,22,True,True,False,False,False,True,False,True,0.6211924566957605,0.38272798821299897,True,True,False,4,True,True,False,True,False,True,True,False,True,False,False,True,1.3613941606492483,110,48.53806393139383,False
42,48.93514879432053,COMPLETE,2026-02-02T14:48:37.533869,1.207611,199,0.06388680801674979,7,80,49,0.6324580139357749,0.9268132225033491,0.004507000318458829,0.032945462160488714,23,True,True,False,False,False,True,False,True,0.6726390855046808,0.3811399227842236,True,True,False,4,True,True,False,True,False,True,True,False,True,False,False,True,1.7111680923956496,120,48.53806393139383,False
43,48.895304830820656,COMPLETE,2026-02-02T14:48:38.671722,1.136916,119,0.07747296965895363,9,74,42,0.6687754782262053,0.97081508958872,0.009503261617766955,0.002105297302244755,24,True,True,False,False,False,True,False,True,0.6460697448385722,0.3448580815410719,True,True,False,4,True,True,False,True,False,True,True,False,True,False,False,True,1.5194189869548227,112,48.53806393139383,False
44,48.88294108570941,COMPLETE,2026-02-02T14:48:41.459939,2.787348,598,0.038214069537605914,7,67,35,0.5728335018305575,0.8750082897480359,0.0004619826583116895,0.057021392223509985,23,True,True,False,False,False,True,False,True,0.5863561932743617,0.3924517906632276,True,True,False,3,True,True,False,True,False,True,True,False,True,False,False,True,1.9467561572407006,65,48.53806393139383,False
45,49.50486333767114,COMPLETE,2026-02-02T14:48:43.809062,2.34814,249,0.05019000045164363,8,83,13,0.6309703447545293,0.8318647589265391,0.00018045804687200388,0.004902627220201395,22,True,True,False,False,False,True,False,True,0.4217049496000203,0.1904138187315053,True,True,False,4,True,True,False,False,False,True,True,False,True,False,False,True,2.8303428658266974,118,48.53806393139383,False
46,50.9000131693305,COMPLETE,2026-02-02T14:48:45.804789,1.994699,383,0.03078878814844687,8,44,31,0.5347645462803504,0.9185129498907022,0.03893009775370328,0.0001622628689555762,19,True,False,False,False,True,True,True,False,0.3855576071766361,0.22794205888329916,True,True,True,3,False,False,False,True,False,True,True,False,True,False,False,False,7.413122183241471,141,48.53806393139383,False
47,49.32366438716596,COMPLETE,2026-02-02T14:48:47.174545,1.369058,147,0.045288753837127854,6,60,53,0.5974061151234815,0.9658172824312444,0.00392903775286707,0.012318860483114043,21,False,True,False,True,False,False,False,True,0.6156191318626398,0.3279654104156614,False,True,False,4,True,True,True,True,True,False,False,False,False,True,False,True,1.248344357935443,101,48.53806393139383,False
48,49.39490948051479,COMPLETE,2026-02-02T14:48:48.536134,1.360668,292,0.06115847093375547,7,73,49,0.7068265907681235,0.7244003399746405,4.879815859658984,0.5225858045935537,23,True,True,False,False,False,True,False,True,0.5589064979323441,0.30321959618047484,True,False,True,3,False,False,False,False,False,True,True,False,True,False,True,True,3.4289611788787866,125,48.53806393139383,False
49,50.2922448384918,COMPLETE,2026-02-02T14:48:49.484364,0.947306,177,0.08774736472391198,8,55,37,0.9906390847191923,0.8298417553938523,0.00045950838327068,0.002877196574750751,12,True,False,True,False,False,False,True,True,0.5224773908269132,0.372251504055502,True,True,False,4,True,True,False,True,False,True,True,True,False,False,False,True,2.2227669623396333,89,48.53806393139383,False
50,52.445332196810654,COMPLETE,2026-02-02T14:48:50.157442,0.672195,119,0.07403190424277502,10,77,68,0.5546440753653031,0.8836791311747199,0.010786192869010914,0.0006376876089773442,6,True,True,False,False,True,False,False,False,0.6846349085891185,0.14338918990620322,False,True,False,3,False,True,False,True,True,False,True,False,False,False,False,False,4.82743330127523,108,48.53806393139383,False
51,48.98499385239998,COMPLETE,2026-02-02T14:48:51.761878,1.603605,212,0.06731444819980684,9,80,45,0.6112540990747781,0.9054299099052796,0.06322240748556923,0.004088362473044857,22,True,True,True,False,False,False,False,True,0.5075300794349047,0.3662153855602959,True,False,False,3,False,True,False,True,True,False,True,True,False,True,True,True,2.6331806433034384,132,48.53806393139383,False
52,48.95515938532055,COMPLETE,2026-02-02T14:48:53.696950,1.934179,214,0.05686001139155131,9,87,44,0.611221135939725,0.9376330543243077,0.025132647460767387,0.0015103747573021941,24,True,True,True,False,False,False,False,True,0.47866525656229764,0.3889528706687205,True,False,False,3,False,True,False,True,True,False,True,True,False,True,True,True,2.5081563522726795,114,48.53806393139383,False
53,49.24175663649456,COMPLETE,2026-02-02T14:48:55.283749,1.585905,182,0.06798855128844858,10,79,39,0.5852542462092118,0.8686575586945396,0.39129926154299666,0.007651188960510319,22,True,True,True,False,False,False,False,True,0.4968175769612032,0.361166870824861,True,False,False,3,False,True,False,True,True,False,True,True,False,True,True,True,1.0077108811255682,140,48.53806393139383,False
54,49.95894657026243,COMPLETE,2026-02-02T14:48:56.992338,1.707652,203,0.016036106207048633,8,92,43,0.642058707652149,0.5770112957618723,0.017136999380895614,0.00560043111356856,18,True,True,True,False,False,False,False,True,0.5304011653718201,0.3763053566657196,True,False,False,3,False,True,False,True,True,False,True,True,False,True,True,True,5.65361786396542,135,48.53806393139383,False
55,49.363761045234746,COMPLETE,2026-02-02T14:48:58.237441,1.244133,278,0.08934228637024172,7,69,80,0.5224646207640141,0.7714949399941,0.9007264974962216,0.022571483417430625,24,True,True,True,False,False,False,False,True,0.4567534738858655,0.3466813485138891,True,False,False,2,False,True,False,True,True,False,True,True,False,True,True,True,1.8911561579597127,122,48.53806393139383,False
56,49.5562254228945,COMPLETE,2026-02-02T14:48:59.971697,1.733353,157,0.026849405402886942,11,84,47,0.838063750655189,0.9030251973061172,0.083480607672519,0.0008992251688521175,21,True,False,True,True,False,False,False,True,0.43799281991982936,0.3903927092534952,True,False,True,3,False,False,False,False,False,False,True,True,False,True,True,True,1.4976288291852948,150,48.53806393139383,False
57,48.61824804042735,COMPLETE,2026-02-02T14:49:01.549992,1.577431,256,0.04323945966887224,6,34,32,0.6696867313334937,0.8153783682413664,0.23119982236926115,0.0016277162051517766,22,False,True,False,False,False,False,True,True,0.4986859651780549,0.39885295080124994,False,True,False,4,True,True,True,True,True,True,True,False,False,True,False,True,2.1035755649982333,48,48.53806393139383,False
58,48.926182625539354,COMPLETE,2026-02-02T14:49:03.332015,1.781135,413,0.03474444301623639,5,36,32,0.6806194592343675,0.806494048301438,0.23654203047391528,0.0002753312135369062,20,False,True,False,False,False,False,True,True,0.6488554864802746,0.39450982418823305,False,True,False,4,True,True,True,True,False,True,True,False,False,False,False,True,3.877923944300888,53,48.53806393139383,False
59,49.052109039834285,COMPLETE,2026-02-02T14:49:04.755618,1.422693,255,0.043342767034618104,6,23,29,0.7323053186851097,0.6098937755723358,0.5845417610033804,0.0019376269471888736,23,False,True,False,False,False,False,True,True,0.6007024499154706,0.38230608560623625,False,True,False,4,True,True,True,True,True,True,False,False,False,True,False,True,2.071005642502011,71,48.53806393139383,False
60,49.34785729098972,COMPLETE,2026-02-02T14:49:06.020869,1.264334,315,0.04955004957517441,6,34,76,0.7634941418558537,0.5239687014225727,1.4274887285281415,0.0033109606105666723,15,False,False,False,False,False,True,True,False,0.5832512684971228,0.30703054749490166,False,True,True,4,True,False,True,True,False,True,True,False,True,False,False,True,2.959083213027077,46,48.53806393139383,False
61,48.69361219423244,COMPLETE,2026-02-02T14:49:07.933494,1.911945,240,0.04004857366184883,7,50,36,0.6646846997059165,0.8351525414709975,0.3682535397363217,0.0014564141020337084,22,False,True,False,False,False,False,True,True,0.5044475062306263,0.36859007347271777,False,True,False,4,True,True,True,True,True,True,True,False,False,True,False,True,1.776441565124663,105,48.53806393139383,False
62,49.04027417182886,COMPLETE,2026-02-02T14:49:09.700043,1.765607,231,0.03939615999261206,7,49,36,0.6960400861819362,0.8193818301201345,2.752907825514932,0.0013045720474856427,21,False,True,False,False,False,False,True,True,0.4717762388931825,0.356235118695431,False,True,False,4,True,True,True,True,True,True,True,False,False,True,False,True,1.7142272136757646,95,48.53806393139383,False
63,48.94103460857939,COMPLETE,2026-02-02T14:49:11.396407,1.695486,276,0.03460266789375769,6,27,34,0.6664866043532124,0.8532779977764717,0.7855627140716269,0.0005843002291741152,24,False,True,False,False,False,False,True,True,0.4943711025382934,0.37260402027989237,False,True,False,4,True,True,True,True,True,True,True,False,False,True,False,True,1.2198948562232725,104,48.53806393139383,False
64,48.852340027679105,COMPLETE,2026-02-02T14:49:13.347670,1.950435,235,0.042855109872613324,7,39,21,0.6485900877643972,0.8016042173907555,0.3666943501201261,0.0003366995558489407,23,False,True,False,False,False,False,True,True,0.5341584512141173,0.39952595095574583,False,True,False,4,True,True,True,True,True,True,True,False,False,True,False,True,1.4594525792298212,113,48.53806393139383,False
65,48.67682591158423,COMPLETE,2026-02-02T14:49:14.774655,1.426082,187,0.04768516914018008,6,52,38,0.6206907117602052,0.8405932737366555,0.16608756486088655,0.0017643646707607992,24,False,True,False,False,False,False,True,True,0.5598887326030016,0.34177729648023775,False,True,False,4,True,True,True,True,True,True,True,False,False,True,False,True,2.1981241941258216,87,48.53806393139383,False
66,49.03224505830572,COMPLETE,2026-02-02T14:49:16.191666,1.416195,246,0.03746824071379561,5,52,25,0.5703980388456161,0.7494231641557859,0.14404179241335557,0.0010356885107757443,24,False,True,False,False,False,False,True,True,0.5098743315326174,0.34472855013176124,False,True,False,4,True,True,True,True,True,True,True,False,False,True,False,True,3.323249883130023,87,48.53806393139383,False
67,48.780055920180594,COMPLETE,2026-02-02T14:49:18.888278,2.695699,502,0.04621317681340561,6,42,28,0.6161408942456341,0.8375279011047804,0.28710083592081714,0.0004284839928300831,24,False,True,False,False,True,False,True,True,0.559592925842095,0.3298711020348783,False,True,False,4,True,True,True,True,True,True,True,False,False,True,False,True,2.3203040618984465,58,48.53806393139383,False
68,49.34526039352706,COMPLETE,2026-02-02T14:49:20.573726,1.684558,476,0.03241903522944177,4,43,27,0.5965725623356269,0.838933213101487,0.22071936457479618,0.000449204547812416,23,False,True,False,False,True,False,True,True,0.5663078760968407,0.32430403608468633,False,True,False,4,True,True,True,True,True,True,True,False,False,True,False,True,2.2958312861495394,45,48.53806393139383,False
69,49.0718307945153,COMPLETE,2026-02-02T14:49:23.128470,2.55376,514,0.027750321325094633,6,47,16,0.5610944023112706,0.4178380051974889,0.5200780202165101,0.0017230135642163126,24,False,False,False,True,True,False,True,True,0.557016726662767,0.3378680634805944,False,True,True,4,True,True,True,False,True,True,True,False,False,True,False,True,1.7879619376336653,51,48.53806393139383,False
70,50.95124243864048,COMPLETE,2026-02-02T14:49:24.823733,1.694355,356,0.024502601486973828,6,40,29,0.6808812421466219,0.7800047699159616,0.08541493879602684,0.00020972757950206937,9,False,True,False,False,True,False,True,True,0.5385535804403193,0.3545904460498566,False,True,False,4,True,True,True,True,True,True,True,False,False,True,False,False,2.7711841536028397,56,48.53806393139383,False
71,48.76226010522927,COMPLETE,2026-02-02T14:49:26.324872,1.500293,192,0.04463261804518017,6,52,33,0.6200842679979398,0.8226359021143699,0.35453977466694003,0.0007222704155176745,24,False,True,False,False,True,False,True,True,0.4848908161581827,0.31394643504156494,False,True,False,4,True,True,True,True,True,True,True,False,False,True,False,True,2.0518569191968994,61,48.53806393139383,False
72,48.898436658501964,COMPLETE,2026-02-02T14:49:27.664403,1.338656,193,0.04687150878467774,5,53,33,0.625231990142356,0.8292584009659029,0.3542313328539528,0.0007411006663482263,23,False,True,False,False,True,False,True,True,0.49155491167908755,0.3118477239415913,False,True,False,4,True,True,True,True,True,True,True,False,False,True,False,True,1.9545734209313126,64,48.53806393139383,False
