tradeday,hour,ceps_in,ceps_out,apg_in,apg_out,mavir_in,mavir_out,pse_in,pse_out,de_in,de_out,total_import_cap,total_export_cap,net_capacity,ceps_congested_in,apg_congested_in,mavir_congested_in,pse_congested_in,de_congested_in,congested_in_count,last_price,total_amount,idm_mid_price,idm_bid,idm_ask,idm_spread,dayofweek,is_weekend,month,idm_price,date,imbalance_mwh,imbalance_abs_mean,imbalance_std,imbalance_min,imbalance_max,n_periods,imbalance_sign,abs_imbalance,is_deficit
2025-12-09,17,,,,,3134.0,11.0,0.0,8.0,0.0,8.0,3134.0,27.0,3107.0,0,0,0,1,1,2,150.0,227.0,179.435,143.79,215.08,71.28999999999999,1,0,12,179.435,2025-12-09,-3.274,1.6465,2.0363014675304503,-3.184,1.358,4,-1.0,3.274,1
2025-12-09,18,0.0,71.0,,,1938.0,49.0,0.0,37.0,0.0,71.0,1938.0,228.0,1710.0,1,0,0,1,1,3,150.0,293.6,174.515,144.77,204.26,59.49,1,0,12,174.515,2025-12-09,-36.102000000000004,9.0255,3.811289589277274,-14.546,-6.055,4,-1.0,36.102000000000004,1
2025-12-09,19,0.0,108.0,,,1434.0,0.0,0.0,16.0,0.0,108.0,1434.0,232.0,1202.0,1,0,0,1,1,3,162.48,150.7,135.00375,99.0425,170.965,71.9225,1,0,12,135.00375,2025-12-09,-26.573,6.64325,2.3743604577513784,-9.316,-3.975,4,-1.0,26.573,1
2025-12-09,20,0.0,119.0,0.0,35.0,844.0,171.0,0.0,30.0,0.0,119.0,844.0,474.0,370.0,1,1,0,1,1,4,130.0,134.5,142.89999999999998,109.98,175.82,65.84,1,0,12,142.89999999999998,2025-12-09,-4.088,2.7735000000000003,3.107273295565315,-3.351,3.503,4,-1.0,4.088,1
2025-12-09,21,0.0,275.0,142.0,0.0,1660.0,0.0,68.0,0.0,0.0,275.0,1870.0,550.0,1320.0,1,0,0,0,1,2,103.0,157.3,86.42999999999999,44.3825,128.4775,84.095,1,0,12,86.42999999999999,2025-12-09,10.766,3.5935,4.334192850654741,-1.804,8.394,4,1.0,10.766,0
2025-12-09,22,0.0,229.0,26.0,0.0,1840.0,110.0,564.0,0.0,0.0,229.0,2430.0,568.0,1862.0,1,0,0,0,1,2,110.05,107.1,108.92375,95.3625,122.485,27.1225,1,0,12,108.92375,2025-12-09,17.595999999999997,4.399,1.628332275673488,2.469,5.754,4,1.0,17.595999999999997,0
2025-12-09,23,0.0,157.0,60.0,0.0,349.0,3.0,305.0,0.0,0.0,157.0,714.0,317.0,397.0,1,0,0,0,1,2,81.01,238.0,79.4,50.805,107.995,57.19,1,0,12,79.4,2025-12-09,21.894,5.4735000000000005,5.004111742690539,0.791,12.563,4,1.0,21.894,0
2025-12-10,0,0.0,499.0,270.0,0.0,1454.0,10.0,216.0,0.0,0.0,499.0,1940.0,1008.0,932.0,1,0,0,0,1,2,100.0,46.1,72.98375,45.9925,99.975,53.9825,2,0,12,72.98375,2025-12-10,9.658999999999999,3.19025,3.14398413641036,-1.551,6.092,4,1.0,9.658999999999999,0
2025-12-10,1,0.0,597.0,205.0,0.0,2099.0,31.0,280.0,0.0,0.0,597.0,2584.0,1225.0,1359.0,1,0,0,0,1,2,72.0,58.3,56.36625,7.192499999999999,105.54,98.3475,2,0,12,56.36625,2025-12-10,12.068,3.017,2.2387646891384843,0.258,5.712,4,1.0,12.068,0
2025-12-10,2,0.0,417.0,151.0,0.0,1428.0,115.0,232.0,0.0,0.0,417.0,1811.0,949.0,862.0,1,0,0,0,1,2,75.0,1.5,68.13,-4.0275,140.2875,144.315,2,0,12,68.13,2025-12-10,17.601,4.40025,2.445022341411219,2.017,7.723,4,1.0,17.601,0
2025-12-10,3,0.0,547.0,284.0,0.0,1146.0,59.0,156.0,0.0,0.0,547.0,1586.0,1153.0,433.0,1,0,0,0,1,2,70.25,21.8,92.11,13.72,170.5,156.78,2,0,12,92.11,2025-12-10,0.46600000000000036,1.6395,2.1854470938460167,-3.046,1.85,4,1.0,0.46600000000000036,0
2025-12-10,4,0.0,280.0,165.0,0.0,1303.0,168.0,259.0,0.0,0.0,280.0,1727.0,728.0,999.0,1,0,0,0,1,2,71.0,31.2,106.585,40.545,172.625,132.08,2,0,12,106.585,2025-12-10,5.754,2.7675,3.7623873183569674,-2.006,6.542,4,1.0,5.754,0
2025-12-10,5,0.0,1.0,56.0,0.0,702.0,94.0,140.0,0.0,0.0,1.0,898.0,96.0,802.0,1,0,0,0,1,2,130.0,67.9,189.28625,62.8625,315.71000000000004,252.84750000000005,2,0,12,189.28625,2025-12-10,-14.135,4.49575,3.928875528273537,-7.288,1.924,4,-1.0,14.135,1
2025-12-10,6,184.0,72.0,277.0,0.0,819.0,0.0,5.0,224.0,0.0,224.0,1285.0,520.0,765.0,0,0,0,0,1,1,120.35,27.7,126.34375,77.395,175.29250000000002,97.8975,2,0,12,126.34375,2025-12-10,9.115,2.27875,1.3885472924367155,0.249,3.386,4,1.0,9.115,0
2025-12-10,7,0.0,264.0,262.0,0.0,1005.0,0.0,0.0,81.0,0.0,273.0,1267.0,618.0,649.0,1,0,0,1,1,3,148.0,21.2,168.08375,108.3125,227.855,119.5425,2,0,12,168.08375,2025-12-10,-3.034,2.0085,2.59251673090069,-3.988,1.973,4,-1.0,3.034,1
2025-12-10,8,55.0,615.0,686.0,0.0,1022.0,0.0,0.0,329.0,0.0,685.0,1763.0,1629.0,134.0,0,0,0,1,1,2,120.0,104.7,115.14125,82.67,147.6125,64.9425,2,0,12,115.14125,2025-12-10,2.985,1.66275,1.849551544744473,-1.833,2.417,4,1.0,2.985,0
2025-12-10,9,116.0,512.0,416.0,0.0,755.0,29.0,0.0,276.0,0.0,512.0,1287.0,1329.0,-42.0,0,0,0,1,1,2,180.0,103.2,130.19375,104.0125,156.375,52.3625,2,0,12,130.19375,2025-12-10,-7.652,2.1479999999999997,1.6836553487377792,-3.483,0.47,4,-1.0,7.652,1
2025-12-10,10,336.0,203.0,592.0,0.0,467.0,162.0,0.0,129.0,32.0,203.0,1427.0,697.0,730.0,0,0,0,1,0,1,111.98,137.0,102.8125,91.0475,114.5775,23.53,2,0,12,102.8125,2025-12-10,-15.857,3.96425,2.019046371433802,-6.572,-1.818,4,-1.0,15.857,1
2025-12-10,11,643.0,342.0,837.0,0.0,573.0,482.0,0.0,342.0,185.0,342.0,2238.0,1508.0,730.0,0,0,0,1,0,1,106.0,8.2,135.5375,114.865,156.21,41.345,2,0,12,135.5375,2025-12-10,-4.292,1.1815,1.1143132414182289,-2.467,0.217,4,-1.0,4.292,1
2025-12-10,12,462.0,370.0,757.0,0.0,604.0,290.0,0.0,248.0,196.0,370.0,2019.0,1278.0,741.0,0,0,0,1,0,1,118.5,193.1,129.42875,109.4425,149.415,39.9725,2,0,12,129.42875,2025-12-10,-28.608,7.151999999999999,3.522270574501624,-11.773,-4.359,4,-1.0,28.608,1
2025-12-10,13,8.0,572.0,282.0,0.0,641.0,69.0,0.0,104.0,1.0,572.0,932.0,1317.0,-385.0,0,0,0,1,0,1,117.6,214.2,146.25625,113.145,179.3675,66.2225,2,0,12,146.25625,2025-12-10,-14.99,3.95,3.991174388572867,-7.251,0.405,4,-1.0,14.99,1
2025-12-10,14,19.0,447.0,180.0,31.0,743.0,31.0,215.0,107.0,0.0,447.0,1157.0,1063.0,94.0,0,0,0,0,1,1,129.89,125.8,144.02625,110.565,177.4875,66.9225,2,0,12,144.02625,2025-12-10,-17.753999999999998,4.4384999999999994,2.620920258229922,-7.708,-1.501,4,-1.0,17.753999999999998,1
2025-12-10,15,0.0,207.0,445.0,0.0,1519.0,0.0,0.0,221.0,0.0,236.0,1964.0,664.0,1300.0,1,0,0,1,1,3,126.27,103.9,145.5175,111.2075,179.8275,68.61999999999999,2,0,12,145.5175,2025-12-10,-8.654,2.1635,1.2325200471662383,-3.996,-1.346,4,-1.0,8.654,1
2025-12-10,16,12.0,0.0,12.0,0.0,2246.0,0.0,0.0,287.0,0.0,287.0,2270.0,574.0,1696.0,0,0,0,1,1,2,121.0,145.4,154.1225,120.865,187.38,66.51500000000001,2,0,12,154.1225,2025-12-10,31.122,7.7805,2.242150232849411,5.543,10.803,4,1.0,31.122,0
2025-12-10,17,0.0,491.0,2.0,0.0,1252.0,0.0,0.0,544.0,0.0,676.0,1254.0,1711.0,-457.0,1,0,0,1,1,3,138.9,17.1,122.16375,92.1,152.22750000000002,60.12750000000001,2,0,12,122.16375,2025-12-10,9.462,2.3655,1.8446478435372609,0.849,5.053,4,1.0,9.462,0
2025-12-10,18,0.0,436.0,4.0,0.0,1425.0,0.0,0.0,610.0,0.0,843.0,1429.0,1889.0,-460.0,1,0,0,1,1,3,133.5,19.1,100.43625,51.43,149.4425,98.0125,2,0,12,100.43625,2025-12-10,-11.506,2.8765,2.857991427558872,-6.936,-0.228,4,-1.0,11.506,1
2025-12-10,19,0.0,316.0,7.0,0.0,992.0,0.0,0.0,99.0,0.0,316.0,999.0,731.0,268.0,1,0,0,1,1,3,129.0,39.3,156.37125,89.315,223.4275,134.1125,2,0,12,156.37125,2025-12-10,-7.678999999999999,3.09075,4.597803270766015,-8.431,2.122,4,-1.0,7.678999999999999,1
2025-12-10,20,164.0,282.0,43.0,0.0,1045.0,0.0,0.0,392.0,0.0,471.0,1252.0,1145.0,107.0,0,0,0,1,1,2,134.5,49.7,218.5625,41.19,395.935,354.745,2,0,12,218.5625,2025-12-10,-1.6629999999999998,1.14275,1.310561043980783,-1.611,1.454,4,-1.0,1.6629999999999998,1
2025-12-10,21,420.0,328.0,118.0,0.0,1372.0,0.0,226.0,32.0,0.0,493.0,2136.0,853.0,1283.0,0,0,0,0,1,1,134.51,13.5,74.28,5.2675,143.2925,138.025,2,0,12,74.28,2025-12-10,-4.41,2.939,3.2532513480106844,-3.574,3.673,4,-1.0,4.41,1
2025-12-10,22,136.0,356.0,136.0,0.0,1015.0,0.0,457.0,0.0,0.0,356.0,1744.0,712.0,1032.0,0,0,0,0,1,1,95.0,49.9,86.6275,50.6325,122.6225,71.99000000000001,2,0,12,86.6275,2025-12-10,-6.477,1.6192499999999999,1.2641182368222788,-3.489,-0.704,4,-1.0,6.477,1
2025-12-10,23,427.0,378.0,427.0,0.0,1539.0,0.0,533.0,0.0,0.0,378.0,2926.0,756.0,2170.0,0,0,0,0,1,1,102.43,77.4,126.2825,108.0475,144.51749999999998,36.47,2,0,12,126.2825,2025-12-10,-14.208,4.254,3.9629928084719004,-8.124,1.404,4,-1.0,14.208,1
2025-12-11,0,581.0,428.0,477.0,0.0,1527.0,0.0,428.0,0.0,0.0,605.0,3013.0,1033.0,1980.0,0,0,0,0,1,1,87.49,31.0,118.6125,56.900000000000006,180.325,123.425,3,0,12,118.6125,2025-12-11,1.5400000000000005,2.7979999999999996,3.6746496431632765,-4.826,3.413,4,1.0,1.5400000000000005,0
2025-12-11,1,462.0,324.0,567.0,0.0,2136.0,0.0,163.0,0.0,0.0,789.0,3328.0,1113.0,2215.0,0,0,0,0,1,1,76.99,34.3,91.85125,55.005,128.6975,73.6925,3,0,12,91.85125,2025-12-11,25.961,6.49025,3.135039220913618,3.801,10.79,4,1.0,25.961,0
2025-12-11,2,400.0,330.0,304.0,0.0,1385.0,0.0,29.0,0.0,0.0,884.0,2118.0,1214.0,904.0,0,0,0,0,1,1,70.01,38.8,88.96625,1.0,176.9325,175.9325,3,0,12,88.96625,2025-12-11,17.989,4.497249999999999,3.4726268995291347,0.653,8.331,4,1.0,17.989,0
2025-12-11,3,477.0,320.0,346.0,0.0,1543.0,0.0,78.0,0.0,0.0,758.0,2444.0,1078.0,1366.0,0,0,0,0,1,1,92.0,128.3,51.3975,30.3075,72.4875,42.18000000000001,3,0,12,51.3975,2025-12-11,9.506,3.1675,3.262032955075715,-1.582,6.37,4,1.0,9.506,0
2025-12-11,4,461.0,493.0,345.0,0.0,1527.0,0.0,297.0,0.0,0.0,809.0,2630.0,1302.0,1328.0,0,0,0,0,1,1,81.95,35.5,90.435,31.7825,149.0875,117.305,3,0,12,90.435,2025-12-11,16.115,4.0287500000000005,1.6114834521851802,2.218,5.633,4,1.0,16.115,0
2025-12-11,5,533.0,567.0,257.0,0.0,1165.0,0.0,517.0,0.0,0.0,599.0,2472.0,1166.0,1306.0,0,0,0,0,1,1,68.0,33.1,92.83625,38.6525,147.02,108.3675,3,0,12,92.83625,2025-12-11,10.364,2.591,1.5827535078674335,0.604,4.247,4,1.0,10.364,0
2025-12-11,6,81.0,0.0,129.0,0.0,1152.0,0.0,55.0,0.0,0.0,236.0,1417.0,236.0,1181.0,0,0,0,0,1,1,111.84,77.3,170.71,78.135,263.285,185.15,3,0,12,170.71,2025-12-11,-17.023,4.255750000000001,3.007774080057654,-7.448,-0.415,4,-1.0,17.023,1
2025-12-11,7,0.0,130.0,374.0,0.0,658.0,0.0,72.0,0.0,0.0,130.0,1104.0,260.0,844.0,1,0,0,0,1,2,111.0,51.0,205.28625,101.05,309.52250000000004,208.47250000000005,3,0,12,205.28625,2025-12-11,-21.855,5.46375,3.1505066656015823,-10.158,-3.413,4,-1.0,21.855,1
2025-12-11,8,0.0,225.0,692.0,0.0,1098.0,0.0,68.0,0.0,0.0,225.0,1858.0,450.0,1408.0,1,0,0,0,1,2,116.69,96.7,196.2025,116.0075,276.3975,160.39,3,0,12,196.2025,2025-12-11,11.834999999999999,4.12775,5.498895851289905,-2.338,10.373,4,1.0,11.834999999999999,0
2025-12-11,9,9.0,18.0,767.0,0.0,1323.0,304.0,0.0,41.0,0.0,59.0,2099.0,422.0,1677.0,0,0,0,1,1,2,122.82,61.0,130.43125,107.7675,153.095,45.3275,3,0,12,130.43125,2025-12-11,24.977,6.24425,1.118249934793947,4.652,7.265,4,1.0,24.977,0
2025-12-11,10,20.0,64.0,1063.0,0.0,769.0,274.0,0.0,148.0,0.0,213.0,1852.0,699.0,1153.0,0,0,0,1,1,2,121.0,222.5,130.395,99.1325,161.6575,62.525000000000006,3,0,12,130.395,2025-12-11,68.86,17.215,3.581918201187738,13.731,21.27,4,1.0,68.86,0
2025-12-11,11,504.0,463.0,1100.0,0.0,1806.0,513.0,286.0,224.0,0.0,931.0,3696.0,2131.0,1565.0,0,0,0,0,1,1,83.0,285.2,90.145,71.13,109.16,38.03,3,0,12,90.145,2025-12-11,38.975,9.74375,3.2968939296454978,6.468,13.914,4,1.0,38.975,0
2025-12-11,12,439.0,680.0,1006.0,0.0,3373.0,484.0,350.0,354.0,0.0,1141.0,5168.0,2659.0,2509.0,0,0,0,0,1,1,60.0,305.7,75.62625,52.52,98.7325,46.212500000000006,3,0,12,75.62625,2025-12-11,49.838,14.747499999999999,14.601957597071243,-4.576,25.308,4,1.0,49.838,0
2025-12-11,13,389.0,541.0,912.0,0.0,2132.0,71.0,223.0,647.0,0.0,1082.0,3656.0,2341.0,1315.0,0,0,0,0,1,1,116.02,347.7,97.5875,61.265,133.91,72.64500000000001,3,0,12,97.5875,2025-12-11,-1.948,1.2845,1.4727839850659248,-1.648,1.595,4,-1.0,1.948,1
2025-12-11,14,284.0,601.0,432.0,0.0,1763.0,0.0,284.0,518.0,0.0,828.0,2763.0,1947.0,816.0,0,0,0,0,1,1,149.0,101.1,116.1425,90.9425,141.3425,50.400000000000006,3,0,12,116.1425,2025-12-11,-42.826,10.7065,7.415479328180119,-18.045,-0.392,4,-1.0,42.826,1
2025-12-11,15,29.0,165.0,29.0,0.0,806.0,0.0,155.0,0.0,0.0,165.0,1019.0,330.0,689.0,0,0,0,0,1,1,119.94,220.8,88.2825,44.6475,131.91750000000002,87.27,3,0,12,88.2825,2025-12-11,4.5009999999999994,4.61875,6.208827391974537,-6.612,8.075,4,1.0,4.5009999999999994,0
2025-12-11,16,105.0,118.0,105.0,0.0,538.0,0.0,0.0,3.0,0.0,118.0,748.0,239.0,509.0,0,0,0,1,1,2,123.9,135.1,129.84375,94.7,164.9875,70.2875,3,0,12,129.84375,2025-12-11,-13.599,3.81175,3.0485960019873626,-6.154,0.824,4,-1.0,13.599,1
2025-12-11,17,172.0,57.0,60.0,40.0,89.0,6.0,0.0,60.0,0.0,117.0,321.0,280.0,41.0,0,0,0,1,1,2,126.05,149.4,136.99375,85.255,188.7325,103.4775,3,0,12,136.99375,2025-12-11,-59.602000000000004,14.900500000000001,3.2621883759219052,-19.445,-12.143,4,-1.0,59.602000000000004,1
2025-12-11,18,77.0,0.0,59.0,0.0,221.0,0.0,0.0,25.0,0.0,25.0,357.0,50.0,307.0,0,0,0,1,1,2,134.99,198.1,138.00125,112.2675,163.735,51.4675,3,0,12,138.00125,2025-12-11,-41.545,10.38625,2.072742366206342,-13.279,-8.564,4,-1.0,41.545,1
2025-12-11,19,135.0,0.0,135.0,0.0,430.0,0.0,,,,,700.0,0.0,700.0,0,0,0,0,0,0,111.0,201.4,129.7475,102.015,157.48,55.46499999999999,3,0,12,129.7475,2025-12-11,12.113999999999999,3.0285,1.2889402623861201,1.621,4.603,4,1.0,12.113999999999999,0
2025-12-11,20,51.0,267.0,267.0,0.0,369.0,0.0,121.0,83.0,0.0,267.0,808.0,617.0,191.0,0,0,0,0,1,1,104.0,50.5,113.12625,85.0175,141.235,56.2175,3,0,12,113.12625,2025-12-11,-14.856,3.714,2.2249522841325535,-6.051,-1.091,4,-1.0,14.856,1
2025-12-11,21,194.0,270.0,237.0,0.0,496.0,0.0,194.0,0.0,0.0,274.0,1121.0,544.0,577.0,0,0,0,0,1,1,80.01,62.9,89.30125,41.1225,137.48,96.3575,3,0,12,89.30125,2025-12-11,8.542000000000002,4.4695,5.7553925148507465,-3.057,9.64,4,1.0,8.542000000000002,0
2025-12-11,22,203.0,156.0,153.0,0.0,485.0,0.0,149.0,0.0,0.0,194.0,990.0,350.0,640.0,0,0,0,0,1,1,80.02,74.5,102.7475,61.760000000000005,143.735,81.975,3,0,12,102.7475,2025-12-11,-7.204,2.555,2.231375510008718,-3.235,1.508,4,-1.0,7.204,1
2025-12-11,23,100.0,84.0,163.0,0.0,406.0,0.0,31.0,0.0,0.0,122.0,700.0,206.0,494.0,0,0,0,0,1,1,90.04,80.8,108.7525,76.775,140.73,63.955,3,0,12,108.7525,2025-12-11,-10.583,4.27225,4.014823813070755,-5.253,3.253,4,-1.0,10.583,1
2025-12-12,0,195.0,316.0,380.0,0.0,775.0,0.0,157.0,0.0,155.0,430.0,1662.0,746.0,916.0,0,0,0,0,0,0,89.0,24.7,107.1725,77.5125,136.83249999999998,59.31999999999999,4,0,12,107.1725,2025-12-12,-6.612,2.2085,2.28280193329747,-4.369,1.111,4,-1.0,6.612,1
2025-12-12,1,82.0,220.0,657.0,0.0,782.0,0.0,7.0,0.0,7.0,301.0,1535.0,521.0,1014.0,0,0,0,0,0,0,91.0,30.6,82.40125,1.0,163.8025,162.8025,4,0,12,82.40125,2025-12-12,4.731,1.34825,1.732509427583777,-0.331,3.666,4,1.0,4.731,0
2025-12-12,2,42.0,208.0,548.0,0.0,614.0,0.0,,,0.0,329.0,1204.0,537.0,667.0,0,0,0,0,1,1,92.84,38.1,95.83125,1.0,190.6625,189.6625,4,0,12,95.83125,2025-12-12,20.968,5.242,3.2719489604821157,1.297,8.457,4,1.0,20.968,0
2025-12-12,3,118.0,195.0,830.0,69.0,830.0,69.0,1.0,0.0,0.0,372.0,1779.0,705.0,1074.0,0,0,0,0,1,1,92.0,49.9,72.1375,1.0,143.275,142.275,4,0,12,72.1375,2025-12-12,30.872,7.718,3.8081058283613913,4.391,12.452,4,1.0,30.872,0
2025-12-12,4,390.0,294.0,1105.0,199.0,923.0,199.0,321.0,0.0,335.0,294.0,3074.0,986.0,2088.0,0,0,0,0,0,0,92.99,45.0,122.0,10.0,234.0,224.0,4,0,12,122.0,2025-12-12,39.835,9.95875,1.6273703481383697,8.507,11.936,4,1.0,39.835,0
2025-12-12,5,585.0,187.0,740.0,187.0,578.0,316.0,357.0,0.0,358.0,187.0,2618.0,877.0,1741.0,0,0,0,0,0,0,95.71,36.5,77.055,15.0,139.11,124.11,4,0,12,77.055,2025-12-12,12.416,3.104,1.989475307713066,1.893,6.071,4,1.0,12.416,0
2025-12-12,6,542.0,192.0,288.0,235.0,507.0,235.0,153.0,256.0,0.0,334.0,1490.0,1252.0,238.0,0,0,0,0,1,1,127.0,51.3,143.3575,61.7175,224.9975,163.28,4,0,12,143.3575,2025-12-12,15.873,3.96825,1.6986617036165064,2.288,6.145,4,1.0,15.873,0
2025-12-12,7,809.0,5.0,204.0,350.0,561.0,350.0,312.0,321.0,155.0,510.0,2041.0,1536.0,505.0,0,0,0,0,0,0,129.21,32.9,91.63625,24.78,158.4925,133.71249999999998,4,0,12,91.63625,2025-12-12,1.928,1.9895,2.7545832110623683,-1.919,4.287,4,1.0,1.928,0
2025-12-12,8,796.0,749.0,562.0,468.0,995.0,450.0,0.0,237.0,0.0,749.0,2353.0,2653.0,-300.0,0,0,0,1,1,2,139.99,110.7,148.8725,77.5075,220.2375,142.73000000000002,4,0,12,148.8725,2025-12-12,-17.99,5.4305,4.819667312170001,-8.256,1.866,4,-1.0,17.99,1
2025-12-12,9,54.0,527.0,73.0,49.0,157.0,352.0,0.0,9.0,0.0,527.0,284.0,1464.0,-1180.0,0,0,0,1,1,2,126.46,104.1,104.72125,57.585,151.85750000000002,94.2725,4,0,12,104.72125,2025-12-12,21.672,5.418,3.711775945105882,2.504,10.683,4,1.0,21.672,0
2025-12-12,10,868.0,726.0,1266.0,269.0,1013.0,565.0,0.0,622.0,282.0,726.0,3429.0,2908.0,521.0,0,0,0,1,0,1,124.0,125.0,96.64125,59.2675,134.015,74.7475,4,0,12,96.64125,2025-12-12,-6.566000000000001,5.658,7.255059866511555,-8.48,8.033,4,-1.0,6.566000000000001,1
