tradeday,hour,ceps_in,ceps_out,apg_in,apg_out,mavir_in,mavir_out,pse_in,pse_out,de_in,de_out,total_import_cap,total_export_cap,net_capacity,ceps_congested_in,apg_congested_in,mavir_congested_in,pse_congested_in,de_congested_in,congested_in_count,last_price,total_amount,idm_mid_price,idm_bid,idm_ask,idm_spread,dayofweek,is_weekend,month,idm_price
2025-11-28,0,183.0,594.0,819.0,0.0,1000.0,340.0,214.0,21.0,0.0,616.0,2216.0,1571.0,645.0,0,0,0,0,1,1,97.73,38.5,88.46625,40.1875,136.745,96.5575,4,0,11,88.46625
2025-11-28,1,389.0,442.0,996.0,0.0,1042.0,886.0,453.0,0.0,0.0,446.0,2880.0,1774.0,1106.0,0,0,0,0,1,1,84.0,18.2,134.67624999999998,90.065,179.2875,89.2225,4,0,11,134.67624999999998
2025-11-28,2,395.0,525.0,987.0,0.0,1109.0,1166.0,412.0,0.0,0.0,549.0,2903.0,2240.0,663.0,0,0,0,0,1,1,88.98,22.4,85.55125,79.4575,91.645,12.187500000000004,4,0,11,85.55125
2025-11-28,3,256.0,580.0,935.0,0.0,1002.0,1370.0,337.0,0.0,0.0,607.0,2530.0,2557.0,-27.0,0,0,0,0,1,1,83.7,24.0,83.84375,81.7875,85.9,4.112500000000008,4,0,11,83.84375
2025-11-28,4,395.0,393.0,843.0,0.0,669.0,1255.0,524.0,0.0,0.0,393.0,2431.0,2041.0,390.0,0,0,0,0,1,1,91.87,21.9,85.2025,72.965,97.44,24.474999999999998,4,0,11,85.2025
2025-11-28,5,0.0,801.0,688.0,0.0,932.0,627.0,75.0,0.0,0.0,806.0,1695.0,2234.0,-539.0,1,0,0,0,1,2,102.0,8.6,104.66625,88.7875,120.54500000000002,31.757500000000007,4,0,11,104.66625
2025-11-28,6,83.0,0.0,182.0,108.0,1045.0,108.0,0.0,169.0,0.0,281.0,1310.0,666.0,644.0,0,0,0,1,1,2,106.17,22.3,149.58125,124.1625,175.0,50.837500000000006,4,0,11,149.58125
2025-11-28,7,0.0,116.0,0.0,116.0,1992.0,0.0,,,0.0,116.0,1992.0,348.0,1644.0,1,1,0,0,1,3,141.63,21.0,137.1225,112.46000000000001,161.785,49.325,4,0,11,137.1225
2025-11-28,8,0.0,647.0,0.0,139.0,2414.0,139.0,0.0,263.0,0.0,647.0,2414.0,1835.0,579.0,1,1,0,1,1,4,141.68,5.8,96.3225,45.93,146.715,100.785,4,0,11,96.3225
2025-11-28,9,42.0,811.0,588.0,0.0,1557.0,0.0,242.0,177.0,0.0,811.0,2429.0,1799.0,630.0,0,0,0,0,1,1,127.99,77.8,98.91375,74.5825,123.245,48.66250000000001,4,0,11,98.91375
2025-11-28,10,43.0,672.0,982.0,0.0,1489.0,0.0,318.0,180.0,0.0,672.0,2832.0,1524.0,1308.0,0,0,0,0,1,1,110.0,125.8,87.5125,53.035,121.99000000000001,68.95500000000001,4,0,11,87.5125
2025-11-28,11,244.0,167.0,763.0,0.0,906.0,95.0,469.0,104.0,0.0,167.0,2382.0,533.0,1849.0,0,0,0,0,1,1,118.41,233.8,120.85125,57.5075,184.195,126.6875,4,0,11,120.85125
2025-11-28,12,164.0,176.0,549.0,294.0,1274.0,0.0,350.0,148.0,0.0,294.0,2337.0,912.0,1425.0,0,0,0,0,1,1,112.51,105.7,100.86125,45.832499999999996,155.89,110.0575,4,0,11,100.86125
2025-11-28,13,46.0,360.0,46.0,170.0,1050.0,34.0,474.0,0.0,0.0,360.0,1616.0,924.0,692.0,0,0,0,0,1,1,112.71,95.1,90.62125,38.0025,143.24,105.2375,4,0,11,90.62125
2025-11-28,14,0.0,513.0,0.0,151.0,813.0,27.0,464.0,0.0,0.0,513.0,1277.0,1204.0,73.0,1,1,0,0,1,3,122.44,139.6,122.95,61.2825,184.6175,123.33500000000001,4,0,11,122.95
