tradeday,hour,ceps_in,ceps_out,apg_in,apg_out,mavir_in,mavir_out,pse_in,pse_out,de_in,de_out,total_import_cap,total_export_cap,net_capacity,ceps_congested_in,apg_congested_in,mavir_congested_in,pse_congested_in,de_congested_in,congested_in_count,last_price,total_amount,idm_mid_price,idm_bid,idm_ask,idm_spread,dayofweek,is_weekend,month,idm_price
2025-12-08,4,185.0,325.0,650.0,0.0,892.0,189.0,109.0,66.0,0.0,745.0,1836.0,1325.0,511.0,0,0,0,0,1,1,62.91,76.8,58.1525,42.7375,73.5675,30.830000000000002,0,0,12,58.1525
2025-12-08,5,272.0,0.0,342.0,0.0,749.0,0.0,1.0,0.0,0.0,470.0,1364.0,470.0,894.0,0,0,0,0,1,1,69.11,23.3,90.67999999999999,60.51,120.85,60.34,0,0,12,90.67999999999999
2025-12-08,6,261.0,0.0,109.0,0.0,1109.0,168.0,,,0.0,320.0,1479.0,488.0,991.0,0,0,0,0,1,1,82.91,90.8,128.6125,74.9175,182.3075,107.39000000000001,0,0,12,128.6125
2025-12-08,7,283.0,48.0,77.0,324.0,558.0,324.0,74.0,209.0,0.0,486.0,992.0,1391.0,-399.0,0,0,0,0,1,1,117.7,12.4,123.1125,68.65,177.575,108.92500000000001,0,0,12,123.1125
2025-12-08,8,40.0,36.0,112.0,370.0,368.0,370.0,32.0,41.0,0.0,395.0,552.0,1212.0,-660.0,0,0,0,0,1,1,111.9,65.8,63.6575,20.92,106.39500000000001,85.475,0,0,12,63.6575
2025-12-08,9,432.0,151.0,184.0,503.0,414.0,503.0,0.0,422.0,0.0,775.0,1030.0,2354.0,-1324.0,0,0,0,1,1,2,97.0,124.3,94.76375,50.03,139.4975,89.4675,0,0,12,94.76375
2025-12-08,10,288.0,205.0,415.0,110.0,595.0,525.0,0.0,116.0,0.0,274.0,1298.0,1230.0,68.0,0,0,0,1,1,2,94.99,71.9,108.98625,52.879999999999995,165.0925,112.2125,0,0,12,108.98625
2025-12-08,11,384.0,342.0,316.0,39.0,635.0,497.0,0.0,292.0,0.0,435.0,1335.0,1605.0,-270.0,0,0,0,1,1,2,90.0,197.2,72.25375,25.5225,118.985,93.4625,0,0,12,72.25375
2025-12-08,12,24.0,258.0,506.0,0.0,904.0,383.0,0.0,142.0,0.0,325.0,1434.0,1108.0,326.0,0,0,0,1,1,2,77.17,243.5,127.97625,70.7325,185.22,114.4875,0,0,12,127.97625
2025-12-08,13,0.0,505.0,626.0,188.0,817.0,188.0,0.0,120.0,0.0,593.0,1443.0,1594.0,-151.0,1,0,0,1,1,3,86.81,205.9,83.19874999999999,40.904999999999994,125.4925,84.5875,0,0,12,83.19874999999999
2025-12-08,14,71.0,580.0,737.0,0.0,1514.0,0.0,67.0,299.0,60.0,584.0,2449.0,1463.0,986.0,0,0,0,0,0,0,90.66,89.3,109.54125,84.5275,134.555,50.0275,0,0,12,109.54125
2025-12-08,15,12.0,322.0,560.0,97.0,1398.0,97.0,136.0,0.0,0.0,419.0,2106.0,935.0,1171.0,0,0,0,0,1,1,115.0,31.5,135.50625,88.5375,182.475,93.9375,0,0,12,135.50625
2025-12-08,16,0.0,39.0,0.0,74.0,1275.0,74.0,0.0,90.0,0.0,203.0,1275.0,480.0,795.0,1,1,0,1,1,4,119.62,47.2,160.68375,140.8625,180.505,39.642500000000005,0,0,12,160.68375
2025-12-08,17,0.0,100.0,156.0,0.0,1522.0,0.0,0.0,438.0,0.0,538.0,1678.0,1076.0,602.0,1,0,0,1,1,3,125.0,39.6,116.85374999999999,97.3225,136.385,39.0625,0,0,12,116.85374999999999
2025-12-08,18,0.0,19.0,0.0,1.0,1712.0,0.0,0.0,19.0,0.0,19.0,1712.0,58.0,1654.0,1,1,0,1,1,4,127.51,326.8,131.31625,100.84,161.7925,60.9525,0,0,12,131.31625
2025-12-08,19,0.0,16.0,0.0,170.0,325.0,170.0,0.0,31.0,0.0,201.0,325.0,588.0,-263.0,1,1,0,1,1,4,125.0,51.1,148.6775,130.295,167.06,36.765000000000015,0,0,12,148.6775
2025-12-08,20,0.0,74.0,0.0,40.0,665.0,40.0,0.0,85.0,0.0,149.0,665.0,388.0,277.0,1,1,0,1,1,4,129.46,188.2,133.26875,120.8275,145.70999999999998,24.88249999999999,0,0,12,133.26875
2025-12-08,21,0.0,165.0,0.0,22.0,1965.0,0.0,0.0,88.0,0.0,519.0,1965.0,794.0,1171.0,1,1,0,1,1,4,106.0,53.6,87.735,66.715,108.755,42.04,0,0,12,87.735
2025-12-08,22,34.0,142.0,34.0,0.0,536.0,0.0,0.0,230.0,0.0,370.0,604.0,742.0,-138.0,0,0,0,1,1,2,96.44,137.1,56.136250000000004,23.0,89.27250000000001,66.27250000000001,0,0,12,56.136250000000004
2025-12-08,23,158.0,581.0,212.0,33.0,373.0,33.0,158.0,288.0,158.0,581.0,1059.0,1516.0,-457.0,0,0,0,0,0,0,86.88,119.8,70.49125000000001,19.080000000000002,121.9025,102.82249999999999,0,0,12,70.49125000000001
2025-12-09,0,315.0,362.0,452.0,318.0,452.0,318.0,295.0,0.0,172.0,531.0,1686.0,1529.0,157.0,0,0,0,0,0,0,79.62,66.9,94.09,67.49,120.69,53.2,1,0,12,94.09
2025-12-09,1,163.0,572.0,403.0,254.0,592.0,254.0,,,0.0,572.0,1158.0,1652.0,-494.0,0,0,0,0,1,1,83.5,0.9,91.555,40.2225,142.8875,102.66499999999999,1,0,12,91.555
2025-12-09,2,318.0,528.0,528.0,452.0,532.0,452.0,,,52.0,612.0,1430.0,2044.0,-614.0,0,0,0,0,0,0,83.5,0.9,123.0,64.27000000000001,181.73000000000002,117.46,1,0,12,123.0
2025-12-09,3,445.0,513.0,452.0,513.0,452.0,513.0,,,219.0,513.0,1568.0,2052.0,-484.0,0,0,0,0,0,0,78.64,35.6,141.47625,82.9625,199.99,117.0275,1,0,12,141.47625
2025-12-09,4,517.0,453.0,517.0,702.0,564.0,554.0,486.0,0.0,420.0,702.0,2504.0,2411.0,93.0,0,0,0,0,0,0,81.88,42.1,127.065,74.7375,179.39249999999998,104.655,1,0,12,127.065
2025-12-09,5,163.0,249.0,174.0,0.0,565.0,0.0,163.0,0.0,0.0,267.0,1065.0,516.0,549.0,0,0,0,0,1,1,94.5,74.8,128.95625,88.255,169.6575,81.4025,1,0,12,128.95625
2025-12-09,6,0.0,235.0,51.0,0.0,715.0,0.0,216.0,0.0,0.0,235.0,982.0,470.0,512.0,1,0,0,0,1,2,120.0,28.4,137.925,108.6575,167.1925,58.535000000000004,1,0,12,137.925
2025-12-09,7,0.0,382.0,140.0,0.0,219.0,99.0,0.0,1.0,0.0,382.0,359.0,864.0,-505.0,1,0,0,1,1,3,113.89,81.1,158.49375,119.865,197.1225,77.25750000000001,1,0,12,158.49375
2025-12-09,8,0.0,641.0,253.0,0.0,356.0,230.0,,,0.0,641.0,609.0,1512.0,-903.0,1,0,0,0,1,2,123.99,154.4,121.97125,73.555,170.3875,96.83250000000001,1,0,12,121.97125
2025-12-09,9,0.0,623.0,554.0,0.0,1130.0,421.0,0.0,3.0,0.0,623.0,1684.0,1670.0,14.0,1,0,0,1,1,3,124.89,121.8,144.63125,106.2575,183.005,76.7475,1,0,12,144.63125
2025-12-09,10,76.0,895.0,370.0,309.0,1561.0,309.0,98.0,97.0,0.0,1025.0,2105.0,2635.0,-530.0,0,0,0,0,1,1,128.84,87.3,149.78,119.1675,180.39249999999998,61.224999999999994,1,0,12,149.78
2025-12-09,11,22.0,1348.0,0.0,1144.0,1700.0,157.0,65.0,190.0,0.0,1505.0,1787.0,4344.0,-2557.0,0,1,0,0,1,2,118.4,61.1,109.42625,65.26,153.5925,88.3325,1,0,12,109.42625
2025-12-09,12,867.0,1050.0,665.0,1475.0,1682.0,1090.0,369.0,18.0,0.0,1475.0,3583.0,5108.0,-1525.0,0,0,0,0,1,1,118.29,240.9,103.37875,62.504999999999995,144.2525,81.7475,1,0,12,103.37875
2025-12-09,13,976.0,576.0,650.0,1036.0,1528.0,1036.0,182.0,0.0,0.0,1036.0,3336.0,3684.0,-348.0,0,0,0,0,1,1,112.0,174.2,92.7375,52.61,132.865,80.25500000000001,1,0,12,92.7375
2025-12-09,14,288.0,456.0,217.0,141.0,803.0,613.0,151.0,0.0,0.0,496.0,1459.0,1706.0,-247.0,0,0,0,0,1,1,130.43,198.7,179.51749999999998,154.4875,204.5475,50.06,1,0,12,179.51749999999998
2025-12-09,15,69.0,199.0,0.0,8.0,1428.0,0.0,0.0,651.0,0.0,684.0,1497.0,1542.0,-45.0,0,1,0,1,1,3,134.38,43.3,163.46375,142.9975,183.93,40.932500000000005,1,0,12,163.46375
2025-12-09,16,0.0,1.0,,,4540.0,47.0,0.0,64.0,0.0,64.0,4540.0,176.0,4364.0,1,0,0,1,1,3,179.95,218.4,192.24375,164.305,220.1825,55.8775,1,0,12,192.24375
2025-12-09,17,,,,,3134.0,11.0,0.0,8.0,0.0,8.0,3134.0,27.0,3107.0,0,0,0,1,1,2,150.0,227.0,179.435,143.79,215.07999999999998,71.28999999999999,1,0,12,179.435
2025-12-09,18,0.0,71.0,,,1938.0,49.0,0.0,37.0,0.0,71.0,1938.0,228.0,1710.0,1,0,0,1,1,3,150.0,293.6,174.515,144.77,204.26,59.489999999999995,1,0,12,174.515
2025-12-09,19,0.0,108.0,,,1434.0,0.0,0.0,16.0,0.0,108.0,1434.0,232.0,1202.0,1,0,0,1,1,3,162.48,150.7,135.00375,99.04249999999999,170.965,71.9225,1,0,12,135.00375
2025-12-09,20,0.0,119.0,0.0,35.0,844.0,171.0,0.0,30.0,0.0,119.0,844.0,474.0,370.0,1,1,0,1,1,4,130.0,134.5,142.89999999999998,109.97999999999999,175.82,65.84,1,0,12,142.89999999999998
2025-12-09,21,0.0,275.0,142.0,0.0,1660.0,0.0,68.0,0.0,0.0,275.0,1870.0,550.0,1320.0,1,0,0,0,1,2,103.0,157.3,86.42999999999999,44.3825,128.4775,84.095,1,0,12,86.42999999999999
2025-12-09,22,0.0,229.0,26.0,0.0,1840.0,110.0,564.0,0.0,0.0,229.0,2430.0,568.0,1862.0,1,0,0,0,1,2,110.05,107.1,108.92375,95.3625,122.485,27.1225,1,0,12,108.92375
2025-12-09,23,0.0,157.0,60.0,0.0,349.0,3.0,305.0,0.0,0.0,157.0,714.0,317.0,397.0,1,0,0,0,1,2,81.01,238.0,79.4,50.805,107.995,57.19,1,0,12,79.4
2025-12-10,0,0.0,499.0,270.0,0.0,1454.0,10.0,216.0,0.0,0.0,499.0,1940.0,1008.0,932.0,1,0,0,0,1,2,100.0,46.1,72.98375,45.9925,99.975,53.9825,2,0,12,72.98375
2025-12-10,1,0.0,597.0,205.0,0.0,2099.0,31.0,280.0,0.0,0.0,597.0,2584.0,1225.0,1359.0,1,0,0,0,1,2,72.0,58.3,56.36625,7.192499999999999,105.54,98.3475,2,0,12,56.36625
2025-12-10,2,0.0,417.0,151.0,0.0,1428.0,115.0,232.0,0.0,0.0,417.0,1811.0,949.0,862.0,1,0,0,0,1,2,75.0,1.5,68.13,-4.0275,140.2875,144.315,2,0,12,68.13
2025-12-10,3,0.0,547.0,284.0,0.0,1146.0,59.0,156.0,0.0,0.0,547.0,1586.0,1153.0,433.0,1,0,0,0,1,2,70.25,21.8,92.11,13.72,170.5,156.78,2,0,12,92.11
2025-12-10,4,0.0,280.0,165.0,0.0,1303.0,168.0,259.0,0.0,0.0,280.0,1727.0,728.0,999.0,1,0,0,0,1,2,71.0,31.2,106.585,40.545,172.625,132.08,2,0,12,106.585
2025-12-10,5,0.0,1.0,56.0,0.0,702.0,94.0,140.0,0.0,0.0,1.0,898.0,96.0,802.0,1,0,0,0,1,2,130.0,67.9,189.28625,62.862500000000004,315.71000000000004,252.84750000000003,2,0,12,189.28625
2025-12-10,6,184.0,72.0,277.0,0.0,819.0,0.0,5.0,224.0,0.0,224.0,1285.0,520.0,765.0,0,0,0,0,1,1,120.35,27.7,126.34375,77.395,175.29250000000002,97.89750000000001,2,0,12,126.34375
2025-12-10,7,0.0,264.0,262.0,0.0,1005.0,0.0,0.0,81.0,0.0,273.0,1267.0,618.0,649.0,1,0,0,1,1,3,148.0,21.2,168.08375,108.3125,227.85500000000002,119.5425,2,0,12,168.08375
2025-12-10,8,55.0,615.0,686.0,0.0,1022.0,0.0,0.0,329.0,0.0,685.0,1763.0,1629.0,134.0,0,0,0,1,1,2,120.0,104.7,115.14125,82.67,147.6125,64.9425,2,0,12,115.14125
2025-12-10,9,116.0,512.0,416.0,0.0,755.0,29.0,0.0,276.0,0.0,512.0,1287.0,1329.0,-42.0,0,0,0,1,1,2,180.0,103.2,130.19375,104.0125,156.375,52.3625,2,0,12,130.19375
2025-12-10,10,336.0,203.0,592.0,0.0,467.0,162.0,0.0,129.0,32.0,203.0,1427.0,697.0,730.0,0,0,0,1,0,1,111.98,137.0,102.8125,91.0475,114.5775,23.53,2,0,12,102.8125
2025-12-10,11,643.0,342.0,837.0,0.0,573.0,482.0,0.0,342.0,185.0,342.0,2238.0,1508.0,730.0,0,0,0,1,0,1,106.0,8.2,135.5375,114.86500000000001,156.21,41.345,2,0,12,135.5375
2025-12-10,12,462.0,370.0,757.0,0.0,604.0,290.0,0.0,248.0,196.0,370.0,2019.0,1278.0,741.0,0,0,0,1,0,1,118.5,193.1,129.42875,109.4425,149.415,39.9725,2,0,12,129.42875
2025-12-10,13,8.0,572.0,282.0,0.0,641.0,69.0,0.0,104.0,1.0,572.0,932.0,1317.0,-385.0,0,0,0,1,0,1,117.6,214.2,146.25625,113.145,179.3675,66.2225,2,0,12,146.25625
2025-12-10,14,19.0,447.0,180.0,31.0,743.0,31.0,215.0,107.0,0.0,447.0,1157.0,1063.0,94.0,0,0,0,0,1,1,129.89,125.8,144.02625,110.565,177.4875,66.9225,2,0,12,144.02625
2025-12-10,15,0.0,207.0,445.0,0.0,1519.0,0.0,0.0,221.0,0.0,236.0,1964.0,664.0,1300.0,1,0,0,1,1,3,126.27,103.9,145.5175,111.20750000000001,179.8275,68.61999999999999,2,0,12,145.5175
2025-12-10,16,12.0,0.0,12.0,0.0,2246.0,0.0,0.0,287.0,0.0,287.0,2270.0,574.0,1696.0,0,0,0,1,1,2,121.0,145.4,154.1225,120.865,187.38,66.51500000000001,2,0,12,154.1225
2025-12-10,17,0.0,491.0,2.0,0.0,1252.0,0.0,0.0,544.0,0.0,676.0,1254.0,1711.0,-457.0,1,0,0,1,1,3,138.9,17.1,122.16375000000001,92.1,152.22750000000002,60.12750000000001,2,0,12,122.16375000000001
2025-12-10,18,0.0,436.0,4.0,0.0,1425.0,0.0,0.0,610.0,0.0,843.0,1429.0,1889.0,-460.0,1,0,0,1,1,3,133.5,19.1,100.43625,51.43,149.4425,98.0125,2,0,12,100.43625
2025-12-10,19,0.0,316.0,7.0,0.0,992.0,0.0,0.0,99.0,0.0,316.0,999.0,731.0,268.0,1,0,0,1,1,3,129.0,39.3,156.37125,89.315,223.4275,134.1125,2,0,12,156.37125
2025-12-10,20,164.0,282.0,43.0,0.0,1045.0,0.0,0.0,392.0,0.0,471.0,1252.0,1145.0,107.0,0,0,0,1,1,2,134.5,49.7,218.5625,41.19,395.935,354.745,2,0,12,218.5625
2025-12-10,21,420.0,328.0,118.0,0.0,1372.0,0.0,226.0,32.0,0.0,493.0,2136.0,853.0,1283.0,0,0,0,0,1,1,134.51,13.5,74.28,5.2675,143.2925,138.025,2,0,12,74.28
2025-12-10,22,136.0,356.0,136.0,0.0,1015.0,0.0,457.0,0.0,0.0,356.0,1744.0,712.0,1032.0,0,0,0,0,1,1,95.0,49.9,86.6275,50.6325,122.6225,71.99000000000001,2,0,12,86.6275
2025-12-10,23,427.0,378.0,427.0,0.0,1539.0,0.0,533.0,0.0,0.0,378.0,2926.0,756.0,2170.0,0,0,0,0,1,1,102.43,77.4,126.2825,108.0475,144.51749999999998,36.47,2,0,12,126.2825
2025-12-11,0,581.0,428.0,477.0,0.0,1527.0,0.0,428.0,0.0,0.0,605.0,3013.0,1033.0,1980.0,0,0,0,0,1,1,87.49,31.0,118.6125,56.900000000000006,180.325,123.425,3,0,12,118.6125
2025-12-11,1,462.0,324.0,567.0,0.0,2136.0,0.0,163.0,0.0,0.0,789.0,3328.0,1113.0,2215.0,0,0,0,0,1,1,76.99,34.3,91.85125,55.005,128.6975,73.6925,3,0,12,91.85125
2025-12-11,2,400.0,330.0,304.0,0.0,1385.0,0.0,29.0,0.0,0.0,884.0,2118.0,1214.0,904.0,0,0,0,0,1,1,70.01,38.8,88.96625,1.0,176.9325,175.9325,3,0,12,88.96625
2025-12-11,3,477.0,320.0,346.0,0.0,1543.0,0.0,78.0,0.0,0.0,758.0,2444.0,1078.0,1366.0,0,0,0,0,1,1,92.0,128.3,51.3975,30.307499999999997,72.4875,42.18000000000001,3,0,12,51.3975
2025-12-11,4,461.0,493.0,345.0,0.0,1527.0,0.0,297.0,0.0,0.0,809.0,2630.0,1302.0,1328.0,0,0,0,0,1,1,81.95,35.5,90.435,31.7825,149.0875,117.305,3,0,12,90.435
2025-12-11,5,533.0,567.0,257.0,0.0,1165.0,0.0,517.0,0.0,0.0,599.0,2472.0,1166.0,1306.0,0,0,0,0,1,1,68.0,33.1,92.83625,38.6525,147.02,108.3675,3,0,12,92.83625
2025-12-11,6,81.0,0.0,129.0,0.0,1152.0,0.0,55.0,0.0,0.0,236.0,1417.0,236.0,1181.0,0,0,0,0,1,1,111.84,77.3,170.71,78.135,263.28499999999997,185.14999999999998,3,0,12,170.71
2025-12-11,7,0.0,130.0,374.0,0.0,658.0,0.0,72.0,0.0,0.0,130.0,1104.0,260.0,844.0,1,0,0,0,1,2,111.0,51.0,205.28625,101.05,309.52250000000004,208.47250000000003,3,0,12,205.28625
2025-12-11,8,0.0,225.0,692.0,0.0,1098.0,0.0,68.0,0.0,0.0,225.0,1858.0,450.0,1408.0,1,0,0,0,1,2,116.69,96.7,196.2025,116.00750000000001,276.3975,160.39,3,0,12,196.2025
2025-12-11,9,9.0,18.0,767.0,0.0,1323.0,304.0,0.0,41.0,0.0,59.0,2099.0,422.0,1677.0,0,0,0,1,1,2,122.82,61.0,130.43125,107.7675,153.095,45.3275,3,0,12,130.43125
2025-12-11,10,20.0,64.0,1063.0,0.0,769.0,274.0,0.0,148.0,0.0,213.0,1852.0,699.0,1153.0,0,0,0,1,1,2,121.0,222.5,130.395,99.1325,161.6575,62.525000000000006,3,0,12,130.395
2025-12-11,11,504.0,463.0,1100.0,0.0,1806.0,513.0,286.0,224.0,0.0,931.0,3696.0,2131.0,1565.0,0,0,0,0,1,1,83.0,285.2,90.145,71.13,109.16,38.03,3,0,12,90.145
2025-12-11,12,439.0,680.0,1006.0,0.0,3373.0,484.0,350.0,354.0,0.0,1141.0,5168.0,2659.0,2509.0,0,0,0,0,1,1,60.0,305.7,75.62625,52.519999999999996,98.7325,46.212500000000006,3,0,12,75.62625
2025-12-11,13,389.0,541.0,912.0,0.0,2132.0,71.0,223.0,647.0,0.0,1082.0,3656.0,2341.0,1315.0,0,0,0,0,1,1,116.02,347.7,97.5875,61.265,133.91,72.64500000000001,3,0,12,97.5875
2025-12-11,14,284.0,601.0,432.0,0.0,1763.0,0.0,284.0,518.0,0.0,828.0,2763.0,1947.0,816.0,0,0,0,0,1,1,149.0,101.1,116.1425,90.9425,141.3425,50.400000000000006,3,0,12,116.1425
2025-12-11,15,29.0,165.0,29.0,0.0,806.0,0.0,155.0,0.0,0.0,165.0,1019.0,330.0,689.0,0,0,0,0,1,1,119.94,220.8,88.2825,44.6475,131.91750000000002,87.27,3,0,12,88.2825
2025-12-11,16,105.0,118.0,105.0,0.0,538.0,0.0,0.0,3.0,0.0,118.0,748.0,239.0,509.0,0,0,0,1,1,2,123.9,135.1,129.84375,94.7,164.9875,70.2875,3,0,12,129.84375
2025-12-11,17,172.0,57.0,60.0,40.0,89.0,6.0,0.0,60.0,0.0,117.0,321.0,280.0,41.0,0,0,0,1,1,2,126.05,149.4,136.99375,85.255,188.7325,103.47749999999999,3,0,12,136.99375
2025-12-11,18,77.0,0.0,59.0,0.0,221.0,0.0,0.0,25.0,0.0,25.0,357.0,50.0,307.0,0,0,0,1,1,2,134.99,198.1,138.00125,112.2675,163.735,51.4675,3,0,12,138.00125
2025-12-11,19,135.0,0.0,135.0,0.0,430.0,0.0,,,,,700.0,0.0,700.0,0,0,0,0,0,0,111.0,201.4,129.7475,102.015,157.48,55.46499999999999,3,0,12,129.7475
2025-12-11,20,51.0,267.0,267.0,0.0,369.0,0.0,121.0,83.0,0.0,267.0,808.0,617.0,191.0,0,0,0,0,1,1,104.0,50.5,113.12625,85.0175,141.23499999999999,56.217499999999994,3,0,12,113.12625
2025-12-11,21,194.0,270.0,237.0,0.0,496.0,0.0,194.0,0.0,0.0,274.0,1121.0,544.0,577.0,0,0,0,0,1,1,80.01,62.9,89.30125,41.1225,137.48,96.3575,3,0,12,89.30125
2025-12-11,22,203.0,156.0,153.0,0.0,485.0,0.0,149.0,0.0,0.0,194.0,990.0,350.0,640.0,0,0,0,0,1,1,80.02,74.5,102.7475,61.760000000000005,143.735,81.975,3,0,12,102.7475
2025-12-11,23,100.0,84.0,163.0,0.0,406.0,0.0,31.0,0.0,0.0,122.0,700.0,206.0,494.0,0,0,0,0,1,1,90.04,80.8,108.7525,76.775,140.73,63.955,3,0,12,108.7525
2025-12-12,0,195.0,316.0,380.0,0.0,775.0,0.0,157.0,0.0,155.0,430.0,1662.0,746.0,916.0,0,0,0,0,0,0,89.0,24.7,107.1725,77.5125,136.83249999999998,59.31999999999999,4,0,12,107.1725
2025-12-12,1,82.0,220.0,657.0,0.0,782.0,0.0,7.0,0.0,7.0,301.0,1535.0,521.0,1014.0,0,0,0,0,0,0,91.0,30.6,82.40125,1.0,163.8025,162.8025,4,0,12,82.40125
2025-12-12,2,42.0,208.0,548.0,0.0,614.0,0.0,,,0.0,329.0,1204.0,537.0,667.0,0,0,0,0,1,1,92.84,38.1,95.83125,1.0,190.6625,189.6625,4,0,12,95.83125
2025-12-12,3,118.0,195.0,830.0,69.0,830.0,69.0,1.0,0.0,0.0,372.0,1779.0,705.0,1074.0,0,0,0,0,1,1,92.0,49.9,72.1375,1.0,143.275,142.275,4,0,12,72.1375
2025-12-12,4,390.0,294.0,1105.0,199.0,923.0,199.0,321.0,0.0,335.0,294.0,3074.0,986.0,2088.0,0,0,0,0,0,0,92.99,45.0,122.0,10.0,234.0,224.0,4,0,12,122.0
2025-12-12,5,585.0,187.0,740.0,187.0,578.0,316.0,357.0,0.0,358.0,187.0,2618.0,877.0,1741.0,0,0,0,0,0,0,95.71,36.5,77.055,15.0,139.11,124.11,4,0,12,77.055
2025-12-12,6,542.0,192.0,288.0,235.0,507.0,235.0,153.0,256.0,0.0,334.0,1490.0,1252.0,238.0,0,0,0,0,1,1,127.0,51.3,143.3575,61.7175,224.9975,163.28,4,0,12,143.3575
2025-12-12,7,809.0,5.0,204.0,350.0,561.0,350.0,312.0,321.0,155.0,510.0,2041.0,1536.0,505.0,0,0,0,0,0,0,129.21,32.9,91.63625,24.78,158.4925,133.71249999999998,4,0,12,91.63625
2025-12-12,8,796.0,749.0,562.0,468.0,995.0,450.0,0.0,237.0,0.0,749.0,2353.0,2653.0,-300.0,0,0,0,1,1,2,139.99,110.7,148.8725,77.5075,220.2375,142.73000000000002,4,0,12,148.8725
2025-12-12,9,54.0,527.0,73.0,49.0,157.0,352.0,0.0,9.0,0.0,527.0,284.0,1464.0,-1180.0,0,0,0,1,1,2,126.46,104.1,104.72125,57.585,151.85750000000002,94.27250000000001,4,0,12,104.72125
2025-12-12,10,868.0,726.0,1266.0,269.0,1013.0,565.0,0.0,622.0,282.0,726.0,3429.0,2908.0,521.0,0,0,0,1,0,1,124.0,125.0,96.64125,59.2675,134.015,74.7475,4,0,12,96.64125
2025-12-12,11,975.0,1009.0,851.0,824.0,851.0,824.0,0.0,470.0,0.0,1092.0,2677.0,4219.0,-1542.0,0,0,0,1,1,2,110.67,25.2,208.37875,67.52,349.2375,281.71750000000003,4,0,12,208.37875
2025-12-12,12,325.0,427.0,913.0,523.0,716.0,224.0,0.0,653.0,21.0,255.5,1975.0,2082.5,-107.5,0,0,0,1,0,1,105.59,156.6,116.23875,77.13,155.3475,78.2175,4,0,12,116.23875
2025-12-12,13,409.0,1134.0,601.0,303.0,1111.0,370.0,0.0,326.0,0.0,1134.0,2121.0,3267.0,-1146.0,0,0,0,1,1,2,129.96,151.8,97.53625,45.504999999999995,149.5675,104.0625,4,0,12,97.53625
2025-12-12,14,239.0,1038.0,396.0,7.0,813.0,7.0,0.0,189.0,0.0,1038.0,1448.0,2279.0,-831.0,0,0,0,1,1,2,86.0,193.0,96.68,58.75,134.61,75.86,4,0,12,96.68
2025-12-12,15,293.0,389.0,293.0,83.0,1236.0,156.0,0.0,379.0,183.0,430.0,2005.0,1437.0,568.0,0,0,0,1,0,1,137.0,145.4,80.5925,28.7675,132.4175,103.64999999999999,4,0,12,80.5925
2025-12-12,16,117.0,922.0,117.0,641.0,593.0,170.0,112.0,0.0,0.0,922.0,939.0,2655.0,-1716.0,0,0,0,0,1,1,138.75,112.4,114.63125,76.52000000000001,152.7425,76.2225,4,0,12,114.63125
2025-12-12,17,477.0,1314.0,477.0,398.0,731.0,398.0,0.0,161.0,35.0,1314.0,1720.0,3585.0,-1865.0,0,0,0,1,0,1,139.05,118.6,102.49875,62.5175,142.48000000000002,79.9625,4,0,12,102.49875
2025-12-12,18,367.0,593.0,416.0,102.0,298.0,263.0,0.0,68.0,303.0,593.0,1384.0,1619.0,-235.0,0,0,0,1,0,1,125.0,157.2,78.48625,23.2525,133.72,110.4675,4,0,12,78.48625
2025-12-12,19,344.0,168.0,243.0,83.0,672.0,275.0,0.0,7.0,0.0,168.0,1259.0,701.0,558.0,0,0,0,1,1,2,130.96,145.4,59.44625,1.0,117.8925,116.8925,4,0,12,59.44625
2025-12-12,20,541.0,549.0,396.0,517.0,896.0,632.0,0.0,105.0,0.0,667.0,1833.0,2470.0,-637.0,0,0,0,1,1,2,130.32,147.9,183.35875,33.2525,333.46500000000003,300.2125,4,0,12,183.35875
2025-12-12,21,543.0,619.0,543.0,707.0,543.0,707.0,387.0,0.0,229.0,707.0,2245.0,2740.0,-495.0,0,0,0,0,0,0,114.76,169.9,83.5675,53.7875,113.3475,59.56,4,0,12,83.5675
2025-12-12,22,293.0,169.0,269.0,169.0,0.0,532.0,851.0,0.0,229.0,169.0,1642.0,1039.0,603.0,0,0,1,0,0,1,114.5,105.7,231.39499999999998,56.2575,406.5325,350.275,4,0,12,231.39499999999998
2025-12-12,23,216.0,535.0,508.0,275.0,530.0,275.0,1025.0,0.0,0.0,677.0,2279.0,1762.0,517.0,0,0,0,0,1,1,92.0,106.0,123.64875,23.3475,223.95,200.60250000000002,4,0,12,123.64875
2025-12-13,0,295.0,498.0,716.0,0.0,1099.0,159.0,564.0,296.0,0.0,531.0,2674.0,1484.0,1190.0,0,0,0,0,1,1,110.0,31.5,114.0175,26.0375,201.9975,175.95999999999998,5,1,12,114.0175
2025-12-13,1,288.0,480.0,616.0,95.0,898.0,447.0,613.0,186.0,0.0,480.0,2415.0,1688.0,727.0,0,0,0,0,1,1,99.69,74.4,118.3625,1.0,235.725,234.725,5,1,12,118.3625
2025-12-13,2,371.0,325.0,746.0,31.0,764.0,602.0,747.0,59.0,4.0,325.0,2632.0,1342.0,1290.0,0,0,0,0,0,0,89.8,36.9,175.5,17.5,333.5,316.0,5,1,12,175.5
2025-12-13,3,772.0,97.0,954.0,97.0,694.0,870.0,964.0,97.0,244.0,97.0,3628.0,1258.0,2370.0,0,0,0,0,0,0,86.7,57.2,163.71,12.5,314.92,302.42,5,1,12,163.71
