Delivery day;Period number;Period;Buy Orders (MW);Sell Orders (MW);Buy trades (MW);Sell trades (MW);Traded Quantity Difference (MW);Weighted average price of all trades (EUR/MWh);Total Traded Quantity (MW)
2025-01-01;53;13:00 - 13:15;19.1;1.0;9.1;1.0;8.1;21.08;10.1
2025-01-01;54;13:15 - 13:30;8.3;6.0;2.3;6.0;-3.7;23.24;8.3
2025-01-01;55;13:30 - 13:45;38.6;41.1;32.5;41.1;-8.6;62.63;73.6
2025-01-01;56;13:45 - 14:00;32.4;13.4;24.4;13.4;11.0;33.38;37.8
2025-01-01;57;14:00 - 14:15;23.6;7.6;23.6;7.6;16.0;65.95;31.2
2025-01-01;58;14:15 - 14:30;3.9;1.9;3.9;1.9;2.0;72.83;5.8
2025-01-01;59;14:30 - 14:45;9.6;9.6;9.6;9.6;0.0;64.68;19.2
2025-01-01;60;14:45 - 15:00;33.9;13.9;23.9;13.9;10.0;79.76;37.8
2025-01-01;61;15:00 - 15:15;1.0;6.6;1.0;6.6;-5.6;98.61;7.6
2025-01-01;62;15:15 - 15:30;1.0;6.3;1.0;6.3;-5.3;97.92;7.3
2025-01-01;63;15:30 - 15:45;2.1;16.6;2.1;12.0;-9.9;188.35;14.1
2025-01-01;64;15:45 - 16:00;8.1;0.6;4.0;0.6;3.4;161.82;4.6
2025-01-01;65;16:00 - 16:15;11.0;30.7;11.0;30.7;-19.7;75.89;41.7
2025-01-01;66;16:15 - 16:30;37.5;6.5;22.6;6.5;16.1;114.98;29.1
2025-01-01;67;16:30 - 16:45;13.6;0.4;0.0;0.4;-0.4;213.02;0.4
2025-01-01;68;16:45 - 17:00;31.6;0.4;5.0;0.4;4.6;251.44;5.4
2025-01-01;69;17:00 - 17:15;13.5;23.1;13.5;6.7;6.8;91.65;20.2
2025-01-01;70;17:15 - 17:30;7.8;6.4;5.7;6.2;-0.5;149.78;11.9
2025-01-01;71;17:30 - 17:45;5.1;5.6;3.0;3.4;-0.4;125.37;6.4
2025-01-01;72;17:45 - 18:00;7.4;6.4;6.0;6.2;-0.2;138.53;12.2
