Delivery day;Period number;Period;Buy Orders (MW);Sell Orders (MW);Buy trades (MW);Sell trades (MW);Traded Quantity Difference (MW);Weighted average price of all trades (EUR/MWh);Total Traded Quantity (MW)
2025-02-13;58;14:15 - 14:30;112.6;28.3;70.0;6.3;63.7;199.71;76.3
2025-02-13;59;14:30 - 14:45;1,449.7;5,439.0;23.0;1.0;22.0;228.15;24.0
2025-02-13;60;14:45 - 15:00;391.1;109.1;30.9;6.1;24.8;269.10;37.0
2025-02-13;61;15:00 - 15:15;46.4;26.3;16.0;16.3;-0.3;204.40;32.3
2025-02-13;62;15:15 - 15:30;40.8;19.0;16.0;9.0;7.0;202.08;25.0
2025-02-13;63;15:30 - 15:45;892.0;4,504.6;5.0;17.7;-12.7;312.61;22.7
2025-02-13;64;15:45 - 16:00;444.0;6,617.0;21.0;85.0;-64.0;350.84;106.0
2025-02-13;65;16:00 - 16:15;122.3;795.5;2.9;36.6;-33.7;231.39;39.5
2025-02-13;66;16:15 - 16:30;1,780.0;30.1;2.0;18.1;-16.1;277.56;20.1
2025-02-13;67;16:30 - 16:45;2,647.5;1,923.4;43.9;206.1;-162.2;318.21;250.0
2025-02-13;68;16:45 - 17:00;773.4;1,847.6;53.6;196.0;-142.4;412.58;249.6
2025-02-13;69;17:00 - 17:15;651.3;1,037.3;50.5;85.7;-35.2;179.08;136.2
2025-02-13;70;17:15 - 17:30;1,176.8;2,542.2;3.8;7.8;-4.0;264.17;11.6
2025-02-13;71;17:30 - 17:45;963.2;1,248.0;8.0;12.0;-4.0;278.24;20.0
2025-02-13;72;17:45 - 18:00;237.0;269.2;77.0;154.0;-77.0;221.90;231.0
2025-02-13;73;18:00 - 18:15;155.1;87.3;4.1;14.3;-10.2;225.67;18.4
2025-02-13;74;18:15 - 18:30;152.9;236.6;6.9;23.6;-16.7;220.97;30.5
2025-02-13;75;18:30 - 18:45;294.0;1,305.1;15.0;46.1;-31.1;204.70;61.1
2025-02-13;76;18:45 - 19:00;103.8;464.5;15.4;44.9;-29.5;200.64;60.3
2025-02-13;77;19:00 - 19:15;144.4;182.3;51.0;67.3;-16.3;237.12;118.3
2025-02-13;78;19:15 - 19:30;167.4;78.6;33.4;57.4;-24.0;225.21;90.8
2025-02-13;79;19:30 - 19:45;173.5;162.0;13.5;45.0;-31.5;193.70;58.5
2025-02-13;80;19:45 - 20:00;172.4;300.4;140.3;63.7;76.6;197.61;204.0
2025-02-13;81;20:00 - 20:15;9,231.3;163.0;79.2;124.4;-45.2;242.35;203.6
2025-02-13;82;20:15 - 20:30;738.1;12.4;5.4;4.4;1.0;227.41;9.8
2025-02-13;83;20:30 - 20:45;15,136.0;28.6;0.0;28.6;-28.6;161.72;28.6
2025-02-13;84;20:45 - 21:00;1,975.4;239.7;22.9;80.7;-57.8;157.79;103.6
2025-02-13;85;21:00 - 21:15;2,561.4;0.0;17.0;0.0;17.0;214.31;17.0
2025-02-13;86;21:15 - 21:30;9,360.3;32.9;12.4;14.3;-1.9;177.05;26.7
2025-02-13;87;21:30 - 21:45;5,380.0;25.3;14.0;15.3;-1.3;157.01;29.3
2025-02-13;88;21:45 - 22:00;484.0;487.0;10.1;72.6;-62.5;133.81;82.7
2025-02-13;89;22:00 - 22:15;3,172.6;25.5;48.8;25.5;23.3;291.60;74.3
2025-02-13;90;22:15 - 22:30;3,569.2;34.5;26.6;3.4;23.2;174.81;30.0
2025-02-13;91;22:30 - 22:45;10.0;66.8;3.0;41.8;-38.8;132.53;44.8
2025-02-13;92;22:45 - 23:00;5.0;79.6;0.0;68.6;-68.6;104.07;68.6
2025-02-13;93;23:00 - 23:15;48.1;46.2;26.1;16.2;9.9;161.02;42.3
2025-02-13;94;23:15 - 23:30;11.6;26.3;7.6;22.3;-14.7;138.93;29.9
2025-02-13;95;23:30 - 23:45;16.0;25.1;12.6;18.2;-5.6;134.66;30.8
2025-02-13;96;23:45 - 00:00;55.5;37.8;26.4;33.8;-7.4;131.45;60.2
2025-02-14;1;00:00 - 00:15;45.1;43.0;41.1;11.2;29.9;172.79;52.3
2025-02-14;2;00:15 - 00:30;7.2;4.0;3.2;0.0;3.2;161.85;3.2
2025-02-14;3;00:30 - 00:45;10.1;35.0;0.1;15.0;-14.9;129.94;15.1
2025-02-14;4;00:45 - 01:00;13.5;74.4;3.5;57.8;-54.3;115.98;61.3
2025-02-14;5;01:00 - 01:15;46.4;10.0;18.5;0.0;18.5;168.36;18.5
2025-02-14;6;01:15 - 01:30;12.3;10.0;2.3;0.0;2.3;184.74;2.3
2025-02-14;7;01:30 - 01:45;4.0;11.6;0.0;7.6;-7.6;129.44;7.6
2025-02-14;8;01:45 - 02:00;4.0;43.5;0.0;42.5;-42.5;98.96;42.5
2025-02-14;9;02:00 - 02:15;6.3;5.0;2.3;1.0;1.3;165.88;3.3
2025-02-14;10;02:15 - 02:30;4.1;10.4;0.1;6.4;-6.3;132.51;6.5
2025-02-14;11;02:30 - 02:45;4.5;10.8;0.5;6.8;-6.3;127.46;7.3
2025-02-14;12;02:45 - 03:00;4.0;12.0;0.0;8.0;-8.0;125.31;8.0
2025-02-14;13;03:00 - 03:15;4.0;4.0;3.0;3.0;0.0;118.00;6.0
2025-02-14;14;03:15 - 03:30;6.7;6.7;2.7;2.7;0.0;118.00;5.4
2025-02-14;15;03:30 - 03:45;8.6;6.0;0.6;0.0;0.6;138.00;0.6
2025-02-14;16;03:45 - 04:00;45.2;32.1;19.6;20.1;-0.5;136.33;39.7
2025-02-14;17;04:00 - 04:15;4.0;32.0;0.0;28.0;-28.0;103.78;28.0
2025-02-14;18;04:15 - 04:30;5.0;25.1;1.0;21.1;-20.1;119.11;22.1
2025-02-14;19;04:30 - 04:45;10.3;20.0;6.3;16.0;-9.7;136.27;22.3
2025-02-14;20;04:45 - 05:00;46.2;170.0;42.2;166.0;-123.8;145.27;208.2
2025-02-14;21;05:00 - 05:15;72.0;115.3;68.0;111.3;-43.3;106.91;179.3
2025-02-14;22;05:15 - 05:30;22.0;26.8;18.0;22.8;-4.8;129.81;40.8
2025-02-14;23;05:30 - 05:45;26.2;4.0;18.6;0.0;18.6;158.77;18.6
2025-02-14;24;05:45 - 06:00;75.6;4.0;48.5;0.0;48.5;163.18;48.5
2025-02-14;25;06:00 - 06:15;20.0;144.1;10.0;99.4;-89.4;104.14;109.4
2025-02-14;26;06:15 - 06:30;4.0;44.3;0.0;29.2;-29.2;139.73;29.2
2025-02-14;27;06:30 - 06:45;38.0;18.0;37.0;6.0;31.0;192.27;43.0
2025-02-14;28;06:45 - 07:00;108.0;10.0;78.9;0.0;78.9;211.26;78.9
2025-02-14;29;07:00 - 07:15;13.0;37.2;3.0;25.5;-22.5;181.97;28.5
2025-02-14;30;07:15 - 07:30;16.0;11.4;12.0;7.4;4.6;221.26;19.4
2025-02-14;31;07:30 - 07:45;6.1;32.3;2.1;28.3;-26.2;194.78;30.4
2025-02-14;32;07:45 - 08:00;7.9;27.5;3.8;17.0;-13.2;214.60;20.8
2025-02-14;33;08:00 - 08:15;18.2;77.8;9.2;49.8;-40.6;255.14;59.0
2025-02-14;34;08:15 - 08:30;12.3;282.3;2.3;45.3;-43.0;241.09;47.6
2025-02-14;35;08:30 - 08:45;44.7;671.7;30.7;22.5;8.2;248.39;53.2
2025-02-14;36;08:45 - 09:00;88.1;242.9;65.0;46.6;18.4;204.81;111.6
2025-02-14;37;09:00 - 09:15;91.9;24.2;81.9;14.2;67.7;242.83;96.1
2025-02-14;38;09:15 - 09:30;44.7;34.7;26.7;19.7;7.0;217.39;46.4
2025-02-14;39;09:30 - 09:45;28.0;106.9;8.6;48.8;-40.2;188.49;57.4
2025-02-14;40;09:45 - 10:00;24.0;134.6;10.0;76.6;-66.6;174.39;86.6
2025-02-14;41;10:00 - 10:15;32.1;52.9;25.1;28.9;-3.8;139.90;54.0
2025-02-14;42;10:15 - 10:30;45.7;128.5;23.7;62.3;-38.6;170.16;86.0
2025-02-14;43;10:30 - 10:45;70.0;200.1;27.0;37.1;-10.1;174.81;64.1
2025-02-14;44;10:45 - 11:00;179.0;164.0;153.0;51.9;101.1;170.19;204.9
2025-02-14;45;11:00 - 11:15;80.3;163.1;27.8;153.1;-125.3;158.08;180.9
2025-02-14;46;11:15 - 11:30;44.6;26.2;10.6;12.2;-1.6;167.22;22.8
2025-02-14;47;11:30 - 11:45;101.5;115.6;91.5;34.0;57.5;170.10;125.5
2025-02-14;48;11:45 - 12:00;136.4;72.7;122.4;52.7;69.7;163.78;175.1
2025-02-14;49;12:00 - 12:15;23.6;22.2;9.8;7.7;2.1;158.62;17.5
2025-02-14;50;12:15 - 12:30;49.7;37.0;9.6;5.0;4.6;154.70;14.6
2025-02-14;51;12:30 - 12:45;32.7;57.4;2.7;35.4;-32.7;166.18;38.1
2025-02-14;52;12:45 - 13:00;112.0;72.4;31.8;57.4;-25.6;161.59;89.2
2025-02-14;53;13:00 - 13:15;50.2;23.9;13.6;5.9;7.7;155.13;19.5
2025-02-14;54;13:15 - 13:30;38.8;42.7;13.4;23.7;-10.3;164.06;37.1
2025-02-14;55;13:30 - 13:45;34.4;47.2;19.2;33.2;-14.0;149.88;52.4
2025-02-14;56;13:45 - 14:00;42.4;43.2;33.4;33.2;0.2;150.56;66.6
2025-02-14;57;14:00 - 14:15;32.7;36.5;2.7;13.5;-10.8;156.88;16.2
2025-02-14;58;14:15 - 14:30;47.5;30.8;0.5;4.8;-4.3;153.29;5.3
2025-02-14;59;14:30 - 14:45;26.2;45.4;8.2;17.4;-9.2;167.56;25.6
2025-02-14;60;14:45 - 15:00;35.0;39.1;17.0;28.7;-11.7;176.65;45.7
2025-02-14;61;15:00 - 15:15;200.6;137.5;135.7;101.5;34.2;173.10;237.2
2025-02-14;62;15:15 - 15:30;99.1;50.1;84.1;26.1;58.0;181.78;110.2
2025-02-14;63;15:30 - 15:45;30.1;21.9;4.5;5.0;-0.5;196.92;9.5
2025-02-14;64;15:45 - 16:00;212.7;559.6;197.7;385.6;-187.9;173.91;583.3
2025-02-14;65;16:00 - 16:15;73.1;94.8;33.1;55.8;-22.7;165.09;88.9
2025-02-14;66;16:15 - 16:30;20.3;28.7;10.3;15.7;-5.4;181.57;26.0
2025-02-14;67;16:30 - 16:45;51.5;60.0;34.0;15.5;18.5;230.61;49.5
2025-02-14;68;16:45 - 17:00;301.8;67.4;58.6;11.2;47.4;235.19;69.8
2025-02-14;69;17:00 - 17:15;72.0;68.7;14.4;29.1;-14.7;229.79;43.5
2025-02-14;70;17:15 - 17:30;219.2;36.3;5.2;10.3;-5.1;236.18;15.5
2025-02-14;71;17:30 - 17:45;40.4;64.4;5.4;34.0;-28.6;278.47;39.4
2025-02-14;72;17:45 - 18:00;417.2;425.1;14.5;48.0;-33.5;318.45;62.5
2025-02-14;73;18:00 - 18:15;80.8;47.8;12.8;38.8;-26.0;266.69;51.6
2025-02-14;74;18:15 - 18:30;77.2;2,558.5;3.2;38.5;-35.3;243.04;41.7
2025-02-14;75;18:30 - 18:45;173.6;6,099.5;4.6;4.5;0.1;307.65;9.1
2025-02-14;76;18:45 - 19:00;399.6;6,695.1;17.6;28.7;-11.1;223.38;46.3
2025-02-14;77;19:00 - 19:15;40.7;44.3;21.7;29.3;-7.6;243.18;51.0
2025-02-14;78;19:15 - 19:30;21.1;394.9;2.1;25.4;-23.3;196.19;27.5
2025-02-14;79;19:30 - 19:45;18.1;326.3;0.1;26.3;-26.2;181.82;26.4
2025-02-14;80;19:45 - 20:00;268.9;639.9;24.0;76.3;-52.3;167.99;100.3
2025-02-14;81;20:00 - 20:15;157.8;28.0;82.8;13.0;69.8;218.13;95.8
2025-02-14;82;20:15 - 20:30;2,126.0;2,065.3;41.0;13.3;27.7;204.53;54.3
2025-02-14;83;20:30 - 20:45;90.1;448.0;0.1;40.0;-39.9;164.13;40.1
2025-02-14;84;20:45 - 21:00;39.0;400.5;9.0;89.9;-80.9;156.79;98.9
2025-02-14;85;21:00 - 21:15;129.0;19.1;38.9;9.0;29.9;188.80;47.9
2025-02-14;86;21:15 - 21:30;26.6;474.8;6.6;16.0;-9.4;168.01;22.6
2025-02-14;87;21:30 - 21:45;25.0;70.9;16.0;14.4;1.6;153.16;30.4
2025-02-14;88;21:45 - 22:00;22.0;347.0;0.0;71.8;-71.8;120.71;71.8
2025-02-14;89;22:00 - 22:15;97.7;18.0;58.2;0.0;58.2;221.15;58.2
2025-02-14;90;22:15 - 22:30;40.8;31.3;27.8;5.3;22.5;172.29;33.1
2025-02-14;91;22:30 - 22:45;31.9;396.3;23.1;66.7;-43.6;121.81;89.8
2025-02-14;92;22:45 - 23:00;74.0;261.3;48.0;130.8;-82.8;105.15;178.8
2025-02-14;93;23:00 - 23:15;53.0;12.0;38.0;8.0;30.0;159.41;46.0
2025-02-14;94;23:15 - 23:30;12.0;31.3;8.0;27.3;-19.3;132.61;35.3
2025-02-14;95;23:30 - 23:45;19.1;20.5;9.1;7.5;1.6;134.77;16.6
2025-02-14;96;23:45 - 00:00;36.0;48.8;30.0;43.0;-13.0;123.38;73.0
2025-02-15;1;00:00 - 00:15;73.3;292.0;63.3;278.0;-214.7;135.45;341.3
2025-02-15;2;00:15 - 00:30;14.4;56.3;10.4;52.3;-41.9;140.10;62.7
2025-02-15;3;00:30 - 00:45;10.0;21.8;0.0;18.8;-18.8;122.65;18.8
2025-02-15;4;00:45 - 01:00;4.1;50.9;0.1;34.1;-34.0;107.63;34.2
2025-02-15;5;01:00 - 01:15;32.0;4.0;17.1;0.0;17.1;154.29;17.1
2025-02-15;6;01:15 - 01:30;15.3;4.0;5.2;0.0;5.2;132.43;5.2
2025-02-15;7;01:30 - 01:45;4.1;9.5;0.1;5.5;-5.4;118.05;5.6
2025-02-15;8;01:45 - 02:00;4.1;30.3;0.1;26.3;-26.2;116.12;26.4
2025-02-15;9;02:00 - 02:15;18.5;10.0;6.0;2.0;4.0;135.35;8.0
2025-02-15;10;02:15 - 02:30;11.4;8.0;0.3;0.0;0.3;123.50;0.3
2025-02-15;11;02:30 - 02:45;10.0;6.7;0.0;2.7;-2.7;116.39;2.7
2025-02-15;12;02:45 - 03:00;4.1;12.2;0.0;8.2;-8.2;112.12;8.2
2025-02-15;13;03:00 - 03:15;15.4;4.3;1.3;0.3;1.0;115.12;1.6
2025-02-15;14;03:15 - 03:30;14.1;4.0;0.0;0.0;0.0;;0.0
2025-02-15;15;03:30 - 03:45;21.1;4.0;1.0;0.0;1.0;118.93;1.0
2025-02-15;16;03:45 - 04:00;10.4;10.0;0.4;0.0;0.4;123.01;0.4
2025-02-15;17;04:00 - 04:15;10.1;26.7;0.1;16.7;-16.6;112.04;16.8
2025-02-15;18;04:15 - 04:30;10.0;18.9;0.0;8.9;-8.9;115.94;8.9
2025-02-15;19;04:30 - 04:45;15.9;10.0;5.9;0.0;5.9;129.31;5.9
2025-02-15;20;04:45 - 05:00;21.4;10.0;11.4;0.0;11.4;133.56;11.4
2025-02-15;21;05:00 - 05:15;6.1;37.8;0.1;31.8;-31.7;113.64;31.9
2025-02-15;22;05:15 - 05:30;4.1;13.8;0.1;9.8;-9.7;116.07;9.9
2025-02-15;23;05:30 - 05:45;9.3;4.0;5.3;0.0;5.3;133.94;5.3
2025-02-15;24;05:45 - 06:00;17.6;26.0;9.6;18.0;-8.4;130.41;27.6
2025-02-15;25;06:00 - 06:15;4.0;102.5;0.0;88.5;-88.5;116.29;88.5
2025-02-15;26;06:15 - 06:30;10.0;27.9;0.0;17.9;-17.9;123.98;17.9
2025-02-15;27;06:30 - 06:45;23.6;10.1;13.6;0.1;13.5;145.65;13.7
2025-02-15;28;06:45 - 07:00;50.6;10.0;38.1;0.0;38.1;159.22;38.1
2025-02-15;29;07:00 - 07:15;10.0;67.1;0.0;54.1;-54.1;136.57;54.1
2025-02-15;30;07:15 - 07:30;13.8;22.0;3.8;12.0;-8.2;141.66;15.8
2025-02-15;31;07:30 - 07:45;15.5;14.1;5.5;4.0;1.5;149.73;9.5
2025-02-15;32;07:45 - 08:00;48.1;8.1;34.1;0.1;34.0;153.18;34.2
2025-02-15;33;08:00 - 08:15;25.7;128.6;10.7;108.6;-97.9;156.15;119.3
2025-02-15;34;08:15 - 08:30;16.9;63.6;1.9;48.6;-46.7;150.90;50.5
2025-02-15;35;08:30 - 08:45;64.6;16.9;54.6;6.9;47.7;151.56;61.5
2025-02-15;36;08:45 - 09:00;81.6;22.8;68.6;13.8;54.8;140.84;82.4
2025-02-15;37;09:00 - 09:15;24.8;34.0;11.2;13.9;-2.7;158.06;25.1
2025-02-15;38;09:15 - 09:30;26.0;22.0;16.0;17.0;-1.0;166.73;33.0
2025-02-15;39;09:30 - 09:45;10.4;41.6;0.4;36.6;-36.2;151.62;37.0
2025-02-15;40;09:45 - 10:00;24.4;69.8;1.4;47.8;-46.4;140.48;49.2
2025-02-15;41;10:00 - 10:15;33.2;86.4;10.4;48.4;-38.0;134.84;58.8
2025-02-15;42;10:15 - 10:30;46.0;79.3;1.0;41.3;-40.3;135.74;42.3
2025-02-15;43;10:30 - 10:45;57.4;54.4;32.4;19.7;12.7;134.65;52.1
2025-02-15;44;10:45 - 11:00;66.6;74.7;38.6;26.7;11.9;124.62;65.3
2025-02-15;45;11:00 - 11:15;65.8;131.3;5.0;14.3;-9.3;169.33;19.3
2025-02-15;46;11:15 - 11:30;405.8;47.9;13.8;0.3;13.5;141.78;14.1
2025-02-15;47;11:30 - 11:45;358.0;44.7;17.0;5.7;11.3;136.56;22.7
2025-02-15;48;11:45 - 12:00;107.1;80.0;23.1;25.1;-2.0;126.43;48.2
2025-02-15;49;12:00 - 12:15;196.2;113.5;31.4;3.1;28.3;127.54;34.5
2025-02-15;50;12:15 - 12:30;92.9;30.0;18.9;0.0;18.9;124.07;18.9
2025-02-15;51;12:30 - 12:45;166.8;24.4;13.8;9.4;4.4;120.23;23.2
2025-02-15;52;12:45 - 13:00;48.1;40.9;0.1;30.9;-30.8;103.84;31.0
2025-02-15;53;13:00 - 13:15;140.9;62.6;30.9;10.6;20.3;124.55;41.5
2025-02-15;54;13:15 - 13:30;205.0;42.1;11.0;17.4;-6.4;126.20;28.4
2025-02-15;55;13:30 - 13:45;36.5;110.1;15.5;43.5;-28.0;116.21;59.0
2025-02-15;56;13:45 - 14:00;47.0;379.8;19.2;47.1;-27.9;129.54;66.3
2025-02-15;57;14:00 - 14:15;45.4;29.9;19.4;16.7;2.7;116.00;36.1
2025-02-15;58;14:15 - 14:30;30.5;35.0;5.5;10.0;-4.5;130.53;15.5
2025-02-15;59;14:30 - 14:45;25.2;29.4;10.2;8.4;1.8;129.77;18.6
2025-02-15;60;14:45 - 15:00;154.7;64.3;19.1;36.3;-17.2;131.64;55.4
2025-02-15;61;15:00 - 15:15;44.3;36.2;10.0;16.2;-6.2;125.15;26.2
2025-02-15;62;15:15 - 15:30;193.4;32.1;9.0;26.1;-17.1;131.48;35.1
2025-02-15;63;15:30 - 15:45;60.9;37.3;7.3;20.3;-13.0;142.40;27.6
2025-02-15;64;15:45 - 16:00;2,400.7;210.4;21.7;167.4;-145.7;138.48;189.1
2025-02-15;65;16:00 - 16:15;2,414.5;94.0;70.0;68.0;2.0;155.70;138.0
2025-02-15;66;16:15 - 16:30;2,007.4;54.7;35.0;33.7;1.3;160.88;68.7
2025-02-15;67;16:30 - 16:45;53.9;62.8;7.9;7.9;0.0;151.52;15.8
2025-02-15;68;16:45 - 17:00;44.1;36.6;8.6;7.6;1.0;181.91;16.2
2025-02-15;69;17:00 - 17:15;26.2;154.3;2.2;2.2;0.0;144.00;4.4
2025-02-15;70;17:15 - 17:30;27.5;140.7;3.4;2.4;1.0;163.90;5.8
2025-02-15;71;17:30 - 17:45;20.3;103.3;6.3;6.3;0.0;168.00;12.6
2025-02-15;72;17:45 - 18:00;26.5;137.3;2.4;3.0;-0.6;158.25;5.4
2025-02-15;73;18:00 - 18:15;37.2;10.6;7.2;5.6;1.6;183.33;12.8
2025-02-15;74;18:15 - 18:30;13.5;15.5;3.5;5.5;-2.0;181.99;9.0
2025-02-15;75;18:30 - 18:45;35.8;40.4;15.8;25.2;-9.4;175.11;41.0
2025-02-15;76;18:45 - 19:00;39.1;53.7;29.1;43.7;-14.6;174.80;72.8
2025-02-15;77;19:00 - 19:15;18.5;21.6;8.0;7.3;0.7;218.40;15.3
2025-02-15;78;19:15 - 19:30;12.0;12.7;2.0;7.6;-5.6;175.96;9.6
2025-02-15;79;19:30 - 19:45;70.0;29.7;0.0;24.6;-24.6;187.70;24.6
2025-02-15;80;19:45 - 20:00;57.0;83.5;6.0;64.1;-58.1;149.11;70.1
2025-02-15;81;20:00 - 20:15;63.6;8.2;34.4;3.2;31.2;238.69;37.6
2025-02-15;82;20:15 - 20:30;41.4;9.2;31.4;3.2;28.2;208.15;34.6
2025-02-15;83;20:30 - 20:45;10.0;71.2;0.0;62.6;-62.6;153.75;62.6
2025-02-15;84;20:45 - 21:00;10.0;152.5;0.0;96.4;-96.4;132.46;96.4
2025-02-15;85;21:00 - 21:15;70.3;0.0;1.1;0.0;1.1;261.82;1.1
2025-02-15;86;21:15 - 21:30;33.4;11.0;3.4;11.0;-7.6;177.73;14.4
2025-02-15;87;21:30 - 21:45;70.0;57.2;35.0;34.2;0.8;163.36;69.2
2025-02-15;88;21:45 - 22:00;23.0;62.5;3.0;38.6;-35.6;125.79;41.6
2025-02-15;89;22:00 - 22:15;69.7;9.4;3.1;2.4;0.7;215.01;5.5
2025-02-15;90;22:15 - 22:30;34.3;9.3;6.0;5.3;0.7;155.57;11.3
2025-02-15;91;22:30 - 22:45;19.0;39.5;9.0;35.5;-26.5;104.89;44.5
2025-02-15;92;22:45 - 23:00;31.0;107.7;9.0;80.7;-71.7;101.09;89.7
2025-02-15;93;23:00 - 23:15;39.1;302.0;29.1;272.0;-242.9;137.39;301.1
2025-02-15;94;23:15 - 23:30;16.5;81.0;2.5;67.0;-64.5;132.70;69.5
2025-02-15;95;23:30 - 23:45;27.0;26.9;4.0;3.9;0.1;128.92;7.9
2025-02-15;96;23:45 - 00:00;32.9;61.3;22.9;33.4;-10.5;116.08;56.3
2025-02-16;1;00:00 - 00:15;85.5;40.5;75.5;35.5;40.0;174.94;111.0
2025-02-16;2;00:15 - 00:30;18.3;14.0;8.3;4.0;4.3;181.65;12.3
2025-02-16;3;00:30 - 00:45;10.0;13.9;0.0;9.9;-9.9;121.00;9.9
2025-02-16;4;00:45 - 01:00;10.0;45.5;0.0;26.0;-26.0;95.25;26.0
2025-02-16;5;01:00 - 01:15;36.1;12.0;15.0;0.0;15.0;147.98;15.0
2025-02-16;6;01:15 - 01:30;14.6;4.0;4.6;0.0;4.6;135.00;4.6
2025-02-16;7;01:30 - 01:45;10.0;28.6;0.0;16.2;-16.2;118.92;16.2
2025-02-16;8;01:45 - 02:00;10.0;37.7;0.0;33.7;-33.7;103.38;33.7
2025-02-16;9;02:00 - 02:15;16.9;10.0;6.9;0.0;6.9;154.61;6.9
2025-02-16;10;02:15 - 02:30;10.8;10.0;0.8;0.0;0.8;123.99;0.8
2025-02-16;11;02:30 - 02:45;10.0;19.3;0.0;9.3;-9.3;115.76;9.3
2025-02-16;12;02:45 - 03:00;10.0;22.1;0.0;12.1;-12.1;112.75;12.1
2025-02-16;13;03:00 - 03:15;13.5;16.3;3.5;6.3;-2.8;126.86;9.8
2025-02-16;14;03:15 - 03:30;11.4;10.2;1.4;0.2;1.2;122.00;1.6
2025-02-16;15;03:30 - 03:45;11.4;17.6;1.4;7.6;-6.2;117.82;9.0
2025-02-16;16;03:45 - 04:00;11.8;10.0;1.8;0.0;1.8;124.44;1.8
2025-02-16;17;04:00 - 04:15;14.7;15.8;4.0;5.8;-1.8;85.96;9.8
2025-02-16;18;04:15 - 04:30;6.7;14.3;2.0;2.3;-0.3;108.00;4.3
2025-02-16;19;04:30 - 04:45;11.2;11.0;1.2;1.0;0.2;146.36;2.2
2025-02-16;20;04:45 - 05:00;14.9;13.0;4.9;3.0;1.9;157.14;7.9
2025-02-16;21;05:00 - 05:15;10.0;38.0;0.0;16.0;-16.0;101.97;16.0
2025-02-16;22;05:15 - 05:30;10.0;17.2;0.0;7.2;-7.2;110.69;7.2
2025-02-16;23;05:30 - 05:45;5.5;12.0;4.5;2.0;2.5;144.08;6.5
2025-02-16;24;05:45 - 06:00;23.7;30.0;13.7;20.0;-6.3;146.52;33.7
2025-02-16;25;06:00 - 06:15;14.0;86.9;4.0;56.9;-52.9;105.72;60.9
2025-02-16;26;06:15 - 06:30;15.0;16.6;5.0;12.6;-7.6;111.23;17.6
2025-02-16;27;06:30 - 06:45;249.2;20.0;23.8;10.0;13.8;152.63;33.8
2025-02-16;28;06:45 - 07:00;67.1;10.0;57.1;0.0;57.1;148.18;57.1
2025-02-16;29;07:00 - 07:15;10.0;65.6;0.0;55.6;-55.6;128.99;55.6
2025-02-16;30;07:15 - 07:30;15.8;24.6;5.8;14.6;-8.8;137.89;20.4
2025-02-16;31;07:30 - 07:45;29.1;26.3;9.1;5.9;3.2;134.65;15.0
2025-02-16;32;07:45 - 08:00;47.6;17.8;37.6;7.8;29.8;147.92;45.4
2025-02-16;33;08:00 - 08:15;69.0;11,711.0;69.0;97.6;-28.6;148.91;166.6
2025-02-16;34;08:15 - 08:30;48.0;140.3;38.0;92.1;-54.1;145.01;130.1
2025-02-16;35;08:30 - 08:45;261.5;56.0;61.5;46.0;15.5;160.99;107.5
2025-02-16;36;08:45 - 09:00;328.1;67.4;74.5;62.4;12.1;162.41;136.9
2025-02-16;37;09:00 - 09:15;25.0;28.5;15.0;23.5;-8.5;182.17;38.5
2025-02-16;38;09:15 - 09:30;28.7;17.9;7.0;7.9;-0.9;159.03;14.9
2025-02-16;39;09:30 - 09:45;17.0;10.9;7.0;5.9;1.1;155.31;12.9
2025-02-16;40;09:45 - 10:00;25.0;13.0;15.0;3.0;12.0;147.59;18.0
2025-02-16;41;10:00 - 10:15;64.6;100.5;47.6;90.5;-42.9;144.92;138.1
2025-02-16;42;10:15 - 10:30;43.3;45.5;33.3;31.6;1.7;131.28;64.9
2025-02-16;43;10:30 - 10:45;120.8;56.1;45.9;41.1;4.8;147.79;87.0
2025-02-16;44;10:45 - 11:00;79.1;49.0;40.1;35.0;5.1;144.79;75.1
2025-02-16;45;11:00 - 11:15;27.6;24.0;5.8;5.0;0.8;137.01;10.8
2025-02-16;46;11:15 - 11:30;22.4;28.9;3.5;11.9;-8.4;158.36;15.4
2025-02-16;47;11:30 - 11:45;12.0;28.6;1.9;16.6;-14.7;184.04;18.5
2025-02-16;48;11:45 - 12:00;17.0;164.6;7.0;36.6;-29.6;145.42;43.6
2025-02-16;49;12:00 - 12:15;62.8;53.6;6.0;11.6;-5.6;179.22;17.6
2025-02-16;50;12:15 - 12:30;82.5;588.4;12.5;0.4;12.1;135.62;12.9
2025-02-16;51;12:30 - 12:45;10.0;25.3;0.0;15.3;-15.3;116.30;15.3
2025-02-16;52;12:45 - 13:00;10.0;48.0;0.0;38.0;-38.0;116.33;38.0
2025-02-16;53;13:00 - 13:15;41.0;2,520.8;21.0;5.8;15.2;143.38;26.8
2025-02-16;54;13:15 - 13:30;543.0;215.2;14.6;15.0;-0.4;133.80;29.6
2025-02-16;55;13:30 - 13:45;10.0;49.7;0.0;24.7;-24.7;118.99;24.7
2025-02-16;56;13:45 - 14:00;17.0;1,419.8;7.0;19.8;-12.8;131.91;26.8
2025-02-16;57;14:00 - 14:15;89.2;25.0;24.2;20.0;4.2;127.75;44.2
2025-02-16;58;14:15 - 14:30;15.8;14.7;5.8;4.7;1.1;131.52;10.5
2025-02-16;59;14:30 - 14:45;16.0;1,489.6;6.0;9.6;-3.6;117.62;15.6
