Obchodný deň;Číslo periódy;Perióda;Perióda (min);price_sk_eur_mwh;Dopyt úspešný (MW);Ponuka úspešná (MW);Tok CZ ➝ SK (MW);Tok SK ➝ CZ (MW);Tok PL ➝ SK (MW);Tok SK ➝ PL (MW);Tok HU ➝ SK (MW);Tok SK ➝ HU (MW);publication_status;trading_day
1.1.2024;1;00:00 - 01:00;60;0,10;557,0;1892,9;520,5;0,0;164,8;0,0;0,0;2021,2;Konečné;2024-01-01
1.1.2024;2;01:00 - 02:00;60;0,01;449,9;1727,7;526,3;0,0;203,6;0,0;0,0;2007,7;Konečné;2024-01-01
1.1.2024;3;02:00 - 03:00;60;0,05;424,8;1466,9;392,9;0,0;60,0;0,0;0,0;1495,0;Konečné;2024-01-01
1.1.2024;4;03:00 - 04:00;60;0,01;413,1;1486,3;313,4;0,0;57,2;0,0;0,0;1443,8;Konečné;2024-01-01
1.1.2024;5;04:00 - 05:00;60;0,01;419,0;1526,3;243,0;0,0;33,2;0,0;0,0;1383,5;Konečné;2024-01-01
1.1.2024;6;05:00 - 06:00;60;0,01;441,4;1505,0;291,5;0,0;47,9;0,0;0,0;1403,0;Konečné;2024-01-01
1.1.2024;7;06:00 - 07:00;60;0,04;451,6;1882,0;235,6;0,0;0,0;42,1;0,0;1623,9;Konečné;2024-01-01
1.1.2024;8;07:00 - 08:00;60;0,01;453,2;1723,6;332,2;0,0;65,2;0,0;0,0;1667,8;Konečné;2024-01-01
1.1.2024;9;08:00 - 09:00;60;0,00;578,7;1768,5;433,7;0,0;102,2;0,0;0,0;1725,7;Konečné;2024-01-01
1.1.2024;10;09:00 - 10:00;60;0,04;704,9;1904,6;450,0;0,0;174,8;0,0;0,0;1824,5;Konečné;2024-01-01
1.1.2024;11;10:00 - 11:00;60;0,06;697,2;1902,9;405,9;0,0;159,0;0,0;0,0;1770,6;Konečné;2024-01-01
1.1.2024;12;11:00 - 12:00;60;0,54;846,5;1906,0;388,8;0,0;87,1;0,0;0,0;1535,4;Konečné;2024-01-01
1.1.2024;13;12:00 - 13:00;60;2,24;795,7;1888,6;294,2;0,0;0,0;191,8;0,0;1195,3;Konečné;2024-01-01
1.1.2024;14;13:00 - 14:00;60;3,44;749,6;1902,8;281,0;0,0;0,0;367,3;0,0;1066,9;Konečné;2024-01-01
1.1.2024;15;14:00 - 15:00;60;11,18;723,6;1947,6;364,2;0,0;0,0;256,0;0,0;1332,2;Konečné;2024-01-01
1.1.2024;16;15:00 - 16:00;60;43,85;734,0;1997,3;187,6;0,0;0,0;358,5;0,0;1092,4;Konečné;2024-01-01
1.1.2024;17;16:00 - 17:00;60;55,61;877,1;2211,4;197,1;0,0;0,0;624,0;0,0;907,4;Konečné;2024-01-01
1.1.2024;18;17:00 - 18:00;60;63,03;878,8;2230,0;180,3;0,0;0,0;614,6;0,0;916,9;Konečné;2024-01-01
1.1.2024;19;18:00 - 19:00;60;61,39;886,5;2329,8;95,8;0,0;0,0;740,9;0,0;798,2;Konečné;2024-01-01
1.1.2024;20;19:00 - 20:00;60;54,94;876,6;2327,3;108,8;0,0;0,0;682,2;0,0;877,3;Konečné;2024-01-01
1.1.2024;21;20:00 - 21:00;60;48,40;873,6;2219,4;157,8;0,0;0,0;543,5;0,0;960,1;Konečné;2024-01-01
1.1.2024;22;21:00 - 22:00;60;40,46;765,4;1948,8;189,3;0,0;0,0;615,2;0,0;757,5;Konečné;2024-01-01
1.1.2024;23;22:00 - 23:00;60;44,59;612,8;1945,2;28,9;0,0;0,0;573,2;0,0;788,1;Konečné;2024-01-01
1.1.2024;24;23:00 - 00:00;60;35,55;485,6;1937,0;0,0;136,5;0,0;624,4;0,0;690,5;Konečné;2024-01-01
2.1.2024;1;00:00 - 01:00;60;29,71;452,0;1557,9;0,0;103,1;0,0;409,8;0,0;593,0;Konečné;2024-01-02
2.1.2024;2;01:00 - 02:00;60;19,76;451,7;1629,2;0,0;213,1;0,0;340,3;0,0;624,1;Konečné;2024-01-02
2.1.2024;3;02:00 - 03:00;60;28,56;451,3;1549,0;0,0;110,8;0,0;311,5;0,0;675,4;Konečné;2024-01-02
2.1.2024;4;03:00 - 04:00;60;16,92;453,7;1548,4;0,0;76,8;0,0;197,8;0,0;820,1;Konečné;2024-01-02
2.1.2024;5;04:00 - 05:00;60;10,17;471,6;1520,7;86,1;0,0;81,8;0,0;0,0;1217,0;Konečné;2024-01-02
2.1.2024;6;05:00 - 06:00;60;42,27;524,8;1524,9;263,3;0,0;194,6;0,0;0,0;1458,0;Konečné;2024-01-02
2.1.2024;7;06:00 - 07:00;60;46,94;680,1;1744,8;92,2;0,0;0,0;149,3;0,0;1007,6;Konečné;2024-01-02
2.1.2024;8;07:00 - 08:00;60;76,73;826,6;1745,0;68,3;0,0;0,0;147,8;0,0;838,9;Konečné;2024-01-02
2.1.2024;9;08:00 - 09:00;60;80,12;972,4;1871,7;50,7;0,0;0,0;237,4;0,0;712,6;Konečné;2024-01-02
2.1.2024;10;09:00 - 10:00;60;78,46;1044,4;1840,0;7,1;0,0;0,0;282,0;0,0;520,7;Konečné;2024-01-02
2.1.2024;11;10:00 - 11:00;60;77,51;1003,5;1734,7;0,0;70,5;0,0;522,7;0,0;138,0;Konečné;2024-01-02
2.1.2024;12;11:00 - 12:00;60;79,66;1097,1;1720,8;0,0;120,6;0,0;672,3;169,2;0,0;Konečné;2024-01-02
2.1.2024;13;12:00 - 13:00;60;81,93;1088,3;1727,4;0,0;158,8;0,0;761,9;281,6;0,0;Konečné;2024-01-02
2.1.2024;14;13:00 - 14:00;60;83,02;1098,3;1708,9;0,0;102,0;0,0;597,1;88,5;0,0;Konečné;2024-01-02
2.1.2024;15;14:00 - 15:00;60;85,98;1118,6;1712,3;110,0;0,0;0,0;185,1;0,0;518,6;Konečné;2024-01-02
2.1.2024;16;15:00 - 16:00;60;87,67;1075,8;1752,8;167,5;0,0;0,0;20,7;0,0;823,8;Konečné;2024-01-02
2.1.2024;17;16:00 - 17:00;60;90,19;1207,9;2050,1;207,2;0,0;218,5;0,0;0,0;1267,9;Konečné;2024-01-02
2.1.2024;18;17:00 - 18:00;60;87,77;1232,1;2161,8;177,3;0,0;198,1;0,0;0,0;1305,1;Konečné;2024-01-02
2.1.2024;19;18:00 - 19:00;60;83,15;1216,4;2205,3;111,3;0,0;30,0;0,0;0,0;1130,2;Konečné;2024-01-02
2.1.2024;20;19:00 - 20:00;60;76,81;1178,8;2109,7;109,1;0,0;0,0;19,2;0,0;1020,8;Konečné;2024-01-02
2.1.2024;21;20:00 - 21:00;60;60,22;1068,0;1845,8;230,4;0,0;193,0;0,0;0,0;1201,2;Konečné;2024-01-02
2.1.2024;22;21:00 - 22:00;60;48,02;932,9;1788,5;384,5;0,0;588,4;0,0;0,0;1828,5;Konečné;2024-01-02
2.1.2024;23;22:00 - 23:00;60;40,93;755,6;1807,6;327,6;0,0;624,6;0,0;0,0;2004,2;Konečné;2024-01-02
2.1.2024;24;23:00 - 00:00;60;25,28;629,6;1784,7;220,8;0,0;441,0;0,0;0,0;1816,9;Konečné;2024-01-02
3.1.2024;1;00:00 - 01:00;60;21,93;623,9;1569,9;308,7;0,0;467,0;0,0;0,0;1721,7;Konečné;2024-01-03
3.1.2024;2;01:00 - 02:00;60;20,69;510,3;1558,5;162,5;0,0;330,6;0,0;0,0;1541,3;Konečné;2024-01-03
3.1.2024;3;02:00 - 03:00;60;19,77;517,8;1553,6;98,9;0,0;150,9;0,0;0,0;1285,6;Konečné;2024-01-03
3.1.2024;4;03:00 - 04:00;60;19,08;521,6;1541,9;55,8;0,0;62,6;0,0;0,0;1138,7;Konečné;2024-01-03
3.1.2024;5;04:00 - 05:00;60;20,47;567,5;1394,4;137,1;0,0;219,1;0,0;0,0;1183,1;Konečné;2024-01-03
3.1.2024;6;05:00 - 06:00;60;22,82;731,4;1413,0;359,4;0,0;567,9;0,0;0,0;1608,9;Konečné;2024-01-03
3.1.2024;7;06:00 - 07:00;60;37,74;893,4;1682,2;245,6;0,0;643,9;0,0;0,0;1678,3;Konečné;2024-01-03
3.1.2024;8;07:00 - 08:00;60;47,24;1075,4;1683,5;224,6;0,0;501,9;0,0;0,0;1334,6;Konečné;2024-01-03
3.1.2024;9;08:00 - 09:00;60;62,80;1127,0;1711,4;306,9;0,0;658,7;0,0;0,0;1550,0;Konečné;2024-01-03
3.1.2024;10;09:00 - 10:00;60;65,06;1192,0;1747,3;384,1;0,0;837,9;0,0;0,0;1777,3;Konečné;2024-01-03
3.1.2024;11;10:00 - 11:00;60;60,00;1105,4;1659,2;205,0;0,0;555,5;0,0;0,0;1314,3;Konečné;2024-01-03
3.1.2024;12;11:00 - 12:00;60;58,12;1180,9;1650,6;226,6;0,0;498,6;0,0;0,0;1194,9;Konečné;2024-01-03
3.1.2024;13;12:00 - 13:00;60;57,39;1179,9;1599,0;271,7;0,0;568,0;0,0;0,0;1258,8;Konečné;2024-01-03
3.1.2024;14;13:00 - 14:00;60;57,08;1195,8;1610,3;205,1;0,0;426,5;0,0;0,0;1046,1;Konečné;2024-01-03
3.1.2024;15;14:00 - 15:00;60;63,14;1157,9;1617,5;216,0;0,0;292,8;0,0;0,0;968,4;Konečné;2024-01-03
3.1.2024;16;15:00 - 16:00;60;72,82;1110,8;1637,1;145,6;0,0;0,0;17,4;0,0;654,5;Konečné;2024-01-03
3.1.2024;17;16:00 - 17:00;60;80,59;1256,9;1898,6;201,8;0,0;99,7;0,0;0,0;943,2;Konečné;2024-01-03
3.1.2024;18;17:00 - 18:00;60;85,06;1255,1;2093,0;150,0;0,0;0,0;0,7;0,0;987,2;Konečné;2024-01-03
3.1.2024;19;18:00 - 19:00;60;85,57;1243,6;2132,4;91,7;0,0;0,0;184,6;0,0;795,9;Konečné;2024-01-03
3.1.2024;20;19:00 - 20:00;60;83,36;1197,1;2151,5;60,3;0,0;0,0;347,6;0,0;667,1;Konečné;2024-01-03
3.1.2024;21;20:00 - 21:00;60;73,23;1066,0;1809,3;249,9;0,0;0,0;29,2;0,0;964,0;Konečné;2024-01-03
3.1.2024;22;21:00 - 22:00;60;67,41;881,9;1769,0;144,3;0,0;0,0;176,9;0,0;854,5;Konečné;2024-01-03
3.1.2024;23;22:00 - 23:00;60;65,00;717,8;1870,5;0,0;31,3;0,0;288,1;0,0;833,3;Konečné;2024-01-03
3.1.2024;24;23:00 - 00:00;60;58,12;585,4;1871,2;0,0;4,0;0,0;213,5;0,0;1068,3;Konečné;2024-01-03
4.1.2024;1;00:00 - 01:00;60;57,30;487,7;1583,7;167,3;0,0;0,0;75,1;0,0;1188,2;Konečné;2024-01-04
4.1.2024;2;01:00 - 02:00;60;50,46;484,3;1674,2;47,1;0,0;0,0;90,8;0,0;1146,2;Konečné;2024-01-04
4.1.2024;3;02:00 - 03:00;60;40,00;524,5;1673,6;3,6;0,0;0,0;110,8;0,0;1041,9;Konečné;2024-01-04
4.1.2024;4;03:00 - 04:00;60;25,48;537,3;1650,7;10,5;0,0;0,0;108,1;0,0;1015,8;Konečné;2024-01-04
4.1.2024;5;04:00 - 05:00;60;35,00;543,2;1454,8;109,7;0,0;0,0;10,8;0,0;1010,5;Konečné;2024-01-04
4.1.2024;6;05:00 - 06:00;60;57,73;527,8;1388,1;247,6;0,0;57,5;0,0;0,0;1165,4;Konečné;2024-01-04
4.1.2024;7;06:00 - 07:00;60;72,65;685,4;1735,0;101,2;0,0;0,0;161,1;0,0;989,7;Konečné;2024-01-04
4.1.2024;8;07:00 - 08:00;60;85,02;792,4;1769,7;78,0;0,0;0,0;209,5;0,0;845,8;Konečné;2024-01-04
4.1.2024;9;08:00 - 09:00;60;91,47;915,2;1713,6;23,7;0,0;0,0;192,8;0,0;629,3;Konečné;2024-01-04
4.1.2024;10;09:00 - 10:00;60;94,20;961,1;1719,8;0,0;208,2;0,0;568,7;18,2;0,0;Konečné;2024-01-04
4.1.2024;11;10:00 - 11:00;60;92,26;927,5;1841,0;0,0;385,8;0,0;826,5;298,8;0,0;Konečné;2024-01-04
4.1.2024;12;11:00 - 12:00;60;90,76;1067,3;1851,0;0,0;383,7;0,0;838,9;438,9;0,0;Konečné;2024-01-04
4.1.2024;13;12:00 - 13:00;60;86,91;1024,8;1923,7;0,0;248,1;0,0;1042,9;392,1;0,0;Konečné;2024-01-04
4.1.2024;14;13:00 - 14:00;60;85,96;1030,1;1952,8;0,0;143,6;0,0;1161,5;382,4;0,0;Konečné;2024-01-04
4.1.2024;15;14:00 - 15:00;60;92,11;1013,5;1933,1;93,3;0,0;0,0;784,7;0,0;228,2;Konečné;2024-01-04
4.1.2024;16;15:00 - 16:00;60;98,62;1022,4;1972,1;138,1;0,0;0,0;430,3;0,0;657,5;Konečné;2024-01-04
4.1.2024;17;16:00 - 17:00;60;104,74;1205,4;2320,7;1,0;0,0;0,0;466,6;0,0;649,7;Konečné;2024-01-04
4.1.2024;18;17:00 - 18:00;60;115,23;1197,0;2473,9;0,0;234,0;0,0;318,4;0,0;724,5;Konečné;2024-01-04
4.1.2024;19;18:00 - 19:00;60;118,06;1197,2;2514,7;0,0;351,3;0,0;315,0;0,0;651,2;Konečné;2024-01-04
4.1.2024;20;19:00 - 20:00;60;112,32;1156,9;2525,3;0,0;315,8;0,0;561,4;0,0;491,2;Konečné;2024-01-04
4.1.2024;21;20:00 - 21:00;60;101,41;996,8;2137,9;0,0;83,1;0,0;676,0;0,0;382,0;Konečné;2024-01-04
4.1.2024;22;21:00 - 22:00;60;95,75;880,9;2155,9;0,0;83,1;0,0;565,1;0,0;626,8;Konečné;2024-01-04
4.1.2024;23;22:00 - 23:00;60;92,45;679,5;2215,3;0,0;197,7;0,0;950,1;0,0;388,0;Konečné;2024-01-04
4.1.2024;24;23:00 - 00:00;60;88,68;545,7;2061,7;0,0;124,5;0,0;795,9;0,0;595,6;Konečné;2024-01-04
5.1.2024;1;00:00 - 01:00;60;86,08;447,8;1692,3;16,9;0,0;0,0;656,8;0,0;604,6;Konečné;2024-01-05
5.1.2024;2;01:00 - 02:00;60;80,51;448,3;1683,5;9,1;0,0;0,0;598,8;0,0;645,5;Konečné;2024-01-05
5.1.2024;3;02:00 - 03:00;60;77,01;474,5;1677,4;0,0;45,8;0,0;597,6;0,0;559,5;Konečné;2024-01-05
5.1.2024;4;03:00 - 04:00;60;73,03;458,0;1677,7;0,0;180,8;0,0;633,4;0,0;405,5;Konečné;2024-01-05
5.1.2024;5;04:00 - 05:00;60;73,18;500,1;1534,0;0,0;11,4;0,0;394,1;0,0;628,4;Konečné;2024-01-05
5.1.2024;6;05:00 - 06:00;60;75,51;536,7;1430,0;262,8;0,0;0,0;119,2;0,0;1036,9;Konečné;2024-01-05
5.1.2024;7;06:00 - 07:00;60;96,03;712,9;1761,1;200,1;0,0;0,0;184,8;0,0;1063,5;Konečné;2024-01-05
5.1.2024;8;07:00 - 08:00;60;107,13;842,1;1926,1;74,9;0,0;0,0;508,0;0,0;650,9;Konečné;2024-01-05
5.1.2024;9;08:00 - 09:00;60;109,37;931,6;2002,3;0,0;27,2;0,0;874,7;0,0;168,8;Konečné;2024-01-05
5.1.2024;10;09:00 - 10:00;60;101,51;980,6;2010,1;0,0;190,4;0,0;1302,2;463,1;0,0;Konečné;2024-01-05
5.1.2024;11;10:00 - 11:00;60;97,70;896,5;2037,0;0,0;300,9;0,0;1506,7;667,1;0,0;Konečné;2024-01-05
5.1.2024;12;11:00 - 12:00;60;98,58;990,5;1975,8;0,0;259,4;0,0;1468,6;742,7;0,0;Konečné;2024-01-05
5.1.2024;13;12:00 - 13:00;60;97,94;942,7;1959,2;0,0;155,6;0,0;1233,5;372,6;0,0;Konečné;2024-01-05
5.1.2024;14;13:00 - 14:00;60;104,58;958,4;1940,0;0,0;37,1;0,0;1019,7;75,2;0,0;Konečné;2024-01-05
5.1.2024;15;14:00 - 15:00;60;112,34;967,0;2001,7;78,8;0,0;0,0;925,5;0,0;188,0;Konečné;2024-01-05
5.1.2024;16;15:00 - 16:00;60;113,91;936,2;2052,7;188,1;0,0;0,0;817,1;0,0;487,5;Konečné;2024-01-05
5.1.2024;17;16:00 - 17:00;60;115,50;1100,5;2328,4;157,5;0,0;0,0;797,9;0,0;587,5;Konečné;2024-01-05
5.1.2024;18;17:00 - 18:00;60;117,40;1100,2;2433,0;207,4;0,0;0,0;688,2;0,0;852,0;Konečné;2024-01-05
5.1.2024;19;18:00 - 19:00;60;113,27;1058,3;2295,3;242,5;0,0;0,0;660,5;0,0;819,0;Konečné;2024-01-05
5.1.2024;20;19:00 - 20:00;60;110,70;1012,3;2283,0;214,9;0,0;0,0;717,8;0,0;767,8;Konečné;2024-01-05
5.1.2024;21;20:00 - 21:00;60;106,45;945,5;2104,4;294,4;0,0;0,0;643,4;0,0;809,9;Konečné;2024-01-05
5.1.2024;22;21:00 - 22:00;60;97,50;816,5;2106,1;295,2;0,0;0,0;491,2;0,0;1093,6;Konečné;2024-01-05
5.1.2024;23;22:00 - 23:00;60;94,92;672,0;2130,4;198,0;0,0;0,0;749,0;0,0;907,4;Konečné;2024-01-05
5.1.2024;24;23:00 - 00:00;60;86,80;561,0;1856,0;284,3;0,0;0,0;422,6;0,0;1156,7;Konečné;2024-01-05
6.1.2024;1;00:00 - 01:00;60;82,25;457,0;1906,5;166,8;0,0;0,0;1009,0;0,0;607,3;Konečné;2024-01-06
6.1.2024;2;01:00 - 02:00;60;80,20;445,8;1912,7;30,3;0,0;0,0;973,4;0,0;523,8;Konečné;2024-01-06
6.1.2024;3;02:00 - 03:00;60;76,13;448,4;1924,7;0,0;82,1;0,0;952,9;0,0;441,3;Konečné;2024-01-06
6.1.2024;4;03:00 - 04:00;60;73,01;538,2;1934,1;0,0;259,6;0,0;783,2;0,0;353,1;Konečné;2024-01-06
6.1.2024;5;04:00 - 05:00;60;73,01;763,4;1924,6;0,0;128,0;0,0;684,6;0,0;348,6;Konečné;2024-01-06
6.1.2024;6;05:00 - 06:00;60;74,59;483,7;1928,7;0,0;145,2;0,0;799,6;0,0;500,2;Konečné;2024-01-06
6.1.2024;7;06:00 - 07:00;60;75,10;524,0;1928,4;0,0;189,7;0,0;855,9;0,0;358,8;Konečné;2024-01-06
6.1.2024;8;07:00 - 08:00;60;81,39;529,3;1973,3;0,0;137,3;0,0;926,2;0,0;380,5;Konečné;2024-01-06
6.1.2024;9;08:00 - 09:00;60;88,40;536,4;1933,4;0,0;77,4;0,0;963,0;0,0;356,6;Konečné;2024-01-06
6.1.2024;10;09:00 - 10:00;60;92,23;587,1;1970,8;0,0;188,2;0,0;1020,9;0,0;174,6;Konečné;2024-01-06
6.1.2024;11;10:00 - 11:00;60;97,30;573,8;2003,1;0,0;354,8;0,0;959,6;0,0;114,9;Konečné;2024-01-06
6.1.2024;12;11:00 - 12:00;60;100,57;570,0;1955,8;0,0;358,5;0,0;1021,7;0,0;5,6;Konečné;2024-01-06
6.1.2024;13;12:00 - 13:00;60;99,16;545,6;1929,9;0,0;420,7;0,0;1151,0;187,4;0,0;Konečné;2024-01-06
6.1.2024;14;13:00 - 14:00;60;94,83;548,7;1900,4;0,0;347,9;0,0;1165,6;161,8;0,0;Konečné;2024-01-06
6.1.2024;15;14:00 - 15:00;60;92,49;540,0;1898,8;0,0;320,8;0,0;1263,5;225,5;0,0;Konečné;2024-01-06
6.1.2024;16;15:00 - 16:00;60;94,48;544,7;1941,6;0,0;303,5;0,0;1132,0;38,6;0,0;Konečné;2024-01-06
6.1.2024;17;16:00 - 17:00;60;98,82;594,2;1977,7;0,0;277,4;0,0;1094,7;0,0;11,4;Konečné;2024-01-06
6.1.2024;18;17:00 - 18:00;60;104,29;579,8;2248,3;0,0;433,4;0,0;1109,2;0,0;125,9;Konečné;2024-01-06
6.1.2024;19;18:00 - 19:00;60;103,63;567,3;1973,2;0,0;372,1;0,0;999,5;0,0;34,3;Konečné;2024-01-06
6.1.2024;20;19:00 - 20:00;60;99,00;562,8;1961,0;0,0;316,3;0,0;919,5;0,0;162,4;Konečné;2024-01-06
6.1.2024;21;20:00 - 21:00;60;92,14;559,0;1905,6;0,0;156,4;0,0;1064,6;0,0;125,6;Konečné;2024-01-06
6.1.2024;22;21:00 - 22:00;60;88,00;535,7;1929,9;0,0;65,8;0,0;1186,6;0,0;141,8;Konečné;2024-01-06
6.1.2024;23;22:00 - 23:00;60;86,57;509,8;1888,8;0,0;88,6;0,0;1239,7;0,0;50,7;Konečné;2024-01-06
6.1.2024;24;23:00 - 00:00;60;79,87;483,3;1883,7;0,0;243,3;0,0;1263,6;106,5;0,0;Konečné;2024-01-06
7.1.2024;1;00:00 - 01:00;60;84,08;418,4;1699,2;0,0;116,6;0,0;1084,9;0,0;79,3;Konečné;2024-01-07
7.1.2024;2;01:00 - 02:00;60;79,82;412,9;1689,8;0,0;195,9;0,0;1064,1;0,0;16,9;Konečné;2024-01-07
7.1.2024;3;02:00 - 03:00;60;76,76;417,6;1689,4;0,0;347,5;0,0;1167,7;243,4;0,0;Konečné;2024-01-07
7.1.2024;4;03:00 - 04:00;60;73,46;412,3;1716,4;0,0;473,1;0,0;1233,4;402,4;0,0;Konečné;2024-01-07
7.1.2024;5;04:00 - 05:00;60;71,86;426,8;1725,2;0,0;497,5;0,0;1188,7;387,8;0,0;Konečné;2024-01-07
7.1.2024;6;05:00 - 06:00;60;72,08;444,9;1692,9;0,0;435,0;0,0;1094,9;281,9;0,0;Konečné;2024-01-07
7.1.2024;7;06:00 - 07:00;60;74,90;475,6;1630,1;0,0;273,0;0,0;936,5;55,0;0,0;Konečné;2024-01-07
7.1.2024;8;07:00 - 08:00;60;77,69;590,3;1823,6;0,0;181,0;0,0;950,1;0,0;102,2;Konečné;2024-01-07
7.1.2024;9;08:00 - 09:00;60;81,79;775,2;1969,6;0,0;51,4;0,0;827,7;0,0;315,3;Konečné;2024-01-07
7.1.2024;10;09:00 - 10:00;60;84,86;1042,4;1952,8;0,0;64,0;0,0;794,1;0,0;52,3;Konečné;2024-01-07
7.1.2024;11;10:00 - 11:00;60;87,25;1122,8;1968,0;0,0;95,4;0,0;790,2;40,4;0,0;Konečné;2024-01-07
7.1.2024;12;11:00 - 12:00;60;89,29;1271,9;1946,8;0,0;82,1;0,0;783,9;191,1;0,0;Konečné;2024-01-07
7.1.2024;13;12:00 - 13:00;60;88,66;1164,1;1960,6;0,0;80,2;0,0;730,6;14,3;0,0;Konečné;2024-01-07
7.1.2024;14;13:00 - 14:00;60;84,81;1057,4;1925,2;0,0;128,9;0,0;758,2;19,3;0,0;Konečné;2024-01-07
7.1.2024;15;14:00 - 15:00;60;84,34;987,6;1905,4;0,0;134,1;0,0;792,5;8,8;0,0;Konečné;2024-01-07
7.1.2024;16;15:00 - 16:00;60;88,01;945,2;1937,1;0,0;43,6;0,0;886,2;0,0;62,1;Konečné;2024-01-07
7.1.2024;17;16:00 - 17:00;60;93,42;1107,9;1986,3;0,0;25,9;0,0;1134,7;282,2;0,0;Konečné;2024-01-07
7.1.2024;18;17:00 - 18:00;60;101,77;1113,7;2085,9;0,0;63,8;0,0;1145,2;236,8;0,0;Konečné;2024-01-07
7.1.2024;19;18:00 - 19:00;60;104,85;1138,8;2230,8;0,0;172,6;0,0;1169,2;249,8;0,0;Konečné;2024-01-07
7.1.2024;20;19:00 - 20:00;60;103,58;1110,3;2209,4;0,0;236,1;0,0;1195,0;332,0;0,0;Konečné;2024-01-07
7.1.2024;21;20:00 - 21:00;60;100,50;1034,3;1998,1;0,0;38,8;0,0;1227,8;302,8;0,0;Konečné;2024-01-07
7.1.2024;22;21:00 - 22:00;60;93,31;875,4;2012,0;53,2;0,0;0,0;1148,6;0,0;41,2;Konečné;2024-01-07
7.1.2024;23;22:00 - 23:00;60;91,17;718,2;1969,7;0,0;107,8;0,0;1089,8;0,0;53,9;Konečné;2024-01-07
7.1.2024;24;23:00 - 00:00;60;83,86;605,5;1942,2;0,0;119,8;0,0;884,3;0,0;332,6;Konečné;2024-01-07
8.1.2024;1;00:00 - 01:00;60;83,15;591,8;1919,4;0,0;371,8;0,0;1263,7;307,9;0,0;Konečné;2024-01-08
8.1.2024;2;01:00 - 02:00;60;82,75;587,9;2010,1;0,0;462,0;0,0;1320,7;360,5;0,0;Konečné;2024-01-08
8.1.2024;3;02:00 - 03:00;60;77,50;599,5;1784,1;0,0;504,4;0,0;1226,1;545,9;0,0;Konečné;2024-01-08
8.1.2024;4;03:00 - 04:00;60;75,05;600,4;1716,9;0,0;461,7;0,0;1185,7;530,9;0,0;Konečné;2024-01-08
8.1.2024;5;04:00 - 05:00;60;78,52;654,8;1984,3;0,0;515,8;0,0;1209,3;395,6;0,0;Konečné;2024-01-08
8.1.2024;6;05:00 - 06:00;60;82,10;806,1;2046,0;0,0;245,6;0,0;1021,3;27,0;0,0;Konečné;2024-01-08
8.1.2024;7;06:00 - 07:00;60;94,30;1038,4;1993,0;130,7;0,0;0,0;767,0;0,0;318,3;Konečné;2024-01-08
8.1.2024;8;07:00 - 08:00;60;111,30;1110,1;1986,4;126,1;0,0;0,0;805,2;0,0;197,2;Konečné;2024-01-08
8.1.2024;9;08:00 - 09:00;60;121,11;1262,4;1966,1;242,8;0,0;0,0;912,1;0,0;34,4;Konečné;2024-01-08
8.1.2024;10;09:00 - 10:00;60;117,83;1329,9;1874,0;229,8;0,0;0,0;653,9;0,0;120,0;Konečné;2024-01-08
8.1.2024;11;10:00 - 11:00;60;110,82;1167,9;1923,2;104,4;0,0;0,0;470,1;0,0;389,6;Konečné;2024-01-08
8.1.2024;12;11:00 - 12:00;60;103,06;1338,5;1894,1;256,9;0,0;0,0;288,7;0,0;523,8;Konečné;2024-01-08
8.1.2024;13;12:00 - 13:00;60;95,48;1254,7;1823,8;271,9;0,0;0,0;238,6;0,0;602,4;Konečné;2024-01-08
8.1.2024;14;13:00 - 14:00;60;92,87;1269,9;1829,9;323,1;0,0;0,0;144,8;0,0;738,3;Konečné;2024-01-08
8.1.2024;15;14:00 - 15:00;60;100,00;1263,2;1844,0;372,9;0,0;0,0;357,1;0,0;596,6;Konečné;2024-01-08
8.1.2024;16;15:00 - 16:00;60;107,98;1162,0;1866,2;227,4;0,0;0,0;770,2;0,0;161,4;Konečné;2024-01-08
8.1.2024;17;16:00 - 17:00;60;122,80;1432,2;1997,0;394,3;0,0;0,0;767,4;0,0;191,7;Konečné;2024-01-08
8.1.2024;18;17:00 - 18:00;60;130,83;1470,9;2367,2;197,8;0,0;0,0;1175,6;81,5;0,0;Konečné;2024-01-08
8.1.2024;19;18:00 - 19:00;60;130,00;1369,6;2477,4;31,6;0,0;0,0;1627,2;487,8;0,0;Konečné;2024-01-08
8.1.2024;20;19:00 - 20:00;60;122,05;1332,5;2294,7;63,0;0,0;0,0;1453,4;428,2;0,0;Konečné;2024-01-08
8.1.2024;21;20:00 - 21:00;60;114,19;1206,4;2045,1;68,1;0,0;0,0;1433,1;526,3;0,0;Konečné;2024-01-08
8.1.2024;22;21:00 - 22:00;60;102,80;1049,3;2040,3;247,1;0,0;0,0;1163,3;0,0;74,8;Konečné;2024-01-08
8.1.2024;23;22:00 - 23:00;60;99,96;873,7;1907,6;259,5;0,0;0,0;1113,4;0,0;180,0;Konečné;2024-01-08
8.1.2024;24;23:00 - 00:00;60;91,49;875,4;1777,9;138,1;0,0;0,0;1111,9;71,3;0,0;Konečné;2024-01-08
9.1.2024;1;00:00 - 01:00;60;87,62;656,5;1630,4;65,2;0,0;0,0;1111,8;72,7;0,0;Konečné;2024-01-09
9.1.2024;2;01:00 - 02:00;60;86,50;652,0;1676,3;0,0;157,9;0,0;1320,1;453,7;0,0;Konečné;2024-01-09
9.1.2024;3;02:00 - 03:00;60;85,00;883,3;1600,5;88,7;0,0;0,0;717,5;0,0;88,4;Konečné;2024-01-09
