Delivery day;Period number;Period;Buy Orders (MW);Sell Orders (MW);Buy trades (MW);Sell trades (MW);Traded Quantity Difference (MW);Weighted average price of all trades (EUR/MWh);Total Traded Quantity (MW)
1.9.2025;65;16:00 - 16:15;756.7;2,359.3;21.5;74.7;-53.2;66.25;96.2
1.9.2025;66;16:15 - 16:30;60.6;76.4;14.1;43.7;-29.6;76.34;57.8
1.9.2025;67;16:30 - 16:45;3,032.0;57.7;27.0;17.9;9.1;94.15;44.9
1.9.2025;68;16:45 - 17:00;437.4;243.5;180.0;135.3;44.7;110.53;315.3
1.9.2025;69;17:00 - 17:15;121.3;191.3;73.3;28.1;45.2;82.27;101.4
1.9.2025;70;17:15 - 17:30;70.2;101.9;22.6;15.4;7.2;100.06;38.0
1.9.2025;71;17:30 - 17:45;48.8;97.6;16.5;41.2;-24.7;121.93;57.7
1.9.2025;72;17:45 - 18:00;356.8;387.6;41.8;68.1;-26.3;146.00;109.9
1.9.2025;73;18:00 - 18:15;42.3;84.8;12.0;31.1;-19.1;112.97;43.1
1.9.2025;74;18:15 - 18:30;42.5;40.3;13.5;11.6;1.9;132.46;25.1
1.9.2025;75;18:30 - 18:45;47.0;70.0;23.0;19.3;3.7;169.31;42.3
1.9.2025;76;18:45 - 19:00;249.1;176.4;27.5;17.5;10.0;242.25;45.0
1.9.2025;77;19:00 - 19:15;480.8;639.5;25.8;81.9;-56.1;230.64;107.7
1.9.2025;78;19:15 - 19:30;197.8;1,194.7;9.8;39.7;-29.9;272.42;49.5
1.9.2025;79;19:30 - 19:45;166.8;95.3;24.8;40.3;-15.5;331.97;65.1
1.9.2025;80;19:45 - 20:00;251.8;924.9;30.8;60.6;-29.8;390.36;91.4
1.9.2025;81;20:00 - 20:15;97.2;1,840.0;60.2;58.2;2.0;332.66;118.4
1.9.2025;82;20:15 - 20:30;93.9;477.8;21.3;16.5;4.8;232.34;37.8
1.9.2025;83;20:30 - 20:45;420.0;29.9;16.6;8.0;8.6;228.07;24.6
1.9.2025;84;20:45 - 21:00;45.3;341.4;18.0;41.1;-23.1;173.42;59.1
1.9.2025;85;21:00 - 21:15;466.9;662.2;237.4;164.4;73.0;180.59;401.8
1.9.2025;86;21:15 - 21:30;250.1;172.8;35.4;7.3;28.1;149.46;42.7
1.9.2025;87;21:30 - 21:45;90.3;82.2;8.7;13.2;-4.5;119.28;21.9
1.9.2025;88;21:45 - 22:00;360.8;680.5;53.4;153.0;-99.6;91.74;206.4
1.9.2025;89;22:00 - 22:15;334.6;118.9;102.2;48.7;53.5;130.48;150.9
1.9.2025;90;22:15 - 22:30;45.2;344.7;25.2;18.1;7.1;118.70;43.3
1.9.2025;91;22:30 - 22:45;163.2;70.8;5.2;22.8;-17.6;90.87;28.0
1.9.2025;92;22:45 - 23:00;70.4;247.8;49.2;143.3;-94.1;76.52;192.5
1.9.2025;93;23:00 - 23:15;69.8;18.3;47.8;3.3;44.5;107.59;51.1
1.9.2025;94;23:15 - 23:30;22.3;29.3;7.3;14.3;-7.0;95.88;21.6
1.9.2025;95;23:30 - 23:45;38.0;63.1;23.0;48.1;-25.1;88.85;71.1
1.9.2025;96;23:45 - 00:00;30.9;59.3;15.9;49.2;-33.3;83.49;65.1
2.9.2025;1;00:00 - 00:15;69.9;10.0;54.9;0.0;54.9;101.73;54.9
2.9.2025;2;00:15 - 00:30;34.4;10.0;19.4;0.0;19.4;94.32;19.4
2.9.2025;3;00:30 - 00:45;41.4;55.2;21.4;28.0;-6.6;83.93;49.4
2.9.2025;4;00:45 - 01:00;59.5;86.0;46.2;71.0;-24.8;76.28;117.2
2.9.2025;5;01:00 - 01:15;40.8;10.0;25.8;0.0;25.8;98.46;25.8
2.9.2025;6;01:15 - 01:30;30.8;14.0;20.8;4.0;16.8;93.48;24.8
2.9.2025;7;01:30 - 01:45;30.2;17.0;15.2;7.0;8.2;79.76;22.2
2.9.2025;8;01:45 - 02:00;32.8;50.2;12.8;35.2;-22.4;77.21;48.0
2.9.2025;9;02:00 - 02:15;58.0;15.9;42.7;5.6;37.1;94.09;48.3
2.9.2025;10;02:15 - 02:30;28.5;15.9;13.5;0.9;12.6;91.16;14.4
2.9.2025;11;02:30 - 02:45;23.5;12.9;8.5;2.9;5.6;85.15;11.4
2.9.2025;12;02:45 - 03:00;23.5;20.9;8.5;5.9;2.6;80.55;14.4
2.9.2025;13;03:00 - 03:15;15.0;16.0;0.0;1.0;-1.0;91.53;1.0
2.9.2025;14;03:15 - 03:30;15.8;17.0;0.8;2.0;-1.2;86.38;2.8
2.9.2025;15;03:30 - 03:45;16.0;11.8;1.0;1.8;-0.8;83.29;2.8
2.9.2025;16;03:45 - 04:00;43.2;11.0;25.8;1.0;24.8;96.78;26.8
2.9.2025;17;04:00 - 04:15;24.8;48.8;12.8;38.8;-26.0;84.49;51.6
2.9.2025;18;04:15 - 04:30;18.8;21.7;6.8;11.7;-4.9;81.37;18.5
2.9.2025;19;04:30 - 04:45;34.1;14.2;24.1;4.2;19.9;99.06;28.3
2.9.2025;20;04:45 - 05:00;122.6;23.1;67.1;13.1;54.0;103.15;80.2
2.9.2025;21;05:00 - 05:15;23.0;51.6;8.0;41.6;-33.6;89.16;49.6
2.9.2025;22;05:15 - 05:30;24.1;18.6;9.1;8.6;0.5;86.21;17.7
2.9.2025;23;05:30 - 05:45;69.1;20.1;54.1;5.1;49.0;108.41;59.2
2.9.2025;24;05:45 - 06:00;151.8;28.0;101.2;18.0;83.2;116.59;119.2
2.9.2025;25;06:00 - 06:15;59.0;183.4;44.0;107.7;-63.7;102.20;151.7
2.9.2025;26;06:15 - 06:30;28.0;22.9;13.0;7.2;5.8;110.24;20.2
2.9.2025;27;06:30 - 06:45;80.6;39.5;34.0;18.8;15.2;132.72;52.8
2.9.2025;28;06:45 - 07:00;52.1;19.7;37.1;4.0;33.1;132.02;41.1
2.9.2025;29;07:00 - 07:15;35.0;74.4;25.0;42.0;-17.0;155.08;67.0
2.9.2025;30;07:15 - 07:30;22.6;43.4;12.6;20.6;-8.0;141.00;33.2
2.9.2025;31;07:30 - 07:45;75.0;21.4;49.0;10.7;38.3;142.28;59.7
2.9.2025;32;07:45 - 08:00;99.0;32.4;47.0;16.0;31.0;132.14;63.0
2.9.2025;33;08:00 - 08:15;50.2;57.7;22.3;27.8;-5.5;155.74;50.1
2.9.2025;34;08:15 - 08:30;28.6;40.3;5.7;4.0;1.7;138.78;9.7
2.9.2025;35;08:30 - 08:45;42.7;36.2;32.7;19.9;12.8;124.56;52.6
2.9.2025;36;08:45 - 09:00;28.3;46.2;13.3;14.8;-1.5;107.42;28.1
2.9.2025;37;09:00 - 09:15;40.9;35.2;7.5;6.3;1.2;157.63;13.8
2.9.2025;38;09:15 - 09:30;33.9;319.7;4.0;22.2;-18.2;126.86;26.2
2.9.2025;39;09:30 - 09:45;52.2;447.3;15.3;16.7;-1.4;92.15;32.0
2.9.2025;40;09:45 - 10:00;280.8;176.6;260.8;142.2;118.6;94.98;403.0
2.9.2025;41;10:00 - 10:15;111.0;214.4;44.8;84.2;-39.4;87.96;129.0
2.9.2025;42;10:15 - 10:30;42.5;36.3;9.4;10.4;-1.0;90.01;19.8
2.9.2025;43;10:30 - 10:45;34.6;76.4;8.2;4.8;3.4;81.67;13.0
2.9.2025;44;10:45 - 11:00;37.9;33.8;9.4;3.2;6.2;72.77;12.6
2.9.2025;45;11:00 - 11:15;40.2;119.8;20.1;41.6;-21.5;80.79;61.7
2.9.2025;46;11:15 - 11:30;89.1;99.0;4.0;17.9;-13.9;71.58;21.9
2.9.2025;47;11:30 - 11:45;185.3;88.4;22.0;8.0;14.0;65.48;30.0
2.9.2025;48;11:45 - 12:00;601.1;33.4;442.7;8.5;434.2;59.86;451.2
2.9.2025;49;12:00 - 12:15;77.6;4,385.3;9.0;18.5;-9.5;58.35;27.5
2.9.2025;50;12:15 - 12:30;76.5;34.9;8.1;0.0;8.1;61.12;8.1
2.9.2025;51;12:30 - 12:45;527.9;34.9;25.2;0.0;25.2;49.08;25.2
2.9.2025;52;12:45 - 13:00;226.3;48.8;37.2;23.9;13.3;31.27;61.1
2.9.2025;53;13:00 - 13:15;745.8;224.6;34.5;15.1;19.4;65.40;49.6
2.9.2025;54;13:15 - 13:30;2,876.0;39.3;15.4;7.1;8.3;54.75;22.5
2.9.2025;55;13:30 - 13:45;97.5;67.3;16.3;14.6;1.7;37.83;30.9
2.9.2025;56;13:45 - 14:00;31.9;95.4;13.3;20.1;-6.8;37.77;33.4
2.9.2025;57;14:00 - 14:15;136.2;66.6;27.7;13.9;13.8;52.49;41.6
2.9.2025;58;14:15 - 14:30;58.2;31.9;13.2;1.2;12.0;63.83;14.4
2.9.2025;59;14:30 - 14:45;482.4;56.0;9.2;6.5;2.7;74.13;15.7
2.9.2025;60;14:45 - 15:00;37.1;1,132.5;2.1;16.8;-14.7;72.13;18.9
2.9.2025;61;15:00 - 15:15;64.5;23.3;15.8;12.6;3.2;65.74;28.4
2.9.2025;62;15:15 - 15:30;1,362.5;21.3;13.0;10.6;2.4;73.34;23.6
2.9.2025;63;15:30 - 15:45;46.2;12.7;31.2;2.7;28.5;82.68;33.9
2.9.2025;64;15:45 - 16:00;447.4;96.7;30.6;86.7;-56.1;100.08;117.3
2.9.2025;65;16:00 - 16:15;189.6;1,206.0;179.6;132.9;46.7;85.69;312.5
2.9.2025;66;16:15 - 16:30;431.2;42.1;32.2;31.4;0.8;88.14;63.6
2.9.2025;67;16:30 - 16:45;153.6;19.1;49.1;9.1;40.0;104.39;58.2
2.9.2025;68;16:45 - 17:00;911.9;68.2;84.0;18.2;65.8;139.59;102.2
2.9.2025;69;17:00 - 17:15;5,804.7;83.4;78.1;37.3;40.8;86.65;115.4
2.9.2025;70;17:15 - 17:30;2,252.2;223.1;74.9;33.1;41.8;96.23;108.0
2.9.2025;71;17:30 - 17:45;212.7;520.3;50.9;31.0;19.9;154.14;81.9
2.9.2025;72;17:45 - 18:00;3,395.0;47.1;93.5;37.1;56.4;167.34;130.6
2.9.2025;73;18:00 - 18:15;1,213.9;440.7;38.9;70.4;-31.5;132.75;109.3
2.9.2025;74;18:15 - 18:30;955.1;418.0;8.4;16.0;-7.6;138.09;24.4
2.9.2025;75;18:30 - 18:45;14.0;407.4;10.0;13.7;-3.7;201.86;23.7
2.9.2025;76;18:45 - 19:00;2,929.6;2,804.1;19.3;41.1;-21.8;251.77;60.4
2.9.2025;77;19:00 - 19:15;14.0;54.9;13.2;45.5;-32.3;234.10;58.7
2.9.2025;78;19:15 - 19:30;12.6;15.2;12.0;12.3;-0.3;285.30;24.3
2.9.2025;79;19:30 - 19:45;22.4;27.3;18.2;19.3;-1.1;326.07;37.5
2.9.2025;80;19:45 - 20:00;27.3;24.4;23.5;20.4;3.1;360.94;43.9
2.9.2025;81;20:00 - 20:15;19.4;22.6;19.4;22.6;-3.2;350.00;42.0
2.9.2025;82;20:15 - 20:30;22.3;11.0;19.8;11.0;8.8;277.98;30.8
2.9.2025;83;20:30 - 20:45;6.8;2.7;6.8;2.7;4.1;255.79;9.5
2.9.2025;84;20:45 - 21:00;12.3;37.7;12.3;33.0;-20.7;195.32;45.3
2.9.2025;85;21:00 - 21:15;127.2;52.6;124.2;52.6;71.6;156.80;176.8
2.9.2025;86;21:15 - 21:30;21.3;18.0;21.3;18.0;3.3;139.60;39.3
2.9.2025;87;21:30 - 21:45;3.4;16.6;1.4;16.6;-15.2;113.62;18.0
2.9.2025;88;21:45 - 22:00;101.4;208.6;56.4;153.6;-97.2;93.05;210.0
2.9.2025;89;22:00 - 22:15;216.0;71.1;111.0;44.2;66.8;123.22;155.2
2.9.2025;90;22:15 - 22:30;53.0;25.7;27.0;0.0;27.0;106.05;27.0
2.9.2025;91;22:30 - 22:45;83.0;108.0;34.0;33.0;1.0;83.36;67.0
2.9.2025;92;22:45 - 23:00;140.0;200.8;53.0;127.0;-74.0;66.57;180.0
2.9.2025;93;23:00 - 23:15;133.9;67.3;45.9;0.7;45.2;108.32;46.6
2.9.2025;94;23:15 - 23:30;75.6;62.6;16.7;8.0;8.7;98.05;24.7
2.9.2025;95;23:30 - 23:45;102.7;109.7;25.9;56.6;-30.7;82.70;82.5
2.9.2025;96;23:45 - 00:00;97.9;100.9;35.9;36.2;-0.3;76.26;72.1
3.9.2025;1;00:00 - 00:15;96.6;35.0;74.5;0.0;74.5;110.84;74.5
3.9.2025;2;00:15 - 00:30;54.5;20.0;32.0;0.0;32.0;107.80;32.0
3.9.2025;3;00:30 - 00:45;31.8;43.0;10.5;13.0;-2.5;96.65;23.5
3.9.2025;4;00:45 - 01:00;46.5;97.5;5.3;37.5;-32.2;96.19;42.8
3.9.2025;5;01:00 - 01:15;69.1;30.0;15.0;0.0;15.0;115.59;15.0
3.9.2025;6;01:15 - 01:30;35.0;35.0;5.0;0.0;5.0;95.53;5.0
3.9.2025;7;01:30 - 01:45;40.9;41.0;11.4;11.0;0.4;93.14;22.4
3.9.2025;8;01:45 - 02:00;32.9;54.0;11.9;19.0;-7.1;82.11;30.9
3.9.2025;9;02:00 - 02:15;56.5;30.0;9.7;0.0;9.7;114.54;9.7
3.9.2025;10;02:15 - 02:30;27.3;30.0;7.1;0.0;7.1;96.65;7.1
3.9.2025;11;02:30 - 02:45;21.4;32.0;1.3;2.0;-0.7;79.81;3.3
3.9.2025;12;02:45 - 03:00;32.0;36.4;2.0;6.4;-4.4;76.74;8.4
3.9.2025;13;03:00 - 03:15;35.0;52.0;3.0;22.0;-19.0;92.97;25.0
3.9.2025;14;03:15 - 03:30;22.8;48.0;0.9;23.0;-22.1;86.80;23.9
3.9.2025;15;03:30 - 03:45;21.9;53.0;0.1;23.0;-22.9;84.21;23.1
3.9.2025;16;03:45 - 04:00;23.3;63.7;0.9;37.7;-36.8;79.63;38.6
3.9.2025;17;04:00 - 04:15;21.3;66.7;0.8;36.7;-35.9;78.51;37.5
3.9.2025;18;04:15 - 04:30;20.8;55.0;0.8;30.0;-29.2;85.54;30.8
3.9.2025;19;04:30 - 04:45;33.7;52.7;9.1;22.7;-13.6;89.04;31.8
3.9.2025;20;04:45 - 05:00;53.6;62.0;27.1;22.0;5.1;94.04;49.1
3.9.2025;21;05:00 - 05:15;48.9;971.4;8.9;69.7;-60.8;123.22;78.6
3.9.2025;22;05:15 - 05:30;20.1;4,974.0;0.1;34.0;-33.9;106.72;34.1
3.9.2025;23;05:30 - 05:45;508.9;117.0;15.0;22.0;-7.0;141.86;37.0
3.9.2025;24;05:45 - 06:00;2,136.1;72.0;2.4;22.0;-19.6;127.46;24.4
3.9.2025;25;06:00 - 06:15;41.9;149.7;0.0;89.7;-89.7;114.86;89.7
3.9.2025;26;06:15 - 06:30;67.6;41.7;0.7;11.7;-11.0;143.13;12.4
3.9.2025;27;06:30 - 06:45;710.4;34.7;0.0;4.7;-4.7;154.44;4.7
3.9.2025;28;06:45 - 07:00;4,387.1;44.7;60.9;4.7;56.2;151.54;65.6
3.9.2025;29;07:00 - 07:15;158.7;97.6;18.0;51.7;-33.7;139.78;69.7
3.9.2025;30;07:15 - 07:30;25.8;36.8;0.0;6.8;-6.8;135.35;6.8
3.9.2025;31;07:30 - 07:45;51.9;33.8;22.0;13.8;8.2;154.93;35.8
3.9.2025;32;07:45 - 08:00;76.4;44.0;46.4;13.3;33.1;103.58;59.7
3.9.2025;33;08:00 - 08:15;4,284.0;90.4;11.0;37.4;-26.4;141.49;48.4
3.9.2025;34;08:15 - 08:30;10,709.7;96.4;12.2;16.4;-4.2;124.62;28.6
3.9.2025;35;08:30 - 08:45;7,901.4;10,982.8;27.1;18.1;9.0;89.77;45.2
3.9.2025;36;08:45 - 09:00;5,227.5;8,332.6;180.7;16.9;163.8;95.33;197.6
3.9.2025;37;09:00 - 09:15;393.6;188.2;39.0;71.7;-32.7;119.70;110.7
3.9.2025;38;09:15 - 09:30;57.0;574.7;11.4;47.1;-35.7;94.51;58.5
3.9.2025;39;09:30 - 09:45;6,645.9;14,090.2;4.3;81.4;-77.1;69.70;85.7
3.9.2025;40;09:45 - 10:00;1,635.8;12,558.2;506.8;111.1;395.7;51.90;617.9
3.9.2025;41;10:00 - 10:15;105.0;203.7;13.0;70.2;-57.2;75.69;83.2
3.9.2025;42;10:15 - 10:30;90.0;2,247.6;20.0;78.4;-58.4;37.17;98.4
3.9.2025;43;10:30 - 10:45;69.1;125.9;9.1;37.2;-28.1;11.60;46.3
3.9.2025;44;10:45 - 11:00;29.1;921.8;2.8;31.0;-28.2;-7.04;33.8
3.9.2025;45;11:00 - 11:15;124.2;1,094.9;38.5;121.7;-83.2;15.33;160.2
3.9.2025;46;11:15 - 11:30;60.2;1,026.7;15.0;71.7;-56.7;-2.66;86.7
3.9.2025;47;11:30 - 11:45;53.2;11,495.2;18.0;60.5;-42.5;-14.42;78.5
3.9.2025;48;11:45 - 12:00;48.9;7,237.8;13.4;50.8;-37.4;-25.72;64.2
3.9.2025;49;12:00 - 12:15;218.2;299.8;30.5;66.2;-35.7;-1.40;96.7
3.9.2025;50;12:15 - 12:30;26.9;1,315.7;8.1;27.0;-18.9;-12.52;35.1
3.9.2025;51;12:30 - 12:45;41.9;493.2;12.1;26.7;-14.6;-16.85;38.8
3.9.2025;52;12:45 - 13:00;201.1;279.2;61.7;29.8;31.9;-6.60;91.5
3.9.2025;53;13:00 - 13:15;52.3;1,595.9;32.1;41.9;-9.8;0.13;74.0
3.9.2025;54;13:15 - 13:30;78.8;980.9;14.6;63.6;-49.0;-3.50;78.2
3.9.2025;55;13:30 - 13:45;34.4;1,685.2;9.1;89.8;-80.7;-6.55;98.9
3.9.2025;56;13:45 - 14:00;71.7;910.5;11.1;83.8;-72.7;-11.31;94.9
3.9.2025;57;14:00 - 14:15;4,949.1;6,101.0;246.4;157.0;89.4;-8.11;403.4
3.9.2025;58;14:15 - 14:30;332.7;11,799.0;258.4;149.0;109.4;-1.51;407.4
3.9.2025;59;14:30 - 14:45;285.5;963.9;180.3;110.9;69.4;10.59;291.2
3.9.2025;60;14:45 - 15:00;41,009.5;310.5;165.2;84.1;81.1;23.30;249.3
3.9.2025;61;15:00 - 15:15;2,873.8;95.6;4.6;3.6;1.0;-4.25;8.2
3.9.2025;62;15:15 - 15:30;93.6;1,135.4;65.3;56.7;8.6;-6.19;122.0
3.9.2025;63;15:30 - 15:45;1,275.6;303.8;38.5;40.8;-2.3;64.31;79.3
3.9.2025;64;15:45 - 16:00;3,587.6;2,260.9;47.0;66.5;-19.5;95.95;113.5
3.9.2025;65;16:00 - 16:15;20.0;1,449.4;8.0;54.5;-46.5;32.50;62.5
3.9.2025;66;16:15 - 16:30;35.2;358.3;10.2;23.3;-13.1;43.43;33.5
3.9.2025;67;16:30 - 16:45;35.2;617.2;25.2;42.2;-17.0;99.84;67.4
3.9.2025;68;16:45 - 17:00;174.6;691.6;38.0;118.7;-80.7;122.51;156.7
3.9.2025;69;17:00 - 17:15;436.4;77.1;109.0;45.7;63.3;97.64;154.7
3.9.2025;70;17:15 - 17:30;3,404.0;90.6;53.3;9.1;44.2;54.30;62.4
3.9.2025;71;17:30 - 17:45;109.9;57.9;72.9;27.2;45.7;70.96;100.1
3.9.2025;72;17:45 - 18:00;154.6;95.2;123.5;43.3;80.2;87.63;166.8
3.9.2025;73;18:00 - 18:15;74.6;15,989.8;15.1;106.1;-91.0;102.19;121.2
3.9.2025;74;18:15 - 18:30;3,928.3;2,265.0;13.6;82.8;-69.2;137.42;96.4
3.9.2025;75;18:30 - 18:45;1,610.7;6,677.9;31.7;121.1;-89.4;151.16;152.8
3.9.2025;76;18:45 - 19:00;90.3;5,531.7;32.0;135.8;-103.8;173.20;167.8
3.9.2025;77;19:00 - 19:15;500.3;148.0;33.0;78.0;-45.0;139.49;111.0
3.9.2025;78;19:15 - 19:30;7,002.1;107.3;21.0;66.9;-45.9;183.62;87.9
3.9.2025;79;19:30 - 19:45;1,983.0;165.6;20.5;89.2;-68.7;211.88;109.7
3.9.2025;80;19:45 - 20:00;185.0;319.2;25.0;90.0;-65.0;278.90;115.0
3.9.2025;81;20:00 - 20:15;1,374.2;7,517.9;28.8;92.9;-64.1;213.84;121.7
3.9.2025;82;20:15 - 20:30;546.9;491.1;35.9;77.9;-42.0;154.54;113.8
3.9.2025;83;20:30 - 20:45;530.1;1,166.9;20.1;61.8;-41.7;140.34;81.9
3.9.2025;84;20:45 - 21:00;2,280.3;9,193.6;15.2;56.2;-41.0;121.89;71.4
3.9.2025;85;21:00 - 21:15;260.5;148.0;7.2;10.2;-3.0;169.63;17.4
3.9.2025;86;21:15 - 21:30;160.7;2,120.0;27.1;27.1;0.0;133.84;54.2
3.9.2025;87;21:30 - 21:45;240.1;1,303.9;15.1;18.7;-3.6;98.87;33.8
3.9.2025;88;21:45 - 22:00;168.1;1,262.8;121.1;163.3;-42.2;70.95;284.4
3.9.2025;89;22:00 - 22:15;425.3;1,734.6;4.9;9.9;-5.0;113.01;14.8
3.9.2025;90;22:15 - 22:30;48.0;134.6;19.9;19.9;0.0;94.00;39.8
3.9.2025;91;22:30 - 22:45;59.2;182.2;35.2;49.4;-14.2;73.21;84.6
3.9.2025;92;22:45 - 23:00;68.0;7,355.5;48.0;100.6;-52.6;61.01;148.6
3.9.2025;93;23:00 - 23:15;134.3;101.0;40.0;40.0;0.0;110.27;80.0
3.9.2025;94;23:15 - 23:30;105.0;50.0;2.0;19.5;-17.5;79.37;21.5
