lead_time,feature,importance,pct
12,proxy_rolling_mean4,8224257.596755981,16.420744897706886
12,baseline_pred,7144063.97693634,14.264005074992017
12,reg_cumulative_mean,6173077.846496582,12.32531147747484
12,reg_hist_mean_20,4578992.543579102,9.142523511942636
12,proxy_lag1_if_positive,3489794.1509552,6.967804549428099
12,proxy_lag1_if_negative,2955532.846862793,5.90108594534667
12,proxy_lag1,2358410.975631714,4.70885846402428
12,proxy_deviation_from_hour_mean,1650923.579864502,3.296272597450884
12,proxy_rolling_max4,949067.8252716064,1.8949309972432882
12,reg_hist_mean_10,936916.5293502808,1.870669435861828
12,proxy_same_hour_yesterday,696436.0708694458,1.3905205330411046
12,proxy_lag4,691615.6432342529,1.3808959545835209
12,load_deviation,607444.2691497803,1.2128374222151077
12,hour_cos,544292.1021728516,1.0867463299231326
12,hour_sin,520017.3875427246,1.0382788674541583
12,load_hist_mean_10,454151.89779663086,0.9067702915178025
12,proxy_rolling_min4,422452.4468536377,0.8434784270293186
12,hour_proxy_mean,359212.4124908447,0.7172118966614893
12,proxy_avg_lag2_lag4,326588.35525512695,0.6520739416432492
12,proxy_deviation_from_mean8,290697.18340301514,0.5804127892377414
9,baseline_pred,38474394.21509552,69.06562285431632
9,reg_cumulative_mean,4154859.9715042114,7.458414814802117
9,reg_trend,1867138.8534622192,3.35171249608048
9,proxy_rolling_mean4,1558925.241569519,2.7984363363951417
9,proxy_lag1,1235033.0329284668,2.2170154307820886
9,reg_hist_mean_20,945742.2360305786,1.6977077332502342
9,proxy_lag4,503139.7964439392,0.9031893583540939
9,load_deviation,471271.62184906006,0.8459826011711084
9,reg_std,443349.7126312256,0.7958598093571497
9,load_hist_mean_10,391807.78439331055,0.7033365754119251
9,hour_cos,382276.89262390137,0.6862276126890486
9,hour_sin,347962.94773101807,0.6246304381275365
9,hour_proxy_mean,343823.89527511597,0.6172003994816934
9,proxy_same_hour_yesterday,340297.62535858154,0.6108703705596958
9,reg_hist_std_10,311797.42042541504,0.5597094765328705
9,proxy_rolling_mean16,294199.6672973633,0.5281196411262217
9,proxy_avg_lag2_lag4,286256.03507995605,0.5138599778355237
9,proxy_rolling_std16,280141.2546234131,0.5028832976443423
9,load_hist_trend_10,274912.576461792,0.4934972651595102
9,proxy_lag3,214328.7276611328,0.38474282372667945
6,baseline_pred,36856485.013607025,63.15308892723458
6,reg_cumulative_mean,15699665.047576904,26.901163866043543
6,reg_trend,1382981.281739235,2.369719734210517
6,proxy_rolling_mean4,832263.4156360626,1.4260721140158552
6,hour_cos,503055.25354385376,0.8619783777709288
6,hour_sin,445486.33671951294,0.7633348168803576
6,proxy_lag1,443872.8643722534,0.7605701538206412
6,reg_hist_std_10,388021.7579135895,0.6648700377741367
6,reg_range,316511.30634498596,0.5423378455297753
6,proxy_rolling_mean8,314056.42860126495,0.5381314456954593
6,reg_std,297468.34365463257,0.5097079863400586
6,proxy_rolling_std4,297110.51103401184,0.5090948449810065
6,reg_hist_mean_10,205427.11585235596,0.3519965865084402
6,proxy_momentum,198547.33299350739,0.3402081715653299
6,proxy_lag2,165749.1377029419,0.2840089072276378
6,proxy_last_sign,13840.893768310547,0.02371618440173598
3,baseline_pred,48815062.22801113,81.52858794041052
3,reg_cumulative_mean,7258188.759298325,12.12228057369952
3,reg_trend,1570881.4681959152,2.623611280583015
3,proxy_rolling_mean4,726051.3651218414,1.2126163497262614
3,proxy_lag1,342459.4925558567,0.5719595055406339
3,hour_cos,302264.67621707916,0.5048280410078643
3,reg_range,294480.68686294556,0.4918275933668994
3,hour_sin,284752.3738851547,0.47557982917442565
3,reg_std,280638.41210639477,0.4687088864908648
0,baseline_pred,33943208.29027498,55.37641179071442
0,reg_cumulative_mean,23968794.292990208,39.10372324103011
0,reg_trend,2314918.53801167,3.7766577963586587
0,reg_range,375913.5627772808,0.6132815752727021
0,reg_std,350826.38752293587,0.5723532771675269
0,proxy_lag1,341766.33631902933,0.557572319456578
