lead_time,feature,importance,pct
12,proxy_rolling_mean4,12407563.223709106,25.864930525935932
12,reg_cumulative_mean,7474686.038230896,15.581805355026901
12,baseline_pred,7254037.264953613,15.12183871302386
12,proxy_lag1,7121713.970108032,14.845996247711742
12,reg_hist_mean_20,3732905.1564712524,7.7816514646115955
12,reg_hist_mean_10,1247584.529762268,2.6007272020885286
12,load_deviation,875359.0608978271,1.8247822628142534
12,hour_cos,801026.9787368774,1.6698288600971656
12,hour_sin,675333.5994262695,1.4078071830907823
12,reg_hist_max_10,613494.5703048706,1.2788969238256944
9,baseline_pred,36833353.49779892,67.14814320908452
9,reg_cumulative_mean,5217350.7991371155,9.511363624640527
9,proxy_rolling_mean4,2463964.8737564087,4.4918708315558655
9,reg_trend,1719742.4671096802,3.1351343958167104
9,proxy_lag1,1402598.4712524414,2.5569727996157083
9,reg_hist_mean_20,1331051.6283226013,2.4265410794765723
9,load_deviation,687633.6910896301,1.253573763448856
9,reg_std,640880.4469127655,1.1683414064313227
9,hour_sin,500935.90710639954,0.9132189397569582
9,hour_cos,500690.2999572754,0.9127711916575746
6,baseline_pred,48859730.966259,84.15521113272624
6,reg_cumulative_mean,4134470.889989853,7.121145855458787
6,reg_trend,1016699.6770420074,1.751147095736777
6,proxy_rolling_mean4,768285.7398700714,1.3232829442650336
6,proxy_lag1,508158.1544904709,0.8752433943914608
6,hour_cos,492934.7507286072,0.8490228497342852
6,reg_hist_std_10,479399.6160097122,0.8257101523973905
6,hour_sin,437044.8343448639,0.7527589608333748
6,proxy_lag3,352476.2199039459,0.6070993457939002
6,reg_std,277550.4404144287,0.4780483938642076
3,baseline_pred,51249818.105784416,85.80322423550442
3,reg_cumulative_mean,4417083.19272995,7.395147800727687
3,reg_trend,1487035.4882874489,2.489617410628035
3,proxy_rolling_mean4,907763.2075386047,1.519790955909452
3,proxy_lag1,500422.16743659973,0.8378143968501898
3,hour_sin,362109.35065078735,0.60624897726526
3,reg_range,288164.01915857196,0.4824485796502067
3,reg_std,271721.7125606537,0.45492062009612466
3,reg_hist_mean_10,244138.92492198944,0.4087410978992745
3,proxy_last_sign,1222.020606994629,0.002045925469353673
0,baseline_pred,33701141.43016136,54.90856200766655
0,reg_cumulative_mean,24276803.625902653,39.55368633442863
0,reg_trend,2296119.829609871,3.7410198198311506
0,proxy_lag1,390898.96267199516,0.6368834709971725
0,reg_std,361961.5685687065,0.5897363824704115
0,reg_range,348516.7801823616,0.5678310710933054
0,proxy_last_sign,1399.9526863098145,0.0022809135127763464
