Delivery day;Period number;Period;Buy Orders (MWh);Sell Orders (MWh);Buy trades (MWh);Sell trades (MWh);Traded Quantity Difference (MWh);Weighted average price of all trades (EUR/MWh);Total Traded Quantity (MWh)
3.11.2025;19;18:00 - 19:00;210.3;3,288.7;126.2;226.1;-99.9;135.03;352.3
3.11.2025;20;19:00 - 20:00;1,630.5;26,728.6;107.1;226.9;-119.8;126.14;334.0
3.11.2025;21;20:00 - 21:00;12,106.6;3,407.4;53.2;142.7;-89.5;97.85;195.9
3.11.2025;22;21:00 - 22:00;230.0;462.0;66.2;177.1;-110.9;95.80;243.3
3.11.2025;23;22:00 - 23:00;2,878.8;4,999.3;89.2;158.4;-69.2;82.93;247.6
3.11.2025;24;23:00 - 00:00;419.8;1,093.3;68.2;77.5;-9.3;67.91;145.7
4.11.2025;1;00:00 - 01:00;1,137.7;41.7;1.5;1.5;0.0;125.00;3.0
4.11.2025;2;01:00 - 02:00;4,746.5;28.7;3.5;3.5;0.0;101.86;7.0
4.11.2025;3;02:00 - 03:00;9,974.2;23.7;6.0;6.0;0.0;86.49;12.0
4.11.2025;4;03:00 - 04:00;3,057.2;75.2;47.0;47.0;0.0;80.80;94.0
4.11.2025;5;04:00 - 05:00;367.4;67.2;48.0;48.0;0.0;84.00;96.0
4.11.2025;6;05:00 - 06:00;11,577.1;122.5;51.6;88.6;-37.0;99.55;140.2
4.11.2025;7;06:00 - 07:00;189.7;355.5;20.2;171.2;-151.0;153.56;191.4
4.11.2025;8;07:00 - 08:00;5,695.9;203.5;24.1;121.5;-97.4;133.87;145.6
4.11.2025;9;08:00 - 09:00;149.3;271.9;23.0;65.0;-42.0;107.65;88.0
4.11.2025;10;09:00 - 10:00;1,375.0;200.8;12.5;52.3;-39.8;92.66;64.8
4.11.2025;11;10:00 - 11:00;463.0;1,040.5;47.4;49.1;-1.7;83.59;96.5
4.11.2025;12;11:00 - 12:00;261.5;2,667.4;77.1;56.0;21.1;74.80;133.1
4.11.2025;13;12:00 - 13:00;2,495.7;2,506.4;94.7;57.9;36.8;72.54;152.6
4.11.2025;14;13:00 - 14:00;8,668.4;5,786.4;124.6;55.8;68.8;83.78;180.4
4.11.2025;15;14:00 - 15:00;18,764.0;6,789.0;70.4;103.4;-33.0;96.09;173.8
4.11.2025;16;15:00 - 16:00;4,940.7;3,179.7;48.4;90.6;-42.2;125.10;139.0
4.11.2025;17;16:00 - 17:00;5,827.7;1,190.0;42.2;216.4;-174.2;199.81;258.6
4.11.2025;18;17:00 - 18:00;2,738.9;2,972.0;245.5;197.5;48.0;166.83;443.0
4.11.2025;19;18:00 - 19:00;5,568.0;26,309.8;292.0;345.6;-53.6;123.00;637.6
4.11.2025;20;19:00 - 20:00;6,240.8;7,047.7;180.4;208.4;-28.0;119.85;388.8
4.11.2025;21;20:00 - 21:00;7,944.4;12,933.4;201.8;315.3;-113.5;146.19;517.1
4.11.2025;22;21:00 - 22:00;17,361.3;30,445.6;169.1;162.2;6.9;90.30;331.3
4.11.2025;23;22:00 - 23:00;3,307.1;2,623.6;120.4;122.0;-1.6;91.82;242.4
4.11.2025;24;23:00 - 00:00;2,747.9;494.5;128.3;153.3;-25.0;101.74;281.6
5.11.2025;1;00:00 - 01:00;85.4;66.7;25.0;0.0;25.0;93.53;25.0
5.11.2025;2;01:00 - 02:00;5,749.0;90.7;110.0;34.3;75.7;89.73;144.3
5.11.2025;3;02:00 - 03:00;5,882.6;77.7;21.4;20.7;0.7;90.26;42.1
5.11.2025;4;03:00 - 04:00;8,728.5;74.4;24.3;24.3;0.0;101.20;48.6
5.11.2025;5;04:00 - 05:00;19,920.1;74.7;24.1;24.2;-0.1;98.14;48.3
5.11.2025;6;05:00 - 06:00;91.7;2,602.0;15.5;26.0;-10.5;93.25;41.5
5.11.2025;7;06:00 - 07:00;71.5;716.7;4.5;47.8;-43.3;129.36;52.3
5.11.2025;8;07:00 - 08:00;34,450.4;119.4;13.4;42.9;-29.5;151.80;56.3
5.11.2025;9;08:00 - 09:00;19,342.3;119.1;7.2;22.0;-14.8;108.40;29.2
5.11.2025;10;09:00 - 10:00;19,011.8;231.5;64.8;45.2;19.6;88.12;110.0
5.11.2025;11;10:00 - 11:00;3,369.9;901.4;162.9;73.3;89.6;69.64;236.2
5.11.2025;12;11:00 - 12:00;4,039.7;1,894.2;131.5;103.9;27.6;80.97;235.4
5.11.2025;13;12:00 - 13:00;10,294.7;10,163.4;129.1;99.0;30.1;79.31;228.1
5.11.2025;14;13:00 - 14:00;2,776.6;7,441.8;101.2;76.3;24.9;77.71;177.5
5.11.2025;15;14:00 - 15:00;52,806.8;70,621.8;16.0;16.0;0.0;104.00;32.0
5.11.2025;16;15:00 - 16:00;13,985.6;18,194.1;64.2;77.5;-13.3;117.77;141.7
5.11.2025;17;16:00 - 17:00;47,698.3;1,010.5;94.3;156.0;-61.7;122.64;250.3
5.11.2025;18;17:00 - 18:00;408.2;391.8;65.7;105.5;-39.8;135.98;171.2
5.11.2025;19;18:00 - 19:00;6,576.5;15,347.8;134.8;239.5;-104.7;120.62;374.3
5.11.2025;20;19:00 - 20:00;13,712.4;1,769.7;38.4;38.4;0.0;114.20;76.8
5.11.2025;21;20:00 - 21:00;90,818.4;20,201.3;30.2;83.3;-53.1;93.20;113.5
5.11.2025;22;21:00 - 22:00;38,400.0;23,490.3;63.0;24.0;39.0;114.31;87.0
5.11.2025;23;22:00 - 23:00;25,859.8;386.9;24.3;31.2;-6.9;136.73;55.5
5.11.2025;24;23:00 - 00:00;32,437.9;480.5;19.3;29.3;-10.0;147.93;48.6
6.11.2025;1;00:00 - 01:00;138.7;92.8;18.5;15.6;2.9;90.09;34.1
6.11.2025;2;01:00 - 02:00;74.0;65.4;22.5;5.5;17.0;81.74;28.0
6.11.2025;3;02:00 - 03:00;75.4;68.0;11.4;8.4;3.0;81.72;19.8
6.11.2025;4;03:00 - 04:00;83.7;1,775.4;11.2;9.0;2.2;82.37;20.2
6.11.2025;5;04:00 - 05:00;144.7;64.3;24.0;9.0;15.0;85.04;33.0
6.11.2025;6;05:00 - 06:00;52.8;104.0;11.3;12.3;-1.0;89.23;23.6
6.11.2025;7;06:00 - 07:00;85.0;1,750.2;19.5;48.0;-28.5;106.10;67.5
6.11.2025;8;07:00 - 08:00;2,265.4;1,539.1;12.5;6.4;6.1;129.87;18.9
6.11.2025;9;08:00 - 09:00;30,146.9;11,581.7;15.1;24.9;-9.8;129.88;40.0
6.11.2025;10;09:00 - 10:00;16,298.0;25,114.0;65.8;34.4;31.4;100.42;100.2
6.11.2025;11;10:00 - 11:00;2,331.5;1,442.4;76.5;34.8;41.7;88.49;111.3
6.11.2025;12;11:00 - 12:00;1,345.4;389.2;108.0;50.0;58.0;87.74;158.0
6.11.2025;13;12:00 - 13:00;8,519.4;15,897.2;103.5;60.9;42.6;84.09;164.4
6.11.2025;14;13:00 - 14:00;19,470.0;2,624.4;111.1;66.5;44.6;89.53;177.6
6.11.2025;15;14:00 - 15:00;9,281.2;5,195.9;85.0;70.7;14.3;104.05;155.7
6.11.2025;16;15:00 - 16:00;24,860.4;63,091.7;77.4;91.1;-13.7;124.21;168.5
6.11.2025;17;16:00 - 17:00;187.4;1,254.1;48.0;113.7;-65.7;140.12;161.7
6.11.2025;18;17:00 - 18:00;348.0;1,776.6;115.1;167.0;-51.9;142.22;282.1
6.11.2025;19;18:00 - 19:00;234.2;955.7;76.3;65.7;10.6;131.17;142.0
6.11.2025;20;19:00 - 20:00;207.2;226.3;79.4;73.6;5.8;124.53;153.0
6.11.2025;21;20:00 - 21:00;202.6;492.0;82.0;63.0;19.0;112.69;145.0
6.11.2025;22;21:00 - 22:00;136.1;129.1;64.0;42.1;21.9;96.88;106.1
6.11.2025;23;22:00 - 23:00;6,583.3;60,941.3;36.3;57.1;-20.8;106.93;93.4
6.11.2025;24;23:00 - 00:00;130,509.0;9,250.7;8.5;21.9;-13.4;112.83;30.4
7.11.2025;1;00:00 - 01:00;283.3;48.1;135.0;3.5;131.5;87.02;138.5
7.11.2025;2;01:00 - 02:00;461.0;51.5;177.0;2.0;175.0;86.60;179.0
7.11.2025;3;02:00 - 03:00;467.3;44.9;182.0;1.1;180.9;86.21;183.1
7.11.2025;4;03:00 - 04:00;603.4;60.9;184.6;5.2;179.4;85.68;189.8
7.11.2025;5;04:00 - 05:00;250.8;54.4;149.0;8.7;140.3;86.39;157.7
7.11.2025;6;05:00 - 06:00;88.0;62.9;29.0;10.7;18.3;89.80;39.7
7.11.2025;7;06:00 - 07:00;75.0;79.0;20.1;39.1;-19.0;107.64;59.2
7.11.2025;8;07:00 - 08:00;112.5;128.1;9.8;15.9;-6.1;122.05;25.7
7.11.2025;9;08:00 - 09:00;173.5;167.2;48.5;17.2;31.3;121.96;65.7
7.11.2025;10;09:00 - 10:00;1,046.2;409.3;52.3;53.4;-1.1;101.27;105.7
7.11.2025;11;10:00 - 11:00;217.5;241.9;53.1;54.1;-1.0;98.64;107.2
7.11.2025;12;11:00 - 12:00;2,092.3;470.6;108.9;55.4;53.5;93.71;164.3
7.11.2025;13;12:00 - 13:00;2,623.2;577.1;41.7;55.1;-13.4;95.06;96.8
7.11.2025;14;13:00 - 14:00;2,271.5;2,524.4;65.7;76.7;-11.0;102.38;142.4
7.11.2025;15;14:00 - 15:00;5,006.4;3,857.1;13.0;28.5;-15.5;114.96;41.5
7.11.2025;16;15:00 - 16:00;8,894.6;15,528.0;91.3;78.3;13.0;133.44;169.6
7.11.2025;17;16:00 - 17:00;41,348.0;45,079.4;80.9;236.8;-155.9;182.37;317.7
7.11.2025;18;17:00 - 18:00;1,438.5;46,728.3;123.5;266.3;-142.8;186.84;389.8
7.11.2025;19;18:00 - 19:00;15,596.4;3,497.3;40.0;58.0;-18.0;146.65;98.0
7.11.2025;20;19:00 - 20:00;5,706.3;13,742.2;28.0;28.0;0.0;146.44;56.0
7.11.2025;21;20:00 - 21:00;27,367.0;11,149.9;25.4;31.8;-6.4;128.93;57.2
7.11.2025;22;21:00 - 22:00;1,259.1;34,615.2;144.2;113.3;30.9;114.98;257.5
7.11.2025;23;22:00 - 23:00;137.8;232.6;46.5;61.7;-15.2;107.06;108.2
7.11.2025;24;23:00 - 00:00;611.7;1,211.6;161.3;43.4;117.9;94.96;204.7
8.11.2025;1;00:00 - 01:00;46.4;49.3;5.0;3.0;2.0;93.11;8.0
8.11.2025;2;01:00 - 02:00;1,530.3;49.6;41.0;10.6;30.4;95.52;51.6
8.11.2025;3;02:00 - 03:00;77.5;118.2;25.7;9.1;16.6;99.02;34.8
8.11.2025;4;03:00 - 04:00;1,626.0;94.9;10.0;8.0;2.0;100.38;18.0
8.11.2025;5;04:00 - 05:00;4,405.2;42.6;30.2;7.7;22.5;99.64;37.9
8.11.2025;6;05:00 - 06:00;924.6;95.1;47.5;27.9;19.6;101.27;75.4
8.11.2025;7;06:00 - 07:00;189.7;935.7;31.4;25.4;6.0;99.32;56.8
8.11.2025;8;07:00 - 08:00;6,056.6;2,485.0;60.1;31.5;28.6;111.34;91.6
8.11.2025;9;08:00 - 09:00;7,059.6;578.2;31.9;35.3;-3.4;112.91;67.2
8.11.2025;10;09:00 - 10:00;2,210.0;11,167.8;104.0;48.5;55.5;111.69;152.5
8.11.2025;11;10:00 - 11:00;2,063.4;17,199.0;112.0;82.5;29.5;112.00;194.5
8.11.2025;12;11:00 - 12:00;751.1;1,337.8;137.2;91.2;46.0;105.39;228.4
8.11.2025;13;12:00 - 13:00;4,489.8;7,060.4;126.1;119.8;6.3;129.17;245.9
8.11.2025;14;13:00 - 14:00;31,152.5;2,791.8;119.5;111.5;8.0;126.06;231.0
8.11.2025;15;14:00 - 15:00;7,307.0;4,547.1;117.2;70.4;46.8;111.30;187.6
8.11.2025;16;15:00 - 16:00;64,353.7;5,811.7;51.6;8.0;43.6;126.17;59.6
8.11.2025;17;16:00 - 17:00;13,408.5;23,717.3;31.0;15.0;16.0;141.70;46.0
8.11.2025;18;17:00 - 18:00;28,674.9;210.0;47.3;18.4;28.9;140.27;65.7
8.11.2025;19;18:00 - 19:00;461.0;668.7;41.1;47.2;-6.1;137.63;88.3
8.11.2025;20;19:00 - 20:00;1,629.6;200.5;26.2;49.0;-22.8;132.46;75.2
8.11.2025;21;20:00 - 21:00;331.9;213.7;20.4;26.2;-5.8;121.67;46.6
8.11.2025;22;21:00 - 22:00;3,119.4;272.8;23.2;31.1;-7.9;108.40;54.3
8.11.2025;23;22:00 - 23:00;1,151.6;190.4;25.7;31.5;-5.8;103.76;57.2
8.11.2025;24;23:00 - 00:00;355.0;258.2;32.0;25.5;6.5;97.00;57.5
9.11.2025;1;00:00 - 01:00;55.1;45.3;19.3;15.0;4.3;97.32;34.3
9.11.2025;2;01:00 - 02:00;57.2;108.5;14.2;26.1;-11.9;92.44;40.3
9.11.2025;3;02:00 - 03:00;41.9;51.7;0.2;20.1;-19.9;90.13;20.3
9.11.2025;4;03:00 - 04:00;39.4;49.8;1.0;15.1;-14.1;88.73;16.1
9.11.2025;5;04:00 - 05:00;38.8;53.5;4.2;20.4;-16.2;88.05;24.6
9.11.2025;6;05:00 - 06:00;127.7;85.3;22.6;39.0;-16.4;94.21;61.6
9.11.2025;7;06:00 - 07:00;78.7;64.9;14.2;20.5;-6.3;91.63;34.7
9.11.2025;8;07:00 - 08:00;86.2;114.7;20.2;18.1;2.1;96.11;38.3
9.11.2025;9;08:00 - 09:00;5,531.3;106.3;43.8;12.5;31.3;98.42;56.3
9.11.2025;10;09:00 - 10:00;121.1;116.5;39.2;21.6;17.6;94.91;60.8
9.11.2025;11;10:00 - 11:00;214.9;890.6;42.8;52.8;-10.0;99.96;95.6
9.11.2025;12;11:00 - 12:00;244.8;7,189.4;57.1;80.1;-23.0;95.53;137.2
9.11.2025;13;12:00 - 13:00;242.7;428.5;64.5;97.4;-32.9;94.43;161.9
9.11.2025;14;13:00 - 14:00;1,291.2;1,929.1;57.8;80.7;-22.9;91.55;138.5
9.11.2025;15;14:00 - 15:00;1,363.4;433.5;49.8;80.1;-30.3;95.43;129.9
9.11.2025;16;15:00 - 16:00;4,815.9;497.0;93.1;108.1;-15.0;102.86;201.2
9.11.2025;17;16:00 - 17:00;4,768.7;3,025.2;73.0;56.7;16.3;110.35;129.7
9.11.2025;18;17:00 - 18:00;197.3;6,493.2;31.2;20.7;10.5;121.84;51.9
9.11.2025;19;18:00 - 19:00;151.7;172.6;21.7;37.2;-15.5;122.87;58.9
9.11.2025;20;19:00 - 20:00;294.5;352.6;51.9;47.0;4.9;117.70;98.9
9.11.2025;21;20:00 - 21:00;2,600.3;2,919.7;55.9;61.5;-5.6;98.28;117.4
9.11.2025;22;21:00 - 22:00;352.4;228.3;49.9;31.8;18.1;94.13;81.7
9.11.2025;23;22:00 - 23:00;27,114.2;402.0;20.1;22.7;-2.6;93.27;42.8
9.11.2025;24;23:00 - 00:00;125.1;210.6;15.5;24.9;-9.4;91.09;40.4
10.11.2025;1;00:00 - 01:00;61.9;53.6;5.5;4.0;1.5;90.23;9.5
10.11.2025;2;01:00 - 02:00;78.7;76.0;1.9;5.2;-3.3;89.17;7.1
10.11.2025;3;02:00 - 03:00;106.4;126.4;1.5;1.0;0.5;87.94;2.5
10.11.2025;4;03:00 - 04:00;106.7;108.5;9.6;12.0;-2.4;88.01;21.6
10.11.2025;5;04:00 - 05:00;108.9;97.6;9.4;35.7;-26.3;88.97;45.1
10.11.2025;6;05:00 - 06:00;121.7;303.7;31.4;2.0;29.4;95.63;33.4
10.11.2025;7;06:00 - 07:00;196.5;165.5;39.4;25.5;13.9;81.13;64.9
10.11.2025;8;07:00 - 08:00;210.8;220.4;39.4;44.4;-5.0;135.32;83.8
10.11.2025;9;08:00 - 09:00;1,224.7;291.5;39.7;16.7;23.0;154.39;56.4
10.11.2025;10;09:00 - 10:00;1,003.1;2,044.0;59.7;49.2;10.5;145.19;108.9
10.11.2025;11;10:00 - 11:00;1,183.1;19,035.2;77.1;69.9;7.2;124.64;147.0
10.11.2025;12;11:00 - 12:00;2,956.1;1,109.8;136.1;127.5;8.6;114.23;263.6
10.11.2025;13;12:00 - 13:00;4,075.7;2,955.2;92.4;173.9;-81.5;106.16;266.3
10.11.2025;14;13:00 - 14:00;724.3;5,492.0;107.0;136.5;-29.5;115.33;243.5
10.11.2025;15;14:00 - 15:00;1,422.8;2,078.0;118.8;159.4;-40.6;128.59;278.2
10.11.2025;16;15:00 - 16:00;1,652.3;27,844.7;93.5;191.9;-98.4;144.29;285.4
10.11.2025;17;16:00 - 17:00;3,037.1;50,262.4;78.7;224.1;-145.4;143.31;302.8
10.11.2025;18;17:00 - 18:00;12,012.2;55,786.2;13.1;198.6;-185.5;142.20;211.7
10.11.2025;19;18:00 - 19:00;13,609.8;12,877.2;92.4;190.6;-98.2;131.14;283.0
10.11.2025;20;19:00 - 20:00;7,020.5;37,675.7;66.5;139.5;-73.0;129.99;206.0
10.11.2025;21;20:00 - 21:00;6,215.6;3,969.7;41.2;95.6;-54.4;120.68;136.8
10.11.2025;22;21:00 - 22:00;886.2;6,407.1;63.1;144.2;-81.1;106.06;207.3
10.11.2025;23;22:00 - 23:00;5,968.7;4,200.3;43.8;110.5;-66.7;104.92;154.3
10.11.2025;24;23:00 - 00:00;8,675.4;3,955.2;34.9;100.5;-65.6;92.46;135.4
11.11.2025;1;00:00 - 01:00;154.3;723.2;19.0;15.8;3.2;89.99;34.8
11.11.2025;2;01:00 - 02:00;136.2;87.5;34.0;26.1;7.9;83.27;60.1
11.11.2025;3;02:00 - 03:00;160.7;207.2;24.1;25.4;-1.3;83.19;49.5
11.11.2025;4;03:00 - 04:00;203.9;214.1;40.6;20.0;20.6;83.20;60.6
11.11.2025;5;04:00 - 05:00;168.2;197.4;23.3;27.3;-4.0;85.19;50.6
11.11.2025;6;05:00 - 06:00;168.6;510.9;22.5;59.7;-37.2;86.79;82.2
11.11.2025;7;06:00 - 07:00;7,440.6;10,251.0;39.9;59.8;-19.9;110.16;99.7
11.11.2025;8;07:00 - 08:00;1,409.4;2,759.6;18.5;64.1;-45.6;132.05;82.6
11.11.2025;9;08:00 - 09:00;142.9;467.5;4.3;71.6;-67.3;133.26;75.9
11.11.2025;10;09:00 - 10:00;2,835.7;7,993.8;37.9;93.0;-55.1;118.63;130.9
11.11.2025;11;10:00 - 11:00;3,567.6;1,823.3;90.4;150.8;-60.4;113.87;241.2
11.11.2025;12;11:00 - 12:00;1,213.5;1,207.6;118.9;333.4;-214.5;98.38;452.3
11.11.2025;13;12:00 - 13:00;8,807.5;13,118.4;177.5;378.1;-200.6;99.14;555.6
11.11.2025;14;13:00 - 14:00;15,735.3;747.3;75.0;280.7;-205.7;123.74;355.7
11.11.2025;15;14:00 - 15:00;1,180.1;1,774.8;55.3;216.6;-161.3;125.12;271.9
11.11.2025;16;15:00 - 16:00;7,006.8;11,350.3;166.7;271.1;-104.4;131.55;437.8
11.11.2025;17;16:00 - 17:00;43,133.8;12,567.5;70.9;71.7;-0.8;138.79;142.6
11.11.2025;18;17:00 - 18:00;6,316.3;4,610.8;61.0;93.1;-32.1;135.18;154.1
11.11.2025;19;18:00 - 19:00;13,687.5;3,870.4;50.3;61.0;-10.7;129.36;111.3
11.11.2025;20;19:00 - 20:00;4,038.8;1,289.1;59.5;111.8;-52.3;144.65;171.3
11.11.2025;21;20:00 - 21:00;4,616.2;818.2;26.4;37.5;-11.1;127.46;63.9
11.11.2025;22;21:00 - 22:00;10,974.5;6,845.1;43.6;44.5;-0.9;131.43;88.1
11.11.2025;23;22:00 - 23:00;10,931.6;755.8;98.2;16.3;81.9;113.38;114.5
11.11.2025;24;23:00 - 00:00;12,951.2;15,238.3;61.4;25.6;35.8;101.57;87.0
12.11.2025;1;00:00 - 01:00;1,134.2;40.5;13.2;1.5;11.7;100.19;14.7
12.11.2025;2;01:00 - 02:00;2,843.0;185.8;53.9;6.1;47.8;81.99;60.0
12.11.2025;3;02:00 - 03:00;5,726.6;665.4;29.6;23.6;6.0;79.42;53.2
12.11.2025;4;03:00 - 04:00;436.7;114.3;26.7;23.5;3.2;81.35;50.2
12.11.2025;5;04:00 - 05:00;6,557.1;153.0;41.2;50.3;-9.1;84.85;91.5
12.11.2025;6;05:00 - 06:00;257.4;405.5;39.7;35.8;3.9;99.12;75.5
12.11.2025;7;06:00 - 07:00;464.4;130.1;46.1;24.3;21.8;130.11;70.4
12.11.2025;8;07:00 - 08:00;305.4;644.0;57.0;60.8;-3.8;142.05;117.8
12.11.2025;9;08:00 - 09:00;2,161.6;10,769.3;68.1;65.2;2.9;133.84;133.3
12.11.2025;10;09:00 - 10:00;1,691.0;8,753.0;82.8;121.3;-38.5;121.14;204.1
12.11.2025;11;10:00 - 11:00;2,747.6;3,306.6;96.3;128.9;-32.6;125.56;225.2
12.11.2025;12;11:00 - 12:00;3,984.2;3,460.6;138.1;252.4;-114.3;130.93;390.5
12.11.2025;13;12:00 - 13:00;5,117.4;8,147.5;230.3;195.5;34.8;124.66;425.8
12.11.2025;14;13:00 - 14:00;8,347.3;4,262.0;152.8;134.2;18.6;122.22;287.0
