direction,n_samples,correlation,mean_surprise,mean_imbalance,std_imbalance
Under-forecast (+),22596,-0.19323779424762166,70.90844397238443,-1.385123384669853,12.23250778096159
Over-forecast (-),27023,-0.21902888207216198,-76.97868112348745,4.880870887762276,12.854336515595863
