dropped,weight,full_mae,reduced_mae,mae_increase,pct_increase
rank_da_fcst,0.6721227832197353,2.625379594318409,3.024367835013679,0.39898824069527006,15.19735437720022
rank_yest,0.13156703541839274,2.625379594318409,2.6600646902058203,0.03468509588741142,1.3211459387615234
rank_load,0.08287221977859051,2.625379594318409,2.651259428247824,0.025879833929415064,0.9857558878503392
rank_30d_avg,0.08804497962209615,2.625379594318409,2.6337085538356466,0.008328959517237777,0.31724781952531744
rank_load_grad,0.007884001287404647,2.625379594318409,2.626542714782512,0.0011631204641031623,0.04430294448163894
rank_7d,0.017508980673780573,2.625379594318409,2.6262077290603107,0.0008281347419019092,0.03154342875575318
rank_solar_yest,1.0573176311506557e-17,2.625379594318409,2.625379596449058,2.130648990572581e-09,8.115584486081648e-08
rank_2d,5.198055707258646e-18,2.625379594318409,2.6253795952370806,9.186718052944798e-10,3.4991961058986664e-08
rank_da_resid,6.25102329744954e-18,2.625379594318409,2.625379594202344,-1.1606493544036312e-10,-4.420882058028468e-09
